
[00:00:00.000 --> 00:00:08.000]  今天我們就來學約翰福音的一章十九到二十八節
[00:00:08.000 --> 00:00:11.000]  我們看到約翰福音,這是我今天的主題
[00:00:11.000 --> 00:00:14.000]  他必興亡,我必衰微
[00:00:14.000 --> 00:00:21.000]  在我們繼續講之前,我先跟你講講我自己的故事
[00:00:21.000 --> 00:00:25.000]  我自己有一個很喜歡的動物,我很喜歡狗
[00:00:25.000 --> 00:00:32.000]  有一種狗我很喜歡,牠的名字叫超超,松獅犬
[00:00:32.000 --> 00:00:37.000]  牠腿很短,還有長得像獅子,圓圓的
[00:00:37.000 --> 00:00:42.000]  這個就是我們,你看這個薛牧師師母中間
[00:00:42.000 --> 00:00:46.000]  這個就是超超啦,但是我今天要問你一個問題
[00:00:46.000 --> 00:00:52.000]  你問問你身邊的人,你覺得這張照片的主角是誰?
[00:00:52.000 --> 00:00:57.000]  超超啊,哎喲,不是薛牧師啊,不是薛師母啊
[00:00:57.000 --> 00:01:01.000]  哎喲,沒錯,是超超,我為什麼呢?
[00:01:01.000 --> 00:01:03.000]  因為我太太知道我喜歡超超
[00:01:03.000 --> 00:01:05.000]  然後她就在裡面的群聊,她就看說
[00:01:05.000 --> 00:01:09.000]  欸,薛牧師他們出去玩了,給你看到你最喜歡的狗
[00:01:09.000 --> 00:01:13.000]  她就發給我了,所以當她發給我的時候啊
[00:01:13.000 --> 00:01:17.000]  我沒在看薛牧師啊,我沒在看薛師母啊
[00:01:17.000 --> 00:01:23.000]  我就看那個超超,哇,這麼黑,好黑喔,好歹喔
[00:01:23.000 --> 00:01:31.000]  好大的,好可愛喔,我的眼睛就定睛在這個超超的身上
[00:01:31.000 --> 00:01:35.000]  那弟兄姊妹,我們今天其實我要分享的是
[00:01:35.000 --> 00:01:40.000]  我們基督徒其實也是這樣,今天施洗約翰也是這樣
[00:01:40.000 --> 00:01:45.000]  我們基督徒的生命,施洗約翰的生命
[00:01:45.000 --> 00:01:49.000]  是他知道說,他不是他生命的重點
[00:01:49.000 --> 00:01:52.000]  他不是他生命的主角
[00:01:52.000 --> 00:01:55.000]  而他生命的重點,他生命的主角
[00:01:55.000 --> 00:01:58.000]  就是在我們的主耶穌基督
[00:01:58.000 --> 00:02:02.000]  因為我們的基督徒是一群看清自己
[00:02:02.000 --> 00:02:06.000]  認識基督,並且偽身基督
[00:02:06.000 --> 00:02:09.000]  只讓基督顯大的人
[00:02:09.000 --> 00:02:13.000]  好不好,讓我們一起來禱告
[00:02:13.000 --> 00:02:16.000]  親愛的天父,你是聖潔的
[00:02:16.000 --> 00:02:21.000]  若不是你的恩典和慈愛,我們都要在最終滅亡
[00:02:21.000 --> 00:02:25.000]  若不是你兒子的寶血,為我們所獻上了贖罪祭
[00:02:25.000 --> 00:02:28.000]  我們也無法來到你的面前
[00:02:28.000 --> 00:02:31.000]  若不是你聖靈的保守和看顧
[00:02:31.000 --> 00:02:35.000]  我們都無法憑著自己,向你獻上禱告
[00:02:35.000 --> 00:02:38.000]  我們祈求你,開我們的心
[00:02:38.000 --> 00:02:43.000]  好讓我們能夠明白你的話語,生命得到造就
[00:02:43.000 --> 00:02:46.000]  被你的話語所掌管和改變
[00:02:46.000 --> 00:02:49.000]  求你親自向我們所有人說話
[00:02:49.000 --> 00:02:53.000]  我們這樣不配的禱告,是奉主耶穌基督的名求
[00:02:53.000 --> 00:02:55.000]  阿們
[00:02:55.000 --> 00:02:58.000]  我們今天繼續要來學習約翰福音
[00:02:58.000 --> 00:03:02.000]  這個門徒約翰寫這卷書的目的很清楚
[00:03:02.000 --> 00:03:06.000]  他要讓我們信耶穌是神的兒子
[00:03:06.000 --> 00:03:10.000]  並且信了他,就因他的名得生命
[00:03:10.000 --> 00:03:15.000]  耶穌是基督,基督是什麼意思呢?
[00:03:15.000 --> 00:03:22.000]  基督的意思是神所設立的救主和君王
[00:03:22.000 --> 00:03:28.000]  這個救主帶來拯救,這個君王掌管主權
[00:03:28.000 --> 00:03:34.000]  這個救主激勵我們感恩,而這個君王引導我們順服
[00:03:34.000 --> 00:03:39.000]  所以我們基督徒不是只知道耶穌是誰
[00:03:39.000 --> 00:03:43.000]  而是信靠他,並且跟隨他
[00:03:43.000 --> 00:03:48.000]  願我們的主耶穌在自己生命中居首位的人
[00:03:48.000 --> 00:03:53.000]  因為基督徒不但承認耶穌是他們個人的救主和君王
[00:03:53.000 --> 00:03:59.000]  更願意以一顆感恩和順服的心來跟隨基督
[00:03:59.000 --> 00:04:02.000]  所以今天我們通過施洗約翰的見證
[00:04:02.000 --> 00:04:05.000]  我們要看見一個基督徒的生命
[00:04:05.000 --> 00:04:09.000]  一個基督徒的生命不是讓自己顯大
[00:04:09.000 --> 00:04:11.000]  乃是讓耶穌顯大
[00:04:11.000 --> 00:04:15.000]  以至於基督徒的生命能夠向施洗約翰說出
[00:04:15.000 --> 00:04:19.000]  他必興亡,我必衰微
[00:04:19.000 --> 00:04:23.000]  所以我們今天要藉著經文思想三個方面
[00:04:23.000 --> 00:04:27.000]  我們要從施洗約翰看到他明白他自己的身分
[00:04:27.000 --> 00:04:30.000]  他也清楚他自己的福事
[00:04:30.000 --> 00:04:35.000]  那施洗約翰最後他也認識自己的不配
[00:04:35.000 --> 00:04:38.000]  我們施洗約翰我們看看19到20節
[00:04:38.000 --> 00:04:43.000]  施洗約翰他明白他的身分
[00:04:43.000 --> 00:04:49.000]  你看到猶太人想要知道這個施洗約翰是誰
[00:04:49.000 --> 00:04:55.000]  以至於他們派人來問他本人說你是誰
[00:04:55.000 --> 00:04:58.000]  弟兄姊妹,這是一個很重要的問題
[00:04:58.000 --> 00:05:00.000]  這是一個身分的問題
[00:05:00.000 --> 00:05:04.000]  這是一個關於施洗約翰是誰的問題
[00:05:04.000 --> 00:05:06.000]  因為我們要看到當時的猶太人
[00:05:06.000 --> 00:05:12.000]  正活在一個高度的宗教和政治的張力中
[00:05:12.000 --> 00:05:14.000]  因為你如果想一想
[00:05:14.000 --> 00:05:18.000]  如果回顧我們舊恩的歷史
[00:05:18.000 --> 00:05:22.000]  我們看到神已經在創世紀的十二章
[00:05:22.000 --> 00:05:28.000]  他就揀選了亞伯拉罕
[00:05:28.000 --> 00:05:32.000]  跟他立約要賜福他
[00:05:32.000 --> 00:05:35.000]  他要讓亞伯拉罕的子孫如天上的星星
[00:05:35.000 --> 00:05:37.000]  海邊的沙子一樣多
[00:05:37.000 --> 00:05:44.000]  而且萬邦萬族萬民都要因亞伯拉罕的後裔得福
[00:05:44.000 --> 00:05:47.000]  這是個很美好的應許
[00:05:47.000 --> 00:05:53.000]  但是我們看到以色列人結果卻在埃及受了奴隸
[00:05:53.000 --> 00:05:57.000]  但是我們的神沒有忘記他的約
[00:05:57.000 --> 00:05:59.000]  他反而興起誰啊
[00:05:59.000 --> 00:06:03.000]  興起摩西來拯救他們
[00:06:03.000 --> 00:06:06.000]  跟他們立約並且赤下律法
[00:06:06.000 --> 00:06:09.000]  使他們成為屬神的子民
[00:06:09.000 --> 00:06:11.000]  以至於這個摩西啊
[00:06:11.000 --> 00:06:14.000]  在死前他告訴以色列人說
[00:06:14.000 --> 00:06:22.000]  耶和華你的神要在你們中間興起一位先知像我
[00:06:22.000 --> 00:06:26.000]  因此這個以色列人在輾轉反側中
[00:06:26.000 --> 00:06:29.000]  在歷史的長河中他一直在等
[00:06:29.000 --> 00:06:33.000]  他一直在問也是問一個身份的問題
[00:06:33.000 --> 00:06:38.000]  那一位像摩西的先知會是誰呢
[00:06:38.000 --> 00:06:42.000]  但是我們又看到神後來又興起了以色列這個國家
[00:06:42.000 --> 00:06:45.000]  他又興起了以色列一個非常重要的王
[00:06:45.000 --> 00:06:47.000]  就是大衛王
[00:06:47.000 --> 00:06:51.000]  他甚至在撒摩爾記下的第七章
[00:06:51.000 --> 00:06:54.000]  他跟大衛自己立約
[00:06:54.000 --> 00:06:56.000]  他說大衛你的後裔
[00:06:56.000 --> 00:07:03.000]  必有一個坐在寶座上直到永永遠遠
[00:07:03.000 --> 00:07:09.000]  所以但是你要想到耶穌跟施洗約那個時代
[00:07:09.000 --> 00:07:14.000]  他們所想的大衛的國度沒了
[00:07:14.000 --> 00:07:17.000]  大衛的國度早已衰微了
[00:07:17.000 --> 00:07:20.000]  他們現在是被外族統治的
[00:07:20.000 --> 00:07:22.000]  他們也是在問
