
[00:00:00.000 --> 00:00:02.000]  各位頂住朋友 你們好
[00:00:02.000 --> 00:00:05.000]  歡迎你們一齊來到今天這個時間
[00:00:05.000 --> 00:00:11.000]  一齊有敬拜 讓我們一齊去閱讀並且學習神的說話
[00:00:11.000 --> 00:00:16.000]  讓我們在開始之前 有一個祈禱的時間
[00:00:16.000 --> 00:00:18.000]  讓我們一起低頭祈禱
[00:00:18.000 --> 00:00:25.000]  七位天父 多謝你 多謝你讓我們在這個時間
[00:00:25.000 --> 00:00:28.000]  一同來到你們的話語面前
[00:00:28.000 --> 00:00:30.000]  求主你開我們的眼睛
[00:00:30.000 --> 00:00:34.000]  讓我們能夠對你的說話更加的明白
[00:00:34.000 --> 00:00:36.000]  讓我們不是透過我們的記憶
[00:00:36.000 --> 00:00:40.000]  或者我們只是過去一些的經驗來讀你的說話
[00:00:40.000 --> 00:00:44.000]  而我們真的能夠因為你的說話
[00:00:44.000 --> 00:00:46.000]  也因著你的靈的工作
[00:00:46.000 --> 00:00:50.000]  我們的心靈都要啟開來迎接你的說話
[00:00:50.000 --> 00:00:53.000]  並且受著你聖靈的舞蹈
[00:00:53.000 --> 00:00:56.000]  求主你為以下的時間
[00:00:56.000 --> 00:00:59.000]  求主你來看顧保守
[00:00:59.000 --> 00:01:04.000]  讓我們能夠在當中讀出神要我們所知的道理
[00:01:04.000 --> 00:01:09.000]  並且幫助我們在我們的生活裏面怎樣來實踐
[00:01:09.000 --> 00:01:11.000]  我們都願意來仰望你
[00:01:11.000 --> 00:01:14.000]  我們的祈禱是奉主耶穌基督的名求
[00:01:14.000 --> 00:01:15.000]  阿們
[00:01:15.000 --> 00:01:19.000]  今天我和大家想分享的一段經文
[00:01:19.000 --> 00:01:22.000]  是在新約聖經哥倫多的前書
[00:01:22.000 --> 00:01:24.000]  哥倫多前書第一章
[00:01:24.000 --> 00:01:28.000]  從第十八節到第二十五節
[00:01:28.000 --> 00:01:32.000]  或者我們一起讀一讀這段經文
[00:01:32.000 --> 00:01:34.000]  回到聖經之後我們一起讀
[00:01:34.000 --> 00:01:38.000]  是哥倫多前書新約聖經的第一章
[00:01:38.000 --> 00:01:40.000]  第十八節到第二十五節
[00:01:40.000 --> 00:01:44.000]  聖經的說話是這樣說的
[00:01:44.000 --> 00:01:48.000]  因為十字架的道理在那滅亡人為如廚
[00:01:48.000 --> 00:01:51.000]  在我們得救的人卻為神的大能
[00:01:51.000 --> 00:01:54.000]  就如經上所記
[00:01:54.000 --> 00:01:57.000]  我要滅絕智慧人的智慧
[00:01:57.000 --> 00:02:00.000]  廢掉聰明人的聰明
[00:02:00.000 --> 00:02:02.000]  智慧人在那裏
[00:02:02.000 --> 00:02:03.000]  民事在那裏
[00:02:03.000 --> 00:02:05.000]  這世上的便是在那裏
[00:02:05.000 --> 00:02:10.000]  神豈不是叫這世上的智慧變成如絕嗎
[00:02:10.000 --> 00:02:14.000]  世人憑自己的智慧既不認識神
[00:02:14.000 --> 00:02:18.000]  神就樂意用人所當做如絕的道理
[00:02:18.000 --> 00:02:20.000]  拯救那些信的人
[00:02:20.000 --> 00:02:24.000]  這就是神的智慧了
[00:02:24.000 --> 00:02:26.000]  猶太人是求神蹟
[00:02:26.000 --> 00:02:28.000]  希臘人是求智慧
[00:02:28.000 --> 00:02:32.000]  我們卻是全釘十字架的基督
[00:02:32.000 --> 00:02:34.000]  在猶太人是半腳石
[00:02:34.000 --> 00:02:36.000]  在外邦人為如絕
[00:02:36.000 --> 00:02:38.000]  但在那蒙召的
[00:02:38.000 --> 00:02:40.000]  無論是猶太人
[00:02:40.000 --> 00:02:41.000]  希臘人
[00:02:41.000 --> 00:02:44.000]  基督總為神的能力
[00:02:44.000 --> 00:02:45.000]  神的智慧
[00:02:45.000 --> 00:02:49.000]  但神的如絕總比人智慧
[00:02:49.000 --> 00:02:54.000]  神的軟弱總比人強壯
[00:02:54.000 --> 00:03:00.000]  讓我開始先講一個小小的故事給大家聽
[00:03:00.000 --> 00:03:04.000]  話說這個是在2019年的時候
[00:03:04.000 --> 00:03:06.000]  當時我是有一個計劃
[00:03:06.000 --> 00:03:08.000]  那個計劃是什麼呢
[00:03:08.000 --> 00:03:09.000]  就是想去旅行
[00:03:09.000 --> 00:03:12.000]  不知道大家喜不喜歡去旅行
[00:03:12.000 --> 00:03:13.000]  我是很喜歡的
[00:03:13.000 --> 00:03:15.000]  因為每一次去旅行
[00:03:15.000 --> 00:03:18.000]  都能夠看到一些新的事物
[00:03:18.000 --> 00:03:20.000]  來擴闊自己的眼界
[00:03:20.000 --> 00:03:25.000]  始終我都有一些好奇心
[00:03:25.000 --> 00:03:27.000]  更加重要的是
[00:03:27.000 --> 00:03:28.000]  透過旅行
[00:03:28.000 --> 00:03:33.000]  可以從平常日常的規律生活裏面
[00:03:33.000 --> 00:03:34.000]  走出來
[00:03:34.000 --> 00:03:36.000]  去見一見新東西
[00:03:36.000 --> 00:03:37.000]  透一透新鮮空氣
[00:03:37.000 --> 00:03:39.000]  或者接觸一些事物
[00:03:39.000 --> 00:03:43.000]  我相信這個無論對身心上
[00:03:43.000 --> 00:03:45.000]  都是有一個益處的
[00:03:45.000 --> 00:03:48.000]  我當時是在計劃一件事
[00:03:48.000 --> 00:03:51.000]  就是想去德國旅行
[00:03:51.000 --> 00:03:53.000]  很多人都可能會想
[00:03:53.000 --> 00:03:55.000]  為什麼去德國這個地方
[00:03:55.000 --> 00:03:57.000]  有什麼特別呢
[00:03:57.000 --> 00:03:58.000]  要回答這個答案
[00:03:58.000 --> 00:04:00.000]  其實都不難的
[00:04:00.000 --> 00:04:05.000]  和一般很多年輕的男士一樣
[00:04:05.000 --> 00:04:07.000]  我都曾經年輕
[00:04:07.000 --> 00:04:11.000]  都有很多不同的嗜好和興趣
[00:04:11.000 --> 00:04:15.000]  其中的興趣包括對於攝影
[00:04:15.000 --> 00:04:19.000]  講攝影其實都牽涉到攝影的器材
[00:04:19.000 --> 00:04:22.000]  對駕駛也有興趣
[00:04:22.000 --> 00:04:25.000]  講到有車
[00:04:25.000 --> 00:04:27.000]  一講到這件事的時候
[00:04:27.000 --> 00:04:31.000]  一定會想到是德國
[00:04:31.000 --> 00:04:32.000]  但不是的
[00:04:32.000 --> 00:04:34.000]  現在我們看見很多車
[00:04:34.000 --> 00:04:38.000]  譬如很多時候都見到是日本車
[00:04:38.000 --> 00:04:42.000]  相機 日本相機
[00:04:42.000 --> 00:04:43.000]  三大牌子
[00:04:43.000 --> 00:04:46.000]  大家都不是喜歡拍照的
[00:04:46.000 --> 00:04:48.000]  都知道有什麼牌子
[00:04:48.000 --> 00:04:49.000]  當你說要買相機
[00:04:49.000 --> 00:04:51.000]  都是那幾隻
[00:04:51.000 --> 00:04:56.000]  但略為有少少講究
[00:04:56.000 --> 00:04:59.000]  或者追求一些不同的
[00:04:59.000 --> 00:05:01.000]  你都會想一下德國的東西
[00:05:01.000 --> 00:05:03.000]  沒錯 日本的牌子
[00:05:03.000 --> 00:05:05.000]  車也好 相機也好
[00:05:05.000 --> 00:05:08.000]  很好用 性能真的不錯
[00:05:08.000 --> 00:05:09.000]  譬如舉個例子
[00:05:09.000 --> 00:05:10.000]  像相機一樣
[00:05:10.000 --> 00:05:12.000]  現在那些專業的攝影師
[00:05:12.000 --> 00:05:14.000]  都是用日本的相機
[00:05:14.000 --> 00:05:17.000]  車就更加不用說
[00:05:17.000 --> 00:05:19.000]  那些人都會認為
[00:05:19.000 --> 00:05:21.000]  日本車就耐用
[00:05:21.000 --> 00:05:24.000]  亦都省油
[00:05:24.000 --> 00:05:25.000]  性能也好
[00:05:25.000 --> 00:05:30.000]  近幾年都有十幾年了
[00:05:30.000 --> 00:05:32.000]  韓國車也都很流行
[00:05:32.000 --> 00:05:36.000]  但如果說到性能
[00:05:36.000 --> 00:05:40.000]  或者我們所謂的車的扎實
[00:05:40.000 --> 00:05:44.000]  或者是說到駕駛的操控
[00:05:44.000 --> 00:05:46.000]  你開過歐洲車
[00:05:46.000 --> 00:05:48.000]  你就知道是不同的一回事
[00:05:48.000 --> 00:05:50.000]  特別是德國車
[00:05:50.000 --> 00:05:53.000]  降水都好一點
[00:05:53.000 --> 00:05:56.000]  日本攝影都一樣
[00:05:56.000 --> 00:05:59.000]  日本牌子我們都認識
[00:05:59.000 --> 00:06:03.000]  但是如果說要有型
[00:06:03.000 --> 00:06:06.000]  亦都不是單單有型
[00:06:06.000 --> 00:06:09.000]  亦都要有所謂的角鏡頭銳利度
[00:06:09.000 --> 00:06:12.000]  不得不提就是德國的Leica
[00:06:12.000 --> 00:06:14.000]  或者中文叫做Leica
[00:06:14.000 --> 00:06:18.000]  很多人都未必要買到這些機
[00:06:18.000 --> 00:06:20.000]  其實一般平常
[00:06:20.000 --> 00:06:23.000]  剛才說的日本相機都很夠用
[00:06:23.000 --> 00:06:26.000]  但是去到Leica那些
[00:06:26.000 --> 00:06:29.000]  如果送給我我都不會介意
[00:06:29.000 --> 00:06:30.000]  我相信很多喜歡攝影的
[00:06:30.000 --> 00:06:33.000]  亦都不介意收到一部Leica相機
[00:06:33.000 --> 00:06:34.000]  做禮物的
[00:06:34.000 --> 00:06:36.000]  我都不例外
[00:06:36.000 --> 00:06:39.000]  除了這些消費品之外
[00:06:39.000 --> 00:06:42.000]  如果你略為對近代歷史
[00:06:42.000 --> 00:06:44.000]  有少少了解的時候
[00:06:44.000 --> 00:06:46.000]  我們說近代是哪些呢
[00:06:46.000 --> 00:06:48.000]  譬如說冷戰的時期
[00:06:48.000 --> 00:06:49.000]  冷戰的時期
[00:06:49.000 --> 00:06:52.000]  最主要說到的是東西陣營
[00:06:52.000 --> 00:06:56.000]  西方由美國為首
[00:06:56.000 --> 00:07:01.000]  而東方說的是蘇聯當時
[00:07:01.000 --> 00:07:05.000]  即現在有俄羅斯和其他一些國
[00:07:05.000 --> 00:07:11.000]  所組成一個社會主義建設的國體
[00:07:11.000 --> 00:07:17.000]  當時這兩方勢力都有很多不同方面的競賽
[00:07:17.000 --> 00:07:19.000]  譬如軍事競賽我們會聽到
[00:07:19.000 --> 00:07:23.000]  另外一件事就是他們在太空那邊的發展
[00:07:23.000 --> 00:07:26.000]  無論美國和蘇聯都希望搶先
[00:07:26.000 --> 00:07:30.000]  想將火箭送上太空
[00:07:30.000 --> 00:07:37.000]  亦都搶先將人類送上太空的軌跡
[00:07:37.000 --> 00:07:40.000]  登月的計劃
[00:07:40.000 --> 00:07:46.000]  但如果我們對這方面有少少深入了解的時候
[00:07:46.000 --> 00:07:49.000]  會發現當時的NASA
[00:07:49.000 --> 00:07:51.000]  所謂美國的太空總署
[00:07:51.000 --> 00:07:55.000]  和蘇聯他們的火箭計劃
[00:07:55.000 --> 00:08:00.000]  他們裏面的科學家
[00:08:00.000 --> 00:08:02.000]  那些工程師
[00:08:02.000 --> 00:08:05.000]  其實他們的背景是很特別的
[00:08:05.000 --> 00:08:06.000]  不可以說特別
[00:08:06.000 --> 00:08:07.000]  是很特殊的
[00:08:07.000 --> 00:08:09.000]  其實他們的背景
[00:08:09.000 --> 00:08:11.000]  其實這班的專家
[00:08:11.000 --> 00:08:12.000]  科學家
[00:08:12.000 --> 00:08:13.000]  工程師
[00:08:13.000 --> 00:08:19.000]  很多在當時參與太空的計劃裏面
[00:08:19.000 --> 00:08:23.000]  這班人其實很多都是納粹時代
[00:08:23.000 --> 00:08:26.000]  德國的那些火箭專家
[00:08:26.000 --> 00:08:28.000]  他們發明了
[00:08:28.000 --> 00:08:32.000]  或者是開發了一個V2的火箭
[00:08:32.000 --> 00:08:36.000]  炸到英國氣都透不出來
[00:08:36.000 --> 00:08:39.000]  後來因為納粹德國戰敗
[00:08:39.000 --> 00:08:44.000]  他們被俘虜到蘇聯或美國的地方
[00:08:44.000 --> 00:08:48.000]  再在那裏繼續他們的研究
[00:08:48.000 --> 00:08:52.000]  於是就成為了不同的太空計劃
[00:08:52.000 --> 00:08:53.000]  這方面是科學
[00:08:53.000 --> 00:08:55.000]  如果說到德國的
[00:08:55.000 --> 00:08:58.000]  即是文史方面的哲學家
[00:08:58.000 --> 00:08:59.000]  歷史學家
[00:08:59.000 --> 00:09:00.000]  地理學家
[00:09:00.000 --> 00:09:03.000]  以致我們所謂的基督教神學家
[00:09:03.000 --> 00:09:06.000]  亦都有很多很出名的人
[00:09:06.000 --> 00:09:09.000]  我一直從小到大都在想
[00:09:09.000 --> 00:09:13.000]  一個德國都是幾千萬的人口
[00:09:13.000 --> 00:09:15.000]  大概都是六千萬左右的人口
[00:09:15.000 --> 00:09:17.000]  但是在歷史
[00:09:17.000 --> 00:09:19.000]  在現代的歷史裏面
[00:09:19.000 --> 00:09:22.000]  那個痕跡是有這麼深厚
[00:09:22.000 --> 00:09:26.000]  究竟這個是甚麼地方來的呢
[00:09:26.000 --> 00:09:30.000]  如果我們相信地靈人傑這句話的話
[00:09:30.000 --> 00:09:33.000]  有些出了這麼多出類拔萃的人的話
[00:09:33.000 --> 00:09:35.000]  那個地方有甚麼不同呢
[00:09:35.000 --> 00:09:37.000]  因此有這個想法的時候
[00:09:37.000 --> 00:09:41.000]  我就想去現場看看
[00:09:41.000 --> 00:09:44.000]  究竟這個地方是甚麼地方呢
[00:09:44.000 --> 00:09:47.000]  於是我就不斷地去計劃
[00:09:47.000 --> 00:09:49.000]  我不喜歡參加旅行團
[00:09:49.000 --> 00:09:52.000]  因為旅行團帶你去哪裏就去哪裏
[00:09:52.000 --> 00:09:55.000]  根本有些地方可能是很熱門
[00:09:55.000 --> 00:09:57.000]  但是自己沒有興趣
[00:09:57.000 --> 00:09:59.000]  反而有些很有興趣去看的
[00:09:59.000 --> 00:10:01.000]  亦都不是在行程裏面
[00:10:01.000 --> 00:10:02.000]  就去看
[00:10:02.000 --> 00:10:05.000]  一路編排計劃
[00:10:05.000 --> 00:10:09.000]  就在跟著那一年的春季夏季
[00:10:09.000 --> 00:10:13.000]  大概四五月的時間就承行
[00:10:13.000 --> 00:10:17.000]  深水清的你剛才說到
[00:10:17.000 --> 00:10:19.000]  是2019年來計劃的
[00:10:19.000 --> 00:10:23.000]  跟著那一年的四五月
[00:10:23.000 --> 00:10:26.000]  即是2020年的四五月
[00:10:26.000 --> 00:10:30.000]  結果是怎樣大家都知道
[00:10:30.000 --> 00:10:33.000]  因為這個這樣的
[00:10:33.000 --> 00:10:36.000]  我們不知道叫甚麼名字
[00:10:36.000 --> 00:10:38.000]  因為很多不同官方的說話
[00:10:38.000 --> 00:10:40.000]  世衛又立了不同的名字
[00:10:40.000 --> 00:10:42.000]  不同人不同立場
[00:10:42.000 --> 00:10:44.000]  亦都安排了不同的名字
[00:10:44.000 --> 00:10:48.000]  我儘管稱這個做一個瘟疫
[00:10:48.000 --> 00:10:50.000]  或者一個傳染病
[00:10:50.000 --> 00:10:52.000]  這個傳染病
[00:10:52.000 --> 00:10:55.000]  令到我這個行程要取消
[00:10:55.000 --> 00:10:57.000]  不單單是這樣
[00:10:57.000 --> 00:11:03.000]  平常上班乘巴士乘車駕車
[00:11:03.000 --> 00:11:06.000]  路都不同了
[00:11:06.000 --> 00:11:08.000]  或者班次都不同了
[00:11:08.000 --> 00:11:13.000]  因為城市要封城
[00:11:13.000 --> 00:11:14.000]  lock down
[00:11:14.000 --> 00:11:16.000]  有很多辦公室都要關閉
[00:11:16.000 --> 00:11:18.000]  不能回去了
[00:11:18.000 --> 00:11:19.000]  就算可以回那些
[00:11:19.000 --> 00:11:21.000]  班次都不同了
[00:11:21.000 --> 00:11:23.000]  之後有一段時間
[00:11:23.000 --> 00:11:25.000]  甚至lock down到一個地步
[00:11:25.000 --> 00:11:27.000]  只有所謂的必需品
[00:11:27.000 --> 00:11:29.000]  譬如超級市場
[00:11:29.000 --> 00:11:31.000]  那些地方才會開
[00:11:31.000 --> 00:11:33.000]  其他都全部封了
[00:11:33.000 --> 00:11:37.000]  叫東西吃都只會叫外賣
[00:11:37.000 --> 00:11:40.000]  無論在我和你
[00:11:40.000 --> 00:11:42.000]  在過去的十六個月裏面
[00:11:42.000 --> 00:11:46.000]  都受到這樣的衝擊
[00:11:46.000 --> 00:11:49.000]  這個衝擊我們不知道何時會完
[00:11:49.000 --> 00:11:51.000]  已經過了十六個月
[00:11:51.000 --> 00:11:53.000]  但是我們都看到
[00:11:53.000 --> 00:11:56.000]  很多事都已經轉變了
[00:11:56.000 --> 00:11:58.000]  我們再不可以正常地上班
[00:11:58.000 --> 00:12:00.000]  不可以正常地上學
[00:12:00.000 --> 00:12:02.000]  亦都不可以如常地
[00:12:02.000 --> 00:12:04.000]  每個星期回到教會裏面
[00:12:04.000 --> 00:12:07.000]  一齊來對它崇拜
[00:12:07.000 --> 00:12:09.000]  為甚麼要說這件事呢
[00:12:09.000 --> 00:12:12.000]  說這件事其實和我們今天這段經文
[00:12:12.000 --> 00:12:15.000]  亦都可以拉上關係
[00:12:15.000 --> 00:12:18.000]  正當福音傳到不同的人
[00:12:18.000 --> 00:12:20.000]  不同的社會裏面
[00:12:20.000 --> 00:12:23.000]  其實都有一種衝擊
[00:12:23.000 --> 00:12:26.000]  當然我們要明白一件事
[00:12:26.000 --> 00:12:29.000]  這個衝擊究竟是好與壞
[00:12:29.000 --> 00:12:32.000]  我們可能需要一些時日才會知道
[00:12:32.000 --> 00:12:35.000]  但起碼我們很確定一件事
[00:12:35.000 --> 00:12:37.000]  有一些轉變了的東西
[00:12:37.000 --> 00:12:41.000]  是不會再回頭的
[00:12:41.000 --> 00:12:47.000]  剛才我們看到這個哥倫多前書裏面
[00:12:47.000 --> 00:12:50.000]  由第十八至第十九節
[00:12:50.000 --> 00:12:52.000]  到第二十五節來講
[00:12:52.000 --> 00:12:54.000]  其實第十八節的開頭
[00:12:54.000 --> 00:12:58.000]  是承接著哥倫多前書第一章的聖經
[00:12:58.000 --> 00:13:01.000]  第十七節來講
[00:13:01.000 --> 00:13:04.000]  在第十七節講甚麼呢
[00:13:04.000 --> 00:13:08.000]  保羅自己聲稱
