
[00:00:00.000 --> 00:00:03.040]  這是一個末後的世代
[00:00:03.040 --> 00:00:05.480]  在聖經也說得很清楚
[00:00:05.480 --> 00:00:07.120]  耶穌已經預言
[00:00:07.120 --> 00:00:10.600]  會有很多混亂、很多惱教
[00:00:10.600 --> 00:00:13.880]  很多事情是前所未見
[00:00:13.880 --> 00:00:16.080]  有時當我們風平浪靜
[00:00:16.080 --> 00:00:17.800]  沒有什麼事的日子
[00:00:17.800 --> 00:00:19.160]  我們講信心
[00:00:19.160 --> 00:00:21.760]  硬是好像差一點
[00:00:21.760 --> 00:00:26.840]  但是當難處、困難、波濤湧來的時候
[00:00:26.840 --> 00:00:30.000]  就是我們每一位實踐信心的時候
[00:00:30.000 --> 00:00:33.560]  主要是讓我們今天的眼目
[00:00:33.560 --> 00:00:36.400]  沒有被這個世界去搞擾
[00:00:36.400 --> 00:00:38.160]  這個真實的世界
[00:00:38.160 --> 00:00:41.240]  就是主你掌權的世界
[00:00:41.240 --> 00:00:44.120]  主要是今天讓我們定睛仰望祢
[00:00:44.120 --> 00:00:45.960]  主祢說人非有信
[00:00:45.960 --> 00:00:48.360]  不能得到神的起源
[00:00:48.360 --> 00:00:50.640]  主是讓我們憑著信心
[00:00:50.640 --> 00:00:52.400]  蒙主祢的月亮
[00:00:52.400 --> 00:00:54.120]  蒙主祢的起源
[00:00:54.120 --> 00:00:56.520]  主祢說信心不是單
[00:00:56.520 --> 00:00:58.120]  是用眼見
[00:00:58.120 --> 00:00:59.480]  是憑著信
[00:00:59.480 --> 00:01:01.120]  我們行主祢的道路
[00:01:01.120 --> 00:01:02.280]  主是今天給我們信心
[00:01:02.280 --> 00:01:03.000]  給我們勇氣
[00:01:03.000 --> 00:01:04.240]  給我們能力
[00:01:04.240 --> 00:01:06.440]  讓我們以下時間
[00:01:06.440 --> 00:01:07.720]  我們的靈闖開
[00:01:07.720 --> 00:01:09.520]  聖靈跟我們講說話
[00:01:09.520 --> 00:01:11.800]  將這個信息放在我們的心裏面
[00:01:11.800 --> 00:01:13.680]  不是人跟人講說話
[00:01:13.680 --> 00:01:15.800]  是聖靈跟我們的心講說話
[00:01:15.800 --> 00:01:16.720]  主要是多謝祢
[00:01:16.720 --> 00:01:17.880]  我奉耶穌基督的吩咐
[00:01:17.880 --> 00:01:18.480]  一切難了
[00:01:18.480 --> 00:01:20.800]  我們親近祢都要離開我們靖子們
[00:01:20.800 --> 00:01:22.320]  主是多謝祢
[00:01:22.320 --> 00:01:25.400]  讓我們每一位分別為聖都歸向祢
[00:01:25.400 --> 00:01:26.600]  聽我們的禱告
[00:01:26.600 --> 00:01:28.360]  奉耶穌基督得聖一命
[00:01:28.360 --> 00:01:28.960]  Amen
[00:01:28.960 --> 00:01:31.480]  請姐妹請坐
[00:01:31.480 --> 00:01:32.920]  有一間大學
[00:01:32.920 --> 00:01:36.640]  它的商業學院畢業典禮的時候
[00:01:36.640 --> 00:01:39.920]  請到一位跨國公司的總裁
[00:01:39.920 --> 00:01:42.480]  去跟他的畢業生講說話
[00:01:42.480 --> 00:01:45.920]  這位總裁在商界非常有成就
[00:01:45.920 --> 00:01:49.080]  所以大學特意請他跟畢業生
[00:01:49.080 --> 00:01:50.800]  給他們一些勸勉
[00:01:50.800 --> 00:01:52.240]  給他們一些鼓勵
[00:01:52.240 --> 00:01:55.200]  鼓勵他們努力向上
[00:01:55.200 --> 00:02:00.760]  這位總裁跟這些畢業生講話的第一句說話是什麼呢
[00:02:00.760 --> 00:02:03.560]  他說如果你問我有沒有一句說話
[00:02:03.560 --> 00:02:07.320]  我覺得可以對你們最有幫助的
[00:02:07.320 --> 00:02:08.760]  就是以下的說話
[00:02:08.760 --> 00:02:11.360]  我希望你們全部失敗
[00:02:11.360 --> 00:02:13.960]  大家都呆了
[00:02:13.960 --> 00:02:15.960]  這班是大學畢業生
[00:02:15.960 --> 00:02:17.280]  你應該鼓勵他
[00:02:17.280 --> 00:02:20.320]  為什麼第一句你就希望他們全部失敗呢
[00:02:20.320 --> 00:02:22.400]  為什麼會這樣講呢
[00:02:22.400 --> 00:02:24.680]  這位總裁就繼續這樣講
[00:02:24.680 --> 00:02:26.680]  我特別希望
[00:02:26.680 --> 00:02:31.160]  你們在一些對你們非常重要的事上失敗
[00:02:31.160 --> 00:02:33.800]  老實講我剛剛出來工作的時候
[00:02:33.800 --> 00:02:36.280]  失敗就是家常便飯
[00:02:36.280 --> 00:02:38.440]  但慢慢我就發現到
[00:02:38.440 --> 00:02:39.920]  在這些失敗裡面
[00:02:39.920 --> 00:02:44.120]  正是讓我更加體會到、明白到、看得清楚
[00:02:44.120 --> 00:02:45.640]  我的軟弱
[00:02:45.640 --> 00:02:48.200]  當我能夠面對我的軟弱的時候
[00:02:48.200 --> 00:02:50.080]  我就可以通過這些失敗
[00:02:50.080 --> 00:02:52.840]  我不斷地學習、成長
[00:02:52.840 --> 00:02:55.920]  以致我有今天的成就
[00:02:55.920 --> 00:02:57.920]  什麼是軟弱呢
[00:02:57.920 --> 00:02:59.920]  軟弱就是缺點
[00:02:59.920 --> 00:03:00.880]  我們很清楚
[00:03:00.880 --> 00:03:03.200]  我們每一個人都不是十全十美的
[00:03:03.200 --> 00:03:06.280]  其實我們每一個人都有缺點的
[00:03:06.280 --> 00:03:09.000]  就好像性格上的缺點
[00:03:09.000 --> 00:03:11.080]  可能有人天生很怕事的
[00:03:11.080 --> 00:03:12.440]  無論什麼情況都好
[00:03:12.440 --> 00:03:14.200]  都不敢說話
[00:03:14.200 --> 00:03:17.240]  但可能也有人說話過分率直
[00:03:17.240 --> 00:03:19.680]  說十句可能有八九句已經得罪人
[00:03:19.680 --> 00:03:21.480]  搞得很不開心
[00:03:21.480 --> 00:03:24.880]  亦都有人可能是很喜歡批評人的
[00:03:24.880 --> 00:03:26.200]  他看見人有很多缺點
[00:03:26.200 --> 00:03:28.360]  但永遠都看不到自己
[00:03:28.360 --> 00:03:30.760]  亦都有身體上的缺點
[00:03:30.760 --> 00:03:32.240]  可能患病
[00:03:32.240 --> 00:03:34.240]  可能有殘疾
[00:03:34.240 --> 00:03:36.920]  亦都有關係上的缺點
[00:03:36.920 --> 00:03:39.560]  可能有人在工作和家庭上
[00:03:39.560 --> 00:03:42.120]  人際關係上搞得很不開心
[00:03:42.120 --> 00:03:45.680]  關係很差、面不順
[00:03:45.680 --> 00:03:48.160]  很多人因為這些軟弱
[00:03:48.160 --> 00:03:51.560]  他們的生命向前就失去動力
[00:03:51.560 --> 00:03:54.080]  他覺得人生就再沒有希望
[00:03:54.080 --> 00:03:56.240]  這一世都是這樣
[00:03:56.240 --> 00:03:59.160]  在之前我提過
[00:03:59.160 --> 00:04:02.200]  希伯來書第十一章的主題
[00:04:02.200 --> 00:04:04.280]  就是信心
[00:04:04.280 --> 00:04:08.680]  希伯來書的作者列舉了很多聖經的人物
[00:04:08.680 --> 00:04:11.280]  當我們檢視這些人物的生命的時候
[00:04:11.280 --> 00:04:14.560]  我們會更加明白什麼是信心
[00:04:14.560 --> 00:04:16.640]  所以大家想像中理論上
[00:04:16.640 --> 00:04:18.440]  這些人應該是天下無敵
[00:04:18.440 --> 00:04:21.640]  一些屬靈巨人、屬靈偉人
[00:04:21.640 --> 00:04:25.000]  信心英雄、無懈可擊的人
[00:04:25.000 --> 00:04:29.520]  但當我們一一檢視這些人物的生命的時候
[00:04:29.520 --> 00:04:33.920]  我們發覺原來這些人可能比我們更軟弱
[00:04:33.920 --> 00:04:36.480]  是一些超軟弱的人
[00:04:36.480 --> 00:04:37.480]  為什麼呢?
[00:04:37.480 --> 00:04:38.480]  是些什麼人呢?
[00:04:38.480 --> 00:04:42.920]  讓我們一起看希伯來書第十一章31至32節
[00:04:42.920 --> 00:04:43.920]  等一會我們一起讀
[00:04:43.920 --> 00:04:46.920]  1、2、3 紀律拉合因著信
[00:04:46.920 --> 00:04:50.640]  曾和和平平地接待探子
[00:04:50.640 --> 00:04:54.840]  就不與那些不順從的人一同滅亡
[00:04:54.840 --> 00:04:57.200]  我又何必再說呢?
[00:04:57.200 --> 00:04:59.280]  若要一一細說
[00:04:59.280 --> 00:05:05.400]  基甸、巴拉、參孫、耶佛他、大衛、撒姆爾
[00:05:05.400 --> 00:05:07.440]  和眾仙之的事
[00:05:07.440 --> 00:05:10.200]  時候就不夠了
[00:05:10.200 --> 00:05:12.320]  這裡一共有七個人
[00:05:12.320 --> 00:05:14.960]  這七個人是什麼人?
[00:05:14.960 --> 00:05:16.080]  拉合
[00:05:16.080 --> 00:05:18.760]  拉合可能有人知道
[00:05:18.760 --> 00:05:21.520]  拉合的職業是妓女
[00:05:21.520 --> 00:05:26.360]  我們都明白妓女不是一般人可以接受的行業
[00:05:26.360 --> 00:05:30.080]  你不會有人在聚會時派一張卡片給你
[00:05:30.080 --> 00:05:33.440]  他的名銜是寫著妓女的
[00:05:33.440 --> 00:05:34.640]  接著第二個
[00:05:34.640 --> 00:05:35.720]  基甸
[00:05:35.720 --> 00:05:40.000]  基甸是一個超級膽小、超級沒膽的人
[00:05:40.000 --> 00:05:43.400]  當神父召喚基甸要拯救以色列民族
[00:05:43.400 --> 00:05:44.760]  基甸不但害怕
[00:05:44.760 --> 00:05:48.200]  他還懷疑自己是否產生幻覺
[00:05:48.200 --> 00:05:49.960]  要神如果是你的
[00:05:49.960 --> 00:05:51.840]  你給我看看神跡
[00:05:51.840 --> 00:05:54.440]  於是他就鋪了一張羊毛
[00:05:54.440 --> 00:05:56.640]  神說我經過一晚
[00:05:56.640 --> 00:05:59.440]  拜託你令這張羊毛濕了
[00:05:59.440 --> 00:06:02.480]  其他的地下乾的我就相信了
[00:06:02.480 --> 00:06:03.920]  神真的照做
[00:06:03.920 --> 00:06:05.000]  這樣也不夠
