
[00:00:00.000 --> 00:00:03.000]  好,弟兄姐妹平安,我們再一次祈禱
[00:00:03.000 --> 00:00:06.000]  天父阿求祢帶領我們,今天我們再一次
[00:00:06.000 --> 00:00:11.000]  看到約翰福音的時候,主人蘇公開侍奉的尾聲
[00:00:11.000 --> 00:00:16.000]  也是標誌著,接下來很快他已經是
[00:00:16.000 --> 00:00:19.000]  為人走上十字架
[00:00:19.000 --> 00:00:24.000]  在這一段公開侍奉的路上,他不斷的呼喚我們
[00:00:24.000 --> 00:00:27.000]  要去聽他的聲音,要去跟從他
[00:00:27.000 --> 00:00:30.000]  傳你的說話,再一次我們中間去教導我們
[00:00:30.000 --> 00:00:33.000]  奉耶穌基督的禁命祈禱,開門
[00:00:33.000 --> 00:00:39.000]  好了,今天到了約翰福音第十二章
[00:00:39.000 --> 00:00:43.000]  第二十至到第五十節,就是耶穌基督
[00:00:43.000 --> 00:00:46.000]  公開侍奉的尾聲
[00:00:46.000 --> 00:00:50.000]  因為到了第十三章,主耶穌就
[00:00:50.000 --> 00:00:53.000]  可以這樣說是最後晚餐
[00:00:53.000 --> 00:00:56.000]  就跟門徒一起在閣樓那裡
[00:00:56.000 --> 00:00:59.000]  說了很多的說話,那些說話
[00:00:59.000 --> 00:01:02.000]  只是門徒才有份聽的
[00:01:02.000 --> 00:01:06.000]  所以對於一般人他們公開的
[00:01:06.000 --> 00:01:10.000]  接觸主耶穌,或者主耶穌公開的教導他們
[00:01:10.000 --> 00:01:14.000]  今天這個就是最後的結局
[00:01:14.000 --> 00:01:17.000]  可以這樣說,最後的一個總結
[00:01:17.000 --> 00:01:21.000]  而這一段的說話本身
[00:01:21.000 --> 00:01:24.000]  或者這一段的聖經本身
[00:01:24.000 --> 00:01:29.000]  不單只是一個籠統的記錄到當時發生的事
[00:01:29.000 --> 00:01:32.000]  其實某個程度約翰記錄這裡其實都是
[00:01:32.000 --> 00:01:36.000]  好像是做了一個中途總結的一樣
[00:01:36.000 --> 00:01:40.000]  去反省到,就是給毒的人反省到究竟
[00:01:40.000 --> 00:01:44.000]  主耶穌在祂的侍奉當中
[00:01:44.000 --> 00:01:48.000]  帶來什麼果效呢?而那些人的
[00:01:48.000 --> 00:01:51.000]  他們接收到什麼呢?
[00:01:51.000 --> 00:01:56.000]  那麼約翰福音本身基本上就是一個非常之
[00:01:56.000 --> 00:02:00.000]  有計劃性的安排
[00:02:00.000 --> 00:02:04.000]  因為不斷地強調的時候
[00:02:04.000 --> 00:02:08.000]  其實他是將人由外圍拉到內圍
[00:02:08.000 --> 00:02:14.000]  去到核心的時候,就是去到第十三章
[00:02:14.000 --> 00:02:18.000]  至第十七章,核心就只是跟門徒說的話
[00:02:18.000 --> 00:02:21.000]  最後他就釘十字架了
[00:02:21.000 --> 00:02:26.000]  好,一開始的時候,今天這段的經文就說到
[00:02:26.000 --> 00:02:30.000]  那時上來過節禮拜的人中有幾個希臘人
[00:02:30.000 --> 00:02:34.000]  他們來見加利利伯賽大的肥力求他說
[00:02:34.000 --> 00:02:37.000]  先生,我們願意見耶穌
[00:02:37.000 --> 00:02:41.000]  肥力去告訴安德烈安德烈和肥力去告訴耶穌
[00:02:41.000 --> 00:02:48.000]  這裡就說到耶穌的影響力好像不斷地擴大
[00:02:48.000 --> 00:02:53.000]  連有些外邦人,這裡說希臘來的人
[00:02:53.000 --> 00:02:58.000]  我不知道他是住在希臘的猶太人
[00:02:58.000 --> 00:03:02.000]  還是希臘人改信了猶太教
[00:03:02.000 --> 00:03:06.000]  但是不論如何,你就可以想像得到
[00:03:06.000 --> 00:03:11.000]  耶穌的名聲一定是傳得非常之遠
[00:03:11.000 --> 00:03:15.000]  連那些由希臘上來過節的人
[00:03:15.000 --> 00:03:20.000]  都仰慕耶穌,要去找耶穌
[00:03:20.000 --> 00:03:25.000]  但是接下來你看到這一段的聖經
[00:03:25.000 --> 00:03:28.000]  就沒有再說這些人是怎樣
[00:03:28.000 --> 00:03:34.000]  也沒有再去解釋究竟耶穌的影響力會是怎樣
[00:03:34.000 --> 00:03:38.000]  但是很明顯,這裡想強調一點
[00:03:38.000 --> 00:03:42.000]  就是說那些在外圍來的人
[00:03:42.000 --> 00:03:46.000]  就越來越聚集,越來越多
[00:03:46.000 --> 00:03:51.000]  但是在外圍的人,是不是代表他進了核心呢
[00:03:51.000 --> 00:03:56.000]  他說不是一定,可以是很熱鬧的
[00:03:56.000 --> 00:03:59.000]  看熱鬧的人越來越多
[00:03:59.000 --> 00:04:04.000]  你想像如果在一些古代中國的市集
[00:04:04.000 --> 00:04:07.000]  可能有些人賣藝,賣藥
[00:04:07.000 --> 00:04:10.000]  有些人是做一些雜耍的
[00:04:10.000 --> 00:04:15.000]  什麼心口水大石,什麼扔火棒那些
[00:04:15.000 --> 00:04:17.000]  就有很多人看的
[00:04:17.000 --> 00:04:20.000]  但是到最後的時候就說
[00:04:20.000 --> 00:04:23.000]  大家我現在有好東西介紹,有藥給你
[00:04:23.000 --> 00:04:26.000]  很多人就走了
[00:04:26.000 --> 00:04:30.000]  就是你想像到的情況
[00:04:30.000 --> 00:04:36.000]  似乎某個程度上面,這樣的情景
[00:04:36.000 --> 00:04:39.000]  人看到耶穌做了很多的神蹟
[00:04:39.000 --> 00:04:43.000]  說了很多語不經人,誓不休的說話
[00:04:43.000 --> 00:04:46.000]  都很好奇,要去聽
[00:04:46.000 --> 00:04:49.000]  甚至耶穌某個程度上面
[00:04:49.000 --> 00:04:54.000]  好像是打倒了那些法律賽人的權威
[00:04:54.000 --> 00:04:58.000]  不是打倒,是挑戰法律賽人的權威的時候
[00:04:58.000 --> 00:05:02.000]  可能很多人看到都覺得很好奇
[00:05:02.000 --> 00:05:05.000]  甚至是大快人心
[00:05:05.000 --> 00:05:10.000]  但是這不代表他們願意跟從
[00:05:10.000 --> 00:05:13.000]  這不代表他們願意跟從
[00:05:13.000 --> 00:05:17.000]  在很多活動的背後
[00:05:17.000 --> 00:05:19.000]  很多熱鬧的背後
[00:05:19.000 --> 00:05:24.000]  很多大家都是很興奮很開心的
[00:05:24.000 --> 00:05:27.000]  一個慶祝節日的背後
[00:05:27.000 --> 00:05:32.000]  人的心靈的狀況
[00:05:32.000 --> 00:05:40.000]  那個才是重要的一個指標
[00:05:40.000 --> 00:05:44.000]  外面的活動所有東西很快都會停的
[00:05:44.000 --> 00:05:49.000]  外面的節日慶祝那些開心
[00:05:49.000 --> 00:05:53.000]  不是常常有的
[00:05:53.000 --> 00:05:56.000]  如果你靠這些外在的活動
[00:05:56.000 --> 00:06:00.000]  來維持你信仰的熱度
[00:06:00.000 --> 00:06:08.000]  你就很快就變成退下來的了
[00:06:08.000 --> 00:06:11.000]  所以有些人他的信仰生活
[00:06:11.000 --> 00:06:14.000]  是靠著一些外在活動的熱度來維持
[00:06:14.000 --> 00:06:21.000]  所以我都記得有些大英姊妹都有這樣的經驗
[00:06:21.000 --> 00:06:23.000]  或者有這樣的看法
[00:06:23.000 --> 00:06:27.000]  就是說他信仰那個熱度的指標
[00:06:27.000 --> 00:06:34.000]  就隨著一年一度那個退休會那個月份
[00:06:34.000 --> 00:06:40.000]  差不多近退休會就開始慢慢慢慢上漲
[00:06:40.000 --> 00:06:43.000]  接著去到退休會的時候就去到頂峰了
[00:06:43.000 --> 00:06:47.000]  接著退休會完就開始慢慢慢慢下降了
[00:06:47.000 --> 00:06:50.000]  下降到完就要等下年了
[00:06:50.000 --> 00:06:52.000]  就是去到低谷了
[00:06:52.000 --> 00:06:56.000]  接著就要等下年了
[00:06:56.000 --> 00:07:00.000]  就是那個的力量
[00:07:00.000 --> 00:07:02.000]  信仰本身的力量
[00:07:02.000 --> 00:07:05.000]  是由外在的東西來維持
[00:07:05.000 --> 00:07:09.000]  你必然會有這樣的循環
[00:07:09.000 --> 00:07:11.000]  你必然會有一個
[00:07:11.000 --> 00:07:16.000]  我們現在的說話叫做打雞血
[00:07:16.000 --> 00:07:19.000]  就是幫你打一些補針
[00:07:19.000 --> 00:07:24.000]  找一些很刺激的港元來可能粉興一下你
[00:07:24.000 --> 00:07:26.000]  接著就興奮幾個月
[00:07:26.000 --> 00:07:28.000]  接著希望就等到下年了
[00:07:28.000 --> 00:07:30.000]  如果這樣等不及下年
[00:07:30.000 --> 00:07:32.000]  所以有些教會退休會
[00:07:32.000 --> 00:07:34.000]  所以一年都辦一次都不夠
[00:07:34.000 --> 00:07:35.000]  辦兩次
[00:07:35.000 --> 00:07:37.000]  或者可能一季辦一次
[00:07:37.000 --> 00:07:43.000]  希望都是不斷的有些熱力熱度下去
[00:07:43.000 --> 00:07:46.000]  但是這樣不能夠維持
[00:07:46.000 --> 00:07:50.000]  因為信仰本身的動力根本就不是外在
[00:07:50.000 --> 00:07:54.000]  就算耶穌的名聲去到希臘人都走來
[00:07:54.000 --> 00:07:55.000]  要嚮往的時候
[00:07:55.000 --> 00:07:59.000]  是不是就代表耶穌可以得到人心呢
[00:07:59.000 --> 00:08:01.000]  你就知道接下來就是上十字架
[00:08:01.000 --> 00:08:03.000]  根本就不是的
[00:08:03.000 --> 00:08:07.000]  而重點接下來這一段聖經
[00:08:07.000 --> 00:08:09.000]  就帶出了一個非常之有趣的重點
[00:08:09.000 --> 00:08:15.000]  就是說人要看到神的榮耀
[00:08:15.000 --> 00:08:18.000]  對比於外在那種的名聲
[00:08:18.000 --> 00:08:21.000]  外在那種的熱度和活動
[00:08:21.000 --> 00:08:26.000]  那個核心或者那個精髓
[00:08:26.000 --> 00:08:30.000]  就是人要自己看到神的榮耀
[00:08:30.000 --> 00:08:33.000]  這一段聖經
[00:08:33.000 --> 00:08:38.000]  如果你自己再回家再仔細地看一下
[00:08:38.000 --> 00:08:42.000]  你數一下說的榮耀這個字出現了很多次
[00:08:42.000 --> 00:08:44.000]  出現了很多次
[00:08:44.000 --> 00:08:46.000]  這個某個程度
[00:08:46.000 --> 00:08:52.000]  也是耶穌公開侍奉的一個總結
[00:08:52.000 --> 00:08:54.000]  耶穌公開侍奉的時候
[00:08:54.000 --> 00:08:58.000]  其實他是想讓人看到神的榮耀
[00:08:58.000 --> 00:09:00.000]  如果你看不到神的榮耀
[00:09:00.000 --> 00:09:03.000]  你只是看到耶穌外在的
[00:09:03.000 --> 00:09:05.000]  哇 很厲害啊
[00:09:05.000 --> 00:09:10.000]  他的口才辯解的能力很厲害
[00:09:10.000 --> 00:09:12.000]  駁倒那些法理菜人
[00:09:12.000 --> 00:09:13.000]  他行神蹟很厲害
[00:09:13.000 --> 00:09:15.000]  拉撒路死了都復活
[00:09:15.000 --> 00:09:20.000]  他行神蹟那種吸引力很厲害
