
[00:00:00.000 --> 00:00:01.540]  我說的是什麼呢?
[00:00:01.540 --> 00:00:07.160]  如果你看看保羅在羅馬書十二章十七十八節
[00:00:07.160 --> 00:00:12.500]  他已經開始討論基督徒的羣體和非基督徒世界的關係
[00:00:12.500 --> 00:00:13.100]  他怎麼說的呢?
[00:00:13.100 --> 00:00:17.760]  他說:衆人以爲美的是要留心的去做
[00:00:17.760 --> 00:00:23.340]  接着他說:若是可行,總要盡力與衆人和睦
[00:00:23.340 --> 00:00:30.240]  你想想當他在十三章開始討論我們與掌權者的關係的時候
[00:00:30.240 --> 00:00:34.660]  其實他是在應用第十二章十七和十八節
[00:00:34.660 --> 00:00:40.760]  他要基督徒做羅馬城裏面或者羅馬帝國裏面最好的公民
[00:00:40.760 --> 00:00:44.540]  他就說衆人看爲美的事你要去留心做
[00:00:44.540 --> 00:00:47.240]  你要盡力與衆人和睦
[00:00:47.240 --> 00:00:54.540]  這個是保羅的思想,保羅要他們成爲羅馬城裏面最好的公民
[00:00:54.540 --> 00:00:57.140]  但我想你留意一句話
[00:00:57.140 --> 00:01:01.340]  十二章十八節裏面他說:若是可行
[00:01:01.340 --> 00:01:03.940]  保羅絕對不是一個傻瓜
[00:01:03.940 --> 00:01:09.840]  保羅是有底線,他知道基督徒在這個世界裏面生活是有條底線的
[00:01:09.840 --> 00:01:15.040]  我們可以盡我們最大的力量與人和睦做他們所喜悅的事
[00:01:15.040 --> 00:01:18.740]  但是去到一個位置,衝突會出來
[00:01:18.740 --> 00:01:23.440]  甚至主耶穌基督一早已經說了黑暗和光明是不能兩全
[00:01:23.440 --> 00:01:28.240]  於是他已經說了黑暗會來逼白光明
[00:01:28.240 --> 00:01:32.040]  保羅知道他只能說若是可行
[00:01:32.040 --> 00:01:38.640]  但他知道其實是不會存到永遠
[00:01:38.640 --> 00:01:39.640]  不過還有一節
[00:01:39.640 --> 00:01:44.440]  如果你看完這一節你就更加明白保羅的整體思維
[00:01:44.440 --> 00:01:49.840]  保羅說不要被惡所剩,反要以善成惡
[00:01:49.840 --> 00:01:50.540]  什麼意思?
[00:01:50.540 --> 00:02:01.140]  保羅已經知道那惡者或者那些強權或者那種黑暗一定會來逼白他的教會
[00:02:01.140 --> 00:02:04.040]  於是他忠告他的教會
[00:02:04.040 --> 00:02:10.740]  他說不要被惡所剩,反要以善成惡
[00:02:10.740 --> 00:02:17.840]  保羅很明顯知道基督教會將要受到政權壓迫的可能性是非常高的
[00:02:17.840 --> 00:02:21.040]  他不是一個天真的傻瓜
[00:02:21.040 --> 00:02:22.740]  他知道這一切
[00:02:22.740 --> 00:02:30.640]  但是他要他們在這種壓力裏面活出一個不一樣的生命
[00:02:30.640 --> 00:02:34.340]  如果你早兩個星期有在這裏聽我講道的時候
[00:02:34.340 --> 00:02:37.140]  或者記得我曾經講過一件事
[00:02:37.140 --> 00:02:43.840]  就是如果我們爲當時的羅馬教會做一個屬靈的天氣預報
[00:02:43.840 --> 00:02:46.240]  做一個天氣報告會是怎樣的呢?
[00:02:46.240 --> 00:02:48.140]  天氣大概會是這樣
[00:02:48.140 --> 00:02:53.740]  天陰有雨,間中有雷暴,風勢有時強勁
[00:02:53.740 --> 00:02:56.040]  這是公元57年的時候
[00:02:56.040 --> 00:02:59.340]  是保羅在寫羅馬書的時候
[00:02:59.340 --> 00:03:01.340]  那時候已經是天陰有雨了
[00:03:01.340 --> 00:03:02.940]  那時候已經是間中有雷暴
[00:03:02.940 --> 00:03:05.940]  那時候已經是風勢有時強勁了
[00:03:05.940 --> 00:03:12.340]  所以保羅和羅馬的教會已經感覺到那樣東西
[00:03:12.340 --> 00:03:13.340]  不過很快
[00:03:13.340 --> 00:03:14.940]  再過三年
[00:03:14.940 --> 00:03:15.740]  再過五年
[00:03:15.740 --> 00:03:16.940]  再過十年
[00:03:16.940 --> 00:03:19.240]  情況是急轉直下
[00:03:19.240 --> 00:03:21.340]  甚至我們可以說是風起雲湧
[00:03:21.340 --> 00:03:24.140]  巨浪滔天
[00:03:24.140 --> 00:03:25.040]  再過三年
[00:03:25.040 --> 00:03:25.740]  再過五年
[00:03:25.740 --> 00:03:27.040]  再過十年
[00:03:27.040 --> 00:03:31.940]  羅馬的教會將要受到很巨大的逼迫
[00:03:31.940 --> 00:03:35.040]  照教會的傳統我們知道
[00:03:35.040 --> 00:03:37.140]  保羅寫完羅馬書七年之後
[00:03:37.140 --> 00:03:38.840]  公元64年
[00:03:38.840 --> 00:03:43.240]  彼得在羅馬殉道
[00:03:43.240 --> 00:03:48.340]  被尼路那個七年前是一個很皇帝的尼路
[00:03:48.340 --> 00:03:50.740]  現在變成了一個暴虐的君王
[00:03:50.740 --> 00:03:54.840]  於是將彼得刀雕十字架
[00:03:54.840 --> 00:03:56.240]  再過三年
[00:03:56.240 --> 00:03:59.340]  保羅又要死在尼路的手上
[00:03:59.340 --> 00:04:03.540]  也是死在羅馬城
[00:04:03.540 --> 00:04:06.940]  讓你想想當保羅寫的時候
[00:04:06.940 --> 00:04:08.940]  盡算是比較風平浪靜
[00:04:08.940 --> 00:04:11.040]  再過多幾年
[00:04:11.040 --> 00:04:15.140]  就已經是巨浪滔天
[00:04:15.140 --> 00:04:18.040]  但我值得留意一件事
[00:04:18.040 --> 00:04:21.840]  就是在彼得殉道之前的一兩年
[00:04:21.840 --> 00:04:23.440]  彼得寫了另外一本書
[00:04:23.440 --> 00:04:25.740]  叫做彼得前書
[00:04:25.740 --> 00:04:27.440]  是他死之前一兩年寫的
[00:04:27.440 --> 00:04:32.440]  那時候他已經是面對着尼路這個暴君
[00:04:32.440 --> 00:04:35.440]  但是如果你留心看彼得前書的時候
[00:04:35.440 --> 00:04:39.240]  你會發現彼得對當時掌權者的教導
[00:04:39.240 --> 00:04:43.240]  其實與羅馬書是非常相似的
[00:04:43.240 --> 00:04:44.140]  彼得怎麼說的
[00:04:44.140 --> 00:04:46.140]  彼得前書第二章第十三節
[00:04:46.140 --> 00:04:47.040]  彼得這麼說
[00:04:47.040 --> 00:04:49.240]  你們爲主的緣故
[00:04:49.240 --> 00:04:52.140]  要順服人的一切制度
[00:04:52.140 --> 00:04:53.540]  順服人的一切制度
[00:04:53.540 --> 00:04:54.740]  有沒有看到
[00:04:54.740 --> 00:04:56.840]  或是在上的君王
[00:04:56.840 --> 00:05:03.140]  或是在君王所派懲惡上線的官員
[00:05:03.140 --> 00:05:04.840]  彼得所寫的時候
[00:05:04.840 --> 00:05:08.840]  已經是保羅羅馬書之後的五六年了
[00:05:08.840 --> 00:05:10.640]  當時的情況已經改變了
[00:05:10.640 --> 00:05:11.640]  但是你有沒有看到
[00:05:11.640 --> 00:05:13.940]  彼得所做的教導
[00:05:13.940 --> 00:05:16.040]  其實與羅馬書裏面
[00:05:16.040 --> 00:05:19.140]  十三章裏面的教導是非常相似的
[00:05:19.140 --> 00:05:21.340]  沒有因爲時代的改變
[00:05:21.340 --> 00:05:23.640]  政治的改變而改變
[00:05:23.640 --> 00:05:28.540]  相反彼得繼續保羅所做的教導
[00:05:28.540 --> 00:05:29.840]  第二章十五節
[00:05:29.840 --> 00:05:30.640]  彼得前書
[00:05:30.640 --> 00:05:31.940]  因爲神的旨意
[00:05:31.940 --> 00:05:34.840]  原是要你們以行善
[00:05:34.840 --> 00:05:38.640]  來堵住糊塗無知人的口
[00:05:38.640 --> 00:05:41.740]  你們中間不可有人因爲殺人
[00:05:41.740 --> 00:05:42.940]  偷竊作惡
[00:05:42.940 --> 00:05:44.940]  好閒管事而受苦
[00:05:44.940 --> 00:05:46.340]  相反
[00:05:46.340 --> 00:05:48.040]  如果你因爲做好事
[00:05:48.040 --> 00:05:49.740]  因爲福音而受苦
[00:05:49.740 --> 00:05:50.940]  這是你們的榮耀
[00:05:50.940 --> 00:05:54.840]  這是彼得前書的教導
[00:05:54.840 --> 00:05:58.140]  彼得對執政者的態度
[00:05:58.140 --> 00:05:59.840]  其實與保羅是完全一樣
[00:05:59.840 --> 00:06:01.740]  雖然時代已經改變了
[00:06:01.740 --> 00:06:04.340]  他的困境比保羅當時
[00:06:04.340 --> 00:06:08.440]  已經更加的黑暗和深
[00:06:08.440 --> 00:06:10.340]  但是他的態度仍然一樣
[00:06:10.340 --> 00:06:11.940]  他的態度是什麼呢
[00:06:11.940 --> 00:06:13.340]  真誠熱愛
[00:06:13.340 --> 00:06:14.940]  無懼權貴
[00:06:14.940 --> 00:06:16.140]  尊敬君王
[00:06:16.140 --> 00:06:17.940]  以善成惡
[00:06:17.940 --> 00:06:23.140]  同一樣的態度
[00:06:23.140 --> 00:06:26.640]  我想帶你去看彼得前書第二章第17節
[00:06:26.640 --> 00:06:27.440]  彼得前書裏面
[00:06:27.440 --> 00:06:29.640]  其中一個最精彩的一節聖經
[00:06:29.640 --> 00:06:32.640]  彼得這樣講他的思念
[00:06:32.640 --> 00:06:35.840]  這是彼得整個教導背後的神學思想
[00:06:35.840 --> 00:06:38.540]  也是彼得的肅靈祕訣
[00:06:38.540 --> 00:06:39.340]  彼得說什麼
[00:06:39.340 --> 00:06:39.740]  他說
[00:06:39.740 --> 00:06:42.440]  毋要尊敬衆人
[00:06:42.440 --> 00:06:44.940]  要敬愛弟兄姊妹
[00:06:44.940 --> 00:06:46.940]  要敬畏神
[00:06:46.940 --> 00:06:49.640]  要尊敬君王
[00:06:49.640 --> 00:06:50.540]  彼得很有趣
[00:06:50.540 --> 00:06:53.440]  彼得用了兩個尊敬
[00:06:53.440 --> 00:06:54.040]  你看到嗎
[00:06:54.040 --> 00:06:55.040]  Honor
[00:06:55.040 --> 00:06:56.640]  他說要尊敬誰
[00:06:56.640 --> 00:06:58.440]  要尊敬誰
[00:06:58.440 --> 00:07:00.240]  第一他說要尊敬衆人
[00:07:00.240 --> 00:07:01.640]  Everyone
[00:07:01.640 --> 00:07:02.740]  接着你看到最後
[00:07:02.740 --> 00:07:04.840]  他說要尊敬誰
[00:07:04.840 --> 00:07:06.240]  尊敬君王
[00:07:06.240 --> 00:07:06.740]  Emperor
[00:07:06.740 --> 00:07:09.540]  尊敬凱撒
[00:07:09.540 --> 00:07:10.940]  你知不知道這一節聖經
[00:07:10.940 --> 00:07:13.840]  其實是一個非常顛覆的聖經
[00:07:13.840 --> 00:07:15.940]  政府可以來抓他的
[00:07:15.940 --> 00:07:16.940]  來綁他的
[00:07:16.940 --> 00:07:17.540]  來殺他的
[00:07:17.540 --> 00:07:18.340]  爲什麼
[00:07:18.340 --> 00:07:20.640]  因爲他用了兩個尊敬
[00:07:20.640 --> 00:07:23.740]  將衆人和君王
[00:07:23.740 --> 00:07:27.540]  平等了
[00:07:27.540 --> 00:07:31.840]  你知道在羅馬的君王凱撒
[00:07:31.840 --> 00:07:34.140]  是神來的
[00:07:34.140 --> 00:07:38.240]  而彼得竟然告訴當時的基督徒
[00:07:38.240 --> 00:07:39.640]  我們要尊敬祂
[00:07:39.640 --> 00:07:43.840]  因爲祂不是人一個
[00:07:43.840 --> 00:07:46.240]  而中間彼得說了一件事
[00:07:46.240 --> 00:07:53.440]  他說你唯獨要敬畏上帝
[00:07:53.440 --> 00:07:54.740]  Fear God
[00:07:54.740 --> 00:07:56.140]  But Honor Man
[00:07:56.140 --> 00:07:57.640]  Fear God
[00:07:57.640 --> 00:08:00.140]  Honor Man
[00:08:00.140 --> 00:08:02.640]  所以我今天講到的題目是什麼
[00:08:02.640 --> 00:08:05.040]  無懼權貴
[00:08:05.040 --> 00:08:07.240]  無懼權貴
[00:08:07.240 --> 00:08:10.340]  你不怕權貴
[00:08:10.340 --> 00:08:13.540]  於是你可以尊敬權貴
[00:08:13.540 --> 00:08:16.640]  你聽不聽明白這句話
[00:08:16.640 --> 00:08:20.340]  如果你是很恐懼權貴的時候
[00:08:20.340 --> 00:08:22.340]  你是沒有辦法尊敬他們的
[00:08:22.340 --> 00:08:29.140]  但是上帝將我們從恐懼中釋放出來的時候
[00:08:29.140 --> 00:08:30.240]  你可以做什麼
[00:08:30.240 --> 00:08:39.040]  你可以真真正正真誠地尊敬上面的權貴
[00:08:39.040 --> 00:08:40.540]  當你害怕一個人的時候
[00:08:40.540 --> 00:08:43.140]  其實你真的沒有辦法尊敬他
[00:08:43.140 --> 00:08:46.240]  你要麼就躲在一邊等死很害怕
[00:08:46.240 --> 00:08:50.840]  另一方面要麼就不斷地抹黑他
[00:08:50.840 --> 00:08:53.040]  將他講得有多壞就多壞
[00:08:53.040 --> 00:08:57.640]  但是你沒有辦法真正地去尊敬他
[00:08:57.640 --> 00:08:59.740]  但是你發覺保羅和彼得
[00:08:59.740 --> 00:09:01.540]  還有初期教會的大兄姊妹
[00:09:01.540 --> 00:09:03.340]  他們很不一樣
[00:09:03.340 --> 00:09:07.040]  他們不懼怕權貴
[00:09:07.040 --> 00:09:09.940]  因爲他們不懼怕權貴
[00:09:09.940 --> 00:09:17.140]  他們可以真真正正從心裏面去尊敬掌權者
[00:09:17.140 --> 00:09:22.040]  爲什麼他們不懼怕權貴
[00:09:22.040 --> 00:09:25.340]  因爲他們的神夠大
[00:09:25.340 --> 00:09:27.640]  如果你的神很小的時候
[00:09:27.640 --> 00:09:29.340]  你什麼都害怕
[00:09:29.340 --> 00:09:31.640]  你又害怕上又害怕下
[00:09:31.640 --> 00:09:34.940]  但是如果你的神夠大的時候
[00:09:34.940 --> 00:09:37.140]  你有什麼好害怕的
[00:09:37.140 --> 00:09:40.940]  我很喜歡以塞亞書裏面一段聖經
[00:09:40.940 --> 00:09:44.440]  以塞亞書第四十章第十五節第十七節這樣講
[00:09:44.440 --> 00:09:48.840]  「看那列國都將水桶裏的一滴
[00:09:48.840 --> 00:09:51.740]  有如天平上的微塵
[00:09:51.740 --> 00:09:54.940]  看那他舉起衆海島
[00:09:54.940 --> 00:09:58.540]  好將舉起極微小之物
[00:09:58.540 --> 00:10:02.040]  列國在他面前如同不存在
[00:10:02.040 --> 00:10:05.040]  在他看來微不足道
[00:10:05.040 --> 00:10:07.340]  只是虛空」
[00:10:07.340 --> 00:10:10.240]  你知道保羅和彼得喫什麼的
[00:10:10.240 --> 00:10:12.040]  喫舊藥的
[00:10:12.040 --> 00:10:15.440]  他們將舊藥裏面對於上帝與列國的關係
[00:10:15.440 --> 00:10:17.740]  完全融合在他們的生命裏面
[00:10:17.740 --> 00:10:20.740]  所以他們毫無懼怕
[00:10:20.740 --> 00:10:22.740]  他們記得但爾裏的故事
[00:10:22.740 --> 00:10:24.840]  他們記得以塞亞的故事
[00:10:24.840 --> 00:10:27.540]  他們的神是偉大的
[00:10:27.540 --> 00:10:28.640]  大到一個地步
[00:10:28.640 --> 00:10:31.840]  他們沒有任何東西可以害怕
[00:10:31.840 --> 00:10:33.540]  沒有任何東西需要害怕
[00:10:33.540 --> 00:10:35.540]  因爲他們不需要害怕
[00:10:35.540 --> 00:10:38.940]  所以他們可以在他當時的情景裏面
[00:10:38.940 --> 00:10:43.440]  仍然從心裏面去尊敬
[00:10:43.440 --> 00:10:47.940]  他們面前的暴君
[00:10:47.940 --> 00:10:50.140]  我不知道你有沒有聽過一個人叫做
[00:10:50.140 --> 00:10:52.340]  Clement of Rome
[00:10:52.340 --> 00:10:53.140]  Clement of Rome
[00:10:53.140 --> 00:10:57.940]  他是羅馬教會的一個初期教會的領袖
[00:10:57.940 --> 00:11:00.840]  你看看他在生的年日
[00:11:00.840 --> 00:11:02.440]  三十五至一百年
[00:11:02.440 --> 00:11:08.340]  你大概知道他其實是彼得和保羅的後輩
[00:11:08.340 --> 00:11:12.640]  我們歷史學家相信他其實在生的時候
[00:11:12.640 --> 00:11:15.640]  就已經認識了彼得和保羅
[00:11:15.640 --> 00:11:18.040]  甚至他是彼得的入室弟子
[00:11:18.040 --> 00:11:21.640]  是彼得將羅馬教會給他
[00:11:21.640 --> 00:11:24.640]  叫他成爲新一代的領袖
