
[00:00:00.000 --> 00:00:01.620]  (主席)各位記者 早安
[00:00:01.620 --> 00:00:03.220]  我真的是北角街坊
[00:00:03.220 --> 00:00:07.520]  我從來沒有試過早上走到港島
[00:00:07.520 --> 00:00:10.320]  通常都是乘車 我走過來港島
[00:00:10.320 --> 00:00:12.580]  所以我覺得今天很舒服
[00:00:12.580 --> 00:00:14.520]  很感恩 多謝大家的邀請
[00:00:14.520 --> 00:00:17.620]  我們在聽到之前 我們一起祈禱 好嗎
[00:00:17.620 --> 00:00:22.460]  請主佑帶領我們的身心靈
[00:00:22.460 --> 00:00:25.400]  預備好我們自己 去進入你的同在
[00:00:25.400 --> 00:00:29.800]  讓真理 直覺聖靈在我們當中教導我們
[00:00:29.800 --> 00:00:34.740]  讓我們明白 記住 並且在生命裏面活出來
[00:00:34.740 --> 00:00:37.980]  以致我們的人生繼續被你塑造
[00:00:37.980 --> 00:00:40.180]  活得及吾合你心意
[00:00:40.180 --> 00:00:43.660]  以致我們生命可以為主 發光 榮耀你
[00:00:43.660 --> 00:00:44.860]  親愛的主佑 多謝你
[00:00:44.860 --> 00:00:49.200]  聽我們的禱告 奉耶穌基督得勝阿彌 阿彌陀佛
[00:00:49.200 --> 00:00:54.860]  美國的哥倫比亞大學有一個叫東亞研究所
[00:00:54.860 --> 00:01:00.300]  它是一個著名的漢學和當代中國文化研究中心
[00:01:00.300 --> 00:01:03.700]  無數的學者都曾經在那裏學習過
[00:01:03.700 --> 00:01:09.720]  這個研究所的前身叫做丁龍漢學講座
[00:01:09.720 --> 00:01:13.980]  或者大家會想 丁龍究竟是甚麼人
[00:01:13.980 --> 00:01:18.160]  可能是否一個大有錢人 捐了很多錢給大學
[00:01:18.160 --> 00:01:24.620]  又或者是一個大學問家 對學術和社會非常有貢獻
[00:01:24.620 --> 00:01:28.160]  其實不是 丁龍是不識字的
[00:01:28.160 --> 00:01:31.200]  大家會覺得奇怪 一個不識字的人
[00:01:31.200 --> 00:01:36.980]  為何可以成為一個國際知名大學的漢學系創辦人
[00:01:36.980 --> 00:01:40.720]  原來丁龍是中國十九世紀末
[00:01:40.720 --> 00:01:48.360]  可能大家聽過 一群被賣豬仔到美國做苦工的中國人之一
[00:01:48.360 --> 00:01:59.660]  後來輾轉丁龍成為當時加州大亨卡本蒂安的僕人
[00:01:59.660 --> 00:02:07.260]  卡本蒂安脾氣非常暴躁 經常責罵僕人
[00:02:07.260 --> 00:02:13.160]  有一次他喝醉酒 不但打罵所有他的工人
[00:02:13.160 --> 00:02:15.960]  並且把他們全部趕出門口
[00:02:15.960 --> 00:02:19.400]  第二天早上卡本蒂安醒了之後
[00:02:19.400 --> 00:02:27.420]  發覺之前因為懷孕在心 氣了他很久的僕人全都離開了
[00:02:27.420 --> 00:02:30.260]  卡本蒂安是獨身的
[00:02:30.260 --> 00:02:34.680]  他一個人對著一間這麼大的房子 孤伶伶的
[00:02:34.680 --> 00:02:37.420]  突然間覺得自己很淒涼
[00:02:37.420 --> 00:02:40.860]  但在這個時候 卡本蒂安怎也猜不到
[00:02:40.860 --> 00:02:46.060]  丁龍並沒有離開 並且遞上一份剛煮好的早餐給他
[00:02:46.060 --> 00:02:56.260]  卡本蒂安非常感動 問他為何他對他這樣 竟然對他這麼好
[00:02:56.260 --> 00:03:04.060]  丁龍說 我們中國人有一句話 受人之托 忠人之事
[00:03:04.060 --> 00:03:08.860]  做人盡責忠心是超級重要的
[00:03:08.860 --> 00:03:11.760]  卡本蒂安是一個有學問的人
[00:03:11.760 --> 00:03:17.860]  他一聽就知道 想不到他竟然讀過古書
[00:03:17.860 --> 00:03:22.660]  並且明白這麼大的道理
[00:03:22.660 --> 00:03:24.860]  丁龍說 其實我是不識字的
[00:03:24.860 --> 00:03:27.660]  這句話是我爸爸告訴我的
[00:03:27.660 --> 00:03:31.260]  卡本蒂安說 你爸爸一定是一個學問家
[00:03:31.260 --> 00:03:35.260]  丁龍說 不是的 我們家是世世代代都耕田的
[00:03:35.260 --> 00:03:36.760]  我們是不識字的
[00:03:36.760 --> 00:03:42.560]  這句話是我們的家族一代一代傳下來的
[00:03:42.560 --> 00:03:48.560]  卡本蒂安非常驚訝 說中國文化原來這麼厲害
[00:03:48.560 --> 00:03:51.860]  竟然令一些目不識丁的百姓
[00:03:51.860 --> 00:03:56.560]  將這麼大的道理一代一代傳下去
[00:03:56.560 --> 00:04:01.160]  並且將丁龍塑造成品格高尚的人
[00:04:01.160 --> 00:04:06.060]  從此這兩個人成為了莫逆之交的好朋友
[00:04:06.060 --> 00:04:09.760]  1901年 丁龍要退休了
[00:04:09.760 --> 00:04:11.260]  卡本蒂安對他說
[00:04:11.260 --> 00:04:13.860]  我很感謝你這麼多年來服侍我
[00:04:13.860 --> 00:04:17.460]  你有什麼心願我一定會盡力幫你完成
[00:04:17.460 --> 00:04:21.660]  丁龍說 我很希望將我畢生的積蓄
[00:04:21.660 --> 00:04:23.460]  捐給哥倫比亞大學
[00:04:23.460 --> 00:04:28.260]  讓那裡成立一個學系去研究中國文化
[00:04:28.260 --> 00:04:36.460]  因為在這個時候 美國在19年20世紀的早期
[00:04:36.460 --> 00:04:39.260]  有很多種族歧視
[00:04:39.260 --> 00:04:41.860]  這個社會有這麼多種族歧視
[00:04:41.860 --> 00:04:46.360]  我希望美國人更加了解我們中國人
[00:04:46.360 --> 00:04:48.960]  卡本蒂安不負所託
[00:04:48.960 --> 00:04:54.860]  在1902年 哥倫比亞大學的漢學系終於成立
[00:04:54.860 --> 00:04:59.560]  如果大家相信我們的上帝是掌管歷史
[00:04:59.560 --> 00:05:02.260]  我們就知道這一切都是神安排
[00:05:02.260 --> 00:05:05.060]  但是有人去配合
[00:05:05.060 --> 00:05:08.260]  沒有可能的事就變為有可能的事
[00:05:08.260 --> 00:05:15.060]  回看丁龍剛好在卡本蒂安家裡工作
[00:05:15.060 --> 00:05:17.260]  丁龍又把握一個時機
[00:05:17.260 --> 00:05:19.860]  向卡本蒂安去傳達
[00:05:19.860 --> 00:05:23.860]  讓卡本蒂安去明白他這個高尚的品格
[00:05:23.860 --> 00:05:28.860]  和對於中國文化另眼相看
[00:05:28.860 --> 00:05:31.460]  由於他們兩個成為好朋友
[00:05:31.460 --> 00:05:35.260]  丁龍只知道哥倫比亞大學這間大學
[00:05:35.260 --> 00:05:38.060]  是因為卡本蒂安在那裡畢業的
[00:05:38.060 --> 00:05:42.060]  又因為丁龍把握卡本蒂安的一個詢問
[00:05:42.060 --> 00:05:46.060]  他將他畢生的心聲可以透露
[00:05:46.060 --> 00:05:49.460]  又因為卡本蒂安欣賞中國文化
[00:05:49.460 --> 00:05:52.060]  欣賞丁龍的為人
[00:05:52.060 --> 00:05:55.060]  所以盡力去完成他的心願
[00:05:55.060 --> 00:05:59.660]  這件沒可能的事就變為有可能的事
[00:05:59.660 --> 00:06:01.660]  一個不識字
[00:06:01.660 --> 00:06:04.060]  特別是在美國社會裡的中國人
[00:06:04.060 --> 00:06:10.060]  竟然成為世界著名大學的學系的創辦人
[00:06:10.060 --> 00:06:13.660]  同樣我們今天講的主角伊斯帖
[00:06:13.660 --> 00:06:16.660]  也是配合神的計劃
[00:06:16.660 --> 00:06:20.060]  讓沒可能的事變為有可能
[00:06:20.060 --> 00:06:22.060]  伊斯帖是什麼人呢?
[00:06:22.060 --> 00:06:24.060]  有些人可能已經很熟悉了
[00:06:24.060 --> 00:06:26.060]  伊斯帖是一個猶太人
[00:06:26.060 --> 00:06:28.060]  自小父母傷亡
[00:06:28.060 --> 00:06:32.060]  被他的堂兄沒底改養大
[00:06:32.060 --> 00:06:34.060]  伊斯帖的時代
[00:06:34.060 --> 00:06:36.060]  以色列國已經滅亡了
[00:06:36.060 --> 00:06:39.060]  所有猶太人被迫離開他們的祖國
[00:06:39.060 --> 00:06:42.060]  散居在當時的波斯帝國
[00:06:42.060 --> 00:06:46.060]  波斯帝國當時的國王叫阿哈徐魯王
[00:06:46.060 --> 00:06:50.060]  我不知道大家有沒有看過一部電影叫戰狼300
[00:06:50.060 --> 00:06:56.060]  阿哈徐魯王其實就是戰狼300裡面的薩西斯王
[00:06:56.060 --> 00:06:58.060]  殘暴 但是很擅長打仗
[00:06:58.060 --> 00:07:00.060]  每次打都贏
[00:07:00.060 --> 00:07:03.060]  因為阿哈徐魯王的皇后被廢
[00:07:03.060 --> 00:07:06.060]  所以伊斯帖就成為皇后了
[00:07:06.060 --> 00:07:08.060]  在另一方面
[00:07:08.060 --> 00:07:10.060]  他的養父 他的堂兄沒底改
[00:07:10.060 --> 00:07:14.060]  因為拒絕向當時的權臣哈曼下拜
[00:07:14.060 --> 00:07:16.060]  得罪了哈曼
[00:07:16.060 --> 00:07:18.060]  哈曼懷恨在心
[00:07:18.060 --> 00:07:20.060]  他知道沒底改是猶太人
[00:07:20.060 --> 00:07:23.060]  於是出了一條毒計
[00:07:23.060 --> 00:07:27.060]  讓國王頒佈指令
[00:07:27.060 --> 00:07:32.060]  要完全消滅以色列的民族
[00:07:32.060 --> 00:07:34.060]  沒底改就跟伊斯帖說
[00:07:34.060 --> 00:07:37.060]  這麼大件事你也要做點事
[00:07:37.060 --> 00:07:41.060]  於是伊斯帖就冒死向國王求情
[00:07:41.060 --> 00:07:44.060]  結果不單止剷除哈曼
[00:07:44.060 --> 00:07:48.060]  並且幫助猶太人消滅想屠殺他的敵人
[00:07:48.060 --> 00:07:51.060]  究竟神想藉著伊斯帖的故事
[00:07:51.060 --> 00:07:53.060]  跟我們講什麼訊息呢
[00:07:53.060 --> 00:07:56.060]  在這一刻我很想和大家分享兩個
[00:07:56.060 --> 00:08:00.060]  神藉著伊斯帖記他的行事為人
[00:08:00.060 --> 00:08:03.060]  跟我們講的兩個訊息
[00:08:03.060 --> 00:08:06.060]  第一個 神雖然是沉默的
[00:08:06.060 --> 00:08:11.060]  但你不要讓沉默的神離開你
[00:08:11.060 --> 00:08:14.060]  其實伊斯帖記在聖經裡
[00:08:14.060 --> 00:08:19.060]  唯一一卷從來沒有提過神的名字的聖經
[00:08:19.060 --> 00:08:22.060]  神就好像沉默了一樣
[00:08:22.060 --> 00:08:26.060]  伊斯帖記裡的經文一共有167節
[00:08:26.060 --> 00:08:31.060]  他有190次提波斯王
[00:08:31.060 --> 00:08:33.060]  26次提波斯
[00:08:33.060 --> 00:08:36.060]  29次提阿哈徐老王
[00:08:36.060 --> 00:08:41.060]  但竟然神的名字一句都沒有提過
[00:08:41.060 --> 00:08:43.060]  但有人這樣說
[00:08:43.060 --> 00:08:50.060]  神沉默了 因為世人的心都被世界充滿
[00:08:50.060 --> 00:08:53.060]  漸漸向世界認同
[00:08:53.060 --> 00:08:58.060]  可能有些弟兄姊妹聽了很多聖經故事
[00:08:58.060 --> 00:09:01.060]  我們以前聽聖經故事的時候
[00:09:01.060 --> 00:09:07.060]  通常伊斯帖都被形容成
[00:09:07.060 --> 00:09:10.060]  一個民族女英雄 浩氣乾雲
[00:09:10.060 --> 00:09:13.060]  拯救了整個以色列民族
[00:09:13.060 --> 00:09:17.060]  但今天我想邀請大家仔細看看伊斯帖記
[00:09:17.060 --> 00:09:21.060]  伊斯帖其實真正是一個什麼人呢
[00:09:21.060 --> 00:09:23.060]  如果我們看摩西
[00:09:23.060 --> 00:09:28.060]  我們知道摩西雖然在埃及的王宮長大
[00:09:28.060 --> 00:09:32.060]  但對於他的民族非常有感情
[00:09:32.060 --> 00:09:36.060]  後來他不忍心看見他的同胞被埃及人傷害
[00:09:36.060 --> 00:09:39.060]  結果他魯莽出手打死了埃及人
[00:09:39.060 --> 00:09:44.060]  於是被逼著草流亡 浪跡天涯
[00:09:44.060 --> 00:09:46.060]  我們再看丹爾利
[00:09:46.060 --> 00:09:49.060]  丹爾利雖然在尼布甲尼薩王面前事立
[00:09:49.060 --> 00:09:57.060]  但他又不想被外邦派過偶像的食物和走去玷污
[00:09:57.060 --> 00:10:00.060]  所以他情願去飲水和吃齋菜
[00:10:00.060 --> 00:10:04.060]  他也不想去玷污自己的信仰
[00:10:04.060 --> 00:10:06.060]  再看伊斯帖
[00:10:06.060 --> 00:10:10.060]  他成功當選成為皇后
[00:10:10.060 --> 00:10:12.060]  得到阿哈徐老王的寵愛
[00:10:12.060 --> 00:10:16.060]  阿哈徐老王為他擺設一切的賢值
[00:10:16.060 --> 00:10:18.060]  很大的賢值
[00:10:18.060 --> 00:10:23.060]  整個過程都是根據這個波斯的傳統習俗
[00:10:23.060 --> 00:10:26.060]  是外邦的拜偶像的習俗
[00:10:26.060 --> 00:10:30.060]  在這裡我們看不到伊斯帖有任何企圖
