
[00:00:00.000 --> 00:00:01.300]  鼎英姐妹早晨
[00:00:01.300 --> 00:00:06.100]  昨晚在晚堂分享過
[00:00:06.100 --> 00:00:08.100]  在一個大時代
[00:00:08.100 --> 00:00:09.400]  這個後現代
[00:00:09.400 --> 00:00:12.100]  我們要作主的門徒
[00:00:12.100 --> 00:00:13.900]  一點都不容易
[00:00:13.900 --> 00:00:17.100]  鼎英姐妹如果想作主的門徒
[00:00:17.100 --> 00:00:20.300]  我想我們要先坐下來想清楚
[00:00:20.300 --> 00:00:23.500]  不要一腔熱血地作主的門徒
[00:00:23.500 --> 00:00:27.000]  想清楚作門徒有什麼代價呢?
[00:00:27.000 --> 00:00:29.400]  我們要負什麼代價?
[00:00:29.400 --> 00:00:31.400]  如何操練負這個代價?
[00:00:31.400 --> 00:00:36.400]  所以今天來到門訓主日的第二講
[00:00:36.400 --> 00:00:38.800]  我們會藉著一段經文
[00:00:38.800 --> 00:00:41.500]  去看看究竟作門徒
[00:00:41.500 --> 00:00:45.200]  在耶穌的心目中要負什麼代價呢?
[00:00:45.200 --> 00:00:47.300]  我們同心低頭祈禱
[00:00:47.300 --> 00:00:51.000]  天父我們多謝祢
[00:00:51.000 --> 00:00:54.500]  多謝祢呼召我們作主的門徒
[00:00:54.500 --> 00:00:58.200]  這是多麼榮耀的職事
[00:00:58.700 --> 00:01:01.000]  多麼榮耀的身份
[00:01:01.000 --> 00:01:02.700]  我們不配
[00:01:02.700 --> 00:01:06.000]  但祢竟然踴躍我們去跟從祢
[00:01:06.000 --> 00:01:08.200]  主幫助我們
[00:01:08.200 --> 00:01:11.200]  放下我們自己的擔子
[00:01:11.200 --> 00:01:13.500]  我們負上代價
[00:01:13.500 --> 00:01:15.000]  去跟從祢
[00:01:15.000 --> 00:01:19.000]  因為我相信這是人生最美好的回應
[00:01:19.000 --> 00:01:21.900]  也是最美好的道路
[00:01:21.900 --> 00:01:23.900]  求主幫助我們
[00:01:23.900 --> 00:01:25.200]  在祢的話語裡面
[00:01:25.200 --> 00:01:28.500]  我們被祢挑戰更新改變
[00:01:28.800 --> 00:01:31.700]  以致我們離開這個會堂的時候
[00:01:31.700 --> 00:01:33.000]  我們不再一樣
[00:01:33.000 --> 00:01:36.000]  求主幫助奉耶穌基督的聖名
[00:01:36.000 --> 00:01:37.000]  阿們
[00:01:37.000 --> 00:01:40.800]  我很喜歡運動
[00:01:40.800 --> 00:01:43.900]  所以我很喜歡去看一些運動比賽
[00:01:43.900 --> 00:01:46.000]  我特別喜歡看奧運
[00:01:46.000 --> 00:01:49.100]  但對於運動員來說
[00:01:49.100 --> 00:01:51.300]  奧運是一個
[00:01:51.300 --> 00:01:54.300]  他們經過長期苦練
[00:01:54.300 --> 00:01:57.700]  然後去爭取榮耀的一個舞台
[00:01:58.600 --> 00:02:00.700]  但對於我們做觀眾來說
[00:02:00.700 --> 00:02:02.400]  奧運是非常吸引
[00:02:02.400 --> 00:02:03.800]  非常好看
[00:02:03.800 --> 00:02:06.900]  是一個四年一度的
[00:02:06.900 --> 00:02:10.400]  很刺激緊張的體壇盛事
[00:02:10.400 --> 00:02:15.100]  作為一個奧運運動的參賽員
[00:02:15.100 --> 00:02:17.500]  那種苦練那種犧牲
[00:02:17.500 --> 00:02:19.900]  其實我們旁人不容易明白
[00:02:19.900 --> 00:02:23.100]  美國有一個飛魚
[00:02:23.100 --> 00:02:25.300]  一個游水的運動健將
[00:02:25.300 --> 00:02:26.700]  叫做菲比斯
[00:02:27.400 --> 00:02:29.900]  他在對上的四屆奧運
[00:02:29.900 --> 00:02:32.500]  他拿了23面金牌
[00:02:32.500 --> 00:02:34.100]  3面銀牌
[00:02:34.100 --> 00:02:35.500]  還有2面銅牌
[00:02:35.500 --> 00:02:38.800]  是奧運有史以來獲得金牌
[00:02:38.800 --> 00:02:40.200]  還有獎牌
[00:02:40.200 --> 00:02:41.700]  最多的運動員
[00:02:41.700 --> 00:02:44.100]  暫時是前無古人
[00:02:44.100 --> 00:02:47.000]  有沒有後無來者我不知道
[00:02:47.000 --> 00:02:48.900]  但我想我猜他的紀錄
[00:02:48.900 --> 00:02:50.900]  有牌都沒破到
[00:02:50.900 --> 00:02:53.500]  但是我看他的報道
[00:02:53.500 --> 00:02:56.600]  菲比斯在做運動員的生涯
[00:02:56.900 --> 00:02:58.700]  他每天去練水
[00:02:58.700 --> 00:03:00.100]  要操練游水
[00:03:00.100 --> 00:03:01.900]  起碼游12公里
[00:03:01.900 --> 00:03:02.700]  每天
[00:03:02.700 --> 00:03:05.200]  我們不要說游水
[00:03:05.200 --> 00:03:07.200]  我們走路都沒12公里
[00:03:07.200 --> 00:03:09.700]  他每天要這樣去操練
[00:03:09.700 --> 00:03:11.200]  是苦練來的
[00:03:11.200 --> 00:03:14.800]  中國有一個跳水名將
[00:03:14.800 --> 00:03:16.100]  叫做郭晶晶
[00:03:16.100 --> 00:03:19.400]  他在04和08的兩屆奧運
[00:03:19.400 --> 00:03:21.200]  拿了4金2銀
[00:03:21.200 --> 00:03:24.300]  他一共為中國的跳水隊
[00:03:24.400 --> 00:03:28.900]  贏到史無前例的31個世界冠軍
[00:03:28.900 --> 00:03:32.800]  他成為擁有最多世界冠軍銜頭的
[00:03:32.800 --> 00:03:33.800]  中國運動員
[00:03:33.800 --> 00:03:36.000]  但我看他的報道
[00:03:36.000 --> 00:03:37.300]  原來他退役之前
[00:03:37.300 --> 00:03:38.900]  他在幾年前退了役
[00:03:38.900 --> 00:03:40.600]  他每天
[00:03:40.600 --> 00:03:42.500]  要花10個小時
[00:03:42.500 --> 00:03:43.500]  去練習
[00:03:43.500 --> 00:03:46.500]  年終無休要拿到金牌
[00:03:46.500 --> 00:03:49.900]  背後要付出那種代價
[00:03:49.900 --> 00:03:51.200]  那種犧牲
[00:03:51.200 --> 00:03:51.800]  很大
[00:03:51.800 --> 00:03:53.800]  一點都不簡單
[00:03:55.400 --> 00:03:57.400]  不過我們大部份人
[00:03:57.400 --> 00:03:59.400]  就是想做觀眾
[00:03:59.400 --> 00:04:01.800]  我們喜歡看奧運做觀眾
[00:04:01.800 --> 00:04:04.800]  在上屆的里約奧運
[00:04:04.800 --> 00:04:07.000]  即是去年里約奧運
[00:04:07.000 --> 00:04:10.400]  參賽的運動員有11,000多個
[00:04:10.400 --> 00:04:12.800]  觀眾
[00:04:12.800 --> 00:04:17.700]  我們估計是超過上一屆倫奧的
[00:04:17.700 --> 00:04:19.000]  48億人
[00:04:19.000 --> 00:04:21.800]  在全世界有
[00:04:21.800 --> 00:04:24.300]  可能有50億人在看奧運
[00:04:24.800 --> 00:04:28.900]  就在看這11,000多個的運動員在參賽
[00:04:28.900 --> 00:04:33.200]  做運動員很好笑
[00:04:33.200 --> 00:04:35.300]  做觀眾很多
[00:04:35.300 --> 00:04:37.100]  我不知道對於你來說
[00:04:37.100 --> 00:04:39.100]  你喜歡做運動員
[00:04:39.100 --> 00:04:40.900]  還是做觀眾
[00:04:40.900 --> 00:04:42.900]  觀眾就很輕鬆
[00:04:42.900 --> 00:04:45.100]  運動員就很艱苦
[00:04:45.100 --> 00:04:49.300]  海外基督使團一個前顧問
[00:04:49.300 --> 00:04:50.900]  John Sanders
[00:04:50.900 --> 00:04:52.200]  孫德生
[00:04:52.700 --> 00:04:55.300]  他寫了一本書叫做《屬靈門徒》
[00:04:55.300 --> 00:04:59.000]  其中有一章就叫做《門徒奧運會》
[00:04:59.000 --> 00:05:02.300]  孫德生他認為做一個門徒
[00:05:02.300 --> 00:05:04.300]  一個跟從耶穌的門徒
[00:05:04.300 --> 00:05:07.200]  好像奧運的選手一樣
[00:05:07.200 --> 00:05:09.000]  要不斷的操練
[00:05:09.000 --> 00:05:10.800]  負上代價
[00:05:10.800 --> 00:05:12.300]  不怕犧牲
[00:05:12.300 --> 00:05:15.000]  你才會得到獎賞
[00:05:15.000 --> 00:05:17.500]  是從神而來的獎賞
[00:05:17.500 --> 00:05:19.700]  但是可惜的是
[00:05:19.700 --> 00:05:21.900]  很多的信徒只是想做觀眾
[00:05:22.500 --> 00:05:23.800]  我信了耶穌就行了
[00:05:23.800 --> 00:05:25.800]  我為什麼還要負上代價
[00:05:25.800 --> 00:05:27.500]  這麼辛苦做門徒呢?
[00:05:27.500 --> 00:05:28.900]  我信了耶穌
[00:05:28.900 --> 00:05:31.100]  我已經有天堂的入場券了
[00:05:31.100 --> 00:05:32.600]  我已經得救了
[00:05:32.600 --> 00:05:33.800]  我為什麼要做門徒呢?
[00:05:33.800 --> 00:05:34.800]  這麼辛苦
[00:05:34.800 --> 00:05:37.100]  兄弟姐妹
[00:05:37.100 --> 00:05:38.000]  如果你留意
[00:05:38.000 --> 00:05:39.000]  你查聖經
[00:05:39.000 --> 00:05:40.700]  在新約的聖經裡面
[00:05:40.700 --> 00:05:43.000]  基督徒這個字
[00:05:43.000 --> 00:05:45.400]  你猜出現了多少次?
[00:05:45.400 --> 00:05:48.300]  三次
[00:05:48.300 --> 00:05:51.700]  在整本的新約聖經裡面
[00:05:52.000 --> 00:05:53.900]  基督徒信耶穌的人
[00:05:53.900 --> 00:05:55.300]  信耶穌基督的人
[00:05:55.300 --> 00:05:56.500]  出現了三次
[00:05:56.500 --> 00:05:58.900]  但是門徒這個字
[00:05:58.900 --> 00:06:00.700]  你猜出現了多少次?
[00:06:00.700 --> 00:06:04.100]  是二百六十幾次
[00:06:04.100 --> 00:06:06.800]  是超過二百六十次
[00:06:06.800 --> 00:06:08.700]  基督徒
[00:06:08.700 --> 00:06:10.700]  我們因信耶穌基督
[00:06:10.700 --> 00:06:12.400]  而重生得救的人
[00:06:12.400 --> 00:06:16.700]  門徒就是願意背負自己的十字架
[00:06:16.700 --> 00:06:20.100]  並撇下一切來跟從耶穌的人
[00:06:21.000 --> 00:06:22.000]  很明顯
[00:06:22.000 --> 00:06:24.900]  神不單單重視我們得救
[00:06:24.900 --> 00:06:27.500]  神更加重視我們
[00:06:27.500 --> 00:06:31.200]  能不能夠全心全意去跟從祂
[00:06:31.200 --> 00:06:33.400]  但都真的挺可惜
[00:06:33.400 --> 00:06:37.100]  我們有時是很重視
[00:06:37.100 --> 00:06:39.000]  我們是否得救
[00:06:39.000 --> 00:06:42.200]  是否能夠拿到天堂的入場券
[00:06:42.200 --> 00:06:43.500]  拿到了
[00:06:43.500 --> 00:06:45.400]  成聖的路畢業了
[00:06:45.400 --> 00:06:46.900]  我夠了
[00:06:46.900 --> 00:06:48.500]  我繼續我的生活
[00:06:48.500 --> 00:06:50.100]  因為這張門票已經拿了
[00:06:51.700 --> 00:06:53.100]  但是神重視我們
