
[00:00:00.000 --> 00:00:02.520]  全因的釘姐妹,大家早晨好
[00:00:02.520 --> 00:00:07.480]  錦欣又有機會和大家分享住的訊息
[00:00:07.480 --> 00:00:08.960]  謝謝
[00:00:08.960 --> 00:00:13.560]  今天身體有點軟弱
[00:00:13.560 --> 00:00:16.280]  因為昨天鼻水倒流
[00:00:16.280 --> 00:00:19.800]  弄到凌晨三四點
[00:00:19.800 --> 00:00:24.520]  如果有一點聲沙,請大家見諒
[00:00:24.520 --> 00:00:26.160]  我們一起同心吐槽
[00:00:26.320 --> 00:00:30.640]  所以我們都是感恩能夠在主日來你的殿去敬拜你
[00:00:30.640 --> 00:00:32.480]  一起團契的生活
[00:00:32.480 --> 00:00:34.720]  互相的問安
[00:00:34.720 --> 00:00:37.360]  都是一個很大的祝福和恩典
[00:00:37.360 --> 00:00:40.640]  我們當中有身心靈軟弱的
[00:00:40.640 --> 00:00:43.680]  求你剛強,求你願為同在
[00:00:43.680 --> 00:00:46.800]  我們在這段時間都是專注在你的身上
[00:00:46.800 --> 00:00:48.080]  你的話語之上
[00:00:48.080 --> 00:00:49.840]  吐槽奉主,宋明志求
[00:00:49.840 --> 00:00:50.880]  阿們
[00:00:51.520 --> 00:00:56.720]  今天和大家分享這個題目叫「跟住耶穌走」
[00:00:56.720 --> 00:00:58.720]  就是不要坐定定
[00:00:58.720 --> 00:01:00.720]  跟住耶穌走
[00:01:00.720 --> 00:01:03.920]  首先講一個故事
[00:01:03.920 --> 00:01:07.840]  在美國的獨立之前
[00:01:07.840 --> 00:01:11.360]  可能大家都知道美國有一個革命
[00:01:11.360 --> 00:01:12.640]  一個獨立革命
[00:01:12.640 --> 00:01:14.880]  南和北在打仗
[00:01:14.880 --> 00:01:19.040]  因為解放奴隸和其他政治原因
[00:01:19.040 --> 00:01:21.680]  其中之一,在一段時間
[00:01:21.680 --> 00:01:24.640]  教會在美國這段歷史裡面
[00:01:24.640 --> 00:01:26.640]  都扮演一個很重要的角色
[00:01:26.640 --> 00:01:29.440]  其中在1775年的時候
[00:01:29.440 --> 00:01:32.240]  有一個叫做保羅利維爾
[00:01:32.240 --> 00:01:34.000]  Paul Revere的人
[00:01:34.000 --> 00:01:37.040]  做了一件很不尋常的事
[00:01:37.040 --> 00:01:39.040]  就是在半夜的時候
[00:01:39.040 --> 00:01:41.040]  我昨晚被水倒流
[00:01:41.040 --> 00:01:43.040]  這個保羅利維爾
[00:01:43.040 --> 00:01:45.040]  在晚上五點的時候
[00:01:45.040 --> 00:01:47.440]  他騎馬
[00:01:47.440 --> 00:01:50.240]  然後在波士頓一個鎮那裡
[00:01:50.240 --> 00:01:52.720]  到處叫人起床
[00:01:52.720 --> 00:01:56.880]  再派幾個他的幫手
[00:01:56.880 --> 00:01:59.440]  今天在波士頓
[00:01:59.440 --> 00:02:02.640]  如果你去舊城去旅遊參觀的時候
[00:02:02.640 --> 00:02:03.600]  很多人都會去的
[00:02:03.600 --> 00:02:05.600]  一個叫 Old North Church
[00:02:05.600 --> 00:02:07.600]  上面就有一個尖塔
[00:02:07.600 --> 00:02:09.120]  好像你們看到的照片
[00:02:09.120 --> 00:02:12.960]  在教堂上面掛了兩盞燈
[00:02:12.960 --> 00:02:14.800]  就喚醒那些人
[00:02:14.800 --> 00:02:19.680]  因為當時美洲是由英國人去管治的
[00:02:19.680 --> 00:02:22.480]  那麼保羅利維爾要做什麼呢?
[00:02:22.480 --> 00:02:23.760]  就是告訴大家
[00:02:23.760 --> 00:02:26.320]  英軍將會不是從陸路來
[00:02:26.320 --> 00:02:28.640]  而是從海上面上來的
[00:02:28.640 --> 00:02:30.800]  因為如果你有去過波士頓
[00:02:30.800 --> 00:02:32.800]  你也知道他是沿海的
[00:02:32.800 --> 00:02:34.560]  他原來是從沿海來的
[00:02:34.560 --> 00:02:36.560]  其實當晚
[00:02:36.560 --> 00:02:38.160]  不只是他一個騎馬
[00:02:38.160 --> 00:02:40.160]  或者到處去叫人起床
[00:02:40.160 --> 00:02:41.680]  英軍正在來
[00:02:41.680 --> 00:02:43.680]  你要準備
[00:02:43.680 --> 00:02:45.680]  但是保羅利維爾很特別
[00:02:45.680 --> 00:02:48.160]  他出現他去做這件事
[00:02:48.160 --> 00:02:51.840]  令到很多人都覺得這件事很重要
[00:02:51.840 --> 00:02:52.880]  為什麼呢?
[00:02:52.880 --> 00:02:55.920]  因為他本身在當地是有名望
[00:02:55.920 --> 00:02:58.240]  有信譽的人
[00:02:58.240 --> 00:03:00.560]  當一個有名望有信譽的人
[00:03:00.560 --> 00:03:02.560]  都肯半夜三更起床
[00:03:02.560 --> 00:03:05.360]  去到叫醒我們
[00:03:05.360 --> 00:03:07.360]  提醒我們有危險的時候
[00:03:07.360 --> 00:03:09.360]  大家就覺得是一回事
[00:03:09.360 --> 00:03:11.360]  於是乎有一些叫做
[00:03:11.360 --> 00:03:13.360]  英文叫做 Minute Man
[00:03:13.360 --> 00:03:15.360]  一分鐘的人
[00:03:15.360 --> 00:03:19.680]  通告給他一分鐘之內
[00:03:19.680 --> 00:03:22.560]  這些人就可以準備去戰鬥了
[00:03:22.560 --> 00:03:24.560]  那叫 Minute Man
[00:03:24.560 --> 00:03:26.560]  今天我們叫做發速反應部隊
[00:03:26.560 --> 00:03:28.560]  就是這些人
[00:03:28.560 --> 00:03:30.560]  在這個歷史當中
[00:03:30.560 --> 00:03:32.560]  教會扮演了一個角色
[00:03:32.560 --> 00:03:36.000]  就是讓他們去到一個聚焦聚會的地方
[00:03:36.000 --> 00:03:39.920]  這個保羅利維爾的動作
[00:03:39.920 --> 00:03:42.640]  令到當時很多人被驚醒
[00:03:42.640 --> 00:03:43.840]  被提醒了
[00:03:43.840 --> 00:03:47.920]  知道危險是很靠近的
[00:03:47.920 --> 00:03:50.640]  這件事其實在很後期
[00:03:50.640 --> 00:03:52.640]  我們現代有一位社會學家
[00:03:52.640 --> 00:03:55.440]  叫做 Malcolm Gladwell
[00:03:55.440 --> 00:03:57.440]  他寫了一本書叫做《爆發點》
[00:03:57.440 --> 00:03:59.440]  這本書很久了
[00:03:59.440 --> 00:04:02.400]  2000年初到的時候發行
[00:04:02.400 --> 00:04:03.920]  現在應該是中文版
[00:04:03.920 --> 00:04:05.200]  裡面有很多故事看
[00:04:05.200 --> 00:04:07.200]  講了很多我們現實生活
[00:04:07.200 --> 00:04:10.240]  為什麼有些事情突然間會很流行
[00:04:10.240 --> 00:04:12.560]  很多人喜歡跟隨
[00:04:12.560 --> 00:04:16.160]  就是因為有一個爆發點達到了
[00:04:16.160 --> 00:04:18.640]  有一樣東西推動了這一個
[00:04:18.640 --> 00:04:22.320]  我們叫做運動或者潮流
[00:04:22.320 --> 00:04:24.320]  令到很多人接著去接受這件事
[00:04:24.320 --> 00:04:27.600]  這本書《爆發點》就是說
[00:04:27.600 --> 00:04:30.560]  保羅利維爾當時所做的行為
[00:04:30.560 --> 00:04:32.560]  就是觸發了一個爆發點
[00:04:32.560 --> 00:04:34.560]  因為他的背景
[00:04:34.560 --> 00:04:35.520]  他的參與
[00:04:35.520 --> 00:04:37.520]  他很積極去面對
[00:04:37.520 --> 00:04:39.520]  未來的危險的時候
[00:04:39.520 --> 00:04:43.360]  令到當時很多沉睡中的美洲人
[00:04:43.360 --> 00:04:45.360]  當時叫做美國人
[00:04:45.360 --> 00:04:46.560]  醒了
[00:04:46.560 --> 00:04:50.560]  於是就去參與這場的改變
[00:04:50.560 --> 00:04:51.600]  那麼
[00:04:51.600 --> 00:04:54.880]  在 Malcolm Gladwell 這本爆發點的書裡面
[00:04:54.880 --> 00:04:56.320]  他講到這一個叫做什麼呢
[00:04:56.320 --> 00:04:58.080]  少數法則
[00:04:58.080 --> 00:04:59.600]  就是說潮流也好
[00:04:59.600 --> 00:05:01.280]  運動也好
[00:05:01.280 --> 00:05:04.480]  他原先最早的起始點
[00:05:04.480 --> 00:05:06.720]  就有一個叫做少數法則
[00:05:06.720 --> 00:05:10.320]  就是說 有人有一個概念
[00:05:10.320 --> 00:05:11.520]  有一個意念
[00:05:11.520 --> 00:05:14.640]  他想實行這個意念或一個夢想
[00:05:14.640 --> 00:05:18.800]  為什麼這個夢想後來會變成一個潮流或者運動呢
[00:05:18.800 --> 00:05:19.760]  是因為
[00:05:19.760 --> 00:05:22.400]  初初有一組很少數的人
[00:05:22.400 --> 00:05:26.160]  去將這件事視為一件很認真
[00:05:26.160 --> 00:05:27.600]  很需要做的事
[00:05:27.600 --> 00:05:30.240]  於是乎這件事就成為一個後面的
[00:05:30.240 --> 00:05:31.760]  推動的運動的力量
[00:05:31.760 --> 00:05:36.080]  或者一個潮流最原始起始的點
[00:05:36.080 --> 00:05:38.400]  就叫做少數法則
[00:05:38.400 --> 00:05:39.440]  還記不記得
[00:05:39.440 --> 00:05:42.000]  耶穌剛剛出來傳道的時候
[00:05:42.000 --> 00:05:44.240]  祂是去揀選了十二個門徒
[00:05:44.240 --> 00:05:48.240]  然後祂再揀選七十多個門徒去傳福音
[00:05:48.240 --> 00:05:50.960]  去宣教 早期最早期的宣教
[00:05:50.960 --> 00:05:52.000]  接著
[00:05:52.000 --> 00:05:53.680]  耶穌要升天之後
[00:05:53.680 --> 00:05:56.000]  聖靈降臨一間房裡面
[00:05:56.000 --> 00:05:58.160]  有三千人一間房裡面
[00:05:58.160 --> 00:06:00.320]  聖靈讓他們充滿
[00:06:00.320 --> 00:06:04.560]  讓他們能夠去為主的福音廣傳
[00:06:04.560 --> 00:06:06.240]  這一群十二個
[00:06:06.240 --> 00:06:07.200]  七十多個
[00:06:07.200 --> 00:06:08.880]  再到三千個
[00:06:08.880 --> 00:06:11.040]  其實就是符合這個少數法則
[00:06:11.040 --> 00:06:12.800]  那種的起始
[00:06:12.800 --> 00:06:14.240]  那就是告訴我們
[00:06:14.240 --> 00:06:15.840]  今天我們看基督教是什麼
[00:06:15.840 --> 00:06:17.600]  我們看基督教
[00:06:17.600 --> 00:06:20.000]  不是一間機構
[00:06:20.000 --> 00:06:21.520]  不是一個教會機構
[00:06:21.520 --> 00:06:23.360]  人事機構那麼簡單
[00:06:23.360 --> 00:06:25.520]  我們今天看我們基督教的信仰
[00:06:25.520 --> 00:06:28.080]  當然我們需要有個教會
[00:06:28.080 --> 00:06:29.360]  有堂會
[00:06:29.360 --> 00:06:30.960]  甚至有宗派
[00:06:30.960 --> 00:06:32.880]  因為這個我們視為家
[00:06:32.880 --> 00:06:35.280]  但是堂會 宗派 教會
[00:06:35.280 --> 00:06:39.520]  其實是給我們一個加油站
[00:06:39.520 --> 00:06:42.880]  耶穌基督教的信仰是一個運動來的
[00:06:42.880 --> 00:06:46.960]  是由二千多年前耶穌開始到現在
[00:06:46.960 --> 00:06:49.840]  一直歷代歷世的基督徒去推廣
[00:06:49.840 --> 00:06:52.720]  去推動 去傳福音
[00:06:52.720 --> 00:06:54.160]  所以當耶穌說
[00:06:54.160 --> 00:06:55.920]  我要揀選祂的門徒的時候
[00:06:55.920 --> 00:06:58.960]  耶穌是開始用這個少數法則
[00:06:58.960 --> 00:07:04.240]  讓祂在地上的傳福音的機會
[00:07:04.240 --> 00:07:07.360]  是用少數人去啟動
[00:07:07.360 --> 00:07:09.920]  一個人叫做克拉倫斯
[00:07:09.920 --> 00:07:11.680]  可能有些人未必認識
[00:07:11.680 --> 00:07:12.800]  Karen Jordan
[00:07:12.800 --> 00:07:15.440]  克拉倫斯其實可能有聽過一個
[00:07:15.440 --> 00:07:18.960]  NGO慈善機構叫做Habitat
[00:07:18.960 --> 00:07:20.560]  Habitat就是建一些
[00:07:20.560 --> 00:07:24.160]  平價屋給人住的一個慈善機構
[00:07:24.160 --> 00:07:29.200]  甚至美國也有這個Habitat的存在
[00:07:29.200 --> 00:07:30.080]  他是一個基督徒
