
[00:00:00.000 --> 00:00:01.960]  天父我們感謝祢
[00:00:01.960 --> 00:00:06.520]  在這個大年初五的晚上
[00:00:06.520 --> 00:00:10.360]  我們可以再次俯伏在祢的面前
[00:00:10.360 --> 00:00:13.680]  去思想祢的國和祢的義
[00:00:13.680 --> 00:00:17.080]  多謝祢讓我們有機會一起去敬拜祢
[00:00:17.080 --> 00:00:23.440]  現在有機會通過一本好像很熟悉
[00:00:23.440 --> 00:00:25.480]  其實又不多熟悉的書
[00:00:25.480 --> 00:00:28.560]  再去明白主耶穌基督的救恩
[00:00:28.560 --> 00:00:30.080]  求主祢幫助我們
[00:00:30.080 --> 00:00:34.280]  讓我們有精神有專注
[00:00:34.280 --> 00:00:36.960]  可以在以下的小時裏面
[00:00:36.960 --> 00:00:42.440]  一起去閱讀、研讀《約書亞記》
[00:00:42.440 --> 00:00:46.160]  讓我們離開的時候
[00:00:46.160 --> 00:00:49.000]  可以更加清晰看見主耶穌基督的福音
[00:00:49.000 --> 00:00:50.240]  再次多謝祢
[00:00:50.240 --> 00:00:52.560]  我們這樣祈禱去奉祖耶穌基督名禱
[00:00:52.560 --> 00:00:54.120]  阿門
[00:00:54.120 --> 00:00:59.040]  歡迎大家來到我們的基督自保進藏舊約
[00:00:59.040 --> 00:01:00.880]  已經是第五講了
[00:01:00.880 --> 00:01:04.880]  之前五個月我們是讀完了摩西五經
[00:01:04.880 --> 00:01:08.520]  我們用了每個月一本
[00:01:08.520 --> 00:01:10.280]  現在去到第六本
[00:01:10.280 --> 00:01:12.560]  第六本就是《約書亞記》
[00:01:12.560 --> 00:01:13.800]  我們仍然記住
[00:01:13.800 --> 00:01:15.680]  我們現在看的是舊約聖經
[00:01:15.680 --> 00:01:16.840]  或者現在我們當中
[00:01:16.840 --> 00:01:20.160]  都有些新的面孔來到我們當中
[00:01:20.160 --> 00:01:22.880]  我們用一個很特殊的方法
[00:01:22.880 --> 00:01:26.920]  或者是角度去明白舊約和新約的分別
[00:01:26.920 --> 00:01:29.760]  當你看這個聖經的時候
[00:01:29.760 --> 00:01:31.240]  你有舊約和新約
[00:01:31.240 --> 00:01:33.680]  舊約和新約的分別好像是
[00:01:33.680 --> 00:01:38.880]  一棵樹的樹根和樹幹
[00:01:38.880 --> 00:01:40.880]  樹根和樹幹是不一樣的
[00:01:40.880 --> 00:01:43.640]  樹根是你看不見的
[00:01:43.640 --> 00:01:46.240]  樹幹才是在上面的
[00:01:46.240 --> 00:01:47.680]  我們可以這樣說
[00:01:47.680 --> 00:01:51.000]  舊約聖經是那個樹根
[00:01:51.000 --> 00:01:53.720]  而新約聖經是那個樹幹
[00:01:53.720 --> 00:01:58.120]  我們現在是活在土地以上的樹幹那裏
[00:01:58.120 --> 00:02:02.160]  我們不會走回去捉住一些舊約的東西
[00:02:02.160 --> 00:02:04.760]  但是你也不可以說舊約和新約沒有關係
[00:02:04.760 --> 00:02:07.440]  因為它們是同一棵樹
[00:02:07.440 --> 00:02:09.240]  正如一個最好的例子
[00:02:09.240 --> 00:02:11.000]  就是你在舊約的時候
[00:02:11.000 --> 00:02:13.400]  你發現當以色列人出埃及的時候
[00:02:13.400 --> 00:02:16.600]  他們需要一隻逾越節的羔羊
[00:02:16.600 --> 00:02:18.280]  但是今天我們來到教會
[00:02:18.280 --> 00:02:21.560]  我們不會捉住逾越節羔羊
[00:02:21.560 --> 00:02:25.240]  我們不會在逾越節的時候吃羊
[00:02:25.240 --> 00:02:27.640]  相反我們高舉的是主耶穌基督十字架
[00:02:27.640 --> 00:02:30.000]  因為這個是影子
[00:02:30.000 --> 00:02:32.880]  這個是最終的實體
[00:02:32.880 --> 00:02:33.960]  今天有了實體
[00:02:33.960 --> 00:02:37.000]  我們再不需要回到影子那裏
[00:02:37.000 --> 00:02:40.000]  同樣的今天我們去看約書亞記的時候
[00:02:40.000 --> 00:02:42.440]  你會發現約書亞記有些主題
[00:02:42.440 --> 00:02:45.000]  你和我今天不會再重複去做的
[00:02:45.000 --> 00:02:46.800]  包括聖戰
[00:02:46.800 --> 00:02:47.920]  打聖戰
[00:02:47.920 --> 00:02:49.840]  因為他們要進迦南
[00:02:49.840 --> 00:02:53.560]  也包括他們很講的那塊地的重要性
[00:02:53.560 --> 00:02:55.640]  死都要抓住那塊地
[00:02:55.640 --> 00:02:58.600]  我們今天可能香港人也是抓住那塊地的
[00:02:58.600 --> 00:03:02.760]  不過再不是中東那塊地
[00:03:02.760 --> 00:03:04.280]  那塊地再不重要
[00:03:04.280 --> 00:03:09.400]  我們期待的是耶穌基督為我們預備的新天新地
[00:03:09.400 --> 00:03:14.400]  所以我們用一個這樣的影子和實體的眼光去看
[00:03:14.400 --> 00:03:19.960]  我們不可以就這樣讀完約書亞記
[00:03:19.960 --> 00:03:21.800]  然後直接應用在我們身上
[00:03:21.800 --> 00:03:22.960]  不可以應用到的
[00:03:22.960 --> 00:03:26.640]  你一定要通過新約和耶穌基督的成就
[00:03:26.640 --> 00:03:29.640]  再看我們怎樣去應用
[00:03:29.640 --> 00:03:33.800]  當然我們這個不是為了講座而講座的講座
[00:03:33.800 --> 00:03:36.920]  我們一直都說我們是一起在讀聖經
[00:03:36.920 --> 00:03:38.400]  我們有一班弟兄姊妹
[00:03:38.400 --> 00:03:42.200]  二百個一起希望在兩年之內
[00:03:42.200 --> 00:03:45.400]  看完整本新舊約的聖經
[00:03:45.400 --> 00:03:48.440]  所以我們不是為了要一些知識
[00:03:48.440 --> 00:03:50.640]  所以在聽舊約的講座
[00:03:50.640 --> 00:03:53.240]  而是我們在追求天國
[00:03:53.240 --> 00:03:56.240]  如果之前在我們當中一段時間
[00:03:56.240 --> 00:04:00.840]  你都知道我們有幾個數字是代表了我們的現象
[00:04:00.840 --> 00:04:02.920]  十二、十八、二十
[00:04:02.920 --> 00:04:05.960]  還有一個十一點二公里每秒
[00:04:05.960 --> 00:04:07.320]  代表了甚麼呢
[00:04:07.320 --> 00:04:10.760]  希望有一天我們的教會裏面所有十二歲
[00:04:10.760 --> 00:04:12.480]  即是如果你在我們教會長大
[00:04:12.480 --> 00:04:15.760]  去到十二歲你起碼看完一次新約的聖經
[00:04:15.760 --> 00:04:18.640]  去到十八歲起碼看完一次新舊約的聖經
[00:04:18.640 --> 00:04:22.280]  如果你在我們教會成為一個基督徒
[00:04:22.280 --> 00:04:26.040]  希望你死之前起碼看完二十次聖經
[00:04:26.040 --> 00:04:28.520]  其實是完全可以的
[00:04:28.520 --> 00:04:30.760]  因為如果你一天看兩張聖經
[00:04:30.760 --> 00:04:33.560]  你大概一年半可以看完一次聖經
[00:04:33.560 --> 00:04:36.080]  假設你不是特別年老
[00:04:36.080 --> 00:04:37.880]  是信主的時候
[00:04:37.880 --> 00:04:39.520]  你只要需要三十年
[00:04:39.520 --> 00:04:41.760]  你就可以看完二十次聖經
[00:04:41.760 --> 00:04:46.520]  希望大家在人生未見主面之前
[00:04:46.520 --> 00:04:49.320]  你未看完二十次就先不要死
[00:04:49.320 --> 00:04:52.440]  因為你真的需要認識上帝
[00:04:52.440 --> 00:04:54.840]  以至你有絕對的把握
[00:04:54.840 --> 00:04:56.320]  去到天堂的門口
[00:04:56.320 --> 00:04:58.440]  去到審判台前
[00:04:58.440 --> 00:05:01.600]  知道你是屬於他的
[00:05:01.600 --> 00:05:02.440]  最後一個數字
[00:05:02.440 --> 00:05:04.320]  十一點二公里每秒
[00:05:04.320 --> 00:05:07.280]  那個在物理上叫做逃脫速度
[00:05:07.280 --> 00:05:09.680]  就是說你需要一個速率
[00:05:09.680 --> 00:05:10.800]  去到這個速率
[00:05:10.800 --> 00:05:14.240]  以至地心吸力再沒有辦法影響你
[00:05:14.240 --> 00:05:15.760]  沒有辦法吸於你
[00:05:15.760 --> 00:05:18.040]  而你可以飛進太空
[00:05:18.040 --> 00:05:20.760]  這個速率對我們來說是什麼意思呢
[00:05:20.760 --> 00:05:23.040]  就是說我們讀聖經到一個地步
[00:05:23.040 --> 00:05:25.240]  真理融入我們的身體
[00:05:25.240 --> 00:05:27.840]  以至我們可以飛奔
[00:05:27.840 --> 00:05:30.600]  我們可以跑步跑天路
[00:05:30.600 --> 00:05:33.560]  我們再不是被這個世界所吸引著
[00:05:33.560 --> 00:05:37.760]  這個世界沒有辦法停止我們的人生
[00:05:37.760 --> 00:05:39.760]  為天國而奔跑
[00:05:39.760 --> 00:05:43.160]  這個是我們讀聖經最終的目的
[00:05:43.160 --> 00:05:46.640]  就不是讓你在世界上道路亨通
[00:05:46.640 --> 00:05:50.160]  你會聽到讀《約書亞記》裡面
[00:05:50.160 --> 00:05:53.440]  很多時候約書亞都會說道路亨通
[00:05:53.440 --> 00:05:55.960]  他當然不是在想你想的那些
[00:05:55.960 --> 00:05:58.760]  他不是在想事業的道路亨通
[00:05:58.760 --> 00:05:59.960]  生活的道路亨通
[00:05:59.960 --> 00:06:01.520]  完全不是在想這些東西
