
[00:00:00.000 --> 00:00:03.800]  走這條信耶穌的路是艱辛的
[00:00:03.800 --> 00:00:05.840]  特別是今年是復活節
[00:00:05.840 --> 00:00:10.160]  你有沒有發現今年沒什麼復活節氣氛?
[00:00:10.160 --> 00:00:14.240]  這麼多年來,聖誕節和復活節是越來越雙發
[00:00:14.240 --> 00:00:17.480]  但是雙發之後,開始出現了一個問題
[00:00:17.480 --> 00:00:20.720]  是這個社會已經不再提這件事
[00:00:20.720 --> 00:00:22.840]  如果你有留意到全球的情況
[00:00:22.840 --> 00:00:25.040]  很多被稱爲基督教的國家
[00:00:25.040 --> 00:00:31.640]  他們已經把這些節日都化爲一個快樂的假期
[00:00:31.640 --> 00:00:33.720]  大家只是想着放假
[00:00:33.720 --> 00:00:37.520]  我不知道作爲基督徒的你,你有什麼想法
[00:00:37.520 --> 00:00:39.880]  昨天我們收到一些有目者的組員
[00:00:39.880 --> 00:00:44.560]  還發了短信勸大家不要再慶祝復活節
[00:00:44.560 --> 00:00:45.760]  是不是很熟悉?
[00:00:45.760 --> 00:00:49.520]  你見到林二郎爆血管地罵人
[00:00:49.520 --> 00:00:55.880]  這個世界魔鬼已經用盡各種方法
[00:00:55.880 --> 00:00:59.720]  扭曲聖誕節和復活節的意義
[00:00:59.720 --> 00:01:02.480]  也用盡各種手段
[00:01:02.480 --> 00:01:05.640]  讓這個世界再也不提這些聲音
[00:01:05.640 --> 00:01:09.880]  你知道嗎?節旗對於人類的教育來說是很重要的
[00:01:09.880 --> 00:01:14.320]  以前沒有文字,沒有印書,沒有學校的時候
[00:01:14.320 --> 00:01:19.200]  大部分的文化傳流都是靠節旗
[00:01:19.200 --> 00:01:24.160]  所以小朋友喫了個糉子就知道要忠君愛國
[00:01:24.160 --> 00:01:28.960]  喫個月餅就知道要在豐收的時候多謝上天
[00:01:28.960 --> 00:01:33.320]  我們小朋友所學到的東西都是在節旗裏面
[00:01:33.320 --> 00:01:35.600]  猶太人有很多節旗
[00:01:35.600 --> 00:01:37.640]  每一個節旗都有它的故事
[00:01:37.640 --> 00:01:43.080]  所以慶祝哪一天的節日可以說是不重要的
[00:01:43.080 --> 00:01:46.120]  如果你想知道聖誕節和復活節的來由
[00:01:46.120 --> 00:01:48.760]  其實那個有手機的,現在資訊很發達
[00:01:48.760 --> 00:01:51.960]  你只要去尋針很容易明白
[00:01:51.960 --> 00:01:55.120]  怎麼計劃,經過什麼會纔會決定這個
[00:01:55.120 --> 00:01:56.760]  背後總有它的故事
[00:01:56.760 --> 00:01:58.080]  但是如果你問我
[00:01:58.080 --> 00:02:01.760]  頂姐妹,如果今天連基督徒都不肯慶祝
[00:02:01.760 --> 00:02:04.440]  或者去借着一個節旗
[00:02:04.440 --> 00:02:07.520]  去告訴別人耶穌基督已經出世了
[00:02:07.520 --> 00:02:11.560]  我們的救世主是降臨大地,上帝愛世人
[00:02:11.560 --> 00:02:13.400]  我們又不願意跟別人說
[00:02:13.400 --> 00:02:16.320]  我們所信的神是一位活着的神
[00:02:16.320 --> 00:02:20.640]  那麼這個世界再沒有人會全人福音了
[00:02:20.640 --> 00:02:21.720]  所以跟旁邊的人說
[00:02:21.720 --> 00:02:25.640]  你要勇敢去說耶穌已經活着
[00:02:25.640 --> 00:02:29.320]  跟旁邊的人說,今天是復活節
[00:02:29.320 --> 00:02:32.360]  我們用這個節旗只是去提醒自己
[00:02:32.360 --> 00:02:34.200]  我們的信仰是真實的
[00:02:34.200 --> 00:02:37.120]  我們信的上帝不單止說我們降生
[00:02:37.120 --> 00:02:40.000]  因爲如果只有聖誕節,是不夠的
[00:02:40.000 --> 00:02:41.200]  如果沒有復活節
[00:02:41.200 --> 00:02:44.240]  我們只有一個愛我們的上帝降生了
[00:02:44.240 --> 00:02:47.000]  然後祂死了,故事就完結了
[00:02:47.000 --> 00:02:48.480]  所以復活節對於我們來說
[00:02:48.480 --> 00:02:50.120]  的確是很重要的
[00:02:50.120 --> 00:02:53.080]  今天我特意選了《路加福音》的24章
[00:02:53.080 --> 00:02:54.200]  跟大家去看看
[00:02:54.200 --> 00:02:56.160]  其實在第一個復活節裏面
[00:02:56.160 --> 00:02:58.440]  是有些什麼事情發生了
[00:02:58.440 --> 00:03:00.720]  我選《路加福音》的24章
[00:03:00.720 --> 00:03:02.440]  是因爲在四福音裏面
[00:03:02.440 --> 00:03:06.320]  這一章是將不同當時的門徒
[00:03:06.320 --> 00:03:08.720]  對於耶穌復活的反應
[00:03:08.720 --> 00:03:11.560]  是寫得很仔細和很精彩的
[00:03:11.560 --> 00:03:13.280]  如果你有聖經,我希望你打開
[00:03:13.280 --> 00:03:14.880]  或者你用手機按下去
[00:03:14.880 --> 00:03:16.360]  因爲我們不會讀得很詳細
[00:03:16.360 --> 00:03:18.160]  但我們會走一次
[00:03:18.160 --> 00:03:21.520]  在七天的第一天,黎明的時間
[00:03:21.520 --> 00:03:24.640]  有一羣婦女帶着所預備的香料
[00:03:24.640 --> 00:03:25.960]  去墳墓
[00:03:25.960 --> 00:03:30.400]  婦女永遠都是在耶穌身邊的
[00:03:30.400 --> 00:03:31.880]  有沒有留意
[00:03:31.880 --> 00:03:32.960]  不知道爲什麼
[00:03:32.960 --> 00:03:35.480]  可能很簡單
[00:03:35.480 --> 00:03:38.440]  我們的姐妹是靈性愛主的
[00:03:38.440 --> 00:03:39.400]  姐妹同意嗎
[00:03:39.400 --> 00:03:42.520]  如果是的話給自己掌聲
[00:03:42.520 --> 00:03:44.640]  不是因爲弟兄不愛主
[00:03:44.640 --> 00:03:46.440]  我只是這樣說
[00:03:46.440 --> 00:03:49.560]  女人是比較感性的
[00:03:49.560 --> 00:03:53.400]  而且是夠膽去表達我們的情感
[00:03:53.400 --> 00:03:55.200]  所以你叫我們發瘋
[00:03:55.200 --> 00:03:56.800]  你叫我們生氣
[00:03:56.800 --> 00:03:57.720]  但你要知道
[00:03:57.720 --> 00:04:01.000]  女人是感性的動物
[00:04:01.000 --> 00:04:02.320]  所以這羣婦女
[00:04:02.320 --> 00:04:04.280]  當耶穌出來傳道的時候
[00:04:04.280 --> 00:04:07.560]  其實她是呼召男人的
[00:04:07.560 --> 00:04:10.160]  但偏偏有一羣女人
[00:04:10.160 --> 00:04:13.760]  跟着耶穌進入崩山尾
[00:04:13.760 --> 00:04:15.880]  就好像我們當中有很多的姐妹
[00:04:15.880 --> 00:04:18.480]  她們在聽道看着牧師的樣子
[00:04:18.480 --> 00:04:20.360]  好像很迷戀
[00:04:20.360 --> 00:04:24.160]  所以你相信那羣婦女跟着耶穌
[00:04:24.160 --> 00:04:25.480]  她們都是很迷戀
[00:04:25.480 --> 00:04:26.280]  像什麼呢
[00:04:26.280 --> 00:04:28.680]  像現在一羣人去追星
[00:04:28.680 --> 00:04:31.080]  如果你見過追星的你就知道
[00:04:31.080 --> 00:04:33.080]  她們真的愛慕耶穌
[00:04:33.080 --> 00:04:35.280]  她們是崇拜耶穌的
[00:04:35.280 --> 00:04:36.880]  凡是耶穌出現的聚會
[00:04:36.880 --> 00:04:39.600]  她們都是搬椅子爬頭位
[00:04:39.600 --> 00:04:40.840]  搶着坐在前面
[00:04:40.840 --> 00:04:42.760]  你會見到這羣婦女
[00:04:42.760 --> 00:04:44.320]  但很可惜
[00:04:44.320 --> 00:04:46.560]  在剛剛過去的兩天
[00:04:46.560 --> 00:04:49.800]  Good Friday和昨天到今天之間
[00:04:49.800 --> 00:04:52.360]  這羣婦女面對了一個很大的問題
[00:04:52.360 --> 00:04:54.280]  雖然她們常常跟耶穌在一起
[00:04:54.280 --> 00:04:56.000]  但她們真的很愛主
[00:04:56.000 --> 00:04:58.640]  她們也經歷過上帝在她們的生命當中
[00:04:58.640 --> 00:05:01.560]  愛的流露和幫助
[00:05:01.560 --> 00:05:03.320]  因爲當時的社會
[00:05:03.320 --> 00:05:04.840]  女人是沒有地位的
[00:05:04.840 --> 00:05:07.000]  女人說的話是不可信的
[00:05:07.000 --> 00:05:10.280]  甚至在公堂裏面要做見證人
[00:05:10.280 --> 00:05:12.360]  女人都是沒有資格的
[00:05:12.360 --> 00:05:15.960]  只有男人纔可以做見證人
[00:05:15.960 --> 00:05:19.800]  所以你想想在這麼低微的環境裏面生活
[00:05:19.800 --> 00:05:21.920]  只是屬於男人的附屬品
[00:05:21.920 --> 00:05:27.760]  在地位上永遠不會和男人平起平坐的這羣婦女
[00:05:27.760 --> 00:05:30.000]  因着耶穌基督的出現
[00:05:30.000 --> 00:05:33.440]  讓她們知道上帝都愛男人同樣都愛女人
[00:05:33.440 --> 00:05:37.280]  其實男女平等這個觀念是在基督教裏面提出的
[00:05:37.280 --> 00:05:41.160]  所以我們明白這羣感受上帝的愛的女人
[00:05:41.160 --> 00:05:42.200]  她們愛主
[00:05:42.200 --> 00:05:44.120]  她們逢罪會必到
[00:05:44.120 --> 00:05:46.880]  但是她們聽不聽得明白呢
[00:05:46.880 --> 00:05:48.400]  不知道
[00:05:48.400 --> 00:05:51.400]  起碼我們見到這羣婦女
[00:05:51.400 --> 00:05:53.000]  她們在七日頭一天
[00:05:53.000 --> 00:05:56.640]  就是剛剛過了安息日
[00:05:56.640 --> 00:05:58.160]  黎明的時間
[00:05:58.160 --> 00:05:59.680]  太陽剛剛一出
[00:05:59.680 --> 00:06:01.200]  她們已經趕不及了
[00:06:01.200 --> 00:06:02.800]  立刻走來排隊
[00:06:02.800 --> 00:06:05.080]  她們就要去墳墓看耶穌
[00:06:05.080 --> 00:06:06.120]  爲什麼呢
[00:06:06.120 --> 00:06:08.280]  是否她們知道耶穌會復活呢
[00:06:08.280 --> 00:06:09.120]  不是
[00:06:09.120 --> 00:06:13.480]  她們根本完全對於耶穌復活是沒有預期
[00:06:13.480 --> 00:06:14.920]  也沒有概念的
[00:06:14.920 --> 00:06:17.000]  你知道她們是愛耶穌的
[00:06:17.000 --> 00:06:19.160]  她們很擔心安息日
[00:06:19.160 --> 00:06:21.920]  星期五晚上就將耶穌撞了
