
[00:00:00.000 --> 00:00:03.680]  祝求祢幫助我們能夠在今天的崇拜那邊
[00:00:03.680 --> 00:00:06.840]  縱然我們真的各自在家中
[00:00:06.840 --> 00:00:09.800]  但我們都有一顆鏡白的心
[00:00:09.800 --> 00:00:13.360]  我們願意和其他在家中的弟兄姊妹
[00:00:13.360 --> 00:00:16.040]  我們大家都是相聯的
[00:00:16.040 --> 00:00:17.400]  或者是連結的
[00:00:17.400 --> 00:00:21.880]  因為我們大家都以神的心來連結
[00:00:21.880 --> 00:00:23.600]  祝求祢繼續幫助我們
[00:00:23.600 --> 00:00:24.200]  保守我們
[00:00:24.200 --> 00:00:28.360]  讓我們的心單單仰望祢
[00:00:28.360 --> 00:00:30.840]  讓我們的眼睛定睛仰望祢
[00:00:30.840 --> 00:00:32.720]  求祢與我們同在
[00:00:32.720 --> 00:00:33.920]  幫助我們
[00:00:33.920 --> 00:00:34.600]  保守我們
[00:00:34.600 --> 00:00:35.560]  聽我們祈禱
[00:00:35.560 --> 00:00:37.160]  奉主命求
[00:00:37.160 --> 00:00:38.600]  Amen
[00:00:38.600 --> 00:00:39.600]  我們很感謝敬拜隊
[00:00:39.600 --> 00:00:41.600]  我們能夠在一個這樣的疫情底下
[00:00:41.600 --> 00:00:43.680]  我們仍然都一起敬拜
[00:00:43.680 --> 00:00:44.720]  也都是
[00:00:44.720 --> 00:00:46.720]  我們的敬拜隊全部都是我們的同工
[00:00:46.720 --> 00:00:49.040]  能夠可以一起去服事
[00:00:49.040 --> 00:00:51.200]  是好得無比
[00:00:51.200 --> 00:00:52.520]  當然我們今天的講道
[00:00:52.520 --> 00:00:57.080]  仍然都是按照教會的一個安排
[00:00:57.080 --> 00:01:01.120]  會去到《若書雅記》的第五章
[00:01:01.120 --> 00:01:03.360]  當然《若書雅記》的第五章的時候
[00:01:03.360 --> 00:01:07.520]  我想和大家先去看一幅地圖
[00:01:07.520 --> 00:01:13.480]  這幅地圖就是幫我們去了解當時的環境
[00:01:13.480 --> 00:01:15.480]  我還記得大概十年前
[00:01:15.480 --> 00:01:19.680]  我有機會去到聖地遊忠
[00:01:19.680 --> 00:01:21.080]  在那個年代
[00:01:21.080 --> 00:01:26.640]  很多人都很想去聖地看一看
[00:01:26.640 --> 00:01:29.240]  或者跟著耶穌的腳踪來走
[00:01:29.240 --> 00:01:31.080]  我記得我第一次去的時候
[00:01:31.080 --> 00:01:34.520]  是去埃及的
[00:01:34.520 --> 00:01:40.160]  也都是曾經爬上去西那山
[00:01:40.160 --> 00:01:42.080]  雖然爬上去之後
[00:01:42.080 --> 00:01:43.160]  導遊都說
[00:01:43.160 --> 00:01:45.680]  都不知道是不是真是聖經那邊的西那山
[00:01:45.680 --> 00:01:47.200]  當時我就心裏面這樣
[00:01:47.200 --> 00:01:48.040]  你早點說
[00:01:48.040 --> 00:01:50.160]  如果早點說我就未必爬上去
[00:01:50.160 --> 00:01:52.320]  因為實在是太辛苦
[00:01:52.320 --> 00:01:53.880]  要半夜十二點鐘
[00:01:53.880 --> 00:01:55.200]  去Morning call
[00:01:55.200 --> 00:01:56.400]  就是稍微起身
[00:01:56.400 --> 00:01:59.280]  然後就已經是開車去到山腳
[00:01:59.280 --> 00:02:02.280]  然後就慢慢慢慢爬上去
[00:02:02.280 --> 00:02:03.520]  但另一方面
[00:02:03.520 --> 00:02:05.080]  亦都去了一個地方
[00:02:05.080 --> 00:02:09.680]  當時他就說這個地方就是尼泊爾山
[00:02:09.680 --> 00:02:12.080]  那個地方的特別之處就是
[00:02:12.080 --> 00:02:15.520]  摩西在他帶著以色列百姓
[00:02:15.520 --> 00:02:17.240]  在曠野走了四十年
[00:02:17.240 --> 00:02:20.520]  而上帝因著他曾經做了一件事
[00:02:20.520 --> 00:02:22.400]  是所謂不信服
[00:02:22.400 --> 00:02:23.160]  就跟他說
[00:02:23.160 --> 00:02:26.600]  摩西你不可以進去英雄之地
[00:02:26.600 --> 00:02:28.600]  不過你可以看看
[00:02:28.600 --> 00:02:31.040]  於是就在那座山上面
[00:02:31.040 --> 00:02:33.680]  望著耶利哥這個地方
[00:02:33.680 --> 00:02:37.840]  當日我們亦都是去完這個所謂景點
[00:02:37.840 --> 00:02:39.960]  就進去耶利哥
[00:02:39.960 --> 00:02:44.160]  這個真的幾像那個聖經的記載
[00:02:44.160 --> 00:02:47.720]  當然摩西在那個山上面
[00:02:47.720 --> 00:02:51.080]  然後就上帝將他親自埋葬
[00:02:51.080 --> 00:02:53.280]  當然去到約書亞紀的時候
[00:02:53.280 --> 00:02:54.560]  我們都明白
[00:02:54.560 --> 00:02:57.440]  約書亞紀去到這個時刻
[00:02:57.440 --> 00:03:02.760]  是準備過河進去英雄之地
[00:03:02.760 --> 00:03:04.400]  而我們亦都明白
[00:03:04.400 --> 00:03:06.920]  當約書亞帶著以色列百姓
[00:03:06.920 --> 00:03:08.440]  入過河之後
[00:03:08.440 --> 00:03:12.240]  他是要面對一連串的真賤
[00:03:12.240 --> 00:03:13.760]  他不是去到享福
[00:03:13.760 --> 00:03:15.920]  而是去到很多的真賤
[00:03:15.920 --> 00:03:19.200]  以致將裏面的那些
[00:03:19.200 --> 00:03:21.480]  當時我們所謂的外族人
[00:03:21.480 --> 00:03:23.720]  完全戰勝他們
[00:03:23.720 --> 00:03:25.000]  所以換言之
[00:03:25.000 --> 00:03:30.520]  在約書亞他接摩西的棒
[00:03:30.520 --> 00:03:34.600]  某個情況的確是一個不容易接的棒
[00:03:34.600 --> 00:03:36.160]  一方面我們都明白
[00:03:36.160 --> 00:03:39.120]  摩西在我們聖經裏面的人物當中
[00:03:39.120 --> 00:03:41.880]  我們對他是非常之尊重
[00:03:41.880 --> 00:03:43.680]  他亦都是很多時候
[00:03:43.680 --> 00:03:47.400]  很親近和神的對話
[00:03:47.400 --> 00:03:50.520]  但一方面當約書亞接這個棒的時候
[00:03:50.520 --> 00:03:52.800]  我們都明白約書亞本身
[00:03:52.800 --> 00:03:57.000]  其實亦都是一個很特別的人物
[00:03:57.000 --> 00:03:59.160]  他亦都是一個戰士
[00:03:59.160 --> 00:04:02.440]  以致他的才幹各方面
[00:04:02.440 --> 00:04:05.160]  的確是神所喜悅
[00:04:05.160 --> 00:04:07.040]  亦都是神所體寵
[00:04:07.040 --> 00:04:10.880]  甚至他因為很喜歡在會幕裏面與神親近
[00:04:10.880 --> 00:04:14.640]  於是上帝很清楚地揀選了約書亞
[00:04:14.640 --> 00:04:18.000]  成為了摩西的一個接班人
[00:04:18.000 --> 00:04:19.680]  當然如果看回這個地圖
[00:04:19.680 --> 00:04:20.600]  如果看回聖經
[00:04:20.600 --> 00:04:23.320]  特別是在《生命記》第三章二十七節那裏
[00:04:23.320 --> 00:04:26.200]  當時摩西曾經提過他有一座山
[00:04:26.200 --> 00:04:27.600]  叫做比斯加山
[00:04:27.600 --> 00:04:28.840]  很多學者就說
[00:04:28.840 --> 00:04:31.240]  其實這個山就是尼泊爾山
[00:04:31.240 --> 00:04:34.040]  是同一個地方
[00:04:34.040 --> 00:04:35.960]  只是一個不同的名稱
[00:04:35.960 --> 00:04:39.320]  但是這個字本身就是一個山頂的意思
[00:04:39.320 --> 00:04:42.840]  所以當時摩西就在那座山
[00:04:42.840 --> 00:04:44.960]  按住耶利哥之後
[00:04:44.960 --> 00:04:46.840]  他就將這個棒
[00:04:46.840 --> 00:04:51.520]  某個情況下正式給了約書亞
[00:04:51.520 --> 00:04:54.120]  雖然之前已經說了
[00:04:54.120 --> 00:04:57.920]  而當時約書亞要接這個棒的時候
[00:04:57.920 --> 00:05:00.360]  我都說縱然他某個情況下
[00:05:00.360 --> 00:05:02.200]  都很出色的一個人物
[00:05:02.200 --> 00:05:04.960]  但另一方面要承接摩西的棒
[00:05:04.960 --> 00:05:06.400]  我心上的內心
[00:05:06.400 --> 00:05:09.720]  都會有很多不同的感受
[00:05:09.720 --> 00:05:10.920]  我行不行呢?
[00:05:10.920 --> 00:05:12.080]  是不是真的我的?
[00:05:12.080 --> 00:05:13.920]  甚至我接了的
[00:05:13.920 --> 00:05:16.160]  我怎樣去帶住一班百姓
[00:05:16.160 --> 00:05:18.200]  進去應許之地呢?
[00:05:18.200 --> 00:05:20.440]  縱然之前做探子的時候
[00:05:20.440 --> 00:05:21.160]  沒問題
[00:05:21.160 --> 00:05:21.920]  做探子的時候
[00:05:21.920 --> 00:05:25.360]  他說神和我們一起一定行的
[00:05:25.360 --> 00:05:26.560]  他講過這句說話
[00:05:26.560 --> 00:05:28.520]  但當時摩西還在
[00:05:28.520 --> 00:05:30.800]  但是現在摩西已經不在了
[00:05:30.800 --> 00:05:34.880]  那他怎樣去繼續向前行呢?
[00:05:34.880 --> 00:05:38.680]  於是神亦都應許了約書亞
[00:05:38.680 --> 00:05:40.800]  一個很重要的一個應許
[00:05:40.800 --> 00:05:41.960]  就是在第一章
[00:05:41.960 --> 00:05:44.760]  他說:你平生的日子
[00:05:44.760 --> 00:05:48.560]  必無一人能在你面前暫留得住
[00:05:48.560 --> 00:05:51.240]  我怎樣與摩西同在
[00:05:51.240 --> 00:05:54.200]  也必照樣與你同在
[00:05:54.200 --> 00:05:56.360]  我必不撇下你
[00:05:56.360 --> 00:05:58.960]  也不丟棄你
[00:05:58.960 --> 00:06:00.440]  這個很清楚
[00:06:00.440 --> 00:06:02.480]  神和約書亞說
[00:06:02.480 --> 00:06:05.160]  今天我要和你說
[00:06:05.160 --> 00:06:07.400]  我昔日怎樣對摩西
[00:06:07.400 --> 00:06:09.760]  我今日亦都是怎樣對你
[00:06:09.760 --> 00:06:12.960]  我昔日講明我不會撇棄摩西
[00:06:12.960 --> 00:06:15.120]  我今日亦都不會丟棄你
[00:06:15.120 --> 00:06:17.240]  甚至神和約書亞說
[00:06:17.240 --> 00:06:21.320]  我這番說話不單止是和你說
[00:06:21.320 --> 00:06:22.440]  因為和你說
[00:06:22.440 --> 00:06:23.680]  你告訴其他人聽
[00:06:23.680 --> 00:06:26.400]  他們會問:神是否真的這樣說?
[00:06:26.400 --> 00:06:27.320]  他說:不是
[00:06:27.320 --> 00:06:28.920]  我會和其他人說
[00:06:28.920 --> 00:06:31.120]  在第三章提到
[00:06:31.120 --> 00:06:32.560]  耶和華對約書亞說
[00:06:32.560 --> 00:06:33.520]  從今日起
[00:06:33.520 --> 00:06:38.080]  我必使你在以色列眾人眼前尊大
[00:06:38.080 --> 00:06:41.880]  使他們知道我怎樣與摩西同在
[00:06:41.880 --> 00:06:45.400]  也必照樣與你同在
[00:06:45.400 --> 00:06:47.960]  所以神親自和其他人說
[00:06:47.960 --> 00:06:49.520]  你不用怕
[00:06:49.520 --> 00:06:50.920]  眾人都明白
[00:06:50.920 --> 00:06:54.200]  今天可能你的內心有很多擔憂
[00:06:54.200 --> 00:06:55.080]  但另一方面
[00:06:55.080 --> 00:06:59.680]  我會親自不單止將這個應許和你說
[00:06:59.680 --> 00:07:03.880]  亦都是和其他百姓說
[00:07:03.880 --> 00:07:08.560]  當然今日我和你一定不敢挑戰
[00:07:08.560 --> 00:07:11.080]  我們所信的三一真信
[00:07:11.080 --> 00:07:16.120]  神說話一定百分之一百是應驗的
[00:07:16.120 --> 00:07:17.600]  但另一方面
[00:07:17.600 --> 00:07:18.560]  聽完之後
[00:07:18.560 --> 00:07:20.200]  對約書亞聽完之後
[00:07:20.200 --> 00:07:22.480]  他會怎樣感受呢?
[00:07:22.480 --> 00:07:25.040]  有時我們的理性告訴我們
[00:07:25.040 --> 00:07:26.640]  神說的所有說話
[00:07:26.640 --> 00:07:28.760]  一定會應驗
[00:07:28.760 --> 00:07:29.800]  但另一方面
[00:07:29.800 --> 00:07:31.600]  當他未應驗的時候
[00:07:31.600 --> 00:07:35.680]  有時內心是否真的呢?
[00:07:35.680 --> 00:07:36.920]  我有沒有聽錯呢?
[00:07:36.920 --> 00:07:39.720]  甚至很多時我們尋求神的心意的時候
[00:07:39.720 --> 00:07:41.440]  可能神說了一些東西給我們聽
[00:07:41.440 --> 00:07:42.520]  有時我們都會想
[00:07:42.520 --> 00:07:44.400]  是否真的?
[00:07:44.400 --> 00:07:46.440]  好像是這樣
[00:07:46.440 --> 00:07:48.600]  是否真的要我去做這件事呢?
[00:07:48.600 --> 00:07:50.040]  都會有一種忐忑
[00:07:50.040 --> 00:07:53.040]  於是神就給我一個感動
[00:07:53.040 --> 00:07:56.280]  今日講這一段經文的時候
[00:07:56.280 --> 00:07:57.600]  整個第五章的時候
[00:07:57.600 --> 00:07:59.040]  我就用了一個題目
[00:07:59.040 --> 00:08:02.680]  就是「約書亞,你不用怕」
[00:08:02.680 --> 00:08:04.920]  「約書亞,你不用怕」
[00:08:04.920 --> 00:08:06.640]  為什麼我會用這個題目呢?
[00:08:06.640 --> 00:08:09.520]  因為我們大家都深信
[00:08:09.520 --> 00:08:11.520]  神所說的每一句說話
[00:08:11.520 --> 00:08:13.560]  祂所應許的每一句說話
[00:08:13.560 --> 00:08:17.600]  祂百分之一百一定應驗
[00:08:17.600 --> 00:08:22.360]  以致當我們拿著這個應許的時候
[00:08:22.360 --> 00:08:25.120]  而約書亞拿著這個應許的時候
[00:08:25.120 --> 00:08:29.120]  祂說我深信神一定會應驗
[00:08:29.120 --> 00:08:32.840]  不過我們的神真的好得無比
[00:08:32.840 --> 00:08:35.200]  祂不但說
[00:08:35.200 --> 00:08:39.040]  祂說我一定不會撇下祢
[00:08:39.040 --> 00:08:42.480]  我一定不會丟棄祢
[00:08:42.480 --> 00:08:47.200]  以致當我們的神更加行多一步
[00:08:47.200 --> 00:08:49.840]  當我自己看回這一章經文的時候
[00:08:49.840 --> 00:08:52.840]  我感覺到由第一章到第五章
[00:08:52.840 --> 00:08:56.840]  可以說是神給約書亞
[00:08:56.840 --> 00:09:00.000]  不單止跟他說上帝的應許
[00:09:00.000 --> 00:09:05.840]  甚至給一些證明給約書亞看
[00:09:05.840 --> 00:09:08.360]  我真的與祂同在
[00:09:08.360 --> 00:09:12.360]  很明顯有三樣的明證
[00:09:12.360 --> 00:09:14.840]  三樣的明證在第五章裡面
[00:09:14.840 --> 00:09:21.160]  讓我們看到神所對約書亞的應許是真的
[00:09:21.160 --> 00:09:23.840]  第一個明證就是
[00:09:23.840 --> 00:09:26.040]  約書亞帶著以色列的百姓
[00:09:26.040 --> 00:09:31.640]  很安全地渡過約旦河
[00:09:31.640 --> 00:09:37.240]  這三個明證其實都似曾相識
[00:09:37.240 --> 00:09:39.240]  這裡很明顯
[00:09:39.240 --> 00:09:44.560]  約書亞帶著百姓過了約旦河
[00:09:44.560 --> 00:09:48.720]  當然我們一想就想起摩西
[00:09:48.720 --> 00:09:55.120]  摩西帶著以色列的百姓渡過紅海
[00:09:55.120 --> 00:09:57.720]  當然紅海不是約旦河
[00:09:57.720 --> 00:10:03.720]  但一方面我們感覺都是分開的
[00:10:03.720 --> 00:10:06.360]  當然在摩西的年代
[00:10:06.360 --> 00:10:07.440]  神跟摩西說
[00:10:07.440 --> 00:10:09.560]  你舉高你的杖
[00:10:09.560 --> 00:10:11.840]  海水紅海就會分開
[00:10:11.840 --> 00:10:13.360]  很厲害
[00:10:13.360 --> 00:10:19.720]  我曾經上網做一些查考
[00:10:19.720 --> 00:10:26.520]  剛好看到網上一個考古的訊息
[00:10:26.520 --> 00:10:30.040]  有一個瑞典的科學家叫莫納博士
[00:10:30.040 --> 00:10:35.360]  他曾經帶著一隊人去走昔日摩西
[00:10:35.360 --> 00:10:38.160]  他嘗試走昔日摩西的路
[00:10:38.160 --> 00:10:43.840]  真的去到紅海 勘察紅海裡
[00:10:43.840 --> 00:10:47.720]  他們真的發現到某些地方
[00:10:47.720 --> 00:10:48.960]  特別是中間的地方
[00:10:48.960 --> 00:10:53.840]  真的有一些戰車
[00:10:53.840 --> 00:10:58.520]  骨的化石 甚至有馬骨的化石
[00:10:58.520 --> 00:11:03.000]  他覺得為什麼海中心裡會有這些東西
[00:11:03.000 --> 00:11:06.200]  另外有一個國家大氣候研究中心
[00:11:06.200 --> 00:11:08.560]  有一個專家叫卡爾德魯斯
[00:11:08.560 --> 00:11:10.600]  這些我也是在網上找回來的
[00:11:10.600 --> 00:11:13.880]  他曾經用一個物理學的原理
[00:11:13.880 --> 00:11:15.480]  叫做風降
[00:11:15.480 --> 00:11:18.920]  風降就是說如果大風到一個地步
[00:11:18.920 --> 00:11:22.160]  風速每小時去到九十公里的時候
[00:11:22.160 --> 00:11:26.360]  他真的可以將海水推開
[00:11:26.360 --> 00:11:29.760]  中間真的可以將海水分開
[00:11:29.760 --> 00:11:31.520]  是一個這樣的現象
[00:11:31.520 --> 00:11:33.200]  他曾經寫了一篇文章
[00:11:33.200 --> 00:11:35.320]  就在這個期刊裡
[00:11:35.320 --> 00:11:37.640]  他說真的
[00:11:37.640 --> 00:11:43.520]  縱然我們覺得這是一個天文的景象
[00:11:43.520 --> 00:11:45.920]  但如果我們看回聖經
[00:11:45.920 --> 00:11:48.320]  特別看回《出雅及記》第十四章
[00:11:48.320 --> 00:11:49.560]  第二十一節的時候
[00:11:49.560 --> 00:11:51.200]  我們看到很有趣的
[00:11:51.200 --> 00:11:53.480]  他說「摩西向海伸張
[00:11:53.480 --> 00:11:59.320]  耶和華便用大東風使海水一夜退去
[00:11:59.320 --> 00:12:04.040]  水便分開 海就成了乾地」
[00:12:04.040 --> 00:12:08.040]  神是興起大東風
[00:12:08.040 --> 00:12:11.600]  換言之就算我們用科學的層面
[00:12:11.600 --> 00:12:14.160]  觀念去想這個風降
[00:12:14.160 --> 00:12:16.840]  聖經也是說大東風
[00:12:16.840 --> 00:12:20.440]  來將整個紅海分開
[00:12:20.440 --> 00:12:23.640]  現了一個乾地
[00:12:23.640 --> 00:12:28.040]  讓百姓完全行過
[00:12:28.040 --> 00:12:30.440]  同樣約旦河一樣
[00:12:30.440 --> 00:12:33.880]  當約書亞去到約旦河的時候
[00:12:33.880 --> 00:12:37.240]  神就跟約書亞說
[00:12:37.240 --> 00:12:38.480]  「你也要過去」
[00:12:38.480 --> 00:12:40.720]  當然步驟不同
[00:12:40.720 --> 00:12:45.120]  當時是約季行先 祭祀行先
[00:12:45.120 --> 00:12:50.040]  但同樣在網上也有人研究
[00:12:50.040 --> 00:12:52.840]  特別是史丹佛大學有一個教授
[00:12:52.840 --> 00:12:55.880]  他考究約旦河的時候
[00:12:55.880 --> 00:12:59.040]  他說曾經在過去不同階段的時間
[00:12:59.040 --> 00:13:00.720]  都試過有地震
[00:13:00.720 --> 00:13:04.120]  但地震把約旦河
[00:13:04.120 --> 00:13:11.160]  好像捉起一些城牆一樣
[00:13:11.160 --> 00:13:14.240]  把約旦河分開
[00:13:14.240 --> 00:13:18.040]  所以如果我們看約書亞第三章的時候
[00:13:18.040 --> 00:13:19.680]  我們會覺得很有趣
[00:13:19.680 --> 00:13:25.040]  他說「那從上往下流的水
[00:13:25.040 --> 00:13:28.040]  撒拉旦旁的亞當城
[00:13:28.040 --> 00:13:31.720]  那它停住 立起城壘
[00:13:31.720 --> 00:13:35.320]  那往阿拉巴的海就是沿海
[00:13:35.320 --> 00:13:37.960]  下流的水全然斷絕
[00:13:37.960 --> 00:13:41.640]  以色列眾人都從乾地上過去」
[00:13:41.640 --> 00:13:43.120]  所以很明顯
[00:13:43.120 --> 00:13:45.640]  無論是天文現象地震也好
[00:13:45.640 --> 00:13:48.440]  或者是風的現象
[00:13:48.440 --> 00:13:49.840]  一些情況也好
[00:13:49.840 --> 00:13:52.920]  但我們要深信我們的神
[00:13:52.920 --> 00:13:56.240]  可以說是大自然的神
[00:13:56.240 --> 00:13:58.440]  我們的神可以用很多的方法
[00:13:58.440 --> 00:14:02.520]  來把我們眼睛所看到的東西
[00:14:02.520 --> 00:14:07.400]  其實都可以因著祂的手去成就
[00:14:07.400 --> 00:14:11.240]  因為我們的神是創造天地萬物的神
[00:14:11.240 --> 00:14:13.680]  我們的神是創造氣象的神
[00:14:13.680 --> 00:14:17.400]  你知道就算科學家怎樣去研究也好
[00:14:17.400 --> 00:14:19.040]  但他所研究的結果
[00:14:19.040 --> 00:14:24.640]  其實和聖經的記載是極之相似
[00:14:24.640 --> 00:14:27.240]  所以神跟約瑟亞說
[00:14:27.240 --> 00:14:29.320]  第一個名證是
[00:14:29.320 --> 00:14:33.240]  昔日祂怎樣帶摩西經過紅海
[00:14:33.240 --> 00:14:39.160]  今日我同樣帶你經過約旦河
[00:14:39.160 --> 00:14:43.120]  第二個名證就是守禹節
[00:14:43.120 --> 00:14:44.040]  我們都很明白
[00:14:44.040 --> 00:14:49.400]  禹節是神帶以色列百姓離開埃及
[00:14:49.400 --> 00:14:50.880]  去到最後的災
[00:14:50.880 --> 00:14:53.920]  就是要殺長治的災
[00:14:53.920 --> 00:14:57.960]  究竟怎樣去分辨哪個長治死
[00:14:57.960 --> 00:14:59.800]  哪個長治不死
[00:14:59.800 --> 00:15:03.600]  神跟以色列百姓說
[00:15:03.600 --> 00:15:09.560]  他們要把羊的血放在門尾和兩側
[00:15:09.560 --> 00:15:15.640]  所以當要擊殺長治的使者走過的時候
[00:15:15.640 --> 00:15:19.440]  看到有血就不會進去
[00:15:19.440 --> 00:15:24.680]  很明顯禹節是一個很特別的節期
[00:15:24.680 --> 00:15:27.640]  讓以色列百姓能夠經歷過
[00:15:27.640 --> 00:15:33.280]  好像從離開死亡去到生命的一個過程
[00:15:33.280 --> 00:15:38.320]  也是一個很重要的往後的節期
[00:15:38.320 --> 00:15:42.400]  但是當以色列百姓離開埃及
[00:15:42.400 --> 00:15:47.960]  第一年他們曾經在西南亞的曠野守禹節
[00:15:47.960 --> 00:15:51.640]  但之後三十九年他們沒有機會再守
