
[00:00:00.000 --> 00:00:01.240]  第四點
[00:00:01.240 --> 00:00:03.800]  新的和舊的網
[00:00:03.800 --> 00:00:06.560]  有人說得好
[00:00:06.560 --> 00:00:11.460]  他說人生不應該一直在補破網
[00:00:11.460 --> 00:00:14.140]  你應該放棄舊的破網
[00:00:14.140 --> 00:00:18.500]  去追求心靈裏面的新網
[00:00:18.500 --> 00:00:22.600]  只為了今生的節外
[00:00:22.600 --> 00:00:27.840]  我們就能夠好像一個積極行動的心靈投手
[00:00:27.840 --> 00:00:31.640]  我知道我們如果不懂得baseball
[00:00:31.640 --> 00:00:34.440]  是很難明白什麼叫做心靈投手
[00:00:34.440 --> 00:00:36.100]  我們說做一個人
[00:00:36.100 --> 00:00:38.140]  或者打baseball也是
[00:00:38.140 --> 00:00:41.740]  做一個投手就比做一個接球的人好
[00:00:41.740 --> 00:00:47.080]  但是我們這些如果只是一生
[00:00:47.080 --> 00:00:50.080]  都是忙忙碌碌去補破網的人
[00:00:50.080 --> 00:00:53.980]  就是那個一輩子都是做接球的人
[00:00:53.980 --> 00:00:55.840]  不行的
[00:00:56.640 --> 00:01:00.440]  原來當你不理那個破的網
[00:01:00.440 --> 00:01:06.240]  原來當你自己只留意和只追求心靈的網
[00:01:06.240 --> 00:01:08.540]  你走了一段路回頭看
[00:01:08.540 --> 00:01:12.740]  原來發覺很多舊的破網都已經補好了
[00:01:12.740 --> 00:01:17.540]  你整天停留在舊日補你的破網
[00:01:17.540 --> 00:01:22.740]  你很久很久都不能走到那一步
[00:01:26.340 --> 00:01:29.840]  其實A君和B君兩種不同的結果
[00:01:29.840 --> 00:01:32.140]  不是那麼難想得到的
[00:01:32.140 --> 00:01:35.740]  A君是依隨頭腦的指引
[00:01:35.740 --> 00:01:40.540]  凡頭腦認識的都是以前已經知道的
[00:01:40.540 --> 00:01:44.240]  以前不知道的頭腦沒有辦法引導你的
[00:01:44.240 --> 00:01:50.740]  但是相反地說B君是依循那個心靈的指引
[00:01:50.740 --> 00:01:54.440]  心靈不是依靠邏輯來運行的
[00:01:54.440 --> 00:01:59.240]  它常常會為我們打開一個新的境域
[00:01:59.240 --> 00:02:02.540]  令我們去一條新的側徑
[00:02:02.540 --> 00:02:06.740]  讓我們可以走到一個新的結局
[00:02:06.740 --> 00:02:13.140]  為什麼我們整天都會處在我們自己的標準之下呢?
[00:02:13.140 --> 00:02:16.340]  這個是我們一個很重要的問題
[00:02:16.340 --> 00:02:18.540]  就是說我正在做的事情
[00:02:18.540 --> 00:02:22.640]  不是在我自己要求自己的那個標準裡面的
[00:02:24.540 --> 00:02:27.540]  我本來這裡就記錄了五個故事
[00:02:27.540 --> 00:02:29.340]  但是講完這個故事就夠時間了
[00:02:29.340 --> 00:02:31.340]  所以我就把它簡單來說
[00:02:31.340 --> 00:02:38.140]  在我們當中我相信都有這樣的人
[00:02:38.140 --> 00:02:43.340]  我們很多時候
[00:02:43.340 --> 00:02:48.040]  在我們的學業我們已經盡力了
[00:02:48.040 --> 00:02:49.840]  我們一早有計劃
[00:02:49.840 --> 00:02:51.340]  又按計劃來做
[00:02:51.340 --> 00:02:55.540]  為什麼到最終成績都是這麼大出所望?
[00:02:55.540 --> 00:02:59.540]  有時候我們是做工的
[00:02:59.540 --> 00:03:04.340]  有些人下班就去酒吧
[00:03:04.340 --> 00:03:12.540]  因為他怕的正正是麻醉之外的那個真實世界
[00:03:12.540 --> 00:03:16.940]  很多時候我們更加害怕的是離開酒吧
[00:03:16.940 --> 00:03:19.340]  因為我們知道離開酒吧
[00:03:19.340 --> 00:03:22.340]  我們接著的進程全部都熟悉的
[00:03:22.340 --> 00:03:25.640]  回家或者叫一輛計程車
[00:03:25.640 --> 00:03:27.640]  然後回家然後就洗澡
[00:03:27.640 --> 00:03:29.640]  然後就上床睡覺
[00:03:29.640 --> 00:03:34.040]  第二天起床穿衣服又再回到自己最不想回的地方
[00:03:34.040 --> 00:03:36.040]  就是我們的工作地方
[00:03:36.040 --> 00:03:42.540]  我們的工作地方成為我們不斷嘗試失敗的一個地方
[00:03:42.540 --> 00:03:44.040]  在我們的失敗裡面
[00:03:44.040 --> 00:03:47.240]  我們慢慢慢慢學懂了逃避現實
[00:03:48.940 --> 00:03:52.440]  第三個故事是講一個減肥的女孩
[00:03:52.440 --> 00:03:57.340]  我想我們畫這一時畫那時
[00:03:57.340 --> 00:03:58.940]  都會減肥
[00:03:58.940 --> 00:04:03.840]  我們的體重體型成了我們最大的一個frustration的地方
[00:04:03.840 --> 00:04:05.840]  無論做什麼
[00:04:05.840 --> 00:04:09.640]  為什麼我的衣服越來越像一個發水的茶包?
[00:04:09.640 --> 00:04:16.140]  無論錢可以買到什麼器械
[00:04:16.140 --> 00:04:19.140]  買回來後為什麼我永遠不會做第二次?
[00:04:19.140 --> 00:04:25.340]  無論什麼維他命C
[00:04:25.340 --> 00:04:28.340]  不斷吃一樣無效
[00:04:28.340 --> 00:04:29.340]  為什麼?
[00:04:29.340 --> 00:04:34.340]  所有減肥的資訊的雜誌我全部都有了
[00:04:34.340 --> 00:04:37.840]  甚至減肥的健身班都參加了
[00:04:37.840 --> 00:04:39.340]  都有這些會籍了
[00:04:39.340 --> 00:04:44.640]  我們的肚子照樣向一個茶包的形狀來發展
[00:04:45.440 --> 00:04:49.140]  為什麼我永遠做不到我自己要求的?
[00:04:49.140 --> 00:04:53.140]  很多為人父母的
[00:04:53.140 --> 00:04:55.140]  盡了一生的努力
[00:04:55.140 --> 00:05:00.140]  就沒辦法把自己的子女教得像自己上網那樣
[00:05:00.140 --> 00:05:03.940]  死握著自己的脖子忍
[00:05:03.940 --> 00:05:06.140]  忍不住又撞板
[00:05:06.140 --> 00:05:10.140]  那個子女又再一次離家出走
[00:05:10.140 --> 00:05:12.640]  我們有很多很多這些經驗
[00:05:12.640 --> 00:05:16.640]  到底為什麼我們常常做出
[00:05:16.640 --> 00:05:17.640]  努力做的
[00:05:17.640 --> 00:05:22.640]  始終都在我們要求和水準之下
[00:05:22.640 --> 00:05:27.640]  為什麼我的努力
[00:05:27.640 --> 00:05:32.640]  是永遠沒有正面的效果的?
[00:05:32.640 --> 00:05:36.640]  有些人就開始去參加一些課程了
[00:05:36.640 --> 00:05:37.640]  無論教子女的
[00:05:37.640 --> 00:05:38.640]  無論讀書的
[00:05:38.640 --> 00:05:40.640]  無論是怎樣做事
[00:05:40.640 --> 00:05:42.640]  無論是管理的
[00:05:42.640 --> 00:05:44.640]  我們都有很多的課程
[00:05:44.640 --> 00:05:46.640]  最近有一個人
[00:05:46.640 --> 00:05:50.640]  我覺得這個人真的為人類做了一件好事
[00:05:50.640 --> 00:05:52.640]  他寫了一篇博士論文
[00:05:52.640 --> 00:05:57.640]  他花了很長時間研究過去美國200年
[00:05:57.640 --> 00:05:59.640]  出版的這類教人
[00:05:59.640 --> 00:06:03.640]  你只要好好地有正確的態度
[00:06:03.640 --> 00:06:05.640]  你就會有正確的收穫
[00:06:05.640 --> 00:06:09.640]  這類所謂的Literature
[00:06:10.640 --> 00:06:13.640]  讀心理學的人很討厭這些書
[00:06:13.640 --> 00:06:14.640]  他跟我說
[00:06:14.640 --> 00:06:17.640]  有一個教心理學的大學教授
[00:06:17.640 --> 00:06:21.640]  他說害死美國的最多就是這類的東西
[00:06:21.640 --> 00:06:23.640]  就是教你一些很簡單很快
[00:06:23.640 --> 00:06:24.640]  這個叫什麼呢?
[00:06:24.640 --> 00:06:26.640]  其實就是有一個名字
[00:06:26.640 --> 00:06:28.640]  就叫做PMA
[00:06:28.640 --> 00:06:30.640]  Positive Mental Attitude
[00:06:30.640 --> 00:06:34.640]  就是說你只要有一個正面的態度
[00:06:34.640 --> 00:06:36.640]  你就會有一個正面的收穫
[00:06:36.640 --> 00:06:37.640]  這類的書
[00:06:37.640 --> 00:06:40.640]  就類似譬如六十年代流行的
[00:06:40.640 --> 00:06:41.640]  Norman Vincent Peale
[00:06:41.640 --> 00:06:44.640]  The Power of Positive Thinking
[00:06:44.640 --> 00:06:45.640]  譬如說卡內基的
[00:06:45.640 --> 00:06:48.640]  教你怎樣做人處世的課程
[00:06:48.640 --> 00:06:49.640]  十本書
[00:06:49.640 --> 00:06:54.640]  美國是最出名出這些書的
[00:06:54.640 --> 00:06:57.640]  美國最喜歡這些書有一個簡單的原因
[00:06:57.640 --> 00:07:00.640]  因為美國人是很簡單的人
[00:07:00.640 --> 00:07:02.640]  很直接很簡單的
[00:07:02.640 --> 00:07:04.640]  所以他有些失敗
[00:07:04.640 --> 00:07:06.640]  你解釋到這些理由他就會喜歡聽
[00:07:06.640 --> 00:07:09.640]  如果你再給你一個怎樣可以解決的辦法
[00:07:09.640 --> 00:07:12.640]  美國流行一句話
[00:07:12.640 --> 00:07:15.640]  Your attitude determines your attitude
[00:07:15.640 --> 00:07:18.640]  你的態度就決定你可以去到多高
[00:07:18.640 --> 00:07:20.640]  美國人是很喜歡的
[00:07:20.640 --> 00:07:22.640]  改變一下態度有多好
[00:07:22.640 --> 00:07:24.640]  我想發達誰不想
[00:07:24.640 --> 00:07:26.640]  你想發達就可以發達
[00:07:26.640 --> 00:07:28.640]  每個人都喜歡聽
[00:07:28.640 --> 00:07:32.640]  過去美國200年出了很多很多這類的書
[00:07:32.640 --> 00:07:34.640]  這類書就叫做PMA
[00:07:34.640 --> 00:07:36.640]  這個人就研究了
[00:07:36.640 --> 00:07:40.640]  讀過了200年出過的書
[00:07:40.640 --> 00:07:42.640]  他發現一個問題
[00:07:42.640 --> 00:07:45.640]  為什麼這些書越來越不靈
[00:07:45.640 --> 00:07:48.640]  現在的銷路越來越差
[00:07:48.640 --> 00:07:52.640]  是因為他太過
[00:07:52.640 --> 00:07:56.640]  將問題看得表面化
[00:07:56.640 --> 00:07:58.640]  他以為有些問題出現
[00:07:58.640 --> 00:08:00.640]  只不過是因為我們的覺得
[00:08:00.640 --> 00:08:02.640]  我們的態度覺得是問題
[00:08:02.640 --> 00:08:04.640]  他可以不是問題
[00:08:04.640 --> 00:08:07.640]  就好像你改變一下態度
[00:08:07.640 --> 00:08:09.640]  那個問題就簡單了
[00:08:09.640 --> 00:08:11.640]  是不是這麼簡單
[00:08:11.640 --> 00:08:13.640]  你患了癌
[00:08:13.640 --> 00:08:15.640]  你改變一下態度
[00:08:15.640 --> 00:08:18.640]  癌的醫治痛苦就會減少一點
[00:08:18.640 --> 00:08:21.640]  你想讀醫
[00:08:21.640 --> 00:08:24.640]  改變一下積極態度
