
[00:00:00.000 --> 00:00:01.360]  主持人:影子妹早晨
[00:00:01.360 --> 00:00:03.360]  影子妹:大家早上好
[00:00:03.360 --> 00:00:05.360]  主持人:我有個朋友
[00:00:05.360 --> 00:00:07.360]  影子妹:我有個朋友
[00:00:07.360 --> 00:00:13.140]  主持人:他很多時候會罵他的上司
[00:00:13.140 --> 00:00:16.520]  影子妹:他有個朋友很多時候會罵他的上司
[00:00:16.520 --> 00:00:18.520]  主持人:但不是很明顯的罵
[00:00:18.520 --> 00:00:21.200]  影子妹:但又不敢很明顯的去發怒
[00:00:21.200 --> 00:00:24.440]  主持人:他就說紅翻排隊去廁所
[00:00:24.440 --> 00:00:27.440]  影子妹:他就說印第安人,帶著羽毛的印第安人
[00:00:27.440 --> 00:00:29.440]  他們排隊去廁所
[00:00:29.440 --> 00:00:32.440]  我不是很明白什麼是紅翻排隊去廁所
[00:00:32.440 --> 00:00:36.440]  主持人:我就不太明白印第安人帶著羽毛排隊去廁所是什麼意思
[00:00:36.440 --> 00:00:40.440]  影子妹:大家猜不猜得到是什麼意思呢?四個字的
[00:00:40.440 --> 00:00:44.440]  主持人:大家能不能猜到是什麼意思?打四個字的一個燈謎
[00:00:44.440 --> 00:00:46.440]  羽毛輪廁
[00:00:46.440 --> 00:00:51.440]  影子妹:答案就是羽毛輪廁
[00:00:51.440 --> 00:00:53.440]  主持人:羽毛輪廁
[00:00:53.440 --> 00:00:56.440]  影子妹:你有沒有發覺有些人一生氣的時候
[00:00:56.440 --> 00:00:58.440]  主持人:他發現人一發怒的時候
[00:00:58.440 --> 00:01:00.440]  羽毛輪廁
[00:01:00.440 --> 00:01:02.440]  影子妹:我們的題目就是憤怒了
[00:01:02.440 --> 00:01:05.440]  主持人:今天的題目就是憤怒了
[00:01:05.440 --> 00:01:09.440]  影子妹:話說在2020年
[00:01:09.440 --> 00:01:12.440]  主持人:今年2020年
[00:01:12.440 --> 00:01:14.440]  影子妹:10月28號
[00:01:14.440 --> 00:01:15.440]  主持人:在10月28號
[00:01:15.440 --> 00:01:16.440]  影子妹:3點28分
[00:01:16.440 --> 00:01:17.440]  主持人:3點28分
[00:01:17.440 --> 00:01:20.440]  影子妹:葵涌麗景村發生了火警
[00:01:20.440 --> 00:01:22.440]  主持人:葵涌麗景村就發生了火警
[00:01:22.440 --> 00:01:26.440]  影子妹:近百名的人疏散到樓下的安全地方
[00:01:26.440 --> 00:01:29.440]  主持人:近百名的人疏散到樓下的安全地方
[00:01:29.440 --> 00:01:32.440]  影子妹:有住客帶著寵物離開了
[00:01:32.440 --> 00:01:34.440]  主持人:有住客帶著寵物離開了
[00:01:34.440 --> 00:01:40.440]  影子妹:消防員忙碌了一個小時後就熄火了
[00:01:40.440 --> 00:01:43.440]  主持人:消防員忙碌了一個小時就把火撲滅了
[00:01:43.440 --> 00:01:47.440]  影子妹:年約40歲的男戶主手腳被燒傷
[00:01:47.440 --> 00:01:51.440]  主持人:一位大約年紀在40歲的男戶主手腳被燒傷
[00:01:51.440 --> 00:01:54.440]  影子妹:他的母親在逃生的時候也被燒傷了手腳
[00:01:54.440 --> 00:01:58.440]  影子妹:他的母親在逃生的時候也被燒傷了手腳
[00:01:58.440 --> 00:02:02.440]  主持人:另外有三名年長的人也被燒傷了
[00:02:02.440 --> 00:02:05.440]  影子妹:另外有三名年長的人也被燒傷了
[00:02:05.440 --> 00:02:12.440]  主持人:消息指男戶主和他母親和妻子同住
[00:02:12.440 --> 00:02:15.440]  影子妹:男戶主和他母親和妻子同住
[00:02:15.440 --> 00:02:18.440]  主持人:事發前夫婦二人因為發生爭執
[00:02:18.440 --> 00:02:24.440]  主持人:事發前夫婦二人因為發生爭執
[00:02:24.440 --> 00:02:29.440]  影子妹:妻子在盛怒之下放火燒她丈夫的手腳
[00:02:29.440 --> 00:02:34.440]  主持人:妻子在盛怒之下放火燒她丈夫的手腳
[00:02:34.440 --> 00:02:36.440]  影子妹:然後逃走了
[00:02:36.440 --> 00:02:40.440]  影子妹:人在盛怒之下隨口說出一些話
[00:02:40.440 --> 00:02:43.440]  主持人:人在盛怒之下隨口說出一些話
[00:02:43.440 --> 00:02:44.440]  影子妹:招致危險
[00:02:44.440 --> 00:02:45.440]  主持人:招致危險
[00:02:45.440 --> 00:02:46.440]  影子妹:造成破壞
[00:02:46.440 --> 00:02:47.440]  主持人:造成破壞
[00:02:47.440 --> 00:02:49.440]  影子妹:就好像汽車失控滑行一樣
[00:02:49.440 --> 00:02:51.440]  主持人:就好像汽車失控滑行一樣
[00:02:51.440 --> 00:02:52.440]  影子妹:橫衝直撞
[00:02:52.440 --> 00:02:53.440]  主持人:橫衝直撞
[00:02:53.440 --> 00:02:56.440]  影子妹:可能會引致一些嚴重的後果
[00:02:56.440 --> 00:02:58.440]  主持人:可能會引發一些嚴重的後果
[00:02:58.440 --> 00:03:00.440]  影子妹:盛怒中說的說話
[00:03:00.440 --> 00:03:01.440]  主持人:盛怒中說的說話
[00:03:01.440 --> 00:03:02.440]  影子妹:只有破壞
[00:03:02.440 --> 00:03:03.440]  主持人:只有破壞
[00:03:03.440 --> 00:03:04.440]  影子妹:沒有建設
[00:03:04.440 --> 00:03:05.440]  主持人:沒有建設
[00:03:05.440 --> 00:03:06.440]  影子妹:只會令到誤會更深
[00:03:06.440 --> 00:03:08.440]  主持人:只會令到誤會更深
[00:03:08.440 --> 00:03:09.440]  影子妹:憤怒
[00:03:09.440 --> 00:03:10.440]  主持人:憤怒
[00:03:10.440 --> 00:03:19.440]  影子妹:又可以令到艱辛經營多年的成就
[00:03:19.440 --> 00:03:20.440]  影子妹:又可以令到艱辛經營多年的成就
[00:03:20.440 --> 00:03:21.440]  影子妹:友誼毀於一旦
[00:03:21.440 --> 00:03:22.440]  主持人:友誼毀於一旦
[00:03:22.440 --> 00:03:26.440]  影子妹:所以傳道書的智者告訴我們有些道理
[00:03:26.440 --> 00:03:26.440]  主持人:所以傳道書的智者告訴我們有些道理
[00:03:26.440 --> 00:03:30.440]  主持人:所以傳道書的智者告訴我們有些道理
[00:03:30.440 --> 00:03:32.440]  影子妹:傳道書七章九節
[00:03:32.440 --> 00:03:33.440]  主持人:傳道書七章九節
[00:03:33.440 --> 00:03:36.440]  影子妹:你不要心裡急躁
[00:03:36.440 --> 00:03:40.440]  主持人:你不要心裡急躁
[00:03:40.440 --> 00:03:42.440]  影子妹:一旦憤怒控制了我們的心
[00:03:42.440 --> 00:03:44.440]  主持人:一旦憤怒控制了我們的心
[00:03:44.440 --> 00:03:45.440]  影子妹:我們就會舉止失常
[00:03:45.440 --> 00:03:47.440]  主持人:我們就會舉止失常
[00:03:47.440 --> 00:03:48.440]  影子妹:語無倫次
[00:03:48.440 --> 00:03:49.440]  主持人:語無倫次
[00:03:49.440 --> 00:03:51.440]  影子妹:講出了很多愚蠢的說話
[00:03:51.440 --> 00:03:53.440]  主持人:講出了許多愚蠢的話
[00:03:53.440 --> 00:03:54.440]  影子妹:做出了愚蠢的事
[00:03:54.440 --> 00:03:55.440]  主持人:做出了愚蠢的事
[00:03:55.440 --> 00:04:00.440]  影子妹:人與人開戰不一定要用真刀真槍
[00:04:00.440 --> 00:04:03.440]  主持人:人與人開戰不一定要用真刀真槍
[00:04:03.440 --> 00:04:06.440]  影子妹:在報章上有筆戰
[00:04:06.440 --> 00:04:07.440]  主持人:在報章上有筆戰
[00:04:07.440 --> 00:04:09.440]  影子妹:在電子傳媒有罵戰
[00:04:09.440 --> 00:04:11.440]  主持人:在電子傳媒有罵戰
[00:04:11.440 --> 00:04:13.440]  影子妹:在這些戰事之中
[00:04:13.440 --> 00:04:14.440]  主持人:在這些戰事當中
[00:04:14.440 --> 00:04:17.440]  影子妹:我們可以清楚憤怒的威力
[00:04:17.440 --> 00:04:19.440]  主持人:我們可以清晰的知道憤怒的威力
[00:04:19.440 --> 00:04:21.440]  影子妹:本來大家都客氣
[00:04:21.440 --> 00:04:22.440]  主持人:本來大家都和和氣氣的
[00:04:22.440 --> 00:04:23.440]  影子妹:溫文相處
[00:04:23.440 --> 00:04:24.440]  主持人:溫文相處
[00:04:24.440 --> 00:04:27.440]  影子妹:一下子大家就變成了原始的野蠻人
[00:04:27.440 --> 00:04:30.440]  主持人:一下子大家就變成了野蠻的原始人
[00:04:30.440 --> 00:04:33.440]  影子妹:聖經似乎對憤怒沒什麼好評
[00:04:33.440 --> 00:04:35.440]  主持人:聖經似乎對憤怒沒什麼好評
[00:04:35.440 --> 00:04:39.440]  影子妹:已不鎖書四章二十六節的提醒
[00:04:39.440 --> 00:04:41.440]  主持人:已不鎖書四章二十六節的提醒
[00:04:41.440 --> 00:04:43.440]  影子妹:已經是比較中性的了
[00:04:43.440 --> 00:04:44.440]  主持人:已經是比較中性的了
[00:04:44.440 --> 00:04:46.440]  影子妹:生氣不要犯罪
[00:04:46.440 --> 00:04:48.440]  主持人:生氣不要犯罪
[00:04:48.440 --> 00:04:50.440]  影子妹:不可含怒到日落
[00:04:50.440 --> 00:04:51.440]  主持人:不可含怒到日落
[00:04:51.440 --> 00:04:53.440]  影子妹:其他的憤怒經文
[00:04:53.440 --> 00:04:54.440]  主持人:其他的憤怒經文
[00:04:54.440 --> 00:04:56.440]  影子妹:都有貶低的意味
[00:04:56.440 --> 00:05:00.440]  主持人:都有貶低的意味
[00:05:00.440 --> 00:05:04.440]  影子妹:例如針研二十二章二十四到二十五節
[00:05:04.440 --> 00:05:06.440]  主持人:例如針研二十二章二十四到二十五節
[00:05:06.440 --> 00:05:10.440]  影子妹:我們請Andy幫我讀
[00:05:10.440 --> 00:05:13.440]  主持人:好生氣的人不可與他結交
[00:05:13.440 --> 00:05:15.440]  主持人:暴怒的人不可與他來往
[00:05:15.440 --> 00:05:17.440]  主持人:恐怕你效法他的行為
[00:05:17.440 --> 00:05:19.440]  主持人:自己就陷在網羅裡
[00:05:19.440 --> 00:05:22.440]  影子妹:針研二十九章二十二節
[00:05:22.440 --> 00:05:25.440]  主持人:好氣的人挑起爭端
[00:05:25.440 --> 00:05:27.440]  主持人:暴怒的人多多犯罪
[00:05:27.440 --> 00:05:29.440]  影子妹:針研十五章十八節
[00:05:29.440 --> 00:05:31.440]  主持人:針研十五章十八節
[00:05:31.440 --> 00:05:34.440]  主持人:暴怒的人挑起爭端
[00:05:34.440 --> 00:05:37.440]  主持人:忍怒的人只惜紛爭
[00:05:37.440 --> 00:05:39.440]  影子妹:哥羅西書三章八節
[00:05:39.440 --> 00:05:42.440]  主持人:哥羅西書三章八節
[00:05:42.440 --> 00:05:45.440]  主持人:但現在你們要棄絕這一切的事
[00:05:45.440 --> 00:05:53.440]  主持人:以及惱怒憤怒惡毒毀謗並口中污穢的言語
[00:05:53.440 --> 00:05:58.440]  影子妹:但現實裡人不可能制止自己永遠不發脾氣
[00:05:58.440 --> 00:06:02.440]  主持人:但現實中人不可能永遠抑制自己永遠不發脾氣
[00:06:02.440 --> 00:06:06.440]  影子妹:我們隨時隨地都有機會發怒
[00:06:06.440 --> 00:06:08.440]  主持人:我們隨時隨地都有機會發怒
[00:06:08.440 --> 00:06:09.440]  影子妹:在開車的時候
[00:06:09.440 --> 00:06:10.440]  主持人:在開車的時候
[00:06:10.440 --> 00:06:11.440]  影子妹:在商場的時候
[00:06:11.440 --> 00:06:12.440]  主持人:在商場的時候
[00:06:12.440 --> 00:06:13.440]  影子妹:人這麼擠
[00:06:13.440 --> 00:06:14.440]  主持人:人這麼擠
[00:06:14.440 --> 00:06:16.440]  影子妹:在談戀愛的時候
[00:06:16.440 --> 00:06:17.440]  主持人:在談戀愛的時候
[00:06:17.440 --> 00:06:20.440]  影子妹:甚至在崇拜的時候都有機會生氣
[00:06:20.440 --> 00:06:23.440]  主持人:甚至在崇拜的時候都有機會生氣
[00:06:23.440 --> 00:06:24.440]  影子妹:人說得這麼差
[00:06:24.440 --> 00:06:26.440]  主持人:人說得這麼差
[00:06:26.440 --> 00:06:30.440]  影子妹:我們如果要控制怒火
[00:06:30.440 --> 00:06:31.440]  主持人:如果我們要控制怒火
[00:06:31.440 --> 00:06:35.440]  影子妹:才要認識和了解憤怒的根源在哪裡
[00:06:35.440 --> 00:06:38.440]  主持人:我們需要認識和了解憤怒的根源在哪裡
[00:06:38.440 --> 00:06:40.440]  影子妹:我們發脾氣的過程是怎麼樣呢
[00:06:40.440 --> 00:06:42.440]  主持人:我們發脾氣的過程是怎麼樣的呢
[00:06:42.440 --> 00:06:43.440]  影子妹:發脾氣是為了什麼呢
[00:06:43.440 --> 00:06:45.440]  主持人:發脾氣是為了什麼呢
[00:06:45.440 --> 00:06:47.440]  影子妹:我們如果明白多一點
[00:06:47.440 --> 00:06:48.440]  主持人:如果明白多一點
[00:06:48.440 --> 00:06:50.440]  影子妹:我們可以好好地處理我們的怒氣
[00:06:50.440 --> 00:06:52.440]  主持人:我們就可以好好地處理我們的怒氣
[00:06:52.440 --> 00:06:54.440]  影子妹:憤怒是由兩部分組成的
[00:06:54.440 --> 00:06:55.440]  主持人:憤怒是由兩部分組成的
[00:06:55.440 --> 00:06:57.440]  影子妹:一個是我們內心的反應
[00:06:57.440 --> 00:06:58.440]  主持人:一個是我們內心的反應
[00:06:58.440 --> 00:07:01.440]  影子妹:另一個是外在相應的表現
[00:07:01.440 --> 00:07:04.440]  主持人:另外一個就是我們外在相應的表現
[00:07:04.440 --> 00:07:09.440]  影子妹:憤怒是人天生的情緒之一
[00:07:09.440 --> 00:07:12.440]  主持人:憤怒是我們天生的一種情緒
[00:07:12.440 --> 00:07:15.440]  影子妹:是健全或者是正常的一個整體
[00:07:15.440 --> 00:07:18.440]  主持人:是健全或者是正常的一個整體
[00:07:18.440 --> 00:07:20.440]  影子妹:所以是正常的
[00:07:20.440 --> 00:07:21.440]  主持人:是很正常的
[00:07:21.440 --> 00:07:23.440]  影子妹:只不過是為了保護我們
[00:07:23.440 --> 00:07:25.440]  主持人:憤怒也是為了保護我們
[00:07:25.440 --> 00:07:27.440]  影子妹:當我們身體受苦
[00:07:27.440 --> 00:07:28.440]  主持人:當我們身體受苦
[00:07:28.440 --> 00:07:30.440]  影子妹:當我們覺得痛楚
[00:07:30.440 --> 00:07:31.440]  主持人:當我們覺得痛楚
[00:07:31.440 --> 00:07:33.440]  影子妹:痛楚是一個訊息
[00:07:33.440 --> 00:07:34.440]  主持人:痛楚是一個訊號
[00:07:34.440 --> 00:07:36.440]  影子妹:告訴我們我們身體受了傷害
[00:07:36.440 --> 00:07:38.440]  主持人:告訴我們我們身體受了傷害
[00:07:38.440 --> 00:07:41.440]  影子妹:同樣當我們的感情或者感受受到傷害
[00:07:41.440 --> 00:07:44.440]  主持人:同樣當我們的感情或者感受受到傷害的時候
[00:07:44.440 --> 00:07:45.440]  影子妹:我們都會發脾氣的
[00:07:45.440 --> 00:07:46.440]  主持人:我們都會發脾氣的
[00:07:46.440 --> 00:07:48.440]  影子妹:憤怒是一個訊息
[00:07:48.440 --> 00:07:49.440]  主持人:憤怒是一個訊息
[00:07:49.440 --> 00:07:52.440]  影子妹:告訴我們我們感情或者情緒受了傷害
[00:07:52.440 --> 00:07:55.440]  主持人:告訴我們我們感情或者情緒受了傷害
[00:07:55.440 --> 00:07:57.440]  影子妹:有一個家庭的溝通出現了問題
[00:07:57.440 --> 00:07:59.440]  主持人:有一個家庭的溝通出現了問題
[00:07:59.440 --> 00:08:02.440]  影子妹:一對夫婦和她的兒子來我家裡吃飯
[00:08:02.440 --> 00:08:06.440]  主持人:這一對夫婦和她的兒子就來到我家裡吃飯
[00:08:06.440 --> 00:08:08.440]  影子妹:進到我家裡的時候
[00:08:08.440 --> 00:08:09.440]  主持人:進到我家裡的時候
[00:08:09.440 --> 00:08:11.440]  影子妹:她的兒子充滿了殺氣
[00:08:11.440 --> 00:08:14.440]  主持人:她的兒子充滿了殺氣
[00:08:14.440 --> 00:08:15.440]  影子妹:我身為主人
[00:08:15.440 --> 00:08:16.440]  主持人:我身為主人
[00:08:16.440 --> 00:08:18.440]  影子妹:在整餐飯裡面不停地討好她
[00:08:18.440 --> 00:08:20.440]  主持人:在整餐飯裡面不停地討好她
[00:08:20.440 --> 00:08:22.440]  影子妹:拼命地跟她聊天
[00:08:22.440 --> 00:08:23.440]  主持人:拼命地跟她聊天
[00:08:23.440 --> 00:08:25.440]  影子妹:讓她的情緒穩定一點
[00:08:25.440 --> 00:08:27.440]  主持人:讓她的情緒穩定一點
[00:08:27.440 --> 00:08:29.440]  影子妹:跟她吃完飯之後
[00:08:29.440 --> 00:08:30.440]  主持人:跟她吃完飯之後
[00:08:30.440 --> 00:08:33.440]  影子妹:開始聊天
[00:08:33.440 --> 00:08:34.440]  主持人:開始聊天
[00:08:34.440 --> 00:08:35.440]  影子妹:她開始很激動
[00:08:35.440 --> 00:08:36.440]  主持人:她開始很激動
[00:08:36.440 --> 00:08:41.440]  影子妹:我一直跟她說平心靜氣
[00:08:41.440 --> 00:08:45.440]  影子妹:後來我表示叫她父母離開
[00:08:45.440 --> 00:08:47.440]  主持人:後來我表示叫她父母離開
[00:08:47.440 --> 00:08:49.440]  影子妹:我單獨跟她聊天
[00:08:49.440 --> 00:08:50.440]  主持人:我單獨跟她聊天
[00:08:50.440 --> 00:08:51.440]  影子妹:我問她為什麼
[00:08:51.440 --> 00:08:52.440]  主持人:我問她為什麼
[00:08:52.440 --> 00:08:53.440]  影子妹:是不是心裡好痛
[00:08:53.440 --> 00:08:54.440]  主持人:是不是心裡好痛
[00:08:54.440 --> 00:08:55.440]  影子妹:是不是覺得別人不明白你
[00:08:55.440 --> 00:08:57.440]  主持人:是不是覺得別人不明白你
[00:08:57.440 --> 00:08:58.440]  影子妹:她就開始哭
[00:08:58.440 --> 00:08:59.440]  主持人:她就開始哭
[00:08:59.440 --> 00:09:00.440]  影子妹:她覺得很受委屈
[00:09:00.440 --> 00:09:01.440]  主持人:她覺得很受委屈
[00:09:01.440 --> 00:09:03.440]  影子妹:於是她終日在家裡發脾氣
[00:09:03.440 --> 00:09:06.440]  影子妹:於是她整天在家裡發脾氣
[00:09:06.440 --> 00:09:07.440]  影子妹:憤怒其實是一個訊息
[00:09:07.440 --> 00:09:08.440]  主持人:憤怒其實是一個訊號
[00:09:08.440 --> 00:09:13.440]  影子妹:提醒我們需要正視和處理我們所受的損傷
[00:09:13.440 --> 00:09:15.440]  主持人:提醒我們需要正視和處理我們所受的損傷
[00:09:15.440 --> 00:09:17.440]  影子妹:發脾氣本身沒有什麼不妥
[00:09:17.440 --> 00:09:19.440]  主持人:發脾氣本身沒有什麼不妥
[00:09:19.440 --> 00:09:24.440]  影子妹:但是我們要小心控制相應的表現
[00:09:24.440 --> 00:09:28.440]  主持人:但是我們要小心控制相應的表現
[00:09:28.440 --> 00:09:30.440]  影子妹:因為憤怒這種情緒
[00:09:30.440 --> 00:09:31.440]  主持人:因為憤怒這種情緒
[00:09:31.440 --> 00:09:32.440]  影子妹:有時候好像一個炸彈
[00:09:32.440 --> 00:09:33.440]  主持人:有時候好像一個炸彈
[00:09:33.440 --> 00:09:34.440]  影子妹:一發不可收拾
[00:09:34.440 --> 00:09:35.440]  主持人:一發不可收拾
[00:09:35.440 --> 00:09:37.440]  影子妹:我們很容易傷害到自己
[00:09:37.440 --> 00:09:39.440]  主持人:我們很容易傷害到自己
[00:09:39.440 --> 00:09:40.440]  影子妹:傷害別人
[00:09:40.440 --> 00:09:41.440]  主持人:傷害別人
[00:09:41.440 --> 00:09:42.440]  影子妹:說出一些愚蠢的話
[00:09:42.440 --> 00:09:44.440]  主持人:說出一些愚蠢的話
[00:09:44.440 --> 00:09:45.440]  影子妹:做出一些愚蠢的事
[00:09:45.440 --> 00:09:46.440]  主持人:做出一些愚蠢的事
[00:09:46.440 --> 00:09:47.440]  影子妹:甚至犯罪
[00:09:47.440 --> 00:09:48.440]  主持人:甚至犯罪
[00:09:48.440 --> 00:09:50.440]  影子妹:所以傳道書七章九節說
[00:09:50.440 --> 00:09:52.440]  主持人:所以傳道書七章九節說
[00:09:52.440 --> 00:10:05.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:05.440 --> 00:10:07.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:07.440 --> 00:10:08.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:08.440 --> 00:10:09.440]  主持人:他老弄存在愚昧人的懷中
[00:10:09.440 --> 00:10:10.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:10.440 --> 00:10:11.440]  主持人:他老弄存在愚昧人的懷中
[00:10:11.440 --> 00:10:12.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:12.440 --> 00:10:13.440]  主持人:他老弄存在愚昧人的懷中
[00:10:13.440 --> 00:10:14.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:14.440 --> 00:10:15.440]  主持人:他老弄存在愚昧人的懷中
[00:10:15.440 --> 00:10:23.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:23.440 --> 00:10:24.440]  主持人:他老弄存在愚昧人的懷中
[00:10:24.440 --> 00:10:25.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:25.440 --> 00:10:26.440]  主持人:他老弄存在愚昧人的懷中
[00:10:26.440 --> 00:10:27.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:27.440 --> 00:10:28.440]  主持人:他老弄存在愚昧人的懷中
[00:10:28.440 --> 00:10:29.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:29.440 --> 00:10:30.440]  主持人:他老弄存在愚昧人的懷中
[00:10:30.440 --> 00:10:31.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:31.440 --> 00:10:32.440]  主持人:他老弄存在愚昧人的懷中
[00:10:32.440 --> 00:10:46.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:46.440 --> 00:10:47.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:47.440 --> 00:10:48.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:48.440 --> 00:10:49.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:49.440 --> 00:10:50.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:50.440 --> 00:10:51.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:51.440 --> 00:10:52.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:52.440 --> 00:10:53.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:53.440 --> 00:10:54.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:54.440 --> 00:10:55.440]  影子妹:他老弄存在愚昧人的懷中
[00:10:55.440 --> 00:11:02.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:02.440 --> 00:11:03.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:03.440 --> 00:11:04.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:04.440 --> 00:11:05.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:05.440 --> 00:11:06.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:06.440 --> 00:11:07.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:07.440 --> 00:11:08.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:08.440 --> 00:11:09.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:09.440 --> 00:11:10.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:10.440 --> 00:11:11.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:11.440 --> 00:11:26.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:41.440 --> 00:11:52.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:52.440 --> 00:11:53.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:53.440 --> 00:11:54.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:54.440 --> 00:11:55.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:55.440 --> 00:11:56.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:56.440 --> 00:11:57.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:57.440 --> 00:11:58.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:58.440 --> 00:11:59.440]  影子妹:他老弄存在愚昧人的懷中
[00:11:59.440 --> 00:12:00.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:00.440 --> 00:12:01.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:01.440 --> 00:12:12.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:12.440 --> 00:12:13.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:13.440 --> 00:12:14.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:14.440 --> 00:12:15.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:15.440 --> 00:12:16.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:16.440 --> 00:12:17.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:17.440 --> 00:12:18.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:18.440 --> 00:12:19.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:19.440 --> 00:12:20.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:20.440 --> 00:12:21.440]  影子妹:他老弄存在愚昧人的懷中
[00:12:21.440 --> 00:12:31.440]  影子妹:他老弄存在愚昧人的懷中
