
[00:00:00.000 --> 00:00:02.100]  感謝讚美主讓我們低頭禱告
[00:00:02.100 --> 00:00:07.900]  天父主耶穌聖靈擺飾我們用感恩的心來到你面前
[00:00:07.900 --> 00:00:10.500]  主啊你是偉大奇妙的神
[00:00:10.500 --> 00:00:12.700]  主你創造宇宙萬物
[00:00:12.700 --> 00:00:14.800]  我們也是你所造的
[00:00:14.800 --> 00:00:17.000]  主你為我們生 你為我們死
[00:00:17.000 --> 00:00:18.800]  若是你沒有為我們復活
[00:00:18.800 --> 00:00:20.200]  你沒有為我們再來
[00:00:20.200 --> 00:00:22.400]  我們信的就太有限了
[00:00:22.400 --> 00:00:24.200]  所以說我們感謝讚美你
[00:00:24.200 --> 00:00:26.600]  謝謝你今天我們弟兄姊妹
[00:00:26.600 --> 00:00:28.900]  再一次的來到主你的面前
[00:00:28.900 --> 00:00:31.600]  我們來學習主你的復活
[00:00:31.600 --> 00:00:33.700]  我們要知道你的復活
[00:00:33.700 --> 00:00:36.700]  能為我們帶來什麼樣的能力和祝福
[00:00:36.700 --> 00:00:38.300]  主啊與我們同在
[00:00:38.300 --> 00:00:40.800]  開我們心中的眼睛和耳朵
[00:00:40.800 --> 00:00:43.200]  讓我們能夠真實的遇見你
[00:00:43.200 --> 00:00:44.500]  謝謝你主的書
[00:00:44.500 --> 00:00:47.300]  我們禱告奉耶穌基督的名求
[00:00:47.300 --> 00:00:48.600]  Amen
[00:00:48.600 --> 00:00:49.400]  親愛的弟兄姊妹
[00:00:49.400 --> 00:00:51.600]  我不曉得你們有沒有感覺到
[00:00:51.600 --> 00:00:53.900]  我們現在所處的這個時間
[00:00:53.900 --> 00:00:57.400]  這個世代是一個末後的世代
[00:00:57.400 --> 00:00:59.200]  是一個很末後的世代
[00:00:59.200 --> 00:01:01.400]  上個主日在我們愛宴的時候
[00:01:01.400 --> 00:01:04.900]  我就跟一些弟兄姊妹大家在談
[00:01:04.900 --> 00:01:06.600]  談信耶穌
[00:01:06.600 --> 00:01:07.800]  我說信耶穌
[00:01:07.800 --> 00:01:10.200]  其實不是一件很困難的事情
[00:01:10.200 --> 00:01:10.900]  為什麼
[00:01:10.900 --> 00:01:16.200]  因為耶穌是福音
[00:01:16.200 --> 00:01:20.200]  而且耶穌是荒漠中的甘雪
[00:01:20.200 --> 00:01:22.600]  耶穌是我們隨時的幫助
[00:01:22.600 --> 00:01:25.400]  而且耶穌是真讚美的代表
[00:01:25.400 --> 00:01:26.800]  所以要信耶穌
[00:01:26.800 --> 00:01:30.000]  其實我覺得為什麼不信
[00:01:30.000 --> 00:01:31.400]  為什麼這麼好的東西
[00:01:31.400 --> 00:01:32.700]  為什麼不信
[00:01:32.700 --> 00:01:35.300]  但是你信了耶穌之後
[00:01:35.300 --> 00:01:39.200]  你要能夠堅持愛主跟隨主
[00:01:39.200 --> 00:01:40.500]  卻不多
[00:01:40.500 --> 00:01:42.000]  也很困難
[00:01:42.000 --> 00:01:44.400]  我記得我剛搬到西雅圖來的時候
[00:01:44.400 --> 00:01:45.900]  我認識一個姐妹
[00:01:45.900 --> 00:01:48.800]  然後這個姐妹她是從中國來的
[00:01:48.800 --> 00:01:51.100]  而且她在中國的時候
[00:01:51.100 --> 00:01:53.500]  也經過不少的苦難
[00:01:53.500 --> 00:01:57.100]  那個時候她還在我們家附近的
[00:01:57.100 --> 00:01:58.800]  一個叫做三一神學院
[00:01:58.800 --> 00:02:00.300]  她在那邊讀神學
[00:02:00.300 --> 00:02:02.200]  那我講這些的意思就是說
[00:02:02.200 --> 00:02:04.600]  這個姐妹她是一個很認真的基督徒
[00:02:04.600 --> 00:02:05.000]  對不對
[00:02:05.000 --> 00:02:06.700]  一定是很認真的基督徒
[00:02:06.700 --> 00:02:08.600]  她才會要去讀神學院
[00:02:08.600 --> 00:02:09.400]  是不是
[00:02:09.400 --> 00:02:11.400]  可是後來等到我們
[00:02:11.400 --> 00:02:13.600]  我跟牧師兩個人我們全職了以後
[00:02:13.600 --> 00:02:15.300]  有一次我在路上碰到她
[00:02:15.300 --> 00:02:17.300]  她看到我她就說
[00:02:17.300 --> 00:02:19.800]  你還不累啊
[00:02:19.800 --> 00:02:21.100]  她這樣問我
[00:02:21.100 --> 00:02:21.600]  你還不累
[00:02:21.600 --> 00:02:24.600]  她的意思是說你幹嘛還那麼熱心
[00:02:24.600 --> 00:02:27.100]  她可能她自己已經有一點累了
[00:02:27.100 --> 00:02:28.200]  退後了
[00:02:28.200 --> 00:02:30.500]  那所以呢
[00:02:30.500 --> 00:02:32.400]  我去看
[00:02:32.400 --> 00:02:36.600]  這幾年在我們性外交會聚會的人是不少
[00:02:36.600 --> 00:02:40.300]  而且在我們性外交會受洗的也不少
[00:02:40.300 --> 00:02:43.000]  可是能夠堅持下來的
[00:02:43.000 --> 00:02:46.400]  實在蠻不一樣的
[00:02:46.400 --> 00:02:50.100]  而且今年因著不同的原因
[00:02:50.100 --> 00:02:53.600]  在今年初我們教會組了一批的人
[00:02:53.600 --> 00:02:55.000]  那但是呢
[00:02:55.000 --> 00:02:57.600]  雖然有一個很大的震動
[00:02:57.600 --> 00:03:01.200]  但是我看到神看顧
[00:03:01.200 --> 00:03:04.800]  我們很快的那個理事會就建立了
[00:03:04.800 --> 00:03:06.900]  然後禱告會也很堅定
[00:03:06.900 --> 00:03:08.700]  我們現在我們禱告會
[00:03:08.700 --> 00:03:11.300]  雖然也是剛開始之後很多
[00:03:11.300 --> 00:03:12.700]  然後慢慢慢慢
[00:03:12.700 --> 00:03:13.900]  Calm一點
[00:03:13.900 --> 00:03:16.400]  但是那個禱告的那個火很旺
[00:03:16.400 --> 00:03:17.300]  很感謝主
[00:03:17.300 --> 00:03:20.400]  我們就一起都一起在禱告
[00:03:20.400 --> 00:03:21.000]  所以呢
[00:03:21.000 --> 00:03:26.000]  我們教會目前也在是朝一個穩定的階段在走
[00:03:26.000 --> 00:03:26.900]  感謝主
[00:03:26.900 --> 00:03:32.200]  那還是需要一段的修復的旅程
[00:03:32.200 --> 00:03:32.900]  所以弟兄姊妹
[00:03:32.900 --> 00:03:35.600]  我們一步一步的慢慢的來走
[00:03:35.600 --> 00:03:36.100]  所以呢
[00:03:36.100 --> 00:03:38.300]  我希望我今天的信息
[00:03:38.300 --> 00:03:41.900]  今天的信息能夠打開我們心中的眼睛
[00:03:41.900 --> 00:03:45.300]  讓我們能夠看見耶穌基督
[00:03:45.300 --> 00:03:48.600]  是我們生命中唯一的盼望
[00:03:48.600 --> 00:03:50.400]  所以呢
[00:03:50.400 --> 00:03:52.200]  我們信耶穌
[00:03:52.200 --> 00:03:54.200]  我們要信得清楚
[00:03:54.200 --> 00:03:55.400]  我們信耶穌
[00:03:55.400 --> 00:03:57.800]  我們要知道我們在信什麼
[00:03:57.800 --> 00:03:59.600]  我們到底在信什麼
[00:03:59.600 --> 00:04:02.400]  所以我常常看到在我們禱告會裡面
[00:04:02.400 --> 00:04:04.900]  我們弟兄姊妹都好火熱
[00:04:04.900 --> 00:04:07.400]  很竭力的在那邊哭求
[00:04:07.400 --> 00:04:09.000]  主啊主啊
[00:04:09.000 --> 00:04:11.100]  幫助我們更努力的服侍你
[00:04:11.100 --> 00:04:11.800]  主啊主啊
[00:04:11.800 --> 00:04:13.600]  赦免我們的不足不夠
[00:04:13.600 --> 00:04:16.300]  主啊我們教會裡面還有什麼破口
[00:04:16.300 --> 00:04:18.200]  求你來遮蓋
[00:04:18.200 --> 00:04:19.200]  大家都很認真
[00:04:19.200 --> 00:04:21.600]  我們大家不知不覺的
[00:04:21.600 --> 00:04:25.400]  就把這個教會都扛在我們自己的肩膀上面
[00:04:25.400 --> 00:04:29.900]  所以其實耶穌基督是我們唯一的答案
[00:04:29.900 --> 00:04:33.700]  我們就真的是要把問題
[00:04:33.700 --> 00:04:35.900]  我們問題在哪裡
[00:04:35.900 --> 00:04:37.400]  為什麼人不火熱
[00:04:37.400 --> 00:04:39.900]  這個問題我們把它找出來
[00:04:39.900 --> 00:04:43.000]  那哥林多前書十五章
[00:04:43.000 --> 00:04:45.400]  剛才我們讀前面後面的經文
[00:04:45.400 --> 00:04:47.600]  你加起來就一開始的時候
[00:04:47.600 --> 00:04:50.500]  他就在跟我們講全輩的福音
[00:04:50.500 --> 00:04:52.700]  全輩的什麼叫做全輩的福音
[00:04:52.700 --> 00:04:54.400]  全輩的福音的就是說
[00:04:54.400 --> 00:04:57.100]  像在他他聖經裡面你去看
[00:04:57.100 --> 00:04:58.900]  他就講說
[00:04:58.900 --> 00:05:02.000]  基督照著聖經所說
[00:05:02.000 --> 00:05:03.800]  為我們的罪死了
[00:05:03.800 --> 00:05:05.300]  而且埋葬了
[00:05:05.300 --> 00:05:06.800]  又如聖經所說
[00:05:06.800 --> 00:05:09.300]  三天之後為我們復活了
[00:05:09.300 --> 00:05:11.100]  這是全輩的福音
[00:05:11.100 --> 00:05:13.200]  全輩的福音
[00:05:13.200 --> 00:05:15.300]  保羅當然我們知道
[00:05:15.300 --> 00:05:17.000]  哥林多前書十五章
[00:05:17.000 --> 00:05:19.000]  哥林多前書就是保羅寫的
[00:05:19.000 --> 00:05:21.300]  那保羅他接著他就講到他自己了
[00:05:21.300 --> 00:05:24.200]  他說我是使徒中最小的
[00:05:24.200 --> 00:05:26.800]  而且我以前是破壞教會的
[00:05:26.800 --> 00:05:28.300]  而且是
[00:05:28.300 --> 00:05:30.900]  但是在大馬社的路上
[00:05:30.900 --> 00:05:32.300]  遇見了那個大光
[00:05:32.300 --> 00:05:33.900]  就是我們的耶穌
[00:05:33.900 --> 00:05:37.200]  所以又因著有一個使徒亞瑪尼亞
[00:05:37.200 --> 00:05:38.400]  去為他禱告
[00:05:38.400 --> 00:05:41.400]  他眼睛上的靈片掉下來之後
[00:05:41.400 --> 00:05:43.300]  保羅就蒙了恩典
[00:05:43.300 --> 00:05:45.200]  經歷了主的復活
[00:05:45.200 --> 00:05:47.500]  經歷了主復活的能力
[00:05:47.500 --> 00:05:48.900]  保羅在那個時候
[00:05:48.900 --> 00:05:49.800]  所以他說
[00:05:49.800 --> 00:05:53.100]  他說我今日成了何等的人
[00:05:53.100 --> 00:05:55.000]  我以前是一個破壞教會的
[00:05:55.000 --> 00:05:57.700]  但是我今日成了何等的人
[00:05:57.700 --> 00:06:02.000]  一下子就如未到產難而生的早產兒
[00:06:02.000 --> 00:06:04.400]  這句話這三個字是我自己加的
[00:06:04.400 --> 00:06:06.200]  他是一個好像還沒有到時間
[00:06:06.200 --> 00:06:08.000]  就生下來的早產兒
[00:06:08.000 --> 00:06:10.900]  但是他這樣子的蒙恩之後
[00:06:10.900 --> 00:06:13.100]  他就開始轉變
[00:06:13.100 --> 00:06:18.500]  就是因為他遇見了復活的主
[00:06:18.500 --> 00:06:21.500]  所以他就能夠一生為主
