
[00:00:00.000 --> 00:00:04.200]  我和大家分享的題目幸好沒有國語翻譯
[00:00:04.200 --> 00:00:06.360]  因為如果用國語翻譯就失驚無神
[00:00:06.360 --> 00:00:08.160]  我真的不知道怎麼翻譯
[00:00:08.160 --> 00:00:10.620]  這是很廣東話的一句話
[00:00:10.620 --> 00:00:12.480]  告訴大家
[00:00:12.480 --> 00:00:15.540]  當然還有另外一個體會
[00:00:15.540 --> 00:00:17.140]  教會
[00:00:17.140 --> 00:00:19.580]  我想每一個愛教會的弟兄姊妹
[00:00:19.580 --> 00:00:22.200]  都很想教會有好的成長
[00:00:22.200 --> 00:00:28.080]  如果要比利利大去描繪一幅教會的美麗的圖畫
[00:00:28.080 --> 00:00:31.680]  你期望教會是怎樣呢?
[00:00:31.680 --> 00:00:34.260]  如果我們知道當耶穌基督復活之後
[00:00:34.260 --> 00:00:35.480]  在五旬節的時候
[00:00:35.480 --> 00:00:36.340]  聖靈降臨
[00:00:36.340 --> 00:00:38.400]  於是建立了教會
[00:00:38.400 --> 00:00:40.920]  但是你記住當時的教會
[00:00:40.920 --> 00:00:46.360]  他們是沒有一個座堂式的地方讓你聚會
[00:00:46.360 --> 00:00:50.240]  甚至很可能連會堂都不能進去
[00:00:50.240 --> 00:00:53.700]  他們只是在家庭裏面聚會
[00:00:53.700 --> 00:00:56.080]  但是在客觀的環境裏面
[00:00:56.080 --> 00:00:59.640]  政府對這個新興的宗教
[00:00:59.640 --> 00:01:01.340]  他們是解釋不清楚的
[00:01:01.340 --> 00:01:03.340]  他們會接受猶太教
[00:01:03.340 --> 00:01:06.840]  但是主耶穌復活的時候
[00:01:06.840 --> 00:01:09.960]  連基本人體都不接受這個信仰
[00:01:09.960 --> 00:01:14.720]  所以他們就被視為一個異端
[00:01:14.720 --> 00:01:17.320]  但是最大的問題就是被人誣衊
[00:01:17.320 --> 00:01:20.600]  因為他們在家裏面會有聖餐
[00:01:20.600 --> 00:01:24.520]  聖餐就是抹餅和喝葡萄汁
[00:01:24.520 --> 00:01:27.740]  記不記得耶穌說過這是我的身體為你們抹開的
[00:01:27.740 --> 00:01:30.120]  這是我的血為你們流出
[00:01:30.120 --> 00:01:32.880]  你們如此人為的是要紀念我
[00:01:32.880 --> 00:01:36.520]  但是人們傳著傳著就說這些人
[00:01:36.520 --> 00:01:38.280]  吃人肉
[00:01:38.280 --> 00:01:39.600]  喝人血
[00:01:39.600 --> 00:01:42.120]  還有在當時的社會裏面
[00:01:42.120 --> 00:01:44.120]  女性的地位是很低的
[00:01:44.120 --> 00:01:46.720]  但是在教會裏面講求平等的
[00:01:46.720 --> 00:01:50.720]  所以男女之間可以一起去聚會
[00:01:50.720 --> 00:01:52.040]  接著又被人誣衊
[00:01:52.040 --> 00:01:54.840]  他們在道德上會有偏差
[00:01:54.840 --> 00:01:59.040]  很多的謠言針對這班剛剛建立教會的人
[00:01:59.040 --> 00:02:01.840]  所以政府就來迫害他們
[00:02:01.840 --> 00:02:04.640]  如果我們看回歷史裏面
[00:02:04.640 --> 00:02:06.640]  記載是很清楚的
[00:02:06.640 --> 00:02:10.840]  是有十次政府大規模的迫害基督徒
[00:02:10.840 --> 00:02:14.840]  但是這班基督徒仍然有非常好的表現
[00:02:14.840 --> 00:02:16.440]  是很值得我們欣賞
[00:02:16.440 --> 00:02:20.440]  是什麼因素令到他們有這麼好的表現呢?
[00:02:20.440 --> 00:02:23.240]  亦都是希望我們現在教會的學頭
[00:02:23.240 --> 00:02:24.840]  今晚我們要探討這件事
[00:02:24.840 --> 00:02:26.840]  可不可以先看一段經文
[00:02:26.840 --> 00:02:32.440]  就是司徒銜傳第二章的第四十一到四十七節
[00:02:32.440 --> 00:02:38.840]  我們一起來讀這一段聖經
[00:02:38.840 --> 00:02:42.440]  我們一起來讀出司徒銜傳第二章的四十一到四十七節
[00:02:51.440 --> 00:02:54.440]  遵守祀徒的教訓
[00:02:54.440 --> 00:02:57.440]  彼此交接 抹餅 祈禱
[00:02:57.440 --> 00:02:59.440]  眾人都懼怕
[00:02:59.440 --> 00:03:02.440]  司徒有行了許多祈示神蹟
[00:03:02.440 --> 00:03:06.440]  信的人都在一處 繁物公用
[00:03:06.440 --> 00:03:09.440]  並且賣了田產 耕業
[00:03:09.440 --> 00:03:13.440]  照各人所需用的 分給各人
[00:03:13.440 --> 00:03:17.440]  他們天天同心合而行設地個地裡
[00:03:17.440 --> 00:03:20.440]  且在家中抹餅
[00:03:20.440 --> 00:03:23.440]  存著歡喜 誠實的心容伴
[00:03:23.440 --> 00:03:26.440]  讚美神 得眾民的喜愛
[00:03:26.440 --> 00:03:30.440]  主張得救的人 天天交給他們
[00:03:30.440 --> 00:03:34.440]  我相信每一個愛教會的弟兄姊妹或者目者
[00:03:34.440 --> 00:03:37.440]  你期不期望你現今所處的教會
[00:03:37.440 --> 00:03:39.440]  是有這種景況出現呢?
[00:03:39.440 --> 00:03:43.440]  我自己就真的不是很清楚
[00:03:43.440 --> 00:03:47.440]  一天之內門徒增加三千人
[00:03:47.440 --> 00:03:51.440]  那個栽培的模樣是怎樣的呢?
[00:03:51.440 --> 00:03:54.440]  現在我們英國很多的華人教會
[00:03:54.440 --> 00:03:56.440]  都面對著這個困境
[00:03:56.440 --> 00:03:59.440]  就是突然之間多了很多香港人
[00:03:59.440 --> 00:04:02.440]  那麽Nobel的教會甚至還要去
[00:04:02.440 --> 00:04:05.440]  換一間新的地方來聚會
[00:04:05.440 --> 00:04:07.440]  才可能承載到
[00:04:07.440 --> 00:04:10.440]  但是我很期望我們沒有多少人要聚會
[00:04:10.440 --> 00:04:12.440]  不斷有人不多
[00:04:12.440 --> 00:04:14.440]  但是當有人多了的時候
[00:04:14.440 --> 00:04:15.440]  我們出了一個問題
[00:04:15.440 --> 00:04:17.440]  就是我們怎樣去關心
[00:04:17.440 --> 00:04:18.440]  怎樣去栽培這些人
[00:04:18.440 --> 00:04:19.440]  但是你不要忘記
[00:04:19.440 --> 00:04:22.440]  一天之內可以多三千人
[00:04:22.440 --> 00:04:24.440]  但是我們的教會
[00:04:24.440 --> 00:04:26.440]  我不知道英國教會怎樣
[00:04:26.440 --> 00:04:29.440]  香港教會其實都實踐到部分的真理
[00:04:29.440 --> 00:04:31.440]  知道什麽是真理嗎?
[00:04:31.440 --> 00:04:33.440]  在這一段裏面
[00:04:33.440 --> 00:04:35.440]  就是凡物公用
[00:04:35.440 --> 00:04:38.440]  我們是很流行凡物公用的
[00:04:38.440 --> 00:04:40.440]  英國下雨就不用戴雨傘
[00:04:40.440 --> 00:04:42.440]  香港就不是的,都要戴雨傘
[00:04:42.440 --> 00:04:44.440]  那麽你戴了雨傘
[00:04:44.440 --> 00:04:45.440]  下雨的時候回教會
[00:04:45.440 --> 00:04:47.440]  我們在門口有些雨傘架
[00:04:47.440 --> 00:04:50.440]  那麽就會把雨傘都插在那裏
[00:04:50.440 --> 00:04:53.440]  但是散會的時候如果陽光普照
[00:04:53.440 --> 00:04:55.440]  那些人又忘記戴雨傘
[00:04:55.440 --> 00:04:56.440]  就是突然忘記帶走
[00:04:56.440 --> 00:04:59.440]  所以那個雨傘架裏面插了很多雨傘
[00:04:59.440 --> 00:05:01.440]  那麽他下一次聚會
[00:05:01.440 --> 00:05:04.440]  當他來的時候陽光普照
[00:05:04.440 --> 00:05:07.440]  但是他走的時候下雨
[00:05:07.440 --> 00:05:09.440]  發覺外面那些雨傘架
[00:05:09.440 --> 00:05:11.440]  他們就實踐著這個真理
[00:05:11.440 --> 00:05:13.440]  凡物公用
[00:05:13.440 --> 00:05:15.440]  那就拿走了
[00:05:15.440 --> 00:05:17.440]  雖然不是他的雨傘,他都拿走了
[00:05:17.440 --> 00:05:19.440]  那麽這個就是凡物公用
[00:05:19.440 --> 00:05:22.440]  那麽我們教會就有雪櫃
[00:05:22.440 --> 00:05:25.440]  有個地方給人吃東西
[00:05:25.440 --> 00:05:27.440]  那些人在那裏吃東西
[00:05:27.440 --> 00:05:29.440]  但是他們有時候都是凡物公用的
[00:05:29.440 --> 00:05:32.440]  那麽你放在雪櫃裏面的東西就沒有了
[00:05:32.440 --> 00:05:34.440]  所以有時候如果是我的東西
[00:05:34.440 --> 00:05:36.440]  我就很壞,寫著有毒
[00:05:36.440 --> 00:05:38.440]  那麽有時候看你敢不敢拿
[00:05:38.440 --> 00:05:41.440]  但是那些人都有時候夠膽死拿的
[00:05:41.440 --> 00:05:44.440]  那麽後來你又寫著牧師有毒
[00:05:44.440 --> 00:05:46.440]  那麽那些人就不太夠膽拿了
[00:05:46.440 --> 00:05:49.440]  因為怕牧師都是很骯髒
[00:05:49.440 --> 00:05:51.440]  但是真的可能有毒的
[00:05:51.440 --> 00:05:52.440]  就是這樣的時候
[00:05:52.440 --> 00:05:54.440]  這個就是凡物公用
[00:05:54.440 --> 00:05:56.440]  那麽還有一樣東西就是很大的感受
[00:05:56.440 --> 00:05:58.440]  我想在這個時候
[00:05:58.440 --> 00:06:01.440]  他們變賣他們自己的家業
[00:06:01.440 --> 00:06:05.440]  第二是做什麽?分級國營
[00:06:05.440 --> 00:06:08.440]  在香港來的弟兄姐妹
[00:06:08.440 --> 00:06:10.440]  大部份的人都會怎麽樣呢?
[00:06:10.440 --> 00:06:13.440]  都會賣了他們的物業
[00:06:13.440 --> 00:06:15.440]  然後放過來的
[00:06:15.440 --> 00:06:18.440]  那麽暫時他們都要有一定的財富
[00:06:18.440 --> 00:06:20.440]  但是你又留意到
[00:06:20.440 --> 00:06:23.440]  雖然香港的弟兄姐妹加入了教會
[00:06:23.440 --> 00:06:27.440]  但是教會又不是非常多奉獻的
[00:06:27.440 --> 00:06:29.440]  甚至那個奉獻沒怎麽增加
[00:06:29.440 --> 00:06:31.440]  但是那個支出就增加很多了
[00:06:31.440 --> 00:06:32.440]  這個是一個很大的壓力
[00:06:32.440 --> 00:06:34.440]  對當地的教會
[00:06:34.440 --> 00:06:35.440]  那麽我都會體諒
[00:06:35.440 --> 00:06:38.440]  因為他們剛剛來到的時候還沒找到工作
[00:06:38.440 --> 00:06:39.440]  支出很多
[00:06:39.440 --> 00:06:41.440]  那麽所以未必會有所奉獻
[00:06:41.440 --> 00:06:43.440]  因為他們根本就沒有收入
[00:06:43.440 --> 00:06:46.440]  但是我仍然回來崇拜
[00:06:46.440 --> 00:06:48.440]  就是需要有這個奉獻
[00:06:48.440 --> 00:06:51.440]  絕對不可以空著手朝見神
[00:06:51.440 --> 00:06:53.440]  剛剛在過去的永成聯談裏面
[00:06:53.440 --> 00:06:55.440]  就在講這件事
[00:06:55.440 --> 00:06:56.440]  我覺得很好
[00:06:56.440 --> 00:06:57.440]  有聽眾都問
[00:06:57.440 --> 00:06:59.440]  牧師你說讀出一部劇裏面
[00:06:59.440 --> 00:07:01.440]  說不可空著手朝見神
[00:07:01.440 --> 00:07:03.440]  這段經文在哪裏呢?
[00:07:03.440 --> 00:07:04.440]  在《分流年版》
[00:07:04.440 --> 00:07:05.440]  我已經回覆他了
[00:07:05.440 --> 00:07:07.440]  有兩段經文是列出來的
[00:07:07.440 --> 00:07:09.440]  就是我們敬拜神的時候
[00:07:09.440 --> 00:07:10.440]  崇拜的時候
[00:07:10.440 --> 00:07:12.440]  我們都應該要奉獻的
[00:07:12.440 --> 00:07:13.440]  但是可能他的稍微奉獻
[00:07:13.440 --> 00:07:15.440]  未必馬上擺上
[00:07:15.440 --> 00:07:17.440]  但是你不要忘記初期的教會
[00:07:17.440 --> 00:07:19.440]  他們奠埋了他們的田產
[00:07:19.440 --> 00:07:22.440]  是分給各人
[00:07:22.440 --> 00:07:25.440]  然後天天同心合意的
[00:07:25.440 --> 00:07:27.440]  來在店裏面
[00:07:27.440 --> 00:07:29.440]  或者在家裏面擦餅
[00:07:29.440 --> 00:07:30.440]  親近神
[00:07:30.440 --> 00:07:32.440]  一齊來分享
[00:07:32.440 --> 00:07:34.440]  亦因為有好的見證
[00:07:34.440 --> 00:07:36.440]  其他人都很欣賞他們
[00:07:36.440 --> 00:07:39.440]  如果教會在這個困難的環境裏面
[00:07:39.440 --> 00:07:41.440]  有好的進展
[00:07:41.440 --> 00:07:43.440]  我們都很渴望
[00:07:43.440 --> 00:07:45.440]  為甚麼會有這個因素呢?
[00:07:45.440 --> 00:07:47.440]  其中一個因素是
[00:07:47.440 --> 00:07:50.440]  現在我們分流了
[00:07:50.440 --> 00:07:53.440]  這是甚麼因素呢?
[00:07:53.440 --> 00:07:55.440]  在這裏看到
[00:07:55.440 --> 00:07:56.440]  還有就是
[00:07:56.440 --> 00:07:58.440]  如果沒有了這句說話
[00:07:58.440 --> 00:08:01.440]  反而是很順的
[00:08:01.440 --> 00:08:05.440]  但有些說話反而不是那麼順
[00:08:05.440 --> 00:08:06.440]  聽到哪個字嗎?
[00:08:06.440 --> 00:08:08.440]  原來就是
[00:08:08.440 --> 00:08:11.440]  眾人都懼怕
[00:08:11.440 --> 00:08:12.440]  大家不要留意
[00:08:12.440 --> 00:08:15.440]  他們彼此交接擦餅祈禱
[00:08:15.440 --> 00:08:17.440]  仕途又行了很多奇事神蹟
[00:08:17.440 --> 00:08:19.440]  信的人都在一處
[00:08:19.440 --> 00:08:21.440]  是不是很順啊?
[00:08:21.440 --> 00:08:23.440]  反而多了這一句
[00:08:23.440 --> 00:08:26.440]  信徒都懼怕呢?
[00:08:26.440 --> 00:08:29.440]  究竟是甚麼意思呢?
[00:08:29.440 --> 00:08:31.440]  這個就是我們今天華人教會裏面
[00:08:31.440 --> 00:08:33.440]  很忽略的一件事
[00:08:33.440 --> 00:08:37.440]  就是我們忽略了對神的那種驚懼
[00:08:37.440 --> 00:08:40.440]  今天如果我們作為一個基督徒
[00:08:40.440 --> 00:08:43.440]  我們來對神沒有了懼怕的心
[00:08:43.440 --> 00:08:47.440]  原來我們就不會得到神的祝福
[00:08:47.440 --> 00:08:51.440]  我們不會有那個成長
[00:08:51.440 --> 00:08:54.440]  究竟我們懼怕甚麼呢?
[00:08:54.440 --> 00:08:56.440]  有兩方面
[00:08:56.440 --> 00:08:57.440]  第一
[00:08:57.440 --> 00:09:01.440]  就是他們真的懼怕當時的反對勢力
[00:09:01.440 --> 00:09:04.440]  你有沒有留意到其實很不幸的
[00:09:04.440 --> 00:09:06.440]  當時針對他們的是甚麼呢?
[00:09:06.440 --> 00:09:08.440]  是自己的同胞
[00:09:08.440 --> 00:09:13.440]  就是那班不肯接受耶穌的彌賽的猶太人
[00:09:13.440 --> 00:09:16.440]  甚至他們真的勾結外國勢力
[00:09:16.440 --> 00:09:18.440]  他們連帶出賣自己的同胞
[00:09:18.440 --> 00:09:22.440]  再向羅馬政府去投訴
[00:09:22.440 --> 00:09:25.440]  就鼓勵甚至給壓力羅馬政府
[00:09:25.440 --> 00:09:28.440]  去迫害那班基督徒
[00:09:28.440 --> 00:09:30.440]  如果大家知道的時候
[00:09:30.440 --> 00:09:33.440]  他們初期教會的人
[00:09:33.440 --> 00:09:35.440]  是受著迫害
[00:09:35.440 --> 00:09:36.440]  坐牢
[00:09:36.440 --> 00:09:37.440]  被鞭打
[00:09:37.440 --> 00:09:39.440]  被傷害
[00:09:39.440 --> 00:09:41.440]  如果我們有讀希伯來書的時候
[00:09:41.440 --> 00:09:42.440]  你就會見到
[00:09:42.440 --> 00:09:44.440]  希伯來書裏面特別講信心的偉人
[00:09:44.440 --> 00:09:45.440]  裏面是怎樣呢?
[00:09:45.440 --> 00:09:48.440]  他說那些基督徒是被人披著羊皮
[00:09:48.440 --> 00:09:49.440]  扔到獅子坑裏面
[00:09:49.440 --> 00:09:51.440]  就被人縱容去看表演
[00:09:51.440 --> 00:09:53.440]  被獅子帶去咬死
[00:09:53.440 --> 00:09:55.440]  他們要來迫害
[00:09:55.440 --> 00:09:56.440]  被迫害的時候
[00:09:56.440 --> 00:09:58.440]  我們要四處流亡
[00:09:58.440 --> 00:10:00.440]  如果你去過土耳其的時候
[00:10:00.440 --> 00:10:01.440]  有個地方叫奇石區
[00:10:01.440 --> 00:10:03.440]  在那裏的時候
[00:10:03.440 --> 00:10:06.440]  我們當年就是住在這些山洞裏面
[00:10:06.440 --> 00:10:08.440]  他們白天不敢煮東西吃
[00:10:08.440 --> 00:10:09.440]  要晚上才煮東西吃
[00:10:09.440 --> 00:10:11.440]  因為怕那些煙
[00:10:11.440 --> 00:10:13.440]  一路上升的時候
[00:10:13.440 --> 00:10:15.440]  就被人發現了
[00:10:15.440 --> 00:10:16.440]  去土耳其的時候
[00:10:16.440 --> 00:10:19.440]  我們一定會去參觀這些山洞
[00:10:19.440 --> 00:10:22.440]  原來裏面是有敬拜神的地方
[00:10:22.440 --> 00:10:23.440]  絕對不是坐在這裏的
[00:10:23.440 --> 00:10:24.440]  沒有椅子坐的
[00:10:24.440 --> 00:10:27.440]  他們是站在這裏來帶人去敬拜
[00:10:27.440 --> 00:10:28.440]  好了
[00:10:28.440 --> 00:10:29.440]  他們要講道
[00:10:29.440 --> 00:10:31.440]  師徒要講道的時候
[00:10:31.440 --> 00:10:32.440]  大家記不記得
[00:10:32.440 --> 00:10:35.440]  彼得是被捉拿的
[00:10:35.440 --> 00:10:37.440]  被恐嚇
[00:10:37.440 --> 00:10:38.440]  被警告
[00:10:38.440 --> 00:10:40.440]  不可以再去講道
[00:10:40.440 --> 00:10:41.440]  但是他都繼續出來
[00:10:41.440 --> 00:10:43.440]  帶人去講道
[00:10:43.440 --> 00:10:44.440]  我想問這裏當中
[00:10:44.440 --> 00:10:47.440]  這些是執事還是對手嗎?
[00:10:47.440 --> 00:10:49.440]  你們現在做執事很辛苦
[00:10:49.440 --> 00:10:52.440]  但是至少不用找命搏
[00:10:52.440 --> 00:10:55.440]  記不記得第一批的執事
[00:10:55.440 --> 00:10:56.440]  一個叫做什麼
[00:10:56.440 --> 00:10:58.440]  屍體犯Steven
[00:10:58.440 --> 00:11:01.440]  就是被恐龍帶隊
[00:11:01.440 --> 00:11:03.440]  活生生的
[00:11:03.440 --> 00:11:05.440]  被石頭扔死
[00:11:05.440 --> 00:11:07.440]  但是當時的宗教領袖
[00:11:07.440 --> 00:11:10.440]  竟然連十戒都沒有去遵守
[00:11:10.440 --> 00:11:11.440]  是給錢
[00:11:11.440 --> 00:11:13.440]  叫人去做什麼呢
[00:11:13.440 --> 00:11:16.440]  作假見證來誣衊屍體犯
[00:11:16.440 --> 00:11:18.440]  然後將他們打死
[00:11:18.440 --> 00:11:21.440]  然後聖經裏面記載第八章
[00:11:21.440 --> 00:11:22.440]  就是門徒
[00:11:22.440 --> 00:11:24.440]  就是因為教會被迫害的時候
[00:11:24.440 --> 00:11:26.440]  就四散奔逃
[00:11:26.440 --> 00:11:28.440]  但是神沒有責備他們
[00:11:28.440 --> 00:11:30.440]  沒有說他們怕死
[00:11:30.440 --> 00:11:33.440]  但是福音是因為他們四散奔逃
[00:11:33.440 --> 00:11:34.440]  而因為這樣緣故
[00:11:34.440 --> 00:11:36.440]  帶到不同的地方
[00:11:36.440 --> 00:11:38.440]  所以今天我們要離開
[00:11:38.440 --> 00:11:40.440]  我們自己想所屬的地方
[00:11:40.440 --> 00:11:42.440]  沒有說對與錯
