
[00:00:00.000 --> 00:00:03.160]  今天我會跟大家一起來看一個禱告
[00:00:03.160 --> 00:00:05.240]  在今年的七月開始
[00:00:05.240 --> 00:00:07.560]  我就會跟大家看《舊約》裡面的祈禱
[00:00:07.560 --> 00:00:09.840]  一個拓展領域的禱告
[00:00:09.840 --> 00:00:12.840]  《雅比斯》這個名字
[00:00:12.840 --> 00:00:15.720]  如果不是有一本書叫《雅比斯的禱告》
[00:00:15.720 --> 00:00:16.720]  是沒有什麼人知道的
[00:00:16.720 --> 00:00:19.120]  包括了傳道人牧師在內
[00:00:19.120 --> 00:00:20.840]  因為在歷代至上
[00:00:20.840 --> 00:00:22.800]  第一章到第九章
[00:00:22.800 --> 00:00:24.280]  是很悶的
[00:00:24.280 --> 00:00:26.240]  所有的記載都是
[00:00:26.240 --> 00:00:27.480]  誰生誰
[00:00:27.480 --> 00:00:28.720]  誰生誰
[00:00:28.720 --> 00:00:30.080]  全部都是人名
[00:00:30.080 --> 00:00:31.440]  有五百多個人名
[00:00:31.440 --> 00:00:32.880]  你不會看的
[00:00:32.880 --> 00:00:34.560]  除非你家裡有人
[00:00:34.560 --> 00:00:35.480]  懷孕了
[00:00:35.480 --> 00:00:36.640]  哎呀要選名字了
[00:00:36.640 --> 00:00:37.480]  於是呢
[00:00:37.480 --> 00:00:38.800]  選一個姓名
[00:00:38.800 --> 00:00:40.440]  於是在這五百多個裡面
[00:00:40.440 --> 00:00:41.680]  你就是來找的
[00:00:41.680 --> 00:00:43.800]  要不然你不會去看這些經文
[00:00:43.800 --> 00:00:47.120]  但是到了第四十四個名字
[00:00:47.120 --> 00:00:49.720]  就出現了一個很特別的記載
[00:00:49.720 --> 00:00:51.680]  他們怎麼來記載呢?
[00:00:51.680 --> 00:00:53.240]  因為記載了一個禱告
[00:00:53.240 --> 00:00:57.160]  我們一起來看歷代至上第四章的第九到第十節
[00:00:57.160 --> 00:00:59.160]  第九到第十節我們一起來讀出
[00:00:59.160 --> 00:01:03.440]  「亞比斯比他眾弟兄更尊貴」
[00:01:03.440 --> 00:01:06.840]  「他母親給他起名叫亞比斯」
[00:01:06.840 --> 00:01:10.360]  「意思說我生他甚是痛苦」
[00:01:10.360 --> 00:01:13.480]  「亞比斯求告以色列的神說」
[00:01:13.480 --> 00:01:15.760]  「甚願祢賜福於我」
[00:01:15.760 --> 00:01:17.640]  「擴張我的境界」
[00:01:17.640 --> 00:01:19.280]  「尚與我同在」
[00:01:19.280 --> 00:01:21.440]  「保佑我不遭患難」
[00:01:21.440 --> 00:01:22.880]  「不受艱苦」
[00:01:22.880 --> 00:01:25.320]  「神就應運他的所求的」
[00:01:25.760 --> 00:01:30.600]  2002年就出了這本《亞比斯的禱告》
[00:01:30.600 --> 00:01:32.600]  我心想當中有沒有人看過這本書呢?
[00:01:32.600 --> 00:01:34.600]  也不是很多人看過
[00:01:34.600 --> 00:01:36.400]  那個年代就很多人看
[00:01:36.400 --> 00:01:37.680]  風行一時
[00:01:37.680 --> 00:01:41.360]  但是也有人去批評這本書
[00:01:41.360 --> 00:01:43.920]  覺得這本書寫得不是真的那麼理想
[00:01:43.920 --> 00:01:46.760]  他說亞比斯的禱告是不是真的那麼強呢?
[00:01:46.760 --> 00:01:50.200]  他說亞比斯的禱告根本不是一個完整的禱告神學
[00:01:50.200 --> 00:01:52.360]  我接受這一句話
[00:01:52.360 --> 00:01:55.520]  這個禱告絕對不是一個完整的禱告神學
[00:01:56.400 --> 00:01:58.360]  但是我們看遍整本聖經
[00:01:58.360 --> 00:02:00.800]  也沒有一個很完整的禱告
[00:02:00.800 --> 00:02:02.240]  是教導我們的
[00:02:02.240 --> 00:02:05.400]  可能你說「不是啊,馬牧師,你怎麼這樣說呢?」
[00:02:05.400 --> 00:02:07.920]  「耶穌不是教我們有主禱文的嗎?」
[00:02:07.920 --> 00:02:10.440]  第一,那篇不是叫做主禱文
[00:02:10.440 --> 00:02:12.200]  真正主耶穌的禱文
[00:02:12.200 --> 00:02:15.200]  是在約翰福音去臨死的時候的祈禱
[00:02:15.200 --> 00:02:17.400]  那篇是耶穌教我們怎麼祈禱的
[00:02:17.400 --> 00:02:20.040]  我絕對不是說耶穌錯
[00:02:20.040 --> 00:02:21.600]  但是大家又想一想
[00:02:21.600 --> 00:02:22.800]  這篇禱文裡面
[00:02:22.800 --> 00:02:26.120]  一開始我們在天上的父賢人都尊你這名為聖
[00:02:26.120 --> 00:02:28.200]  有沒有說到讚美呢?
[00:02:28.200 --> 00:02:30.840]  有沒有詩篇對神的發出讚美呢?
[00:02:30.840 --> 00:02:34.760]  在這篇禱文裡面有沒有教我們去認罪呢?
[00:02:34.760 --> 00:02:37.480]  我們是有認罪的禱告的嘛,是不是呢?
[00:02:37.480 --> 00:02:40.480]  我再說,我不是說耶穌教得不好
[00:02:40.480 --> 00:02:41.880]  原來我們讀聖經
[00:02:41.880 --> 00:02:44.800]  我們不可以只看焦點放在一道裡面
[00:02:44.800 --> 00:02:47.560]  其實我們是要整本聖經去涉獵
[00:02:47.560 --> 00:02:52.040]  以至我們對整個圖畫的認識
[00:02:52.240 --> 00:02:54.760]  而不是好像砌拼圖案,只是看著一點
[00:02:54.760 --> 00:02:57.480]  所以我們可以透過不同的禱告
[00:02:57.480 --> 00:02:59.080]  去融會貫通
[00:02:59.080 --> 00:03:01.800]  然後我們自己知道怎麼去祈禱
[00:03:01.800 --> 00:03:04.160]  所以亞比斯這個禱告
[00:03:04.160 --> 00:03:06.480]  其實我們要小心
[00:03:06.480 --> 00:03:10.800]  禱告絕對不是一支神仙棒可以點石成金
[00:03:10.800 --> 00:03:12.640]  我去祈禱神,你就可以搞定了
[00:03:12.640 --> 00:03:13.240]  不是
[00:03:13.240 --> 00:03:16.720]  原來禱告是跟神交往
[00:03:16.720 --> 00:03:18.640]  是一個愛的溝通
[00:03:18.640 --> 00:03:20.720]  一對相戀的人
[00:03:21.240 --> 00:03:24.200]  是很願意多一點的來傾談
[00:03:24.200 --> 00:03:26.800]  父母很渴望兒女
[00:03:26.800 --> 00:03:29.520]  將他的心事,將他面對的衝擊
[00:03:29.520 --> 00:03:31.160]  來跟他分享
[00:03:31.160 --> 00:03:34.360]  原來禱告是跟神愛的交流
[00:03:34.360 --> 00:03:37.160]  禱告當然我們要為自己求
[00:03:37.160 --> 00:03:39.720]  但是不可以只有焦點為自己
[00:03:39.720 --> 00:03:42.520]  或許我們面對困難,面對衝擊
[00:03:42.520 --> 00:03:45.560]  我們很快就祈禱求神來幫助我們
[00:03:45.560 --> 00:03:46.960]  趨吉避凶
[00:03:46.960 --> 00:03:49.200]  但我們的信仰不是這樣的
[00:03:49.840 --> 00:03:53.120]  神有時容讓我們面對困難,面對苦難
[00:03:53.120 --> 00:03:55.720]  但在困難和苦難之中
[00:03:55.720 --> 00:03:58.960]  是讓我們看到真實的我
[00:03:58.960 --> 00:04:00.160]  是怎樣
[00:04:00.160 --> 00:04:02.000]  我的承受力是多少
[00:04:02.000 --> 00:04:04.280]  旁邊的人哪些是真正的朋友
[00:04:04.280 --> 00:04:06.040]  哪些原來是虛假的朋友
[00:04:06.040 --> 00:04:07.840]  原來透過苦難
[00:04:07.840 --> 00:04:10.360]  是叫我們更加的理好成熟
[00:04:10.360 --> 00:04:13.760]  所以有時神容讓我們在困難當中
[00:04:13.760 --> 00:04:16.080]  未即時的施以援手
[00:04:16.080 --> 00:04:18.840]  原來這是基於神的愛
[00:04:19.960 --> 00:04:22.600]  亞彼斯這個名字絕對不及
[00:04:22.600 --> 00:04:26.200]  大衛這些名字
[00:04:26.200 --> 00:04:29.640]  或者摩西這些顯赫有名的人物
