
[00:00:00.000 --> 00:00:03.220]  在靜悟之前,你同心來祈禱
[00:00:03.220 --> 00:00:09.900]  神的獨生兒子耶穌基督,求你施恩可憐這個罪人
[00:00:09.900 --> 00:00:14.000]  願意在主你面前施納宣講主的恩賢
[00:00:14.000 --> 00:00:19.260]  求主耶穌基督的補血,再一次洗淨這個不配人的罪
[00:00:19.260 --> 00:00:23.060]  願意主你來高沒孩子的口
[00:00:23.060 --> 00:00:26.260]  來將主你的道講得明白
[00:00:26.260 --> 00:00:31.600]  願真理聖靈開啟我們的心竅,讓我們進入真理
[00:00:31.600 --> 00:00:35.800]  恭敬將以下的環節教堂仰望,求主因領
[00:00:35.800 --> 00:00:40.600]  祈禱,乃奉耶穌基督聖名祈求,阿門
[00:00:40.600 --> 00:00:50.240]  祈願福音來到使徒約翰,來到開宗明義
[00:00:50.240 --> 00:00:56.520]  在開始的時間,來介紹這位道成肉身
[00:00:56.520 --> 00:01:05.280]  住在門徒當中,住在世人當中的是真神的兒子
[00:01:05.280 --> 00:01:10.480]  讓福音一章一節,來講道太初有道
[00:01:10.480 --> 00:01:16.840]  道與神同在,道就是神
[00:01:16.840 --> 00:01:21.480]  這個太初
[00:01:21.480 --> 00:01:27.520]  原來的文字,我們是講太初這個起手的說話
[00:01:27.520 --> 00:01:30.840]  正正是希臘文舊約聖經
[00:01:30.840 --> 00:01:35.480]  創世紀開始的時間所用的同一個短句
[00:01:35.480 --> 00:01:40.580]  「起初,尚主創造天地」
[00:01:40.580 --> 00:01:44.180]  這個是創世紀一章一節
[00:01:44.180 --> 00:01:49.740]  讓福音理解道不單止在太初的時間
[00:01:49.740 --> 00:01:58.280]  就以創造天地的宗教身份與尚主同在
[00:01:58.280 --> 00:02:01.160]  這個道本身就是神
[00:02:01.160 --> 00:02:05.800]  道擁有非凡的生命和本體
[00:02:05.800 --> 00:02:14.760]  這個道以人類的實體來出現,並取名為耶穌
[00:02:14.760 --> 00:02:21.080]  這個是讓福音一章一節到十八節
[00:02:21.080 --> 00:02:28.920]  很神學地來論述,來講述耶穌基督的身份
[00:02:28.920 --> 00:02:33.180]  但是道怎樣來成為肉身?
[00:02:33.180 --> 00:02:37.640]  就透過之後的敘述
[00:02:37.640 --> 00:02:44.440]  就是人怎樣與道成肉身的主來交往
[00:02:44.440 --> 00:02:52.660]  藉著耶穌基督的言行和耶穌基督的教導
[00:02:52.660 --> 00:02:57.700]  道來到道成肉身的耶穌
[00:02:57.700 --> 00:03:04.980]  怎樣來活現神本來創造人類的目的
[00:03:04.980 --> 00:03:15.040]  來將人應有的神的形象活現在人群當中
[00:03:15.040 --> 00:03:20.600]  光進入黑暗裏面,黑暗卻是拒絕光
[00:03:20.600 --> 00:03:27.820]  神子耶穌來到這個世界,活出了神創造人本來的形象
[00:03:27.820 --> 00:03:33.820]  活出父神對人類的期望和要求
[00:03:33.820 --> 00:03:40.260]  透過祂的教導,向人宣講天國的福音
[00:03:40.260 --> 00:03:47.580]  透過祂的生命,活出祂所宣講的教導
[00:03:47.580 --> 00:03:51.900]  來見證祂就是真神而至
[00:03:51.900 --> 00:03:57.500]  來講述、來表述祂們的邀請
[00:03:57.500 --> 00:04:00.260]  是用讓人來看見的時間
[00:04:00.260 --> 00:04:07.820]  都期望人能夠有機會來重新和好
[00:04:07.820 --> 00:04:13.060]  接受耶穌基督所預備的救恩
[00:04:13.060 --> 00:04:18.180]  如果問神子耶穌主要的工作是甚麼時間
[00:04:18.180 --> 00:04:20.580]  你會怎樣來回答呢?
[00:04:20.580 --> 00:04:28.580]  耶穌來到在世上主要的工作是傳道、醫治、趕鬼
[00:04:28.580 --> 00:04:31.180]  我們說在《馬太福音》裏面
[00:04:31.180 --> 00:04:33.900]  耶穌就是用一個教師的形象
[00:04:33.900 --> 00:04:39.700]  有五篇的講章,好像另一個摩西
[00:04:39.700 --> 00:04:44.220]  耶穌主要在世上做些甚麼呢?
[00:04:44.220 --> 00:04:48.340]  去到耶穌,去到哪裡很多人都病患
[00:04:48.340 --> 00:04:49.780]  都來到耶穌面前
[00:04:49.780 --> 00:04:56.220]  希望求耶穌幫助他們,來去醫治他們
[00:04:56.220 --> 00:04:58.900]  這只是其中之一
[00:04:58.900 --> 00:05:04.860]  在聖經裏面都記述了很多屬靈的征戰
[00:05:04.860 --> 00:05:09.100]  耶穌以權能來趕出污鬼
[00:05:09.100 --> 00:05:13.540]  來表明祂是神的兒子
[00:05:13.540 --> 00:05:16.380]  但祂最核心的工作
[00:05:16.380 --> 00:05:21.900]  耶穌降生來到世上主要的工作
[00:05:21.900 --> 00:05:25.620]  是門徒訓練
[00:05:25.620 --> 00:05:29.100]  祂訓練一群的門徒
[00:05:29.100 --> 00:05:31.020]  和祂一齊來生活
[00:05:31.020 --> 00:05:38.820]  以至有一天,當耶穌來到受難、復活、升天之後
[00:05:38.820 --> 00:05:44.060]  去接續耶穌在世繼續要完成的工作
[00:05:44.060 --> 00:05:47.420]  來建立教會
[00:05:47.420 --> 00:05:48.980]  今天的經文
[00:05:48.980 --> 00:05:56.100]  來講耶穌如何呼召和人的回應
[00:05:56.100 --> 00:05:58.100]  我們可以看到
[00:05:58.100 --> 00:06:01.700]  這是教會的初形
[00:06:01.700 --> 00:06:08.980]  馬太福音記述耶穌呼召十二位門徒
[00:06:08.980 --> 00:06:12.460]  而今天我們記述的是
[00:06:12.460 --> 00:06:18.020]  司徒約翰在呼召十二位門徒之前
[00:06:18.020 --> 00:06:26.020]  耶穌如何呼召安德烈、彼得、肥力、拿達葉
[00:06:26.020 --> 00:06:34.020]  這是楊福音一章三十五道道
[00:06:34.020 --> 00:06:38.780]  五十一節耶穌兩次的呼召
[00:06:38.780 --> 00:06:41.380]  在這兩次的呼召裏面
[00:06:41.380 --> 00:06:45.540]  耶穌來呼籲
[00:06:45.540 --> 00:06:48.580]  然後有人來回應
[00:06:48.580 --> 00:06:53.220]  然後當人來到面前的時候
[00:06:53.220 --> 00:06:57.380]  彼得來到去被耶穌看見
[00:06:57.380 --> 00:07:02.540]  耶穌就說:這個就是饑飯
[00:07:02.540 --> 00:07:06.020]  然後當人來到主的面前
[00:07:06.020 --> 00:07:12.260]  肥力帶領拿達葉來到耶穌面前的時候
[00:07:12.260 --> 00:07:14.780]  耶穌就來跟他說
[00:07:14.780 --> 00:07:18.420]  這是真以色列人
[00:07:18.420 --> 00:07:23.540]  在他心裏面沒有詭詐
[00:07:23.540 --> 00:07:29.180]  然後說他們要來到去再見一個更大的事情
[00:07:29.180 --> 00:07:39.860]  神的使者要上去下來在人子身上
[00:07:39.860 --> 00:07:42.820]  今天講到第一個重點
[00:07:42.820 --> 00:07:49.420]  就是住在主裏面去經驗這個信仰
[00:07:49.420 --> 00:07:53.180]  當約翰的兩個門徒
[00:07:53.180 --> 00:07:55.860]  經文來講到第三十五節再次日
[00:07:55.860 --> 00:07:59.100]  約翰的兩個門徒站在那裏
[00:07:59.100 --> 00:08:03.460]  他們見耶穌行走
[00:08:03.460 --> 00:08:09.340]  施朕約翰就說:這是神的羔羊
[00:08:09.340 --> 00:08:14.820]  其實在這個較上段的經文一章二十八節的時間
[00:08:14.820 --> 00:08:19.060]  約翰看見耶穌來到他那裏
[00:08:19.060 --> 00:08:25.180]  看那神的羔羊除去世人在業
[00:08:25.180 --> 00:08:29.740]  開始的時間是約翰來到去作見證
[00:08:29.740 --> 00:08:31.660]  然後再次日
[00:08:31.660 --> 00:08:36.620]  約翰跟兩個門徒站在那裏
[00:08:36.620 --> 00:08:40.220]  我們有理由相信從民氣來講
[00:08:40.220 --> 00:08:47.660]  是施朕約翰帶著兩個門徒來見耶穌
[00:08:47.660 --> 00:08:52.460]  然後來向這兩個門徒宣講作見證
[00:08:52.460 --> 00:08:55.940]  看那這是神的羔羊
[00:08:55.940 --> 00:09:02.100]  這兩個門徒聽見施朕約翰的話就跟了耶穌
[00:09:02.100 --> 00:09:07.860]  然後耶穌轉身看見他們跟著就問:你們要甚麼?
[00:09:07.860 --> 00:09:13.420]  他們說:拉比在那裏住
[00:09:13.420 --> 00:09:15.220]  當我們跟隨耶穌的時間
[00:09:15.220 --> 00:09:17.740]  耶穌就開始跟他們交談
[00:09:17.740 --> 00:09:20.380]  問了一個很啟發性的問題
[00:09:20.380 --> 00:09:26.940]  祂問他們:你們要甚麼?
[00:09:26.940 --> 00:09:32.060]  耶穌用一個問題的方式讓這個對答來流暢
[00:09:32.060 --> 00:09:34.940]  來問到底對方的心意
[00:09:34.940 --> 00:09:38.500]  你們到底想怎樣?
[00:09:38.500 --> 00:09:43.220]  今天我們都面對相同的問題
[00:09:43.220 --> 00:09:45.580]  我們來教會
[00:09:45.580 --> 00:09:47.740]  我們要甚麼?
[00:09:47.740 --> 00:09:49.540]  要得到甚麼?
[00:09:49.540 --> 00:09:51.460]  可能我說要聽到
[00:09:51.460 --> 00:09:53.100]  我們心中的渴望
[00:09:53.100 --> 00:09:55.300]  可能參加一個聚會
[00:09:55.300 --> 00:09:58.220]  可能回來講我們回教會的崇拜
[00:09:58.220 --> 00:10:00.620]  來聽到
[00:10:00.620 --> 00:10:04.980]  是否只限於此?
[00:10:04.980 --> 00:10:10.100]  是否聽完就完成任務?
[00:10:10.100 --> 00:10:14.620]  有些人回來教會最初是尋求刺激
[00:10:14.620 --> 00:10:16.540]  尋求慰藉
[00:10:16.540 --> 00:10:20.580]  或者是尋找問題的答案
[00:10:20.580 --> 00:10:26.820]  只是好少數人一開始就為了最深奧的原因
[00:10:26.820 --> 00:10:30.180]  這兩個門徒可能都是出於好奇
[00:10:30.180 --> 00:10:32.700]  為了追查和驗證
[00:10:32.700 --> 00:10:36.020]  施浸若寒去講
[00:10:36.020 --> 00:10:37.620]  借去施浸若寒講
[00:10:37.620 --> 00:10:38.660]  為耶穌作見證
[00:10:38.660 --> 00:10:41.900]  這個是神的羔羊
[00:10:41.900 --> 00:10:47.180]  然後他就跟著在遠處觀察
[00:10:47.180 --> 00:10:49.140]  而耶穌來到見到的時候
[00:10:49.140 --> 00:10:52.380]  就問他們「到底你們想怎樣?」
[00:10:52.380 --> 00:10:55.700]  而這個門徒就問
[00:10:55.700 --> 00:10:59.500]  「耶穌,夫子,你在哪裡?」
[00:10:59.500 --> 00:11:01.540]  「都是夫子」
[00:11:01.540 --> 00:11:04.660]  他對耶穌的身份
[00:11:04.660 --> 00:11:08.980]  只是仍然停留在一個律法的教師
[00:11:08.980 --> 00:11:10.300]  在當時來計算
[00:11:10.300 --> 00:11:11.700]  好像我們以前
[00:11:11.700 --> 00:11:17.940]  我們不像今天這麼有系統的學習
[00:11:17.940 --> 00:11:21.100]  通常學習是怎樣呢?
[00:11:21.100 --> 00:11:27.260]  學師就是跟師父一起轉
[00:11:27.260 --> 00:11:33.820]  那些我爸說他以前做燒臘
[00:11:33.820 --> 00:11:37.260]  都沒有人教他的,是怎樣呢?
