
[00:00:00.000 --> 00:00:03.520]  實際上很多人覺得錢是很重要的
[00:00:03.520 --> 00:00:07.000]  而且有些人不僅覺得錢重要
[00:00:07.000 --> 00:00:08.960]  錢是最重要的
[00:00:08.960 --> 00:00:10.440]  不僅覺得重要
[00:00:10.440 --> 00:00:11.960]  沒了錢就不行了
[00:00:11.960 --> 00:00:13.440]  那實際上哥哥說什麼呢?
[00:00:13.440 --> 00:00:15.920]  整天要錢多嘛
[00:00:15.920 --> 00:00:17.200]  no money no talk
[00:00:17.200 --> 00:00:19.520]  沒錢什麼都沒得說
[00:00:19.520 --> 00:00:24.160]  大家知不知道其實在聖經裏面
[00:00:24.160 --> 00:00:27.080]  耶穌說錢
[00:00:27.080 --> 00:00:28.640]  多過說天堂和地獄
[00:00:28.640 --> 00:00:33.480]  有沒有聽過這樣的人解釋給你聽
[00:00:33.480 --> 00:00:35.000]  原來耶穌在聖經裏面
[00:00:35.000 --> 00:00:39.080]  聖經當然是說錢多過說天堂和地獄的
[00:00:39.080 --> 00:00:40.600]  耶穌所說的比喻當中
[00:00:40.600 --> 00:00:43.840]  有一半都是和錢有關的
[00:00:43.840 --> 00:00:45.000]  不單如此
[00:00:45.000 --> 00:00:46.600]  如果你看馬太福音
[00:00:46.600 --> 00:00:47.360]  馬福音
[00:00:47.360 --> 00:00:48.280]  勞價福音
[00:00:48.280 --> 00:00:50.280]  三卷福音書的時候
[00:00:50.280 --> 00:00:52.840]  平均每六節聖經裏面
[00:00:52.840 --> 00:00:57.480]  有一節是和錢和理財有關
[00:00:57.480 --> 00:00:58.920]  那你就會扭頭了
[00:00:58.920 --> 00:01:02.440]  說聖經裏面爲什麼說那麼多錢的問題呢
[00:01:02.440 --> 00:01:04.120]  其實很簡單
[00:01:04.120 --> 00:01:06.360]  因爲上帝知道
[00:01:06.360 --> 00:01:10.080]  錢原來可以成爲人的主宰
[00:01:10.080 --> 00:01:15.200]  人可以成爲錢財的奴隸
[00:01:15.200 --> 00:01:18.320]  而錢我們可以用來做好事
[00:01:18.320 --> 00:01:22.040]  同時也可以用來做壞事
[00:01:22.040 --> 00:01:25.840]  所以你怎麼去用錢
[00:01:25.840 --> 00:01:27.240]  其實就很重要了
[00:01:27.240 --> 00:01:28.360]  而事實上
[00:01:28.360 --> 00:01:29.480]  就算你基督徒也好
[00:01:29.480 --> 00:01:30.760]  你信耶穌也好
[00:01:30.760 --> 00:01:31.640]  你想想
[00:01:31.640 --> 00:01:35.560]  你每天經常用多少時間去想
[00:01:35.560 --> 00:01:37.200]  怎麼去用錢
[00:01:37.200 --> 00:01:38.800]  怎麼去買東西
[00:01:38.800 --> 00:01:40.360]  怎麼用錢 怎麼花錢
[00:01:40.360 --> 00:01:41.720]  怎麼賺錢
[00:01:41.720 --> 00:01:43.200]  怎麼存錢
[00:01:43.200 --> 00:01:46.640]  怎麼去投資 怎麼去理財
[00:01:46.640 --> 00:01:47.480]  無論信不信耶穌
[00:01:47.480 --> 00:01:48.920]  很多時候我們發覺
[00:01:48.920 --> 00:01:50.200]  這是一個現實的問題
[00:01:50.200 --> 00:01:52.320]  我們用很多時間
[00:01:52.320 --> 00:01:53.800]  去講到這個錢的問題
[00:01:53.800 --> 00:01:55.400]  思想到錢的問題
[00:01:55.400 --> 00:01:58.720]  這就是爲什麼聖經要給我們
[00:01:58.720 --> 00:02:01.960]  有很清楚的教導和指引
[00:02:01.960 --> 00:02:04.960]  到底我們應該怎麼去用
[00:02:04.960 --> 00:02:09.440]  上帝賜給我們的錢財
[00:02:09.440 --> 00:02:13.640]  今天跟大家看一個故事
[00:02:13.640 --> 00:02:15.200]  其實是比較難的
[00:02:15.200 --> 00:02:16.800]  這個故事裏面
[00:02:16.800 --> 00:02:18.680]  是耶穌所說的比喻
[00:02:18.680 --> 00:02:21.440]  記載在《祿屋福音》第十六章
[00:02:21.440 --> 00:02:23.200]  這個故事裏面
[00:02:23.200 --> 00:02:25.440]  講到其實
[00:02:25.440 --> 00:02:27.360]  耶穌講的故事
[00:02:27.360 --> 00:02:30.120]  說是給門徒聽
[00:02:30.120 --> 00:02:31.360]  但事實上
[00:02:31.360 --> 00:02:32.240]  其實祂知道
[00:02:32.240 --> 00:02:34.320]  誰站在門頭旁邊
[00:02:34.320 --> 00:02:35.800]  就是那羣法利塞人
[00:02:35.800 --> 00:02:37.560]  如果整張聖經看的時候
[00:02:37.560 --> 00:02:38.800]  你會發覺
[00:02:38.800 --> 00:02:40.920]  耶穌以這羣法利塞人爲背景
[00:02:40.920 --> 00:02:42.560]  利用這個機會
[00:02:42.560 --> 00:02:44.880]  講給法利塞人聽
[00:02:44.880 --> 00:02:47.400]  錢不是最重要的
[00:02:47.400 --> 00:02:49.240]  爲什麼要這樣講呢
[00:02:49.240 --> 00:02:50.200]  因爲原來
[00:02:50.200 --> 00:02:51.080]  很多時候
[00:02:51.080 --> 00:02:52.640]  我們一講到法利塞人
[00:02:52.640 --> 00:02:53.560]  就想到什麼
[00:02:53.560 --> 00:02:54.720]  假目爲善
[00:02:54.720 --> 00:02:58.280]  就是一個很虛僞的人
[00:02:58.280 --> 00:02:59.640]  但如果你看完
[00:02:59.640 --> 00:03:01.160]  這個《祿屋福音》第十六章的時候
[00:03:01.160 --> 00:03:02.760]  耶穌更加告訴我們
[00:03:02.760 --> 00:03:04.880]  法利塞人很貪錢
[00:03:04.880 --> 00:03:07.320]  而耶穌講這個比喻的意思
[00:03:07.320 --> 00:03:09.160]  就是告訴他們
[00:03:09.160 --> 00:03:10.440]  錢不是最重要的
[00:03:10.440 --> 00:03:12.160]  人以爲重要的
[00:03:12.160 --> 00:03:14.120]  原來在神的眼光當中
[00:03:14.120 --> 00:03:15.400]  不是最重要的
[00:03:15.400 --> 00:03:18.440]  甚至是神所厭惡的
[00:03:18.440 --> 00:03:19.280]  當然
[00:03:19.280 --> 00:03:20.880]  其實耶穌所講的
[00:03:20.880 --> 00:03:23.000]  錢財只是其中一部分
[00:03:23.000 --> 00:03:24.040]  有很多東西
[00:03:24.040 --> 00:03:26.520]  可能神都不喜歡
[00:03:26.520 --> 00:03:27.440]  神是不厭惡的
[00:03:27.440 --> 00:03:29.000]  不過今天的重點
[00:03:29.000 --> 00:03:31.800]  就放在錢財上面
[00:03:31.800 --> 00:03:32.840]  我剛纔提過
[00:03:32.840 --> 00:03:34.840]  這個故事有些比較難明的地方
[00:03:34.840 --> 00:03:37.440]  所以我們首先看看這個故事是怎麼講的
[00:03:37.440 --> 00:03:40.040]  在麥努格第十六章
[00:03:40.040 --> 00:03:43.520]  這個故事其實講到一個不誠實的財主
[00:03:43.520 --> 00:03:45.400]  有些聖經的heading叫
[00:03:45.400 --> 00:03:46.440]  不義的
[00:03:46.440 --> 00:03:49.320]  不是財主是管家
[00:03:49.320 --> 00:03:52.640]  耶穌的比喻就是一個財主有一個管家
[00:03:52.640 --> 00:03:54.240]  有人向他告狀
[00:03:54.240 --> 00:03:56.320]  告這個管傢什麼呢
[00:03:56.320 --> 00:04:00.080]  浪費主人的財物
[00:04:00.080 --> 00:04:02.600]  這個主人聽到就叫這個管家過來
[00:04:02.600 --> 00:04:04.200]  人們這樣告你真的假的
[00:04:04.200 --> 00:04:05.640]  我聽說你這樣
[00:04:05.640 --> 00:04:06.600]  什麼回事
[00:04:06.600 --> 00:04:07.920]  你這樣不行了
[00:04:07.920 --> 00:04:09.680]  可能我的證據都未定
[00:04:09.680 --> 00:04:12.160]  所以請你將你的賬本交出來
[00:04:12.160 --> 00:04:14.240]  我要
[00:04:14.240 --> 00:04:17.120]  不再讓你做我的管家了
[00:04:17.120 --> 00:04:21.120]  你要炒油了 我要lay off you了
[00:04:21.120 --> 00:04:24.240]  你將你的東西好好交代一下
[00:04:24.240 --> 00:04:25.760]  交賬本
[00:04:25.760 --> 00:04:29.840]  這個管家見到主人要這樣做了
[00:04:29.840 --> 00:04:30.720]  怎麼說呢
[00:04:30.720 --> 00:04:32.320]  主人要辭退我了
[00:04:32.320 --> 00:04:34.240]  今後我去做什麼呢
[00:04:34.240 --> 00:04:36.080]  鎖地嗎 沒有力氣
[00:04:36.080 --> 00:04:38.880]  討飯嗎 又怕難爲情
[00:04:38.880 --> 00:04:40.320]  他想到個辦法了
[00:04:40.320 --> 00:04:41.960]  我曉得怎麼做了
[00:04:41.960 --> 00:04:45.040]  好使我在失業的時候有朋友來接我
[00:04:45.040 --> 00:04:48.200]  到他們家裏住 第五天
[00:04:48.200 --> 00:04:52.000]  於是他把主人的債務一一叫來
[00:04:52.000 --> 00:04:53.160]  他對頭一個說
[00:04:53.160 --> 00:04:54.880]  你欠我主人多少
[00:04:54.880 --> 00:04:57.160]  他回答說一百桶橄欖油
[00:04:57.160 --> 00:05:01.400]  管家說這是你的賬 快坐下來改寫五十
[00:05:01.400 --> 00:05:02.680]  他問另一個說
[00:05:02.680 --> 00:05:04.680]  你呢 你欠多少
[00:05:04.680 --> 00:05:07.000]  他回答說一百石墨紙
[00:05:07.000 --> 00:05:10.600]  管家說這是你的賬 改寫八十
[00:05:10.600 --> 00:05:15.880]  主人誇獎這個不誠實的管家的飢警行爲
[00:05:15.880 --> 00:05:18.880]  因爲在應付世事方面
[00:05:18.880 --> 00:05:23.240]  俗世的人 景比光明的人更加精明
[00:05:23.240 --> 00:05:24.160]  第九節
[00:05:24.160 --> 00:05:25.880]  耶穌接着說
[00:05:25.880 --> 00:05:27.080]  我告訴你們
[00:05:27.080 --> 00:05:29.520]  要用今世的錢財結交朋友
[00:05:29.520 --> 00:05:31.680]  這樣錢財原料的時候
[00:05:31.680 --> 00:05:35.840]  你可以被接到永久的家鄉去
[00:05:35.840 --> 00:05:37.880]  首先我說難明的地方是爲什麼呢
[00:05:37.880 --> 00:05:40.000]  爲什麼聖經裏面記載這樣的故事呢
[00:05:40.000 --> 00:05:43.080]  耶穌誇獎這個管家
[00:05:43.080 --> 00:05:44.560]  首先我們要搞清楚
[00:05:44.560 --> 00:05:46.720]  耶穌不是誇獎這個管家
[00:05:46.720 --> 00:05:51.000]  或者是肯定這個管家不誠實的行動
[00:05:51.000 --> 00:05:55.040]  耶穌誇獎這個管家夠飢警
[00:05:55.040 --> 00:05:56.760]  夠精明
[00:05:56.760 --> 00:06:00.720]  而且是深謀遠慮
[00:06:00.720 --> 00:06:02.080]  第二件事
[00:06:02.080 --> 00:06:04.400]  耶穌把故事放在聖經裏面
[00:06:04.400 --> 00:06:08.400]  是告訴我們一件很重要的功課
[00:06:08.400 --> 00:06:09.640]  我們要學習的
[00:06:09.640 --> 00:06:11.640]  就是任何一個人
[00:06:11.640 --> 00:06:13.240]  包括那些不誠實的人
[00:06:13.240 --> 00:06:15.280]  包括那些甚至是壞人都好
[00:06:15.280 --> 00:06:19.720]  都會有一些值得我們學習的地方
[00:06:19.720 --> 00:06:22.480]  如果我們只從一個我們完全認同的人
[00:06:22.480 --> 00:06:27.080]  或者我們100%都接納的人身上學習的時候
[00:06:27.080 --> 00:06:29.200]  可能有很多重要的功課
[00:06:29.200 --> 00:06:30.720]  我們是學不到的
[00:06:30.720 --> 00:06:32.400]  大家在美國讀過書吧
[00:06:32.400 --> 00:06:33.480]  大部分在美國讀書吧
[00:06:33.480 --> 00:06:35.360]  有教授很厲害的
[00:06:35.360 --> 00:06:37.600]  甚至在某一個領域當中
[00:06:37.600 --> 00:06:39.240]  他是數一數二的
[00:06:39.240 --> 00:06:40.680]  是專家來的
[00:06:40.680 --> 00:06:42.440]  不過他人品很差
[00:06:42.440 --> 00:06:43.880]  經常爆粗
[00:06:43.880 --> 00:06:45.160]  脾氣不好
[00:06:45.160 --> 00:06:46.920]  很難相處
[00:06:46.920 --> 00:06:49.120]  但是你要跟他學習
[00:06:49.120 --> 00:06:51.640]  因爲他是那個領域裏面的專家
[00:06:51.640 --> 00:06:54.040]  你要學那些東西的時候就跟他學
[00:06:54.040 --> 00:06:55.960]  你接不接納他重視的方式呢
[00:06:55.960 --> 00:06:59.520]  你贊不贊成他對待人接納那種方法呢
[00:06:59.520 --> 00:07:00.200]  No
[00:07:00.200 --> 00:07:04.120]  不過你仍然可以從他身上學到你所需要學的東西
[00:07:04.120 --> 00:07:07.360]  這個就是他的意思
[00:07:07.360 --> 00:07:09.400]  所以我們明白了這兩點的時候
[00:07:09.400 --> 00:07:15.720]  我們就不會對這段聖經的問題有那麼多的疑惑在當中
[00:07:15.720 --> 00:07:17.000]  以這個故事裏面來說
[00:07:17.000 --> 00:07:18.440]  這個比喻裏面來說
[00:07:18.440 --> 00:07:19.640]  是講理財的
[00:07:19.640 --> 00:07:23.520]  是怎樣善用上帝給我們的財富的
[00:07:23.520 --> 00:07:24.960]  首先一件事
[00:07:24.960 --> 00:07:26.680]  去提醒我們每一個基督徒
[00:07:26.680 --> 00:07:28.240]  要明白的是什麼呢
[00:07:28.240 --> 00:07:32.960]  原來你和我只是上帝產業的管家
[00:07:32.960 --> 00:07:36.320]  你和我只是上帝產業的管家
[00:07:36.320 --> 00:07:38.560]  什麼是上帝的產業呢
[00:07:38.560 --> 00:07:40.800]  一切是被上帝所創造的
[00:07:40.800 --> 00:07:43.920]  包括宇宙和大地上的一切
[00:07:43.920 --> 00:07:45.800]  包括你和我的生命
[00:07:45.800 --> 00:07:48.480]  你和我的財智、力量
[00:07:48.480 --> 00:07:49.400]  各樣的東西
[00:07:49.400 --> 00:07:51.280]  健康等等
[00:07:51.280 --> 00:07:55.480]  好像剛纔帶領唱歌的弟兄姊妹私下都和我們提到
[00:07:55.480 --> 00:07:58.080]  包括我們的家庭和人類的關係
[00:07:58.080 --> 00:07:59.080]  Everything
[00:07:59.080 --> 00:08:02.600]  在這個世界上凡是被造的
[00:08:02.600 --> 00:08:05.360]  都是屬於上帝的
[00:08:05.360 --> 00:08:06.920]  如果屬於上帝的話
[00:08:06.920 --> 00:08:08.520]  That means
[00:08:08.520 --> 00:08:10.680]  上帝是有主權
[00:08:10.680 --> 00:08:11.760]  什麼時候給我們
[00:08:11.760 --> 00:08:12.800]  什麼時候拿走
[00:08:12.800 --> 00:08:14.360]  而你和我呢
[00:08:14.360 --> 00:08:16.240]  是沒有權利say no的
[00:08:16.240 --> 00:08:18.240]  是沒有權利贊成或者反對的
[00:08:18.240 --> 00:08:19.240]  因爲是他的
[00:08:19.240 --> 00:08:22.120]  他纔是主人
[00:08:22.120 --> 00:08:23.240]  他纔是業主
[00:08:23.240 --> 00:08:25.400]  他纔是財物的擁有者
[00:08:25.400 --> 00:08:27.240]  不是你和我
[00:08:27.240 --> 00:08:29.320]  所以他什麼時候拿什麼時候給
[00:08:29.320 --> 00:08:30.920]  聽隨他的專便
[00:08:30.920 --> 00:08:35.280]  你和我不能夠說任何的說話
[00:08:35.280 --> 00:08:38.720]  如果我們知道的話
[00:08:38.720 --> 00:08:40.000]  就像我剛纔所說的
[00:08:40.000 --> 00:08:42.640]  原來我們只是上帝
[00:08:42.640 --> 00:08:45.360]  把這些東西託給我們去管理
[00:08:45.360 --> 00:08:47.920]  我們是上帝參與的管家
[00:08:47.920 --> 00:08:50.040]  所以我們看《新命記》第八章的時候
[00:08:50.040 --> 00:08:51.280]  那裏講得更加清楚
[00:08:51.280 --> 00:08:52.640]  講得更加明白
[00:08:52.640 --> 00:08:55.000]  《新命記》第八章十七十八節裏說
[00:08:55.000 --> 00:08:59.320]  不要以爲你是靠自己的雙手和力量自負
[00:08:59.320 --> 00:09:00.400]  你們要記住
[00:09:00.400 --> 00:09:01.880]  乃是上主你們
[00:09:01.880 --> 00:09:03.680]  上帝賜給你們力量
[00:09:03.680 --> 00:09:05.240]  使你們自負的
[00:09:05.240 --> 00:09:06.400]  不是說你們不努力
[00:09:06.400 --> 00:09:07.280]  不過我們知道
[00:09:07.280 --> 00:09:09.720]  原來自負的力量是上帝給我們的
[00:09:09.720 --> 00:09:11.560]  是嗎?我很努力做工的
[00:09:11.560 --> 00:09:12.880]  我又要讀書的
[00:09:12.880 --> 00:09:14.000]  又要做很多事的
[00:09:14.000 --> 00:09:16.000]  纔可以做這份工作
[00:09:16.000 --> 00:09:17.480]  賺那麼多錢
[00:09:17.480 --> 00:09:19.080]  其實很簡單的
[00:09:19.080 --> 00:09:20.000]  一場小小的病
[00:09:20.000 --> 00:09:22.400]  你什麼都做不了
[00:09:22.400 --> 00:09:25.000]  因爲健康也是上帝給你的
[00:09:25.000 --> 00:09:26.400]  智慧也是上帝給你的
[00:09:26.400 --> 00:09:28.200]  所以不要以爲
[00:09:28.200 --> 00:09:30.520]  你是靠自己就可以擁有
[00:09:30.520 --> 00:09:33.240]  得着你現在所有的一切
[00:09:33.240 --> 00:09:37.400]  爲什麼這個觀念是那麼重要呢?
[00:09:37.400 --> 00:09:40.080]  因爲當我們明白了這個道理之後
[00:09:40.080 --> 00:09:41.960]  我們的憂慮會少一點
[00:09:41.960 --> 00:09:44.000]  甚至會沒什麼憂慮
[00:09:44.000 --> 00:09:45.800]  爲什麼呢?
[00:09:45.800 --> 00:09:47.440]  一會兒完了崇拜
[00:09:47.440 --> 00:09:49.360]  大家出去停車場拿車
[00:09:49.360 --> 00:09:50.280]  你上車
[00:09:50.280 --> 00:09:52.480]  坐在司機座裏面
[00:09:52.480 --> 00:09:54.120]  哇,很感恩
[00:09:54.120 --> 00:09:55.720]  我竟然能夠開一輛奧迪
[00:09:55.720 --> 00:09:56.520]  開一輛Tesla
[00:09:56.520 --> 00:09:57.400]  開一輛Camry
[00:09:57.400 --> 00:09:58.320]  或者Honda
[00:09:58.320 --> 00:09:59.960]  或者Corolla
[00:09:59.960 --> 00:10:02.000]  總之
[00:10:02.000 --> 00:10:04.080]  我開着這輛車
[00:10:04.080 --> 00:10:06.080]  這輛車是上帝給我的
[00:10:06.080 --> 00:10:08.280]  上帝把這輛車給我用
[00:10:08.280 --> 00:10:10.120]  就好像我公司有輛車給我用一樣
[00:10:10.120 --> 00:10:12.600]  有沒有人公司車給你用的?
[00:10:12.600 --> 00:10:13.600]  那不是你的車
[00:10:13.600 --> 00:10:14.800]  只是公司車
[00:10:14.800 --> 00:10:15.800]  你可以自由使用
[00:10:15.800 --> 00:10:17.680]  不過是公司車
[00:10:17.680 --> 00:10:19.760]  這輛車是上帝給我的
[00:10:19.760 --> 00:10:21.080]  然後你和你的朋友
[00:10:21.080 --> 00:10:23.120]  突然之間去喫午飯
[00:10:23.120 --> 00:10:24.920]  哇,我肚子餓
[00:10:24.920 --> 00:10:26.160]  咦?
[00:10:26.160 --> 00:10:27.000]  感謝上帝
[00:10:27.000 --> 00:10:29.320]  讓我有胃口喫東西
[00:10:29.320 --> 00:10:30.080]  現在喫東西
[00:10:30.080 --> 00:10:32.400]  你以爲是老諷的嗎?不是的
[00:10:32.400 --> 00:10:33.000]  有時你沒有胃口
[00:10:33.000 --> 00:10:34.280]  也喫不下的
[00:10:34.280 --> 00:10:34.800]  咦?
[00:10:34.800 --> 00:10:35.400]  肚子餓
[00:10:35.400 --> 00:10:36.600]  我有胃口喫東西
[00:10:36.600 --> 00:10:37.360]  而且
[00:10:37.360 --> 00:10:40.080]  上帝可以讓我用祂賜給我的金錢
[00:10:40.080 --> 00:10:41.440]  給我一些我喜歡喫的東西
[00:10:41.440 --> 00:10:43.760]  哇,很感恩
