
[00:00:00.000 --> 00:00:03.480]  好,我們開始的時候我們先祈禱
[00:00:03.480 --> 00:00:05.880]  天父我多謝祢給我們有機會來帶領去學習
[00:00:05.880 --> 00:00:07.400]  求神祢自己親自帶領
[00:00:07.400 --> 00:00:10.240]  帶領著我們給孩子有這份能力
[00:00:10.240 --> 00:00:11.440]  從祢而來的能力
[00:00:11.440 --> 00:00:14.560]  叫我能夠和弟兄姊妹的分享是清晰的
[00:00:14.560 --> 00:00:16.920]  以致我們所了解到
[00:00:16.920 --> 00:00:19.400]  特別以色列的歷史、神理華語的寶貴
[00:00:19.400 --> 00:00:21.800]  叫我們能夠更加好好的學習
[00:00:21.800 --> 00:00:23.160]  求天父祢帶領我們有時間
[00:00:23.160 --> 00:00:24.400]  祈禱拉奉主得聖一命
[00:00:24.400 --> 00:00:25.400]  Amen
[00:00:25.400 --> 00:00:31.160]  好,上次沒有來的
[00:00:31.160 --> 00:00:33.000]  但這次來的請你舉手好嗎?
[00:00:33.000 --> 00:00:35.520]  多了一些人,歡迎你
[00:00:35.520 --> 00:00:37.400]  你拿一些筆記
[00:00:37.400 --> 00:00:39.000]  上次有來,這次有來的
[00:00:39.000 --> 00:00:40.120]  有沒有帶筆記來?
[00:00:40.120 --> 00:00:42.720]  我不想你們沒有帶
[00:00:42.720 --> 00:00:44.240]  外面有些筆記要來再拿
[00:00:44.240 --> 00:00:45.360]  我覺得不是太好
[00:00:45.360 --> 00:00:49.040]  第一,我們是已經送給大家的筆記
[00:00:49.040 --> 00:00:50.280]  但如果我上個星期沒有來
[00:00:50.280 --> 00:00:52.280]  我今個星期又去拿多一份的時候
[00:00:52.280 --> 00:00:54.440]  令到教會又會印多一些
[00:00:54.440 --> 00:00:56.440]  所以希望大家,我已經跟大家說了
[00:00:56.440 --> 00:00:57.560]  你一定要帶
[00:00:57.560 --> 00:01:00.120]  最重要的是你要帶兩張筆記
[00:01:00.120 --> 00:01:01.880]  一張就是以色列史
[00:01:01.880 --> 00:01:03.440]  即是我寫的那些
[00:01:03.440 --> 00:01:05.440]  四個四個字的那些
[00:01:05.440 --> 00:01:08.840]  另外一張就是南朝、北朝的比較
[00:01:08.840 --> 00:01:09.560]  記得嗎?
[00:01:09.560 --> 00:01:11.680]  我們最重要是帶著這兩張
[00:01:11.680 --> 00:01:15.160]  因為我們是互相之間對照來帶去看的
[00:01:15.160 --> 00:01:16.160]  OK,好嗎?
[00:01:16.160 --> 00:01:19.480]  第二件事就是我沒有功課要做
[00:01:19.480 --> 00:01:21.720]  我一直都不會考試,也不會做功課
[00:01:21.720 --> 00:01:25.320]  但我建議大家就是我教完那幾個王
[00:01:25.320 --> 00:01:28.360]  你聽,趁你聽還有些印象
[00:01:28.360 --> 00:01:31.280]  回去那一兩天自己看
[00:01:31.280 --> 00:01:33.440]  這樣會對聖經的認識會多一些
[00:01:33.440 --> 00:01:34.960]  我不知道大家有沒有這樣做
[00:01:34.960 --> 00:01:36.000]  不需要你表態
[00:01:36.000 --> 00:01:37.600]  我也不想自己受傷害
[00:01:37.600 --> 00:01:42.000]  但是我仍然是期望大家
[00:01:42.000 --> 00:01:43.400]  就是我講完之後
[00:01:43.400 --> 00:01:46.680]  你回去再來帶去看一看聖經
[00:01:46.680 --> 00:01:48.520]  這樣對你的幫助會大一些
[00:01:48.520 --> 00:01:50.280]  這個是你自己的
[00:01:50.280 --> 00:01:52.680]  是對你自己的幫助和祝福
[00:01:52.680 --> 00:01:54.800]  迫不了大家
[00:01:54.800 --> 00:01:56.480]  好,我們來帶去看一看
[00:01:56.480 --> 00:01:59.000]  我都忘記了我上次教到哪一個王
[00:01:59.000 --> 00:02:00.800]  阿蝦是嗎?
[00:02:00.800 --> 00:02:01.800]  是嗎?
[00:02:01.800 --> 00:02:04.560]  好,我們再提一提
[00:02:04.560 --> 00:02:07.800]  阿蝦是在北面以色列國裏面
[00:02:07.800 --> 00:02:11.280]  一個不是在政治上很厲害的王
[00:02:11.280 --> 00:02:12.560]  很普通而已
[00:02:12.560 --> 00:02:16.440]  但是聖經卻是用了很多章節
[00:02:16.440 --> 00:02:19.080]  來帶去涉及到他的事
[00:02:19.080 --> 00:02:20.400]  為什麼會這樣呢?
[00:02:20.400 --> 00:02:25.160]  因為聖經是用一個宗教信仰的角度來看的
[00:02:25.160 --> 00:02:28.760]  因為阿蝦娶了一個女人叫做耶西別
[00:02:28.760 --> 00:02:31.280]  這個是外邦的女人
[00:02:31.280 --> 00:02:36.080]  她就來引入了一個巴力的敬拜
[00:02:36.080 --> 00:02:37.120]  我已經講了
[00:02:37.120 --> 00:02:41.000]  就是之前其實在以色列的民眾當中
[00:02:41.000 --> 00:02:42.680]  是有拜巴力的
[00:02:42.680 --> 00:02:45.320]  不過這次是由政府推動
[00:02:45.320 --> 00:02:48.920]  所以就更多人來帶去拜
[00:02:48.920 --> 00:02:53.640]  但是拜巴力有一個很大的問題是什麼呢?
[00:02:53.640 --> 00:02:56.920]  就是令到那些人集交
[00:02:56.920 --> 00:02:59.480]  他會男男女女的來帶去集交
[00:02:59.480 --> 00:03:07.080]  結果就引致到他們的下一代就會出問題
[00:03:07.080 --> 00:03:11.080]  所以就一定要去阻止他們
[00:03:11.080 --> 00:03:13.560]  所以就出了一個先知叫做什麼?
[00:03:13.560 --> 00:03:14.960]  以尼亞
[00:03:14.960 --> 00:03:16.040]  大家會記得的
[00:03:16.040 --> 00:03:17.920]  就是在加密山上面
[00:03:17.920 --> 00:03:21.280]  這樣來帶去和他們決鬥
[00:03:21.280 --> 00:03:22.880]  在加密山有多少個先知?
[00:03:22.880 --> 00:03:25.400]  有多少個假先知?
[00:03:25.400 --> 00:03:27.600]  上次我有講的
[00:03:27.600 --> 00:03:29.640]  49?
[00:03:29.640 --> 00:03:30.680]  400多?
[00:03:30.680 --> 00:03:31.600]  錯了
[00:03:31.600 --> 00:03:33.480]  是850個
[00:03:33.480 --> 00:03:34.720]  850個
[00:03:34.720 --> 00:03:36.720]  因為有亞瑟拉的假先知
[00:03:36.720 --> 00:03:38.360]  加起來有850個
[00:03:38.360 --> 00:03:43.400]  但是結果都是不能夠改變到他們
[00:03:43.400 --> 00:03:46.640]  以尼亞就很不開心
[00:03:46.640 --> 00:03:48.840]  如果你記得的時候
[00:03:48.840 --> 00:03:52.280]  以尼亞叫那些人殺了那些假先知
[00:03:52.280 --> 00:03:54.720]  他是期望那個王會回轉的
[00:03:54.720 --> 00:03:58.200]  誰知道那個王回去和皇后講
[00:03:58.200 --> 00:03:59.000]  他很怕老婆的
[00:03:59.000 --> 00:04:00.520]  皇后就說
[00:04:00.520 --> 00:04:02.520]  你這個人我要殺了他
[00:04:02.520 --> 00:04:05.440]  接著下了這個追殺令之後
[00:04:05.440 --> 00:04:06.800]  但是很特別的
[00:04:06.800 --> 00:04:08.800]  以尼亞突然之間崩潰
[00:04:08.800 --> 00:04:10.440]  整個人倒塌了
[00:04:10.440 --> 00:04:11.480]  接著他逃亡
[00:04:11.480 --> 00:04:13.640]  由北邊一直走到南邊
[00:04:13.640 --> 00:04:15.160]  很嚴重
[00:04:15.160 --> 00:04:19.160]  那時候他甚至要求神殺了他
[00:04:19.160 --> 00:04:20.960]  神啊求你取去我的性命
[00:04:20.960 --> 00:04:22.440]  因為我不及我的列祖
[00:04:22.440 --> 00:04:24.720]  在羅藤樹下求死
[00:04:24.720 --> 00:04:26.040]  但是你記住神很感恩
[00:04:26.040 --> 00:04:27.800]  神不是經常聽我們禱告的
[00:04:27.800 --> 00:04:30.320]  如果我是神就說你這個臭小子已經沒面子了
[00:04:30.320 --> 00:04:32.600]  你走去在敵人面前逃走
[00:04:32.600 --> 00:04:34.560]  死就死了
[00:04:34.560 --> 00:04:35.240]  但是沒有
[00:04:35.240 --> 00:04:37.080]  神讓他休息
[00:04:37.080 --> 00:04:39.000]  然後等他睡覺
[00:04:39.000 --> 00:04:40.800]  睡到差不多的時候拍醒他
[00:04:40.800 --> 00:04:42.560]  還有炭燒餅
[00:04:42.560 --> 00:04:44.160]  還有水給他喝
[00:04:44.160 --> 00:04:46.160]  因為乾啃很辛苦的
[00:04:46.160 --> 00:04:55.480]  乾啃很辛苦的
[00:04:55.480 --> 00:04:56.880]  外面聽不到
[00:04:56.880 --> 00:04:58.880]  我講了五聲乾啃很辛苦
[00:04:58.880 --> 00:05:00.880]  聰明不聰明就是這些
[00:05:00.880 --> 00:05:08.680]  結果真的多謝這個天使
[00:05:08.680 --> 00:05:09.960]  Thank you
[00:05:09.960 --> 00:05:12.880]  那時候以尼亞吃完之後不是再睡覺
[00:05:12.880 --> 00:05:14.880]  但你記住阿彌陀佛跟他說
[00:05:14.880 --> 00:05:17.360]  你拍醒他你走吧
[00:05:17.360 --> 00:05:18.560]  去荷列山
[00:05:18.560 --> 00:05:21.160]  然後在荷列山上做些什麼呢?
[00:05:21.160 --> 00:05:22.200]  很特別的一段經文
[00:05:22.200 --> 00:05:23.160]  回去自己看
[00:05:23.160 --> 00:05:24.360]  《赤烈王紀》上
[00:05:24.360 --> 00:05:28.240]  就是地震
[00:05:28.240 --> 00:05:30.080]  狂風大作
[00:05:30.080 --> 00:05:31.880]  有烈火出現
[00:05:31.880 --> 00:05:33.280]  但是也有句話
[00:05:33.280 --> 00:05:35.280]  神不在其中
[00:05:35.280 --> 00:05:38.680]  但是跟著這些狂風烈火之後
[00:05:38.680 --> 00:05:42.520]  神用微小的聲音跟他說話
[00:05:42.520 --> 00:05:44.520]  其實如果你正式來看
[00:05:44.520 --> 00:05:47.840]  地震、狂風、烈火都是神的作為
[00:05:47.840 --> 00:05:49.840]  但是有一個很特別的屬靈意義
[00:05:49.840 --> 00:05:52.720]  轟轟烈烈有時候我們太吵的時候
[00:05:52.720 --> 00:05:56.320]  你聽不到神的慈愛呼喚
[00:05:56.320 --> 00:05:58.080]  有時候需要你安靜
[00:05:58.080 --> 00:06:00.520]  在微聲裏面神就跟他說
[00:06:00.520 --> 00:06:03.520]  你要他做些什麼呢?
[00:06:03.520 --> 00:06:05.320]  去轉型
[00:06:05.320 --> 00:06:09.520]  不是再在政治舞台上轟轟烈烈的出現
[00:06:09.520 --> 00:06:12.320]  而是去建立先知門徒
[00:06:12.320 --> 00:06:15.520]  舊約聖經裏面第一間神學院
[00:06:15.520 --> 00:06:17.520]  是由以利亞做院長
[00:06:17.520 --> 00:06:20.520]  以利亞和尼達建立了一班先知門徒
[00:06:20.520 --> 00:06:23.320]  後來有一個門生叫以利沙
[00:06:23.320 --> 00:06:24.320]  記不記得?
[00:06:24.320 --> 00:06:26.920]  但是我說他們兩個之間是沒有血緣關係的
[00:06:26.920 --> 00:06:27.920]  不是兄弟
[00:06:27.920 --> 00:06:29.720]  沒想到以利亞一個叫以利沙
[00:06:29.720 --> 00:06:30.520]  一個叫紅豆沙
[00:06:30.520 --> 00:06:31.520]  是沒有關係的
[00:06:31.520 --> 00:06:33.520]  後來就去接棒了
[00:06:33.520 --> 00:06:40.320]  所以為什麼聖經裏面特別的尼達強調他呢?
