
[00:00:00.000 --> 00:00:02.140]  各位聽眾午安
[00:00:02.140 --> 00:00:05.240]  我希望大家吃了一些東西
[00:00:05.240 --> 00:00:08.320]  或者已經吃了午飯
[00:00:08.320 --> 00:00:11.760]  肚子飽了
[00:00:11.760 --> 00:00:13.740]  心靈就有機會開放
[00:00:13.740 --> 00:00:16.260]  很多時候我們
[00:00:16.260 --> 00:00:23.540]  身體是很明顯的影響我們的心靈
[00:00:24.640 --> 00:00:30.480]  我很想和大家一起思考我們信仰的路
[00:00:30.480 --> 00:00:35.460]  特別是在一個變得很快的世界裏
[00:00:35.460 --> 00:00:37.240]  很容易迷失
[00:00:37.240 --> 00:00:39.940]  很容易去
[00:00:39.940 --> 00:00:42.320]  求隨 接著會怎樣呢?
[00:00:42.320 --> 00:00:46.360]  以前不是這樣的
[00:00:46.360 --> 00:00:52.360]  以前我們人生的軌跡是很清楚的
[00:00:52.360 --> 00:00:54.860]  但是現在沒有人知道
[00:00:54.860 --> 00:01:03.240]  今晚我會和一個弟兄道別
[00:01:03.240 --> 00:01:05.240]  因為他要離開了
[00:01:05.240 --> 00:01:10.640]  有不少的弟兄都離開了
[00:01:10.640 --> 00:01:13.880]  以前不是這樣的
[00:01:13.880 --> 00:01:15.880]  香港就是我的家
[00:01:15.880 --> 00:01:18.940]  但是有些人不能夠不離開
[00:01:20.440 --> 00:01:22.440]  有些人不想離開
[00:01:22.440 --> 00:01:28.320]  現在我們討論的是打不打針
[00:01:28.320 --> 00:01:31.680]  離不離開
[00:01:31.680 --> 00:01:33.680]  接著會怎樣呢?
[00:01:33.680 --> 00:01:36.280]  我們忘記了
[00:01:36.280 --> 00:01:38.680]  究竟我們跟耶穌的人
[00:01:38.680 --> 00:01:41.080]  一些核心重要的事情
[00:01:41.080 --> 00:01:46.080]  我們在變得很快的
[00:01:46.080 --> 00:01:48.460]  無論是政治的環境還是經濟的環境
[00:01:48.460 --> 00:01:50.640]  變得很快的在這個世界裏
[00:01:50.640 --> 00:01:53.640]  我們打得亂七八糟
[00:01:53.640 --> 00:01:56.640]  我們忙於應付
[00:01:56.640 --> 00:01:58.640]  一浪又一浪來的
[00:01:58.640 --> 00:02:00.640]  無論是措施
[00:02:00.640 --> 00:02:03.560]  無論是不同的規矩
[00:02:03.560 --> 00:02:06.960]  我們忙於去應付
[00:02:06.960 --> 00:02:09.440]  我們都忘記了究竟
[00:02:09.440 --> 00:02:11.440]  我們的上帝在哪裏
[00:02:11.440 --> 00:02:13.440]  我們的上帝想我們怎樣
[00:02:13.440 --> 00:02:16.200]  原來這個世界
[00:02:16.200 --> 00:02:19.980]  並沒有離開上帝既定的軌跡
[00:02:19.980 --> 00:02:24.520]  如果大家留意
[00:02:24.520 --> 00:02:26.520]  你就了解到
[00:02:26.520 --> 00:02:29.200]  這個新的拜登政府
[00:02:29.200 --> 00:02:32.440]  他跟伊朗的交易
[00:02:32.440 --> 00:02:36.920]  是逆轉了以色列的處境
[00:02:36.920 --> 00:02:42.380]  而哈馬斯和敘利亞的軍隊
[00:02:42.380 --> 00:02:44.380]  不斷地攻打以色列
[00:02:44.380 --> 00:02:47.100]  而聯合國過去一路以來
[00:02:47.100 --> 00:02:50.760]  對於以色列的排擠和打壓
[00:02:50.760 --> 00:02:52.760]  是現在越來越明顯
[00:02:52.760 --> 00:02:55.580]  其實所有發生的事情
[00:02:55.580 --> 00:03:00.300]  是按照啟示錄的指示
[00:03:00.300 --> 00:03:05.020]  列國並不是高舉耶穌
[00:03:05.020 --> 00:03:07.300]  我們剛才唱的那首歌
[00:03:07.300 --> 00:03:09.300]  萬邦都重陽
[00:03:09.300 --> 00:03:11.800]  這個是我們憑信心去宣告
[00:03:11.800 --> 00:03:13.800]  哪一天當耶穌再來的時候
[00:03:13.800 --> 00:03:20.900]  當耶穌顯明祂神的兒子身份的時候
[00:03:20.900 --> 00:03:24.480]  列國不能夠不服從敬拜
[00:03:24.480 --> 00:03:26.480]  但是現在
[00:03:26.480 --> 00:03:30.100]  列國是反對上帝的
[00:03:30.100 --> 00:03:34.100]  有些人以為美國很好
[00:03:34.100 --> 00:03:38.420]  其實美國貧窮的情況
[00:03:38.420 --> 00:03:41.400]  有很多人在貧窮線以下
[00:03:41.400 --> 00:03:43.400]  很慘
[00:03:43.400 --> 00:03:45.400]  為什麼呢
[00:03:45.400 --> 00:03:47.400]  因為疫情把他們打垮了
[00:03:47.400 --> 00:03:51.400]  千萬不要以為他們現在很好
[00:03:51.400 --> 00:03:53.400]  這個Black Lives Matter
[00:03:53.400 --> 00:03:55.400]  BLM
[00:03:55.400 --> 00:03:58.400]  千萬不要以為是Bacon Lettuce Tomato那種
[00:03:58.400 --> 00:04:00.400]  這個Black Lives Matter
[00:04:00.400 --> 00:04:05.400]  是反對以色列
[00:04:05.400 --> 00:04:07.400]  反對白人
[00:04:07.400 --> 00:04:10.400]  反對所有的建制
[00:04:10.400 --> 00:04:14.400]  而美國的政府是隻眼開隻眼閉
[00:04:14.400 --> 00:04:16.400]  是容許他們作亂的
[00:04:16.400 --> 00:04:20.400]  各位
[00:04:20.400 --> 00:04:22.400]  這個世界是不是亂了
[00:04:22.400 --> 00:04:24.400]  是不是離開了上帝的軌跡
[00:04:24.400 --> 00:04:26.400]  不是
[00:04:26.400 --> 00:04:32.400]  是按照上帝已經宣告的軌跡進發
[00:04:32.400 --> 00:04:37.400]  問題是上帝的子民不是很明白
[00:04:37.400 --> 00:04:42.400]  也並不是按照上帝的計劃
[00:04:42.400 --> 00:04:46.400]  去預備自己迎接我們的主
[00:04:46.400 --> 00:04:50.400]  我們被很多事情困擾
[00:04:50.400 --> 00:04:54.400]  過去幾年我們的社會
[00:04:54.400 --> 00:04:57.400]  是不斷在不同的衝擊那裡
[00:04:57.400 --> 00:05:00.400]  仍然有人在說誰對誰錯
[00:05:00.400 --> 00:05:03.400]  有沒有人錯呢
[00:05:03.400 --> 00:05:04.400]  有
[00:05:04.400 --> 00:05:05.400]  有沒有人對呢
[00:05:05.400 --> 00:05:07.400]  有一點
[00:05:07.400 --> 00:05:10.400]  我認為大家都錯了
[00:05:10.400 --> 00:05:12.400]  教會呢
[00:05:12.400 --> 00:05:14.400]  教會從來沒有試過這麼散
[00:05:14.400 --> 00:05:17.400]  這個疫情令我們沒有聚會
[00:05:17.400 --> 00:05:21.400]  而有一部分人已經習慣了不聚會
[00:05:21.400 --> 00:05:23.400]  各位
[00:05:23.400 --> 00:05:24.400]  我們在這裡問這些問題
[00:05:24.400 --> 00:05:26.400]  聚會做什麼呢
[00:05:26.400 --> 00:05:28.400]  也是啊
[00:05:28.400 --> 00:05:30.400]  如果我們跟耶穌聚會
[00:05:30.400 --> 00:05:32.400]  其實是沒有意思的
[00:05:32.400 --> 00:05:38.400]  說到聽到一個人說了一段時間
[00:05:38.400 --> 00:05:40.400]  然後就走了
[00:05:40.400 --> 00:05:42.400]  那有什麼意思呢
[00:05:42.400 --> 00:05:43.400]  我們的生命裡面
[00:05:43.400 --> 00:05:45.400]  有什麼在變化中
[00:05:45.400 --> 00:05:46.400]  在長進中
[00:05:46.400 --> 00:05:48.400]  而是上帝很滿意的呢
[00:05:48.400 --> 00:05:50.400]  我們只是在各樣的仇恨
[00:05:50.400 --> 00:05:51.400]  各樣的憂慮
[00:05:51.400 --> 00:05:54.400]  各樣的恐懼裡面
[00:05:54.400 --> 00:05:58.400]  我們消耗了我們的生命
[00:05:58.400 --> 00:06:04.400]  爾弗所這個城市
[00:06:04.400 --> 00:06:06.400]  在亞細亞地區裡面
[00:06:06.400 --> 00:06:11.400]  是一個很重要的
[00:06:11.400 --> 00:06:15.400]  無術異教的重點
[00:06:15.400 --> 00:06:18.400]  但是保羅帶著福音去到
[00:06:18.400 --> 00:06:21.400]  這個城市變了過來
[00:06:21.400 --> 00:06:24.400]  教會很興旺
[00:06:24.400 --> 00:06:27.400]  教會認識耶穌的偉大
[00:06:27.400 --> 00:06:29.400]  使徒行傳
[00:06:29.400 --> 00:06:30.400]  記載到
[00:06:30.400 --> 00:06:32.400]  有一個時刻
[00:06:32.400 --> 00:06:35.400]  爾弗所的人將他的無術著作
[00:06:35.400 --> 00:06:37.400]  那些秘笈
[00:06:37.400 --> 00:06:39.400]  堆起來燒
[00:06:39.400 --> 00:06:41.400]  那個價值很厲害
[00:06:41.400 --> 00:06:45.400]  但是曾幾何時
[00:06:45.400 --> 00:06:50.400]  教會會變成像啟示錄那樣說
[00:06:50.400 --> 00:06:54.400]  耶穌第一個譴責的教會
[00:06:54.400 --> 00:06:58.400]  耶穌譴責不是教會沒做事
[00:06:58.400 --> 00:06:59.400]  耶穌說
[00:06:59.400 --> 00:07:01.400]  你們做樣樣都好
[00:07:01.400 --> 00:07:03.400]  你們守住我這裡都好
[00:07:03.400 --> 00:07:05.400]  你們宣告是正確
[00:07:05.400 --> 00:07:07.400]  你們教得正確不幹
[00:07:07.400 --> 00:07:09.400]  我要譴責你一件事
[00:07:09.400 --> 00:07:11.400]  你已經沒有愛了
[00:07:11.400 --> 00:07:14.400]  為什麼一個這麼偉大的教會
[00:07:14.400 --> 00:07:16.400]  會變得沒有愛呢
[00:07:16.400 --> 00:07:17.400]  而沒有了愛
[00:07:17.400 --> 00:07:19.400]  為什麼耶穌這麼著緊呢
[00:07:19.400 --> 00:07:23.400]  不是質不正是重要嗎
[00:07:23.400 --> 00:07:31.400]  我執得正
[00:07:31.400 --> 00:07:35.400]  但執得正重不重要呢
[00:07:35.400 --> 00:07:37.400]  有些人說重要
[00:07:37.400 --> 00:07:39.400]  為什麼不執得正呢
[00:07:39.400 --> 00:07:42.400]  如果執得正
[00:07:42.400 --> 00:07:46.400]  但裡面的心靈已經沒有了
[00:07:46.400 --> 00:07:48.400]  那在做什麼呢
[00:07:48.400 --> 00:07:50.400]  但很多時候我們都不知道
[00:07:50.400 --> 00:07:53.400]  我們沒有了心靈
[00:07:53.400 --> 00:07:59.400]  我們在外面堅持著一些
[00:07:59.400 --> 00:08:01.400]  好像很有道理
[00:08:01.400 --> 00:08:02.400]  好像很重要的事
[00:08:02.400 --> 00:08:05.400]  但我們已經忘記了
[00:08:05.400 --> 00:08:10.400]  耶穌呼召我們做什麼
[00:08:10.400 --> 00:08:14.400]  今天我想和大家思考一個題目
[00:08:14.400 --> 00:08:18.400]  上帝期望教會有愛
[00:08:18.400 --> 00:08:21.400]  這個題目不用說了
[00:08:21.400 --> 00:08:23.400]  教會一定有愛
[00:08:23.400 --> 00:08:26.400]  是嗎
[00:08:26.400 --> 00:08:29.400]  想清楚一點
[00:08:29.400 --> 00:08:35.400]  你在哪裡知道教會有愛呢
[00:08:35.400 --> 00:08:40.400]  你怎樣知道你的生命裡有愛呢
[00:08:40.400 --> 00:08:42.400]  你怎樣確保你周圍的人
[00:08:42.400 --> 00:08:47.400]  在你的生命裡體會到上帝的愛呢
[00:08:47.400 --> 00:08:48.400]  我不知道
[00:08:48.400 --> 00:08:51.400]  我經常奉獻就有愛
[00:08:51.400 --> 00:08:54.400]  我經常參加聚會就有愛
[00:08:54.400 --> 00:08:58.400]  我唱歌很大聲就有愛
[00:08:58.400 --> 00:09:03.400]  我和別人講福音就有愛
[00:09:03.400 --> 00:09:07.400]  是嗎
[00:09:07.400 --> 00:09:11.400]  想清楚一點
[00:09:11.400 --> 00:09:21.400]  上次你因為一些意見的問題
[00:09:21.400 --> 00:09:25.400]  爭吵到臉紅臉綠
[00:09:25.400 --> 00:09:29.400]  你怎樣收場呢
[00:09:29.400 --> 00:09:30.400]  和弟兄姐妹
[00:09:30.400 --> 00:09:32.400]  和你自己的老婆
[00:09:32.400 --> 00:09:36.400]  和你的子女
[00:09:36.400 --> 00:09:40.400]  你怎樣在那些衝突裡
[00:09:40.400 --> 00:09:44.400]  去體驗上帝的愛
[00:09:44.400 --> 00:09:49.400]  並且去表達上帝的愛呢
[00:09:49.400 --> 00:09:53.400]  你當然要表達你的憤怒
[00:09:53.400 --> 00:09:57.400]  當然你要表達你的意見
[00:09:57.400 --> 00:10:01.400]  除了這樣
[00:10:01.400 --> 00:10:04.400]  你有沒有問過
[00:10:04.400 --> 00:10:08.400]  你的弟兄 你的配偶 你的兒女
[00:10:08.400 --> 00:10:11.400]  他們有沒有體會到上帝
[00:10:11.400 --> 00:10:13.400]  透過你生命的轉變
[00:10:13.400 --> 00:10:19.400]  而經歷到他的愛呢
[00:10:19.400 --> 00:10:22.400]  這段聖經不複雜
[00:10:22.400 --> 00:10:25.400]  不過我讀了幾十年
[00:10:25.400 --> 00:10:27.400]  最近我再思考的時候
[00:10:27.400 --> 00:10:31.400]  我發覺原來我以前有很多東西想漏了
[00:10:31.400 --> 00:10:32.400]  我往馬其頓去的時候
[00:10:32.400 --> 00:10:34.400]  我讀的是新月本
[00:10:34.400 --> 00:10:35.400]  我往馬其頓去的時候
[00:10:35.400 --> 00:10:39.400]  曾經勸你留在爾伏所
[00:10:39.400 --> 00:10:42.400]  要祝福某一些人
[00:10:42.400 --> 00:10:44.400]  不可全別的教義
[00:10:44.400 --> 00:10:47.400]  也不可沉迷於無稽之談
[00:10:47.400 --> 00:10:49.400]  無窮的家暴
[00:10:49.400 --> 00:10:52.400]  這些事只能引起爭論
[00:10:52.400 --> 00:10:55.400]  對於神在信仰上所定的計劃
[00:10:55.400 --> 00:11:01.400]  是毫無幫助的
[00:11:01.400 --> 00:11:05.400]  原來有些事除了引起爭論
[00:11:05.400 --> 00:11:10.400]  並沒有幫助我們的生命
[00:11:10.400 --> 00:11:18.400]  更加接近上帝既定的目標
[00:11:18.400 --> 00:11:22.400]  不過我們不知道
[00:11:22.400 --> 00:11:25.400]  過去幾十年
[00:11:25.400 --> 00:11:30.400]  在屋服堂 林田堂 報道會 總會
[00:11:30.400 --> 00:11:32.400]  最突出的生活是甚麼呢
[00:11:32.400 --> 00:11:36.400]  開會
[00:11:36.400 --> 00:11:39.400]  大家知不知道甚麼是開會
[00:11:39.400 --> 00:11:42.400]  不是大陸那些開會
[00:11:42.400 --> 00:11:43.400]  大陸那些開會
[00:11:43.400 --> 00:11:44.400]  某個領導人要起身去說話
[00:11:44.400 --> 00:11:46.400]  原來領導人說話
[00:11:46.400 --> 00:11:50.400]  其實全部都已經定了
[00:11:50.400 --> 00:11:54.400]  我們是很認真地開會的
[00:11:54.400 --> 00:11:58.400]  曾經印象中開到兩點多
[00:11:58.400 --> 00:12:01.400]  凌晨
[00:12:01.400 --> 00:12:03.400]  我們討論來討論去
[00:12:03.400 --> 00:12:06.400]  我們很有文化
[00:12:06.400 --> 00:12:08.400]  我們不大聲
[00:12:08.400 --> 00:12:15.400]  不過我們有所堅持
[00:12:15.400 --> 00:12:18.400]  在我的印象中
[00:12:18.400 --> 00:12:20.400]  我們開會的文化
[00:12:20.400 --> 00:12:26.400]  令到一些人不敢做則事
[00:12:26.400 --> 00:12:28.400]  我不知道現在是不是這樣
[00:12:28.400 --> 00:12:32.400]  我想朱牧師應該比我好一點
[00:12:32.400 --> 00:12:34.400]  我們很重視一件事
[00:12:34.400 --> 00:12:37.400]  但是開了這麼多個會
[00:12:37.400 --> 00:12:39.400]  是不是弟兄姊妹因為我們開會
[00:12:39.400 --> 00:12:44.400]  而更加愛神 更加愛人呢
[00:12:44.400 --> 00:12:48.400]  我又看不到
[00:12:48.400 --> 00:12:50.400]  我只看到
[00:12:50.400 --> 00:12:52.400]  全道同工他們堅持自己的意見
[00:12:52.400 --> 00:12:59.400]  去到一個地步拍下去走人
[00:12:59.400 --> 00:13:02.400]  我們重視我們對
[00:13:02.400 --> 00:13:06.400]  多過重視耶穌的愛
[00:13:06.400 --> 00:13:15.400]  在我們的馴服謙卑裏顯明出來
[00:13:15.400 --> 00:13:19.400]  上帝很想我們有愛
[00:13:19.400 --> 00:13:22.400]  但是不知道為什麼
[00:13:22.400 --> 00:13:26.400]  我們沒有留意到
[00:13:26.400 --> 00:13:28.400]  我們沒有留意到
[00:13:28.400 --> 00:13:32.400]  原來教會的存在是見證祂的愛
[00:13:32.400 --> 00:13:35.400]  原來我們的講論 我們的行動
[00:13:35.400 --> 00:13:37.400]  是要去表達祂的愛
[00:13:37.400 --> 00:13:38.400]  我們沒有留意到
[00:13:38.400 --> 00:13:40.400]  我們進入一個文化 一個軌跡
[00:13:40.400 --> 00:13:42.400]  我們就要做這些事
[00:13:42.400 --> 00:13:43.400]  我們從來沒有問過
[00:13:43.400 --> 00:13:45.400]  做這些事有什麼意義
[00:13:45.400 --> 00:13:46.400]  而那個意義
[00:13:46.400 --> 00:13:53.400]  是不是上帝要我們去堅持的意義
[00:13:53.400 --> 00:13:56.400]  保羅在《哥倫多前書》講過一段
[00:13:56.400 --> 00:13:58.400]  我不再重複
[00:13:58.400 --> 00:14:01.400]  哥倫多教會也是很厲害的教會
[00:14:01.400 --> 00:14:04.400]  很多恩賜 很多能力
[00:14:04.400 --> 00:14:09.400]  他在爭論哪一個恩賜是大一點 重要一點
[00:14:09.400 --> 00:14:11.400]  其實教會過去也是
[00:14:11.400 --> 00:14:15.400]  講道的恩賜是最重要的
[00:14:15.400 --> 00:14:19.400]  保羅說不是啊 不是啊
[00:14:19.400 --> 00:14:21.400]  服事的恩賜也是重要的
[00:14:21.400 --> 00:14:22.400]  愛的恩賜
[00:14:22.400 --> 00:14:26.400]  服事人 行政的恩賜也是重要的
[00:14:26.400 --> 00:14:29.400]  但是所有的恩賜
[00:14:29.400 --> 00:14:36.400]  如果沒有了愛 其實是沒有意義的
[00:14:36.400 --> 00:14:37.400]  我每次來到這裡
[00:14:37.400 --> 00:14:39.400]  我都很欣賞這個地方
[00:14:39.400 --> 00:14:45.400]  這個地方的設計是有意思的
[00:14:45.400 --> 00:14:48.400]  有一個弟兄
[00:14:48.400 --> 00:14:52.400]  我都忘記了他的名字
[00:14:52.400 --> 00:14:57.400]  他的名字叫David
[00:14:57.400 --> 00:14:59.400]  但是有多少人來到
[00:14:59.400 --> 00:15:04.400]  是因為這個地方的設計而深受恩感
[00:15:04.400 --> 00:15:06.400]  上帝的恩典 上帝的慈愛
[00:15:06.400 --> 00:15:09.400]  上帝的計劃多麼偉大
[00:15:09.400 --> 00:15:12.400]  我更加愛上帝
[00:15:12.400 --> 00:15:18.400]  其實很多人來到都不知道這個設計
[00:15:18.400 --> 00:15:21.400]  原來我們所做的
[00:15:21.400 --> 00:15:23.400]  我們在教人做的
[00:15:23.400 --> 00:15:26.400]  在表達的
[00:15:26.400 --> 00:15:29.400]  就是在表達耶穌基督的生命
[00:15:29.400 --> 00:15:36.400]  而耶穌基督的生命就是一個愛的生命
[00:15:36.400 --> 00:15:39.400]  他看到這些人很需要
[00:15:39.400 --> 00:15:45.400]  很需要肯定
[00:15:45.400 --> 00:15:48.400]  大家記得嗎
[00:15:48.400 --> 00:15:50.400]  那個麻風的
[00:15:50.400 --> 00:15:52.400]  他說如果你願意的話
[00:15:52.400 --> 00:15:55.400]  我就好了
[00:15:55.400 --> 00:15:59.400]  其實那個麻風是次要的
[00:15:59.400 --> 00:16:01.400]  他的心靈的麻風更重要
[00:16:01.400 --> 00:16:04.400]  所以耶穌就摸他
[00:16:04.400 --> 00:16:07.400]  摸一個大麻風是大不為
[00:16:07.400 --> 00:16:09.400]  不潔的
[00:16:09.400 --> 00:16:12.400]  但是耶穌摸他
[00:16:12.400 --> 00:16:14.400]  摸他乾淨了
[00:16:14.400 --> 00:16:16.400]  所以耶穌並沒有摸不潔
[00:16:16.400 --> 00:16:18.400]  不過人們不知道
