
[00:00:00.000 --> 00:00:02.640]  我們一起來讀兩段聖經
[00:00:02.640 --> 00:00:06.520]  在約蘇亞記第三章第五節
[00:00:06.520 --> 00:00:09.080]  這裏說約蘇亞吩咐百姓說
[00:00:09.080 --> 00:00:10.120]  你們要自解
[00:00:10.120 --> 00:00:14.160]  因爲明天耶化必在你們中間行奇事
[00:00:14.160 --> 00:00:18.720]  第二段聖經在四章二十到二十四節
[00:00:18.720 --> 00:00:22.200]  這裏說他們從約旦河中取來的那十二塊石頭
[00:00:22.200 --> 00:00:24.760]  約蘇亞就立在吉甲
[00:00:24.760 --> 00:00:25.840]  對以色列人說
[00:00:25.840 --> 00:00:29.160]  日後你們的子孫問他們的父親說
[00:00:29.160 --> 00:00:31.480]  這些石頭是什麼意思
[00:00:31.480 --> 00:00:32.680]  你們就告訴他們說
[00:00:32.680 --> 00:00:36.800]  以色列人曾走甘地過這約旦河
[00:00:36.800 --> 00:00:37.920]  二十三節
[00:00:37.920 --> 00:00:42.120]  因爲耶和華你們的神在你們前面使約旦河水乾了
[00:00:42.120 --> 00:00:43.400]  等着你們過來
[00:00:43.400 --> 00:00:45.920]  就如耶和華你們的神從前
[00:00:45.920 --> 00:00:48.400]  在我們前面使紅海乾了
[00:00:48.400 --> 00:00:50.480]  等着我們過來一樣
[00:00:50.480 --> 00:00:52.800]  要使地上萬民都知道
[00:00:52.800 --> 00:00:55.400]  耶和華的手大有能力
[00:00:55.400 --> 00:01:00.080]  也要使你們永遠敬畏耶和華你們的神
[00:01:00.080 --> 00:01:02.480]  我們就讀到這裏
[00:01:02.480 --> 00:01:02.840]  第二節
[00:01:02.840 --> 00:01:07.400]  今年真的是非常不容易過的一年
[00:01:07.400 --> 00:01:09.080]  來美國四十年了
[00:01:09.080 --> 00:01:11.400]  沒有一年像今年一樣
[00:01:11.400 --> 00:01:14.480]  這麼多的天災人禍
[00:01:14.480 --> 00:01:17.600]  我們不但有新冠病毒的疫情
[00:01:17.600 --> 00:01:20.240]  現在還是沒完沒了
[00:01:20.240 --> 00:01:24.480]  我們還有各地的暴動還是持續不斷
[00:01:24.480 --> 00:01:27.240]  在加州我們有山火
[00:01:27.240 --> 00:01:31.720]  這次這個山火真的燒得非常靠近我們
[00:01:31.720 --> 00:01:35.400]  真的感覺燒到自己家門口的感覺
[00:01:35.400 --> 00:01:38.400]  在美國南部還有颶風
[00:01:38.400 --> 00:01:42.680]  再加上大選一片混亂的選情
[00:01:42.680 --> 00:01:48.720]  新聞媒體在選情上已經完全失去公信力
[00:01:48.720 --> 00:01:52.160]  有時候看着這一片的混亂
[00:01:52.160 --> 00:01:55.800]  心中不禁有一個問題
[00:01:55.800 --> 00:02:00.480]  那就是明天會更好嗎
[00:02:00.480 --> 00:02:03.880]  明天會更好嗎
[00:02:03.880 --> 00:02:07.360]  我就想到在九月時代的約蘇亞
[00:02:07.360 --> 00:02:10.280]  當他面對的約旦河
[00:02:10.280 --> 00:02:15.560]  準備要帶領以色列人過約旦河向前走的時候
[00:02:15.560 --> 00:02:19.480]  恐怕他也有同樣的心情
[00:02:19.480 --> 00:02:21.920]  回想過去四十年
[00:02:21.920 --> 00:02:26.040]  在曠野以色列人真的起起伏伏
[00:02:26.040 --> 00:02:29.520]  雖然是有神的恩典在其中
[00:02:29.520 --> 00:02:34.120]  但他也看見很多讓他哀傷的事情
[00:02:34.120 --> 00:02:37.160]  他看見他們的領袖摩西
[00:02:37.160 --> 00:02:41.080]  因爲沒有在百姓面前尊重神
[00:02:41.080 --> 00:02:46.760]  本來神是叫摩西吩咐磐石讓磐石出水
[00:02:46.760 --> 00:02:50.520]  可是摩西卻擊打磐石
[00:02:50.520 --> 00:02:56.200]  結果神就不允許摩西進入迦南地
[00:02:56.200 --> 00:03:01.080]  他也看見以色列人因着悖逆神
[00:03:01.080 --> 00:03:05.200]  結果他那個generation 他那一代的人
[00:03:05.200 --> 00:03:09.600]  全都死在曠野 除了他跟迦勒以外
[00:03:09.600 --> 00:03:11.720]  我相信這些事情
[00:03:11.720 --> 00:03:17.040]  都讓他心中有某種程度的哀傷在那裏
[00:03:17.040 --> 00:03:19.080]  而當他往前看
[00:03:19.080 --> 00:03:22.400]  過了約旦河也不是容易的事情
[00:03:22.400 --> 00:03:26.800]  馬上面對的一個非常堅固的城市
[00:03:26.800 --> 00:03:28.040]  耶利哥
[00:03:28.040 --> 00:03:30.600]  事實上在約蘇亞紀第二章
[00:03:30.600 --> 00:03:33.360]  他已經派了探子去窺探那裏
[00:03:33.360 --> 00:03:35.840]  差點被人抓住
[00:03:35.840 --> 00:03:40.080]  可見得那一定也不是一場容易的戰爭
[00:03:40.080 --> 00:03:45.360]  我相信當約蘇亞在要過約旦河之前
[00:03:45.360 --> 00:03:48.640]  他心中同樣有一個問題
[00:03:48.640 --> 00:03:52.040]  那就是明天會更好嗎
[00:03:52.040 --> 00:03:54.440]  明天會更好嗎
[00:03:54.440 --> 00:03:56.120]  但在那個時刻
[00:03:56.120 --> 00:04:02.240]  約蘇亞卻做了一個非常重要的選擇
[00:04:02.240 --> 00:04:06.200]  他選擇將明天交給神
[00:04:06.200 --> 00:04:07.360]  Hallelujah
[00:04:07.360 --> 00:04:09.360]  約蘇亞紀第三章第五節
[00:04:09.360 --> 00:04:10.760]  剛纔我們所讀的這裏說
[00:04:10.760 --> 00:04:12.480]  約蘇亞吩咐百姓說
[00:04:12.480 --> 00:04:13.600]  你們要自覺
[00:04:13.600 --> 00:04:19.120]  因爲明天耶穌會在你們中間行騎士
[00:04:19.120 --> 00:04:22.160]  其實你要知道約蘇亞講這句話的時候
[00:04:22.160 --> 00:04:26.600]  約蘇亞還不知道明天將會如何
[00:04:26.600 --> 00:04:30.120]  是他做了這個選擇之後
[00:04:30.120 --> 00:04:32.600]  神才啓示他
[00:04:32.600 --> 00:04:36.640]  才告訴他神所要做的事情
[00:04:36.640 --> 00:04:42.360]  我們看見當約蘇亞在面對這個未知的明天的時候
[00:04:42.360 --> 00:04:45.280]  我們看見他做了一個選擇
[00:04:45.280 --> 00:04:50.320]  他選擇將明天交在他神的手中
[00:04:50.320 --> 00:04:55.480]  我們看見他選擇要帶領以色列人過約旦河
[00:04:55.480 --> 00:04:59.240]  進入神所應許的明天
[00:04:59.240 --> 00:05:00.400]  弟兄姐妹
[00:05:00.400 --> 00:05:06.560]  約旦河是一個進入明天的門戶
[00:05:06.560 --> 00:05:09.640]  我們若想進入神所應許的明天
[00:05:09.640 --> 00:05:15.600]  我們就必須有向以色列人過約旦河的經驗
[00:05:15.600 --> 00:05:20.000]  所以今天早上我們要從以色列人過約旦河的經歷
[00:05:20.000 --> 00:05:24.800]  我們看怎麼樣我們能夠將我們的明天交給神
[00:05:24.800 --> 00:05:26.240]  三方面
[00:05:26.240 --> 00:05:27.240]  第一個
[00:05:27.240 --> 00:05:33.840]  要紀念神的信實
[00:05:33.840 --> 00:05:35.720]  你知道當以色列人過約旦河的時候
[00:05:35.720 --> 00:05:37.560]  神吩咐約蘇亞
[00:05:37.560 --> 00:05:42.160]  要從約旦河水中就是祭司所站立的地方
[00:05:42.160 --> 00:05:44.480]  拿十二塊石頭上來
[00:05:44.480 --> 00:05:49.520]  上岸之後要放在騎甲作爲一個紀念
[00:05:49.520 --> 00:05:53.360]  日後他們的子孫問說這個石頭是什麼意思
[00:05:53.360 --> 00:05:58.280]  他們就回答說是因爲神帶領我們經過約旦河
[00:05:58.280 --> 00:06:00.280]  要紀念什麼
[00:06:00.280 --> 00:06:04.040]  紀念神是信實的神
[00:06:04.040 --> 00:06:05.840]  所以在二十三節你們怎麼說呢
[00:06:05.840 --> 00:06:08.960]  二十三節說因爲耶化你們的神在你們前面
[00:06:08.960 --> 00:06:12.720]  使約旦河的水乾了等着你們過來
[00:06:12.720 --> 00:06:16.800]  就好像耶化你們的神從前在我們在過紅海的時候
[00:06:16.800 --> 00:06:19.920]  使紅海的水乾了等着我們過來一樣
[00:06:19.920 --> 00:06:24.640]  換句話說神是信實的神
[00:06:24.640 --> 00:06:27.640]  第二點什麼是神的信實
[00:06:27.640 --> 00:06:32.400]  信實簡單的意思就是神說話算話
[00:06:32.400 --> 00:06:36.160]  無論今天你看見的環境有多麼惡劣
[00:06:36.160 --> 00:06:40.560]  神所應許的他必定成就
[00:06:40.560 --> 00:06:42.960]  你還記得神應許亞伯拉罕
[00:06:42.960 --> 00:06:47.440]  告訴他說你的子孫要得到應許之地
[00:06:47.440 --> 00:06:50.920]  可是在這個期間我們看見以色列人卻
[00:06:50.920 --> 00:06:56.840]  經過了四百年在埃及被奴隸的日子
[00:06:56.840 --> 00:07:00.600]  在那四百年中間我相信以色列人可能覺得說
[00:07:00.600 --> 00:07:04.800]  神恐怕沒有垂聽他們的禱告
[00:07:04.800 --> 00:07:08.680]  在那四百年中間可能很多以色列人覺得灰心失望了
[00:07:08.680 --> 00:07:11.040]  覺得神不管他們不理他們
[00:07:11.040 --> 00:07:14.200]  甚至以色列人已經很習慣這種被奴隸的生活
[00:07:14.200 --> 00:07:18.680]  也忘記了神根本有這樣美大的應許在他們身上
[00:07:18.680 --> 00:07:23.440]  在第二點裏面今天人會忘記神的話語
[00:07:23.440 --> 00:07:28.120]  但神永遠不忘記他的應許
[00:07:28.120 --> 00:07:32.200]  同樣今天神也不會忘記他對你的應許
[00:07:32.200 --> 00:07:35.360]  神也不會忘記他對這個教會的應許
[00:07:35.360 --> 00:07:36.800]  哈利路亞
[00:07:36.800 --> 00:07:39.120]  神是信使的
[00:07:39.120 --> 00:07:41.920]  神說話算話
[00:07:41.920 --> 00:07:45.760]  神要以色列人立識爲記
[00:07:45.760 --> 00:07:47.040]  爲什麼
[00:07:47.040 --> 00:07:49.080]  因爲人是善忘的嘛
[00:07:49.080 --> 00:07:50.360]  不是嗎
[00:07:50.360 --> 00:07:54.240]  多少時候神的恩典還在轉角口呢
[00:07:54.240 --> 00:07:56.880]  可是馬上你看見眼前的困境
[00:07:56.880 --> 00:07:59.520]  你就心中開始埋怨了不是嗎
[00:07:59.520 --> 00:08:01.560]  就像以色列人一樣
[00:08:01.560 --> 00:08:04.440]  想想看當他們過紅海的時候
[00:08:04.440 --> 00:08:07.480]  哇那是多麼轟轟烈烈的事情
[00:08:07.480 --> 00:08:09.600]  多麼的風光啊
[00:08:09.600 --> 00:08:12.040]  想想看如果你自己
[00:08:12.040 --> 00:08:14.840]  真的有這樣走過紅海的經歷
[00:08:14.840 --> 00:08:18.400]  我請問你你會忘記神的恩典嗎
[00:08:18.400 --> 00:08:20.360]  應該不會
[00:08:20.360 --> 00:08:23.680]  但事實上還是會的
[00:08:23.680 --> 00:08:25.760]  你說紅海都走過了
[00:08:25.760 --> 00:08:28.800]  還怕沒得喫沒得喝嗎
[00:08:28.800 --> 00:08:31.640]  但人還是善忘的嘛
[00:08:31.640 --> 00:08:34.400]  你看見以色列人在曠野
[00:08:34.400 --> 00:08:38.400]  一天到晚埋怨不就是沒得喫沒得喝嗎
[00:08:38.400 --> 00:08:42.560]  聽着覺得今天我們人的光景不就是如此嗎
[00:08:42.560 --> 00:08:43.720]  當環境好的時候
[00:08:43.720 --> 00:08:46.240]  哇我們真的歡喜快樂
