
[00:00:00.000 --> 00:00:07.340]  今天會和大家思考的聖經就是獻耳札這個事件
[00:00:07.340 --> 00:00:10.700]  我相信我問一問是否在讀心中
[00:00:10.700 --> 00:00:14.180]  哪一個從小聽到大的這個獻耳札的事情
[00:00:14.180 --> 00:00:17.040]  只有兩個人從小聽到大的
[00:00:17.040 --> 00:00:18.700]  其他人原來都不太熟悉
[00:00:18.700 --> 00:00:24.580]  如果聽到多次就看看今天有沒有新的啟發
[00:00:24.580 --> 00:00:26.640]  沒聽過的更加好
[00:00:26.640 --> 00:00:30.280]  一定對他們來說是新的有些好東西吸收一下
[00:00:30.280 --> 00:00:32.080]  求主幫助我們
[00:00:32.080 --> 00:00:35.640]  我們一起先有個祈禱
[00:00:35.640 --> 00:00:39.980]  親愛的主我們願意將我們的禱告放在你面前
[00:00:39.980 --> 00:00:42.340]  求你開啟我們的眼睛
[00:00:42.340 --> 00:00:45.980]  因為我們眼睛要看得見看得準
[00:00:45.980 --> 00:00:48.540]  以致我們能夠去回應得好
[00:00:48.540 --> 00:00:50.480]  求主你就幫助我們的心靈
[00:00:50.480 --> 00:00:53.340]  能夠這樣去敞開我們的眼睛能夠打開
[00:00:53.340 --> 00:00:57.580]  我們能夠這樣去敬拜你去聽你的話語
[00:00:57.580 --> 00:00:59.740]  求你自己帶領我們每一個
[00:00:59.740 --> 00:01:02.540]  祈禱奉耶穌名字而求
[00:01:02.540 --> 00:01:05.340]  阿們
[00:01:05.340 --> 00:01:08.440]  今天和大家思考剛才生命祭壇的問題
[00:01:08.440 --> 00:01:12.480]  不過在未開始之前都問一問另一個問題
[00:01:12.480 --> 00:01:15.080]  不知道你的答案是什麼
[00:01:15.080 --> 00:01:17.840]  就是究竟如果讓你選擇
[00:01:17.840 --> 00:01:22.980]  你喜歡在香港讀書還是在美國讀書呢
[00:01:22.980 --> 00:01:26.680]  你喜歡在香港讀書的請你舉手
[00:01:26.680 --> 00:01:29.440]  你香港的歡迎你
[00:01:29.440 --> 00:01:31.380]  你喜歡在香港讀書是吧
[00:01:31.380 --> 00:01:32.580]  OK Good
[00:01:32.580 --> 00:01:36.940]  喜歡在美國讀書的請你舉手
[00:01:36.940 --> 00:01:40.680]  太過一面倒了喜歡在美國讀書
[00:01:40.680 --> 00:01:43.240]  所以我經常都被我的兒女說
[00:01:43.240 --> 00:01:46.580]  爸爸是很奇怪的喜歡在香港讀書
[00:01:46.580 --> 00:01:48.340]  香港和美國很不同
[00:01:48.340 --> 00:01:52.940]  其實我都不太適應我的兒女在美國讀書的狀況和態度
[00:01:52.940 --> 00:01:54.580]  不過值得真是想
[00:01:54.580 --> 00:01:57.940]  有得讓你選擇你喜歡哪一種讀書的模式呢
[00:01:57.940 --> 00:02:01.780]  其實你看看這裡讀書的時間其實差不多
[00:02:01.780 --> 00:02:04.480]  大家都是讀到大約17歲的時間
[00:02:04.480 --> 00:02:05.680]  香港就是中六
[00:02:05.680 --> 00:02:08.940]  在美國這裡就是12年級
[00:02:08.940 --> 00:02:11.480]  其實讀的東西都是這麼長的時間
[00:02:11.480 --> 00:02:14.880]  不過大家似乎對於讀的學制
[00:02:14.880 --> 00:02:16.740]  或者有些不同的期望
[00:02:16.740 --> 00:02:20.180]  不過我自己都為子女去看一看將來的時候
[00:02:20.180 --> 00:02:25.280]  都看一看原來這裡說
[00:02:25.280 --> 00:02:29.780]  有人說九年級是最佳的留學時期
[00:02:29.780 --> 00:02:30.480]  為什麼呢
[00:02:30.480 --> 00:02:37.140]  因為美國只是看重高中九至十二年級的成績
[00:02:37.140 --> 00:02:39.580]  是不是這樣
[00:02:39.580 --> 00:02:42.980]  就是說其實我們為什麼喜歡美國讀書
[00:02:42.980 --> 00:02:47.280]  因為應該由你幼稚園小學初中
[00:02:47.280 --> 00:02:49.180]  其實都可以很輕鬆的
[00:02:49.180 --> 00:02:51.480]  就是很輕鬆很悠閒的
[00:02:51.480 --> 00:02:52.540]  合格又可以
[00:02:52.540 --> 00:02:54.480]  不合格又真的沒有什麼所謂
[00:02:54.480 --> 00:02:55.840]  在香港讀書
[00:02:55.840 --> 00:02:58.340]  你由幼稚園已經被人抓住你
[00:02:58.340 --> 00:03:00.740]  就是幼稚園已經要讀小學的東西了
[00:03:00.740 --> 00:03:02.940]  小學很多時候讀中學的東西
[00:03:02.940 --> 00:03:04.880]  初中讀高中的東西
[00:03:04.880 --> 00:03:07.040]  所以就很辛苦的
[00:03:07.040 --> 00:03:09.080]  不過這裡告訴我們一件事
[00:03:09.080 --> 00:03:11.240]  就是無論你哪一個制度之下
[00:03:11.240 --> 00:03:14.140]  之前很輕鬆或者之前很辛苦都好
[00:03:14.140 --> 00:03:16.880]  去到你九年級至十二年級
[00:03:16.880 --> 00:03:21.140]  你怎樣都要認真
[00:03:21.140 --> 00:03:22.480]  所以你看得到
[00:03:22.480 --> 00:03:25.140]  就是任何你要去學一些東西
[00:03:25.140 --> 00:03:26.240]  追求一些學問
[00:03:26.240 --> 00:03:29.940]  或者將來有好的學歷都好
[00:03:29.940 --> 00:03:31.940]  其實去到某一些年間
[00:03:31.940 --> 00:03:34.540]  你總是要認真一下才行
[00:03:34.540 --> 00:03:36.340]  而那個認真是透過什麼方法
[00:03:36.340 --> 00:03:37.440]  能夠看到你的認真
[00:03:37.440 --> 00:03:40.340]  或者怎樣去評估到你的認真呢
[00:03:40.340 --> 00:03:42.740]  就是這樣了
[00:03:42.740 --> 00:03:45.380]  所以香港讀書就是這樣的
[00:03:45.380 --> 00:03:47.940]  每一個禮拜都有 quiz
[00:03:47.940 --> 00:03:50.340]  每一個禮拜都有 quiz 小測
[00:03:50.340 --> 00:03:52.840]  是每一科每個禮拜都有 quiz
[00:03:52.840 --> 00:03:55.040]  每一科每個禮拜都有個小測
[00:03:55.040 --> 00:03:57.640]  接著每隔幾個禮拜之後
[00:03:57.640 --> 00:03:59.940]  就一定有個 test
[00:03:59.940 --> 00:04:02.080]  有個測驗
[00:04:02.080 --> 00:04:05.040]  或者去到大約過半月至兩個月
[00:04:05.040 --> 00:04:07.140]  就有一個叫 uniform test
[00:04:07.140 --> 00:04:09.640]  中期的測驗
[00:04:09.640 --> 00:04:12.440]  去到再過多兩個月左右
[00:04:12.440 --> 00:04:15.740]  大約半年就有一個 exam
[00:04:15.740 --> 00:04:16.940]  考試
[00:04:16.940 --> 00:04:19.540]  有個考試
[00:04:19.540 --> 00:04:23.140]  如是者可能兩個學期或者三個學期都好
[00:04:23.140 --> 00:04:27.340]  到最後大約香港的時間六月左右
[00:04:27.340 --> 00:04:30.440]  就有一個 final exam
[00:04:30.440 --> 00:04:33.340]  就是學期中活考試
[00:04:33.340 --> 00:04:37.740]  中活考試就考完所有整年學的東西
[00:04:37.740 --> 00:04:38.440]  就是這樣
[00:04:38.440 --> 00:04:41.040]  香港就是這樣讀書的
[00:04:41.040 --> 00:04:42.840]  當然在這裡就不同了
[00:04:42.840 --> 00:04:43.840]  我女兒說
[00:04:43.840 --> 00:04:45.440]  什麼過了這個學期
[00:04:45.440 --> 00:04:46.740]  什麼升學
[00:04:46.740 --> 00:04:48.240]  好像都沒有考過試
[00:04:48.240 --> 00:04:51.940]  其實我真的不太接受這件事
[00:04:51.940 --> 00:04:54.140]  正因為說這件事
[00:04:54.140 --> 00:04:55.940]  想到一個問題就是
[00:04:55.940 --> 00:04:58.340]  如果我們沒有 quiz
[00:04:58.340 --> 00:04:59.540]  沒有 test
[00:04:59.540 --> 00:05:00.640]  沒有 exam
[00:05:00.640 --> 00:05:02.040]  這些都沒有的話
[00:05:02.040 --> 00:05:03.540]  你怎樣知道自己
[00:05:03.540 --> 00:05:06.340]  去不去到某一個水平呢
[00:05:06.340 --> 00:05:07.440]  你怎樣知道自己
[00:05:07.440 --> 00:05:11.640]  已經熟悉那個學問呢
[00:05:11.640 --> 00:05:14.240]  其實發現都頗困難的
[00:05:14.240 --> 00:05:16.440]  所以無論是大小都好
[00:05:16.440 --> 00:05:17.640]  總是有些 test
[00:05:17.640 --> 00:05:18.540]  有些 quiz
[00:05:18.540 --> 00:05:19.540]  有些 exam
[00:05:19.540 --> 00:05:23.740]  才知道你自己是否已經去到那個階段
[00:05:23.740 --> 00:05:27.440]  原來我們就是這樣生活才會評估得到
[00:05:27.440 --> 00:05:31.040]  所以同樣對於我們一直看的主角
[00:05:31.040 --> 00:05:35.040]  我們一直看的《創世紀》的主角就是阿巴拉罕
[00:05:35.040 --> 00:05:38.340]  其實阿巴拉罕從《創世紀》第十一章尾
[00:05:38.340 --> 00:05:41.640]  開始一直就介紹阿巴拉罕的一生的時候
[00:05:41.640 --> 00:05:43.940]  而他就成為了我們經常說的
[00:05:43.940 --> 00:05:45.440]  「恩信清義」的
[00:05:45.440 --> 00:05:47.940]  「信心之父」的
[00:05:47.940 --> 00:05:49.640]  我們怎樣能夠評估得到他
[00:05:49.640 --> 00:05:53.240]  為什麼人們說他是「信心之父」呢
[00:05:53.240 --> 00:05:57.640]  怎樣能夠知道他的信心已經達標呢
[00:05:57.640 --> 00:05:59.540]  其實都是要
[00:05:59.540 --> 00:06:01.440]  透過一個 final exam
[00:06:01.440 --> 00:06:04.940]  一個終極的考試去評估的
[00:06:04.940 --> 00:06:09.240]  所以阿巴拉罕其實都要面對一個終極的考試
[00:06:09.240 --> 00:06:11.440]  不過在終極考試之先
[00:06:11.440 --> 00:06:13.440]  首先有很多的小測
[00:06:13.440 --> 00:06:15.040]  測驗等等
[00:06:15.040 --> 00:06:17.240]  所以在我們過去這一年裡面
[00:06:17.240 --> 00:06:19.940]  都有十三次的講道
[00:06:19.940 --> 00:06:24.140]  都是講阿巴拉罕人生裡面很多的經歷
[00:06:24.140 --> 00:06:27.040]  從《蒙福之路》 《創世紀》第十一章開始
[00:06:27.040 --> 00:06:29.340]  一直看了很多篇的信息
[00:06:29.340 --> 00:06:32.640]  看阿巴拉罕怎樣在生命裡面成長
[00:06:32.640 --> 00:06:34.640]  探索他人生的意義
[00:06:34.640 --> 00:06:37.040]  探索他怎樣和家人相處
[00:06:37.040 --> 00:06:40.440]  探索他怎樣和他的親人
[00:06:40.440 --> 00:06:45.340]  甚至乎他的輪廓的王相處
[00:06:45.340 --> 00:06:49.540]  當中其實不斷對他有很多生命的操練
[00:06:49.540 --> 00:06:52.240]  所以今天我們來到這一段
[00:06:52.240 --> 00:06:53.740]  講到「獻以殺」
[00:06:53.740 --> 00:06:55.740]  其實就是整個阿巴拉罕人生裡面
[00:06:55.740 --> 00:07:02.240]  一個比較大的終極的考驗
[00:07:02.240 --> 00:07:04.940]  在今天讀的《聖經》裡面是一至十九節
[00:07:04.940 --> 00:07:07.040]  這十九節裡面我們經常說
[00:07:07.040 --> 00:07:08.940]  《聖經》特別是在舊約裡面
[00:07:08.940 --> 00:07:12.140]  很多時候都會有一些結構
[00:07:12.140 --> 00:07:13.540]  有一些排列
[00:07:13.540 --> 00:07:16.640]  其中一段《聖經》裡面的排列
[00:07:16.640 --> 00:07:19.240]  可以簡單來講就是這樣
[00:07:19.240 --> 00:07:21.340]  詳情你也不用太明白
[00:07:21.340 --> 00:07:24.940]  不過原則就是有ABCD
[00:07:24.940 --> 00:07:26.940]  然後有DCBA
[00:07:26.940 --> 00:07:30.940]  比較猶太人喜歡的一些寫作的方式
[00:07:30.940 --> 00:07:33.440]  都會有一些這樣的形狀
[00:07:33.440 --> 00:07:36.340]  而很多時候去到那個尖尖位
[00:07:36.340 --> 00:07:39.040]  就是那個D和D'那個位
[00:07:39.040 --> 00:07:42.440]  很多時候就是整個訊息裡面比較重要一點
[00:07:42.440 --> 00:07:46.440]  通常比較多是在這裡看到最重要的
[00:07:46.440 --> 00:07:48.340]  要講的訊息
[00:07:48.340 --> 00:07:49.340]  那你有個概念
[00:07:49.340 --> 00:07:51.840]  將來你讀《聖經》可以慢慢掌握
[00:07:51.840 --> 00:07:53.240]  不過你不明白也不要緊
[00:07:53.240 --> 00:07:55.140]  因為重點不是明白這件事
[00:07:55.140 --> 00:07:57.340]  你明白我一會講解的東西就可以了
[00:07:57.340 --> 00:07:58.840]  所以就是這樣
[00:07:58.840 --> 00:08:03.440]  所以整個《阿伯拉罕》這個終極考驗裡面的段落就是這樣
[00:08:03.440 --> 00:08:06.240]  所以我嘗試希望分開做三個部分
[00:08:06.240 --> 00:08:08.440]  去理解這個終極的考驗
[00:08:08.440 --> 00:08:11.240]  包括了一至二節
[00:08:11.240 --> 00:08:13.040]  然後剛才說到最重要就是D
[00:08:13.040 --> 00:08:16.640]  但是我們又會包括三至第十節
[00:08:16.640 --> 00:08:21.240]  第三個思考的重點就是在第十一至第十九節
[00:08:21.240 --> 00:08:23.040]  我們逐步逐步了解一下
[00:08:23.040 --> 00:08:26.740]  我們就試一下看神跟我們說些什麼話
[00:08:26.740 --> 00:08:31.940]  第一至二節裡面說這些事以後神要試驗阿伯拉罕
[00:08:31.940 --> 00:08:35.240]  就呼叫他說阿伯拉罕
[00:08:35.240 --> 00:08:37.240]  他說我在這裡
[00:08:37.240 --> 00:08:39.540]  接著神就說你帶著你的兒子
[00:08:39.540 --> 00:08:41.240]  就是你獨生的兒子
[00:08:41.240 --> 00:08:42.940]  你所愛的凡齊
[00:08:42.940 --> 00:08:44.240]  你所愛的以撒
[00:08:44.240 --> 00:08:45.940]  我也讀錯了
[00:08:45.940 --> 00:08:50.640]  你所愛的以撒往摩利亞地去
[00:08:50.640 --> 00:08:54.840]  在我所要指示你的山上把他獻為凡齊
[00:08:54.840 --> 00:08:59.040]  因為聖經一開始說這些事以後
[00:08:59.040 --> 00:09:00.940]  This things
[00:09:00.940 --> 00:09:04.040]  英文是這一堆事之後
[00:09:04.040 --> 00:09:07.040]  所以不只是說某一件事之後
[00:09:07.040 --> 00:09:08.640]  是說什麼事呢
[00:09:08.640 --> 00:09:11.740]  如果你看回剛才我們說一連串發生的事的話
[00:09:11.740 --> 00:09:14.440]  現在這個第二十二章的段落
[00:09:14.440 --> 00:09:17.140]  其實極大機會是說
[00:09:17.140 --> 00:09:23.440]  當發生了二十一章的一連串的事之後
[00:09:23.440 --> 00:09:28.340]  二十一章裡面發生了三件事
[00:09:28.340 --> 00:09:32.740]  而其中最近的兩件事
[00:09:32.740 --> 00:09:35.340]  就是第九節二十一節
[00:09:35.340 --> 00:09:38.540]  和二十一章的二十二節三十四節
[00:09:38.540 --> 00:09:40.640]  在我們過去有兩次
[00:09:40.640 --> 00:09:42.440]  大家應該都記得了
[00:09:42.440 --> 00:09:45.440]  記不記得這個段落最重要的訊息主題
[00:09:45.440 --> 00:09:48.640]  是用什麼串連的
[00:09:48.640 --> 00:09:49.640]  用水嘛
[00:09:49.640 --> 00:09:50.240]  記不記得
[00:09:50.240 --> 00:09:51.440]  用水串連
[00:09:51.440 --> 00:09:53.240]  藉著這個水的經歷
[00:09:53.240 --> 00:09:55.840]  讓阿伯拉罕去明白更多
[00:09:55.840 --> 00:09:58.240]  稍後我們會再重溫一下
[00:09:58.240 --> 00:09:59.640]  所以你要知道
[00:09:59.640 --> 00:10:00.940]  當說這些事以後
[00:10:00.940 --> 00:10:05.340]  一定和上面這個段落是有相關的
[00:10:05.340 --> 00:10:07.740]  不過你更加不要忘記
[00:10:07.740 --> 00:10:09.540]  這些事裡面如果二十一章
[00:10:09.540 --> 00:10:11.340]  還包括了另外一件事情
[00:10:11.340 --> 00:10:13.740]  就是在一節八節裡面
[00:10:13.740 --> 00:10:18.840]  就是說以撒出生
[00:10:18.840 --> 00:10:21.040]  以撒就是在一節八節裡面出生
[00:10:21.040 --> 00:10:23.740]  所以今天去到第二十二章的時候
[00:10:23.740 --> 00:10:26.140]  就說到以撒的事情
[00:10:26.140 --> 00:10:27.840]  是一個很好的回應
[00:10:27.840 --> 00:10:29.940]  關於以撒出生之後的
[00:10:29.940 --> 00:10:31.640]  跟著第一件記載
[00:10:31.640 --> 00:10:34.440]  以撒將要發生的事情
[00:10:34.440 --> 00:10:35.640]  所以這些事以後
[00:10:35.640 --> 00:10:37.440]  就包含了這幾個事情
[00:10:37.440 --> 00:10:39.740]  而特別留意的就是
[00:10:39.740 --> 00:10:41.140]  以撒的出生
[00:10:41.140 --> 00:10:43.740]  不只是一個嬰兒出生這麼簡單
[00:10:43.740 --> 00:10:45.540]  更加是回應著
[00:10:45.540 --> 00:10:47.840]  阿伯拉罕一生裡面
[00:10:47.840 --> 00:10:51.340]  一開始的時候的一個呼召
[00:10:51.340 --> 00:10:56.140]  就是說阿伯拉罕要成為蒙福的人
[00:10:56.140 --> 00:10:57.640]  阿伯拉罕自己要蒙福
[00:10:57.640 --> 00:10:58.940]  他的家庭要蒙福
[00:10:58.940 --> 00:11:01.240]  他的本族要蒙福
[00:11:01.240 --> 00:11:03.840]  萬國都因為他要蒙福
[00:11:03.840 --> 00:11:04.840]  所以阿伯拉罕能夠
[00:11:04.840 --> 00:11:06.940]  令到這麼多人祝福
[00:11:06.940 --> 00:11:08.640]  其實神很清楚說
[00:11:08.640 --> 00:11:12.640]  關乎一個就是你所生的兒子
[00:11:12.640 --> 00:11:14.940]  所以我們去到第二十一章就發現
[00:11:14.940 --> 00:11:16.540]  以撒就出生了
[00:11:16.540 --> 00:11:17.540]  所以換句話說
[00:11:17.540 --> 00:11:20.940]  以撒出生其實也回應著
[00:11:20.940 --> 00:11:22.840]  阿伯拉罕一開始的時候
[00:11:22.840 --> 00:11:25.240]  人生的一個很重要的目標
[00:11:25.240 --> 00:11:28.840]  要成為多人的祝福
[00:11:28.840 --> 00:11:29.740]  就是這樣
[00:11:29.740 --> 00:11:30.940]  所以第二十一章有一個
[00:11:30.940 --> 00:11:33.740]  很重要的概念我們要明白
[00:11:33.740 --> 00:11:35.440]  這些事以後就是
[00:11:35.440 --> 00:11:37.940]  回應著阿伯拉罕
[00:11:37.940 --> 00:11:39.940]  已經生了這個以撒
[00:11:39.940 --> 00:11:41.240]  他的獨生子
[00:11:41.240 --> 00:11:44.540]  他親生的兒子已經出生
[00:11:44.540 --> 00:11:45.640]  上帝應許的福氣
[00:11:45.640 --> 00:11:49.140]  已經證明了會臨在
[00:11:49.140 --> 00:11:52.440]  接著就有兩個水的例子
[00:11:52.440 --> 00:11:54.240]  既然是這樣
[00:11:54.240 --> 00:11:55.440]  我們說這些事
[00:11:55.440 --> 00:11:57.840]  剛才我們說了哪些事
[00:11:57.840 --> 00:12:01.940]  這些事以後有多久呢
[00:12:01.940 --> 00:12:03.040]  以後多久呢
[00:12:03.040 --> 00:12:04.640]  因為剛才說到
[00:12:04.640 --> 00:12:06.840]  二十一章的一節八節說什麼
[00:12:06.840 --> 00:12:08.040]  剛剛以撒什麼
[00:12:08.040 --> 00:12:10.540]  嬰兒出生
[00:12:10.540 --> 00:12:11.540]  嬰兒出生的時候
[00:12:11.540 --> 00:12:16.540]  接著說到他頭八天就行葛禮
[00:12:16.540 --> 00:12:18.340]  一定是很嬰兒的時候
[00:12:18.340 --> 00:12:20.940]  去到後來就斷了奶
[00:12:20.940 --> 00:12:22.340]  戒了奶
[00:12:22.340 --> 00:12:24.540]  我們上次大家有記得
[00:12:24.540 --> 00:12:27.140]  他戒奶按照猶太人的習慣
[00:12:27.140 --> 00:12:28.640]  是多久戒奶呢
[00:12:28.640 --> 00:12:31.940]  大約兩至三歲就戒奶了
[00:12:31.940 --> 00:12:34.940]  我們計算到大約三歲就戒奶
[00:12:34.940 --> 00:12:38.040]  所以你留意這段聖經裡面
[00:12:38.040 --> 00:12:41.040]  當說待會會發生這件事
[00:12:41.040 --> 00:12:42.640]  即是說我前面發生的事
[00:12:42.640 --> 00:12:44.540]  以後到現在發生的時間
[00:12:44.540 --> 00:12:46.040]  大約什麼時間呢
[00:12:46.040 --> 00:12:49.440]  聖經就是說他是一個孩子
[00:12:49.440 --> 00:12:51.740]  在第五節會寫到
[00:12:51.740 --> 00:12:52.940]  描述他是一個孩子
[00:12:52.940 --> 00:12:54.540]  不是一個嬰兒
[00:12:54.540 --> 00:12:56.540]  孩子即是多大呢
[00:12:56.540 --> 00:12:58.740]  剛才說到不是第八天
[00:12:58.740 --> 00:13:00.440]  已經斷了奶
[00:13:00.440 --> 00:13:02.640]  你留意聖經我們會看到
[00:13:02.640 --> 00:13:06.840]  原來他已經能夠背上梵濟的柴
[00:13:06.840 --> 00:13:10.240]  即是說他已經背著一堆很大堆的柴
[00:13:10.240 --> 00:13:14.040]  是跟著爸爸上山的
[00:13:14.040 --> 00:13:17.340]  你想像一下如果你的小朋友
[00:13:17.340 --> 00:13:19.540]  仍然只有幾歲
[00:13:19.540 --> 00:13:21.840]  即是書包都要你幫他背的
[00:13:21.840 --> 00:13:22.540]  是不是
[00:13:22.540 --> 00:13:23.640]  現在的孩子是這樣的
[00:13:23.640 --> 00:13:24.840]  你幫他背書包
[00:13:24.840 --> 00:13:26.540]  你還叫他背柴
[00:13:26.540 --> 00:13:27.840]  還要背足夠的柴
[00:13:27.840 --> 00:13:29.540]  待會用來獻梵濟呢
[00:13:29.540 --> 00:13:30.940]  你想像不到
[00:13:30.940 --> 00:13:34.040]  所以其實他已經有一定的年紀
[00:13:34.040 --> 00:13:35.840]  就不是一個小孩子
[00:13:35.840 --> 00:13:37.640]  甚至乎人們研究
[00:13:37.640 --> 00:13:39.540]  就起碼有十幾歲
[00:13:39.540 --> 00:13:41.840]  你看到我的兒子現在已經比我高
[00:13:41.840 --> 00:13:44.240]  這樣的年紀再大一點
[00:13:44.240 --> 00:13:47.240]  就應該夠氣夠力去背柴了
[00:13:47.240 --> 00:13:51.040]  所以我們要嘗試理解到環境就是
[00:13:51.040 --> 00:13:54.240]  現在阿伯拉罕獻意殺的事
[00:13:54.240 --> 00:13:58.840]  其實他的兒子已經有十幾歲
[00:13:58.840 --> 00:14:00.540]  十幾歲不是一個嬰兒
[00:14:00.540 --> 00:14:01.940]  不是一個無知的小孩
[00:14:01.940 --> 00:14:04.040]  開始有自己的思想有自己的想法
[00:14:04.040 --> 00:14:09.040]  經歷青春期的階段的一個小朋友
[00:14:09.040 --> 00:14:10.340]  一個小孩子
[00:14:10.340 --> 00:14:11.940]  《聖經》裡面就是這樣去描述
[00:14:11.940 --> 00:14:14.440]  他是一個孩子
[00:14:14.440 --> 00:14:15.040]  就是這樣了
[00:14:15.040 --> 00:14:17.540]  就是說已經是由以撒出生
[00:14:17.540 --> 00:14:19.840]  到現在已經隔了十幾年的時間
[00:14:19.840 --> 00:14:21.840]  現在終於有件事是特別技術
[00:14:21.840 --> 00:14:23.540]  以撒要發生的
[00:14:23.540 --> 00:14:25.240]  這件事發生在以撒身上的時候
[00:14:25.240 --> 00:14:26.440]  是什麼事呢
[00:14:26.440 --> 00:14:28.440]  《聖經》裡面就說
[00:14:28.440 --> 00:14:33.040]  神就要試驗阿伯拉罕
