
[00:00:00.000 --> 00:00:02.500]  我哋都係唔同嘅人
[00:00:02.500 --> 00:00:05.000]  我哋有咩唔同呢?
[00:00:05.000 --> 00:00:07.000]  你望下你隔離嗰個
[00:00:07.000 --> 00:00:09.000]  你同佢有咩唔同呀?
[00:00:09.000 --> 00:00:11.000]  咁一睇就睇到啦
[00:00:11.000 --> 00:00:13.000]  你個樣唔同啦係咪
[00:00:13.000 --> 00:00:15.000]  除咗個樣之外呢
[00:00:15.000 --> 00:00:17.000]  高矮肥瘦呀
[00:00:17.000 --> 00:00:19.000]  呢啲嘢呢都係唔同㗎啦
[00:00:19.000 --> 00:00:21.000]  所以呢我哋呢係
[00:00:21.000 --> 00:00:24.000]  喺外表上呢係唔同嘅
[00:00:24.000 --> 00:00:26.000]  我哋係唔同嘅人
[00:00:26.000 --> 00:00:28.000]  我哋唔單止外表上唔同
[00:00:28.000 --> 00:00:30.000]  我哋嘅背景都唔同
[00:00:30.000 --> 00:00:32.000]  背景就係後面嘅啲嘢啦係咪
[00:00:32.000 --> 00:00:34.000]  後面嘅啲嘢睇唔到嘅
[00:00:34.000 --> 00:00:36.000]  睇到就係前面嘅啲嘢啦
[00:00:36.000 --> 00:00:38.000]  我哋嘅背景唔同
[00:00:38.000 --> 00:00:40.000]  我哋成長嘅家庭唔同
[00:00:40.000 --> 00:00:42.000]  我哋接受嘅教育唔同
[00:00:42.000 --> 00:00:44.000]  喺我哋人生裏面呢
[00:00:44.000 --> 00:00:46.000]  我哋呢被影響嘅
[00:00:46.000 --> 00:00:48.000]  人呢唔同
[00:00:48.000 --> 00:00:50.000]  我哋嘅師父唔同
[00:00:50.000 --> 00:00:52.000]  我哋嘅老師唔同
[00:00:52.000 --> 00:00:54.000]  除咗我哋背景唔同
[00:00:54.000 --> 00:00:56.000]  呢啲後面嘅嘢睇唔到呢
[00:00:56.000 --> 00:00:58.000]  嘅狀態呢都唔同嘅喎係咪
[00:00:58.000 --> 00:01:00.000]  我哋呢有唔同嘅工作
[00:01:00.000 --> 00:01:02.000]  我哋有唔同嘅責任
[00:01:02.000 --> 00:01:04.000]  喺我哋唔同嘅
[00:01:04.000 --> 00:01:06.000]  喺我哋每一日嘅生活裏面呢
[00:01:06.000 --> 00:01:08.000]  我哋同唔同嘅人呢
[00:01:08.000 --> 00:01:10.000]  嚟到接觸我哋呢又
[00:01:10.000 --> 00:01:12.000]  接觸咗好多唔同嘅事物
[00:01:12.000 --> 00:01:14.000]  因為呢
[00:01:14.000 --> 00:01:16.000]  我哋有咁多唔同所以呢
[00:01:16.000 --> 00:01:18.000]  我哋嘅睇法係會唔同嘅
[00:01:18.000 --> 00:01:20.000]  所以呢我哋呢
[00:01:20.000 --> 00:01:22.000]  喺生活上面追求嘅
[00:01:22.000 --> 00:01:24.000]  目標呢係會唔同嘅
[00:01:24.000 --> 00:01:26.000]  就係因為呢我哋係
[00:01:26.000 --> 00:01:27.000]  唔同嘅人
[00:01:27.000 --> 00:01:29.000]  小行傳第21章呢
[00:01:29.000 --> 00:01:31.000]  記載兩個呢都幾
[00:01:31.000 --> 00:01:33.000]  唔同嘅人呀佢哋呢點樣呢
[00:01:33.000 --> 00:01:35.000]  嚟到去相處呢
[00:01:35.000 --> 00:01:37.000]  小行傳21章
[00:01:37.000 --> 00:01:39.000]  第17節到32
[00:01:39.000 --> 00:01:41.000]  節
[00:01:41.000 --> 00:01:43.000]  我哋呢
[00:01:43.000 --> 00:01:45.000]  請弟兄同姊妹輪流
[00:01:45.000 --> 00:01:47.000]  嚟讀呢我哋請姊妹先讀
[00:01:47.000 --> 00:01:49.000]  第17節雖然第17節講
[00:01:49.000 --> 00:01:51.000]  弟兄妹不過我請姊妹讀ok
[00:01:51.000 --> 00:01:53.000]  好姊妹準備1
[00:01:53.000 --> 00:01:55.000]  2 3
[00:01:55.000 --> 00:02:03.000]  保羅同我哋去見雅各
[00:02:03.000 --> 00:02:05.000]  長老們也都在那裡
[00:02:05.000 --> 00:02:17.000]  他們聽見
[00:02:17.000 --> 00:02:19.000]  就歸榮耀與神
[00:02:19.000 --> 00:02:21.000]  對保羅說
[00:02:21.000 --> 00:02:23.000]  你看猶太人
[00:02:23.000 --> 00:02:25.000]  忠信主的有多少萬
[00:02:25.000 --> 00:02:27.000]  並且都為律法熱心
[00:02:27.000 --> 00:02:43.000]  眾人必聽見你來了
[00:02:43.000 --> 00:02:45.000]  這可怎麼辦呢
[00:02:51.000 --> 00:02:53.000]  你帶他們去
[00:02:53.000 --> 00:02:55.000]  與他們一同行
[00:02:55.000 --> 00:02:57.000]  潔淨的禮
[00:02:57.000 --> 00:02:59.000]  替他們拿出虧費
[00:02:59.000 --> 00:03:01.000]  叫他們得以剃頭
[00:03:01.000 --> 00:03:03.000]  這樣眾人就可知道
[00:03:03.000 --> 00:03:05.000]  先前所聽見你的事
[00:03:05.000 --> 00:03:07.000]  都是虛的
[00:03:07.000 --> 00:03:09.000]  並可知道
[00:03:09.000 --> 00:03:11.000]  你自己為人
[00:03:11.000 --> 00:03:13.000]  循規蹈矩
[00:03:13.000 --> 00:03:15.000]  遵行律法
[00:03:21.000 --> 00:03:23.000]  於是保羅帶著那四個人
[00:03:23.000 --> 00:03:25.000]  第二天與他們一同
[00:03:25.000 --> 00:03:27.000]  行了潔淨的禮
[00:03:27.000 --> 00:03:29.000]  進了殿
[00:03:29.000 --> 00:03:31.000]  報名潔淨的日期滿足
[00:03:31.000 --> 00:03:33.000]  只等祭司為他們
[00:03:33.000 --> 00:03:35.000]  各人獻祭
[00:03:35.000 --> 00:03:37.000]  那天就追完
[00:03:37.000 --> 00:03:39.000]  從那地下來的猶太人
[00:03:39.000 --> 00:03:41.000]  看見保羅長年累
[00:03:41.000 --> 00:03:43.000]  就送他們回家
[00:03:43.000 --> 00:03:45.000]  但保羅長年累
[00:03:45.000 --> 00:03:47.000]  猶太人也不明白
[00:03:47.000 --> 00:03:49.000]  保羅長年累
[00:03:49.000 --> 00:03:51.000]  就送到了眾人
[00:03:51.000 --> 00:03:53.000]  下海南下
[00:03:53.000 --> 00:03:55.000]  喊叫說
[00:03:55.000 --> 00:03:57.000]  以色列人來幫助
[00:03:57.000 --> 00:03:59.000]  這就是在各處
[00:03:59.000 --> 00:04:01.000]  教訓眾人
[00:04:01.000 --> 00:04:03.000]  糟踐我們百姓和律法
[00:04:03.000 --> 00:04:05.000]  並且地方梯
[00:04:05.000 --> 00:04:07.000]  他又帶著希尼尼人進殿
[00:04:07.000 --> 00:04:09.000]  污穢了這聖地
[00:04:09.000 --> 00:04:11.000]  這四個孩子
[00:04:11.000 --> 00:04:13.000]  因他們曾害憐
[00:04:13.000 --> 00:04:15.000]  已不所人
[00:04:15.000 --> 00:04:19.000]  求求保羅長年累
[00:04:19.000 --> 00:04:21.000]  求求保羅長年累
[00:04:21.000 --> 00:04:23.000]  合乘都震動
[00:04:23.000 --> 00:04:25.000]  百姓一齊跑來
[00:04:25.000 --> 00:04:27.000]  拿住保羅
[00:04:27.000 --> 00:04:29.000]  拉他出殿
[00:04:29.000 --> 00:04:31.000]  殿門立刻都關了
[00:04:31.000 --> 00:04:33.000]  阿們將你罰罰
[00:04:33.000 --> 00:04:35.000]  有人報信給
[00:04:35.000 --> 00:04:37.000]  敵對的千夫長說
[00:04:37.000 --> 00:04:39.000]  耶路撒冷百姓都亂了
[00:04:39.000 --> 00:04:41.000]  千夫長
[00:04:41.000 --> 00:04:43.000]  立時帶著冰釘和
[00:04:43.000 --> 00:04:45.000]  幾個百夫長
[00:04:45.000 --> 00:04:47.000]  跑下去到他們那裡
[00:04:47.000 --> 00:04:49.000]  他們見了千夫長
[00:04:49.000 --> 00:04:51.000]  和冰釘
[00:04:51.000 --> 00:04:53.000]  就指著不打保羅
[00:04:53.000 --> 00:04:55.000]  這段聖經出現兩個人名
[00:04:55.000 --> 00:04:57.000]  一個叫保羅
[00:04:57.000 --> 00:04:59.000]  一個叫雅各
[00:04:59.000 --> 00:05:01.000]  保羅我們都很熟悉
[00:05:01.000 --> 00:05:03.000]  因為在小雄傳我們一直
[00:05:03.000 --> 00:05:05.000]  看他的事跡
[00:05:05.000 --> 00:05:07.000]  我們知道他是一個宣教士
[00:05:07.000 --> 00:05:09.000]  他被安提柯教會
[00:05:09.000 --> 00:05:11.000]  差派出去
[00:05:11.000 --> 00:05:13.000]  以其希臘的地方
[00:05:13.000 --> 00:05:15.000]  來建立教會
[00:05:15.000 --> 00:05:17.000]  令人歸主
[00:05:17.000 --> 00:05:19.000]  並且他在那些地方帶領了
[00:05:19.000 --> 00:05:21.000]  很多外邦人信主
[00:05:21.000 --> 00:05:23.000]  保羅覺得他自己是一個
[00:05:23.000 --> 00:05:25.000]  外邦人的使徒
[00:05:25.000 --> 00:05:27.000]  他明白耶穌基督的恩典
[00:05:27.000 --> 00:05:29.000]  是臨到這些外邦人的身上
[00:05:29.000 --> 00:05:31.000]  並且很明顯
[00:05:31.000 --> 00:05:33.000]  他會親身體驗
[00:05:33.000 --> 00:05:35.000]  很多這些外邦人
[00:05:35.000 --> 00:05:37.000]  信主帶來的改變
[00:05:37.000 --> 00:05:39.000]  他們所建立的教會
[00:05:39.000 --> 00:05:41.000]  怎樣蒙神的賜福
[00:05:41.000 --> 00:05:43.000]  以致他們
[00:05:43.000 --> 00:05:45.000]  繼續的擴展
[00:05:45.000 --> 00:05:47.000]  繼續的影響他們的社會
[00:05:47.000 --> 00:05:49.000]  在保羅的
[00:05:49.000 --> 00:05:51.000]  傳道過程裏
[00:05:51.000 --> 00:05:53.000]  我們似乎體驗
[00:05:53.000 --> 00:05:55.000]  他一般來說
[00:05:55.000 --> 00:05:57.000]  都是和外邦人一起
[00:05:57.000 --> 00:05:59.000]  他和外邦人相處
[00:05:59.000 --> 00:06:01.000]  他們看見這些外邦人
[00:06:01.000 --> 00:06:03.000]  他們怎樣得到幫助
[00:06:03.000 --> 00:06:05.000]  但另一個人物
[00:06:05.000 --> 00:06:07.000]  生活的處境很不同
[00:06:07.000 --> 00:06:09.000]  另一個人物
[00:06:09.000 --> 00:06:11.000]  是耶路撒冷教會的領袖
[00:06:11.000 --> 00:06:13.000]  叫做瓦國
[00:06:13.000 --> 00:06:15.000]  這個瓦國不是
[00:06:15.000 --> 00:06:17.000]  使徒瓦國
[00:06:17.000 --> 00:06:19.000]  因為約翰的兄弟瓦國
[00:06:19.000 --> 00:06:21.000]  在西行傳之前已經提及
[00:06:21.000 --> 00:06:23.000]  他已經殉道
[00:06:23.000 --> 00:06:25.000]  因為他被希律王所殺
[00:06:25.000 --> 00:06:27.000]  這個瓦國在
[00:06:27.000 --> 00:06:29.000]  使徒行傳第十五章
[00:06:29.000 --> 00:06:31.000]  耶路撒冷會議的時候
[00:06:31.000 --> 00:06:33.000]  當時已經成為教會的領袖
[00:06:33.000 --> 00:06:35.000]  在耶路撒冷會議裏
[00:06:35.000 --> 00:06:37.000]  做總結的人
[00:06:37.000 --> 00:06:39.000]  或者說做主席
[00:06:39.000 --> 00:06:41.000]  當時主席是做總結的
[00:06:41.000 --> 00:06:43.000]  一般來說
[00:06:43.000 --> 00:06:47.000]  所以他是耶路撒冷會議的領袖
[00:06:47.000 --> 00:06:49.000]  多數人都相信
[00:06:49.000 --> 00:06:51.000]  他是耶穌的弟弟
[00:06:51.000 --> 00:06:53.000]  耶穌有幾個弟弟的瓦國
[00:06:53.000 --> 00:06:55.000]  他信了主 跟從了耶穌
[00:06:55.000 --> 00:06:57.000]  並且成為耶路撒冷會議的領袖
[00:06:57.000 --> 00:06:59.000]  並且我們相信
[00:06:59.000 --> 00:07:01.000]  聖經裏面的瓦國
[00:07:01.000 --> 00:07:03.000]  書的作者就是這個瓦國
[00:07:03.000 --> 00:07:05.000]  而這個瓦國
[00:07:05.000 --> 00:07:07.000]  他在耶路撒冷教會
[00:07:07.000 --> 00:07:09.000]  來做領袖
[00:07:09.000 --> 00:07:11.000]  所以他生活的環境
[00:07:11.000 --> 00:07:13.000]  基本上都是
[00:07:13.000 --> 00:07:15.000]  這些猶太人
[00:07:15.000 --> 00:07:17.000]  耶路撒冷教會就是猶太人
[00:07:17.000 --> 00:07:19.000]  而且是猶太的信徒
[00:07:19.000 --> 00:07:21.000]  所組成
[00:07:21.000 --> 00:07:23.000]  所以他特別關心
[00:07:23.000 --> 00:07:25.000]  那些在猶太人中
[00:07:25.000 --> 00:07:27.000]  信主的 以萬計
[00:07:27.000 --> 00:07:29.000]  並且為律法熱心的
[00:07:29.000 --> 00:07:31.000]  這些基督徒
[00:07:31.000 --> 00:07:33.000]  或者這些會友
