
[00:00:00.000 --> 00:00:01.800]  鳳主明問候精英姐妹平安
[00:00:01.800 --> 00:00:03.480]  鳳主問候精英姐妹平安
[00:00:03.480 --> 00:00:06.760]  我今天來看的題目就是
[00:00:06.760 --> 00:00:11.120]  阿哈王的女婿就是猶大王若蘭
[00:00:11.120 --> 00:00:13.560]  今天看的題目是
[00:00:13.560 --> 00:00:17.200]  阿哈王女婿猶大王若蘭
[00:00:17.200 --> 00:00:20.360]  我手上是
[00:00:20.360 --> 00:00:22.360]  大家手上應該有一個叫做
[00:00:22.360 --> 00:00:27.600]  北郭以色列和南郭猶大王族的之瓜葛
[00:00:27.840 --> 00:00:30.120]  大家手上應該有一個是
[00:00:30.120 --> 00:00:34.640]  北郭以色列和南郭猶大王族之瓜葛的一個差異
[00:00:34.640 --> 00:00:36.960]  當我們讀獵王記的時候
[00:00:36.960 --> 00:00:38.680]  當我們讀獵王記的時候
[00:00:38.680 --> 00:00:39.960]  是很多人名的
[00:00:39.960 --> 00:00:41.280]  有很多人民
[00:00:41.280 --> 00:00:42.600]  現在南北王呢
[00:00:42.600 --> 00:00:46.360]  南北國的王是大家有瓜葛的
[00:00:46.360 --> 00:00:50.000]  就南北國的王之間是有瓜葛的
[00:00:50.000 --> 00:00:53.160]  這個瓜葛是不是有婚姻的關係
[00:00:53.160 --> 00:00:56.360]  這個瓜葛是指他們之間有婚姻的關係
[00:00:56.360 --> 00:01:00.160]  這個婚姻關係是直接影響了南郭的國運
[00:01:00.160 --> 00:01:04.000]  就是這個婚姻的關係直接影響南郭的國運
[00:01:04.000 --> 00:01:07.080]  所以這張紙你最低限度
[00:01:07.080 --> 00:01:09.800]  我們要讀到獵王記下十一章才有用
[00:01:09.800 --> 00:01:11.840]  所以這張紙我們一直保留
[00:01:11.840 --> 00:01:14.280]  要讀到獵王記下十一章才有用
[00:01:14.280 --> 00:01:16.680]  現在我們獵王記下的八章
[00:01:16.680 --> 00:01:19.000]  所以我們現在是讀到獵王記下第八章
[00:01:19.000 --> 00:01:22.240]  所以你過個禮拜我來你希望我帶著你
[00:01:22.240 --> 00:01:24.120]  我們不會再印了
[00:01:24.120 --> 00:01:27.840]  所以我每次來講道的時候我希望大家都帶著這張紙
[00:01:27.840 --> 00:01:30.360]  因為如果你不知道這些人物
[00:01:30.360 --> 00:01:32.000]  如果你不知道這些文物
[00:01:32.000 --> 00:01:34.000]  你就很難去跟著那個故事
[00:01:34.000 --> 00:01:36.720]  你就很難去明白這些人的故事
[00:01:36.720 --> 00:01:40.480]  好的,你最低限度印了是有這個大綱的
[00:01:40.480 --> 00:01:44.360]  好,這個程序表有列了這個大綱
[00:01:44.360 --> 00:01:46.120]  今天的經文不是很長
[00:01:46.120 --> 00:01:47.400]  今天的經文不是很長
[00:01:47.400 --> 00:01:53.360]  不過這個鏡頭是特別是看這個南郭的猶大王若蘭
[00:01:53.360 --> 00:01:57.200]  所以今天的鏡頭轉向了南郭猶大王若蘭
[00:01:57.200 --> 00:01:58.800]  這裡有四點
[00:01:58.800 --> 00:02:00.800]  這裡有四點
[00:02:00.800 --> 00:02:02.800]  不過在我沒有進入文字之前
[00:02:02.800 --> 00:02:06.040]  我想來一個前文介紹
[00:02:06.040 --> 00:02:08.040]  就是我在沒有講到主題的時候
[00:02:08.040 --> 00:02:09.760]  我先有一個前文介紹
[00:02:09.760 --> 00:02:12.160]  就是介紹這段經文
[00:02:12.160 --> 00:02:16.720]  在這個編輯這裡是究竟什麼意思
[00:02:16.720 --> 00:02:20.600]  就是這個經文在這個獵王記下到底是什麼意思呢
[00:02:20.600 --> 00:02:25.960]  大圖畫就是說人犯不斷犯罪
[00:02:25.960 --> 00:02:29.520]  是不可能沒有上帝的審判的
[00:02:29.520 --> 00:02:33.200]  就是說在大清的時候人不斷犯罪
[00:02:33.200 --> 00:02:35.200]  不可能不得到上帝的審判
[00:02:35.200 --> 00:02:39.200]  在北郭以色列史當中
[00:02:39.200 --> 00:02:43.200]  上帝耍了這招很久了
[00:02:43.200 --> 00:02:46.560]  上帝展示這一點是已經很久了
[00:02:46.560 --> 00:02:50.760]  從耶羅邦去到亞哈已經經過幾個王族了
[00:02:50.760 --> 00:02:55.040]  就是說從耶羅邦到亞哈已經經過很多王族
[00:02:55.040 --> 00:02:57.880]  這些王族是第一個上帝給他座位
[00:02:57.880 --> 00:02:59.880]  第一個上帝給他座位
[00:02:59.880 --> 00:03:02.880]  就是每一個王族的頭上帝給他座位
[00:03:02.880 --> 00:03:06.080]  然後他不聽上帝的話上帝就割席了
[00:03:06.080 --> 00:03:08.880]  就是收下他
[00:03:08.880 --> 00:03:10.120]  這個家族沒有了
[00:03:10.120 --> 00:03:11.480]  就是說他不聽上帝的話
[00:03:11.480 --> 00:03:13.480]  當第一個王上位
[00:03:13.480 --> 00:03:15.880]  他不聽上帝的話他的家族就會滅絕
[00:03:15.880 --> 00:03:17.280]  不僅是第一第二
[00:03:17.280 --> 00:03:18.280]  第一第二
[00:03:18.280 --> 00:03:18.880]  第三
[00:03:18.880 --> 00:03:20.480]  亞哈可能是第四
[00:03:20.480 --> 00:03:21.880]  亞哈可能是第四了
[00:03:21.880 --> 00:03:23.280]  歷史一不斷地重演
[00:03:23.280 --> 00:03:25.280]  歷史不斷地重演
[00:03:25.280 --> 00:03:28.280]  現在亞哈這個王族
[00:03:28.280 --> 00:03:30.480]  聖經是比特別長的篇幅
[00:03:30.480 --> 00:03:34.280]  亞哈這個王族在聖經裡篇幅是比較長的
[00:03:34.280 --> 00:03:37.280]  我們第一次見到亞哈是列王記上的十七章
[00:03:37.280 --> 00:03:40.480]  我們第一次見到亞哈是列王記上的第七章
[00:03:40.480 --> 00:03:43.880]  亞哈的兒子若蘭寫的是列王記下的第九章
[00:03:43.880 --> 00:03:47.680]  亞哈的兒子若蘭寫的是列王記下的第九章
[00:03:47.680 --> 00:03:52.080]  看到亞哈這個王族在列王記上下的最中央部分
[00:03:52.080 --> 00:03:56.680]  你看到亞哈這個王族在列王記上下最中央的部分
[00:03:56.680 --> 00:03:58.480]  佔的篇幅是最多
[00:03:58.480 --> 00:04:00.280]  佔的篇幅是最長
[00:04:00.280 --> 00:04:02.280]  也有兩個大仙子在這裡
[00:04:02.280 --> 00:04:04.280]  也有兩個大仙子在這裡
[00:04:04.280 --> 00:04:05.280]  是很重要的
[00:04:05.280 --> 00:04:06.480]  是很重要的
[00:04:06.480 --> 00:04:09.880]  我們來看看作者想說些什麼
[00:04:09.880 --> 00:04:12.280]  到這裡想講些什麼呢
[00:04:12.280 --> 00:04:14.480]  現在來到第八章的時候
[00:04:14.480 --> 00:04:16.480]  現在來到第八章的時候
[00:04:16.480 --> 00:04:19.080]  上帝要審判以色列
[00:04:19.080 --> 00:04:20.680]  上帝要審判以色列
[00:04:20.680 --> 00:04:24.280]  這個作者在講述上帝怎麼部署
[00:04:24.280 --> 00:04:29.280]  作者一直在描述上帝怎麼部署這些事情
[00:04:29.280 --> 00:04:35.280]  上一次的經文是八章一到第...
[00:04:35.280 --> 00:04:42.680]  八章的六...第二節就是這個八章的七到十五節
[00:04:42.680 --> 00:04:47.880]  上一次講的經文是列王記下八章七到十五節
[00:04:47.880 --> 00:04:50.680]  這個報告是講大馬士革
[00:04:50.680 --> 00:04:52.480]  這個報告是指大馬士革
[00:04:52.480 --> 00:04:53.480]  是講變哈達
[00:04:53.480 --> 00:04:55.880]  是講變哈達
[00:04:55.880 --> 00:04:58.080]  繼承變哈達的哈舌呢
[00:04:58.080 --> 00:05:00.880]  繼承變哈達的哈舌
[00:05:00.880 --> 00:05:02.680]  他叫哈舌
[00:05:02.680 --> 00:05:05.480]  很容易記住的,他第二天就哈伊頂列了
[00:05:05.480 --> 00:05:07.880]  他就要欺負以色列了
[00:05:07.880 --> 00:05:09.080]  這個報告來的
[00:05:09.080 --> 00:05:10.880]  這是一個報告
[00:05:10.880 --> 00:05:12.680]  一個報局
[00:05:12.680 --> 00:05:14.080]  這是一個報告
[00:05:14.080 --> 00:05:15.080]  報主
[00:05:15.080 --> 00:05:17.080]  這是一個報主
[00:05:17.080 --> 00:05:18.480]  現在呢
[00:05:18.480 --> 00:05:21.280]  請給我們這個鏡頭看看南國
[00:05:21.280 --> 00:05:24.480]  和北國有婚姻的關係又如何呢
[00:05:24.480 --> 00:05:27.280]  現在把鏡頭轉向南國
[00:05:27.280 --> 00:05:31.280]  這南國與北國有婚姻關係的結局又如何呢
[00:05:31.280 --> 00:05:32.480]  最直接的
[00:05:32.480 --> 00:05:33.880]  最直接的是
[00:05:33.880 --> 00:05:35.680]  就是講阿哈王的女婿
[00:05:35.680 --> 00:05:38.680]  就是亞哈王的女婿
[00:05:38.680 --> 00:05:41.280]  這個南國的王叫做若蘭
[00:05:41.280 --> 00:05:43.480]  這南國的王叫做若蘭
[00:05:43.480 --> 00:05:45.080]  他娶了阿哈王的女兒
