
[00:00:00.000 --> 00:00:02.260]  現在我們看看這張聖經
[00:00:02.260 --> 00:00:04.900]  整個焦點其實是在說什麼呢?
[00:00:04.900 --> 00:00:08.480]  我們回到第一段
[00:00:08.480 --> 00:00:11.160]  其實是在說列國的首
[00:00:11.160 --> 00:00:13.760]  是很著名的
[00:00:13.760 --> 00:00:16.280]  是以色列家所歸向的
[00:00:16.280 --> 00:00:20.860]  在石安和薩瑪利亞山安日無慮
[00:00:20.860 --> 00:00:23.320]  在石安山和薩瑪利亞山
[00:00:23.320 --> 00:00:24.500]  即是兩個山
[00:00:24.500 --> 00:00:26.900]  兩個
[00:00:26.900 --> 00:00:28.580]  其實這兩個是在說什麼呢?
[00:00:28.580 --> 00:00:30.460]  不僅是在說北國
[00:00:30.460 --> 00:00:32.920]  也在說南國
[00:00:32.920 --> 00:00:36.920]  所以不僅是說旁邊那個人
[00:00:36.920 --> 00:00:39.160]  也在說你
[00:00:39.160 --> 00:00:40.660]  所以你跟旁邊那個人說
[00:00:40.660 --> 00:00:41.520]  不僅是說我
[00:00:41.520 --> 00:00:44.520]  也在說你
[00:00:44.520 --> 00:00:45.940]  因為我不知道你誰是北
[00:00:45.940 --> 00:00:47.560]  誰是南
[00:00:47.560 --> 00:00:49.400]  不知道
[00:00:49.400 --> 00:00:52.000]  接著你看
[00:00:52.000 --> 00:00:53.640]  其實很有趣
[00:00:53.640 --> 00:00:56.360]  他說是以色列家所歸向的
[00:00:56.360 --> 00:01:00.000]  明顯地應該是指薩瑪利亞
[00:01:00.000 --> 00:01:01.960]  明顯地應該是指北國
[00:01:01.960 --> 00:01:05.000]  因為是以色列家所歸向的
[00:01:05.000 --> 00:01:08.740]  而當時的北國是比南國強盛的
[00:01:08.740 --> 00:01:12.440]  所以神真的很憐憫
[00:01:12.440 --> 00:01:15.440]  在這裡順便提及南國
[00:01:15.440 --> 00:01:17.240]  喂!聰明一點
[00:01:17.240 --> 00:01:20.420]  在你前面有個什麼?
[00:01:20.420 --> 00:01:22.440]  有個板給你看
[00:01:22.440 --> 00:01:23.160]  是不是?
[00:01:23.160 --> 00:01:25.200]  即是你學好、學壞
[00:01:25.200 --> 00:01:26.240]  你想怎樣
[00:01:26.240 --> 00:01:29.940]  其實你還有一個機會可以選擇
[00:01:29.940 --> 00:01:30.820]  丁子梅
[00:01:30.820 --> 00:01:33.560]  你覺得主是不是給我們很多機會選擇?
[00:01:33.560 --> 00:01:36.880]  現在在政府總部
[00:01:36.880 --> 00:01:38.720]  我真的很擔心
[00:01:38.720 --> 00:01:40.000]  你們擔不擔心?
[00:01:40.000 --> 00:01:41.280]  你不要問我有什麼立場
[00:01:41.280 --> 00:01:43.000]  我當然有立場
[00:01:43.000 --> 00:01:45.480]  不過來到現在這個時間
[00:01:45.480 --> 00:01:46.080]  我告訴你
[00:01:46.080 --> 00:01:48.200]  我超擔心
[00:01:48.200 --> 00:01:53.960]  其實你覺不覺得有點像天安門?
[00:01:53.960 --> 00:01:55.640]  是不是?
[00:01:55.640 --> 00:01:57.000]  所以我告訴你
[00:01:57.000 --> 00:01:58.600]  來到現在這裡
[00:01:58.600 --> 00:02:00.600]  已經沒有絕對的對
[00:02:00.600 --> 00:02:02.520]  沒有絕對的錯
[00:02:02.520 --> 00:02:03.960]  行不行?
[00:02:03.960 --> 00:02:05.200]  我們要祈禱的
[00:02:05.200 --> 00:02:06.080]  主啊
[00:02:06.080 --> 00:02:07.760]  祢列天而降
[00:02:07.760 --> 00:02:09.080]  主祢列天而降
[00:02:09.080 --> 00:02:10.800]  祢介入這件事
[00:02:10.800 --> 00:02:12.080]  祢介入這件事
[00:02:12.080 --> 00:02:15.160]  祢用祢自己奇妙的方法來做什麼?
[00:02:15.160 --> 00:02:16.760]  來處理問題
[00:02:16.760 --> 00:02:21.080]  這個已經不是我們的智慧可以解決的了
[00:02:21.080 --> 00:02:25.400]  因為這個城市的空中掌權者
[00:02:25.400 --> 00:02:27.040]  就要叫什麼?
[00:02:27.040 --> 00:02:28.320]  兩下
[00:02:28.320 --> 00:02:30.480]  各不什麼?
[00:02:30.480 --> 00:02:33.320]  各不相讓
[00:02:33.320 --> 00:02:36.560]  你不知道政府為什麼不讓的
[00:02:36.560 --> 00:02:37.480]  又或者
[00:02:37.480 --> 00:02:40.200]  他究竟到什麼時候才能夠讓的
[00:02:40.200 --> 00:02:42.600]  我剛才六點鐘
[00:02:42.600 --> 00:02:43.880]  六點多的時候
[00:02:43.880 --> 00:02:45.080]  很焦急的
[00:02:45.080 --> 00:02:46.080]  在街上
[00:02:46.080 --> 00:02:48.200]  梁振英在說什麼?
[00:02:48.200 --> 00:02:50.880]  他現在是不是說撤回了?
[00:02:50.880 --> 00:02:52.440]  其實
[00:02:52.440 --> 00:02:54.520]  你看到很困難
[00:02:54.520 --> 00:02:56.600]  撤不回啊
[00:02:56.600 --> 00:02:59.080]  那
[00:02:59.080 --> 00:03:00.160]  那你說
[00:03:00.160 --> 00:03:02.200]  梁振英很無知嗎?
[00:03:02.200 --> 00:03:06.000]  無知也應該比我這些有知的
[00:03:06.000 --> 00:03:07.400]  是不是?
[00:03:07.400 --> 00:03:08.080]  是不是?
[00:03:08.080 --> 00:03:09.120]  如果
[00:03:09.120 --> 00:03:11.680]  如果真的要叫自己什麼?
[00:03:11.680 --> 00:03:14.160]  不要再被人搞下去
[00:03:14.160 --> 00:03:15.680]  那就撤回吧
[00:03:15.680 --> 00:03:17.360]  但為什麼撤不回呢?
[00:03:17.360 --> 00:03:18.720]  你了解嗎?
[00:03:18.720 --> 00:03:21.680]  後面其實是有些東西在的
[00:03:21.680 --> 00:03:24.760]  那個東西我不是說中央
[00:03:24.760 --> 00:03:27.520]  你不要以為一定有一個陰謀
[00:03:27.520 --> 00:03:29.520]  你也不要以為一定沒有一個陰謀
[00:03:29.520 --> 00:03:30.640]  誰知道?
[00:03:30.640 --> 00:03:31.520]  誰知道?
[00:03:31.520 --> 00:03:32.960]  明白嗎?
[00:03:32.960 --> 00:03:35.480]  黃之鋒好像很什麼?
[00:03:35.480 --> 00:03:37.080]  好像很單純
[00:03:37.080 --> 00:03:39.160]  好像很直率
[00:03:39.160 --> 00:03:40.920]  誰知道後面有些什麼?
[00:03:40.920 --> 00:03:42.360]  不知道的
[00:03:42.360 --> 00:03:43.280]  你明白嗎?
[00:03:43.280 --> 00:03:45.280]  所以我們要祈禱
[00:03:45.280 --> 00:03:45.880]  我們要祈禱
[00:03:45.880 --> 00:03:48.120]  我要求主介入
[00:03:48.120 --> 00:03:50.440]  因為香港處在一個什麼?
[00:03:50.440 --> 00:03:56.640]  處在一個直插到谷底的決裂
[00:03:56.640 --> 00:03:58.640]  而這種決裂
[00:03:58.640 --> 00:04:00.040]  極有可能
[00:04:00.040 --> 00:04:02.760]  就是要叫香港淪陷
[00:04:02.760 --> 00:04:03.920]  極有可能
[00:04:03.920 --> 00:04:06.960]  就是要叫香港在這個時間裡面
[00:04:06.960 --> 00:04:10.120]  它應該成就神心意裡面一些的東西
[00:04:10.120 --> 00:04:11.640]  突然之間瓦解
[00:04:11.640 --> 00:04:12.880]  你不要說
[00:04:12.880 --> 00:04:17.600]  我們尋求營裡面主告訴我們的城市的瓦解
[00:04:17.600 --> 00:04:19.920]  是沒有因由的
[00:04:19.920 --> 00:04:21.000]  丁姊妹
[00:04:21.000 --> 00:04:21.840]  丁姊妹
[00:04:21.840 --> 00:04:23.560]  不要說笑
[00:04:23.560 --> 00:04:26.080]  我是一個牧師
[00:04:26.080 --> 00:04:29.160]  我就著客觀的環境
[00:04:29.160 --> 00:04:29.760]  現象
[00:04:29.760 --> 00:04:31.640]  我當然有我自己的立場
[00:04:31.640 --> 00:04:36.000]  但是這個立場我覺得不適合告訴你的
[00:04:36.000 --> 00:04:38.280]  因為我們每一個人都需要有一個判斷力
[00:04:38.280 --> 00:04:39.680]  對不對?
[00:04:39.680 --> 00:04:41.400]  但是我作為一個牧者
[00:04:41.400 --> 00:04:43.360]  我有責任告訴你
[00:04:43.360 --> 00:04:46.760]  你的眼睛不可以只看到這個現象
[00:04:46.760 --> 00:04:50.120]  你要看到這個現象那個更深層次的
[00:04:50.120 --> 00:04:51.400]  那個惡勢力
[00:04:51.400 --> 00:04:52.560]  你明白嗎?
[00:04:52.560 --> 00:04:53.720]  就是敵人
[00:04:53.720 --> 00:04:55.760]  不想香港這個城市
[00:04:55.760 --> 00:04:57.720]  可以達成神
[00:04:57.720 --> 00:05:01.000]  要這個城市可以造成的命定
[00:05:01.000 --> 00:05:04.560]  不知道你明不明白呢?
[00:05:04.560 --> 00:05:07.600]  我真的告訴你
[00:05:07.600 --> 00:05:10.720]  去天安門敬拜
[00:05:10.720 --> 00:05:12.560]  這一條路
[00:05:12.560 --> 00:05:14.480]  在二十多年前
[00:05:14.480 --> 00:05:20.320]  我們說的時候我心裡這樣分析我自己
[00:05:20.320 --> 00:05:22.800]  一腔熱血
[00:05:22.800 --> 00:05:24.280]  一腔熱血
[00:05:24.280 --> 00:05:26.320]  是不是?
[00:05:26.320 --> 00:05:29.600]  一廂情願
[00:05:29.600 --> 00:05:32.080]  同不同意嗎?
[00:05:32.080 --> 00:05:34.400]  說就行
[00:05:34.400 --> 00:05:35.560]  哪裡有條路
[00:05:35.560 --> 00:05:36.760]  走不到
[00:05:36.760 --> 00:05:37.880]  看不到
[00:05:37.880 --> 00:05:40.600]  做不到
[00:05:40.600 --> 00:05:43.960]  不過我告訴你
[00:05:43.960 --> 00:05:46.000]  香港
[00:05:46.000 --> 00:05:47.520]  如果
[00:05:47.520 --> 00:05:49.200]  可以向前邁步
[00:05:49.200 --> 00:05:51.480]  更加美好
[00:05:51.480 --> 00:05:52.640]  感謝主
[00:05:52.640 --> 00:05:55.480]  因為來到今年回家完了之後
[00:05:55.480 --> 00:05:56.880]  原來香港
[00:05:56.880 --> 00:06:00.000]  可以打破那個什麼?
[00:06:00.000 --> 00:06:01.760]  那幅牆
[00:06:01.760 --> 00:06:04.080]  可以打破那幅牆
[00:06:04.080 --> 00:06:05.640]  就是
