
[00:00:00.000 --> 00:00:03.080]  很高興在港台和大家再見面
[00:00:03.080 --> 00:00:08.600]  雖然我來了英國都有一段時間
[00:00:08.600 --> 00:00:13.060]  可以說大半生人都在這個國家
[00:00:13.060 --> 00:00:17.400]  但因為我來自香港
[00:00:17.400 --> 00:00:22.280]  經常都會留意香港的新聞
[00:00:22.280 --> 00:00:26.380]  現在資訊都很發達
[00:00:26.380 --> 00:00:32.020]  想知道香港的新聞一點都不難
[00:00:32.020 --> 00:00:37.640]  最近有幾個新聞我覺得很奇怪
[00:00:37.640 --> 00:00:41.480]  新聞本身不奇怪
[00:00:41.480 --> 00:00:43.280]  不過報導有點怪
[00:00:43.280 --> 00:00:47.120]  反應有點怪
[00:00:47.120 --> 00:00:51.460]  而且一般民眾的反應也比較奇怪
[00:00:51.460 --> 00:00:58.120]  其中一樣大家知道有個出名牌子的手機出了新款
[00:00:58.120 --> 00:01:03.480]  其中一個大家知道有個名牌的手機出了個新款
[00:01:03.480 --> 00:01:05.020]  我不可以在這裏賣廣告
[00:01:05.020 --> 00:01:08.860]  我們也不可以在這裏賣廣告
[00:01:08.860 --> 00:01:14.240]  我當然想看看有甚麼新科技
[00:01:14.240 --> 00:01:19.100]  或者有些人用過覺得好不好
[00:01:19.100 --> 00:01:21.400]  或者一般人用過覺得好不好
[00:01:21.400 --> 00:01:23.700]  那我看看香港的報紙怎麼說
[00:01:23.700 --> 00:01:25.500]  看看香港的報紙怎麼報導
[00:01:25.500 --> 00:01:29.340]  很少說到手機的性能
[00:01:29.340 --> 00:01:32.660]  很少說到這個新手機的功能
[00:01:32.660 --> 00:01:34.720]  也沒有說人們用過那一點
[00:01:34.720 --> 00:01:37.780]  也沒有說一般民眾用了之後怎麼樣
[00:01:37.780 --> 00:01:39.580]  新聞報道多數說甚麼呢
[00:01:39.580 --> 00:01:42.140]  新聞報道大多都說甚麼呢
[00:01:42.140 --> 00:01:44.180]  那部手機炒不炒得到
[00:01:44.180 --> 00:01:48.800]  炒不炒得起呀
[00:01:48.800 --> 00:01:50.340]  就是可不可以炒賣起來的價錢
[00:01:50.340 --> 00:01:54.940]  原來炒不只是炒飯
[00:01:54.940 --> 00:01:57.500]  原來炒不光是炒飯
[00:01:57.500 --> 00:01:58.520]  也不是炒股票
[00:01:58.520 --> 00:01:59.800]  也不是炒那個股票
[00:01:59.800 --> 00:02:02.360]  那我就比較落後原來手機也可以炒的
[00:02:02.360 --> 00:02:04.160]  那原來手機也可以炒的
[00:02:04.160 --> 00:02:05.700]  廣泛報導
[00:02:05.700 --> 00:02:06.720]  做廣泛的報導
[00:02:06.720 --> 00:02:08.760]  又訪問那些人
[00:02:08.760 --> 00:02:10.040]  又訪問那些用家
[00:02:10.040 --> 00:02:12.100]  又訪問那些二手手機市場
[00:02:12.100 --> 00:02:14.140]  又訪問二手手機市場
[00:02:14.140 --> 00:02:17.480]  又問問他們的情況怎麼樣
[00:02:17.480 --> 00:02:19.520]  又問問他們的情況怎麼樣
[00:02:19.520 --> 00:02:21.060]  很奇怪的反應
[00:02:21.060 --> 00:02:23.120]  那個反應蠻奇怪的
[00:02:23.120 --> 00:02:24.900]  第二單新聞是甚麼呢
[00:02:24.900 --> 00:02:26.440]  第二個新聞是甚麼呢
[00:02:26.440 --> 00:02:27.720]  早前香港颳風
[00:02:27.720 --> 00:02:30.280]  前陣子香港就颳風
[00:02:30.280 --> 00:02:32.060]  其實颳風經常都有的
[00:02:32.060 --> 00:02:33.860]  其實香港颳風常常會有
[00:02:33.860 --> 00:02:36.420]  但今年有個很強的颱風
[00:02:36.420 --> 00:02:39.240]  可是今年有個超級的颱風
[00:02:39.240 --> 00:02:41.540]  帶來很多的損壞
[00:02:41.540 --> 00:02:42.820]  也帶來很多的損壞
[00:02:42.820 --> 00:02:45.380]  那我看新聞當然要看那些損壞
[00:02:45.380 --> 00:02:47.940]  那我看新聞當然要看那些損壞
[00:02:47.940 --> 00:02:50.500]  要看看那個風力有多大
[00:02:50.500 --> 00:02:51.780]  但報導不是說這些
[00:02:51.780 --> 00:02:53.820]  報導卻不是說這些
[00:02:53.820 --> 00:02:54.860]  報導就是說那些人
[00:02:54.860 --> 00:02:56.380]  猜一下要不要上班第二天
[00:02:56.380 --> 00:02:59.460]  報導就是一般的市民在猜
[00:02:59.460 --> 00:03:01.260]  第二天要不要上班
[00:03:01.260 --> 00:03:04.580]  那些人其實是希望那個風打得成的
[00:03:04.580 --> 00:03:08.420]  市民其實是希望這個風可以刮得起來的
[00:03:08.420 --> 00:03:09.440]  不用上班
[00:03:09.440 --> 00:03:10.460]  因為不用上班
[00:03:10.460 --> 00:03:11.500]  小朋友不用上學
[00:03:11.500 --> 00:03:13.020]  小朋友也不用去上學
[00:03:13.020 --> 00:03:15.940]  可以開幾圍麻將打
[00:03:15.940 --> 00:03:18.660]  也可以看幾座打麻將
[00:03:18.660 --> 00:03:20.180]  他們關心的是這些
[00:03:20.180 --> 00:03:21.480]  他們關心的是這些
[00:03:21.480 --> 00:03:23.960]  不是關心颳風帶來的災害
[00:03:23.960 --> 00:03:26.140]  而不是颳風所帶來的災害
[00:03:26.140 --> 00:03:28.780]  因為可能現在經濟是比較好過以前
[00:03:28.780 --> 00:03:30.420]  因為可能現在的經濟比前任更好
[00:03:30.420 --> 00:03:31.180]  因為可能現在的經濟比前任更好
[00:03:31.180 --> 00:03:34.380]  人住的房子可能比較穩固
[00:03:34.380 --> 00:03:36.540]  人住的房子可能比較穩固
[00:03:36.540 --> 00:03:39.900]  他忘記了上世紀六十年代七十年代的時候
[00:03:39.900 --> 00:03:41.220]  打風的慘況
[00:03:41.220 --> 00:03:44.980]  他們忘記了上世紀六十年代七十年代
[00:03:44.980 --> 00:03:45.740]  颳風的時候的慘況
[00:03:45.740 --> 00:03:48.100]  颳風已經變成一個節目
[00:03:48.100 --> 00:03:50.700]  颳風已經變成一個節目
[00:03:50.700 --> 00:03:52.620]  變成一個多幾天的假期
[00:03:52.620 --> 00:03:54.220]  變成一個多幾天的假期
[00:03:54.220 --> 00:03:55.500]  人的心態就是這樣
[00:03:55.500 --> 00:03:57.260]  人的心態就是這樣
[00:03:57.260 --> 00:03:59.020]  還有一段新聞更加離譜
[00:03:59.020 --> 00:04:01.220]  還有一段新聞更加離譜
[00:04:01.220 --> 00:04:03.460]  這個新聞就覺得很奇怪
[00:04:03.460 --> 00:04:05.980]  這個新聞真的很奇怪
[00:04:05.980 --> 00:04:07.700]  就是
[00:04:07.700 --> 00:04:10.820]  不知道為什麼香港這麼多人自殺
[00:04:10.820 --> 00:04:12.820]  也不知道為什麼香港這麼多人自殺
[00:04:12.820 --> 00:04:15.220]  其實就自殺就周圍都有人自殺
[00:04:15.220 --> 00:04:17.700]  其實到處都有人自殺
[00:04:17.700 --> 00:04:19.260]  香港的樓房很高
[00:04:19.260 --> 00:04:20.660]  香港的樓房很高
[00:04:20.660 --> 00:04:22.540]  很多人就選擇跳樓自殺
[00:04:22.540 --> 00:04:24.340]  很多人都會選擇跳樓自殺
[00:04:24.340 --> 00:04:28.060]  其實我覺得他們真的很大勇氣
[00:04:28.060 --> 00:04:29.860]  其實真的覺得他們蠻大的勇氣
[00:04:29.860 --> 00:04:33.060]  因為跳樓自殺根本就是九死一生
[00:04:33.060 --> 00:04:37.580]  因為跳樓自殺根本就是九死一生
[00:04:37.580 --> 00:04:40.460]  你跳出去那一下就已經不能回頭
[00:04:40.460 --> 00:04:42.260]  你跳出去那一下就已經不能回頭
[00:04:42.260 --> 00:04:44.540]  但每天都有這樣的新聞
[00:04:44.540 --> 00:04:46.540]  但每天都有這樣的新聞
[00:04:46.540 --> 00:04:50.660]  你每天打開手機看新聞就有這樣的新聞
[00:04:50.660 --> 00:04:53.020]  天天打開手機都會看到這一類的新聞
[00:04:53.020 --> 00:04:54.620]  天天打開手機都會看到這一類的新聞
[00:04:54.620 --> 00:04:56.820]  可他們所報道的是什麼呢
[00:04:56.820 --> 00:05:00.140]  可他們所報道的是什麼呢
[00:05:00.140 --> 00:05:02.220]  不是說那個人有多慘
[00:05:02.220 --> 00:05:04.700]  不是說那個人有多慘
[00:05:04.700 --> 00:05:06.460]  不是在說是什麼原因
[00:05:06.460 --> 00:05:08.700]  不是在說是什麼原因
[00:05:08.700 --> 00:05:10.700]  其實也有講 不過講得篇幅很少
[00:05:10.700 --> 00:05:11.700]  其實也有講 不過講得篇幅很少
[00:05:11.700 --> 00:05:15.700]  他們講的是樓價 單位的樓價跌了幾成
[00:05:15.700 --> 00:05:15.700]  他們講的是樓價 單位的樓價跌了幾成
[00:05:15.700 --> 00:05:19.180]  他們講的是樓價 單位的樓價跌了幾成
[00:05:19.180 --> 00:05:22.300]  因為那間屋就變成凶宅
[00:05:22.300 --> 00:05:24.500]  因為那間屋就變成凶宅
[00:05:24.500 --> 00:05:28.180]  廣泛報道是那間屋本來是幾百萬的
[00:05:28.180 --> 00:05:28.180]  廣泛報道是那間屋本來是幾百萬的
[00:05:28.180 --> 00:05:32.180]  廣泛報道是那間屋本來是幾百萬的
[00:05:32.180 --> 00:05:35.780]  因為一跳下來就沒了一百萬
[00:05:35.780 --> 00:05:40.380]  因為一跳下來就沒了一百萬
[00:05:40.380 --> 00:05:43.980]  最慘是他掉到別人屋的平台
[00:05:43.980 --> 00:05:43.980]  最慘是他掉到別人屋的平台
[00:05:43.980 --> 00:05:47.180]  最慘是他掉到別人屋的平台
[00:05:47.180 --> 00:05:47.180]  再彈兩彈就掉到別人屋的平台
[00:05:47.180 --> 00:05:49.380]  再彈兩彈就掉到別人屋的平台
[00:05:49.380 --> 00:05:49.380]  再彈兩彈就掉到別人屋的平台
[00:05:49.380 --> 00:05:49.380]  再彈兩彈就掉到別人屋的平台
[00:05:49.380 --> 00:05:51.380]  再彈兩彈就掉到別人屋的平台
[00:05:51.380 --> 00:05:51.380]  再彈兩彈就掉到別人屋的平台
[00:05:51.380 --> 00:05:51.380]  再彈兩彈就掉到別人屋的平台
[00:05:51.380 --> 00:05:51.380]  再彈兩彈就掉到別人屋的平台
[00:05:51.380 --> 00:06:06.380]  再彈兩彈就掉到別人屋的平台
[00:06:21.380 --> 00:06:23.380]  我應該關心災情
[00:06:23.380 --> 00:06:23.380]  我應該關心災情
[00:06:23.380 --> 00:06:25.380]  我應該關心災情
[00:06:25.380 --> 00:06:27.380]  我們希望風打不成
[00:06:27.380 --> 00:06:27.380]  我們希望風打不成
[00:06:27.380 --> 00:06:29.380]  我們希望風打不成
[00:06:29.380 --> 00:06:31.380]  我們祈禱祈禱風打不成
[00:06:31.380 --> 00:06:31.380]  我們祈禱祈禱風打不成
[00:06:31.380 --> 00:06:33.380]  我們祈禱祈禱風打不成
[00:06:33.380 --> 00:06:35.380]  有些人想風打成不用上班
[00:06:35.380 --> 00:06:35.380]  有些人想風打成不用上班
[00:06:35.380 --> 00:06:37.380]  有些人想風打成不用上班
[00:06:37.380 --> 00:06:37.380]  有些人想風打成不用上班
[00:06:37.380 --> 00:06:39.380]  有些人想風打成不用上班
[00:06:39.380 --> 00:06:39.380]  我們關心為何那麼多人要自殺跳樓
[00:06:39.380 --> 00:06:41.380]  我們關心為何那麼多人要自殺跳樓
[00:06:41.380 --> 00:06:41.380]  我們關心為何那麼多人要自殺跳樓
[00:06:41.380 --> 00:06:43.380]  我們關心為何那麼多人要自殺跳樓
[00:06:51.380 --> 00:06:53.380]  我們關心是否福利工作做得不夠
[00:06:53.380 --> 00:06:55.380]  我們關心的是那區樓價下跌
[00:06:55.380 --> 00:06:57.380]  我們關心的是那區樓價下跌
[00:06:57.380 --> 00:06:59.380]  我們關心的是那區樓價下跌
[00:06:59.380 --> 00:07:01.380]  我們關心的是那區樓價下跌
[00:07:01.380 --> 00:07:03.380]  我們關心的是那區樓價下跌
[00:07:03.380 --> 00:07:05.380]  我們關心的是那區樓價下跌
[00:07:05.380 --> 00:07:07.380]  我們關心的是那區樓價下跌
[00:07:07.380 --> 00:07:09.380]  我們關心的是那區樓價下跌
[00:07:09.380 --> 00:07:11.380]  我們關心的是那區樓價下跌
[00:07:11.380 --> 00:07:13.380]  我們關心的是那區樓價下跌
[00:07:13.380 --> 00:07:15.380]  我們關心的是那區樓價下跌
[00:07:15.380 --> 00:07:17.380]  我們關心的是那區樓價下跌
[00:07:17.380 --> 00:07:19.380]  我們關心的是那區樓價下跌
[00:07:19.380 --> 00:07:21.380]  我們關心的是那區樓價下跌
[00:07:21.380 --> 00:07:23.380]  我們關心的是那區樓價下跌
[00:07:23.380 --> 00:07:25.380]  我們關心的是那區樓價下跌
[00:07:25.380 --> 00:07:27.380]  我們關心的是那區樓價下跌
[00:07:27.380 --> 00:07:29.380]  我們關心的是那區樓價下跌
[00:07:29.380 --> 00:07:31.380]  我們關心的是那區樓價下跌
[00:07:31.380 --> 00:07:33.380]  我們關心的是那區樓價下跌
[00:07:33.380 --> 00:07:35.380]  我們關心的是那區樓價下跌
[00:07:35.380 --> 00:07:37.380]  我們關心的是那區樓價下跌
[00:07:37.380 --> 00:07:39.380]  我們關心的是那區樓價下跌
[00:07:39.380 --> 00:07:41.380]  我們關心的是那區樓價下跌
[00:07:41.380 --> 00:07:43.380]  我們關心的是那區樓價下跌
[00:07:43.380 --> 00:07:45.380]  我們關心的是那區樓價下跌
[00:07:45.380 --> 00:07:47.380]  我們關心的是那區樓價下跌
