
[00:00:00.000 --> 00:00:04.900]  跟著梅宗臣,張主席說,按照原定的計劃,
[00:00:04.900 --> 00:00:10.400]  按照原定的計劃,我已經完成了楊芳七個神蹟和七個我是。
[00:00:10.400 --> 00:00:14.700]  已經完成了約翰福音的七個神蹟和七個我是。
[00:00:14.700 --> 00:00:18.700]  如果大家仍然記得約翰福音的敘事架構,
[00:00:18.700 --> 00:00:23.800]  約翰福音的蛛絲架構,其實耶穌每行完一個神蹟,
[00:00:23.800 --> 00:00:27.100]  祂就會有一篇長的用我是作為講論。
[00:00:27.100 --> 00:00:31.500]  耶穌就是每一次行完一個神蹟,祂就用長篇的我是作為講論。
[00:00:31.500 --> 00:00:33.000]  作為一個自我啟示。
[00:00:33.000 --> 00:00:34.200]  作為一個自我啟示。
[00:00:34.200 --> 00:00:37.800]  所以神蹟和我是是一個關聯性的。
[00:00:37.800 --> 00:00:40.200]  所以神蹟和我是是一個關聯性的。
[00:00:40.200 --> 00:00:43.700]  我開始了新的系列,用楊芳裡面的場景。
[00:00:43.700 --> 00:00:47.000]  他有一個新的系列,是約翰福音裡面的場景。
[00:00:47.000 --> 00:00:51.600]  敘事文學裡面提到場景是一個很重要的元素。
[00:00:51.600 --> 00:00:54.800]  敘事文學裡面用的場景是一個非常重要的元素。
[00:00:54.800 --> 00:00:59.600]  舉例說,場景本身就承載了很多的意義。
[00:00:59.600 --> 00:01:01.900]  場景裡面就承載了很多不同的意義。
[00:01:01.900 --> 00:01:04.900]  場景本身就承載了一些信息。
[00:01:04.900 --> 00:01:07.200]  場景裡面本身就承載了一些信息。
[00:01:07.200 --> 00:01:08.000]  舉個例子。
[00:01:08.000 --> 00:01:08.600]  舉個例子。
[00:01:08.600 --> 00:01:12.300]  如果我們在香港的尖沙咀柏麗大道。
[00:01:12.300 --> 00:01:15.400]  要說我們舉個例子,我們在尖沙咀柏麗大道。
[00:01:15.400 --> 00:01:16.900]  我們講戰爭。
[00:01:16.900 --> 00:01:17.900]  我們說戰爭。
[00:01:17.900 --> 00:01:20.300]  但是影到的都是賣名牌的商店。
[00:01:20.300 --> 00:01:23.700]  要說我們拍到的都是賣一些名牌的商店。
[00:01:23.700 --> 00:01:26.000]  那個震撼不會出現的。
[00:01:26.000 --> 00:01:27.500]  但是那個震撼就不會出現。
[00:01:27.500 --> 00:01:34.000]  但是如果我們用現在的烏克蘭裡面那種戰火聊天去講戰爭。
[00:01:34.000 --> 00:01:39.100]  要說我們今天用烏克蘭那個炸火連天去講戰爭。
[00:01:39.100 --> 00:01:41.600]  那個震撼性就很強。
[00:01:41.600 --> 00:01:42.700]  那個震撼性就很強。
[00:01:42.700 --> 00:01:44.700]  我想這個就是場景的威力。
[00:01:44.700 --> 00:01:46.400]  我相信這個就是場景的威力。
[00:01:46.400 --> 00:01:48.400]  在耶穌的年代呢。
[00:01:48.400 --> 00:01:49.600]  在耶穌的年代。
[00:01:49.600 --> 00:01:51.700]  由於羅馬政府的統治。
[00:01:51.700 --> 00:01:53.400]  由於羅馬政府的統治。
[00:01:53.400 --> 00:01:55.000]  我們稱為羅馬盛世。
[00:01:55.000 --> 00:01:56.200]  我們稱為羅馬盛世。
[00:01:56.200 --> 00:01:59.600]  所以無論政治和經濟都非常的穩定。
[00:01:59.600 --> 00:02:01.700]  無論是政治還是經濟都非常的穩定。
[00:02:01.700 --> 00:02:03.200]  所謂的安定繁榮。
[00:02:03.200 --> 00:02:04.300]  所謂的安定繁榮。
[00:02:04.300 --> 00:02:08.700]  羅馬政府也為了收買猶太人的心。
[00:02:08.700 --> 00:02:11.000]  羅馬政府也為了收買猶太人的心。
[00:02:11.000 --> 00:02:15.200]  所以當時希律就建了第三所的聖殿。
[00:02:15.200 --> 00:02:18.400]  所以那時候希律就建了第三所的聖殿。
[00:02:18.400 --> 00:02:23.500]  所以金碧輝煌,吹燦奪目。
[00:02:23.500 --> 00:02:25.500]  心奪目,即是耀眼新輝。
[00:02:25.500 --> 00:02:27.100]  甚至可以說是耀眼新輝。
[00:02:27.100 --> 00:02:31.600]  猶太人非常以第三個聖殿自豪。
[00:02:31.600 --> 00:02:34.300]  猶太人非常以第三個聖殿自豪。
[00:02:34.300 --> 00:02:36.100]  事實上也值得自豪的。
[00:02:36.100 --> 00:02:37.800]  事實上也值得自豪的。
[00:02:37.800 --> 00:02:41.400]  你想想一座宏偉的建築場所。
[00:02:41.400 --> 00:02:43.800]  你想想看一座宏偉的建築場所。
[00:02:43.800 --> 00:02:48.400]  你象徵花了多少人力、心血和資源來興建呢?
[00:02:48.400 --> 00:02:52.400]  你象徵花了多少人力、心血和資源來興建呢?
[00:02:52.400 --> 00:02:55.200]  一尊一華都花了幾十年才可以建成。
[00:02:55.200 --> 00:02:57.700]  一尊一華都花了幾十年才可以建成。
[00:02:57.700 --> 00:03:00.600]  你要維持一個宏偉的宗教的場所。
[00:03:00.600 --> 00:03:02.400]  你要維持這個宏偉的宗教場所。
[00:03:02.400 --> 00:03:04.800]  每日正常的運作,每天爭取產生的工作。
[00:03:04.800 --> 00:03:08.300]  每日正常的運作,每天爭取產生的工作。 也需要花盡心思和努力。
[00:03:08.300 --> 00:03:10.600]  也需要花盡心思和努力。
[00:03:10.600 --> 00:03:13.300]  也需要花盡心思和努力。 也需要投放大量的資源去管理。
[00:03:13.300 --> 00:03:15.700]  也需要投放大量的資源去管理。
[00:03:15.700 --> 00:03:19.100]  聖殿和每個猶太人的生活是息息相關的。
[00:03:19.100 --> 00:03:22.100]  聖殿和每個猶太人的生活是息息相關的。
[00:03:22.100 --> 00:03:23.900]  聖殿不單止是一個宗教中心。
[00:03:23.900 --> 00:03:26.400]  聖殿不單止是一個宗教中心。 也是一個政治中心。
[00:03:26.400 --> 00:03:28.300]  也是一個政治的中心。 也是一個文化中心。
[00:03:28.300 --> 00:03:30.300]  也是一個文化的中心。 也是一個社交中心。
[00:03:30.300 --> 00:03:33.400]  也是一個社交的中心。 甚至乎是猶太人的生活中心。
[00:03:33.400 --> 00:03:35.100]  甚至是猶太人的生活中心。
[00:03:35.100 --> 00:03:39.000]  所以每日去到聖殿的人流,川流不息。
[00:03:39.000 --> 00:03:42.100]  所以每日去到聖殿的人流,川流不息。
[00:03:42.100 --> 00:03:44.500]  每個人都帶著自己的期望去到聖殿。
[00:03:44.500 --> 00:03:46.300]  每個人都帶著他自己的期望到聖殿。
[00:03:46.300 --> 00:03:47.700]  帶著不同的需要。
[00:03:47.700 --> 00:03:49.700]  帶著不同的需要。 帶著不同的動機。
[00:03:49.700 --> 00:03:52.500]  帶著不同的東西。 有些動機可能很單純而已。
[00:03:52.500 --> 00:03:53.900]  有些東西可能很單純的。
[00:03:53.900 --> 00:03:56.600]  他只是來敬拜這位蒼天造地的上帝。
[00:03:56.600 --> 00:03:59.500]  他們可能只是來敬拜這個蒼天造地的上帝。
[00:03:59.500 --> 00:04:01.500]  有些人來到也都可能會很複雜。
[00:04:01.500 --> 00:04:03.100]  有些人來到也可能很複雜。
[00:04:03.100 --> 00:04:05.400]  反正就大家各取所需了,是吧?
[00:04:05.400 --> 00:04:07.100]  反正是大家各取所需了。
[00:04:07.100 --> 00:04:10.500]  每個人在聖殿都希望達到自己既定的目的。
[00:04:10.500 --> 00:04:13.200]  每個人在聖殿都希望達到自己既定的目的。
[00:04:13.200 --> 00:04:14.700]  或者履行宗教的責任。
[00:04:14.700 --> 00:04:16.400]  或者履行他自己宗教的責任。
[00:04:16.400 --> 00:04:19.700]  簡單來講,聖殿就是一個小社會的宿營。
[00:04:19.700 --> 00:04:22.300]  簡單來講,聖殿就是一個小社會的宿營。
[00:04:22.300 --> 00:04:23.700]  經著人生百態。
[00:04:23.700 --> 00:04:25.400]  我們見到人生的百態。
[00:04:25.400 --> 00:04:28.300]  任何的地方只要有人出現。
[00:04:28.300 --> 00:04:29.800]  任何地方有人出現。
[00:04:29.800 --> 00:04:31.100]  就有各種的需要。
[00:04:31.100 --> 00:04:32.100]  就有各樣的需要。
[00:04:32.100 --> 00:04:33.500]  只要有人出現。
[00:04:33.500 --> 00:04:34.400]  只要有人出現。
[00:04:34.400 --> 00:04:36.300]  就會製造各種的問題。
[00:04:36.300 --> 00:04:37.700]  就會製造各種的問題。
[00:04:37.700 --> 00:04:39.400]  只要有各種的問題呢。
[00:04:39.400 --> 00:04:40.800]  只要有各種的問題。
[00:04:40.800 --> 00:04:42.300]  就會有各種的制度。
[00:04:42.300 --> 00:04:43.300]  就會有各種的制度。
[00:04:43.300 --> 00:04:45.300]  只要有各種的制度呢。
[00:04:45.300 --> 00:04:46.600]  有各種的制度啦。
[00:04:46.600 --> 00:04:48.500]  就要有執行這些制度的人。
[00:04:48.500 --> 00:04:50.200]  就要有這些執行制度的人。
[00:04:50.200 --> 00:04:55.800]  所以,原本聖殿的敬拜是一項很神聖和很單純的宗教活動。
[00:04:55.800 --> 00:05:00.300]  因為聖殿的敬拜是一個很單純的宗教活動。
[00:05:00.300 --> 00:05:03.800]  人們希望來到象徵神與人同在的聖殿。
[00:05:03.800 --> 00:05:07.300]  人來到象徵神與人同在的聖殿。
[00:05:07.300 --> 00:05:09.000]  得到祝福,得到救贖。
[00:05:09.000 --> 00:05:10.400]  得到祝福,得到救贖。
[00:05:10.400 --> 00:05:12.600]  或者獲得心靈裏面的洗滌。
[00:05:12.600 --> 00:05:14.800]  或者是得到心靈裏面的洗滌。
[00:05:14.800 --> 00:05:15.800]  罪得赦免。
[00:05:15.800 --> 00:05:16.500]  罪得赦免。
[00:05:16.500 --> 00:05:18.400]  動機可以很單純的。
[00:05:18.400 --> 00:05:19.500]  動機是非常可以很單純的。
[00:05:19.500 --> 00:05:22.700]  但隨著時間的演變,隨著時間的演變。
[00:05:22.700 --> 00:05:26.000]  人那個敬權的心可以變成一種例行公事。
[00:05:26.000 --> 00:05:29.700]  人的心可能可以變成一個例行的公事。
[00:05:29.700 --> 00:05:33.000]  聖殿的敬拜也都變成一種節期的活動。
[00:05:33.000 --> 00:05:35.300]  聖殿的敬拜可以變成一個節期的活動。
[00:05:35.300 --> 00:05:36.900]  或者一種商業的行為。
[00:05:36.900 --> 00:05:38.300]  甚至可以變成一個商業的行為。
