
[00:00:00.000 --> 00:00:03.020]  大興姐妹主來平安
[00:00:03.020 --> 00:00:05.620]  今天的題目是關於患難
[00:00:05.620 --> 00:00:09.240]  患難是我們都不太想經歷的
[00:00:09.240 --> 00:00:12.280]  但是聖經舊約約伯記
[00:00:12.280 --> 00:00:13.820]  就覺得很清楚
[00:00:13.820 --> 00:00:17.520]  他說人生出來必遭遇患難
[00:00:17.520 --> 00:00:21.080]  如同火花飛騰
[00:00:21.080 --> 00:00:29.240]  每一個人比約伯更深同感受患難是什麼意思
[00:00:29.240 --> 00:00:33.980]  他說人生出來必遭遇患難
[00:00:33.980 --> 00:00:37.240]  如同火花飛騰
[00:00:37.240 --> 00:00:40.560]  用火花來形容患難
[00:00:40.560 --> 00:00:42.560]  我覺得是很貼切的
[00:00:42.560 --> 00:00:45.280]  火花英文是Sparks
[00:00:45.280 --> 00:00:48.440]  有時候你拔插鬚的時候
[00:00:48.440 --> 00:00:50.120]  會有些火花走出來
[00:00:50.120 --> 00:00:53.120]  我們就很擔心會不會扭電
[00:00:53.120 --> 00:00:55.320]  所以Sparks大家可能見過
[00:00:55.320 --> 00:00:57.840]  又或者我們燒烤的時候
[00:00:57.840 --> 00:00:59.400]  放一把炭下去
[00:00:59.400 --> 00:01:02.840]  燒烤的時候會有一些火花彈出來
[00:01:02.840 --> 00:01:05.600]  我們都知道什麼是火花
[00:01:05.600 --> 00:01:09.960]  英文例如Coloquial
[00:01:09.960 --> 00:01:12.840]  那些不是正規的英文
[00:01:12.840 --> 00:01:17.360]  就形容那些做電器的人
[00:01:17.360 --> 00:01:19.760]  Electrician是Sparks
[00:01:19.760 --> 00:01:20.680]  不知道為什麼
[00:01:20.680 --> 00:01:23.200]  可能他經常製造火花也不一定
[00:01:23.200 --> 00:01:23.840]  所以真的
[00:01:23.840 --> 00:01:25.160]  你問那些行內人
[00:01:25.160 --> 00:01:26.440]  我找個Sparks來
[00:01:26.440 --> 00:01:28.960]  他說什麼Sparks不是Electrician嗎
[00:01:28.960 --> 00:01:31.080]  原來Sparks就是Electrician
[00:01:31.080 --> 00:01:33.360]  就是做電工的人
[00:01:33.360 --> 00:01:34.200]  是不是很奇怪
[00:01:34.200 --> 00:01:37.400]  要住得久的老華僑才知道他在說什麼
[00:01:37.400 --> 00:01:42.560]  為什麼我說火花是形容患難是對的呢
[00:01:42.560 --> 00:01:45.080]  第一火花是很隨機的
[00:01:45.080 --> 00:01:46.880]  沒有常規
[00:01:46.880 --> 00:01:50.160]  突然間就會這樣拍兩下
[00:01:50.160 --> 00:01:51.480]  彈出來
[00:01:51.480 --> 00:01:53.480]  就好像我們遭遇患難
[00:01:53.480 --> 00:01:55.560]  我們是預測不到
[00:01:55.560 --> 00:01:59.200]  患難通常是預測不到
[00:01:59.200 --> 00:02:00.960]  火花彈出來的時候
[00:02:00.960 --> 00:02:04.160]  它可以在不同的角度彈出來
[00:02:04.160 --> 00:02:05.040]  有些向前
[00:02:05.040 --> 00:02:06.040]  有些向後
[00:02:06.040 --> 00:02:07.720]  有些你不小心走得太慢
[00:02:07.720 --> 00:02:09.400]  彈到我們的眼睛也可以
[00:02:09.400 --> 00:02:11.600]  就是有不同方向
[00:02:11.600 --> 00:02:13.040]  患難也是
[00:02:13.040 --> 00:02:15.800]  可以在不同的方向
[00:02:15.800 --> 00:02:19.200]  臨到我們的身上
[00:02:19.200 --> 00:02:21.960]  當然也有些火花是大一點
[00:02:21.960 --> 00:02:23.440]  有些小一點
[00:02:23.440 --> 00:02:25.520]  患難也是
[00:02:25.520 --> 00:02:27.400]  但是有一個共同點
[00:02:27.400 --> 00:02:30.280]  就是如果彈到我們的身上
[00:02:30.280 --> 00:02:32.120]  就一定會痛
[00:02:32.120 --> 00:02:34.400]  患難也是
[00:02:34.400 --> 00:02:39.360]  所以若白形容一個人生遭遇的患難
[00:02:39.360 --> 00:02:42.680]  好像火花飛騰是很貼切的
[00:02:42.680 --> 00:02:43.760]  我們人生當中
[00:02:43.760 --> 00:02:47.160]  我們真的會遭遇大小不同的患難
[00:02:47.160 --> 00:02:51.120]  最常見的患難就是健康
[00:02:51.120 --> 00:02:53.440]  平時好好的很健康的
[00:02:53.440 --> 00:02:56.880]  突然間就要去醫院
[00:02:56.880 --> 00:02:58.000]  可能我們自己
[00:02:58.000 --> 00:02:59.240]  我們家人
[00:02:59.240 --> 00:03:01.320]  又或者身邊的朋友
[00:03:01.320 --> 00:03:04.120]  之前計劃好做的事
[00:03:04.120 --> 00:03:05.720]  做不到了
[00:03:05.720 --> 00:03:08.520]  好像整個世界反轉了
[00:03:08.520 --> 00:03:10.240]  相信大家有這樣的經歷
[00:03:10.240 --> 00:03:12.520]  本來約在一起去旅行
[00:03:12.520 --> 00:03:14.080]  已經付完錢了
[00:03:14.080 --> 00:03:16.120]  沒得去是不是
[00:03:16.120 --> 00:03:18.840]  本來新的工作要開工
[00:03:18.840 --> 00:03:19.720]  沒得上班了
[00:03:19.720 --> 00:03:21.880]  因為生病了 進了廠
[00:03:21.880 --> 00:03:26.200]  很多事情不是我們可以預測到的
[00:03:26.200 --> 00:03:28.000]  工作也是
[00:03:28.000 --> 00:03:28.760]  做得好好的
[00:03:28.760 --> 00:03:30.280]  想著年底問一下老闆
[00:03:30.280 --> 00:03:31.880]  有沒有得加薪
[00:03:31.880 --> 00:03:34.680]  誰知道年底老闆說要解僱你
[00:03:34.680 --> 00:03:36.680]  說要裁員
[00:03:36.680 --> 00:03:39.040]  這些都是我們個人的患難
[00:03:39.040 --> 00:03:40.160]  很徬徨
[00:03:40.160 --> 00:03:42.240]  即時就沒有工作
[00:03:42.240 --> 00:03:43.960]  就沒有飯吃了
[00:03:43.960 --> 00:03:45.960]  英國人又不儲錢的
[00:03:45.960 --> 00:03:48.160]  真的沒有飯吃
[00:03:48.160 --> 00:03:49.520]  不是開玩笑的
[00:03:49.520 --> 00:03:55.520]  之前認識一個朋友
[00:03:55.520 --> 00:03:57.640]  COVID-19 之前
[00:03:57.640 --> 00:03:59.720]  即是疫症之前
[00:03:59.720 --> 00:04:01.640]  是2020年
[00:04:01.640 --> 00:04:03.720]  2019年底來到英國
[00:04:03.720 --> 00:04:06.000]  殺到來的時候是2020年初
[00:04:06.000 --> 00:04:09.000]  即是3月的時候
[00:04:09.000 --> 00:04:10.600]  這個朋友是朋友
[00:04:10.600 --> 00:04:13.760]  他滿肚計劃去做生意
[00:04:13.760 --> 00:04:16.400]  就開餐廳
[00:04:16.400 --> 00:04:18.400]  地點又找了
[00:04:18.400 --> 00:04:21.920]  伙計又請了
[00:04:21.920 --> 00:04:23.840]  人算不如天算
[00:04:23.840 --> 00:04:26.000]  一個患難過來就是
[00:04:26.000 --> 00:04:27.040]  這不是個人患難
[00:04:27.040 --> 00:04:28.600]  是整個世界
[00:04:28.600 --> 00:04:31.760]  但對他來說影響很大
[00:04:31.760 --> 00:04:33.880]  簽了約
[00:04:33.880 --> 00:04:38.080]  簽了約五年
[00:04:38.080 --> 00:04:40.400]  誰知道COVID-19來到
[00:04:40.400 --> 00:04:42.400]  政府說要封城
[00:04:42.400 --> 00:04:43.840]  不准開
[00:04:43.840 --> 00:04:46.880]  當時所有的餐廳
[00:04:46.880 --> 00:04:48.080]  酒樓
[00:04:48.080 --> 00:04:49.080]  娛樂場所
[00:04:49.080 --> 00:04:52.880]  全部都不准再開
[00:04:52.880 --> 00:04:55.240]  怎麼辦呢
[00:04:55.240 --> 00:04:59.360]  他靠那些收入來交租
[00:04:59.360 --> 00:05:01.480]  這些是沒有辦法估計到的
[00:05:01.480 --> 00:05:05.600]  所以我們這些患難是隨時會來的
[00:05:05.600 --> 00:05:11.720]  你說還有什麼患難呢
[00:05:11.720 --> 00:05:14.720]  相信有大部分的大部分
[00:05:14.720 --> 00:05:18.000]  大英姊妹都是這幾年過來英國
[00:05:18.000 --> 00:05:19.800]  為什麼過來呢
[00:05:19.800 --> 00:05:21.440]  相信每個人都有一個故事
[00:05:21.440 --> 00:05:22.920]  今天不是我講
[00:05:22.920 --> 00:05:26.360]  不是讓你上來講你的故事
[00:05:26.360 --> 00:05:28.200]  第一件事大家都知道的
[00:05:28.200 --> 00:05:30.480]  有時候講得很活該的就是
[00:05:30.480 --> 00:05:32.840]  英國當你們是難民
[00:05:32.840 --> 00:05:34.360]  這個不是開玩笑的
[00:05:34.360 --> 00:05:36.440]  你上網看政府的專頁
[00:05:36.440 --> 00:05:38.080]  是 refugee 難民
[00:05:38.080 --> 00:05:40.960]  就找到烏克蘭
[00:05:40.960 --> 00:05:43.000]  找到香港
[00:05:43.000 --> 00:05:44.200]  為什麼是難民呢
[00:05:44.200 --> 00:05:45.800]  逃難嘛
[00:05:45.800 --> 00:05:48.280]  遇到患難要過來英國
[00:05:48.280 --> 00:05:50.440]  當然也不是一定是這個原因
[00:05:50.440 --> 00:05:52.200]  但是患難有些
[00:05:52.200 --> 00:05:56.440]  我們沒有辦法可以預測到的東西
[00:05:56.440 --> 00:05:59.600]  就是一直都想著在香港住
[00:05:59.600 --> 00:06:00.760]  孩子上學
[00:06:00.760 --> 00:06:02.120]  有份工作
[00:06:02.120 --> 00:06:04.200]  就是每樣都很平安
[00:06:04.200 --> 00:06:06.320]  突然間一個浪蓋過來
[00:06:06.320 --> 00:06:08.800]  將我們的生活反轉了
[00:06:08.800 --> 00:06:10.840]  相信大家有很多經歷
[00:06:10.840 --> 00:06:11.600]  是不是
[00:06:11.600 --> 00:06:16.680]  這些不是我們可以去預測到的
[00:06:16.680 --> 00:06:18.800]  今天講這個啟示我第二個教會
[00:06:18.800 --> 00:06:20.240]  這個士美娜教會
[00:06:20.240 --> 00:06:23.360]  就是一個患難中的教會
[00:06:23.360 --> 00:06:25.120]  約翰講得很清楚
[00:06:25.120 --> 00:06:26.400]  其實這幾句話
[00:06:26.400 --> 00:06:28.880]  是他複述回耶穌基督講的
[00:06:28.880 --> 00:06:30.720]  就是
[00:06:30.720 --> 00:06:33.880]  士美娜是一個患難的教會
