
[00:00:00.000 --> 00:00:02.200]  好 開始我們今天的講道之前
[00:00:02.200 --> 00:00:03.560]  就先跟心禱講
[00:00:03.560 --> 00:00:07.800]  慈悲的父神
[00:00:07.800 --> 00:00:11.920]  多謝你讓我們能夠再次回來
[00:00:11.920 --> 00:00:13.600]  在你的說話當中
[00:00:13.600 --> 00:00:16.520]  能夠真是明白你的教導
[00:00:16.520 --> 00:00:18.720]  有這樣的機會
[00:00:18.720 --> 00:00:20.240]  能夠有這份生命
[00:00:20.240 --> 00:00:22.200]  再活在地上
[00:00:22.200 --> 00:00:25.080]  學習並且實行你的教導
[00:00:25.080 --> 00:00:28.720]  這份已經是我們最大的光榮
[00:00:29.200 --> 00:00:30.880]  以及最大的祝福
[00:00:30.880 --> 00:00:34.000]  求你與我們同在
[00:00:34.000 --> 00:00:35.640]  讓我們所學的
[00:00:35.640 --> 00:00:38.240]  不是白學
[00:00:38.240 --> 00:00:41.280]  只是在腦海當中的一些教導
[00:00:41.280 --> 00:00:43.920]  口中所講的一些教訓
[00:00:43.920 --> 00:00:46.120]  而是真是付諸於實行
[00:00:46.120 --> 00:00:49.520]  做到在你的聖經裏面
[00:00:49.520 --> 00:00:53.200]  所記載你的說話的雅各
[00:00:53.200 --> 00:00:55.400]  所指出的信行合一
[00:00:55.680 --> 00:01:00.880]  能夠真真正正落實在我們每一個弟兄姊妹身上
[00:01:00.880 --> 00:01:02.880]  感謝我們的祖
[00:01:02.880 --> 00:01:04.120]  我們的父神
[00:01:04.120 --> 00:01:07.400]  是你給我們再多一天的生命
[00:01:07.400 --> 00:01:10.120]  來到學習祖裡的說話
[00:01:10.120 --> 00:01:13.160]  經歷在當中的教訓
[00:01:13.160 --> 00:01:15.400]  我們再次現場感謝
[00:01:15.400 --> 00:01:18.600]  這已經是一份無等
[00:01:18.600 --> 00:01:22.240]  可以比比比的一種的榮耀
[00:01:22.240 --> 00:01:24.600]  是你最大的福氣
[00:01:25.040 --> 00:01:26.760]  求你讓我們真是
[00:01:26.760 --> 00:01:28.680]  也能夠真正好像
[00:01:28.680 --> 00:01:30.120]  在聖經裏面
[00:01:30.120 --> 00:01:32.560]  記載你說話的雅各
[00:01:32.560 --> 00:01:35.000]  能夠好像他說
[00:01:35.000 --> 00:01:38.880]  我們能夠信行合一
[00:01:38.880 --> 00:01:41.200]  我們把這段時間恭敬教堂
[00:01:41.200 --> 00:01:42.160]  我們禱告
[00:01:42.160 --> 00:01:43.640]  封主耶穌的名字
[00:01:43.640 --> 00:01:44.640]  Amen
[00:01:44.640 --> 00:01:51.120]  在1990年至1994年間
[00:01:51.120 --> 00:01:55.240]  加拿大教會發生了一件很驚人的事件
[00:01:55.240 --> 00:01:57.800]  在1990到1994年之間
[00:01:57.800 --> 00:01:59.000]  在加拿大教會
[00:01:59.000 --> 00:02:02.120]  發現一件非常驚人的事件
[00:02:02.120 --> 00:02:02.960]  在這個時間
[00:02:02.960 --> 00:02:04.960]  如果當你去到教會的時候
[00:02:04.960 --> 00:02:07.600]  這個時間如果你去到教會的時候
[00:02:07.600 --> 00:02:11.360]  很多時候你會聽到很多基督徒或者信徒
[00:02:11.360 --> 00:02:13.040]  都會談論一件事情
[00:02:13.040 --> 00:02:15.840]  你常常會聽到基督徒或者是信徒
[00:02:15.840 --> 00:02:17.280]  會談論一件事
[00:02:17.280 --> 00:02:19.160]  就是很多人經常都去做見證
[00:02:19.160 --> 00:02:21.560]  說我又得到上帝的呼召
[00:02:21.560 --> 00:02:23.160]  很多人去做見證
[00:02:23.160 --> 00:02:25.560]  他們說他又得到上帝的呼召
[00:02:25.560 --> 00:02:27.440]  無論你在團契也好
[00:02:27.440 --> 00:02:28.480]  無論你在團祭
[00:02:28.480 --> 00:02:29.560]  祈禱會也好
[00:02:29.560 --> 00:02:30.200]  祈禱會
[00:02:30.200 --> 00:02:32.040]  教會的培靈會也好
[00:02:32.040 --> 00:02:33.280]  教會的培靈會
[00:02:33.280 --> 00:02:35.240]  甚至你站在教會門口也好
[00:02:35.240 --> 00:02:36.600]  甚至你站在教會門口
[00:02:36.600 --> 00:02:38.520]  都很多人提這件事
[00:02:38.520 --> 00:02:39.880]  許多人提這件事
[00:02:39.880 --> 00:02:41.320]  不少的人都說
[00:02:41.320 --> 00:02:44.160]  決定要去神學院或者聖經學院去讀書
[00:02:44.160 --> 00:02:47.240]  不少人都決定要去神學院或者是聖經學院
[00:02:47.240 --> 00:02:50.400]  決定去參加全時間的奉獻做傳道人
[00:02:50.400 --> 00:02:53.560]  決定去參加全時間的奉獻做傳道人
[00:02:53.560 --> 00:02:58.080]  所以今天很多在普世裡面的教會的教會領袖或者是牧者
[00:02:58.080 --> 00:03:01.760]  都是在那個時間從加拿大走出來的
[00:03:01.760 --> 00:03:05.560]  現在在普世許多教會務者或者是領袖
[00:03:05.560 --> 00:03:08.120]  都是在那個時間從加拿大走出來的
[00:03:08.120 --> 00:03:09.240]  你就會問
[00:03:09.240 --> 00:03:10.080]  你就會問
[00:03:10.080 --> 00:03:12.920]  為什麼在這個年間裡面
[00:03:12.920 --> 00:03:15.320]  神有這麼大的工作
[00:03:15.320 --> 00:03:17.080]  在加拿大的裡面呢?
[00:03:17.080 --> 00:03:20.400]  為什麼在這段時間神有這麼大的工作在加拿大呢?
[00:03:20.400 --> 00:03:21.920]  為什麼在這個時段裡面
[00:03:21.920 --> 00:03:24.200]  教會這麼蒙上帝的賜福
[00:03:24.200 --> 00:03:26.000]  激勵了這麼多人去做傳道人呢?
[00:03:26.000 --> 00:03:27.240]  為什麼這個時段
[00:03:27.240 --> 00:03:29.880]  教會會有這樣子蒙神的祝福
[00:03:29.880 --> 00:03:31.400]  激勵那麼多人去做傳道人呢?
[00:03:31.400 --> 00:03:32.880]  為什麼在這幾年間
[00:03:32.880 --> 00:03:35.160]  神的靈的靈氣
[00:03:35.160 --> 00:03:36.400]  為什麼在這幾年
[00:03:36.400 --> 00:03:37.480]  天神的靈
[00:03:37.480 --> 00:03:38.520]  祂的靈氣
[00:03:38.520 --> 00:03:43.040]  能夠這麼猛烈地降臨在加拿大的教會裡面呢?
[00:03:43.040 --> 00:03:46.600]  能夠這麼猛烈地降落在加拿大的教會裡面呢?
[00:03:46.600 --> 00:03:47.320]  說得準一點
[00:03:47.320 --> 00:03:48.960]  很厲害的那一刻
[00:03:48.960 --> 00:03:50.400]  說熟一點的話
[00:03:50.400 --> 00:03:51.560]  是非常的厲害
[00:03:51.560 --> 00:03:53.320]  神真的很偏心
[00:03:53.320 --> 00:03:54.400]  神好像很偏心
[00:03:54.400 --> 00:03:58.200]  為什麼不降一些這樣的靈氣來到法國呢?
[00:03:58.200 --> 00:04:01.200]  為什麼不降這樣子的靈氣來到法國呢?
[00:04:01.200 --> 00:04:03.640]  當你也這樣問的時候
[00:04:03.640 --> 00:04:05.400]  當你也是這樣子問的時候
[00:04:05.400 --> 00:04:07.480]  我又問這條問題的時候
[00:04:07.480 --> 00:04:09.520]  我也是問這個問題的時候
[00:04:09.520 --> 00:04:11.320]  我卻發現到
[00:04:11.320 --> 00:04:13.600]  原來的事實是這樣的
[00:04:13.600 --> 00:04:14.360]  我才發現
[00:04:14.360 --> 00:04:16.440]  原來這個事實是這樣子
[00:04:16.440 --> 00:04:19.400]  不是說上帝的靈氣不厲害
[00:04:19.400 --> 00:04:22.520]  不是說上帝的靈氣不夠厲害
[00:04:22.520 --> 00:04:26.520]  只不過當時加拿大的經濟風氣
[00:04:26.520 --> 00:04:31.200]  或者氣氛很厲害的就是失業潮
[00:04:31.200 --> 00:04:35.400]  加拿大當時的經濟風氣非常厲害的是一股失業潮
[00:04:35.400 --> 00:04:37.320]  無論你是電腦工程師
[00:04:37.320 --> 00:04:38.920]  無論你是電腦工程師
[00:04:38.920 --> 00:04:40.960]  或者你是地產業巨子
[00:04:40.960 --> 00:04:42.320]  或者是地產業的巨頭
[00:04:42.320 --> 00:04:47.840]  或者你甚至是酒飲食界的廚王
[00:04:47.840 --> 00:04:50.720]  或者你是飲食界裡面的廚王
[00:04:50.720 --> 00:04:52.760]  或者你是銀行的高層
[00:04:52.760 --> 00:04:54.160]  或者是銀行的高層
[00:04:54.160 --> 00:04:57.000]  或者是各行各業的從業員
[00:04:57.000 --> 00:04:59.040]  或者是各行各業從業的
[00:04:59.040 --> 00:05:02.240]  從1990年至1994年之間
[00:05:02.240 --> 00:05:04.840]  從1990年到1994年之間
[00:05:04.840 --> 00:05:08.600]  在加拿大整個經濟氣候下跌得非常快
[00:05:08.600 --> 00:05:11.960]  在加拿大整個經濟氣候下跌得非常厲害
[00:05:11.960 --> 00:05:15.120]  不單止上帝的靈究竟是不是很強烈
[00:05:15.120 --> 00:05:18.240]  不單單是上帝的靈究竟是不是很強烈
[00:05:18.240 --> 00:05:21.520]  不過財源潮又非常之劇烈
[00:05:21.520 --> 00:05:24.040]  但是財源潮非常的劇烈
[00:05:24.040 --> 00:05:26.640]  你每天只需要上街
[00:05:26.640 --> 00:05:28.880]  每天你只要到街上去
[00:05:28.880 --> 00:05:31.400]  那時候網絡沒那麼興旺
[00:05:31.400 --> 00:05:33.160]  那個時候網絡沒那麼興旺
[00:05:33.160 --> 00:05:37.520]  正式網絡在1989年才開始衍生出來的時候
[00:05:37.520 --> 00:05:40.680]  網絡是從1989年剛剛衍生
[00:05:40.680 --> 00:05:42.880]  那時候大家沒得按個手提電話
[00:05:42.880 --> 00:05:43.880]  嘟嘟嘟嘟
[00:05:43.880 --> 00:05:46.480]  那你就看到有些什麼事情發生
[00:05:46.480 --> 00:05:48.280]  那個時候不像現在
[00:05:48.280 --> 00:05:50.320]  按手機嘟嘟嘟就可以看到什麼事情發生
[00:05:50.320 --> 00:05:51.920]  只需要一出街
[00:05:51.920 --> 00:05:52.920]  只好去出街
[00:05:52.920 --> 00:05:54.840]  你看見街上那個報紙筒
[00:05:54.840 --> 00:05:56.400]  你看到街上那個報紙筒
[00:05:56.400 --> 00:05:57.880]  都是這個廣告
[00:05:57.880 --> 00:05:58.640]  都是這個廣告
[00:05:58.640 --> 00:05:59.720]  都是這個頭條
[00:05:59.720 --> 00:06:00.840]  都是這個頭條
[00:06:00.840 --> 00:06:03.200]  就是財源幾多千人
[00:06:03.200 --> 00:06:05.200]  就是財源多少千人
[00:06:05.200 --> 00:06:07.080]  因為那麼多人失業
[00:06:07.080 --> 00:06:08.640]  因為那麼多人失業
[00:06:08.640 --> 00:06:14.120]  而教會也長期鬧牧養人的荒
[00:06:14.120 --> 00:06:17.000]  而教會也長長鬧牧養人的荒
[00:06:17.000 --> 00:06:18.360]  我們叫傳道人荒
[00:06:18.360 --> 00:06:19.800]  我們說是傳道人荒
[00:06:19.800 --> 00:06:20.960]  不夠傳道人
[00:06:20.960 --> 00:06:22.080]  不夠傳道人
[00:06:22.080 --> 00:06:23.440]  其實都不是不夠傳道人
[00:06:23.440 --> 00:06:25.400]  不過很多牧者很懶的意思
[00:06:25.400 --> 00:06:27.400]  其實不是真的缺傳道人
[00:06:27.400 --> 00:06:28.880]  很多牧者很懶
[00:06:28.880 --> 00:06:30.320]  於是乎怎麼樣呢
[00:06:30.320 --> 00:06:30.720]  於是怎麼樣呢
