
[00:00:00.000 --> 00:00:01.640]  各位大兄姊妹 大家好
[00:00:01.640 --> 00:00:03.360]  聽到我說話了嗎
[00:00:03.360 --> 00:00:04.000]  是
[00:00:04.000 --> 00:00:05.600]  不知道大家還記不記得我
[00:00:05.600 --> 00:00:08.760]  其實我在大概兩年
[00:00:08.760 --> 00:00:11.600]  還是三年前來過UV講過一次到
[00:00:11.600 --> 00:00:14.920]  那次我是講馬太福音的第一章
[00:00:14.920 --> 00:00:17.880]  什麼 好像是講耶穌基督的《騎尼加普》
[00:00:17.880 --> 00:00:19.160]  就是我的題目
[00:00:19.160 --> 00:00:21.480]  今天我就不講馬太福音了
[00:00:21.480 --> 00:00:24.120]  今天我就想講約翰福音
[00:00:24.120 --> 00:00:26.200]  今天我們看的經文會比較長
[00:00:26.200 --> 00:00:27.720]  但是就不需要擔心
[00:00:27.720 --> 00:00:29.800]  我是不會看完所有經文的
[00:00:29.800 --> 00:00:31.400]  我今天要看的經文就是
[00:00:31.400 --> 00:00:35.000]  約翰福音的第四章一至四十二節
[00:00:35.000 --> 00:00:38.640]  大家記不記得約翰福音四章一至四十二節說什麼
[00:00:38.640 --> 00:00:40.040]  就是講一個女人
[00:00:40.040 --> 00:00:42.080]  所以今天我的題目就是
[00:00:42.080 --> 00:00:46.000]  叫做打破性別定型的女人
[00:00:46.000 --> 00:00:49.200]  就是講約翰福音四章的這個女人
[00:00:49.200 --> 00:00:51.200]  我想講的是什麼 就是
[00:00:51.200 --> 00:00:55.440]  通常華人教會去講約翰福音四章的時候
[00:00:55.440 --> 00:00:57.400]  我們的關注焦點在哪裡
[00:00:57.400 --> 00:00:59.600]  通常華人教會的關注焦點
[00:00:59.600 --> 00:01:01.280]  就不在這個女人那裡
[00:01:01.280 --> 00:01:03.200]  是在一些屬靈的議題上
[00:01:03.200 --> 00:01:03.760]  例如是什麼
[00:01:03.760 --> 00:01:06.600]  用心靈和誠實去敬拜上帝 是不是
[00:01:06.600 --> 00:01:08.840]  就是究竟哪裡才是敬拜的地方
[00:01:08.840 --> 00:01:12.000]  是聖殿 是基里森山 還是哪裡
[00:01:12.000 --> 00:01:14.600]  耶穌就說要用心靈誠實去敬拜上帝
[00:01:14.600 --> 00:01:16.400]  就是我們華人教會去看的時候
[00:01:16.400 --> 00:01:18.640]  就會看很多這些屬靈的東西
[00:01:18.640 --> 00:01:20.520]  但是我想講的是什麼呢
[00:01:20.520 --> 00:01:24.360]  約翰福音四章是關於一個很重要的女人
[00:01:24.360 --> 00:01:26.680]  一個撒瑪利亞的婦人
[00:01:26.680 --> 00:01:28.080]  今天我想跟大家
[00:01:28.080 --> 00:01:31.200]  不是用這些所謂屬靈的角度去看這段經文
[00:01:31.200 --> 00:01:33.360]  我不是說這些屬靈的議題是錯的
[00:01:33.360 --> 00:01:35.480]  不過我想試試跟大家
[00:01:35.480 --> 00:01:38.880]  用另一個角度 另一個觀點去看這段經文
[00:01:38.880 --> 00:01:41.800]  我想試試用一個性別的角度
[00:01:41.800 --> 00:01:45.120]  性別議題的角度去看這段經文
[00:01:45.120 --> 00:01:50.240]  看看究竟約翰是怎樣描述這個女人的
[00:01:50.240 --> 00:01:55.240]  華人教會是比較少用性別議題的角度
[00:01:55.240 --> 00:01:58.120]  去看這段經文 或者是看任何經文
[00:01:58.120 --> 00:01:59.720]  但是其實這段經文
[00:01:59.720 --> 00:02:03.000]  對於性別的強調是非常明顯的
[00:02:03.000 --> 00:02:05.320]  因為如果大家記得這段經文有個背景
[00:02:05.320 --> 00:02:06.520]  有講的是什麼
[00:02:06.520 --> 00:02:08.280]  就是耶穌和這個女人去聊天的時候
[00:02:08.280 --> 00:02:09.600]  那些瞞徒去了哪裡
[00:02:09.600 --> 00:02:11.320]  去了買東西吃的 是不是
[00:02:11.320 --> 00:02:12.400]  當那些瞞徒買完東西吃
[00:02:12.400 --> 00:02:13.880]  回來之後見到耶穌的時候
[00:02:13.880 --> 00:02:15.720]  他很詫異 為什麼詫異
[00:02:15.720 --> 00:02:17.280]  是因為他們詫異
[00:02:17.280 --> 00:02:21.680]  耶穌竟然會和一個女人去聊天
[00:02:21.680 --> 00:02:23.240]  所以在四章二十七節那裡
[00:02:23.240 --> 00:02:26.600]  經文是很強調性別這個話題
[00:02:26.600 --> 00:02:29.400]  是很強調瞞徒詫異
[00:02:29.400 --> 00:02:32.800]  耶穌和一個女人去談話
[00:02:32.800 --> 00:02:36.520]  所以作者似乎是透過瞞徒的詫異
[00:02:36.520 --> 00:02:39.920]  讓讀者注意到撒瑪利亞夫人
[00:02:39.920 --> 00:02:41.520]  不單止作為一個外邦人
[00:02:41.520 --> 00:02:44.400]  不單止作為一個撒瑪利亞人的身份
[00:02:44.400 --> 00:02:46.760]  而是作為一個女性的身份
[00:02:46.760 --> 00:02:48.960]  在這個故事裡面存在
[00:02:48.960 --> 00:02:51.160]  所以我們就要去看看
[00:02:51.160 --> 00:02:53.640]  今天如果我們從一個性別的角度
[00:02:53.640 --> 00:02:55.360]  去看這段經文
[00:02:55.360 --> 00:02:59.360]  究竟會看到什麼
[00:02:59.360 --> 00:03:02.400]  好 首先要去解釋一下
[00:03:02.400 --> 00:03:04.280]  如果我們要從一個性別的角度
[00:03:04.280 --> 00:03:06.000]  去看這段經文的時候
[00:03:06.000 --> 00:03:09.480]  我們一定要從一個舊約的切入點去看
[00:03:09.480 --> 00:03:10.720]  什麼切入點呢
[00:03:10.720 --> 00:03:11.800]  今天很想跟大家介紹
[00:03:11.800 --> 00:03:14.560]  就是一個叫做舊約的一個井旁
[00:03:14.560 --> 00:03:16.560]  或者井邊的場景
[00:03:16.560 --> 00:03:20.520]  因為這段經文是呼應著舊約的井旁
[00:03:20.520 --> 00:03:22.640]  或者所謂井邊的場景
[00:03:22.640 --> 00:03:24.440]  什麼是井邊的場景
[00:03:24.440 --> 00:03:28.840]  有三段經文是很經典的井邊場景的經文
[00:03:28.840 --> 00:03:32.560]  第一段就是創世紀的二十四章一到十七節
[00:03:32.560 --> 00:03:34.880]  就是在說阿伯拉罕的僕人
[00:03:34.880 --> 00:03:37.000]  為了阿伯拉罕的兒子以撒去找老婆
[00:03:37.000 --> 00:03:38.360]  最後找到尼伯加
[00:03:38.360 --> 00:03:40.040]  第二段經文就是二十九
[00:03:40.040 --> 00:03:42.600]  創世紀二十九章的一到十二節
[00:03:42.600 --> 00:03:43.200]  說的是誰
[00:03:43.200 --> 00:03:46.120]  說的是瓦割跑去舅舅拉班那裡
[00:03:46.120 --> 00:03:47.320]  然後怎樣打碎
[00:03:47.320 --> 00:03:50.680]  就遇見他將來的一個老婆拉結
[00:03:50.680 --> 00:03:53.480]  然後第三段經文就是出埃及記
[00:03:53.480 --> 00:03:56.000]  就是說摩西和他老婆的故事
[00:03:56.000 --> 00:03:57.600]  我想說的是什麼
[00:03:57.600 --> 00:03:59.600]  什麼叫做井邊場景
[00:03:59.600 --> 00:04:02.520]  井邊場景有什麼獨特的地方
[00:04:02.520 --> 00:04:04.200]  井邊場景通常是這樣的
[00:04:04.200 --> 00:04:08.040]  就是一個男性的角色或者男主角
[00:04:08.040 --> 00:04:09.800]  在井邊那裡
[00:04:09.800 --> 00:04:13.440]  遇見一個剛剛出來打水的女人
[00:04:13.440 --> 00:04:18.520]  而這個女人就是男主角將來的老婆
[00:04:18.520 --> 00:04:20.480]  這個就叫做井邊場景
[00:04:20.480 --> 00:04:21.480]  明白嗎
[00:04:21.480 --> 00:04:23.520]  這個是一個很經典的場景
[00:04:23.520 --> 00:04:25.640]  在舊日剛才我說的三段經文
[00:04:25.640 --> 00:04:28.320]  就是經常會出現的一個這樣的場景
[00:04:28.320 --> 00:04:30.200]  所以如果放在現代的話
[00:04:30.200 --> 00:04:32.160]  就是一個愛情的故事就是
[00:04:32.160 --> 00:04:33.800]  當你在水機那裡泡水的時候
[00:04:33.800 --> 00:04:35.760]  你就可能會遇見你未來的老婆
[00:04:35.760 --> 00:04:37.160]  所以大家單身的弟兄
[00:04:37.160 --> 00:04:39.640]  待會在外面泡水的時候要小心點留意
[00:04:39.640 --> 00:04:44.080]  哪一個過來泡水的那個可能是你將來的老婆
[00:04:44.080 --> 00:04:47.200]  就好像這個井邊場景的現代版一樣
[00:04:47.200 --> 00:04:50.560]  所以這個就是舊約的井邊場景
[00:04:50.560 --> 00:04:51.920]  其實是跟愛情有關
[00:04:51.920 --> 00:04:52.560]  跟結婚有關
[00:04:52.560 --> 00:04:55.000]  跟男主角女主角有關的
[00:04:55.000 --> 00:04:56.240]  我想說的是
[00:04:56.240 --> 00:05:00.520]  其實這一段經文是在呼應舊約的井邊場景
[00:05:00.520 --> 00:05:01.840]  為什麼呢
[00:05:01.840 --> 00:05:05.560]  就是經文一開始交代的背景的時候
[00:05:05.560 --> 00:05:06.720]  說得很清楚
[00:05:06.720 --> 00:05:07.840]  就是怎麼說
[00:05:07.840 --> 00:05:12.760]  耶穌因為旅途疲勞
[00:05:12.760 --> 00:05:15.080]  就坐在井邊那裡
[00:05:15.080 --> 00:05:16.560]  那時候大概是第六時
[00:05:16.560 --> 00:05:18.760]  第六時就是正午的時間
[00:05:18.760 --> 00:05:22.240]  太陽最猛烈的時間就坐在井邊那裡
[00:05:22.240 --> 00:05:26.120]  就有一個撒瑪利亞婦人來打水
[00:05:26.120 --> 00:05:29.320]  很明顯井邊這裡是很明顯出現了
[00:05:29.320 --> 00:05:30.120]  耶穌坐在那裡
[00:05:30.120 --> 00:05:32.360]  然後有一個女人出來打水
[00:05:32.360 --> 00:05:35.080]  然後如果我們再去看上文的話
[00:05:35.080 --> 00:05:37.360]  我們就更加會發覺
[00:05:37.360 --> 00:05:40.960]  作者似乎刻意是想我們聯想到井邊場景
[00:05:40.960 --> 00:05:41.360]  為什麼呢
[00:05:41.360 --> 00:05:43.120]  就是因為在上文是說什麼
[00:05:43.120 --> 00:05:46.640]  上文約翰福音三章二十七到三十節那裡
[00:05:46.640 --> 00:05:48.160]  是在說施洗約翰
[00:05:48.160 --> 00:05:50.080]  說關於耶穌的說話
[00:05:50.080 --> 00:05:53.200]  他在那裡形容耶穌做什麼
[00:05:53.200 --> 00:05:55.800]  施洗約翰說我不是那個新郎
[00:05:55.800 --> 00:05:58.280]  我只不過是新郎的朋友
[00:05:58.280 --> 00:05:59.640]  耶穌
[00:05:59.640 --> 00:06:04.440]  耶穌才是那個要娶新郎的新娘
[00:06:04.440 --> 00:06:07.040]  耶穌才是那個要娶新娘的新郎
[00:06:07.040 --> 00:06:10.000]  差點說了新郎的新郎
[00:06:10.000 --> 00:06:12.280]  他要娶新娘的新郎
[00:06:12.280 --> 00:06:13.520]  耶穌才是那個
[00:06:13.520 --> 00:06:17.040]  所以耶穌才是那個將要娶妻的人
[00:06:17.040 --> 00:06:19.520]  所以如果我們這樣去看上文的話
[00:06:19.520 --> 00:06:22.400]  其實當你作為一個讀者
[00:06:22.400 --> 00:06:23.680]  你看了上面
[00:06:23.680 --> 00:06:28.200]  施洗約翰形容耶穌是一個將要娶妻的新郎的時候
[00:06:28.200 --> 00:06:30.440]  然後你看到第四章一開始
[00:06:30.440 --> 00:06:32.280]  耶穌就坐在井邊那裡
[00:06:32.280 --> 00:06:33.480]  然後就有一個女人
[00:06:33.480 --> 00:06:35.640]  瑪利亞的女人出來打水
[00:06:35.640 --> 00:06:37.240]  你作為當時的猶太讀者
[00:06:37.240 --> 00:06:39.000]  或者熟悉舊約的讀者
[00:06:39.000 --> 00:06:41.720]  你很容易很自然就會聯想
[00:06:41.720 --> 00:06:42.520]  這是什麼
[00:06:42.520 --> 00:06:44.120]  井邊場景
[00:06:44.120 --> 00:06:45.600]  你明白我的意思了吧
[00:06:45.600 --> 00:06:50.400]  所以這裡就很刻意地去呼應井邊的場景
[00:06:50.400 --> 00:06:51.800]  我們再去看看
[00:06:51.800 --> 00:06:55.400]  究竟舊約的井邊的場景
[00:06:55.400 --> 00:06:58.040]  是怎樣形容那個女角色或者女主角
[00:06:58.040 --> 00:07:02.960]  而在約翰福音又怎樣形容這個女主角瑪利亞夫人
[00:07:02.960 --> 00:07:06.280]  我們只針對兩段經文去看
[00:07:06.280 --> 00:07:09.280]  就是創世紀的24章和29章
[00:07:09.280 --> 00:07:11.240]  只看這兩段井邊場景
[00:07:11.240 --> 00:07:13.400]  在創世紀的24章
[00:07:13.400 --> 00:07:15.440]  24章16節是這樣說的
[00:07:15.440 --> 00:07:18.680]  那女子容貌極其盡美
[00:07:18.680 --> 00:07:20.000]  那女子就是在說什麼
[00:07:20.000 --> 00:07:20.680]  利伯加
[00:07:20.680 --> 00:07:22.920]  就是那個出來打水的那個利伯加
[00:07:22.920 --> 00:07:24.560]  是以殺將來的老婆
[00:07:24.560 --> 00:07:26.480]  那女子容貌極其盡美
[00:07:26.480 --> 00:07:27.480]  OK
[00:07:27.480 --> 00:07:31.040]  在創世紀29章的17節
[00:07:31.040 --> 00:07:33.520]  那裡就在說利亞就是雅各將來的老婆
[00:07:33.520 --> 00:07:34.480]  就說什麼
[00:07:34.480 --> 00:07:34.960]  不是利亞
[00:07:34.960 --> 00:07:35.360]  Sorry
[00:07:35.360 --> 00:07:36.240]  拉結
[00:07:36.240 --> 00:07:37.040]  是拉結
[00:07:37.040 --> 00:07:39.280]  就是雅各將來最喜歡的那個女人
[00:07:39.280 --> 00:07:40.000]  OK
[00:07:40.000 --> 00:07:41.280]  那這裡就說
[00:07:41.280 --> 00:07:43.600]  利亞就是拉結的姐姐
[00:07:43.600 --> 00:07:46.240]  利亞的眼睛是沒有神器的
