
[00:00:00.000 --> 00:00:03.600]  大家看到這個題目,不知道你有什麼感受
[00:00:03.600 --> 00:00:08.480]  我知道我和娥姐不是第一次合作去分享
[00:00:08.480 --> 00:00:13.480]  很多年前也在一些教會,一起去分享見證、講道
[00:00:13.480 --> 00:00:17.200]  知道她有機會可以來分享
[00:00:17.200 --> 00:00:22.680]  我們大家都知道,我們六月、七月有一個聖地團
[00:00:22.680 --> 00:00:27.640]  我們靈福堂有十六個人,香港有幾個,九個,加上二十五個人
[00:00:27.640 --> 00:00:30.360]  我們也去了聖地,娥姐也是其中一個
[00:00:30.360 --> 00:00:38.200]  我們想想,可以透過聖地感動版,我們在聖地的體會
[00:00:38.200 --> 00:00:41.600]  但是我們也很想講一下逆境
[00:00:41.600 --> 00:00:48.800]  因為娥姐的經歷也很神,在逆境裡面
[00:00:48.800 --> 00:00:53.480]  所以就變成了這個題目,又要出宣傳,所以早就出了宣傳
[00:00:53.480 --> 00:00:58.960]  大家可能記得上次,幾個禮拜前,我講大衛打哥尼亞
[00:00:58.960 --> 00:01:03.760]  那次其實我放好了時間準備
[00:01:03.760 --> 00:01:07.320]  那幾天就不斷地準備
[00:01:07.320 --> 00:01:13.760]  講道的時間,你可能記得大衛打哥尼亞,大衛打的是什麼人?
[00:01:13.760 --> 00:01:17.280]  哥尼亞是菲律師人,菲律師人是在哪裡?
[00:01:17.280 --> 00:01:22.160]  就是現在加沙地帶那些,你差不多可以對號入座
[00:01:22.160 --> 00:01:27.480]  當然歷史有很多的改變,但是也都是那個地方
[00:01:27.480 --> 00:01:30.960]  我講的時候,其實我是不知道發生了什麼事
[00:01:30.960 --> 00:01:35.600]  其實那件事就是我講到之前那天的星期六
[00:01:35.600 --> 00:01:43.120]  所以講的時候就完全沒有想到這件事,準備了就講
[00:01:43.120 --> 00:01:49.480]  這個單張準備了就講,想輕鬆一點去講逆境,不如憂慮
[00:01:49.480 --> 00:01:54.800]  但是我也跟電影節目分享,後來發覺這麼大件事
[00:01:54.800 --> 00:02:01.600]  因為在以色列和巴勒斯坦的衝突
[00:02:01.600 --> 00:02:08.040]  我想從六日戰爭五十多年前到現在,這個是最大的衝突
[00:02:08.040 --> 00:02:13.240]  是有一點影響我的心情和分享,因為大家一看到這個圖
[00:02:13.240 --> 00:02:16.680]  但那個問號是很爭議的,是不是?
[00:02:16.680 --> 00:02:21.880]  有很多的背景,大家千萬不要期望我現在可以講到多少
[00:02:21.880 --> 00:02:28.200]  關於這些的觀點,真的講不到,因為很複雜的,也有爭議性的
[00:02:28.200 --> 00:02:33.480]  所以心情也變得很沉重,是不是要講一點點給大家聽呢?
[00:02:33.480 --> 00:02:38.880]  不過我又很感恩,《羅亞團契》上個星期又講了一次
[00:02:38.880 --> 00:02:47.320]  所以我就可以寫給阿帕薩特肯尼、阿帕薩特丹芬,有什麼可以問他們,一些觀點
[00:02:47.320 --> 00:02:53.960]  無論如何,我們看到好像我上幾年曾經講過一個講道系列
[00:02:53.960 --> 00:02:58.920]  就是啟示錄的七教會,我講了十幾堂
[00:02:58.920 --> 00:03:04.480]  其中大家可能記得有些影片,其實影片是我們一位弟兄做的,很好
[00:03:04.480 --> 00:03:09.640]  想跟大家去體會那個末世,現在不用講那些道了
[00:03:09.640 --> 00:03:13.680]  現在你看到這個世局是很混亂的
[00:03:13.680 --> 00:03:18.520]  我們肯定是基督徒是不想有任何戰爭,是不是?
[00:03:18.520 --> 00:03:24.720]  但是我們在一個末世的場景裡面是有這個張力
[00:03:24.720 --> 00:03:31.160]  面對很多的時代的挑戰,或者個人的困難
[00:03:31.160 --> 00:03:36.280]  我想在這次去回我們原本預備的
[00:03:36.280 --> 00:03:40.920]  就是我們去到以色列這個地土,體會到跟以色列人接觸
[00:03:40.920 --> 00:03:46.520]  以及了解歷史或者地理,三方面一點點
[00:03:46.520 --> 00:03:48.320]  歷史、地理、天氣
[00:03:48.320 --> 00:03:57.800]  你會發覺整個以色列人,他歷世歷代都是面對非常大的困難挑戰的
[00:03:57.800 --> 00:04:03.480]  所以就用這個角度跟大家清庭點水,但是去感受一下
[00:04:03.480 --> 00:04:12.080]  以致我們也透過Jenny的見證去體會神是怎樣帶我們去面對逆境的
[00:04:12.080 --> 00:04:15.880]  所以今天雖然是呼音主義,特別也歡迎
[00:04:15.880 --> 00:04:21.920]  也為了一些可能你是沉渡者,在信仰上面思考中的
[00:04:21.920 --> 00:04:27.160]  你可能也聽過,給大家一個reference,再思考
[00:04:27.160 --> 00:04:34.960]  但我想對我們一班信徒也是一起去反思,怎樣面對逆境
[00:04:34.960 --> 00:04:40.800]  但是我們很肯定我們需要圍堵這個時局
[00:04:40.800 --> 00:04:45.720]  無論你有什麼對聖經的解釋也好
[00:04:45.720 --> 00:04:50.240]  末世的火藥庫一定是在中東的
[00:04:50.240 --> 00:04:55.080]  而再有這些事一路拉出去,我們不知道會有什麼事發生
[00:04:55.080 --> 00:04:57.920]  但是我們也要為這件事去祈禱
[00:04:57.920 --> 00:05:01.480]  為一些受苦的當中無辜的人去祈禱
[00:05:01.480 --> 00:05:07.560]  現在那個大戰還是一直在發生,應該也不會短期內完結
[00:05:07.560 --> 00:05:12.000]  我們真是作為基督徒,你可以做的,我可以做的
[00:05:12.000 --> 00:05:15.520]  可以祈禱,可以有些幫手的東西,我們不知道是什麼
[00:05:15.520 --> 00:05:18.640]  但是我相信這件事我也想在這裡提出
[00:05:18.640 --> 00:05:23.200]  大家一起為這件事去禱告,為那些人去禱告,好嗎
[00:05:23.200 --> 00:05:25.600]  我們先有禱告
[00:05:25.600 --> 00:05:32.560]  天父我們體會到這個世界不單止幻變,還很混亂
[00:05:32.560 --> 00:05:36.080]  也都是我們看見這些事情
[00:05:36.080 --> 00:05:38.560]  雖然我們遠在澳洲是比較平安
[00:05:38.560 --> 00:05:43.880]  但是也肯定我們知道現在這個時局
[00:05:43.880 --> 00:05:47.760]  在以色列、以巴衝突、俄會戰爭
[00:05:47.760 --> 00:05:53.880]  或者在很多地方都醞釀很多的危險和一些不安的時候
[00:05:53.880 --> 00:05:55.880]  我們真是需要禱告你
[00:05:55.880 --> 00:06:02.440]  我們為當中在戰火的一些地土、一些人民
[00:06:02.440 --> 00:06:06.440]  一些弱小的兒童、婦孺
[00:06:06.440 --> 00:06:08.680]  我們都特別去禱告
[00:06:08.680 --> 00:06:12.800]  我們相信主的,我們知道你是全地的主
[00:06:12.800 --> 00:06:17.280]  無論是什麼種族的人,你都是愛他們
[00:06:17.280 --> 00:06:19.280]  當然我們也知道
[00:06:19.280 --> 00:06:23.560]  現在我們看見有很多世界的戰禍
[00:06:23.560 --> 00:06:26.680]  很多是人禍,很多都是因為人的罪
[00:06:26.680 --> 00:06:30.880]  我們相信主的,我們知道也都因為這些事情
[00:06:30.880 --> 00:06:34.520]  人這樣的罪去影響的時候
[00:06:34.520 --> 00:06:36.840]  就帶來很多的苦難
[00:06:36.840 --> 00:06:39.680]  我們今天再一次透過以色列文
[00:06:39.680 --> 00:06:41.320]  或者以色列所面對的
[00:06:41.320 --> 00:06:45.400]  或者我們的個人自身經歷去思想
[00:06:45.400 --> 00:06:47.640]  面對苦難和逆境的問題
[00:06:47.640 --> 00:06:49.800]  求你幫助我們去明白
[00:06:49.800 --> 00:06:52.840]  我們為了很多受戰禍的人
[00:06:52.840 --> 00:06:54.280]  我們再一次求你紀念
[00:06:54.280 --> 00:06:58.880]  也都幫助我們一班基督徒知道怎樣去面對
[00:06:58.880 --> 00:07:01.480]  我們應該做些什麼,我們應該怎樣祈禱
[00:07:01.480 --> 00:07:04.600]  而不是單單是,好像自身事外
[00:07:04.600 --> 00:07:08.200]  或者是不理,就完成了
[00:07:08.200 --> 00:07:11.840]  但是我們知道,因為這些事情我們都避不了
[00:07:11.840 --> 00:07:14.320]  我們至愛的家人、親友
[00:07:14.320 --> 00:07:16.920]  我們不認識的基督徒
[00:07:16.920 --> 00:07:18.800]  我們都需要為他們禱告
[00:07:18.800 --> 00:07:21.440]  所以我們求你感動我們的心
[00:07:21.440 --> 00:07:23.480]  幫助孩子,幫助娥姐
[00:07:23.480 --> 00:07:25.280]  我們一起分享的時候
[00:07:25.280 --> 00:07:28.160]  一起去體會聖經的寶貴
[00:07:28.160 --> 00:07:30.920]  體會你的救恩的奇妙
[00:07:30.920 --> 00:07:34.040]  你怎樣帶我們面對逆境和苦難
[00:07:34.040 --> 00:07:36.120]  祈禱,奉耶穌基督名字
[00:07:36.120 --> 00:07:37.120]  下一個
[00:07:40.600 --> 00:07:46.080]  我想先說說,又是這個地圖
[00:07:46.080 --> 00:07:49.760]  大家又看到,因為我又說聖地
[00:07:49.760 --> 00:07:53.000]  透過聖地去說一些聖經的訊息
[00:07:53.000 --> 00:07:58.480]  以色列地,我們就不仔細去看看以色列地是怎樣
[00:07:58.480 --> 00:08:00.680]  但是大家有沒有留意到
[00:08:00.680 --> 00:08:06.120]  為什麼我們說以色列很多時面對很多苦難
[00:08:06.120 --> 00:08:09.840]  其實它在這個世界的哪個位置
[00:08:09.840 --> 00:08:13.120]  你會看到這個圖
[00:08:13.120 --> 00:08:16.120]  看見以色列有些人說是世界的中心
[00:08:16.120 --> 00:08:17.920]  為什麼呢
[00:08:17.920 --> 00:08:20.600]  歐、亞、非三州在旁邊
[00:08:20.600 --> 00:08:25.560]  你看到由歷代以色列人在那個地方
[00:08:25.560 --> 00:08:27.120]  詳細的背景不說了
[00:08:27.120 --> 00:08:29.880]  你可以從阿巴拉罕開始算起
[00:08:29.880 --> 00:08:33.600]  好,你看到下面是埃及
[00:08:33.600 --> 00:08:38.160]  大家知道埃及是文明古國
[00:08:38.160 --> 00:08:39.960]  亦都很強大的
[00:08:39.960 --> 00:08:43.680]  你說埃及是不是一個受苦的民族
[00:08:43.680 --> 00:08:44.520]  肯定不是
[00:08:44.520 --> 00:08:46.360]  那裡很漂亮的尼羅河水
[00:08:46.360 --> 00:08:47.920]  很肥沃的土地
[00:08:47.920 --> 00:08:50.360]  所以很早成為一個強國
[00:08:50.360 --> 00:08:52.080]  很多的文明
[00:08:52.080 --> 00:08:57.600]  好,接著你看旁邊是現在的伊朗伊拉克這邊
[00:08:57.600 --> 00:09:01.840]  曾經被很多個很大的國家統治
[00:09:01.840 --> 00:09:05.760]  巴比倫、阿述、馬代波斯
[00:09:05.760 --> 00:09:09.000]  接著這邊是土耳其
[00:09:09.000 --> 00:09:10.920]  鄂圖曼大國
[00:09:10.920 --> 00:09:13.640]  或者是羅馬帝國
[00:09:13.640 --> 00:09:14.440]  那我想說什麼呢
[00:09:14.440 --> 00:09:16.760]  你看到以色列在哪裡
[00:09:16.760 --> 00:09:19.520]  在中間夾著
[00:09:19.520 --> 00:09:23.000]  所以為什麼以色列人
[00:09:23.000 --> 00:09:25.040]  或者以色列這個地土
[00:09:25.040 --> 00:09:28.240]  它本身你可以說是根本
[00:09:28.240 --> 00:09:30.840]  它已經面對很多的困難
[00:09:30.840 --> 00:09:33.840]  那些列強打仗一定是去到中間的
[00:09:33.840 --> 00:09:35.560]  你看到是不斷中間
[00:09:35.560 --> 00:09:37.160]  所以你看看歷史
[00:09:37.160 --> 00:09:40.440]  我很難用三言兩語去講歷史給大家聽
[00:09:40.440 --> 00:09:42.000]  但是你看看
[00:09:42.000 --> 00:09:44.320]  總是要爭取以色列
[00:09:44.320 --> 00:09:45.480]  或者打仗與它無關
[00:09:45.480 --> 00:09:46.920]  都要去打它
[00:09:46.920 --> 00:09:48.960]  所以以色列這個地方
[00:09:48.960 --> 00:09:50.920]  就是世界的這個地方
[00:09:50.920 --> 00:09:52.160]  在歷史上面
[00:09:52.160 --> 00:09:55.080]  它就是面對很多的困難和挑戰
[00:09:55.080 --> 00:09:56.720]  你看《聖經》《舊約》裡面
[00:09:56.720 --> 00:09:59.200]  也有很多時候提到其他的國家
[00:09:59.200 --> 00:10:01.840]  對以色列的看法、態度
[00:10:01.840 --> 00:10:06.440]  這樣才知道會罵他們
[00:10:06.440 --> 00:10:08.320]  那麼講歷史
[00:10:08.320 --> 00:10:12.160]  就是我們去到以色列
[00:10:12.160 --> 00:10:13.280]  看了很多地方
[00:10:13.280 --> 00:10:15.240]  其中這個地方
[00:10:15.240 --> 00:10:18.960]  我也在Line Dance跟他們分享過
[00:10:18.960 --> 00:10:21.800]  大家知不知道這個地方是什麼地方呢
[00:10:21.800 --> 00:10:24.400]  當然你沒有了解就未必知道
[00:10:24.400 --> 00:10:32.040]  它的譯名就叫做Yad Vashem
[00:10:32.040 --> 00:10:34.240]  這個Yad Vashem是它的名字
[00:10:34.240 --> 00:10:38.640]  如果中文你看就叫做大陶煞紀念館
[00:10:38.640 --> 00:10:40.440]  猶太人的大陶煞紀念館
