
[00:00:00.000 --> 00:00:03.000]  頂主會平安
[00:00:03.000 --> 00:00:06.000]  今天神讓我們又一次去敬拜祂
[00:00:06.000 --> 00:00:12.000]  今天和大家分享一個題目的訊息,就是「作主忠僕」
[00:00:12.000 --> 00:00:23.000]  我們透過剛才所重讀的聖經,讓福音的十二章的二十六節,一起去思想這個題目
[00:00:30.000 --> 00:00:33.000]  訊息之前我們再一次同心禱告
[00:00:33.000 --> 00:00:38.000]  愛我們的天父,我們感謝、讚美祢
[00:00:38.000 --> 00:00:42.000]  多謝祢帶領我們今天來到祢的面前去敬拜
[00:00:42.000 --> 00:00:48.000]  向主耶穌基督,祢在這個時間,祢幫助我們有一個安靜的心靈
[00:00:48.000 --> 00:00:54.000]  如果我們在這個時間,我們仍然有心裡面有重擔的,有煩擾的
[00:00:54.000 --> 00:00:55.000]  求主耶穌祢拿去
[00:00:55.000 --> 00:00:57.000]  我們身體有軟弱的,有疾病的
[00:00:57.000 --> 00:01:00.000]  求主祢是恩守,撫我醫治
[00:01:00.000 --> 00:01:03.000]  將祢自己的聖靈親自帶領我們以下的聚會
[00:01:03.000 --> 00:01:07.000]  叫我們一同的明白祢的話語,祢自己的大能
[00:01:07.000 --> 00:01:10.000]  好叫我們能夠高舉我們的主耶穌基督
[00:01:10.000 --> 00:01:12.000]  在我們心裡面讓主作王
[00:01:12.000 --> 00:01:15.000]  帶領我們,求主引領我們以下的時間
[00:01:15.000 --> 00:01:20.000]  我們同心的祈禱,是奉靠主耶穌基督得勝的名球
[00:01:20.000 --> 00:01:21.000]  阿門
[00:01:22.000 --> 00:01:28.000]  大家有沒有參觀過一艘船,一艘船叫做中瀑號呢?
[00:01:28.000 --> 00:01:32.000]  大家有沒有參觀過一艘船,船名叫中瀑號?
[00:01:32.000 --> 00:01:38.000]  這艘船是環遊世界,四處將一個訊息帶給別人的
[00:01:38.000 --> 00:01:43.000]  它是環遊世界,將一個訊息帶給世人
[00:01:43.000 --> 00:01:48.000]  它有一個使命,就是為民眾去傳送知識
[00:01:48.000 --> 00:01:52.000]  就是說它的使命是為民眾傳送知識
[00:01:52.000 --> 00:01:54.000]  提供援助
[00:01:54.000 --> 00:01:55.000]  提供援助
[00:01:55.000 --> 00:01:57.000]  和帶來希望
[00:01:57.000 --> 00:01:58.000]  帶來希望
[00:01:58.000 --> 00:02:03.000]  原本這艘船是1977年被送去廢鐵廠
[00:02:03.000 --> 00:02:09.000]  這艘船原來是在1977年準備送到廢鐵廠
[00:02:09.000 --> 00:02:12.000]  因為它是1914年建造的郵輪
[00:02:12.000 --> 00:02:15.000]  因為它是1914年建造的郵輪
[00:02:15.000 --> 00:02:17.000]  當時用了63年的時候要作廢了
[00:02:17.000 --> 00:02:19.000]  因為用了63年的時候要作廢了
[00:02:19.000 --> 00:02:23.000]  但是送去廢鐵廠的時間被一個基督教機構收購了
[00:02:23.000 --> 00:02:27.000]  但是送去廢鐵廠的時候被一個基督教機構收購了
[00:02:27.000 --> 00:02:32.000]  就是用作為一個世界上最大海上的書城
[00:02:32.000 --> 00:02:36.000]  作為世界上海上最大的書城
[00:02:36.000 --> 00:02:39.000]  就帶著這個使命去到世界各地
[00:02:39.000 --> 00:02:42.000]  帶著這個使命到世界各地
[00:02:42.000 --> 00:02:45.000]  去到2010年9月才退役
[00:02:45.000 --> 00:02:49.000]  去到2010年9月才退役
[00:02:49.000 --> 00:02:52.000]  到2010年9月才退休
[00:02:52.000 --> 00:02:58.000]  一共是服侍了世界的世人去到很多地方33年這麼久
[00:02:58.000 --> 00:03:02.000]  在世界各地的地方有達33年之久
[00:03:02.000 --> 00:03:07.000]  這艘船就好像給我們基督教有一個反思
[00:03:07.000 --> 00:03:10.000]  這是全靠我們基督教有一個反思
[00:03:10.000 --> 00:03:13.000]  我們原本我們的生命如果去到一個階段
[00:03:13.000 --> 00:03:15.000]  我們沒有神去拯救我們
[00:03:15.000 --> 00:03:18.000]  如果我們生命沒有什麼拯救
[00:03:18.000 --> 00:03:20.000]  我們就一路沒用了
[00:03:20.000 --> 00:03:22.000]  我們就變成無用了
[00:03:22.000 --> 00:03:24.000]  有時候我們說我們生命去到一個階段
[00:03:24.000 --> 00:03:26.000]  我們都不能夠做什麼了
[00:03:26.000 --> 00:03:29.000]  我們生命到一個階段以後我們不能做什麼了
[00:03:29.000 --> 00:03:30.000]  作廢了
[00:03:30.000 --> 00:03:31.000]  作廢了
[00:03:31.000 --> 00:03:32.000]  很奇妙
[00:03:32.000 --> 00:03:33.000]  很奇妙
[00:03:33.000 --> 00:03:35.000]  當我們認識耶穌基督的時候
[00:03:35.000 --> 00:03:37.000]  當我們認識耶穌基督的時候
[00:03:37.000 --> 00:03:39.000]  我們生命就得以重生
[00:03:39.000 --> 00:03:41.000]  我們生命得以重生
[00:03:41.000 --> 00:03:44.000]  還有一個神給我們的極大的使命
[00:03:44.000 --> 00:03:46.000]  神給我們一個極大的使命
[00:03:46.000 --> 00:03:49.000]  就在馬太福音28章19到20節
[00:03:49.000 --> 00:03:52.000]  馬太福音28到19到20節
[00:03:52.000 --> 00:03:55.000]  就是要我們去將福音傳給萬民
[00:03:55.000 --> 00:03:57.000]  要我們將福音傳給萬民
[00:03:57.000 --> 00:04:00.000]  所以你們要去
[00:04:00.000 --> 00:04:03.000]  使萬民做我的門徒
[00:04:03.000 --> 00:04:06.000]  奉父子聖靈的名
[00:04:06.000 --> 00:04:08.000]  給他們施洗
[00:04:08.000 --> 00:04:12.000]  凡我所吩咐你們的
[00:04:12.000 --> 00:04:15.000]  都教訓他們遵守
[00:04:15.000 --> 00:04:18.000]  基督徒很多都知道這段聖經
[00:04:18.000 --> 00:04:20.000]  基督徒很多人都知道這段聖經
[00:04:20.000 --> 00:04:22.000]  又有這個使命
[00:04:22.000 --> 00:04:23.000]  又有這個使命
[00:04:23.000 --> 00:04:25.000]  我們有沒有真的很忠心
[00:04:25.000 --> 00:04:28.000]  去向著這個使命來前進呢?
[00:04:28.000 --> 00:04:31.000]  我們有沒有很真心地向著這個使命來前進呢?
[00:04:31.000 --> 00:04:32.000]  我們人生呢
[00:04:32.000 --> 00:04:33.000]  我們不知道
[00:04:33.000 --> 00:04:34.000]  我們大家
[00:04:34.000 --> 00:04:35.000]  我也不清楚
[00:04:35.000 --> 00:04:36.000]  大家什麼時候信耶穌呢?
[00:04:36.000 --> 00:04:39.000]  我也不知道大家什麼時候信耶穌呢?
[00:04:39.000 --> 00:04:40.000]  我們都不知道
[00:04:40.000 --> 00:04:43.000]  我們在世的日子還可以走多久
[00:04:43.000 --> 00:04:45.000]  我們也不知道我們在世的日子還有多久
[00:04:45.000 --> 00:04:46.000]  當然啦
[00:04:46.000 --> 00:04:48.000]  我現在已經五十多歲
[00:04:48.000 --> 00:04:52.000]  我想最多是有一半
[00:04:52.000 --> 00:04:54.000]  我現在五十多歲
[00:04:54.000 --> 00:04:55.000]  最多還有一半的時間
[00:04:55.000 --> 00:04:57.000]  可能都沒有
[00:04:57.000 --> 00:04:58.000]  可能都沒有
[00:04:58.000 --> 00:04:59.000]  但不要緊
[00:04:59.000 --> 00:05:01.000]  不重要
[00:05:01.000 --> 00:05:02.000]  人的生命
[00:05:02.000 --> 00:05:03.000]  人的生命
[00:05:03.000 --> 00:05:05.000]  很多人都說不是在乎長短
[00:05:05.000 --> 00:05:07.000]  人的生命不在乎長短
[00:05:07.000 --> 00:05:09.000]  重要的是有沒有意義
