
[00:00:00.000 --> 00:00:01.740]  生活是如何呢
[00:00:01.740 --> 00:00:04.720]  你覺得自己現在的心情是如何呢
[00:00:04.720 --> 00:00:08.380]  在上個禮拜能夠得盡牧師來到我們當中
[00:00:08.380 --> 00:00:09.820]  去鼓勵我們的時候
[00:00:09.820 --> 00:00:13.240]  我的心情就再一次的被提醒
[00:00:13.240 --> 00:00:17.740]  主我們一起要去進入一個新的境界
[00:00:17.740 --> 00:00:22.220]  我們要去經歷神在我們生命的引導和帶領
[00:00:22.220 --> 00:00:25.320]  在上個禮拜的時候
[00:00:25.320 --> 00:00:30.140]  我也有機會參加了一些不同的聚會
[00:00:30.140 --> 00:00:40.020]  其中我也有參加關愛動源他們一個長者的新春午餐
[00:00:40.020 --> 00:00:45.420]  在當中我們真的看到神透過關愛動源
[00:00:45.420 --> 00:00:49.120]  真的將很多社區上的資源去結合
[00:00:49.120 --> 00:00:52.040]  最重要的是能夠去建立一群
[00:00:52.040 --> 00:00:55.020]  幫助一群的街坊朋友
[00:00:55.020 --> 00:01:00.260]  讓他們能夠感受到對大家彼此的關顧
[00:01:00.260 --> 00:01:03.220]  在我自己的生命裡面
[00:01:03.220 --> 00:01:07.700]  我自己是很經歷到神在我最困惑的時候
[00:01:07.700 --> 00:01:09.260]  最迷惘的時候
[00:01:09.260 --> 00:01:12.300]  祂都會給我看到一個出路
[00:01:12.300 --> 00:01:18.100]  這個出路就是神叫我去經歷一個更大的挑戰
[00:01:18.100 --> 00:01:20.020]  我曾經看過一本書
[00:01:20.020 --> 00:01:22.100]  這本書叫做《行在水面上》
[00:01:22.100 --> 00:01:25.500]  所以我今天和大家分享的這個訊息的題目
[00:01:25.500 --> 00:01:28.100]  都是叫做《行在水面上》
[00:01:28.100 --> 00:01:29.600]  如果你留意這本書
[00:01:29.600 --> 00:01:35.100]  其實它的英文書名原著是更加詳細的
[00:01:35.100 --> 00:01:36.300]  講多一樣東西
[00:01:36.300 --> 00:01:39.700]  它就是說如果你想行在水面上
[00:01:39.700 --> 00:01:43.100]  你首先要去踏出那隻船
[00:01:43.100 --> 00:01:44.600]  你要踏出那隻船
[00:01:44.600 --> 00:01:47.600]  你才可以行在水面上
[00:01:47.600 --> 00:01:49.700]  什麼叫做行在水面上呢
[00:01:49.700 --> 00:01:53.700]  行在水面上就是即使你面對懼怕
[00:01:53.700 --> 00:01:57.600]  選擇不讓懼怕去掌控你的一生
[00:01:57.600 --> 00:01:59.900]  行在水面上的意思就是
[00:01:59.900 --> 00:02:03.300]  發覺並回應上帝在你生命當中
[00:02:03.300 --> 00:02:05.800]  獨一無二的呼召
[00:02:05.800 --> 00:02:08.400]  行在水面上就是靠著祂
[00:02:08.400 --> 00:02:12.300]  完成你靠自己無法辦到的事情
[00:02:12.300 --> 00:02:12.900]  沒錯
[00:02:12.900 --> 00:02:18.500]  聖經當中記載了很多令人難忘的行走經歷
[00:02:18.500 --> 00:02:21.100]  而其中讓人最深刻印象的
[00:02:21.100 --> 00:02:23.800]  就是彼得他踏出這個船身
[00:02:23.800 --> 00:02:26.300]  行在水面上的一次
[00:02:26.300 --> 00:02:28.900]  當彼得他踏浪而行的時候
[00:02:28.900 --> 00:02:32.300]  他就經歷到行走最高的境界
[00:02:32.300 --> 00:02:35.400]  然而踏出船身是困難的
[00:02:35.400 --> 00:02:38.600]  他需要人有勇氣去拋開安全
[00:02:38.600 --> 00:02:40.800]  舒適熟悉的環境
[00:02:40.800 --> 00:02:43.100]  更需要堅定持久
[00:02:43.100 --> 00:02:45.200]  不斷仰望的信心
[00:02:45.200 --> 00:02:50.200]  這個信心使彼得的冒險不是一次匹夫之勇
[00:02:50.200 --> 00:02:55.500]  而成為人經歷上帝恩典和能力奇妙的旅程
[00:02:55.500 --> 00:03:00.100]  彼得的故事也給了我們二千年後的人一些啟示
[00:03:00.100 --> 00:03:02.300]  就是我們在人生的路途上
[00:03:02.300 --> 00:03:04.100]  我們總有呼召
[00:03:04.100 --> 00:03:05.700]  總有抉擇
[00:03:05.700 --> 00:03:07.800]  總有恐懼
[00:03:07.800 --> 00:03:10.800]  不過也總有害怕
[00:03:10.800 --> 00:03:14.200]  但是這個也會帶來我們生命的改變
[00:03:14.200 --> 00:03:17.000]  而這一切的開端正在於
[00:03:17.000 --> 00:03:19.300]  我們能否向上帝說
[00:03:19.300 --> 00:03:24.800]  是離開那個很安逸的船身
[00:03:24.800 --> 00:03:27.300]  德信牧師對我的鼓勵就是說
[00:03:27.300 --> 00:03:30.400]  無論我們現在在什麼的環境裡面
[00:03:30.400 --> 00:03:31.800]  我們都要記得
[00:03:31.800 --> 00:03:34.400]  神要我們去做一個天國子民
[00:03:34.400 --> 00:03:37.600]  去活出天國的價值
[00:03:37.600 --> 00:03:39.200]  今天我們所面對的
[00:03:39.200 --> 00:03:41.500]  就是不是我們知得不夠
[00:03:41.500 --> 00:03:44.500]  不是我們的知識學問的問題
[00:03:44.500 --> 00:03:46.100]  今天我們的困難
[00:03:46.100 --> 00:03:48.600]  就是我們要踏出我們的安書區
[00:03:48.600 --> 00:03:49.700]  走出去
[00:03:49.700 --> 00:03:53.700]  經歷到神與我們同行
[00:03:53.700 --> 00:03:55.700]  我們就要在這個此時此刻
[00:03:55.700 --> 00:04:00.400]  經歷主在我們大家當中奇妙的作為
[00:04:00.400 --> 00:04:01.600]  回想一下
[00:04:01.600 --> 00:04:03.900]  門徒在這個海上
[00:04:03.900 --> 00:04:08.000]  他對主耶穌有新的認識
[00:04:08.000 --> 00:04:10.600]  門徒在海上對主耶穌第一方面
[00:04:10.600 --> 00:04:13.000]  對主更深刻的認識就是
[00:04:13.000 --> 00:04:15.800]  在於他要更多的時間
[00:04:15.800 --> 00:04:19.700]  在父神面前安靜和等候
[00:04:19.700 --> 00:04:21.400]  他要更多的時間
[00:04:21.400 --> 00:04:23.900]  在父神面前安靜和等候
[00:04:23.900 --> 00:04:26.100]  這個是主耶穌祂自己
[00:04:26.100 --> 00:04:28.500]  我們看22到24節
[00:04:28.500 --> 00:04:30.000]  這段經文大家都熟悉
[00:04:30.000 --> 00:04:31.700]  我們一起慢慢讀
[00:04:31.700 --> 00:04:32.800]  預備起
[00:04:32.800 --> 00:04:35.800]  耶穌隨即催門徒上船
[00:04:35.800 --> 00:04:37.500]  先到對岸
[00:04:37.500 --> 00:04:39.900]  等他叫眾人散去
[00:04:39.900 --> 00:04:42.000]  疏散了眾人以後
[00:04:42.000 --> 00:04:44.800]  他獨自山上去禱告
[00:04:44.800 --> 00:04:46.100]  到了晚上
