
[00:00:00.000 --> 00:00:03.500]  我哋多謝師班為我哋獻出咁美好嘅詩歌
[00:00:03.500 --> 00:00:05.500]  好投入,好喜樂
[00:00:05.500 --> 00:00:09.500]  但願我哋嘅心都係好喜樂咁一同去敬拜神
[00:00:09.500 --> 00:00:11.500]  我哋低頭祈禱
[00:00:11.500 --> 00:00:19.500]  滿有憐憫慈愛嘅父神
[00:00:19.500 --> 00:00:21.500]  祢係配得我哋敬拜
[00:00:21.500 --> 00:00:25.000]  好多時我哋唔識得點樣去敬拜祢
[00:00:25.000 --> 00:00:28.000]  最後求祢藉住今日嘅詩篇
[00:00:28.000 --> 00:00:29.500]  嚟到教導我哋
[00:00:29.500 --> 00:00:31.500]  我哋點樣更好嘅
[00:00:31.500 --> 00:00:33.500]  去敬拜祢
[00:00:33.500 --> 00:00:37.500]  因為祢實在係為我哋做咗好多嘅嘢
[00:00:37.500 --> 00:00:39.500]  祢係最偉大
[00:00:39.500 --> 00:00:41.500]  最好改為
[00:00:41.500 --> 00:00:45.500]  我哋咁祈禱奉祖耶穌基督
[00:00:45.500 --> 00:00:48.500]  我哋打返去詩篇66篇
[00:00:48.500 --> 00:00:53.500]  好多初信主嘅弟兄姊妹呢
[00:00:53.500 --> 00:00:57.500]  佢哋都會話唔識得點樣去讚美神
[00:00:57.500 --> 00:01:01.500]  我就會請佢哋多啲讀詩篇
[00:01:01.500 --> 00:01:05.500]  聖經150首嘅詩篇裏面
[00:01:05.500 --> 00:01:08.500]  其實有不少都係讚美詩
[00:01:08.500 --> 00:01:14.500]  我哋喺當中係可以學習點樣去敬拜神
[00:01:14.500 --> 00:01:18.500]  詩篇66篇係一篇讚美詩
[00:01:18.500 --> 00:01:21.500]  喺呢篇嘅詩篇裏面
[00:01:21.500 --> 00:01:23.500]  我哋可以睇到詩人
[00:01:23.500 --> 00:01:26.500]  不斷呼籲人去讚美神
[00:01:26.500 --> 00:01:28.500]  我哋睇第一節
[00:01:28.500 --> 00:01:30.500]  全地嘅居民
[00:01:30.500 --> 00:01:33.500]  你們應當向神歡呼
[00:01:33.500 --> 00:01:35.500]  第八節
[00:01:35.500 --> 00:01:36.500]  萬民啊
[00:01:36.500 --> 00:01:39.500]  你們要稱頌我們的神
[00:01:39.500 --> 00:01:41.500]  第十六節
[00:01:41.500 --> 00:01:43.500]  所有敬畏神的人
[00:01:43.500 --> 00:01:45.500]  你們都要來聽
[00:01:45.500 --> 00:01:47.500]  我要述說
[00:01:47.500 --> 00:01:50.500]  祂為我所行的事
[00:01:54.500 --> 00:01:58.500]  呢啲都係祂向人類去呼籲人去敬拜神
[00:01:58.500 --> 00:02:01.500]  其實喺第一至到第四節
[00:02:01.500 --> 00:02:03.500]  係一個宣召
[00:02:03.500 --> 00:02:06.500]  好似我哋崇拜一開始嘅時候
[00:02:06.500 --> 00:02:08.500]  主席係有一個宣召
[00:02:08.500 --> 00:02:12.500]  即係呼籲人一同嚟敬拜神
[00:02:12.500 --> 00:02:16.500]  點解要宣召人嚟敬拜神呢
[00:02:16.500 --> 00:02:20.500]  我哋睇第三節
[00:02:20.500 --> 00:02:24.500]  要對神說 你的仇敵多麼可畏
[00:02:24.500 --> 00:02:27.500]  因你偉大嘅能力
[00:02:27.500 --> 00:02:31.500]  你的仇敵必向你假意歸順
[00:02:31.500 --> 00:02:34.500]  係因為神有奇妙嘅作為
[00:02:34.500 --> 00:02:36.500]  有偉大的能力
[00:02:36.500 --> 00:02:39.500]  圖書博士曾經咁講
[00:02:39.500 --> 00:02:40.500]  佢話
[00:02:40.500 --> 00:02:43.500]  我哋如果冇為神嘅崇高
[00:02:43.500 --> 00:02:44.500]  榮耀
[00:02:44.500 --> 00:02:45.500]  偉大
[00:02:45.500 --> 00:02:48.500]  而感到著迷
[00:02:48.500 --> 00:02:53.500]  我哋仍然未懂得去敬拜神
[00:02:53.500 --> 00:02:57.500]  大家請留意喺呢篇詩篇裏面
[00:02:57.500 --> 00:02:59.500]  第一至十二節
[00:02:59.500 --> 00:03:01.500]  係用眾數
[00:03:01.500 --> 00:03:03.500]  好多我們
[00:03:03.500 --> 00:03:05.500]  你們
[00:03:05.500 --> 00:03:08.500]  但去到十三至二十節
[00:03:08.500 --> 00:03:12.500]  係用單數第一身嘅我
[00:03:12.500 --> 00:03:15.500]  所以喺一至十二節
[00:03:15.500 --> 00:03:18.500]  詩人係呼籲群體
[00:03:18.500 --> 00:03:21.500]  一齊去敬拜讚美神
[00:03:21.500 --> 00:03:23.500]  而喺十三至二十節
[00:03:23.500 --> 00:03:27.500]  係個人對神嘅敬拜
[00:03:27.500 --> 00:03:29.500]  崇拜係集體嘅
[00:03:29.500 --> 00:03:31.500]  亦都係個人性嘅
[00:03:31.500 --> 00:03:34.500]  彼此係相輔相成
[00:03:34.500 --> 00:03:37.500]  我哋如果有好嘅
[00:03:37.500 --> 00:03:38.500]  個人嘅敬拜
[00:03:38.500 --> 00:03:41.500]  我哋就會有好嘅集體敬拜
[00:03:41.500 --> 00:03:44.500]  如果我哋有好嘅集體敬拜
[00:03:44.500 --> 00:03:46.500]  亦都會幫助我哋
[00:03:46.500 --> 00:03:49.500]  有好嘅個人敬拜
[00:03:49.500 --> 00:03:51.500]  今日我會用五個問題
[00:03:51.500 --> 00:03:53.500]  從呢篇詩篇
[00:03:53.500 --> 00:03:57.500]  去睇我哋點樣去敬拜神
[00:03:57.500 --> 00:03:59.500]  第一個問題就係
[00:03:59.500 --> 00:04:02.500]  我哋可以點樣去敬拜讚美神
[00:04:02.500 --> 00:04:04.500]  我哋睇第二節
[00:04:04.500 --> 00:04:05.500]  上半節
[00:04:05.500 --> 00:04:08.500]  你們要歌頌他名的榮耀
[00:04:08.500 --> 00:04:10.500]  第四節
[00:04:10.500 --> 00:04:13.500]  全地的居民都必敬拜你
[00:04:13.500 --> 00:04:15.500]  向你歌頌
[00:04:15.500 --> 00:04:19.500]  歌頌你的名
[00:04:19.500 --> 00:04:21.500]  我哋睇詩篇好多時
[00:04:21.500 --> 00:04:24.500]  都呼籲我哋要歌頌讚美神
[00:04:24.500 --> 00:04:28.500]  我哋要唱詩歌來讚美敬拜我哋嘅神
[00:04:28.500 --> 00:04:30.500]  我哋唱嘅時候
[00:04:30.500 --> 00:04:33.500]  係要全人投入
[00:04:33.500 --> 00:04:36.500]  我哋用感情亦都用理智
[00:04:36.500 --> 00:04:38.500]  亦都要專心
[00:04:38.500 --> 00:04:41.500]  一個群體唱詩讚美神
[00:04:41.500 --> 00:04:44.500]  當他們唱得好投入嘅時候
[00:04:44.500 --> 00:04:46.500]  係可以聽得到
[00:04:46.500 --> 00:04:48.500]  好似頭先詩班
[00:04:48.500 --> 00:04:49.500]  唱詩嘅時候
[00:04:49.500 --> 00:04:52.500]  係咪感覺到佢哋好投入
[00:04:52.500 --> 00:04:54.500]  佢哋呢
[00:04:54.500 --> 00:04:55.500]  好喜樂
[00:04:55.500 --> 00:04:58.500]  真係好喜樂咁樣嚟到去唱
[00:04:58.500 --> 00:05:00.500]  係好好聽嘅
[00:05:00.500 --> 00:05:04.500]  我每年都去印尼
[00:05:04.500 --> 00:05:06.500]  我會帶印尼嘅短書
[00:05:06.500 --> 00:05:11.500]  我好鍾意參加佢哋嘅主日崇拜
[00:05:11.500 --> 00:05:12.500]  因為呢
[00:05:12.500 --> 00:05:14.500]  印尼人唱歌呢
[00:05:14.500 --> 00:05:16.500]  佢哋係好投入嘅
[00:05:16.500 --> 00:05:20.500]  佢哋好盡情咁樣嚟到去唱
[00:05:20.500 --> 00:05:23.500]  神畀佢哋有一個恩賜
[00:05:23.500 --> 00:05:26.500]  就係冇人走音嘅
[00:05:26.500 --> 00:05:28.500]  好好聽嘅
[00:05:28.500 --> 00:05:30.500]  雖然我唔知佢哋唱乜嘢
[00:05:30.500 --> 00:05:32.500]  佢哋唱嘅都係印尼文
[00:05:32.500 --> 00:05:34.500]  不過有時佢哋啲詩歌
[00:05:34.500 --> 00:05:38.500]  同我哋啲詩歌都係一樣
[00:05:38.500 --> 00:05:41.500]  當我哋唱詩投入嘅時候
[00:05:41.500 --> 00:05:45.500]  我深信神都好鍾意聽
[00:05:45.500 --> 00:05:46.500]  或者你話
[00:05:46.500 --> 00:05:48.500]  有啲詩歌我又唔熟
[00:05:48.500 --> 00:05:51.500]  我好難投入去唱
[00:05:51.500 --> 00:05:54.500]  但係最少有三首你一定熟
[00:05:54.500 --> 00:05:56.500]  就係此麗曲
[00:05:56.500 --> 00:05:57.500]  奉獻曲
[00:05:57.500 --> 00:05:58.500]  同埋猜獻曲
[00:05:58.500 --> 00:06:00.500]  係咪呀
[00:06:00.500 --> 00:06:03.500]  每個主日都唱㗎啦
[00:06:03.500 --> 00:06:08.500]  等姐妹請你先投入去唱呢三首歌
[00:06:08.500 --> 00:06:11.500]  我哋亦都要為崇拜科去祈禱
[00:06:11.500 --> 00:06:13.500]  求主幫助佢哋
[00:06:13.500 --> 00:06:15.500]  可以安排一啲
[00:06:15.500 --> 00:06:17.500]  讓我哋好容易上口
[00:06:17.500 --> 00:06:19.500]  好容易投入
[00:06:19.500 --> 00:06:22.500]  亦都有豐富內容嘅詩歌
[00:06:22.500 --> 00:06:24.500]  唔容易嘅
[00:06:24.500 --> 00:06:26.500]  讓我哋可以容易投入
[00:06:26.500 --> 00:06:29.500]  嚟到去敬拜神
[00:06:29.500 --> 00:06:33.500]  另一方面我哋睇第十七節
[00:06:33.500 --> 00:06:39.500]  呢度話我從用口向他呼求
[00:06:39.500 --> 00:06:43.500]  我曾用舌頭頌讚他
[00:06:43.500 --> 00:06:45.500]  用口去敬拜神
[00:06:45.500 --> 00:06:49.500]  就係在禱告嘅時候去敬拜神
[00:06:49.500 --> 00:06:53.500]  我曾用舌頭讚美他
[00:06:53.500 --> 00:06:55.500]  舌頭係用嚟做乜嘢嘅呢
[00:06:55.500 --> 00:06:57.500]  除咗講嘢
[00:06:57.500 --> 00:06:59.500]  食嘢
[00:06:59.500 --> 00:07:02.500]  當我哋品嘗到美味嘅時候
[00:07:02.500 --> 00:07:06.500]  當我哋嘗到主恩嘅滋味嘅時候
[00:07:06.500 --> 00:07:10.500]  我哋自然就會湧出讚美嘅說話
[00:07:10.500 --> 00:07:12.500]  所以喺崇拜嘅時候
[00:07:12.500 --> 00:07:15.500]  我哋用我哋嘅口去唱歌
[00:07:15.500 --> 00:07:16.500]  去讚美神
[00:07:16.500 --> 00:07:18.500]  我哋喺禱告裏面
[00:07:18.500 --> 00:07:21.500]  我哋亦都讚美神
