
[00:00:00.000 --> 00:00:03.720]  上次說羅馬書就是Frank傳道
[00:00:03.720 --> 00:00:07.840]  他就說一個故事
[00:00:07.840 --> 00:00:13.180]  那個故事是關於傳諸賢的故事
[00:00:13.180 --> 00:00:22.120]  今天這個段落就是延續保羅如何去論證飲食的問題
[00:00:22.120 --> 00:00:28.160]  因為羅馬教會在飲食上似乎分了兩批人
[00:00:28.160 --> 00:00:32.700]  那兩批人分別是強者和弱者
[00:00:32.700 --> 00:00:39.840]  而似乎在強者和弱者之間是有一個對立面的
[00:00:39.840 --> 00:00:41.560]  為什麼會有這樣的對立面呢?
[00:00:41.560 --> 00:00:49.400]  是因為當時有一批基督徒回到羅馬生活
[00:00:49.400 --> 00:00:56.240]  而在羅馬本身也有一批基督徒在那裡聚會
[00:00:56.240 --> 00:01:00.360]  而這兩批人在飲食上是會有衝突的
[00:01:00.360 --> 00:01:06.280]  而保羅是預計這兩批人可能會有一個對立面
[00:01:06.280 --> 00:01:08.400]  第一批人是強者
[00:01:08.400 --> 00:01:11.240]  他們主張什麼都可以吃
[00:01:11.240 --> 00:01:16.440]  當然上次Frank引用的就是可以吃豬
[00:01:16.440 --> 00:01:22.040]  但對於另一批弱者來說他們有些保留
[00:01:22.040 --> 00:01:31.120]  因為舊約是說明有潔淨和不潔淨的食物
[00:01:31.120 --> 00:01:38.840]  但保羅的重點似乎不是說吃還是不吃豬的問題
[00:01:38.840 --> 00:01:46.440]  保羅關注的事情是教會出現了一個二元對立的狀態
[00:01:46.440 --> 00:01:51.680]  而這個狀態並不健康
[00:01:51.680 --> 00:01:54.280]  而保羅在這個段落
[00:01:54.280 --> 00:01:57.480]  很明確地寫給那群強者說
[00:01:57.480 --> 00:01:59.600]  叫他們留心
[00:01:59.600 --> 00:02:03.080]  雖然你們有強弱之分
[00:02:03.080 --> 00:02:08.280]  但請你們互相助紂
[00:02:08.280 --> 00:02:11.360]  我們進入今天的經文
[00:02:11.360 --> 00:02:14.000]  十三節
[00:02:14.000 --> 00:02:17.200]  「所以我們不可再彼此評斷
[00:02:17.200 --> 00:02:27.840]  寧可決意不給弟兄放置障礙或絆腳石」
[00:02:27.840 --> 00:02:33.120]  在這裡保羅一再敦促教會的弟兄姊妹
[00:02:33.120 --> 00:02:34.480]  不要評斷
[00:02:34.480 --> 00:02:38.000]  不要彼此評斷
[00:02:38.000 --> 00:02:43.000]  其實他是在總結十四章一至十二節的經文
[00:02:43.000 --> 00:02:46.600]  而轉接到下一個部分
[00:02:46.600 --> 00:02:52.680]  即是今天十三至二十三節這段經文
[00:02:52.680 --> 00:02:58.280]  不論是強的基督徒還是弱的基督徒
[00:02:58.280 --> 00:03:01.360]  保羅他都再三去澄清
[00:03:01.360 --> 00:03:06.000]  不要評斷你的弟兄姊妹
[00:03:06.000 --> 00:03:10.000]  因為上帝已經接納了你每一個人
[00:03:10.000 --> 00:03:15.160]  上帝已經救贖了他們
[00:03:15.160 --> 00:03:21.920]  這裡保羅並不是說強者是在安裝陷阱給弱者踩
[00:03:21.920 --> 00:03:24.240]  並不是這樣
[00:03:24.240 --> 00:03:28.320]  但在這裡保羅關注的是
[00:03:28.320 --> 00:03:34.040]  在強者眼中捍衛潔淨的東西或食物
[00:03:34.040 --> 00:03:36.440]  但對於弱者來說
[00:03:36.440 --> 00:03:44.360]  其實在他們的觀念來說仍然是不潔淨的
[00:03:44.360 --> 00:03:46.600]  保羅要說的事情是
[00:03:46.600 --> 00:03:50.480]  強者去行駛自己的自由的時候
[00:03:50.480 --> 00:03:54.320]  但其實對於弱者來說
[00:03:54.320 --> 00:03:58.160]  他們仍然是覺得不潔淨的
[00:03:58.160 --> 00:04:02.920]  這樣對於弱者來說是會添加他們的壓力的
[00:04:02.920 --> 00:04:12.400]  因為強者好像在叫弱者去做一些他們認為是犯罪的事情
[00:04:12.400 --> 00:04:14.320]  我舉一個例子
[00:04:14.320 --> 00:04:20.640]  前陣子我和一個弟兄去討論關於瑜伽的事情
[00:04:20.640 --> 00:04:23.880]  瑜伽流行了一段時間
[00:04:23.880 --> 00:04:27.160]  我不反對瑜伽這項運動
[00:04:27.160 --> 00:04:30.200]  因為它始終可以幫助人伸展
[00:04:30.200 --> 00:04:34.320]  又可以訓練肌肉
[00:04:34.320 --> 00:04:39.960]  但如果你對一個翻開印度教的人
[00:04:39.960 --> 00:04:44.880]  但他剛剛信主 問題就出來了
[00:04:44.880 --> 00:04:48.720]  因為對於一個印度教徒來說
[00:04:48.720 --> 00:04:57.080]  瑜伽是一種敬拜他們神明的儀式
[00:04:57.080 --> 00:05:02.040]  如果對於我這個翻教會將近三十年的人來說
[00:05:02.040 --> 00:05:06.760]  做瑜伽其實根本不算什麼
[00:05:06.760 --> 00:05:09.680]  但對於一個剛剛離開印度教
[00:05:09.680 --> 00:05:11.920]  他在一年之內聽完三福
[00:05:11.920 --> 00:05:13.720]  做完這個決志祈禱
[00:05:13.720 --> 00:05:16.280]  上了EBS 即是福音聖賢經
[00:05:16.280 --> 00:05:19.600]  再上了成長路
[00:05:19.600 --> 00:05:23.720]  對於他來說一年的時間去接觸基督教
[00:05:23.720 --> 00:05:26.320]  但在他其餘的人生的時候
[00:05:26.320 --> 00:05:29.400]  他仍然在接觸印度教的話
[00:05:29.400 --> 00:05:33.280]  這樣你叫他做回瑜伽的話
[00:05:33.280 --> 00:05:35.560]  可能是一個問題
[00:05:35.560 --> 00:05:39.840]  因為他的世界觀還沒改變過來
[00:05:39.840 --> 00:05:46.040]  他一時三刻揣摩不到
[00:05:46.040 --> 00:05:48.840]  問題是在於強者
[00:05:48.840 --> 00:05:52.000]  他回了教會這麼多年
[00:05:52.000 --> 00:05:59.400]  他可能不意識到他們和弱者的世界觀是有不同的
[00:05:59.400 --> 00:06:07.120]  又或者強者他們雖然意識到他們有世界觀的不同
[00:06:07.120 --> 00:06:11.520]  但他們選擇不顧及弱者的信心
[00:06:11.520 --> 00:06:14.760]  而繼續造成這個分別
[00:06:14.760 --> 00:06:17.200]  這樣才是問題
[00:06:17.200 --> 00:06:24.840]  這樣似乎就設置了一個絆腳石給他們
[00:06:24.840 --> 00:06:33.880]  弟兄姊妹,我們要意識到即使在群體裡有強有弱
[00:06:33.880 --> 00:06:37.080]  我們仍然是有差別的
[00:06:37.080 --> 00:06:42.160]  但是,保羅許敦促教會弟兄姊妹
[00:06:42.160 --> 00:06:45.440]  要接納那些和你不同的人
[00:06:45.440 --> 00:06:50.040]  不要評斷
[00:06:50.040 --> 00:06:54.080]  第十四節
[00:06:54.080 --> 00:06:57.400]  我憑著主耶穌確知深信
[00:06:57.400 --> 00:07:00.160]  凡物本來沒有不潔成的
[00:07:00.160 --> 00:07:02.680]  除非人以為不潔成的
[00:07:02.680 --> 00:07:08.400]  在他就不潔成了
[00:07:08.400 --> 00:07:12.320]  保羅點出了一個非常重要的根基
[00:07:12.320 --> 00:07:17.160]  那個根基就是來自耶穌基督的教訓
[00:07:17.160 --> 00:07:21.680]  來自祂的原則
[00:07:21.680 --> 00:07:24.120]  但保羅這樣說
[00:07:24.120 --> 00:07:28.560]  強者會以為保羅是站在自己那邊
[00:07:28.560 --> 00:07:31.640]  去罵那群弱者
[00:07:31.640 --> 00:07:33.680]  甚至你今天聽到他們說話
[00:07:33.680 --> 00:07:36.000]  可能他們會很大聲地說
[00:07:36.000 --> 00:07:40.000]  對呀,對呀,阿們
[00:07:40.000 --> 00:07:46.320]  但保羅是否站在一邊去罵另一邊呢?
[00:07:46.320 --> 00:07:48.680]  我們看看潔淨這個字
[00:07:48.680 --> 00:07:52.000]  或不潔淨這個字
[00:07:52.000 --> 00:07:58.320]  不潔淨可以翻譯為「塵俗」
[00:07:58.320 --> 00:08:04.120]  而猶太人更加強化這種厭惡性
[00:08:04.120 --> 00:08:08.960]  把俗世、塵俗的東西看為不潔淨
[00:08:08.960 --> 00:08:14.320]  是不可以碰的
[00:08:14.320 --> 00:08:17.040]  但保羅用這個字的時候
[00:08:17.040 --> 00:08:25.480]  他是從猶太律法的角度去檢視這個字
[00:08:25.480 --> 00:08:33.040]  他是在說一種禮儀性的不潔
[00:08:33.040 --> 00:08:38.520]  而當在耶穌教導關於食物的潔淨問題的時候
[00:08:38.520 --> 00:08:41.440]  其實他在《馬賀福音》七章有說
[00:08:41.440 --> 00:08:44.280]  論古人傳統的故事
[00:08:44.280 --> 00:08:46.920]  如果你有聖經的話可以很快地瀨一瀨
[00:08:46.920 --> 00:08:50.800]  但整個故事的大意是說
[00:08:50.800 --> 00:08:59.200]  有一群宗教領袖看見耶穌的門徒未洗手就吃飯
[00:08:59.200 --> 00:09:02.120]  未洗手吃飯不是關於衛生問題
[00:09:02.120 --> 00:09:05.280]  而是關於禮儀上的問題
[00:09:05.280 --> 00:09:10.120]  在禮儀上他們違反了潔淨條款
[00:09:10.120 --> 00:09:16.160]  但耶穌反過來去罵那群宗教領袖
[00:09:16.160 --> 00:09:21.720]  罵他們假冒為善
[00:09:21.720 --> 00:09:24.920]  罵他們什麼?
[00:09:24.920 --> 00:09:30.600]  真正的不潔淨是人心地不好
[00:09:30.600 --> 00:09:35.520]  是內心充滿惡毒
[00:09:35.520 --> 00:09:39.360]  門徒未洗手就吃飯
[00:09:39.360 --> 00:09:44.880]  沒錯是不符合宗教領袖的規例
[00:09:44.880 --> 00:09:48.600]  但耶穌不是看重這個問題
[00:09:48.600 --> 00:09:53.840]  而是看重人的內心
[00:09:53.840 --> 00:09:59.360]  而在馬可福音的故事裡第十九節
[00:09:59.360 --> 00:10:05.320]  其實是馬可福音作者下了一個評語
[00:10:05.320 --> 00:10:20.000]  他這樣說:「就是說,各樣的食物都是潔淨的。」
[00:10:20.000 --> 00:10:25.640]  這非常可能是表示保羅在參考這個故事
[00:10:25.640 --> 00:10:30.960]  而對羅馬教會作出教導
[00:10:30.960 --> 00:10:34.960]  其實保羅不是第一次去討論這個問題
[00:10:34.960 --> 00:10:39.400]  即是關於食物的問題
[00:10:39.400 --> 00:10:42.240]  因為相似地在哥倫多教會
[00:10:42.240 --> 00:10:49.480]  如果你看哥倫多前書的書信
[00:10:49.480 --> 00:10:52.800]  你會看到類似的問題
[00:10:52.800 --> 00:10:57.960]  保羅的側重點不是在於吃或不吃那些肉
[00:10:57.960 --> 00:11:04.600]  他不是站在一旁去罵另一旁的人
[00:11:04.600 --> 00:11:07.560]  他在哥倫多前書八章裡這樣說
[00:11:07.560 --> 00:11:09.560]  不是吃不吃的問題
[00:11:09.560 --> 00:11:16.480]  而是你愛不愛你的弟兄姊妹的問題
[00:11:16.480 --> 00:11:18.200]  同樣地在羅馬書中
[00:11:18.200 --> 00:11:26.400]  保羅也不是要和羅馬教會的強者同一陣線去罵那些弱者
[00:11:26.400 --> 00:11:30.240]  而是去提醒強的基督徒
[00:11:30.240 --> 00:11:36.600]  每個人去認識真理或對真理掌握的階段
[00:11:36.600 --> 00:11:39.920]  是會有不同的
[00:11:39.920 --> 00:11:43.280]  有人強 有人弱
[00:11:43.280 --> 00:11:46.080]  但是我們要意識到
[00:11:46.080 --> 00:11:50.200]  即使在這個群體裡我們有分別
[00:11:50.200 --> 00:11:58.040]  但是請你去接納那些跟你不一樣的人
[00:11:58.040 --> 00:12:03.520]  請你給予空間那些跟你不一樣的人
[00:12:03.520 --> 00:12:07.000]  他們有空間去成長
[00:12:07.000 --> 00:12:12.080]  在群體裡最重要的不是吃不吃那些什麼
[00:12:12.080 --> 00:12:19.120]  是弟兄姊妹之間愛的關係
[00:12:19.120 --> 00:12:24.400]  15節至16節
[00:12:24.400 --> 00:12:30.200]  「你若因食物使弟兄憂愁,就不是按著愛心行事。」
[00:12:30.200 --> 00:12:35.680]  「基督已經為他死,你不可因你的食物使他敗位。」
[00:12:35.680 --> 00:12:42.520]  「所以不可讓你們的善被人毀謗。」
[00:12:42.520 --> 00:12:44.760]  保羅繼續補充論證
[00:12:44.760 --> 00:12:50.280]  關於上一節「不給弟兄放置障礙或絆腳石」
[00:12:50.280 --> 00:12:54.680]  這個論證他繼續延伸
[00:12:54.680 --> 00:13:02.040]  「雖然強者他自己可以行使自由,而這個並不稱上為錯。」
[00:13:02.040 --> 00:13:08.880]  「但當強者忽略了弱者,我行我素的話,這個就是問題。」
[00:13:08.880 --> 00:13:16.240]  「這個就違反了基督最大的誡命,就是沒有愛。」
[00:13:16.240 --> 00:13:26.000]  「強者他可以行使自由,但他對弱者卻帶來摧毀性的後果。」
[00:13:26.000 --> 00:13:28.400]  他繼續覺得什麼都可以吃
[00:13:28.400 --> 00:13:31.640]  再加上他們高高在上的態度
[00:13:31.640 --> 00:13:35.200]  高人一等地看低弱者
[00:13:35.200 --> 00:13:40.200]  或者那些跟自己不一樣的人
[00:13:40.200 --> 00:13:43.880]  他這種自視過高
[00:13:43.880 --> 00:13:48.080]  就是跟保羅在十二章九至二十一節
[00:13:48.080 --> 00:13:53.920]  和十三章八至十節的教導背道而馳
[00:13:53.920 --> 00:13:56.760]  保羅教了什麼?
[00:13:56.760 --> 00:14:00.520]  要愛那些跟你不一樣的人物
[00:14:00.520 --> 00:14:03.600]  包括那些弱的弟兄姊妹
[00:14:03.600 --> 00:14:05.360]  包括你的鄰舍
[00:14:05.360 --> 00:14:09.360]  包括你的家人
[00:14:09.360 --> 00:14:12.720]  弟兄姊妹
[00:14:12.720 --> 00:14:14.960]  我們都要意識到
[00:14:14.960 --> 00:14:18.560]  即使我們在一個群體裡
[00:14:18.560 --> 00:14:21.200]  我們仍然有差別
[00:14:21.200 --> 00:14:25.120]  有人強,有人弱
[00:14:25.120 --> 00:14:28.200]  有跟你不一樣的弟兄姊妹
[00:14:28.200 --> 00:14:30.760]  在同一個群體裡
[00:14:30.760 --> 00:14:34.080]  但你的工作是要愛他們
[00:14:34.080 --> 00:14:36.080]  不是指罵他們
[00:14:36.080 --> 00:14:38.080]  不是摧毀他們
[00:14:43.280 --> 00:14:45.680]  基督已經為他死
[00:14:45.680 --> 00:14:49.840]  你不可因你的食物使他敗壞
[00:14:49.840 --> 00:14:51.520]  意思是說
[00:14:51.520 --> 00:14:54.880]  弱者因為強者施加壓力
[00:14:54.880 --> 00:14:59.120]  而經歷群體所帶來的傷害
[00:14:59.120 --> 00:15:02.600]  而不是經歷群體的愛
[00:15:02.600 --> 00:15:08.040]  最終他還是會離開群體
[00:15:08.040 --> 00:15:12.600]  既然基督已經為全人類獻上了自己
[00:15:12.600 --> 00:15:17.800]  作為與神和好的和好的祭
[00:15:17.800 --> 00:15:19.760]  基督已經為我們獻上所有
[00:15:19.760 --> 00:15:23.360]  包括強者和弱者
[00:15:23.360 --> 00:15:30.080]  為何要因為食物而使人離開信仰呢?
