
[00:00:00.000 --> 00:00:03.680]  我們今天要講的經文是《哈蓋書》
[00:00:03.680 --> 00:00:06.760]  《哈蓋書》是講重建上帝的殿
[00:00:06.760 --> 00:00:07.760]  問一個問題
[00:00:07.760 --> 00:00:11.480]  有沒有弟兄姊妹是看過《哈蓋書》的?
[00:00:11.480 --> 00:00:12.480]  舉手
[00:00:12.480 --> 00:00:17.040]  不要這麼慘
[00:00:17.040 --> 00:00:18.600]  現在不是問你幾多歲
[00:00:18.600 --> 00:00:20.440]  過了四十歲的舉手不是吧
[00:00:20.440 --> 00:00:22.680]  看過《哈蓋書》的舉手可以嗎?
[00:00:22.680 --> 00:00:24.440]  都OK 都多
[00:00:24.440 --> 00:00:26.680]  我那次在東涌港道
[00:00:26.680 --> 00:00:29.360]  大概他的群體有五十個左右
[00:00:29.360 --> 00:00:31.480]  舉手的是少於五個
[00:00:31.480 --> 00:00:32.920]  原來你們屬靈
[00:00:32.920 --> 00:00:35.400]  或者你們聖經的根底都OK
[00:00:35.400 --> 00:00:39.320]  讓我很簡單講一下《哈蓋書》的背景
[00:00:39.320 --> 00:00:40.920]  給三分鐘
[00:00:40.920 --> 00:00:43.520]  如果你剛剛回教會
[00:00:43.520 --> 00:00:46.200]  你也會聽過有一個叫做大衛的人物
[00:00:46.200 --> 00:00:47.480]  以色列的王
[00:00:47.480 --> 00:00:49.280]  他出現的時間
[00:00:49.280 --> 00:00:51.920]  大概是主前的一千年
[00:00:51.920 --> 00:00:53.440]  就是聯合王國的時間
[00:00:53.440 --> 00:00:55.880]  自從大衛統一了以色列
[00:00:55.880 --> 00:00:57.400]  有一個以色列國
[00:00:57.400 --> 00:00:59.200]  以色列這個地方
[00:00:59.200 --> 00:01:01.760]  跟著他的兒子是誰?
[00:01:01.760 --> 00:01:02.560]  所羅門
[00:01:02.560 --> 00:01:04.280]  他生的兒子所羅門
[00:01:04.280 --> 00:01:06.720]  就建立了第一個聖殿
[00:01:06.720 --> 00:01:07.480]  OK
[00:01:07.480 --> 00:01:10.360]  自此之後以色列就分家了
[00:01:10.360 --> 00:01:11.800]  就分南北
[00:01:11.800 --> 00:01:13.800]  北國仍然叫做以色列
[00:01:13.800 --> 00:01:15.680]  南國就叫做猶大
[00:01:15.680 --> 00:01:18.480]  所以你經常聽到又有以色列又有猶大
[00:01:18.480 --> 00:01:19.720]  猶大又攻打以色列
[00:01:19.720 --> 00:01:20.280]  即是怎樣?
[00:01:20.280 --> 00:01:21.200]  即是自己打自己?
[00:01:21.200 --> 00:01:22.680]  到底是怎麼回事呢?
[00:01:22.680 --> 00:01:26.520]  就因為他們在主前的九百三十一年
[00:01:26.520 --> 00:01:27.720]  正式分裂了
[00:01:27.720 --> 00:01:28.480]  行不行?
[00:01:28.480 --> 00:01:31.440]  兩個國家有相同的命運
[00:01:31.440 --> 00:01:33.120]  不過不同的時間
[00:01:33.120 --> 00:01:35.360]  在主前的七二二
[00:01:35.360 --> 00:01:38.560]  亞述這個國家就滅了以色列
[00:01:38.560 --> 00:01:39.320]  北國
[00:01:39.320 --> 00:01:40.920]  主前的五百八六
[00:01:40.920 --> 00:01:45.040]  即是大概多一百三四十年左右
[00:01:45.040 --> 00:01:46.600]  巴比倫就滅了猶大
[00:01:46.600 --> 00:01:48.720]  巴比倫不單止滅了猶大
[00:01:48.720 --> 00:01:50.360]  還滅了亞述
[00:01:50.360 --> 00:01:52.680]  即是統一了整個中東
[00:01:52.680 --> 00:01:54.920]  一直到歐洲的版圖很大
[00:01:54.920 --> 00:01:55.880]  行不行?
[00:01:55.880 --> 00:01:57.320]  在那時候
[00:01:57.320 --> 00:01:59.120]  南國就出現了一些事情
[00:01:59.120 --> 00:02:05.160]  當巴比倫的國王統治了猶大的時候
[00:02:05.160 --> 00:02:07.320]  他就將聖殿毀滅了
[00:02:07.320 --> 00:02:10.280]  他將聖殿裡面所有的珍寶
[00:02:10.280 --> 00:02:11.880]  就擄去巴比倫
[00:02:11.880 --> 00:02:16.520]  將一些很厲害的猶太人也擄去巴比倫
[00:02:16.520 --> 00:02:20.520]  所以你經常聽到有一群叫做秘魯的以色列人
[00:02:20.520 --> 00:02:21.280]  就是這樣來的
[00:02:21.280 --> 00:02:23.160]  秘魯的猶太人就是這樣來的
[00:02:23.160 --> 00:02:25.800]  但是巴比倫我想國太大了
[00:02:25.800 --> 00:02:27.800]  但是結果又統治得不太好
[00:02:27.800 --> 00:02:31.160]  在很短的時間就有另一個王朝興起
[00:02:31.160 --> 00:02:32.360]  這個是波斯
[00:02:32.360 --> 00:02:34.040]  波斯滅了巴比倫
[00:02:34.040 --> 00:02:37.640]  接著波斯的皇帝做了一件很重要的事情
[00:02:37.640 --> 00:02:39.880]  波斯的皇帝叫古列
[00:02:39.880 --> 00:02:42.200]  好,請你們讀這段經文
[00:02:42.200 --> 00:02:43.560]  預備,1,2,3
[00:02:56.120 --> 00:02:58.200]  古列做了一件最特別的事情
[00:02:58.200 --> 00:03:00.200]  就是他下了一封詔書
[00:03:00.200 --> 00:03:02.600]  那封詔書的內容大概就是說
[00:03:02.600 --> 00:03:05.800]  你們誰如果是秘魯
[00:03:05.800 --> 00:03:07.640]  離開了自己故鄉的
[00:03:07.640 --> 00:03:10.120]  你現在可以回家了
[00:03:10.120 --> 00:03:12.040]  你不僅可以回家
[00:03:12.040 --> 00:03:16.360]  你還可以重建你們自己的宗教信仰
[00:03:16.360 --> 00:03:20.760]  所以你看到下面有一塊這樣的東西叫古列滾筒
[00:03:20.760 --> 00:03:22.360]  在大英博物館
[00:03:22.360 --> 00:03:24.360]  現在真正的那塊放在那裡
[00:03:24.360 --> 00:03:30.280]  那塊滾筒證明古列對著每一個不同的民族
[00:03:30.280 --> 00:03:32.040]  都有同樣的政策
[00:03:32.040 --> 00:03:35.240]  以色列人可以回到自己家裡
[00:03:35.240 --> 00:03:36.920]  以東人也可以
[00:03:36.920 --> 00:03:38.440]  摩訶人也可以
[00:03:38.440 --> 00:03:39.480]  阿滿人也可以
[00:03:39.480 --> 00:03:43.160]  每一個種族都可以回到自己的故鄉
[00:03:43.160 --> 00:03:46.760]  他不再逼你流亡海外
[00:03:46.760 --> 00:03:50.200]  好像剛剛有個新聞就是樓下放了
[00:03:50.200 --> 00:03:54.440]  不過他反過來被人放出去對他是好的
[00:03:54.440 --> 00:03:56.600]  之後發生了什麼呢?
[00:03:56.600 --> 00:04:01.080]  以色列人聽到這個信息當然很開心
[00:04:01.080 --> 00:04:02.680]  在538年
[00:04:02.680 --> 00:04:06.840]  猶太人第一批的猶太人就回歸耶路撒冷
