
[00:00:00.000 --> 00:00:03.440]  我不知道大家在你的生命裡怎樣去遇到神
[00:00:03.440 --> 00:00:08.720]  剛才在歌詞裡有一句
[00:00:08.720 --> 00:00:10.880]  最好就是能夠遇到神
[00:00:10.880 --> 00:00:15.440]  我遇到神的日子已經是1977年上個世紀
[00:00:15.440 --> 00:00:16.960]  在旺角火車站
[00:00:16.960 --> 00:00:18.960]  你記不記得在哪裏遇到神
[00:00:18.960 --> 00:00:22.280]  有些回來西浸就遇到神
[00:00:22.280 --> 00:00:24.920]  有些在溫習室就遇到神
[00:00:24.920 --> 00:00:28.840]  在你的生命裡什麼情況下遇到神
[00:00:28.840 --> 00:00:33.080]  並且很深切地去經歷祂呢?
[00:00:33.080 --> 00:00:35.680]  你憑什麼去經歷祂呢?
[00:00:35.680 --> 00:00:37.320]  我們祈禱
[00:00:37.320 --> 00:00:39.480]  七位主人祢愛我們
[00:00:39.480 --> 00:00:42.400]  因為祢愛我們的緣故
[00:00:42.400 --> 00:00:47.640]  藉著祢的愛子主耶穌基督來到世間
[00:00:47.640 --> 00:00:52.040]  祢的救贖成為我們的幫助
[00:00:52.040 --> 00:00:55.040]  我們一生跟從
[00:00:55.920 --> 00:00:58.880]  我們又藉著信去持守
[00:00:58.880 --> 00:01:00.680]  祢給我們的真道
[00:01:00.680 --> 00:01:02.240]  多謝祢
[00:01:02.240 --> 00:01:04.240]  聽我們祈禱
[00:01:04.240 --> 00:01:05.680]  奉主命求
[00:01:05.680 --> 00:01:06.800]  阿門
[00:01:06.800 --> 00:01:12.120]  《約書雅記》來到第二章
[00:01:12.120 --> 00:01:15.880]  故事是這樣的
[00:01:15.880 --> 00:01:19.840]  約書雅勵征圖治
[00:01:19.840 --> 00:01:22.920]  整頓軍務
[00:01:22.920 --> 00:01:24.800]  進軍迦南
[00:01:25.480 --> 00:01:28.120]  最重要的城市就是耶利哥
[00:01:28.120 --> 00:01:31.560]  他要奠定一個堅實的基礎
[00:01:31.560 --> 00:01:33.760]  一切都準備好了
[00:01:33.760 --> 00:01:41.160]  派兩個精幹的密探去約旦河
[00:01:41.160 --> 00:01:46.480]  進入耶利哥城裡去搜集情報
[00:01:46.480 --> 00:01:54.120]  兩個密探在耶利哥城裡偵察了一天
[00:01:56.480 --> 00:02:03.800]  把耶利哥城裡的防衛和駐兵的情況都了解得一清二楚
[00:02:03.800 --> 00:02:08.520]  晚上天黑
[00:02:08.520 --> 00:02:11.560]  天黑要走了
[00:02:11.560 --> 00:02:16.200]  很匆忙地想往城外離開
[00:02:16.200 --> 00:02:17.360]  要撤離
[00:02:17.360 --> 00:02:20.040]  剛走到城門口
[00:02:20.040 --> 00:02:21.360]  城門關了
[00:02:23.240 --> 00:02:27.000]  兩個密探只能回到城裡
[00:02:27.000 --> 00:02:29.480]  找一間客棧住下
[00:02:29.480 --> 00:02:32.240]  準備明早才離開
[00:02:32.240 --> 00:02:35.640]  兩個人到達客棧
[00:02:35.640 --> 00:02:38.640]  訂了一間房
[00:02:38.640 --> 00:02:41.240]  放下行李
[00:02:41.240 --> 00:02:46.920]  在樓下點了飯菜
[00:02:46.920 --> 00:02:51.560]  一個年輕漂亮的女店主出來
[00:02:52.040 --> 00:02:54.480]  非常熱情地招待
[00:02:54.480 --> 00:02:59.440]  一邊替她們斟茶遞水
[00:02:59.440 --> 00:03:04.800]  一邊不經意地問兩位大哥
[00:03:04.800 --> 00:03:08.520]  請問你們來這裡做什麼的?
[00:03:08.520 --> 00:03:15.400]  兩個探子懈怠地呼應
[00:03:15.400 --> 00:03:20.080]  「我們是從埃及來的,來加拿大做生意」
[00:03:21.920 --> 00:03:24.680]  女店主看了兩人一眼
[00:03:24.680 --> 00:03:28.440]  笑了一笑
[00:03:28.440 --> 00:03:33.080]  「恐怕兩位不是從埃及來的吧?」
[00:03:33.080 --> 00:03:38.560]  兩個探子心裡一震
[00:03:38.560 --> 00:03:40.360]  「咦?被識穿?」
[00:03:40.360 --> 00:03:46.360]  警覺的手按著腰間的刀
[00:03:46.360 --> 00:03:48.480]  「我們怎會騙你呢?」
[00:03:48.480 --> 00:03:49.760]  「不會騙你的」
[00:03:52.400 --> 00:03:54.200]  天黑無色降臨
[00:03:54.200 --> 00:03:58.160]  店裡開始昏暗
[00:03:58.160 --> 00:04:01.720]  女店主點了一盞燈
[00:04:01.720 --> 00:04:06.680]  在一個很空曠的房子裡
[00:04:06.680 --> 00:04:08.040]  在一個廳裡
[00:04:08.040 --> 00:04:15.040]  桌子、板凳在燭光照耀下
[00:04:15.040 --> 00:04:18.480]  有的陰影顯得很陰森
[00:04:18.480 --> 00:04:21.480]  這兩個探子很不安
[00:04:22.880 --> 00:04:24.600]  女店主走過來
[00:04:24.600 --> 00:04:29.120]  很輕佻地撥一撥她的頭髮
[00:04:29.120 --> 00:04:34.720]  「兩位,你們是不是在對岸來的?」
[00:04:34.720 --> 00:04:38.160]  「是不是在河的對岸來的?」
[00:04:38.160 --> 00:04:43.240]  兩個探子懈怠地站起來
[00:04:43.240 --> 00:04:46.200]  差點就要拔刀
[00:04:46.200 --> 00:04:48.880]  女店主跟著說
[00:04:49.600 --> 00:04:52.720]  「你們不要怕,我是沒有惡意的」
[00:04:52.720 --> 00:04:57.280]  「我知道你們以色列人所向無敵」
[00:04:57.280 --> 00:05:02.320]  「這座城市遲早會被你們攻佔的」
[00:05:02.320 --> 00:05:05.360]  「我只是想和你們做個朋友而已」
[00:05:05.360 --> 00:05:09.600]  「大家日後都有個照應」
[00:05:09.600 --> 00:05:13.800]  「今晚你們放心,住在我那裡」
[00:05:13.800 --> 00:05:18.240]  「所有費用都包在我頭上」
[00:05:19.400 --> 00:05:23.120]  「只希望你們真的攻打耶利哥城的時候」
[00:05:23.120 --> 00:05:29.440]  「看看我,照顧我家人和我家人的性命」
[00:05:29.440 --> 00:05:34.280]  探子聽完後,心靜了一靜
[00:05:34.280 --> 00:05:39.400]  原來這是耶利哥城的名記
[00:05:39.400 --> 00:05:44.960]  叫做「拉合冰雪聰明」
[00:05:44.960 --> 00:05:48.360]  一看這兩個探子的裝束
[00:05:48.760 --> 00:05:49.760]  和神情
[00:05:49.760 --> 00:05:54.240]  就猜到他們是甚麼來路
[00:05:54.240 --> 00:05:57.720]  所以一步一步去試探
[00:05:57.720 --> 00:06:03.280]  耶利哥人知道以色列人要攻打他們的時候
[00:06:03.280 --> 00:06:06.840]  就進行了很嚴密的防範
[00:06:06.840 --> 00:06:13.000]  兩名探子雖然行蹤很詭秘、低調
[00:06:13.000 --> 00:06:15.240]  但都被發現了
[00:06:17.880 --> 00:06:21.520]  耶利哥城內就下了命令
[00:06:21.520 --> 00:06:28.720]  軍隊要進行全城大搜捕、捉拿密探
[00:06:28.720 --> 00:06:32.520]  巡邏隊來到拉合的家
[00:06:32.520 --> 00:06:36.080]  來到拉合的家的時候
[00:06:36.080 --> 00:06:44.000]  拉合已經將兩名密探藏起來
[00:06:45.160 --> 00:06:49.120]  對來搜捕的人說
[00:06:49.120 --> 00:06:52.800]  「兩個時辰前他們離開了」
[00:06:52.800 --> 00:06:57.280]  「有兩個神色很慌張的男人來過我的店」
[00:06:57.280 --> 00:07:01.560]  「我問他們從何來?他們說是從埃及來」
[00:07:01.560 --> 00:07:05.840]  「但聽到他們的口音,好像是以色列人」
[00:07:05.840 --> 00:07:10.560]  「不過他們吃完飯後,我留他們過夜」
[00:07:10.560 --> 00:07:13.520]  「他們說有要事,離開了」
[00:07:16.160 --> 00:07:19.320]  拉合很機智,騙了巡邏隊
[00:07:19.320 --> 00:07:25.920]  巡邏隊在他家隨便查看了一次
[00:07:25.920 --> 00:07:33.840]  匆忙地離開,往約旦河的方向追
[00:07:33.840 --> 00:07:39.280]  當拉合確知道巡邏隊離開的時候
[00:07:39.280 --> 00:07:43.480]  就放了兩個密探出來
[00:07:44.560 --> 00:07:47.280]  說「你們也知道剛才的情況」
[00:07:47.280 --> 00:07:54.640]  「我已經為你們承擔了殺頭的風險」
[00:07:54.640 --> 00:07:55.720]  「我只有一個請求」
[00:07:55.720 --> 00:08:03.920]  「我相信你們的饒舌神是天上地下的真神」
[00:08:03.920 --> 00:08:08.480]  「如果你們真的攻佔了耶利哥的時候」
[00:08:10.240 --> 00:08:14.720]  「保存我們一家的性命,保存我們的財產」
[00:08:14.720 --> 00:08:20.120]  兩名密探說「我們向上帝發誓」
[00:08:20.120 --> 00:08:23.080]  「一定報答你救命之恩」
[00:08:23.080 --> 00:08:29.800]  拉合很冷靜,擔心巡邏隊會捲土重來
[00:08:29.800 --> 00:08:34.880]  就拿了一條紅繩釘住密探
[00:08:36.400 --> 00:08:40.480]  趁著夜色趕緊上山
[00:08:40.480 --> 00:08:46.440]  家裡的後窗靠著城牆
[00:08:46.440 --> 00:08:52.800]  你們沿著這條繩子爬下去
[00:08:52.800 --> 00:08:57.640]  爬出城外,走小路上山
[00:08:57.640 --> 00:08:59.160]  躲藏三天
[00:08:59.160 --> 00:09:04.520]  守佈令過了之後,你們才可以回去
[00:09:06.200 --> 00:09:07.920]  兩位密探很感激
[00:09:07.920 --> 00:09:11.200]  我們走了之後
[00:09:11.200 --> 00:09:19.200]  你記得把紅繩掛在窗上
[00:09:19.200 --> 00:09:22.120]  這就是一個記號
[00:09:22.120 --> 00:09:24.640]  當我們攻城的時候
[00:09:24.640 --> 00:09:27.840]  見到你家裡有紅繩
[00:09:27.840 --> 00:09:32.560]  你記得要叫你家人全部進入你家裡
[00:09:33.640 --> 00:09:37.920]  你全家人的性命都可以保存
[00:09:37.920 --> 00:09:42.240]  拉合看著探主離開
[00:09:42.240 --> 00:09:49.360]  第一時間立刻把紅繩綁在窗戶上
[00:09:49.360 --> 00:09:55.280]  妓女拉合的行動
[00:09:56.760 --> 00:10:03.840]  密探就把妓女的幫助告訴約書雅
[00:10:03.840 --> 00:10:09.520]  約書雅下令當攻打耶利哥的時候
[00:10:09.520 --> 00:10:12.360]  要保存拉合全家的財產
[00:10:12.360 --> 00:10:18.280]  以色列人當然攻破耶利哥
[00:10:18.280 --> 00:10:22.000]  也遵照約書雅的命令
[00:10:22.720 --> 00:10:27.640]  沒有侵犯拉合一家一草一木
[00:10:27.640 --> 00:10:30.760]  他們的性命都得盡保存
[00:10:30.760 --> 00:10:37.360]  這個有點兒似創作的故事
[00:10:37.360 --> 00:10:45.440]  的確《解經家》有些會把拉合描述成
[00:10:45.440 --> 00:10:52.400]  店主女主人去管理一個客棧
[00:10:53.720 --> 00:10:59.120]  弟兄姐妹,你怎樣看探子和拉合呢?
[00:10:59.120 --> 00:11:03.680]  有沒有人立志要做探子的?
[00:11:03.680 --> 00:11:06.280]  知道什麼是探子嗎?
[00:11:06.280 --> 00:11:12.400]  間諜、情報科?沒有嗎?
[00:11:12.400 --> 00:11:15.480]  祖堂有幾個年輕人
[00:11:15.480 --> 00:11:20.560]  我看他們眼睛有少少發光,好像有些興趣
[00:11:21.040 --> 00:11:24.280]  祖堂坐在那裏有幾個,雖然低著頭
[00:11:24.280 --> 00:11:27.920]  不知道父母會不會擔心
[00:11:27.920 --> 00:11:32.440]  密探要有什麼裝備?
[00:11:32.440 --> 00:11:36.200]  你們有沒有看電視、電影?
[00:11:36.200 --> 00:11:38.160]  認識周星星嗎?
[00:11:38.160 --> 00:11:43.760]  我成長的背景
[00:11:43.760 --> 00:11:46.680]  認識一個間諜叫007
[00:11:47.440 --> 00:11:51.840]  007那把槍,英國的間諜很厲害,有滅聲器
[00:11:51.840 --> 00:11:54.440]  開完槍之後吹一吹那把槍
[00:11:54.440 --> 00:11:56.640]  My name is Bourne
[00:11:56.640 --> 00:12:08.000]  幾酷,如果我打得高大些的話,我真的考慮做間諜
[00:12:08.000 --> 00:12:13.040]  接著有一個大來的密探叫008
[00:12:14.400 --> 00:12:20.680]  008周星星和袁嶺嶺,他們的裝備是什麽?
