
[00:00:00.000 --> 00:00:03.120]  兄姐妹早上好,讓我們先做一次祈禱
[00:00:03.120 --> 00:00:10.000]  天父上帝,我們要感謝你
[00:00:10.000 --> 00:00:13.720]  你是我們今天能夠在你的殿當中去經歷豐富
[00:00:13.720 --> 00:00:15.520]  我們獻上感恩
[00:00:15.520 --> 00:00:19.600]  當你能夠安坐我這個舒適的環境
[00:00:19.600 --> 00:00:23.240]  但同時我們又聽見外面有雷聲,有閃電
[00:00:23.240 --> 00:00:27.240]  我們知道你在我們當中
[00:00:27.440 --> 00:00:31.520]  我們更知道你賜予平安是讓我們去經歷的豐富
[00:00:31.520 --> 00:00:34.960]  我們想起在外面工作的朋友,願你給他們平安
[00:00:34.960 --> 00:00:38.760]  我們又想起今天在這裡,我們一起去敬拜你的禱告
[00:00:38.760 --> 00:00:41.360]  願你看他們的耳朵,讓我們細心地聆聽
[00:00:41.360 --> 00:00:44.280]  看他們的眼睛,讓我們見證到你的榮美
[00:00:44.280 --> 00:00:48.880]  也讓我們以我們的行動,以我們的手腳去回應你的教導
[00:00:48.880 --> 00:00:51.960]  願無人口中的言語,帶領節目之間的心思意念
[00:00:51.960 --> 00:00:53.840]  蒙聖靈的啟迪蒙主的月立
[00:00:53.840 --> 00:00:56.040]  禱告奉耶穌基督的命令
[00:00:57.440 --> 00:01:04.200]  丁姐妹近來都聽到很多關於學習斷捨離的功課
[00:01:04.200 --> 00:01:07.520]  特別我在宿舍做社監,快要學期末
[00:01:07.520 --> 00:01:10.080]  應該說學期就完,快要離開宿舍
[00:01:10.080 --> 00:01:17.720]  收到很多電郵,說要怎樣將衣物,活動環保,recycle等等
[00:01:17.720 --> 00:01:21.240]  我們禮拜長都收集一些舊的衣物送給有需要的人
[00:01:21.240 --> 00:01:24.600]  當中涉及很多不同的學習
[00:01:25.360 --> 00:01:28.280]  近年經常都聽到關於斷捨離的功課
[00:01:28.280 --> 00:01:30.760]  你有沒有做斷捨離的學習
[00:01:30.760 --> 00:01:34.720]  很多人有不同學習的物件要斷捨離
[00:01:34.720 --> 00:01:39.120]  甚至原來生活中的習慣都要學習很多斷捨離
[00:01:39.120 --> 00:01:41.480]  有人推崇一些簡約的生活
[00:01:41.480 --> 00:01:43.920]  今天不是跟大家說怎樣斷捨離
[00:01:43.920 --> 00:01:49.280]  但是今天的經課很有趣地看見什麼叫做捨棄
[00:01:49.280 --> 00:01:51.560]  到底什麼是捨棄呢
[00:01:52.960 --> 00:01:55.840]  在我們人生中,我們不斷會經歷捨棄
[00:01:55.840 --> 00:02:00.640]  例如我們不同的狀態,不同身份的轉變
[00:02:00.640 --> 00:02:04.720]  工作的轉變,你畢業,你退休
[00:02:04.720 --> 00:02:09.640]  或者可能是你的身形的變化,你的頭髮的稀少
[00:02:09.640 --> 00:02:10.560]  都是一些捨棄
[00:02:10.560 --> 00:02:13.240]  不過很多時候是被捨棄,多過捨棄
[00:02:13.240 --> 00:02:16.320]  就是不知為什麼,東西就流走了
[00:02:16.320 --> 00:02:18.240]  不知為什麼,東西就沒有了
[00:02:18.240 --> 00:02:21.480]  當年你越來越大,當中很多年輕的同學可能你不太明白
[00:02:21.480 --> 00:02:24.480]  當年你年紀大一點的時候,很多東西就會被捨棄
[00:02:24.480 --> 00:02:26.640]  我小時候很喜歡運動
[00:02:26.640 --> 00:02:29.200]  現在藉口懶,少了運動
[00:02:29.200 --> 00:02:32.080]  我的英文名字跟踢球有關,我小時候也喜歡踢球
[00:02:32.080 --> 00:02:35.960]  不過就被捨棄了,因為忙碌,因為很多藉口等等
[00:02:35.960 --> 00:02:38.800]  只是儲存資方多了
[00:02:38.800 --> 00:02:41.640]  人生不斷地經歷捨棄和被捨棄
[00:02:41.640 --> 00:02:43.400]  大部分時候我們都不太願意
[00:02:43.400 --> 00:02:46.680]  或者不太明白,或者不太相信,不太接受
[00:02:46.680 --> 00:02:48.480]  總之最好不要
[00:02:48.760 --> 00:02:51.760]  保持最健壯,最精彩的生活就是好
[00:02:51.760 --> 00:02:53.760]  這幾天有同學跟我說話
[00:02:53.760 --> 00:02:55.760]  因為學期到了最後這個星期,已經結束了
[00:02:55.760 --> 00:02:57.360]  有同學要畢業了
[00:02:57.360 --> 00:03:01.280]  在宿舍裡面住了四年的同學,就跟我說話
[00:03:01.280 --> 00:03:04.280]  他說「寫監寫監,我不想走啊」
[00:03:04.280 --> 00:03:07.240]  我說不想走,延遲一年就不走了
[00:03:07.240 --> 00:03:08.240]  讀多一年吧
[00:03:08.240 --> 00:03:11.640]  他說「不是啊,不想走是那種情義、感受」
[00:03:11.640 --> 00:03:15.080]  「覺得我不想放棄某個的身份」
[00:03:15.080 --> 00:03:18.080]  「因為他覺得學生這個身份很好」
[00:03:18.320 --> 00:03:19.280]  「他不想捨棄」
[00:03:19.280 --> 00:03:23.520]  有時候我們不太接受有些東西是要捨棄的
[00:03:23.520 --> 00:03:26.360]  不過在這裡先說清楚一個很重要的描述
[00:03:26.360 --> 00:03:28.880]  「捨棄」這個描述是什麼意思呢?
[00:03:28.880 --> 00:03:32.240]  你上網打「捨棄」兩個字可能有很多不同的表達
[00:03:32.240 --> 00:03:36.680]  我第一時間看到的就是那些圖
[00:03:36.680 --> 00:03:38.600]  去鼓勵別人不要放棄的那些
[00:03:38.600 --> 00:03:41.120]  就會用什麼字呢?就是「never give up」
[00:03:41.120 --> 00:03:43.840]  「捨棄」就好像等於「give up」
[00:03:43.840 --> 00:03:47.040]  「abandon」就是不要一些東西、放棄一些東西
[00:03:47.960 --> 00:03:50.720]  在我的理解裡面,「捨棄」和「放棄」有些少不同
[00:03:50.720 --> 00:03:56.120]  「放棄」有時是被迫、無奈、沒得選擇
[00:03:56.120 --> 00:03:57.680]  不過「捨棄」呢
[00:03:57.680 --> 00:04:02.240]  如果回到聖經的內容裡面說耶穌主動去「捨棄」
[00:04:02.240 --> 00:04:05.560]  是一個主動積極去犧牲
[00:04:05.560 --> 00:04:08.760]  去願意為更大的目標和目的去換取
[00:04:08.760 --> 00:04:10.640]  以致他去放下一些東西
[00:04:10.640 --> 00:04:15.200]  等於在我們生命裡面有些什麼我們願意主動去「捨棄」的
[00:04:15.200 --> 00:04:17.160]  為了要得著更多
[00:04:17.680 --> 00:04:19.840]  甚至我們當中一起去追求信仰的時候
[00:04:19.840 --> 00:04:23.520]  有沒有什麼我們為了主、為了信仰我們要放下
[00:04:23.520 --> 00:04:26.320]  以致我們能夠得到更多
[00:04:26.320 --> 00:04:29.240]  得到上主給我們應該要得到的東西
[00:04:29.240 --> 00:04:33.000]  當我們去思考今天特別是《荒書經課》
[00:04:33.000 --> 00:04:35.200]  耶穌講關於好牧人的內容之先
[00:04:35.200 --> 00:04:37.200]  大家想一起去看一下
[00:04:37.200 --> 00:04:40.040]  這段經文有些很特別、很特別的地方
[00:04:40.040 --> 00:04:41.880]  首先在今天的《荒書經課》
[00:04:41.880 --> 00:04:44.120]  讓《荒書經課》十章十一節之前的十節
[00:04:44.120 --> 00:04:45.440]  十章十節呢
[00:04:45.440 --> 00:04:47.440]  希望你都認識它,甚至背了它
[00:04:47.840 --> 00:04:48.840]  十章十節呢
[00:04:48.840 --> 00:04:50.360]  是這裡,沒錯了
[00:04:50.360 --> 00:04:52.760]  十章十節我小時候就背了
[00:04:52.760 --> 00:04:53.960]  這段經文是這樣說的
[00:04:53.960 --> 00:04:57.720]  「盜賊來無非是要偷竊殺害毀壞」
[00:04:57.720 --> 00:05:00.400]  「我來了是要叫羊得生命」
[00:05:00.400 --> 00:05:02.200]  「並且得的更豐盛」
[00:05:02.200 --> 00:05:04.800]  有原文說「羊」字是「人」的意思
[00:05:04.800 --> 00:05:07.120]  所以你看到很多教會或者宣傳的描述就是
[00:05:07.120 --> 00:05:08.240]  耶穌親自說
[00:05:08.240 --> 00:05:10.760]  「我來了是要叫人得生命」
[00:05:10.760 --> 00:05:12.880]  「並且得的更豐盛」
[00:05:12.880 --> 00:05:15.280]  所以一開始開宗明義告訴你
[00:05:15.280 --> 00:05:16.760]  耶穌要捨棄的原因只有一個
[00:05:17.520 --> 00:05:20.440]  耶穌要捨棄的原因就是因為為了你和我
[00:05:20.440 --> 00:05:23.720]  祂的羊、祂的人能夠得到生命
[00:05:23.720 --> 00:05:25.760]  並且得到豐盛的生命
[00:05:25.760 --> 00:05:30.920]  這就是這段經文裡面一開始說明耶穌的目標和目的
[00:05:30.920 --> 00:05:33.080]  好了,接著我們又再看一看
[00:05:33.080 --> 00:05:37.400]  當耶穌說完這一段剛才在經課十章十一到十八節之後
[00:05:37.400 --> 00:05:39.520]  到底發生什麼事呢?先看一看
[00:05:39.520 --> 00:05:41.760]  十章十九和二十節是這樣的
[00:05:41.760 --> 00:05:43.320]  十九節說
[00:05:43.320 --> 00:05:47.360]  猶太人為了這些話又起了紛爭
[00:05:48.080 --> 00:05:49.680]  內中有很多人說
[00:05:49.680 --> 00:05:52.560]  他們說耶穌是被鬼附著
[00:05:52.560 --> 00:05:53.760]  並且封了
[00:05:53.760 --> 00:05:55.120]  為什麼要聽他們呢?
[00:05:55.120 --> 00:05:56.120]  又有人說
[00:05:56.120 --> 00:05:58.400]  「這不是鬼附之人所說的話」
[00:05:58.400 --> 00:06:02.240]  「鬼豈能叫俠子的眼睛開了呢?」
[00:06:02.240 --> 00:06:04.640]  這裡有一個很特別的描述
[00:06:04.640 --> 00:06:06.560]  就是當耶穌去宣講完
[00:06:06.560 --> 00:06:08.520]  祂是好牧人這個訊息之後
[00:06:08.520 --> 00:06:10.520]  當時就有一些反應
[00:06:10.520 --> 00:06:13.080]  世紀裡面描述這個反應叫做什麼呢?
[00:06:13.080 --> 00:06:13.960]  紛爭
[00:06:13.960 --> 00:06:15.880]  有些人去紛爭
[00:06:15.880 --> 00:06:17.120]  去爭論
