
[00:00:00.000 --> 00:00:02.800]  開始聽到之前 一起祈禱
[00:00:02.800 --> 00:00:07.320]  差天我們感謝祢 讓我們能夠有美好的環境
[00:00:07.320 --> 00:00:10.920]  有和平的地方 來一同敬拜祢
[00:00:10.920 --> 00:00:13.200]  主啊 我們求祢的聖名在我們中間
[00:00:13.200 --> 00:00:16.880]  幫助我們學習明白 遵循祢的說話
[00:00:16.880 --> 00:00:19.600]  奉耶穌基督的名 祈禱 阿們
[00:00:19.600 --> 00:00:24.320]  最近我們一直在說
[00:00:24.320 --> 00:00:28.120]  是怎樣做一個成熟的基督徒
[00:00:28.480 --> 00:00:30.520]  當然啦 當我們這樣說的時候
[00:00:30.520 --> 00:00:33.560]  我們是假設每一個基督徒
[00:00:33.560 --> 00:00:36.960]  都想變成成熟的基督徒
[00:00:36.960 --> 00:00:41.120]  但是在教會裡面的基督徒
[00:00:41.120 --> 00:00:44.320]  就不一定每個人都有這樣的想法
[00:00:44.320 --> 00:00:49.800]  我想請問大家經常來這裡聚會的弟兄姊妹
[00:00:49.800 --> 00:00:54.320]  你有沒有想過要成為一位成熟的基督徒呢?
[00:00:57.920 --> 00:01:01.480]  在美國有一個機構就做了一項調查
[00:01:01.480 --> 00:01:07.600]  我翻譯它叫做「馴服上帝」和「捨己」的調查
[00:01:07.600 --> 00:01:12.840]  它用的方法就是訪問了差不多三千位的基督徒
[00:01:12.840 --> 00:01:15.720]  對一些講法的態度
[00:01:15.720 --> 00:01:19.800]  有一個講法就是這樣說的
[00:01:19.800 --> 00:01:24.560]  為了侍奉基督徒一定要學習捨己
[00:01:25.040 --> 00:01:29.000]  對這個講法只有36%
[00:01:29.000 --> 00:01:34.280]  36%的人是強烈或者是完全同意
[00:01:34.280 --> 00:01:39.680]  而有28%的人就大致同意
[00:01:39.680 --> 00:01:43.640]  加起來就只有64%
[00:01:43.640 --> 00:01:52.280]  其餘的36%裡面有19%的人是不同意
[00:01:52.840 --> 00:01:57.000]  就是說每五位的基督徒之中
[00:01:57.000 --> 00:02:03.440]  就有一位是不同意我們應該是捨己去侍奉基督的
[00:02:03.440 --> 00:02:08.440]  我不知道這些基督徒是不是代表說
[00:02:08.440 --> 00:02:13.280]  有些人認為基督徒是不需要侍奉基督
[00:02:13.280 --> 00:02:19.640]  抑或是覺得我們可以用自己的方法去侍奉基督
[00:02:19.640 --> 00:02:24.160]  因此我們就不需要捨己去做的
[00:02:24.160 --> 00:02:26.480]  無論怎樣
[00:02:26.480 --> 00:02:32.000]  假如我們當中有人覺得不想捨己去侍奉基督的
[00:02:32.000 --> 00:02:33.600]  我想提醒你
[00:02:33.600 --> 00:02:40.800]  這種想法是不合乎耶穌的要求
[00:02:40.800 --> 00:02:43.840]  因為主耶穌親口說
[00:02:43.840 --> 00:02:46.080]  如果有人要跟從我
[00:02:46.080 --> 00:02:52.640]  就得捨棄自己天天背負他的十字架來跟從我
[00:02:52.640 --> 00:02:55.520]  我很嚴肅的跟大家說
[00:02:55.520 --> 00:02:59.520]  不要以為經常來到教會聚會
[00:02:59.520 --> 00:03:01.400]  奉獻一點錢
[00:03:01.400 --> 00:03:03.880]  跟牧師客客氣氣打下招呼
[00:03:03.880 --> 00:03:05.600]  就可以進入天堂
[00:03:05.600 --> 00:03:07.520]  不行的
[00:03:07.520 --> 00:03:09.920]  主耶穌原來是有要求的
[00:03:09.920 --> 00:03:16.080]  祂要求跟從祂的人是一定要捨己侍奉祂的
[00:03:16.080 --> 00:03:21.400]  在這個調查裡面有另外一個說法也是很有興趣的
[00:03:21.400 --> 00:03:24.040]  那個說法就是說
[00:03:24.040 --> 00:03:30.880]  當我知道我的態度是不合乎上帝的要求的時候
[00:03:30.880 --> 00:03:34.880]  我會採取步驟去改變
[00:03:36.080 --> 00:03:42.600]  對於這個說法有32%的人是強烈或者完全同意
[00:03:42.600 --> 00:03:47.520]  有4%的人是不同意
[00:03:47.520 --> 00:03:54.000]  但是有49%的人是大致同意
[00:03:54.000 --> 00:03:56.680]  我就不是很明白了
[00:03:56.680 --> 00:03:58.760]  有一半
[00:03:58.760 --> 00:03:59.880]  大約一半的人
[00:03:59.880 --> 00:04:04.200]  就是兩個人之中就有一個人是大致同意的意思
[00:04:04.200 --> 00:04:05.680]  他們同意什麼呢?
[00:04:05.680 --> 00:04:08.280]  為什麼大致而不是完全呢?
[00:04:08.280 --> 00:04:12.160]  可能他們是同意應該改變的
[00:04:12.160 --> 00:04:14.160]  我們做基督徒是應該改變的
[00:04:14.160 --> 00:04:17.120]  但是由於聖經的教導
[00:04:17.120 --> 00:04:19.360]  有時候很難做得到
[00:04:19.360 --> 00:04:26.120]  所以就沒有採取實際的步驟去嘗試改變
[00:04:26.120 --> 00:04:30.320]  如果我們有這樣的想法的話
[00:04:30.320 --> 00:04:35.120]  我們就會變成典型的頭大身小的基督徒
[00:04:35.800 --> 00:04:39.080]  頭腦上我們很熟悉聖經
[00:04:39.080 --> 00:04:43.480]  甚至可以隨時背出一些經典的金句
[00:04:43.480 --> 00:04:46.640]  但是就很少行動
[00:04:46.640 --> 00:04:48.640]  或者是缺乏行動
[00:04:48.640 --> 00:04:52.800]  名副其實是趕就天下無敵
[00:04:52.800 --> 00:04:54.800]  一做就有心無力
[00:04:54.800 --> 00:05:01.280]  今天我想和大家去思想保羅另外一段經文
[00:05:01.280 --> 00:05:04.120]  是比較實際的指出
[00:05:04.400 --> 00:05:08.120]  我們應該怎樣去幫助自己
[00:05:08.120 --> 00:05:11.760]  改變自己成為一個成熟的基督徒
[00:05:11.760 --> 00:05:14.160]  簡單來說
[00:05:14.160 --> 00:05:16.560]  保羅提到的步驟
[00:05:16.560 --> 00:05:19.840]  可以說是脫下和穿上
[00:05:19.840 --> 00:05:24.040]  讓我們來詳細思考今天的經文
[00:05:24.040 --> 00:05:27.240]  在《爾伯所書》四章十七節
[00:05:27.240 --> 00:05:29.320]  保羅一開始說
[00:05:29.320 --> 00:05:31.240]  「我現在奉主的名
[00:05:31.240 --> 00:05:33.840]  鄭重地勸告你們」
[00:05:34.520 --> 00:05:37.000]  為何保羅這樣說呢?
[00:05:37.000 --> 00:05:42.640]  我們要先了解保羅在《爾伯所書》前面說了什麼
[00:05:42.640 --> 00:05:46.400]  在《爾伯所書》第一章至第三章
[00:05:46.400 --> 00:05:50.720]  保羅是強調上帝的恩典
[00:05:50.720 --> 00:05:55.160]  上帝預定、揀選了我們
[00:05:55.160 --> 00:05:57.360]  得到主耶穌的救贖
[00:05:57.360 --> 00:06:00.600]  這個救贖是有兩個步驟的
[00:06:01.120 --> 00:06:04.840]  第一步驟就是從罪中得贖
[00:06:04.840 --> 00:06:09.120]  正如在《爾伯所書》一章七節所說
[00:06:09.120 --> 00:06:12.640]  「我們在他的愛子裡
[00:06:12.640 --> 00:06:16.560]  藉著這愛子的血得蒙救贖
[00:06:16.560 --> 00:06:19.400]  過凡得以赦免
[00:06:19.400 --> 00:06:23.040]  都是按著他恩典的方式」
[00:06:23.040 --> 00:06:26.640]  這是新漢語的譯判
[00:06:26.640 --> 00:06:30.000]  然後將來我們會有第二次
[00:06:30.000 --> 00:06:32.280]  或者說第二類的得贖
[00:06:32.280 --> 00:06:35.480]  就是在主耶穌再回來的時候
[00:06:35.480 --> 00:06:38.160]  給我們一個全新的身體
[00:06:38.160 --> 00:06:40.240]  承受一個新的世界
[00:06:40.240 --> 00:06:43.800]  在一章十三至十四節說
[00:06:43.800 --> 00:06:47.200]  「就受了所應許的聖靈為印記
[00:06:47.200 --> 00:06:50.400]  這聖靈是我們得基業的憑據
[00:06:50.400 --> 00:06:52.920]  直到神的產業得贖」
[00:06:52.920 --> 00:06:55.400]  我們就是神的產業
[00:06:55.400 --> 00:06:57.400]  我們就是神的產業
[00:06:57.400 --> 00:07:00.160]  我們已經是從罪中得贖
[00:07:00.160 --> 00:07:02.320]  不再受罪的捆綁
[00:07:02.320 --> 00:07:06.160]  但我們仍然會等候著將來的得贖
[00:07:06.160 --> 00:07:08.160]  換句話說
[00:07:08.160 --> 00:07:10.960]  我們現在是活在第一次得贖
[00:07:10.960 --> 00:07:12.840]  和第二次得贖之前
[00:07:12.840 --> 00:07:15.880]  或者說主耶穌再回來之前
[00:07:15.880 --> 00:07:18.120]  在這個時期
[00:07:18.120 --> 00:07:22.760]  作為一個已經從罪裡面得贖的人
[00:07:22.760 --> 00:07:23.840]  得救贖的人
[00:07:23.840 --> 00:07:25.720]  我們應該怎樣生活呢?
[00:07:27.120 --> 00:07:30.280]  在二弗所書第二章六到十節
[00:07:30.280 --> 00:07:33.200]  保羅給了我們一個指導性的原則
[00:07:33.200 --> 00:07:36.320]  我們只是看其中一些的經文
[00:07:36.320 --> 00:07:40.720]  他說「上帝已經使我們在基督耶穌的生命裡
[00:07:40.720 --> 00:07:43.800]  跟基督一同復活
[00:07:43.800 --> 00:07:46.280]  一同在天上掌權
[00:07:46.280 --> 00:07:49.360]  上帝是我們的創造者
[00:07:49.360 --> 00:07:53.400]  祂藉著基督耶穌改造了我們
[00:07:53.400 --> 00:07:55.600]  要我們行善
[00:07:55.600 --> 00:07:59.880]  這是祂早已計劃要我們去做的」
[00:07:59.880 --> 00:08:02.560]  作為一個基督徒
[00:08:02.560 --> 00:08:06.400]  我們是在耶穌基督的生命裡面
[00:08:06.400 --> 00:08:09.760]  我們相信主耶穌已經從死裡復活
[00:08:09.760 --> 00:08:12.400]  每年四月份我們慶祝復活節
[00:08:12.400 --> 00:08:16.640]  主耶穌的復活是一個身體的復活
[00:08:16.640 --> 00:08:18.880]  而我們的復活
[00:08:18.880 --> 00:08:23.000]  現在來說是一個靈性生命的復活
[00:08:23.880 --> 00:08:27.800]  但是千萬不要以為靈性生命的復活不重要
[00:08:27.800 --> 00:08:32.920]  事實上靈性的生命是永恆的
[00:08:32.920 --> 00:08:37.080]  肉體的生命是短暫的
[00:08:37.080 --> 00:08:39.800]  是會成為過去的
[00:08:39.800 --> 00:08:43.280]  所以主耶穌也曾經說過一句話
[00:08:43.280 --> 00:08:45.840]  祂說「那只能殺害肉體
[00:08:45.840 --> 00:08:48.600]  卻不能殺滅靈魂的
[00:08:48.600 --> 00:08:50.400]  不用害怕
[00:08:50.400 --> 00:08:53.320]  要懼怕的是上帝
[00:08:53.320 --> 00:08:57.400]  只有祂能把人的肉體和靈魂
[00:08:57.400 --> 00:08:59.920]  都投進地獄裡」
[00:08:59.920 --> 00:09:04.560]  我們已經復活的靈性生命
[00:09:04.560 --> 00:09:08.480]  現在是和基督一同在天上掌權
