
[00:00:00.000 --> 00:00:02.000]  回到今天的講題
[00:00:02.000 --> 00:00:07.000]  我希望除了跟大家處理經文的含義之外
[00:00:07.000 --> 00:00:10.000]  我希望跟大家處理經文上的含義以外
[00:00:10.000 --> 00:00:14.000]  也都幫大家拉到現在我們生活的時空當中
[00:00:14.000 --> 00:00:19.000]  也可以幫助大家把經文拉到生活的時空當中
[00:00:19.000 --> 00:00:21.000]  第一段我們剛才讀的是
[00:00:21.000 --> 00:00:24.000]  《馬太福音》二十一章十二十三節
[00:00:24.000 --> 00:00:27.000]  第一節經文是我們剛才讀過的
[00:00:27.000 --> 00:00:31.000]  《馬太福音》二十一章十二十三節
[00:00:31.000 --> 00:00:34.000]  那裡一開始說耶穌進了上帝的店
[00:00:34.000 --> 00:00:36.000]  就很不客氣
[00:00:36.000 --> 00:00:38.000]  經文這樣說耶穌進到神的店
[00:00:38.000 --> 00:00:39.000]  祂就很不客氣
[00:00:39.000 --> 00:00:42.000]  就趕出店裡一切做買賣的人
[00:00:42.000 --> 00:00:45.000]  就把店裡面的人一切的人都趕出去
[00:00:45.000 --> 00:00:47.000]  做買賣的人都趕出去
[00:00:47.000 --> 00:00:49.000]  可能當中有的兄姊妹
[00:00:49.000 --> 00:00:52.000]  不是很熟知第一世紀聖殿山的情景
[00:00:52.000 --> 00:00:55.000]  也許當中有一些弟兄姊妹不太熟悉
[00:00:55.000 --> 00:00:58.000]  在第一世紀當中聖殿裡面的場景
[00:00:58.000 --> 00:01:01.000]  我花兩三分鐘去介紹一下
[00:01:01.000 --> 00:01:04.000]  讓我花兩三分鐘的時間去介紹一下
[00:01:04.000 --> 00:01:07.000]  聖殿山是一個很大的平台
[00:01:07.000 --> 00:01:09.000]  聖殿山是一個很大的平台
[00:01:09.000 --> 00:01:12.000]  是一個人工做出來的大平台
[00:01:12.000 --> 00:01:15.000]  是一個人工做出來的一個大的平台
[00:01:15.000 --> 00:01:18.000]  當然它本身就是一個小山幽靈
[00:01:18.000 --> 00:01:20.000]  當然它也是一個小山丘
[00:01:20.000 --> 00:01:26.000]  在上面除了建有非常之美的我們說大嬉律的聖殿之外
[00:01:26.000 --> 00:01:31.000]  在當中除了建有我們所謂的大嬉律的聖殿以外
[00:01:31.000 --> 00:01:34.000]  就是耶穌基督肉身在世的時候
[00:01:34.000 --> 00:01:36.000]  所見到的很輝煌的聖殿
[00:01:36.000 --> 00:01:39.000]  也是耶穌基督在世的時候
[00:01:39.000 --> 00:01:42.000]  看到的非常輝煌的一個聖殿
[00:01:42.000 --> 00:01:44.000]  這個聖殿
[00:01:44.000 --> 00:01:45.000]  這個聖殿
[00:01:45.000 --> 00:01:48.000]  甚至比起所羅門極榮華的年代
[00:01:48.000 --> 00:01:51.000]  甚至比起所羅門極榮華的時代
[00:01:51.000 --> 00:01:53.000]  還要輝煌
[00:01:53.000 --> 00:01:56.000]  它整個的建築佈局
[00:01:56.000 --> 00:01:58.000]  它整個建築的佈局
[00:01:58.000 --> 00:02:01.000]  特別是在外邦人院的一個地方
[00:02:01.000 --> 00:02:05.000]  特別是從外邦人遠遠的一個地方
[00:02:05.000 --> 00:02:09.000]  那個地方是一個非常之大的平台和廣場
[00:02:09.000 --> 00:02:12.000]  那個是一個非常大的平台和廣場
[00:02:12.000 --> 00:02:14.000]  用我們今天現代人的話
[00:02:14.000 --> 00:02:16.000]  讓我們用今天現代人的話語
[00:02:16.000 --> 00:02:18.000]  可以說那個是聖殿廣場
[00:02:18.000 --> 00:02:22.000]  那個可以說是一個聖殿廣場
[00:02:22.000 --> 00:02:24.000]  可以數以千計
[00:02:24.000 --> 00:02:27.000]  甚至近萬人在那裡聚集都容納到
[00:02:27.000 --> 00:02:31.000]  數以千計甚至上萬人也可以容納得到
[00:02:31.000 --> 00:02:33.000]  這個這麼大的廣場
[00:02:33.000 --> 00:02:35.000]  這個那麼大的廣場
[00:02:35.000 --> 00:02:38.000]  本來是開放給外邦人
[00:02:38.000 --> 00:02:41.000]  在那裡去認識以色列上主的地方
[00:02:41.000 --> 00:02:44.000]  本來就是開放給外邦人
[00:02:44.000 --> 00:02:47.000]  去認識以色列上主的地方
[00:02:47.000 --> 00:02:51.000]  因為以色列人那種選民的心態是很牢固
[00:02:51.000 --> 00:02:54.000]  因為以色列那個選民的心態非常地牢固
[00:02:54.000 --> 00:02:59.000]  他們接納外邦人去認識親近耶和華上主
[00:02:59.000 --> 00:03:03.000]  他們接納外邦人去認識親近耶和華上主
[00:03:03.000 --> 00:03:07.000]  但他們接納不到外邦人要進入以色列人院
[00:03:07.000 --> 00:03:11.000]  可是他們接納不到外邦人進入以色列人院
[00:03:11.000 --> 00:03:13.000]  所以就相傳有一道門
[00:03:13.000 --> 00:03:15.000]  所以相傳有一道門
[00:03:15.000 --> 00:03:19.000]  就是在《仕途行傳》給我們知道的美門
[00:03:19.000 --> 00:03:24.000]  就是在《仕途行傳》我們看到的那道美門
[00:03:24.000 --> 00:03:28.000]  這道美門就成為了外邦人和以色列人的一道門
[00:03:28.000 --> 00:03:32.000]  這道美門就成為以色列還有外邦人的一道門
[00:03:32.000 --> 00:03:35.000]  外邦人是不可以穿過這個美門
[00:03:35.000 --> 00:03:37.000]  外邦人是不能穿過那道美門
[00:03:37.000 --> 00:03:41.000]  因為只有以色列人才可以進到以色列人院裡面
[00:03:41.000 --> 00:03:44.000]  因為只有以色列人才可以進到以色列人院裡面
[00:03:44.000 --> 00:03:46.000]  我講了這麼大堆你知不知道我講什麼
[00:03:46.000 --> 00:03:51.000]  我講了那麼多你聽得懂我在說什麼嗎
[00:03:51.000 --> 00:03:54.000]  其實我想講的就是本來外邦人院的設計
[00:03:54.000 --> 00:03:58.000]  是聖殿裡面唯一的地方
[00:03:58.000 --> 00:04:00.000]  我想說的是外邦人院的設計
[00:04:00.000 --> 00:04:03.000]  本來是聖殿裡面唯一的地方
[00:04:03.000 --> 00:04:05.000]  給外邦人敬拜上帝
[00:04:05.000 --> 00:04:08.000]  給外邦人敬拜上帝的
[00:04:08.000 --> 00:04:09.000]  除了這裡
[00:04:09.000 --> 00:04:10.000]  除了這裡
[00:04:10.000 --> 00:04:12.000]  在聖殿再沒有其他角落
[00:04:12.000 --> 00:04:15.000]  在聖殿裡面再沒有任何的角落
[00:04:15.000 --> 00:04:18.000]  是接納這些外邦人去認識上主
[00:04:18.000 --> 00:04:21.000]  可以接納外邦人進去裡面認識上主
[00:04:21.000 --> 00:04:24.000]  你看到上主那份普懷凶世
[00:04:24.000 --> 00:04:27.000]  你看到上主那份普懷凶世
[00:04:27.000 --> 00:04:29.000]  拯救萬民的心懷嗎
[00:04:29.000 --> 00:04:31.000]  拯救萬民的心嗎
[00:04:31.000 --> 00:04:35.000]  就在那個以色列選民仍然情緒高漲的年代
[00:04:35.000 --> 00:04:40.000]  就在那個以色列選民仍然情緒高漲的年代
[00:04:40.000 --> 00:04:44.000]  上帝一早就為外邦人打開了一個平台
[00:04:44.000 --> 00:04:47.000]  上帝一早就為外邦人打開了一個平台
[00:04:47.000 --> 00:04:50.000]  讓外邦人可以在那裡敬拜認識他
[00:04:50.000 --> 00:04:52.000]  讓外邦人可以在裡面認識他
[00:04:52.000 --> 00:04:56.000]  為什麼耶穌要在那裡推倒別人的桌子呢
[00:04:56.000 --> 00:05:00.000]  為什麼耶穌要進去裡面把桌子全部都推倒呢
[00:05:00.000 --> 00:05:05.000]  一切做買賣的兌換銀錢的都推倒了
[00:05:05.000 --> 00:05:10.000]  一切做買賣的兌換銀錢的都推倒了
[00:05:10.000 --> 00:05:12.000]  因為聖殿的主事集團
[00:05:12.000 --> 00:05:15.000]  因為聖殿的主事集團
[00:05:15.000 --> 00:05:19.000]  他真的把外邦人廣場變成一個商場
