
[00:00:00.000 --> 00:00:02.000]  各位聽眾各位早晨
[00:00:02.000 --> 00:00:05.000]  大家知道今天是福音的主日
[00:00:05.000 --> 00:00:07.000]  也都是我們無論是信耶穌的
[00:00:07.000 --> 00:00:09.000]  未曾信耶穌的
[00:00:09.000 --> 00:00:12.000]  我們需要常常思想福音
[00:00:12.000 --> 00:00:16.000]  簡單來說福音就是上帝愛世人
[00:00:16.000 --> 00:00:18.000]  藉著耶穌基督
[00:00:18.000 --> 00:00:21.000]  叫我們進入祂的愛裡面
[00:00:21.000 --> 00:00:26.000]  我們需要常常去回想這個這麼重要的福音
[00:00:26.000 --> 00:00:30.000]  也是你和整個人類世界的盼望
[00:00:30.000 --> 00:00:32.000]  我們今天在一起祈禱
[00:00:32.000 --> 00:00:35.000]  我們求神將福音賜入我們每個人的心中
[00:00:35.000 --> 00:00:41.000]  創造天地的主
[00:00:41.000 --> 00:00:44.000]  每當我們抬頭望天
[00:00:44.000 --> 00:00:48.000]  每當我們思想你自己的存在
[00:00:48.000 --> 00:00:50.000]  你的偉大
[00:00:50.000 --> 00:00:52.000]  你的尊榮
[00:00:52.000 --> 00:00:55.000]  主我們的心就敬拜你
[00:00:55.000 --> 00:00:58.000]  主你不單單坐在天上的寶座
[00:00:58.000 --> 00:01:01.000]  你掌管著人類的歷史
[00:01:01.000 --> 00:01:05.000]  你更加是那位慈愛的上帝
[00:01:05.000 --> 00:01:07.000]  你是愛的源頭
[00:01:07.000 --> 00:01:10.000]  主當我們見到在人世間
[00:01:10.000 --> 00:01:12.000]  很多的爭鬥
[00:01:12.000 --> 00:01:14.000]  很多的仇殺
[00:01:14.000 --> 00:01:16.000]  但是主我們知道
[00:01:16.000 --> 00:01:19.000]  你的愛永不改變
[00:01:19.000 --> 00:01:21.000]  你仍然以你的大愛
[00:01:21.000 --> 00:01:25.000]  來不斷的呼喚人來歸向你
[00:01:25.000 --> 00:01:27.000]  主今天我們到你的面前
[00:01:27.000 --> 00:01:30.000]  我們祈求主讓我們中間的每一個
[00:01:30.000 --> 00:01:34.000]  我們都能夠領受你的慈愛
[00:01:34.000 --> 00:01:36.000]  也都在你的愛當中
[00:01:36.000 --> 00:01:38.000]  我們被你改變
[00:01:38.000 --> 00:01:40.000]  以致我們都能夠在這個世界中
[00:01:40.000 --> 00:01:44.000]  都可以活出那種愛的生命
[00:01:44.000 --> 00:01:46.000]  主我們仰望你這段時間
[00:01:46.000 --> 00:01:48.000]  引導我們的心思
[00:01:48.000 --> 00:01:50.000]  帶領我們進入你的真理裡面
[00:01:50.000 --> 00:01:52.000]  我們仰望祈禱
[00:01:52.000 --> 00:01:54.000]  奉耶穌基督性命求
[00:01:54.000 --> 00:01:56.000]  阿們
[00:01:56.000 --> 00:02:00.000]  今天跟大家思想是與神和好
[00:02:00.000 --> 00:02:04.000]  最近大家看報紙可能都會留意到
[00:02:04.000 --> 00:02:06.000]  最近報章有幾多提及到
[00:02:06.000 --> 00:02:08.000]  關於一些家庭的情況
[00:02:08.000 --> 00:02:10.000]  特別有提到有一些家庭
[00:02:10.000 --> 00:02:12.000]  有一些自閉症的小朋友
[00:02:12.000 --> 00:02:16.000]  大家都體會在過程中不容易
[00:02:16.000 --> 00:02:21.000]  當然也都有一些讓我們很難過的事情發生了
[00:02:21.000 --> 00:02:23.000]  但同時我們看到一個報道
[00:02:23.000 --> 00:02:25.000]  講到關於一個家庭
[00:02:25.000 --> 00:02:28.000]  兩個小朋友都是自閉症
[00:02:28.000 --> 00:02:31.000]  而且年紀都大二十多歲
[00:02:31.000 --> 00:02:34.000]  但是在報道這個爸爸的時候
[00:02:34.000 --> 00:02:36.000]  令我心裡面很驚訝
[00:02:36.000 --> 00:02:40.000]  因為這個父親本來是一位建築師
[00:02:40.000 --> 00:02:42.000]  但是他很愛惜他的子女
[00:02:42.000 --> 00:02:44.000]  所以寧願放棄自己的職業
[00:02:44.000 --> 00:02:48.000]  他就在家裡專心照顧兩個孩子成長
[00:02:48.000 --> 00:02:50.000]  他很願意付出代價
[00:02:50.000 --> 00:02:52.000]  在報道過程當中
[00:02:52.000 --> 00:02:54.000]  看到兩個孩子雖然都不小了
[00:02:54.000 --> 00:02:57.000]  但是在爸爸旁邊依傍著爸爸
[00:02:57.000 --> 00:02:59.000]  一種很親密的關係
[00:02:59.000 --> 00:03:02.000]  一起聊天一起看書
[00:03:02.000 --> 00:03:03.000]  這個爸爸說
[00:03:03.000 --> 00:03:05.000]  沒錯過去都很辛酸
[00:03:05.000 --> 00:03:08.000]  但是現在體會到一種很溫馨的關係
[00:03:08.000 --> 00:03:10.000]  能夠跟兩個孩子可以一起
[00:03:10.000 --> 00:03:12.000]  常常可以相處
[00:03:12.000 --> 00:03:15.000]  也都看到他們一路的成長
[00:03:15.000 --> 00:03:19.000]  生命能夠改變是因為愛
[00:03:19.000 --> 00:03:22.000]  孩子沒錯有很多他們的難處
[00:03:22.000 --> 00:03:24.000]  但是愛惜孩子的父母
[00:03:24.000 --> 00:03:27.000]  體會到那種愛的關係
[00:03:27.000 --> 00:03:30.000]  能夠去改變一切
[00:03:30.000 --> 00:03:32.000]  也都能夠帶來一種
[00:03:32.000 --> 00:03:37.000]  很美善和好的家人的關係
[00:03:37.000 --> 00:03:39.000]  我想到聖經裡面描述
[00:03:39.000 --> 00:03:41.000]  我們有一位天上的父親
[00:03:41.000 --> 00:03:43.000]  這位天上的父親
[00:03:43.000 --> 00:03:45.000]  他創造我們的生命
[00:03:45.000 --> 00:03:49.000]  沒錯當我們被神所創造的時候
[00:03:49.000 --> 00:03:51.000]  是美善的生命
[00:03:51.000 --> 00:03:54.000]  但是當人要離開上帝
[00:03:54.000 --> 00:03:57.000]  覺得我不想跟隨哪一個
[00:03:57.000 --> 00:03:59.000]  我想自己作主
[00:03:59.000 --> 00:04:02.000]  我想任意來生活
[00:04:02.000 --> 00:04:04.000]  在那個時候人犯罪
[00:04:04.000 --> 00:04:07.000]  人離開創造他的主
[00:04:07.000 --> 00:04:10.000]  但是心裡面開始經歷很多的不安
[00:04:10.000 --> 00:04:13.000]  經歷很多的苦困
[00:04:13.000 --> 00:04:15.000]  直到他知道
[00:04:15.000 --> 00:04:19.000]  回到一位創造他的主的生命中
[00:04:19.000 --> 00:04:22.000]  他才經歷真正的平安
[00:04:22.000 --> 00:04:24.000]  當我們回到聖經這麼重要的
[00:04:24.000 --> 00:04:26.000]  福音的訊息的時候
[00:04:26.000 --> 00:04:27.000]  我們就想回主耶穌
[00:04:27.000 --> 00:04:29.000]  祂曾經說過幾個比喻
[00:04:29.000 --> 00:04:32.000]  正在描述這一種的情況
