
[00:00:00.000 --> 00:00:01.120]  弟兄們 平安
[00:00:01.120 --> 00:00:05.840]  在1988年有一本書
[00:00:05.840 --> 00:00:12.680]  書名叫做《1988年教會被提的八十八個理由》
[00:00:12.680 --> 00:00:19.000]  作者就預測耶穌將在1988年回來
[00:00:19.000 --> 00:00:22.080]  然後世界末日就即將來到
[00:00:22.080 --> 00:00:27.160]  當年這一本書的銷量超過四百萬本
[00:00:28.200 --> 00:00:30.880]  然後到了1988年12月
[00:00:30.880 --> 00:00:34.840]  所有的書店都急著要把這本書賣掉
[00:00:34.840 --> 00:00:40.240]  因為一旦進入1989就賣不出去了
[00:00:40.240 --> 00:00:44.280]  結果我們都知道1988年什麼事都沒發生
[00:00:44.280 --> 00:00:47.200]  所以這一個作者又出了一本書
[00:00:47.200 --> 00:00:52.840]  叫做《1989年教會被提的八十九個理由》
[00:00:52.840 --> 00:00:57.440]  很顯然這本書的銷路大不如前
[00:00:58.320 --> 00:01:00.440]  其實歷世歷代以來
[00:01:00.440 --> 00:01:05.240]  這種對於世界末日的預測層出不窮 對嗎
[00:01:05.240 --> 00:01:07.360]  但是你不要相信
[00:01:07.360 --> 00:01:10.520]  的確根據聖經
[00:01:10.520 --> 00:01:13.400]  永恆的天國跟永恆的地獄
[00:01:13.400 --> 00:01:16.080]  正等待人類歷史的終結
[00:01:16.080 --> 00:01:19.080]  但是聖經也告訴我們
[00:01:19.080 --> 00:01:21.720]  祖來的日子沒有人能知道
[00:01:21.720 --> 00:01:26.240]  因為如果人可以知道世界末日是哪一天
[00:01:27.400 --> 00:01:29.240]  那我想絕大多數的人
[00:01:29.240 --> 00:01:32.400]  都會玩到世界末日的前一天
[00:01:32.400 --> 00:01:34.840]  才認罪悔改
[00:01:34.840 --> 00:01:40.600]  正因為聖經不告訴我們世界末日是哪一天
[00:01:40.600 --> 00:01:44.000]  所以那一位創造我們愛我們的耶穌
[00:01:44.000 --> 00:01:48.560]  為了確保我們可以跟祂度過永恆的天國
[00:01:48.560 --> 00:01:51.960]  他在聖經的最後一卷書《啟示錄》
[00:01:51.960 --> 00:01:54.880]  寫了七封信給教會
[00:01:55.800 --> 00:02:00.600]  提醒我們每一天都要警醒等候主的再來
[00:02:00.600 --> 00:02:04.120]  我之前講到已經提到三間教會
[00:02:04.120 --> 00:02:06.200]  今天是第四間
[00:02:06.200 --> 00:02:09.000]  叫推亞推拉教會
[00:02:09.000 --> 00:02:12.920]  這間教會沒有受到什麼太大的逼迫
[00:02:12.920 --> 00:02:16.680]  他們身處在一個思想開放的城市
[00:02:16.680 --> 00:02:20.760]  其實推亞推拉這個城市就像加州一樣的
[00:02:20.760 --> 00:02:23.920]  存在一種對任何事物
[00:02:24.200 --> 00:02:27.160]  都無所謂的寬容文化
[00:02:27.160 --> 00:02:32.280]  所以推亞推拉也開始這個教會變得很粗心
[00:02:32.280 --> 00:02:36.440]  他容許一些的邪惡進入他們的教會
[00:02:36.440 --> 00:02:40.120]  我們來看經文在《啟示錄》第二章十八到十九節說
[00:02:40.120 --> 00:02:43.280]  你要寫信給推亞推拉教會的使者說
