
[00:00:00.000 --> 00:00:02.000]  我們先來試試祈禱
[00:00:02.000 --> 00:00:04.760]  我們天父求祢幫助我們
[00:00:04.760 --> 00:00:07.120]  能夠在耶穌基督的身上
[00:00:07.120 --> 00:00:09.880]  去學會如何去面對著一個
[00:00:09.880 --> 00:00:13.400]  不公、暴力、腐敗的社會
[00:00:13.400 --> 00:00:17.000]  我們看到現在我們身處的地方
[00:00:17.000 --> 00:00:18.200]  這個世界各地
[00:00:18.200 --> 00:00:20.600]  總是好像有很多的聲音
[00:00:20.600 --> 00:00:24.560]  看到世界越來越亂
[00:00:24.560 --> 00:00:29.280]  又好像有很多聲音去鼓吹我們
[00:00:29.280 --> 00:00:30.960]  做一些事情去回應
[00:00:30.960 --> 00:00:32.640]  我求祢幫助
[00:00:32.640 --> 00:00:35.400]  從哈穆先知與你的對話
[00:00:35.400 --> 00:00:37.400]  能夠稍微了解你自己
[00:00:37.400 --> 00:00:41.840]  要我們如何在亂世裡面
[00:00:41.840 --> 00:00:43.160]  為主作見證
[00:00:43.160 --> 00:00:43.880]  因待我們
[00:00:43.880 --> 00:00:45.080]  奉耶穌基督的名禱
[00:00:45.080 --> 00:00:45.800]  阿們
[00:00:45.800 --> 00:00:49.640]  哈穆先知一開始去問神的一句話
[00:00:49.640 --> 00:00:50.760]  就是我耶穌說
[00:00:50.760 --> 00:00:53.480]  我呼求祢不應運
[00:00:53.480 --> 00:00:55.280]  要到什麼時候呢?
[00:00:55.280 --> 00:00:57.280]  英文就容易記一點
[00:00:58.440 --> 00:01:01.360]  就是Oh Lord, How long?
[00:01:01.360 --> 00:01:02.960]  Oh Lord, How long?
[00:01:02.960 --> 00:01:05.360]  主啊,要等多久?
[00:01:05.360 --> 00:01:08.720]  通常我們說這句話的時候
[00:01:08.720 --> 00:01:11.200]  都是自己很不耐煩的時候
[00:01:11.200 --> 00:01:15.080]  近幾個月
[00:01:15.080 --> 00:01:18.200]  我太太都不斷去問這句話
[00:01:18.200 --> 00:01:19.360]  Oh Lord, How long?
[00:01:19.360 --> 00:01:20.120]  為什麼呢?
[00:01:20.120 --> 00:01:21.560]  因為就是為了這件事
[00:01:21.560 --> 00:01:23.160]  請去那幅圖畫那裡
[00:01:23.160 --> 00:01:24.080]  是的
[00:01:24.080 --> 00:01:26.600]  就是她懷著一個嬰兒
[00:01:26.600 --> 00:01:28.440]  很辛苦的
[00:01:28.440 --> 00:01:29.880]  如果大家見過太太
[00:01:29.880 --> 00:01:31.120]  她的個子不是很大
[00:01:31.120 --> 00:01:34.880]  懷著一個嬰兒對她來說是很麻煩的
[00:01:34.880 --> 00:01:36.440]  再加上我們有大兒子
[00:01:36.440 --> 00:01:38.840]  又嬰兒又吵
[00:01:38.840 --> 00:01:40.680]  所以經常說主啊,要等多久?
[00:01:40.680 --> 00:01:41.280]  出生了沒有?
[00:01:41.280 --> 00:01:42.680]  出生了
[00:01:42.680 --> 00:01:45.800]  現在坐月子又要等
[00:01:45.800 --> 00:01:48.920]  因為原來傷口埋伏的過程都很困難
[00:01:48.920 --> 00:01:51.560]  這幾天她都要吃止痛藥去止住
[00:01:51.560 --> 00:01:53.960]  有時候我們人生不同一些的
[00:01:53.960 --> 00:01:55.600]  我們覺得不如意的狀態
[00:01:55.600 --> 00:01:56.920]  都會問這句話
[00:01:56.920 --> 00:01:59.400]  Oh Lord, How long?
[00:01:59.400 --> 00:02:01.920]  可能大家聽到的時候
[00:02:01.920 --> 00:02:04.160]  都常常在問這句話
[00:02:04.160 --> 00:02:05.760]  就是主啊,還要聽多久?
[00:02:05.760 --> 00:02:07.880]  Oh Lord, How long?
[00:02:07.880 --> 00:02:10.080]  但是當我們這樣問的時候
[00:02:10.080 --> 00:02:12.880]  我們想達到一些我們預期的結果
[00:02:12.880 --> 00:02:15.920]  但是好像神一天都不讓我們去見到
[00:02:15.920 --> 00:02:18.800]  近日不論是我自己團契
[00:02:18.800 --> 00:02:21.080]  還是有其他團契的一些參與
[00:02:21.080 --> 00:02:26.360]  都去做一些罪
[00:02:26.360 --> 00:02:29.200]  我們稱之為一個擂台
[00:02:29.200 --> 00:02:30.200]  福音擂台
[00:02:30.200 --> 00:02:32.640]  有沒有一些方的問題
[00:02:32.640 --> 00:02:33.840]  大家想去回答的
[00:02:33.840 --> 00:02:34.720]  想去了解的
[00:02:34.720 --> 00:02:35.600]  先問給我
[00:02:35.600 --> 00:02:37.720]  然後我預備再回答大家
[00:02:37.720 --> 00:02:39.800]  發覺原來
[00:02:39.800 --> 00:02:42.360]  我當初以為應該很多人問的
[00:02:42.360 --> 00:02:43.880]  就是一些科學的問題
[00:02:43.880 --> 00:02:46.160]  就是究竟是創造論
[00:02:46.160 --> 00:02:48.240]  還是進化論對呢?
[00:02:48.240 --> 00:02:50.400]  因為我的年代是問這些問題的
[00:02:50.400 --> 00:02:51.320]  但是
[00:02:51.320 --> 00:02:53.240]  無論在我自己的團契
[00:02:53.240 --> 00:02:55.240]  還是其他團契去了解的時候
[00:02:55.240 --> 00:02:58.280]  原來多數人已經不問科學問題了
[00:02:58.280 --> 00:02:59.640]  現在人們問來問去
[00:02:59.640 --> 00:03:00.960]  為什麼有苦難?
[00:03:00.960 --> 00:03:02.160]  個人的苦難
[00:03:02.160 --> 00:03:03.160]  社會的苦難
[00:03:03.160 --> 00:03:04.360]  世界的苦難
[00:03:04.360 --> 00:03:05.720]  種種的時候
[00:03:05.720 --> 00:03:06.960]  我發覺原來
[00:03:06.960 --> 00:03:09.560]  今天人們最常問的問題
[00:03:09.560 --> 00:03:13.160]  某程度上都是哈勃谷仙之常問的問題
[00:03:13.160 --> 00:03:14.920]  所以我們選了這本書去講
[00:03:14.920 --> 00:03:16.200]  也似乎是適切的
[00:03:16.200 --> 00:03:17.400]  不過我承認
[00:03:17.400 --> 00:03:18.840]  都不容易去回答
[00:03:20.440 --> 00:03:23.960]  若果苦難只是短暫的一般
[00:03:23.960 --> 00:03:26.040]  都不當是苦難
[00:03:26.040 --> 00:03:27.280]  因為很快過去了
[00:03:27.280 --> 00:03:29.280]  我們忘記了
[00:03:29.280 --> 00:03:30.880]  但是苦難
[00:03:30.880 --> 00:03:33.400]  就因為是耐
[00:03:33.400 --> 00:03:36.200]  我們以為明天會更好
[00:03:36.200 --> 00:03:38.240]  明天會好起來
[00:03:38.240 --> 00:03:39.920]  但是不知為何
[00:03:39.920 --> 00:03:41.000]  我們等下一天
[00:03:41.000 --> 00:03:41.920]  等下一兩天
[00:03:41.920 --> 00:03:42.560]  一年
[00:03:42.560 --> 00:03:44.240]  十年
[00:03:44.240 --> 00:03:45.200]  我們都發覺
[00:03:45.200 --> 00:03:47.080]  很多我們覺得不如意的事情
[00:03:47.080 --> 00:03:48.920]  都仍然是這個時候
[00:03:48.920 --> 00:03:50.760]  我們覺得那是苦難
[00:03:50.760 --> 00:03:53.920]  所以哈勃谷仙之發問的第一個問題
[00:03:53.920 --> 00:03:55.280]  不是問為什麼
[00:03:55.280 --> 00:03:57.240]  為什麼是他第二個問題
[00:03:57.240 --> 00:04:00.240]  就是說你為何使我看見罪孽
[00:04:00.240 --> 00:04:03.640]  你為何坐視姦惡呢?
[00:04:03.640 --> 00:04:06.440]  哈勃谷仙之問的第一個問題
[00:04:06.440 --> 00:04:09.120]  是Oh Lord, how long?
[00:04:09.120 --> 00:04:10.680]  不僅是他問
[00:04:10.680 --> 00:04:13.640]  詩篇很多的作者在他們的苦難裡面
[00:04:13.640 --> 00:04:16.240]  不斷用這個問題去問
[00:04:16.240 --> 00:04:18.120]  Oh Lord, how long?
[00:04:18.120 --> 00:04:19.280]  也因為這樣
[00:04:19.280 --> 00:04:21.400]  在基督教界的學術裡面
[00:04:21.400 --> 00:04:23.800]  有一個很出名的神學家
[00:04:23.800 --> 00:04:25.320]  前幾年也講過
[00:04:25.320 --> 00:04:27.720]  港九培靈經會的D.A. Carson
[00:04:27.720 --> 00:04:28.880]  卡遜博士
[00:04:28.880 --> 00:04:30.160]  應該是中文列祖
[00:04:30.160 --> 00:04:32.800]  他其中一本很出名的書
[00:04:32.800 --> 00:04:35.360]  是講苦難觀的
[00:04:35.360 --> 00:04:37.240]  也是用這個名字
[00:04:37.240 --> 00:04:38.840]  How long? Oh Lord
[00:04:38.840 --> 00:04:40.840]  就是在講苦難的問題
[00:04:40.840 --> 00:04:41.600]  怎麼樣呢?
[00:04:41.600 --> 00:04:45.600]  今天我們就從哈勃谷仙之與神的對話
[00:04:45.600 --> 00:04:49.600]  我們稍為很快做一點歸納
[00:04:49.600 --> 00:04:53.600]  成卷書究竟哈勃谷仙與神對話的心路歷程
[00:04:53.600 --> 00:04:55.920]  如何去面對苦難這個觀念
[00:04:55.920 --> 00:04:58.880]  慢慢與神對話的時候有所改變
