
[00:00:00.000 --> 00:00:04.440]  今日我們一齊思想一個主題
[00:00:04.440 --> 00:00:06.440]  「跟隨耶穌愛受敵」
[00:00:06.440 --> 00:00:10.000]  我一齊打開《路加福音》第六章
[00:00:10.000 --> 00:00:11.360]  《新約聖經》
[00:00:11.360 --> 00:00:13.360]  《路加福音》第六章
[00:00:13.360 --> 00:00:15.320]  《新約聖經》
[00:00:15.320 --> 00:00:17.320]  《路加福音》第六章
[00:00:17.320 --> 00:00:19.800]  第27到36節
[00:00:19.800 --> 00:00:21.040]  找到的
[00:00:21.040 --> 00:00:24.080]  很想用啟認的方式
[00:00:24.080 --> 00:00:25.840]  我讀單數的節數
[00:00:25.840 --> 00:00:28.840]  請弟兄姊妹讀雙數的節數
[00:00:28.840 --> 00:00:34.000]  《路加福音》第六章第27節
[00:00:34.000 --> 00:00:38.080]  「只是我告訴你們這聽到的人
[00:00:38.080 --> 00:00:40.880]  你們的受敵要愛他
[00:00:40.880 --> 00:00:43.560]  恨你們的要待他好」
[00:00:43.560 --> 00:00:49.760]  (聽到的)
[00:00:49.760 --> 00:00:51.560]  「有人打你這邊的臉
[00:00:51.560 --> 00:00:54.440]  連那邊的臉也由他打
[00:00:54.440 --> 00:00:56.040]  有人奪你的外衣
[00:00:56.040 --> 00:00:58.440]  連女衣也由他拿去」
[00:00:58.440 --> 00:01:04.760]  (聽到的)
[00:01:04.760 --> 00:01:07.080]  「你們願意人怎樣待你們
[00:01:07.080 --> 00:01:09.640]  你們也要怎樣待人」
[00:01:09.640 --> 00:01:17.960]  (聽到的)
[00:01:17.960 --> 00:01:21.120]  「你們若善待那善待你們的人
[00:01:21.120 --> 00:01:23.040]  有甚麼可酬謝的呢
[00:01:23.040 --> 00:01:25.320]  就是罪人也是這樣行」
[00:01:25.320 --> 00:01:35.560]  (聽到的)
[00:01:35.560 --> 00:01:37.320]  「你們都要愛受敵
[00:01:37.320 --> 00:01:39.000]  也要善待他們
[00:01:39.000 --> 00:01:43.200]  並且並要謝給人不只妄想還
[00:01:43.200 --> 00:01:45.480]  你們的賞賜就必大了
[00:01:45.480 --> 00:01:48.400]  你們也必作至高者的兒子
[00:01:48.400 --> 00:01:52.720]  因為他恩待那忘恩的和作惡的」
[00:01:52.720 --> 00:01:58.800]  (聽到的)
[00:01:58.800 --> 00:02:05.880]  我們在這半年裏一直思想跟隨耶穌
[00:02:05.880 --> 00:02:08.120]  跟隨主耶穌
[00:02:08.120 --> 00:02:11.640]  信仰和拜菩薩是不同的
[00:02:11.640 --> 00:02:15.280]  信耶穌和拜菩薩是不一樣的
[00:02:15.280 --> 00:02:21.240]  拜完菩薩就可以做你喜歡做的事
[00:02:21.240 --> 00:02:23.920]  但信耶穌卻不是這樣
[00:02:23.920 --> 00:02:25.400]  當你信耶穌
[00:02:25.400 --> 00:02:27.240]  你就要跟隨耶穌
[00:02:27.240 --> 00:02:31.120]  學耶穌的模式去生活
[00:02:31.120 --> 00:02:33.400]  去理道去實行
[00:02:33.400 --> 00:02:34.720]  頂姐妹
[00:02:34.720 --> 00:02:37.040]  我們是耶穌的門徒
[00:02:37.040 --> 00:02:40.200]  你有沒有跟隨耶穌
[00:02:40.200 --> 00:02:43.600]  跟隨耶穌不是坐在這裏聽一篇道
[00:02:43.600 --> 00:02:45.240]  就是等於跟隨耶穌
[00:02:45.240 --> 00:02:48.480]  跟隨耶穌是你走出這個房間
[00:02:48.480 --> 00:02:49.840]  走出這個禮堂
[00:02:49.840 --> 00:02:55.480]  你仍然可以將耶穌的說話實踐出來
[00:02:55.480 --> 00:02:56.360]  頂姐妹
[00:02:56.360 --> 00:02:59.120]  信耶穌不是在星期日的事
[00:02:59.120 --> 00:03:02.320]  信耶穌是你每一天的事
[00:03:02.320 --> 00:03:04.920]  在上一個月
[00:03:04.920 --> 00:03:09.040]  美國丹佛一間戲院裏
[00:03:09.040 --> 00:03:12.320]  正在播放蝙蝠俠
[00:03:12.320 --> 00:03:13.920]  在首映禮裏
[00:03:13.920 --> 00:03:16.360]  突然有個年青人衝進來
[00:03:16.360 --> 00:03:18.360]  亂槍掃射
[00:03:18.360 --> 00:03:20.720]  結果有十人死亡
[00:03:20.720 --> 00:03:26.920]  五十多人受傷
[00:03:26.920 --> 00:03:29.240]  他有什麼病呢?
[00:03:29.240 --> 00:03:31.560]  上星期柳姑娘問
[00:03:31.560 --> 00:03:33.360]  你有沒有病?
[00:03:33.360 --> 00:03:35.160]  你有沒有病?
[00:03:35.160 --> 00:03:38.240]  究竟人有什麼病?
[00:03:38.240 --> 00:03:41.400]  你有沒有想過人有什麼病?
[00:03:41.400 --> 00:03:44.000]  這些病是驗身驗不到的
[00:03:44.000 --> 00:03:45.920]  這些病是看不到的
[00:03:45.920 --> 00:03:48.360]  在心靈裏面
[00:03:48.360 --> 00:03:51.160]  人究竟有什麼病?
[00:03:51.160 --> 00:03:53.160]  你有沒有一些病
[00:03:53.160 --> 00:03:55.880]  是你自己都不知道的
[00:03:55.880 --> 00:03:59.200]  而是你需要去處理
[00:03:59.200 --> 00:04:04.360]  在1991年11月
[00:04:04.360 --> 00:04:07.560]  同樣發生一件槍擊事件
[00:04:07.560 --> 00:04:11.240]  在美國的艾奧華大學裏面
[00:04:11.240 --> 00:04:13.680]  有一位從中國而來
[00:04:13.680 --> 00:04:18.240]  剛剛獲得太空物理博士
[00:04:18.240 --> 00:04:20.240]  一位中國留學生
[00:04:20.240 --> 00:04:22.240]  他的名字叫做盧剛
[00:04:22.240 --> 00:04:25.040]  1991年
[00:04:25.040 --> 00:04:31.800]  差不多20年前
[00:04:31.800 --> 00:04:37.640]  11月的時間
[00:04:37.640 --> 00:04:42.120]  他走進平日大學裏面
[00:04:42.120 --> 00:04:45.920]  的一個物理學大樓當中
[00:04:45.920 --> 00:04:48.880]  去槍殺了五個人
[00:04:48.880 --> 00:04:53.560]  兩個是督導他寫論文的大學教授
[00:04:53.560 --> 00:04:55.760]  一個是他的同學
[00:04:55.760 --> 00:04:58.040]  一個是他的系主任
[00:04:58.040 --> 00:05:00.680]  一個是副校長
[00:05:00.680 --> 00:05:05.360]  然後他自己吞槍自殺
[00:05:05.360 --> 00:05:06.800]  他做這件事
[00:05:06.800 --> 00:05:10.160]  不像上個月在美國做的
[00:05:10.160 --> 00:05:12.320]  亂槍掃射
[00:05:12.320 --> 00:05:13.120]  沒有目的的
[00:05:13.120 --> 00:05:14.560]  都不知道什麼目的的
[00:05:14.560 --> 00:05:16.120]  有人說他買不到門票
[00:05:16.120 --> 00:05:17.360]  所以這樣做
[00:05:17.360 --> 00:05:20.960]  這個取冊是不對的
[00:05:20.960 --> 00:05:23.240]  他是有目的的
[00:05:23.240 --> 00:05:27.600]  他為什麼這樣做呢
[00:05:27.600 --> 00:05:29.520]  他在做這件事的時候
[00:05:29.520 --> 00:05:32.800]  他寫了一封信給他姐姐
[00:05:32.800 --> 00:05:37.560]  這封信說他吞了那口氣
[00:05:37.560 --> 00:05:40.560]  所以他叫姐姐不要難過
[00:05:40.560 --> 00:05:45.240]  要找幾個人和他一起陪葬
[00:05:45.240 --> 00:05:58.280]  一位年輕人派出去讀博士
[00:05:58.280 --> 00:06:00.080]  本來很有前途
[00:06:00.080 --> 00:06:04.120]  為什麼他要這樣做呢
[00:06:04.120 --> 00:06:06.920]  他另一封聲明信
[00:06:06.920 --> 00:06:12.680]  說他吞不下那口氣
[00:06:12.680 --> 00:06:14.480]  他覺得很冤屈
[00:06:14.480 --> 00:06:16.840]  他覺得很多問題
[00:06:16.840 --> 00:06:21.280]  他覺得他的教授針對他
[00:06:21.280 --> 00:06:23.720]  校方又包容這個教授
[00:06:23.720 --> 00:06:27.840]  並且系主任也支持這個教授
[00:06:27.840 --> 00:06:30.240]  結果他通通殺了
[00:06:30.240 --> 00:06:33.640]  然後他的第四段
[00:06:33.640 --> 00:06:35.040]  他很遺憾
[00:06:35.040 --> 00:06:37.200]  他要採取這麼極端的手法
[00:06:37.200 --> 00:06:39.720]  來解決他的冤仇
[00:06:39.720 --> 00:06:41.440]  這不是他的錯
[00:06:41.440 --> 00:06:45.200]  而是大學應該對這個不幸的結局
[00:06:45.200 --> 00:06:48.120]  來負上應該的責任
[00:06:48.120 --> 00:06:51.560]  人心裏面充滿著仇恨
[00:06:51.560 --> 00:06:53.880]  以致他受到不公平的對待
[00:06:53.880 --> 00:06:56.280]  他感覺自己受到不公平的對待
[00:06:56.280 --> 00:06:58.960]  他就用一個更加不公平的手段
[00:06:58.960 --> 00:07:00.880]  來對待人
[00:07:00.880 --> 00:07:04.360]  他覺得有些人拍馬逢成人
[00:07:04.360 --> 00:07:07.760]  結果是否應該被殺
[00:07:07.760 --> 00:07:12.520]  或者他受壓一個不同意見的學者
[00:07:12.520 --> 00:07:15.640]  是否應該被殺
[00:07:15.640 --> 00:07:20.360]  甚至一個偏聽偏信的副校長
[00:07:20.360 --> 00:07:24.040]  是否應該被殺死
[00:07:24.040 --> 00:07:26.280]  這位中國留生成長
[00:07:26.280 --> 00:07:30.440]  是一個充滿著憎恨鬥爭
[00:07:30.440 --> 00:07:32.120]  時時有很多敵人
[00:07:32.120 --> 00:07:37.400]  要反革命要殺革命黨
[00:07:37.400 --> 00:07:39.760]  他就是一個這樣的環境成長
[00:07:39.760 --> 00:07:43.120]  裏面充滿著很多的仇恨
[00:07:43.120 --> 00:07:48.360]  丁子妹你怎樣去對待那些得罪你的人呢?
[00:07:48.360 --> 00:07:53.880]  你怎樣去對待那些曾經傷害你的人呢?
[00:07:53.880 --> 00:07:55.800]  在你和人的接觸裏面
[00:07:55.800 --> 00:07:58.240]  你有沒有曾經被人傷害過?
[00:07:58.240 --> 00:08:00.760]  小側就被人戳背
[00:08:00.760 --> 00:08:02.200]  有沒有被人戳過?
[00:08:02.200 --> 00:08:05.160]  我想每個人都有
[00:08:05.160 --> 00:08:07.960]  你可能被人戳過背
[00:08:07.960 --> 00:08:11.080]  重則的你甚至被人出賣
[00:08:11.080 --> 00:08:15.160]  有一次我聽一個youtube
[00:08:15.160 --> 00:08:20.280]  聽一個牧師和一個電台主持的談話
[00:08:20.280 --> 00:08:23.640]  這個談話是偷錄的
[00:08:23.640 --> 00:08:26.360]  這個電台主持打電話給牧師
[00:08:26.360 --> 00:08:28.880]  因為是朋友
[00:08:28.880 --> 00:08:31.440]  這個電台主持
[00:08:31.440 --> 00:08:34.520]  一個民間的電台
[00:08:34.520 --> 00:08:37.600]  問牧師一些敏感的問題
[00:08:37.600 --> 00:08:39.640]  牧師不如有詐
[00:08:39.640 --> 00:08:42.560]  就在電話裏面講一下他的看法
[00:08:42.560 --> 00:08:44.360]  然後牧師就很聰明地問
[00:08:44.360 --> 00:08:48.560]  你現在是不是在做節目?
[00:08:48.560 --> 00:08:51.480]  牧師就隱藏了自己在做節目
[00:08:51.480 --> 00:08:52.960]  繼續講
[00:08:52.960 --> 00:08:55.720]  其實這些全部在大戲中
[00:08:55.720 --> 00:08:57.400]  每個人都聽得到
[00:08:57.400 --> 00:08:58.640]  你說多慘
[00:08:58.640 --> 00:09:02.200]  那位牧師無論是對是錯
[00:09:02.200 --> 00:09:03.800]  他都被人傷害了
[00:09:03.800 --> 00:09:08.280]  我不知道牧師後來怎樣對待這位弟兄
[00:09:08.280 --> 00:09:10.600]  這樣對待他
[00:09:10.600 --> 00:09:12.960]  在現實的生活裏面
[00:09:12.960 --> 00:09:17.280]  你有沒有遇到不跟你見解的一樣的人
[00:09:17.280 --> 00:09:23.280]  你怎樣處理那些不跟你見解的人
[00:09:23.280 --> 00:09:25.960]  在人際的關係裏面
[00:09:25.960 --> 00:09:30.680]  耶穌教導我們不單要去愛人
[00:09:30.680 --> 00:09:36.680]  並且要愛我們的仇敵
[00:09:36.680 --> 00:09:40.600]  在今天我們所讀的聖經裏面
[00:09:40.600 --> 00:09:42.320]  在這段聖經裏面
[00:09:42.320 --> 00:09:45.640]  他講了甚麼是愛仇敵
[00:09:45.640 --> 00:09:50.240]  他告訴我們為何我們要愛我們的仇敵
[00:09:50.240 --> 00:09:54.840]  究竟我們怎樣能夠有力量去愛我們的仇敵
