
[00:00:00.000 --> 00:00:05.160]  今天和大家一起分享聖經
[00:00:05.160 --> 00:00:06.940]  其實今天有一個題目
[00:00:06.940 --> 00:00:12.400]  題目叫做「活出我是誰」
[00:00:12.400 --> 00:00:16.120]  我立刻想這個題目的時候
[00:00:16.120 --> 00:00:18.100]  想叫大家問一問
[00:00:18.100 --> 00:00:21.480]  你問一下你旁邊那個
[00:00:21.480 --> 00:00:22.940]  你知不知道我是誰
[00:00:22.940 --> 00:00:25.820]  不過你旁邊那個不要回答他
[00:00:25.820 --> 00:00:28.120]  我知道你是朱鏡明牧師
[00:00:28.120 --> 00:00:30.240]  不要回答這些,你問一下他
[00:00:30.240 --> 00:00:31.280]  你知不知道我是誰
[00:00:31.280 --> 00:00:32.660]  看看旁邊那個怎樣回答你
[00:00:32.660 --> 00:00:34.040]  你知不知道我是誰
[00:00:34.040 --> 00:00:35.740]  好,你問一下,真的要問
[00:00:35.740 --> 00:00:37.960]  你知不知道我是誰
[00:00:37.960 --> 00:00:43.400]  旁邊那個要回答的
[00:00:43.400 --> 00:00:44.560]  回答了是甚麼
[00:00:44.560 --> 00:00:48.000]  有甚麼答案,說來聽聽
[00:00:48.000 --> 00:00:51.040]  就是朱鏡明牧師
[00:00:51.040 --> 00:00:52.440]  回答一下,有沒有?
[00:00:52.440 --> 00:00:53.960]  沒有的,我聽不到
[00:00:53.960 --> 00:00:57.480]  有甚麼答案
[00:00:57.480 --> 00:01:01.840]  郭Sir,有甚麼答案
[00:01:01.840 --> 00:01:03.000]  有甚麼答案
[00:01:03.000 --> 00:01:03.760]  你問了旁邊那個
[00:01:03.760 --> 00:01:10.320]  我是誰,他知不知道你是誰
[00:01:10.320 --> 00:01:12.960]  很可愛那個,真好
[00:01:12.960 --> 00:01:16.000]  大家可能會有不同的答案
[00:01:16.000 --> 00:01:19.240]  不過其實今天我想問
[00:01:19.240 --> 00:01:21.560]  這個題目其實我很想說一說
[00:01:21.560 --> 00:01:23.560]  大家要知道其實我們一班人
[00:01:23.560 --> 00:01:25.240]  相信耶穌的人聚集
[00:01:25.240 --> 00:01:27.640]  其實我們是誰呢
[00:01:27.640 --> 00:01:29.040]  這個很重要
[00:01:29.040 --> 00:01:30.600]  我們其實很簡單
[00:01:30.600 --> 00:01:32.640]  很多人說我們就是基督徒
[00:01:32.640 --> 00:01:36.200]  是,不過基督徒是甚麼意思
[00:01:36.200 --> 00:01:37.680]  基督徒是甚麼意思
[00:01:37.680 --> 00:01:39.840]  是學誰的
[00:01:39.840 --> 00:01:40.960]  學耶穌的人
[00:01:40.960 --> 00:01:42.800]  所以其實當我們知道
[00:01:42.800 --> 00:01:44.400]  我們是學耶穌的人
[00:01:44.400 --> 00:01:45.560]  其實是很不同的
[00:01:45.560 --> 00:01:47.800]  我們的身份上是很不同
[00:01:47.800 --> 00:01:49.360]  這個認同
[00:01:49.360 --> 00:01:52.640]  這個對身份的認定是非常重要的
[00:01:52.640 --> 00:01:55.520]  今天和大家看的聖經
[00:01:55.520 --> 00:01:57.000]  就是保羅說的
[00:01:57.000 --> 00:01:59.800]  關於基督徒其實應該是怎樣的
[00:01:59.800 --> 00:02:01.200]  他有甚麼的表達
[00:02:01.200 --> 00:02:02.760]  經文在哪裏呢
[00:02:02.760 --> 00:02:06.640]  經文在羅馬書十三章八到十四節
[00:02:06.640 --> 00:02:07.640]  已經有了
[00:02:07.640 --> 00:02:13.520]  我們一齊慢慢讀這一段的經文
[00:02:13.520 --> 00:02:15.320]  來了,一齊了
[00:02:15.320 --> 00:02:18.320]  凡事都不可虧欠人
[00:02:18.320 --> 00:02:20.840]  唯有彼此相愛
[00:02:20.840 --> 00:02:23.320]  要常以為虧欠
[00:02:23.320 --> 00:02:27.200]  因為愛人的就完全了律法
[00:02:27.200 --> 00:02:29.200]  像那不可姦淫
[00:02:29.200 --> 00:02:30.560]  不可殺人
[00:02:30.560 --> 00:02:32.000]  不可偷渡
[00:02:32.000 --> 00:02:33.720]  不可撞牙
[00:02:33.720 --> 00:02:35.680]  或有別的誡命
[00:02:35.680 --> 00:02:40.080]  都包在愛人如己這一句話之內
[00:02:40.080 --> 00:02:42.680]  愛是不加害於人的
[00:02:42.680 --> 00:02:45.960]  所以愛就完全了律法
[00:02:45.960 --> 00:02:52.080]  在者,你們曉得現今就是該趁早睡醒的時候
[00:02:52.080 --> 00:02:54.040]  因為我們得救
[00:02:54.040 --> 00:02:57.960]  現今比初信的時候更勤了
[00:02:57.960 --> 00:03:00.960]  黑夜已深,白晝將近
[00:03:00.960 --> 00:03:05.120]  所以我們就當脫去那暗昧的行為
[00:03:05.120 --> 00:03:07.640]  戴上光明的兵器
[00:03:07.640 --> 00:03:10.400]  行事為人就要端正
[00:03:10.400 --> 00:03:12.680]  好將行在白晝
[00:03:12.680 --> 00:03:14.880]  不可謊言醉酒
[00:03:14.880 --> 00:03:16.920]  不可好色邪蕩
[00:03:16.920 --> 00:03:19.080]  不可憎勁嫉妒
[00:03:19.080 --> 00:03:22.120]  總要披戴主耶穌基督
[00:03:22.120 --> 00:03:24.560]  不要為肉體安排
[00:03:24.560 --> 00:03:26.440]  去放縱肆慾
[00:03:26.440 --> 00:03:28.600]  我們再讀十四節一次
[00:03:28.600 --> 00:03:36.720]  總要披戴主耶穌基督
[00:03:36.720 --> 00:03:38.960]  不要為肉體安排
[00:03:38.960 --> 00:03:40.600]  去放縱肆慾
[00:03:40.600 --> 00:03:42.280]  我們一起去祈禱
[00:03:42.280 --> 00:03:45.240]  主,我們來到祢面前
[00:03:45.240 --> 00:03:48.360]  心裏面很渴想
[00:03:48.360 --> 00:03:50.440]  很渴想,我們的心靈裏面
[00:03:50.440 --> 00:03:53.320]  很渴想能夠來到祢面前
[00:03:53.320 --> 00:03:55.600]  主,我們心靈裏面很渴想
[00:03:55.600 --> 00:03:58.920]  祢,祢的活水來滋潤我們
[00:03:58.920 --> 00:04:02.200]  所以主,願聖靈就是活水的泉源
[00:04:02.200 --> 00:04:05.520]  來我們的生命裏面滋潤我們
[00:04:05.520 --> 00:04:08.800]  讓我們真的能夠明白祢的話的時候
[00:04:08.800 --> 00:04:12.480]  我們的生命裏面是能夠得著能力
[00:04:12.480 --> 00:04:15.120]  能夠活出
[00:04:15.120 --> 00:04:16.480]  或者不是活出
[00:04:16.480 --> 00:04:19.120]  而是湧出
[00:04:19.120 --> 00:04:20.520]  祢的生命
[00:04:20.520 --> 00:04:23.240]  所以主,願祢的靈來充滿我們
[00:04:23.240 --> 00:04:25.080]  願講的、聽的
[00:04:25.080 --> 00:04:27.200]  我們都是飲於一位聖靈
[00:04:27.200 --> 00:04:30.320]  以致我們的生命常常能夠榮耀耶穌你
[00:04:30.320 --> 00:04:32.080]  多謝耶穌與我們同在
[00:04:32.080 --> 00:04:34.480]  逢主明求,阿們
[00:04:34.480 --> 00:04:38.720]  還未解釋聖經,我還是喜歡講故事的
[00:04:38.720 --> 00:04:42.360]  很久之前有一個煮菜很厲害的人
[00:04:42.360 --> 00:04:44.440]  他的名字叫未絕
[00:04:44.440 --> 00:04:47.320]  未到的未,絕是絕頂的絕
[00:04:47.320 --> 00:04:50.880]  這個未絕收了兩個徒弟
[00:04:50.880 --> 00:04:53.480]  分別是,他都有名的,兩個徒弟
[00:04:53.480 --> 00:04:55.920]  一個叫未知
[00:04:55.920 --> 00:04:57.320]  未知,知道的知
[00:04:57.320 --> 00:04:59.200]  一個叫未情
[00:04:59.200 --> 00:05:01.920]  你猜到了是吧
[00:05:01.920 --> 00:05:03.200]  猜到了是吧
[00:05:03.200 --> 00:05:05.320]  未知是怎樣的呢?說一下
[00:05:05.320 --> 00:05:08.920]  未知,他真的對廚藝無一不精
[00:05:08.920 --> 00:05:10.280]  即是什麼都知道
[00:05:10.280 --> 00:05:14.840]  你叫他煮什麼菜
[00:05:14.840 --> 00:05:16.440]  什麼菜你跟他說
[00:05:16.440 --> 00:05:18.720]  他都懂得煮
[00:05:18.720 --> 00:05:22.760]  而且他很熟悉廚藝的歷史
[00:05:22.760 --> 00:05:25.360]  很多方面都很清楚
[00:05:25.360 --> 00:05:26.480]  不僅如此
[00:05:26.480 --> 00:05:29.680]  他下廚是井井有條
[00:05:29.680 --> 00:05:32.360]  煮的菜大家拍案叫絕
[00:05:32.360 --> 00:05:33.960]  未情又怎樣呢?
[00:05:33.960 --> 00:05:37.560]  未情煮菜都煮得很好
[00:05:37.560 --> 00:05:39.880]  不過他吃他的菜很特別
[00:05:39.880 --> 00:05:41.360]  你不知道為何吃了之後
[00:05:41.360 --> 00:05:44.360]  很多感受在裏面翻騰著
[00:05:44.360 --> 00:05:46.040]  有時候笑笑
[00:05:46.040 --> 00:05:49.840]  有時候想起一些往事又在哭
[00:05:49.840 --> 00:05:52.560]  很多感受在裏面湧現
[00:05:52.560 --> 00:05:54.360]  多有層次
[00:05:54.360 --> 00:05:58.640]  兩個徒弟煮菜各有千秋
[00:05:58.640 --> 00:06:01.440]  未絕師父就想
[00:06:01.440 --> 00:06:06.400]  我的飲食王國應該交給哪個徒弟呢?
[00:06:06.400 --> 00:06:08.200]  他就想來想去
[00:06:08.200 --> 00:06:09.880]  最後想到一個方法
[00:06:09.880 --> 00:06:11.240]  他就叫兩個徒弟來
[00:06:11.240 --> 00:06:12.960]  未知未情你來
[00:06:12.960 --> 00:06:14.520]  我派你一個任務
[00:06:14.520 --> 00:06:16.560]  兩個徒弟就想
[00:06:16.560 --> 00:06:17.800]  什麼任務?
[00:06:17.800 --> 00:06:21.840]  這個任務好像是要選接班人
[00:06:21.840 --> 00:06:24.040]  當然是上刀山
[00:06:24.040 --> 00:06:25.520]  然後下什麼
[00:06:25.520 --> 00:06:27.280]  當然要很辛苦
[00:06:27.280 --> 00:06:30.120]  不過原來師父就說很簡單
[00:06:30.120 --> 00:06:33.080]  你去我們附近的後巷
[00:06:33.080 --> 00:06:35.000]  那裏有個老乞丐
[00:06:35.000 --> 00:06:36.840]  只要你們兩個煮菜
[00:06:36.840 --> 00:06:37.840]  隨便一個
[00:06:37.840 --> 00:06:39.400]  煮菜給這個老乞丐吃
[00:06:39.400 --> 00:06:42.000]  這個老乞丐滿意的話
[00:06:42.000 --> 00:06:45.080]  那個就成為我的接班人
[00:06:45.080 --> 00:06:47.520]  嘩!容易嗎?
[00:06:47.520 --> 00:06:49.160]  容易嗎?
[00:06:49.160 --> 00:06:50.200]  容易嗎?
[00:06:50.200 --> 00:06:51.600]  老乞丐而已
[00:06:51.600 --> 00:06:53.360]  你煮什麼就怎樣?
[00:06:53.360 --> 00:06:54.320]  就吃吧
[00:06:54.320 --> 00:06:55.160]  還說那麼多
[00:06:55.160 --> 00:06:56.320]  兩個就說
[00:06:56.320 --> 00:06:57.600]  嘩!真是很棒
[00:06:57.600 --> 00:06:59.760]  兩個鬥快就跑去了
[00:06:59.760 --> 00:07:02.560]  跑去之後就在附近煮
[00:07:02.560 --> 00:07:05.840]  嘩!煮了很多很好吃的菜
[00:07:05.840 --> 00:07:07.680]  放在地上
[00:07:07.680 --> 00:07:08.320]  沒辦法
[00:07:08.320 --> 00:07:09.000]  人家在地上
[00:07:09.000 --> 00:07:09.960]  放在地上
[00:07:09.960 --> 00:07:11.880]  就給這個老乞丐吃
[00:07:11.880 --> 00:07:14.760]  想著這麼棒的菜
[00:07:14.760 --> 00:07:17.120]  那個老乞丐就拿一個筷子給老乞丐
[00:07:17.120 --> 00:07:18.640]  那未知的菜又放在那裏
[00:07:18.640 --> 00:07:19.560]  未情又放在那裏
[00:07:19.560 --> 00:07:20.560]  他吃
[00:07:20.560 --> 00:07:23.720]  吃完之後
[00:07:23.720 --> 00:07:26.880]  接著他吃未知的就放下
[00:07:26.880 --> 00:07:27.880]  吃未情的
[00:07:27.880 --> 00:07:30.120]  表情是一模一樣的
[00:07:30.120 --> 00:07:31.720]  嘩!不合胃口
[00:07:31.720 --> 00:07:35.080]  不合胃口又怎樣?
[00:07:35.080 --> 00:07:36.360]  不合胃口就再煮
[00:07:36.360 --> 00:07:37.560]  又煮
[00:07:37.560 --> 00:07:39.720]  如是者煮了一段時間
