
[00:00:00.000 --> 00:00:03.520]  我地一齊低頭,我地再次做個禱告先啦
[00:00:03.520 --> 00:00:06.600]  天父我地感謝你,因為你比我地有禱告嘅權柄
[00:00:06.600 --> 00:00:09.480]  有禱告嘅福分,亦都有禱告嘅自由
[00:00:09.480 --> 00:00:12.240]  以致我地能夠嚟到你面前嘅傾心吐意
[00:00:12.240 --> 00:00:15.960]  將我地心裏面所想所求嘅帶到你面前
[00:00:15.960 --> 00:00:17.960]  至於嚟緊我地聽到嘅時候
[00:00:17.960 --> 00:00:20.600]  求你就親自臨格喺我地當中
[00:00:20.600 --> 00:00:22.920]  並且我地心裏面嘅禱告
[00:00:22.920 --> 00:00:24.600]  喺一路聽到嘅時候
[00:00:24.600 --> 00:00:26.840]  都係能夠蒙你自己月立
[00:00:26.840 --> 00:00:28.840]  亦求你使用你自己嘅個人嘅口
[00:00:28.840 --> 00:00:31.800]  以致你嘅話能夠超越你本人嘅軟弱
[00:00:31.800 --> 00:00:33.960]  嚟到眾靈姐妹嘅心中
[00:00:33.960 --> 00:00:36.800]  激勵我地,鼓勵我地,責備我地
[00:00:36.800 --> 00:00:38.600]  並且做依治嘅工作
[00:00:38.600 --> 00:00:41.240]  以致我地能夠聽到之後
[00:00:41.240 --> 00:00:45.240]  唔單止領受,更加能夠承受你到帶嚟嘅福氣
[00:00:45.240 --> 00:00:49.080]  聽我地禱告,奉耶穌你聖名,阿們
[00:00:49.080 --> 00:00:50.800]  咁個節目先同我講呢就係
[00:00:50.800 --> 00:00:54.760]  你地呢一輪都會講到關於係祈禱啦
[00:00:54.760 --> 00:00:56.760]  即係講到關於一個祈禱嘅系列啦
[00:00:56.760 --> 00:01:00.760]  咁我諗祈禱對於每個基督徒嚟講唔會陌生啦
[00:01:00.760 --> 00:01:05.680]  係咪,你一信耶穌嗰刻其實你已經祈禱啦
[00:01:05.680 --> 00:01:09.120]  咪你一定要祈禱去接受耶穌基督啦
[00:01:09.120 --> 00:01:10.800]  咁喺香港我地成日唱一首歌
[00:01:10.800 --> 00:01:12.720]  我諗呢度都可能唱過啦係咪
[00:01:12.720 --> 00:01:14.560]  個副歌都係咁講係咪
[00:01:14.560 --> 00:01:17.440]  每一次我祈禱,大山被挪移
[00:01:17.440 --> 00:01:22.840]  係咪,道路被鋪平,使列國歸向你
[00:01:22.840 --> 00:01:26.560]  我地睇見就係好多嘅祈禱嘅見證
[00:01:26.560 --> 00:01:28.360]  我地亦都聽過就係
[00:01:28.360 --> 00:01:33.320]  禱告能改變萬事,禱告能改變世界
[00:01:33.320 --> 00:01:35.640]  我想問一問大家啦,即係大家誠實
[00:01:35.640 --> 00:01:37.640]  舉舉手啫,冇乜所謂㗎
[00:01:37.640 --> 00:01:40.120]  咁呢就,即係唔會有咩後果嘅
[00:01:40.120 --> 00:01:42.120]  咁呢就,我想問下就係
[00:01:42.120 --> 00:01:45.800]  你又聽過呢啲歌啦,你自己又禱告過啦係咪
[00:01:45.800 --> 00:01:48.800]  有幾多在我當中嘅基督徒你覺得
[00:01:48.800 --> 00:01:52.600]  祈禱對於一個基督徒嚟講呢係十分重要嘅
[00:01:52.600 --> 00:01:54.760]  請舉一舉手,十分重要
[00:01:54.760 --> 00:01:56.560]  大部分啦係咪
[00:01:56.560 --> 00:01:59.040]  咁第二個問題就係
[00:01:59.040 --> 00:02:03.720]  大家有冇經歷過,即係咁耐做基督徒啦
[00:02:03.720 --> 00:02:07.040]  有冇經歷過禱告蒙英運嘅,請舉手
[00:02:07.040 --> 00:02:09.200]  禱告蒙英運又係大部分啦係咪
[00:02:09.200 --> 00:02:11.680]  呢啲引導性問題嘅啫係咪
[00:02:11.680 --> 00:02:14.720]  咁第三個問題就想問
[00:02:14.720 --> 00:02:18.320]  咁我想問下,就係當中有幾多弟兄姊妹
[00:02:18.320 --> 00:02:20.800]  係每日加埋祈禱
[00:02:20.800 --> 00:02:23.200]  係超過十五分鐘嘅
[00:02:23.200 --> 00:02:26.480]  請舉一舉手,超過十五分鐘嘅
[00:02:26.480 --> 00:02:29.720]  冇㗎嘛,大半已經
[00:02:29.720 --> 00:02:33.200]  咁我想問下,有幾多人每日
[00:02:33.200 --> 00:02:35.360]  同人溝通嘅
[00:02:35.360 --> 00:02:38.400]  人啦,唔係神呀,同人溝通嘅
[00:02:38.400 --> 00:02:41.480]  加加埋埋有超過十五分鐘嘅,請舉手
[00:02:41.480 --> 00:02:43.040]  大部分啦係咪
[00:02:43.040 --> 00:02:45.680]  好奇怪一樣嘢就係
[00:02:45.680 --> 00:02:49.680]  你,我哋明明知道禱告好重要
[00:02:49.680 --> 00:02:52.920]  係咪,頭腦知識知道啦,我哋信仰好多都係咁㗎啦
[00:02:52.920 --> 00:02:55.280]  係咪,我哋知道嗰樣嘢重要,要去做
[00:02:55.280 --> 00:02:56.760]  但係我哋冇去做啦
[00:02:56.760 --> 00:02:59.200]  我哋有經歷過禱告蒙英雲
[00:02:59.200 --> 00:03:03.080]  係咪,呢樣嘢唔係假㗎,係咪,我哋經歷過㗎
[00:03:03.080 --> 00:03:07.880]  但係點解我哋花咁少時間每日去祈禱呢,係咪
[00:03:07.880 --> 00:03:09.560]  我哋
[00:03:09.560 --> 00:03:11.840]  唔係唔識去祈禱喎,我諗
[00:03:11.840 --> 00:03:15.320]  喺crosspoint我哋用過好多時間去學
[00:03:15.320 --> 00:03:17.080]  點樣去祈禱啦,係咪
[00:03:17.080 --> 00:03:19.600]  唔係唔知道,唔係唔識點樣做
[00:03:19.600 --> 00:03:21.800]  但係點解我哋花咁少時間去做呢
[00:03:21.800 --> 00:03:25.360]  咁有好多嘅禱告裏面嘅疑惑啦
[00:03:25.360 --> 00:03:28.840]  但係疑惑之先當然最重要嘅嘢就係我哋懶惰啦
[00:03:28.840 --> 00:03:32.000]  係咪,做基督徒或者我哋知而不行啦,唔去做啦
[00:03:32.000 --> 00:03:35.280]  但係對於禱告嚟講,好多基督徒包括我自己在內
[00:03:35.280 --> 00:03:38.360]  喺初信一路成長嘅階段裏面
[00:03:38.360 --> 00:03:41.360]  我都對祈禱有好多嘅疑惑
[00:03:41.360 --> 00:03:44.640]  喺起先,當啱啱信主冇幾耐嘅時候
[00:03:44.640 --> 00:03:49.360]  我就問牧師,我話牧師,我應該點樣祈禱呢
[00:03:49.360 --> 00:03:54.360]  於是當時牧師就話畀我知,你應該按住神嘅心意去禱告
[00:03:54.360 --> 00:03:58.200]  係咪,呢啲最屬靈嘅說話,我哋牧師最興講呢啲嘢係咪
[00:03:58.200 --> 00:04:03.760]  咁於是我就追問佢,我話咁咩叫做神嘅心意先,係咪
[00:04:03.760 --> 00:04:07.400]  咁於是牧師就搬出一大堆嘅屬靈嘅名詞
[00:04:07.400 --> 00:04:13.840]  係咪,包括你禱告要認罪啦
[00:04:13.840 --> 00:04:18.280]  禱告要謙卑啦,係咪,禱告要有信心啦
[00:04:18.280 --> 00:04:22.240]  於是我就用咁樣嘅態度去祈禱
[00:04:22.240 --> 00:04:26.280]  當每逢我禱告唔蒙英雲嘅時候,我就好多罪疚咁
[00:04:26.280 --> 00:04:31.480]  我係咪因為有啲罪未認清就去禱告,所以唔蒙英雲呢
[00:04:31.480 --> 00:04:34.520]  於是我就去發掘自己仲有啲咩罪
[00:04:34.520 --> 00:04:37.320]  要喺神面前認清唔好阻礙咗
[00:04:37.320 --> 00:04:40.160]  禱告達到呢一個嘅天上
[00:04:40.160 --> 00:04:45.000]  好似啟祖裡面所講嘅,我哋禱告好似金香爐裏面嘅香咁樣
[00:04:45.000 --> 00:04:49.120]  去升上去到耶穌基督嘅面前
[00:04:49.120 --> 00:04:53.560]  又或者我會懷疑自己,我係咪缺乏信心,係咪無信心
[00:04:53.560 --> 00:04:56.400]  所以咪禱告唔蒙英雲囉
[00:04:56.400 --> 00:05:01.240]  或者係咪我唔得謙卑,所以禱告唔蒙英雲呢
[00:05:01.240 --> 00:05:06.800]  另外一個疑惑就係,究竟聖經裏面有冇一啲嘅方程式
[00:05:06.800 --> 00:05:10.040]  我哋見到聖經裏面有好多屬靈偉人嘅祈禱
[00:05:10.040 --> 00:05:13.160]  咁我又試過跟啲屬靈偉人嘅禱告
[00:05:13.160 --> 00:05:15.760]  佢哋咁樣祈禱,神又應允佢
[00:05:15.760 --> 00:05:19.680]  於是我就跟摩西嘅祈禱,跟約書亞嘅祈禱
[00:05:19.680 --> 00:05:23.320]  跟薩姆爾嘅祈禱,跟住佢啦
[00:05:23.320 --> 00:05:25.840]  學到就得啦,但係又唔得喎
[00:05:25.840 --> 00:05:29.800]  咁我就諗,咁我有咩事應該祈禱呢
[00:05:29.800 --> 00:05:33.360]  頂尖會員有冇諗過,咩事應該祈禱呀
[00:05:33.360 --> 00:05:37.880]  邊個喺選擇配偶嘅時候會祈禱呀,證據受
[00:05:37.880 --> 00:05:41.480]  即係過去咗都算啦,係咪
[00:05:41.480 --> 00:05:46.280]  大件嘅事,或者讀大學嘅時候,或者搵工嘅時候
[00:05:46.280 --> 00:05:50.120]  或者以前你讀書嘅時候,考試嘅時候你都會祈禱
[00:05:50.120 --> 00:05:53.560]  但係咩叫做大事呢,咩叫細事呢
[00:05:53.560 --> 00:05:55.520]  細事係咪唔應該祈禱呢
[00:05:55.520 --> 00:05:58.800]  大家去超級市場買支牙膏會唔會祈禱呀
[00:05:58.800 --> 00:06:00.000]  會唔會呀
[00:06:00.000 --> 00:06:05.640]  喂,可能好大劑㗎喎,買錯牌子可能蛀牙㗎喎
[00:06:05.640 --> 00:06:07.040]  咁你會唔會祈禱呀
[00:06:07.040 --> 00:06:11.760]  或者你去呢一個嘅大華九九買包米呢個牌子
[00:06:11.760 --> 00:06:14.400]  你會唔會祈禱先去買呀
[00:06:14.400 --> 00:06:18.640]  係咪,咁你要諗嘅就係你點樣去決定咩係大事
[00:06:18.640 --> 00:06:20.560]  咩係小事,係咪
[00:06:20.560 --> 00:06:23.800]  一陣去飲茶嘅時候,去到五月花門口
[00:06:23.800 --> 00:06:25.680]  你會唔會祈禱搵到個位呀
[00:06:25.680 --> 00:06:31.920]  係咪,即係可以順利去飲茶或者係祈禱拍車拍到位呀
[00:06:31.920 --> 00:06:33.760]  喂,咩叫大事咩叫小事呢
[00:06:33.760 --> 00:06:35.600]  咁我哋,我又唔識點分
[00:06:35.600 --> 00:06:37.800]  咪牧師佢都唔識點同你分
[00:06:37.800 --> 00:06:40.040]  咁咩事應該祈禱呢
[00:06:40.040 --> 00:06:42.120]  仲有一件嘅事就係
[00:06:42.120 --> 00:06:45.360]  成日我哋基督徒俾人去話我哋
[00:06:45.360 --> 00:06:51.680]  係一班double talk,即係阿Q嘅一種嘅基督徒
[00:06:51.680 --> 00:06:53.840]  就話當你禱告蒙英文嘅時候
[00:06:53.840 --> 00:06:55.600]  你就感謝主啦,係咪
[00:06:55.600 --> 00:06:57.480]  神英文我禱告
[00:06:57.480 --> 00:06:59.760]  但當禱告唔蒙英文嘅時候呢
[00:06:59.760 --> 00:07:00.800]  我哋又感謝主喎
