
[00:00:00.000 --> 00:00:03.820]  其實就算你讀書讀到研究院
[00:00:03.820 --> 00:00:07.680]  做了一個博士 醫學博士也好
[00:00:07.680 --> 00:00:10.400]  法律博士也好 什麼博士都好
[00:00:10.400 --> 00:00:13.580]  其實你不是停在那裡的
[00:00:13.580 --> 00:00:18.080]  因為真是學無止境 學海無涯的
[00:00:18.080 --> 00:00:22.840]  而且我們完了在社會上這些
[00:00:22.840 --> 00:00:26.420]  一級一級的大學或者研究院之後
[00:00:26.420 --> 00:00:32.420]  還有就是我們要進去生命的學府裏面
[00:00:32.420 --> 00:00:34.640]  就是要學做人
[00:00:34.640 --> 00:00:39.400]  其實知識學問可以有一個標準來量度你
[00:00:39.400 --> 00:00:43.200]  是不是你夠資格可以在研究院畢業呢?
[00:00:43.200 --> 00:00:46.920]  是不是你夠分數可以拿獎呢?
[00:00:46.920 --> 00:00:50.180]  但其實完了那些在頭腦裏面
[00:00:50.180 --> 00:00:53.560]  在知識上面增加了這些階段
[00:00:53.560 --> 00:00:55.760]  就要來學做人
[00:00:55.760 --> 00:00:58.320]  不然的話 當我們有很高的學位
[00:00:58.320 --> 00:01:00.140]  去找一份很好的工作
[00:01:00.140 --> 00:01:02.920]  你知不知道那些人在伯克利畢業
[00:01:02.920 --> 00:01:05.100]  告訴我 讀computer science
[00:01:05.100 --> 00:01:07.260]  不止一個 有好幾個
[00:01:07.260 --> 00:01:11.300]  接著在那裏找工作 找到工作
[00:01:11.300 --> 00:01:16.620]  一年16萬 一年的年薪是16萬
[00:01:16.620 --> 00:01:19.000]  在這裏有時候大學畢業
[00:01:19.000 --> 00:01:22.040]  幾萬元你都很開心的
[00:01:22.040 --> 00:01:24.160]  因為有得給你去學習
[00:01:24.160 --> 00:01:30.220]  甚至有些人他的學位是需要做一些實習的
[00:01:30.220 --> 00:01:32.800]  他們給錢人都要人請他
[00:01:32.800 --> 00:01:35.800]  在他的公司裏給他學習
[00:01:35.800 --> 00:01:39.740]  所以沒有錢賺的 但他們就要去拿經驗
[00:01:39.740 --> 00:01:44.500]  其實真的 我們人是有靈魂體的
[00:01:44.500 --> 00:01:47.100]  不只是我們的魂滿足了
[00:01:47.100 --> 00:01:49.120]  有很高的學歷了
[00:01:49.120 --> 00:01:52.260]  有時候也都加上有好的背景
[00:01:52.260 --> 00:01:55.380]  因為你譬如說在一個很大的家族裏面出生
[00:01:55.380 --> 00:01:57.600]  有很多人支持你
[00:01:57.600 --> 00:02:00.960]  哇 你更加是可以得天獨厚
[00:02:00.960 --> 00:02:05.060]  但是 越是你的生命很容易
[00:02:05.060 --> 00:02:09.360]  很容易地過 好像在溫室裏面長大的
[00:02:09.360 --> 00:02:14.700]  就會越不能夠經得起風雨
[00:02:14.700 --> 00:02:19.780]  這個世界的人不像你家裏人那麽包容你的
[00:02:19.780 --> 00:02:23.300]  那麽包庇你的 那麽支持你的
[00:02:23.300 --> 00:02:26.240]  你做錯了嗎?不要緊 再來一次
[00:02:26.240 --> 00:02:27.860]  外面的人不是這樣的
[00:02:27.860 --> 00:02:30.060]  你做錯了嗎?你要負責任
[00:02:30.060 --> 00:02:32.320]  做錯了嗎?你要有後果
[00:02:32.320 --> 00:02:35.460]  做錯了嗎?麻煩你回家了
[00:02:35.460 --> 00:02:37.240]  沒有人情講的 是不是?
[00:02:37.240 --> 00:02:40.440]  那我們怎麽樣可以去學 學做人呢?
[00:02:40.440 --> 00:02:44.340]  還有在靈性那方面怎麽樣去更進一步呢?
[00:02:44.340 --> 00:02:46.040]  今天跟大家思想的題目是
[00:02:46.040 --> 00:02:49.840]  「不是自滿乃是竭力追求」
[00:02:49.840 --> 00:02:54.420]  在菲律賓書三章十二到十四節
[00:02:54.420 --> 00:02:58.100]  我們很多時候會很自滿 很知足
[00:02:58.100 --> 00:03:01.460]  因為有人教我們知足常樂 是不是?
[00:03:01.460 --> 00:03:04.980]  那就知足一點 不夠都不要緊
[00:03:04.980 --> 00:03:08.540]  在某些物質上是應該這樣的
[00:03:08.540 --> 00:03:12.100]  不要貪心 Enough is enough 是不是?
[00:03:12.100 --> 00:03:13.620]  足夠就是足夠
[00:03:13.620 --> 00:03:16.380]  我經常記得我去安息禮拜聽到一個孫子
[00:03:16.380 --> 00:03:19.900]  在台上告訴我他爺爺怎麽教他
[00:03:19.900 --> 00:03:22.140]  就是說你一生人要記住一句話
[00:03:22.140 --> 00:03:24.480]  Enough is enough
[00:03:24.480 --> 00:03:26.440]  夠就好了 不要再貪了
[00:03:26.440 --> 00:03:29.360]  吃東西也是 你拿這麽多在碟上 你吃不完的
[00:03:29.360 --> 00:03:31.620]  所以拿夠你自己吃就好了
[00:03:31.620 --> 00:03:34.440]  你不飽嗎?再去拿第二次
[00:03:34.440 --> 00:03:38.020]  但是不要一次過拿這麽多 浪費了東西
[00:03:38.020 --> 00:03:41.240]  那個孫子已經是大學畢業 正在工作了
[00:03:41.240 --> 00:03:46.060]  他也站起來說他爺爺怎麽教他
[00:03:46.060 --> 00:03:51.100]  我們有時候太過自滿 不是那麽好
[00:03:51.100 --> 00:03:55.720]  太過覺得知足了 不用拼了 夠了
[00:03:55.720 --> 00:03:59.640]  那也不是那麽好 因為不進則退 是不是?
[00:03:59.640 --> 00:04:02.800]  所以我說我不是自滿 我是竭力追求
[00:04:02.800 --> 00:04:05.520]  大家來讀一讀這件聖經 我很喜歡很喜歡
[00:04:05.520 --> 00:04:11.740]  這是十二節 毗拿比書第三章 十二節到十四節
[00:04:11.740 --> 00:04:15.980]  找到之後 大家一起看銀幕 一起來讀 好不好?
[00:04:15.980 --> 00:04:18.140]  在場的人一起讀
[00:04:18.140 --> 00:04:24.020]  「這不是說我已經得著了 已經完全了
[00:04:24.020 --> 00:04:26.860]  我乃是竭力追求
[00:04:26.860 --> 00:04:32.780]  或者可以得著基督耶穌所以得著我的
[00:04:32.780 --> 00:04:38.540]  所以得著我的 或亦所要我得的」
[00:04:38.540 --> 00:04:40.620]  又是十三節
[00:04:40.620 --> 00:04:46.220]  「弟兄們 我不是以為自己已經得著了
[00:04:46.220 --> 00:04:53.640]  我只有一件事 就是忘記背後努力面前的
[00:04:53.640 --> 00:04:57.020]  向著標竿直跑
[00:04:57.020 --> 00:05:05.060]  要得神在基督耶穌裡 從上面召我來得的獎賞」
[00:05:05.060 --> 00:05:06.420]  毗拿比書三十四節
[00:05:06.420 --> 00:05:09.940]  這套大家真的很好 我還沒有放下面那張slide
[00:05:09.940 --> 00:05:11.020]  你已經懂得背了 是不是?
[00:05:11.020 --> 00:05:13.980]  因為實在我們讀天路客這節聖經
[00:05:13.980 --> 00:05:17.700]  不斷地出現 要我們背了它
[00:05:17.700 --> 00:05:22.720]  現在看一下 其實保羅寫這個毗拿比書的時候
[00:05:22.720 --> 00:05:25.240]  他已經是在監獄裏面
[00:05:25.240 --> 00:05:28.240]  所以毗拿比書叫監獄書信
[00:05:28.240 --> 00:05:31.820]  不是最後一次的監獄 這是第一次
[00:05:31.820 --> 00:05:34.840]  他在羅馬坐牢的時候寫的
[00:05:34.840 --> 00:05:36.700]  其實保羅告訴自己
[00:05:36.700 --> 00:05:39.780]  我不可以自悶 我不可以自觸 我不可以驕傲
[00:05:39.780 --> 00:05:45.000]  其實他很有條件自悶自觸 更加可以自傲
[00:05:45.000 --> 00:05:48.140]  為什麼呢?原因在哪裡呢?我們看看
[00:05:48.140 --> 00:05:51.960]  這個就是毗拿比書的上文有提到
[00:05:51.960 --> 00:05:54.600]  保羅其實不需要這麼謙卑
[00:05:54.600 --> 00:05:58.100]  他沒理由說自己還沒有成功 他已經成功了
[00:05:58.100 --> 00:06:01.500]  為什麼呢?第一 他是神的選民
[00:06:01.500 --> 00:06:03.160]  毗拿比書三章五節說
[00:06:03.160 --> 00:06:06.520]  「我第八天受割禮 我自以色列族的
[00:06:06.520 --> 00:06:11.920]  比瓦敏支派的人 是希伯來人所生的希伯來人
[00:06:11.920 --> 00:06:15.380]  就律法說 我自法利塞人」
[00:06:15.380 --> 00:06:17.500]  其實他有很好的背景
[00:06:17.500 --> 00:06:20.780]  因為他是很純種的希伯來人
[00:06:20.780 --> 00:06:24.860]  就是猶太人 你知道舊約裡面他們叫希伯來人
[00:06:24.860 --> 00:06:28.880]  接著他也是受很高的學問
[00:06:28.880 --> 00:06:33.300]  他有私人的老師去教他的
[00:06:33.300 --> 00:06:35.840]  他很熟悉聖經 他是法利塞人
[00:06:35.840 --> 00:06:42.200]  法利塞人是一族分別出來嚴守律法的一幫人
[00:06:42.200 --> 00:06:44.740]  可以說是一些好像修士那樣
[00:06:44.740 --> 00:06:47.640]  他的靈性很高超 很熟悉聖經
[00:06:47.640 --> 00:06:50.940]  他是辯瓦敏支派的人 辯瓦敏更加是
[00:06:50.940 --> 00:06:55.420]  你知不知道辯瓦敏是雅各十二個兒子
[00:06:55.420 --> 00:06:58.860]  唯一一個在英許之地出生的
[00:06:58.860 --> 00:07:03.720]  而且也是雅各最愛的太太拉潔生的
[00:07:03.720 --> 00:07:06.540]  而且在王國分裂之後
[00:07:06.540 --> 00:07:10.700]  辯瓦敏支派是跟隨猶太支派一起
[00:07:10.700 --> 00:07:14.840]  保持對大衛家的效忠
[00:07:14.840 --> 00:07:18.200]  十個支派分了出去 只剩下兩個支派
[00:07:18.200 --> 00:07:22.660]  哪兩個支派?就是猶太和辯瓦敏
[00:07:22.660 --> 00:07:27.580]  辯瓦敏支派更加成為秘魯歸回聖地重建
[00:07:27.580 --> 00:07:30.480]  聖殿也重建聖地
[00:07:30.480 --> 00:07:36.020]  然後是一幫核心的分子
[00:07:36.020 --> 00:07:40.040]  他真的是很純種的猶太人
[00:07:40.040 --> 00:07:47.520]  而且很忠心的效忠於以色列猶太國
[00:07:47.520 --> 00:07:54.040]  而且很久也精通了希伯來文 雅蘭文 菲列文
[00:07:54.040 --> 00:07:56.540]  所以他每樣東西都是精通的
[00:07:56.540 --> 00:08:00.520]  所以他才能寫出十二至十三封的書信
[00:08:00.520 --> 00:08:02.840]  加上希伯來書十三封
[00:08:02.840 --> 00:08:05.640]  因為他真的有這樣的學問 有這樣的背景
[00:08:05.640 --> 00:08:09.380]  對聖經很熟悉 而且有靈裡面的經歷
[00:08:09.380 --> 00:08:14.580]  所以他就真的可以寫這麼多普羅書信給我們
[00:08:14.580 --> 00:08:16.780]  其實今天我們來到美國
[00:08:16.780 --> 00:08:20.160]  每個人都是有一個故事在背後
[00:08:20.160 --> 00:08:24.300]  甚至有很多眼淚 有血有淚
[00:08:24.300 --> 00:08:26.560]  來到美國不是這麼容易的
[00:08:26.560 --> 00:08:31.360]  來到美國成家立室 生兒養女更加不容易
[00:08:31.360 --> 00:08:34.980]  當我們要養一個ABC
[00:08:34.980 --> 00:08:37.540]  就是在這裡出生 但是他是中國人的
[00:08:37.540 --> 00:08:42.460]  我們的下一代 整天就像拔河一樣
[00:08:42.460 --> 00:08:44.940]  你很想他學一些中國文化
[00:08:44.940 --> 00:08:48.220]  他就覺得我不喜歡那些吃中國東西
[00:08:48.220 --> 00:08:52.680]  或者是要背唐詩 要學中文
[00:08:52.680 --> 00:08:56.380]  說一到五就上學 禮拜六就上中文學校
[00:08:56.380 --> 00:08:58.640]  他們有時候會很反感
[00:08:58.640 --> 00:09:02.000]  小的時候還可以 大的時候很反感
[00:09:02.000 --> 00:09:03.280]  所以你問一下他們
[00:09:03.280 --> 00:09:05.740]  你學了這麼多年中文學校 學了些什麼
[00:09:05.740 --> 00:09:08.080]  有些都不記得了
[00:09:08.080 --> 00:09:11.840]  但是當然 去到大學的時候
[00:09:11.840 --> 00:09:15.520]  有的給你選中文的 選國語的
[00:09:15.520 --> 00:09:18.320]  他們就去sign up 又去上課
[00:09:18.320 --> 00:09:21.540]  因為他知道 如果我做醫生能夠多了一種語言
[00:09:21.540 --> 00:09:26.020]  聽起碼會聽國語 廣東話
[00:09:26.020 --> 00:09:29.240]  那我就會多一些病人 是不是?
[00:09:29.240 --> 00:09:32.100]  或者教書多一種語言多好呢
[00:09:32.100 --> 00:09:37.020]  做什麼行業都好 你能夠精通多一些語文是好的
[00:09:37.020 --> 00:09:39.840]  但是不是每個人都可以受教
[00:09:39.840 --> 00:09:44.080]  可以被你這樣去鼓勵他做到的
[00:09:44.080 --> 00:09:47.420]  很多時候半途而廢的
[00:09:47.420 --> 00:09:50.460]  所以其實保羅他做到了
[00:09:50.460 --> 00:09:54.420]  我想他的父母都很為他驕傲的
[00:09:54.420 --> 00:09:58.460]  但是他沒有自滿 他沒有在驕傲
[00:09:58.460 --> 00:10:03.000]  第二 其實保羅很有條件去自滿 自足的
[00:10:03.000 --> 00:10:06.420]  就是他很熱心 無可指責
[00:10:06.420 --> 00:10:08.240]  在《菲律賓書》三章六節說
[00:10:08.240 --> 00:10:10.880]  就熱心說「我是迫不及待教會的」
[00:10:10.880 --> 00:10:15.360]  就律法上的易說「我是無可指責的」
[00:10:15.360 --> 00:10:17.900]  保羅真是的 你看他寫書信
[00:10:17.900 --> 00:10:21.120]  他真是說自己「我活著就是基督」
[00:10:21.120 --> 00:10:24.000]  「你們要效法我 好像我效法基督那樣」
[00:10:24.000 --> 00:10:29.940]  他簡直覺得自己可以學到好像耶穌那樣
[00:10:29.940 --> 00:10:32.820]  雖然當他未曾認識耶穌之前
[00:10:32.820 --> 00:10:36.480]  他以為自己很熱心去逼迫基督教教會
[00:10:36.480 --> 00:10:38.180]  因為他覺得是異端來的
[00:10:38.180 --> 00:10:40.280]  有什麼理由 我們應該信猶太教的
[00:10:40.280 --> 00:10:42.940]  我們應該要只是忠於律法的
[00:10:42.940 --> 00:10:45.500]  現在你又多了耶穌的教訓
[00:10:45.500 --> 00:10:48.820]  耶穌的四福音 這麼多的教導
[00:10:48.820 --> 00:10:51.060]  所以他就很不開心
[00:10:51.060 --> 00:10:56.040]  走去逼迫這些基督徒殘害教會
[00:10:56.040 --> 00:10:57.780]  但是他自己說自己
[00:10:57.780 --> 00:11:01.460]  「我曾經熱心過 但那個熱心是錯的」
[00:11:01.460 --> 00:11:05.840]  「我以為自己無可指責 其實那個是在律法上」
[00:11:05.840 --> 00:11:08.380]  「人認為我很好而已」
[00:11:08.380 --> 00:11:11.880]  「但其實在神的眼中 我是不是真的這麼好呢?」
[00:11:11.880 --> 00:11:15.300]  一個行律法的人是不是都很討神的喜悅呢?
[00:11:15.300 --> 00:11:18.100]  看看你行律法是為了什麼的出發點
[00:11:18.100 --> 00:11:19.460]  有什麼動機
[00:11:19.460 --> 00:11:22.560]  為了要別人稱讚你 為了要指責別人沒有做
[00:11:22.560 --> 00:11:26.460]  因為我做了 這些全部都不討神的 喜歡的
[00:11:26.460 --> 00:11:29.460]  所以他說「我沒什麼好自滿的」
[00:11:29.460 --> 00:11:34.140]  第三 他說「我得著基督為自保」
[00:11:34.140 --> 00:11:37.640]  保羅現在這個是他的心態
[00:11:37.640 --> 00:11:40.060]  他的價值觀是什麼呢?
[00:11:40.060 --> 00:11:44.780]  他說「當這個世界和耶穌基督相比的時候」
[00:11:44.780 --> 00:11:47.340]  「很多東西都變成沒有意義的」
[00:11:47.340 --> 00:11:52.280]  「以前有益的 只是我先前以為與我有益的」
[00:11:52.280 --> 00:11:56.240]  「我現在因基督都當作有損的」
[00:11:56.240 --> 00:12:01.940]  下一節他說「不但如此 我也將萬事當作有損的」
[00:12:01.940 --> 00:12:05.680]  「因我已認識我主基督耶穌為自保」
[00:12:05.680 --> 00:12:11.740]  「我為他已經凋棄萬事 看作糞土 為要得著基督」
[00:12:11.740 --> 00:12:18.160]  這兩節講到保羅的心態 他的價值觀
[00:12:18.160 --> 00:12:21.300]  今天 什麼東西是對你有益的呢?
[00:12:21.300 --> 00:12:23.680]  什麼東西當你認識耶穌之後
[00:12:23.680 --> 00:12:27.000]  那些有益的變成有損的呢?
[00:12:27.000 --> 00:12:31.380]  萬事裡面有些什麼 你當它是寶
[00:12:31.380 --> 00:12:33.580]  但是當你認識耶穌基督之後
[00:12:33.580 --> 00:12:36.860]  你覺得那些東西是糞土 垃圾
[00:12:36.860 --> 00:12:38.640]  糞土就是垃圾
[00:12:38.640 --> 00:12:44.340]  有時候你也知道 我們飲宴
[00:12:44.340 --> 00:12:48.840]  剩下來的菜 像垃圾一樣
[00:12:48.840 --> 00:12:51.980]  又亂七八糟 又不知道誰夾過
[00:12:51.980 --> 00:12:58.980]  但是那些就是我們沒有人要的東西
[00:12:58.980 --> 00:13:02.460]  今天 什麼東西是對你有益的呢?
[00:13:02.460 --> 00:13:05.120]  什麼東西變成對你有損的呢?
[00:13:05.120 --> 00:13:06.680]  因為耶穌基督
[00:13:06.680 --> 00:13:10.720]  什麼東西本來你是當它有寶的 寶來的
[00:13:10.720 --> 00:13:13.660]  但是你現在覺得不外如是
[00:13:13.660 --> 00:13:19.300]  算了 放開手 我都喜歡明星的
[00:13:19.300 --> 00:13:20.980]  你知道十幾歲的時候
[00:13:20.980 --> 00:13:23.740]  所以我經常說我的孫子
[00:13:23.740 --> 00:13:28.800]  你又喜歡這個歌星 又喜歡這個什麼明星
[00:13:28.800 --> 00:13:31.180]  其實我就是這樣試過
[00:13:31.180 --> 00:13:34.300]  當我在香港讀初中、高中的時候
[00:13:34.300 --> 00:13:39.220]  追啊追啊 儲了很多明星照片 你知道嗎?
[00:13:39.220 --> 00:13:43.980]  我最喜歡的是那個又可以扮男又可以扮女的
[00:13:43.980 --> 00:13:46.540]  陳寶珠
[00:13:46.540 --> 00:13:49.300]  任建輝還沒有到我那個時代
[00:13:49.300 --> 00:13:51.560]  他是高一代的
[00:13:51.560 --> 00:13:55.920]  那時候蕭芳芳和陳寶珠鬥來鬥去
[00:13:55.920 --> 00:13:57.660]  我都是幫陳寶珠的
[00:13:57.660 --> 00:14:00.280]  所以我有很多她的照片
[00:14:00.280 --> 00:14:04.060]  她唱的那些歌 我手手都很欣賞的
[00:14:04.060 --> 00:14:07.140]  後來汪明荃唱的歌 我都很喜歡的
[00:14:07.140 --> 00:14:09.380]  其實每個人都會有一些東西
[00:14:09.380 --> 00:14:11.900]  你認為很有興趣去追求的 是不是?
[00:14:11.900 --> 00:14:14.120]  那些戲我一定看的 是不是?
[00:14:14.120 --> 00:14:17.900]  但是當我真真正正14歲那年
[00:14:17.900 --> 00:14:20.500]  認識了耶穌基督 其實很小的時候認識的
[00:14:20.500 --> 00:14:23.820]  那年我真的明白什麼叫重生得救
[00:14:23.820 --> 00:14:28.220]  什麼叫將生命給耶穌基督做主的門徒之後
[00:14:28.220 --> 00:14:33.820]  你知道嗎?所有這些照片、歌都沒有了
[00:14:33.820 --> 00:14:35.560]  都丟棄了
[00:14:35.560 --> 00:14:38.580]  因為哪有時間去看這麼多這些戲呢?
[00:14:38.580 --> 00:14:40.460]  哪有時間去聽這麼多歌呢?
[00:14:40.460 --> 00:14:43.360]  是啊 我都是要去好好的讀聖經
[00:14:43.360 --> 00:14:46.900]  所以那時候就將時間放在一些小組
[00:14:46.900 --> 00:14:49.320]  在祈禱小組、查經小組那裡
[00:14:49.320 --> 00:14:51.180]  去裝備自己
[00:14:51.180 --> 00:14:56.580]  所以真是14歲到17歲這三年裏面
[00:14:56.580 --> 00:15:00.040]  在教會那裏每個禮拜日下午就去追求
[00:15:00.040 --> 00:15:02.600]  我都和有些大英姐妹分享
[00:15:02.600 --> 00:15:07.660]  在那幾年裏面有10個人參加那個祈禱、查經小組
[00:15:07.660 --> 00:15:10.860]  有8個都做了牧師傳道
[00:15:10.860 --> 00:15:13.720]  是因為我們的價值觀改變了
[00:15:13.720 --> 00:15:16.160]  我們覺得原來去做傳道、傳福音
[00:15:16.160 --> 00:15:19.540]  比去看照片、去聽歌更重要
[00:15:19.540 --> 00:15:22.880]  所以我們就放下了
[00:15:22.880 --> 00:15:25.420]  今天到我們這個年紀
[00:15:25.420 --> 00:15:28.480]  有些什麼你還是覺得你不可以放的
[00:15:28.480 --> 00:15:32.260]  我還很喜歡的 因為它對我有益
[00:15:32.260 --> 00:15:35.220]  但當你拿來和耶穌基督比較一下
[00:15:35.220 --> 00:15:37.260]  屬靈的事物比較一下
[00:15:37.260 --> 00:15:41.540]  是不是那些東西變成無關重要
[00:15:41.540 --> 00:15:46.200]  變成好像垃圾一樣
[00:15:46.200 --> 00:15:47.620]  就是沒有價值的
[00:15:47.620 --> 00:15:50.820]  第四 保羅可以自滿的
[00:15:50.820 --> 00:15:53.580]  因為他認識和效法基督
[00:15:53.580 --> 00:15:55.260]  《特利比書》三章九節說
[00:15:55.260 --> 00:15:56.660]  「並且得以在他裏面
