
[00:00:00.000 --> 00:00:01.600]  各位電影姊妹,早安!
[00:00:01.600 --> 00:00:04.940]  每個星期日能夠回到神的街
[00:00:04.940 --> 00:00:08.240]  一齊去敬拜,都不是必然的事,是嗎?
[00:00:08.240 --> 00:00:10.840]  我們經歷這一年的時候
[00:00:10.840 --> 00:00:13.400]  我們就知道很多事情都不是必然的
[00:00:13.400 --> 00:00:16.440]  所以我們都好嗎,和你周遭的電影姊妹
[00:00:16.440 --> 00:00:18.140]  雖然我們戴著口罩
[00:00:18.140 --> 00:00:20.840]  但是我們透過我們的眼神
[00:00:20.840 --> 00:00:24.860]  透過你的動作,讓她能夠感受到你的愛,好嗎?
[00:00:24.860 --> 00:00:26.840]  給她一個心,好嗎?
[00:00:26.840 --> 00:00:28.840]  (笑聲)
[00:00:31.000 --> 00:00:35.900]  好,不知道大家認不認識這位仁兄呢?
[00:00:35.900 --> 00:00:40.900]  如果你家裡有小朋友,可能你就會知道他是誰
[00:00:40.900 --> 00:00:46.400]  他是一套英國著名的繪本作家,叫Martin Hanford
[00:00:46.400 --> 00:00:49.900]  創作的一套兒童書籍的主角
[00:00:49.900 --> 00:00:54.900]  這套書的目標就好像右邊那幅圖一樣
[00:00:54.900 --> 00:00:57.900]  在人山人海裡面找出這個主角
[00:00:57.900 --> 00:01:00.900]  紅白色間條,戴著頂帽子
[00:01:00.900 --> 00:01:04.900]  如果我叫大家去找一下圖中這個人在哪裡呢?
[00:01:04.900 --> 00:01:08.900]  考一下大家的觀察力,專注力
[00:01:08.900 --> 00:01:12.900]  然後你心裡面就會說,牧師,不要玩了
[00:01:12.900 --> 00:01:16.900]  我看到大家都有不同的反應
[00:01:16.900 --> 00:01:20.900]  有些就繼續在那裡硬著頭皮,很積極地去找
[00:01:20.900 --> 00:01:23.900]  有些就不知道該怎麼辦
[00:01:23.900 --> 00:01:26.900]  有些可能問一下你旁邊那個,找不找得到
[00:01:26.900 --> 00:01:33.900]  有些就繼續很安靜地等待答案在哪裡
[00:01:33.900 --> 00:01:35.900]  答案就在這裡
[00:01:35.900 --> 00:01:39.900]  我想說,在這幅圖裡面
[00:01:39.900 --> 00:01:43.900]  這個叫Wally的人一定在這裡
[00:01:43.900 --> 00:01:45.900]  只差你找不找得到他
[00:01:45.900 --> 00:01:49.900]  在2020年,我不知道你會怎樣形容這一年
[00:01:49.900 --> 00:01:52.900]  這一年很快就過了
[00:01:52.900 --> 00:01:56.900]  叫你形容一下這一年,你會怎樣去表達呢?
[00:01:56.900 --> 00:02:04.900]  我會覺得這一年的疫情帶來給我們一個翻天覆地的改變
[00:02:04.900 --> 00:02:06.900]  剛才侯基傳導也說了
[00:02:06.900 --> 00:02:10.900]  世界的大局都好像在改變
[00:02:10.900 --> 00:02:13.900]  我們知道美國的總統競選
[00:02:13.900 --> 00:02:15.900]  仍然都是一個膠著的狀態
[00:02:15.900 --> 00:02:18.900]  都不知道誰會勝出
[00:02:18.900 --> 00:02:24.900]  我們也知道中國和美國兩塊好像是世界的板塊
[00:02:24.900 --> 00:02:27.900]  正在互相壓迫
[00:02:27.900 --> 00:02:34.900]  政治經濟一定會出現一些地震、海嘯
[00:02:34.900 --> 00:02:38.900]  不知道會不會發生,也不知道什麼時候會發生
[00:02:38.900 --> 00:02:45.900]  同樣在我們的生命、家庭、教會、城市裡面
[00:02:45.900 --> 00:02:51.900]  可能此刻我們都面對著一個前所未見的時刻
[00:02:51.900 --> 00:02:55.900]  不知道我們會不會都好像剛才我們所讀的經文
[00:02:55.900 --> 00:02:57.900]  這一班以色列文一樣
[00:02:57.900 --> 00:03:00.900]  有一個疑問
[00:03:00.900 --> 00:03:03.900]  上帝在不在我們中間呢?
[00:03:03.900 --> 00:03:06.900]  上帝究竟在不在我們中間呢?
[00:03:06.900 --> 00:03:11.900]  剛才主席也為我們讀出《出海及記》十七章一到七節
[00:03:11.900 --> 00:03:16.900]  如果我們這段時間一直跟著看《出海及記》
[00:03:16.900 --> 00:03:19.900]  這一次已經是第幾次?
[00:03:19.900 --> 00:03:24.900]  第四次這班以色列文發怨言
[00:03:24.900 --> 00:03:27.900]  其實遲後都不夠三個月
[00:03:27.900 --> 00:03:28.900]  第一次就過紅海
[00:03:28.900 --> 00:03:30.900]  第二次就在馬拉這個地方
[00:03:30.900 --> 00:03:33.900]  他們經歷苦水
[00:03:33.900 --> 00:03:36.900]  第三次就在此刻他們這個地方
[00:03:36.900 --> 00:03:41.900]  一個順的曠野裡面缺乏糧食
[00:03:41.900 --> 00:03:43.900]  我們也知道每一次
[00:03:43.900 --> 00:03:47.900]  上帝都以一個很豐富的恩典
[00:03:47.900 --> 00:03:50.900]  一個他們意想不到的經驗
[00:03:50.900 --> 00:03:52.900]  滿足他們的需要
[00:03:52.900 --> 00:03:54.900]  但不知道為什麼
[00:03:54.900 --> 00:03:59.900]  仍然在這一次遇上不滿意的時候
[00:03:59.900 --> 00:04:03.900]  他們就發牢騷、發脾氣
[00:04:03.900 --> 00:04:06.900]  就在埋怨
[00:04:06.900 --> 00:04:10.900]  不知道這個像不像你和我呢?
[00:04:10.900 --> 00:04:14.900]  當我們面對著一些我們看不順眼
[00:04:14.900 --> 00:04:16.900]  又不順耳
[00:04:16.900 --> 00:04:19.900]  不在我們掌控的裡面
[00:04:19.900 --> 00:04:23.900]  我們很多時候都會像以色列民一樣
[00:04:23.900 --> 00:04:25.900]  這樣去表達
[00:04:25.900 --> 00:04:30.900]  這班以色列人是一群昔日
[00:04:30.900 --> 00:04:33.900]  寄居在埃及人的奴隸
[00:04:33.900 --> 00:04:35.900]  一個出走的故事
[00:04:35.900 --> 00:04:37.900]  再講遠一點
[00:04:37.900 --> 00:04:43.900]  這班人為什麼會成為埃及人的奴隸呢?
[00:04:43.900 --> 00:04:46.900]  原來就是他們的祖先因為沒有飯吃
[00:04:46.900 --> 00:04:48.900]  所以就要遷徙
[00:04:48.900 --> 00:04:49.900]  來到這個地方
[00:04:49.900 --> 00:04:51.900]  寄居在別人的土地
[00:04:51.900 --> 00:04:53.900]  安定下來
[00:04:53.900 --> 00:04:55.900]  後來他們山下有一件
[00:04:55.900 --> 00:04:56.900]  山下有一件
[00:04:56.900 --> 00:04:57.900]  越生越多
[00:04:57.900 --> 00:05:00.900]  就開始威脅到埃及人的安全
[00:05:00.900 --> 00:05:04.900]  於是埃及的法老就將他們打壓成為奴隸
