
[00:00:00.000 --> 00:00:03.400]  我們今天會進入到撒姆爾記上的第十二章
[00:00:03.400 --> 00:00:07.400]  一個整個以色列歷史裏面一個很重要的轉捩點
[00:00:07.400 --> 00:00:12.800]  這個轉捩點就是由士斯時代進入到這個皇朝的時代
[00:00:12.800 --> 00:00:15.500]  在整個轉捩點的過程裏面
[00:00:15.500 --> 00:00:19.100]  撒姆爾用了整章的聖經去教導以色列民
[00:00:19.100 --> 00:00:21.000]  其實在《生命記》裏面
[00:00:21.000 --> 00:00:23.000]  當摩西要寫《生命記》的時候
[00:00:23.000 --> 00:00:26.600]  是提到如果將來他們要立一個皇帝的話
[00:00:26.600 --> 00:00:30.200]  那個規條、律例就是上帝早已預了
[00:00:30.200 --> 00:00:32.200]  他們有可能發生這件事情
[00:00:32.200 --> 00:00:35.800]  所以今次撒姆爾所提出的所引用的經文
[00:00:35.800 --> 00:00:38.000]  全部大部份都是引用《生命記》的
[00:00:38.000 --> 00:00:40.700]  請你打開撒姆爾記上第十二章
[00:00:40.700 --> 00:00:44.900]  我們今天講的一個叫個人及國家的轉型
[00:00:44.900 --> 00:00:48.500]  個人及國家的轉型
[00:00:48.500 --> 00:00:49.800]  跟你介人第一次碰上車
[00:00:49.800 --> 00:00:53.000]  你有可能會要轉型的
[00:00:53.000 --> 00:00:56.900]  這個轉型的無論個人及社會及國家
[00:00:56.900 --> 00:00:58.500]  是在不斷地轉型的
[00:00:58.500 --> 00:01:00.100]  特別是這個世代是很快的
[00:01:00.100 --> 00:01:01.800]  大家都明白到
[00:01:01.800 --> 00:01:03.100]  但在轉型的過程裏面
[00:01:03.100 --> 00:01:04.300]  我們究竟留意些甚麼
[00:01:04.300 --> 00:01:06.700]  究竟是甚麼是適合上帝的心意呢
[00:01:06.700 --> 00:01:08.700]  在整章聖經裏面就提及到
[00:01:08.700 --> 00:01:09.900]  第一方面是講到的
[00:01:09.900 --> 00:01:13.700]  國家由士斯時代轉型到君王時代
[00:01:13.700 --> 00:01:18.200]  由摩西開始是被稱為一個很重要的先知
[00:01:18.200 --> 00:01:21.800]  直到撒姆爾也是最後一個的士斯
[00:01:21.800 --> 00:01:25.100]  即是說士斯由摩西開始到撒姆爾
[00:01:25.100 --> 00:01:27.600]  就結束了整個的士斯時代
[00:01:27.600 --> 00:01:32.000]  所以撒姆爾就提到一系列的士斯的名單
[00:01:32.000 --> 00:01:35.100]  這些人是上帝如何興起
[00:01:35.100 --> 00:01:39.400]  在以色列國裏面成為了眾人的屬靈的領袖
[00:01:39.400 --> 00:01:40.600]  在這個過程裏面
[00:01:40.600 --> 00:01:43.800]  士斯和君王的分別究竟是甚麼呢
[00:01:43.800 --> 00:01:47.200]  士斯是做審判、教導
[00:01:47.200 --> 00:01:50.400]  以及領導以色列人打仗的工作
[00:01:50.400 --> 00:01:52.300]  所以士斯是能文能武的
[00:01:52.300 --> 00:01:52.900]  不簡單
[00:01:52.900 --> 00:01:54.900]  他不只是在教導
[00:01:54.900 --> 00:01:59.200]  他真的是拿劍、拿刀去戰場打仗的那個
[00:01:59.200 --> 00:02:02.900]  而國家所有的東西不是屬於他的
[00:02:02.900 --> 00:02:04.200]  這個很重要
[00:02:04.200 --> 00:02:06.000]  他既是屬靈領導
[00:02:06.000 --> 00:02:08.700]  但是國家的東西是不屬於他的
[00:02:08.700 --> 00:02:10.800]  君王是很不一樣的
[00:02:10.800 --> 00:02:12.600]  所以納王的時候
[00:02:12.600 --> 00:02:15.300]  撒姆爾就警告整個以色列民
[00:02:15.300 --> 00:02:16.100]  告訴他
[00:02:16.100 --> 00:02:18.000]  如果你納皇帝將會發生甚麼事
[00:02:18.000 --> 00:02:21.000]  在撒姆爾記上有八章十到十九節
[00:02:21.000 --> 00:02:23.500]  撒姆爾就將耶華的話
[00:02:23.500 --> 00:02:26.600]  都轉給求他納王的百姓說
[00:02:26.600 --> 00:02:28.400]  管轄你們的王必這樣行
[00:02:28.400 --> 00:02:32.600]  他必派你的兒子為他趕車、跟馬、奔走在車前
[00:02:32.600 --> 00:02:34.900]  又派他們作千夫長、五十夫長
[00:02:34.900 --> 00:02:40.400]  為他耕種田地、收割莊稼、打造器皿和車上的器械
[00:02:40.400 --> 00:02:45.000]  必娶你們的女兒為他們做香膏、作飯、烤餅
[00:02:45.000 --> 00:02:48.400]  也必娶你們最好的田地、葡萄園、橄欖園
[00:02:48.400 --> 00:02:51.200]  賜給他們的神僕你們的糧食
[00:02:51.200 --> 00:02:53.400]  和葡萄園所出的
[00:02:53.400 --> 00:02:54.700]  他必娶十分之一
[00:02:54.700 --> 00:02:57.000]  給他的太監和神僕
[00:02:57.000 --> 00:02:59.600]  又必娶你們的僕人和婢女
[00:02:59.600 --> 00:03:02.000]  建裝的少年人和你們的奴
[00:03:02.000 --> 00:03:03.400]  更給他差役
[00:03:03.400 --> 00:03:05.700]  你們的羊群家必娶十分之一
[00:03:05.700 --> 00:03:07.200]  你們也必作他的僕人
[00:03:07.200 --> 00:03:09.200]  那時你們必因所選的王
[00:03:09.200 --> 00:03:10.200]  哀求耶華
[00:03:10.200 --> 00:03:11.600]  耶華不應找你們
[00:03:11.600 --> 00:03:14.600]  百姓竟不肯聽撒姆爾的話說
[00:03:14.600 --> 00:03:17.800]  不如我們定要一個王治理我們
[00:03:17.800 --> 00:03:19.600]  使得我們像列國一樣
[00:03:19.600 --> 00:03:20.800]  有王治理我們
[00:03:20.800 --> 00:03:21.800]  統領我們
[00:03:21.800 --> 00:03:23.200]  為我們爭節
[00:03:23.200 --> 00:03:26.200]  這裏有兩件很恐怖的事情
[00:03:26.200 --> 00:03:27.000]  第一
[00:03:27.000 --> 00:03:29.400]  是很清楚撒姆爾說了
[00:03:29.400 --> 00:03:31.000]  其實嚴格來說是三件事
[00:03:31.000 --> 00:03:31.600]  第一
[00:03:31.600 --> 00:03:33.800]  他嚴格說得很清楚
[00:03:33.800 --> 00:03:36.400]  立王不是上帝的心意
[00:03:36.400 --> 00:03:37.400]  很清晰的
[00:03:37.400 --> 00:03:38.200]  第二
[00:03:38.200 --> 00:03:42.200]  他說他提到立王之後的後果是甚麼
[00:03:42.200 --> 00:03:43.200]  第三
[00:03:43.200 --> 00:03:44.200]  很清晰的
[00:03:44.200 --> 00:03:45.600]  以色列人民要立王
[00:03:45.600 --> 00:03:49.000]  因為他想好像其他列國一樣
[00:03:49.000 --> 00:03:50.200]  有人統領我們
[00:03:50.200 --> 00:03:52.000]  這是一個代價
[00:03:52.000 --> 00:03:53.600]  他寧願要這件事
[00:03:53.600 --> 00:03:55.600]  是付出這麼大的代價
[00:03:55.600 --> 00:03:56.800]  不要忘記鄧小姐
[00:03:56.800 --> 00:03:58.600]  這件事提醒你和我
[00:03:58.600 --> 00:03:59.600]  很多時我們認為
[00:03:59.600 --> 00:04:01.400]  估計做一些事
[00:04:01.400 --> 00:04:03.000]  我們給得起那個代價
[00:04:03.000 --> 00:04:05.800]  到現實這個代價臨到的時候
[00:04:05.800 --> 00:04:07.200]  你未必給得起
[00:04:07.200 --> 00:04:09.400]  很多時都是這樣
[00:04:09.400 --> 00:04:10.200]  我預計
[00:04:10.200 --> 00:04:11.000]  很簡單
[00:04:11.000 --> 00:04:11.800]  我舉個例
[00:04:11.800 --> 00:04:14.400]  你預計買一輛跑步車
[00:04:14.400 --> 00:04:17.800]  跑步健身的器材
[00:04:17.800 --> 00:04:18.800]  每天跑半小時
[00:04:18.800 --> 00:04:19.400]  OK
[00:04:19.400 --> 00:04:20.400]  預計是可以的
[00:04:20.400 --> 00:04:21.200]  沒問題的
[00:04:21.200 --> 00:04:22.200]  那個銷售員告訴你
[00:04:22.200 --> 00:04:23.200]  很快過去
[00:04:23.200 --> 00:04:24.800]  一邊跑一邊看著電視機
[00:04:24.800 --> 00:04:25.800]  這樣就可以了
[00:04:25.800 --> 00:04:28.400]  看看兩個廣告完了
[00:04:28.400 --> 00:04:29.800]  你就要坐下了
[00:04:29.800 --> 00:04:31.000]  好像很簡單
[00:04:31.000 --> 00:04:32.800]  那個銷售員說得很好
[00:04:32.800 --> 00:04:33.400]  你就覺得
[00:04:33.400 --> 00:04:34.400]  是可以的
[00:04:34.400 --> 00:04:35.800]  一邊跑一邊看
[00:04:35.800 --> 00:04:36.800]  但你在試的時候
[00:04:36.800 --> 00:04:38.400]  試了三分鐘左右
[00:04:38.400 --> 00:04:39.600]  你覺得OK的
[00:04:39.600 --> 00:04:41.200]  到你回家之後
[00:04:41.200 --> 00:04:42.600]  你跑一跑發現不對勁
[00:04:42.600 --> 00:04:43.800]  原來三分鐘和三十分鐘
[00:04:43.800 --> 00:04:44.800]  是兩回事
[00:04:44.800 --> 00:04:46.000]  接著慢慢你發覺
[00:04:46.000 --> 00:04:47.400]  你給不起這個代價
[00:04:47.400 --> 00:04:49.000]  最後你還是看電視
[00:04:49.000 --> 00:04:50.000]  不過坐著
[00:04:50.000 --> 00:04:51.400]  跑步機是自己跑的
[00:04:51.400 --> 00:04:53.600]  所以你看到的
[00:04:53.600 --> 00:04:56.600]  就是我們預計買一輛東西回來
[00:04:56.600 --> 00:04:57.600]  我給的代價
[00:04:57.600 --> 00:04:58.800]  我給得起
[00:04:58.800 --> 00:05:00.000]  到你給代價的時候
[00:05:00.000 --> 00:05:01.000]  給不起
[00:05:01.000 --> 00:05:02.800]  有很多女士
[00:05:02.800 --> 00:05:04.200]  預計結婚之後
