
[00:00:00.000 --> 00:00:03.360]  到底愛是甚麼一回事呢?
[00:00:03.360 --> 00:00:08.040]  愛主耶穌又是怎樣的一回事呢?
[00:00:08.040 --> 00:00:10.600]  我想問大家
[00:00:10.600 --> 00:00:12.160]  如果有人問你
[00:00:12.160 --> 00:00:14.200]  你愛我媽媽
[00:00:14.200 --> 00:00:17.760]  特別是你旁邊那位老伴
[00:00:17.760 --> 00:00:19.240]  特別是弟兄
[00:00:19.240 --> 00:00:21.440]  被太太問的時候
[00:00:21.440 --> 00:00:25.640]  弟兄有甚麼感受呢?
[00:00:25.640 --> 00:00:27.520]  你不用告訴我
[00:00:27.520 --> 00:00:28.800]  你自己想一想
[00:00:28.800 --> 00:00:33.000]  我會找幾個弟兄躲在一起說
[00:00:33.000 --> 00:00:34.120]  為甚麼躲在一起說呢?
[00:00:34.120 --> 00:00:36.400]  你自己再去揣測一下
[00:00:36.400 --> 00:00:37.360]  的確有時候
[00:00:37.360 --> 00:00:41.360]  原來我們與人之間的那種情感
[00:00:41.360 --> 00:00:44.000]  特別對於我們中國人來說
[00:00:44.000 --> 00:00:45.840]  愛要說得出口
[00:00:45.840 --> 00:00:48.320]  是一點都不容易
[00:00:48.320 --> 00:00:50.840]  然而中國人對愛的描述
[00:00:50.840 --> 00:00:54.600]  又很有豐富又有深厚的感情
[00:00:54.600 --> 00:00:57.000]  有一句說話可能你也聽過
[00:00:57.000 --> 00:01:02.720]  「問世間情為何物,直教生死相許」
[00:01:02.720 --> 00:01:04.880]  有多少人聽過?
[00:01:04.880 --> 00:01:07.800]  也不錯,你們在哪裡聽過呢?
[00:01:07.800 --> 00:01:09.800]  金融當然是,對不對?
[00:01:09.800 --> 00:01:13.400]  所以其實金融也很有影響力
[00:01:13.400 --> 00:01:15.200]  不過我更加想你知道
[00:01:15.200 --> 00:01:18.680]  這首詞這首詞出自哪裡嗎?
[00:01:18.680 --> 00:01:20.080]  有沒有人認識?
[00:01:20.080 --> 00:01:22.120]  認識的話我請你喝茶
[00:01:22.120 --> 00:01:23.560]  不會吧?
[00:01:23.560 --> 00:01:24.400]  是不是?
[00:01:24.400 --> 00:01:25.760]  不會吧?
[00:01:25.760 --> 00:01:31.080]  這句是出自袁浩文的「硬憂詞」當中
[00:01:31.080 --> 00:01:36.280]  他問世間情為何物,直教生死相許
[00:01:36.280 --> 00:01:39.400]  這個描述是他看到一對大硬
[00:01:39.400 --> 00:01:40.640]  一隻死了
[00:01:40.640 --> 00:01:44.000]  而另一隻竟然投地來殉情
[00:01:44.000 --> 00:01:45.240]  他為了這個場景
[00:01:45.240 --> 00:01:48.040]  他很震撼於愛的力量
[00:01:48.040 --> 00:01:51.680]  原來竟然可以讓人生死相害
[00:01:51.680 --> 00:01:56.640]  是愛驅使這種決定
[00:01:56.640 --> 00:01:58.680]  今天我跟大家看了經文
[00:01:58.680 --> 00:02:02.040]  耶穌同樣都問了一個關於愛的問題
[00:02:02.040 --> 00:02:04.760]  不過不是問情是何物
[00:02:04.760 --> 00:02:08.160]  而是一個很直接地問彼得
[00:02:08.160 --> 00:02:10.240]  你愛我嗎?
[00:02:10.240 --> 00:02:12.800]  前面那個情是何物
[00:02:12.800 --> 00:02:15.040]  是一個哲學的構問
[00:02:15.040 --> 00:02:16.600]  一個問題
[00:02:16.600 --> 00:02:18.520]  一個思考
[00:02:18.520 --> 00:02:21.640]  而後者耶穌問彼得的
[00:02:21.640 --> 00:02:23.240]  他是一個很直視的
[00:02:23.240 --> 00:02:24.360]  很面對面的
[00:02:24.360 --> 00:02:27.480]  他要你回答的一個質問
[00:02:27.480 --> 00:02:31.000]  而耶穌的問題指向的不是情
[00:02:31.000 --> 00:02:32.640]  而是普遍性
[00:02:32.640 --> 00:02:35.080]  而是一個很深層很靠近的
[00:02:35.080 --> 00:02:37.160]  是你和我對耶穌
[00:02:37.160 --> 00:02:39.560]  對這位復活了的主耶穌
[00:02:39.560 --> 00:02:42.400]  最真實的回應
[00:02:42.400 --> 00:02:45.120]  或者我邀請大家在進入經文之前
[00:02:45.120 --> 00:02:47.000]  嘗試打開你的聖經
[00:02:47.000 --> 00:02:52.000]  或者請...
[00:02:52.000 --> 00:02:53.960]  那裡是什麼來的?
[00:02:53.960 --> 00:02:55.080]  在音響那邊
[00:02:55.080 --> 00:02:56.640]  弄一個經文出來
[00:02:56.640 --> 00:03:00.480]  我嘗試用耶穌的對話來讀出
[00:03:00.480 --> 00:03:03.800]  你們就用彼得的說話讀出行不行?
[00:03:03.800 --> 00:03:05.640]  只是讀對話的內容
[00:03:05.640 --> 00:03:11.000]  我們嘗試一下感受那種張力
[00:03:11.000 --> 00:03:14.880]  好,準備好了
[00:03:14.880 --> 00:03:17.040]  約翰的兒子西門
[00:03:17.040 --> 00:03:24.880]  你愛我比這些更深嗎?
[00:03:24.880 --> 00:03:28.760]  你餵養我的小羊
[00:03:28.760 --> 00:03:31.120]  約翰的兒子西門
[00:03:31.120 --> 00:03:37.080]  你愛我嗎?
[00:03:37.080 --> 00:03:40.480]  你牧養我的羊
[00:03:40.480 --> 00:03:42.960]  約翰的兒子西門
[00:03:42.960 --> 00:03:49.840]  你愛我嗎?
[00:03:49.840 --> 00:03:51.720]  你們都很優秀
[00:03:51.720 --> 00:03:55.400]  不知道怎麼回答
[00:03:55.400 --> 00:03:59.360]  好,到此為止
[00:03:59.360 --> 00:04:07.080]  看不看到那種壓迫力在這裡?
[00:04:07.080 --> 00:04:12.680]  如果做丈夫的你
[00:04:12.680 --> 00:04:15.720]  你太太三次這樣問你
[00:04:15.720 --> 00:04:19.120]  到了第三次又有什麼感受呢?
[00:04:19.120 --> 00:04:21.280]  我們在同工會裡面討論這個問題的時候
[00:04:21.280 --> 00:04:24.120]  各有所看法
[00:04:24.120 --> 00:04:27.600]  不過這個不重要
[00:04:27.600 --> 00:04:31.680]  我想大家回到整個經文裡面
[00:04:31.680 --> 00:04:34.800]  給我們的啟發
[00:04:34.800 --> 00:04:36.840]  在這段說話裡面
[00:04:36.840 --> 00:04:39.240]  當我預備這段經文的時候
[00:04:39.240 --> 00:04:41.480]  你都給我回憶起
[00:04:41.480 --> 00:04:44.280]  在剛剛3月21日的時候
[00:04:44.280 --> 00:04:45.240]  報導會裡面
[00:04:45.240 --> 00:04:46.840]  長者報道裡面
[00:04:46.840 --> 00:04:48.640]  幾位弟兄姊妹分享了
[00:04:48.640 --> 00:04:53.720]  他們怎麼在艱難之中仍然堅持愛家人
[00:04:53.720 --> 00:04:55.120]  愛妻子
[00:04:55.120 --> 00:04:57.520]  愛他們的兒子
[00:04:57.520 --> 00:04:59.880]  在他們身上的愛
[00:04:59.880 --> 00:05:05.720]  我看到的不是很容易過得了
[00:05:05.720 --> 00:05:07.800]  是有疲倦的
[00:05:07.800 --> 00:05:10.040]  有時候有艱難的
[00:05:10.040 --> 00:05:13.520]  然而就是因為他們有耶穌基督的愛
[00:05:13.520 --> 00:05:17.320]  在他們心裡面不斷地去更新他們
[00:05:17.320 --> 00:05:21.520]  讓他們展現出這種愛的活力出來
