
[00:00:00.000 --> 00:00:02.000]  今天這一段經文
[00:00:02.000 --> 00:00:07.000]  是我們一時在講的迦勒太書
[00:00:07.000 --> 00:00:11.000]  迦勒太書其實這一段經文是很難解的一段經文
[00:00:11.000 --> 00:00:14.000]  你這樣直接看上去有點看不懂
[00:00:14.000 --> 00:00:19.000]  特別是如果你對舊約的一些歷史事件沒有什麼概念的話
[00:00:19.000 --> 00:00:22.000]  你這段經文你是讀不懂的
[00:00:22.000 --> 00:00:25.000]  但是保羅在這一段經文裡面
[00:00:25.000 --> 00:00:27.000]  他承接了上次
[00:00:27.000 --> 00:00:31.000]  我們講說保羅不僅僅是說之以理
[00:00:31.000 --> 00:00:35.000]  而且動之以情
[00:00:35.000 --> 00:00:39.000]  所以上次在第四章的時候前面的經文裡面
[00:00:39.000 --> 00:00:41.000]  保羅就用他自己的
[00:00:41.000 --> 00:00:45.000]  他可以說他把他自己的一個感情都表達出來
[00:00:45.000 --> 00:00:48.000]  他說我當到你們那邊的時候
[00:00:48.000 --> 00:00:50.000]  你們怎麼樣子的接待我
[00:00:50.000 --> 00:00:52.000]  雖然我帶著病
[00:00:52.000 --> 00:00:55.000]  可是你們還是這樣子的接待我
[00:00:55.000 --> 00:00:58.000]  而且甚至情願把眼睛都怎麼樣
[00:00:58.000 --> 00:01:02.000]  彎出來
[00:01:02.000 --> 00:01:04.000]  都可以
[00:01:04.000 --> 00:01:06.000]  保羅就想提醒他們說
[00:01:06.000 --> 00:01:09.000]  我跟你們之間的關係是這麼樣子的親密
[00:01:09.000 --> 00:01:14.000]  但是怎麼今天變成有外來的這些猶太教的這些信主的人
[00:01:14.000 --> 00:01:17.000]  他們來這邊把你們糊弄一下
[00:01:17.000 --> 00:01:20.000]  他們就講說你們不需要這樣子
[00:01:20.000 --> 00:01:24.000]  你們必須要靠著刑律法要受割離
[00:01:24.000 --> 00:01:29.000]  你們才能夠像我們猶太人一樣才能夠得救
[00:01:29.000 --> 00:01:31.000]  所以保羅講了這一段話
[00:01:31.000 --> 00:01:32.000]  把他自己的感情
[00:01:32.000 --> 00:01:37.000]  他說我為你們受深慘之苦
[00:01:37.000 --> 00:01:39.000]  巴不得基督怎麼樣
[00:01:39.000 --> 00:01:44.000]  成形在你們的心裡
[00:01:44.000 --> 00:01:46.000]  講完之後
[00:01:46.000 --> 00:01:50.000]  接著保羅就講到這一段聖經
[00:01:50.000 --> 00:01:53.000]  在這段聖經裡面
[00:01:53.000 --> 00:01:58.000]  他講到兩種的孩子
[00:01:58.000 --> 00:01:59.000]  一個孩子
[00:01:59.000 --> 00:02:01.000]  一種的孩子
[00:02:01.000 --> 00:02:04.000]  叫做死女
[00:02:04.000 --> 00:02:07.000]  死女
[00:02:07.000 --> 00:02:09.000]  死女
[00:02:09.000 --> 00:02:12.000]  哪一個比較對
[00:02:12.000 --> 00:02:14.000]  要發
[00:02:14.000 --> 00:02:16.000]  死女
[00:02:16.000 --> 00:02:20.000]  死女生的孩子
[00:02:20.000 --> 00:02:22.000]  另外一種的孩子是什麼呢
[00:02:22.000 --> 00:02:27.000]  是自主婦人生的孩子
[00:02:27.000 --> 00:02:28.000]  好
[00:02:28.000 --> 00:02:30.000]  這什麼叫
[00:02:30.000 --> 00:02:31.000]  我們都知道
[00:02:31.000 --> 00:02:34.000]  如果你對聖經稍微了解了
[00:02:34.000 --> 00:02:37.000]  那麼這些生的孩子
[00:02:37.000 --> 00:02:42.000]  一個這個是死女生的孩子
[00:02:42.000 --> 00:02:46.000]  另外一個是自主婦人生的孩子
[00:02:46.000 --> 00:02:57.000]  請問這個死女生的孩子是指誰
[00:02:57.000 --> 00:02:58.000]  以史馬利
[00:02:58.000 --> 00:02:59.000]  可能有的人不知道是什麼
[00:02:59.000 --> 00:03:00.000]  沒關係
[00:03:00.000 --> 00:03:02.000]  我等一下會繼續講
[00:03:02.000 --> 00:03:11.000]  那麼請問自主婦人生的孩子是什麼
[00:03:11.000 --> 00:03:13.000]  那這個自主婦人是誰
[00:03:13.000 --> 00:03:14.000]  莎拉
[00:03:14.000 --> 00:03:15.000]  是不是
[00:03:15.000 --> 00:03:16.000]  好
[00:03:16.000 --> 00:03:21.000]  請問莎拉跟這個夏甲
[00:03:21.000 --> 00:03:24.000]  哪一個生出來
[00:03:24.000 --> 00:03:28.000]  生孩子比較容易
[00:03:28.000 --> 00:03:29.000]  夏甲生的比較容易
[00:03:29.000 --> 00:03:30.000]  對不對
[00:03:30.000 --> 00:03:34.000]  莎拉的問題是什麼
[00:03:34.000 --> 00:03:36.000]  她生不出孩子來
[00:03:36.000 --> 00:03:38.000]  親愛的兄弟妹
[00:03:38.000 --> 00:03:39.000]  不是弟兄
[00:03:39.000 --> 00:03:41.000]  親愛的姐妹
[00:03:41.000 --> 00:03:45.000]  有沒有曾經生不出來的問題過
[00:03:45.000 --> 00:03:46.000]  沒有
[00:03:46.000 --> 00:03:47.000]  感謝讚美主
[00:03:47.000 --> 00:03:48.000]  你要為著你能夠生
[00:03:48.000 --> 00:03:51.000]  感謝讚美主
[00:03:51.000 --> 00:03:56.000]  根據統計
[00:03:56.000 --> 00:04:04.000]  這個全世界大概有17.5%的成年人
[00:04:04.000 --> 00:04:07.000]  大約就是六分之一的這些人
[00:04:07.000 --> 00:04:13.000]  他們在一生當中經歷過不孕不育的問題
[00:04:13.000 --> 00:04:17.000]  不孕不育的問題不是只有女生的問題
[00:04:17.000 --> 00:04:19.000]  它也包括是有男生的問題
[00:04:19.000 --> 00:04:21.000]  是嗎
[00:04:21.000 --> 00:04:24.000]  我們今天要替姐妹平反一下
[00:04:24.000 --> 00:04:26.000]  不要都怪著不能生
[00:04:26.000 --> 00:04:28.000]  以前我們傳統社會沒有概念
[00:04:28.000 --> 00:04:30.000]  不能生怎麼樣
[00:04:30.000 --> 00:04:32.000]  那都是女的問題
[00:04:32.000 --> 00:04:33.000]  不是的
[00:04:33.000 --> 00:04:35.000]  其實也有男的問題
[00:04:35.000 --> 00:04:38.000]  所以那麼這麼多的比例
[00:04:38.000 --> 00:04:43.000]  世界上面六個就有一個有這樣的問題
[00:04:43.000 --> 00:04:51.000]  在中國不孕不育的人口佔到18.2%
[00:04:51.000 --> 00:04:54.000]  美國沒有一個精確的統計數據
[00:04:54.000 --> 00:04:57.000]  但是根據全球的比例
[00:04:57.000 --> 00:04:59.000]  美國應該也是差不多
[00:04:59.000 --> 00:05:00.000]  意思就是說
[00:05:00.000 --> 00:05:02.000]  你可以看見
[00:05:02.000 --> 00:05:05.000]  今天有六個人當中就有一個
[00:05:05.000 --> 00:05:10.000]  他經歷到這個沒有辦法生孩子的問題
[00:05:10.000 --> 00:05:15.000]  沒有辦法生孩子痛不痛苦請告訴我
[00:05:15.000 --> 00:05:20.000]  痛不痛苦
[00:05:20.000 --> 00:05:25.000]  生過的都不覺得痛苦
[00:05:25.000 --> 00:05:27.000]  沒生出來的才會覺得
[00:05:27.000 --> 00:05:30.000]  這是很痛苦的一件事情是不是
[00:05:30.000 --> 00:05:33.000]  你想想看如果你經歷過
[00:05:33.000 --> 00:05:35.000]  這個想要生
[00:05:35.000 --> 00:05:37.000]  我曾經碰過一些弟兄姐妹
[00:05:37.000 --> 00:05:39.000]  他們就是有這樣的經歷
[00:05:39.000 --> 00:05:41.000]  很難過的
[00:05:41.000 --> 00:05:44.000]  那個痛苦是沒有人可以去體會到的
[00:05:44.000 --> 00:05:48.000]  是不是
[00:05:48.000 --> 00:05:50.000]  但是親愛的同志們
[00:05:50.000 --> 00:05:53.000]  今天我們要來看看
[00:05:53.000 --> 00:05:57.000]  保羅透過這段聖經要讓我們看見
[00:05:57.000 --> 00:06:00.000]  你可能像沙拉一樣
[00:06:00.000 --> 00:06:04.000]  是那個不能夠生育的
[00:06:04.000 --> 00:06:06.000]  但是上帝卻告訴我們說
[00:06:06.000 --> 00:06:08.000]  那個不能夠生育的
[00:06:08.000 --> 00:06:10.000]  不能夠養育的怎麼樣
[00:06:10.000 --> 00:06:13.000]  你們卻要歡樂
[00:06:13.000 --> 00:06:15.000]  那個沒有兒女的
[00:06:15.000 --> 00:06:16.000]  沒有丈夫的
[00:06:16.000 --> 00:06:18.000]  反而比那有丈夫的
[00:06:18.000 --> 00:06:22.000]  要兒女要更多
[00:06:22.000 --> 00:06:26.000]  這些現在可能你聽起來又是覺得
[00:06:26.000 --> 00:06:28.000]  沒有意思
[00:06:28.000 --> 00:06:31.000]  我們一一來分享
[00:06:31.000 --> 00:06:33.000]  首先我們來看看
[00:06:33.000 --> 00:06:36.000]  保羅在這裡21節
[00:06:36.000 --> 00:06:39.000]  到23節他提到
[00:06:39.000 --> 00:06:42.000]  他提到的第一個
[00:06:42.000 --> 00:06:44.000]  第一個就是
[00:06:44.000 --> 00:06:53.000]  十女所生的這個孩子
[00:06:53.000 --> 00:06:55.000]  我們來看看
[00:06:55.000 --> 00:06:59.000]  十女所生的孩子是什麼
[00:06:59.000 --> 00:07:04.000]  這段經文是從《創世紀》16章所引用出來的
[00:07:04.000 --> 00:07:07.000]  如果我們對就業不太了解的話
