
[00:00:00.000 --> 00:00:02.000]  各位電子媒體平安
[00:00:02.000 --> 00:00:08.000]  我們今天一度再思想在城市生活中的順望愛的生活
[00:00:08.000 --> 00:00:12.000]  而我們今天思想在一個城市裏
[00:00:12.000 --> 00:00:17.000]  神很渴望祂的子民在公義當中生活
[00:00:17.000 --> 00:00:21.000]  亦渴望我們在義當中去禱告
[00:00:21.000 --> 00:00:24.000]  去為我們身邊的很多生命
[00:00:24.000 --> 00:00:28.000]  為我們所身處的城市來祈禱
[00:00:28.000 --> 00:00:31.000]  讓神的義、神的慈愛
[00:00:31.000 --> 00:00:34.000]  可以臨到我們所身處的城市
[00:00:34.000 --> 00:00:37.000]  我們都這樣一齊帶著一份恭敬的心
[00:00:37.000 --> 00:00:39.000]  來先作祈禱
[00:00:39.000 --> 00:00:43.000]  亦都再仰望神帶領我們領受祂的說話
[00:00:43.000 --> 00:00:50.000]  天上的主,我們感謝祢
[00:00:50.000 --> 00:00:54.000]  祢的確是樂以赦免人罪孽的主
[00:00:54.000 --> 00:00:58.000]  主,祢不會以有罪的為無罪
[00:00:58.000 --> 00:01:02.000]  祢是會按祢的公義去審判人的生命
[00:01:02.000 --> 00:01:06.000]  主,但祢更加向我們清楚地表明
[00:01:06.000 --> 00:01:09.000]  祢沒有恩惠、沒有憐憫
[00:01:09.000 --> 00:01:13.000]  樂意去向祢尋求的人來施恩
[00:01:13.000 --> 00:01:16.000]  主,我們今天一齊在祢的面前感謝祢
[00:01:16.000 --> 00:01:19.000]  因為主耶穌的補血潔淨我們的罪
[00:01:19.000 --> 00:01:23.000]  祢將耳袍蓋在我們的身上
[00:01:23.000 --> 00:01:26.000]  主,求祢保守我們的心
[00:01:26.000 --> 00:01:29.000]  讓我們的生活行為與所謀的恩相承
[00:01:29.000 --> 00:01:33.000]  能夠行在公義、在和平當中
[00:01:33.000 --> 00:01:36.000]  也讓我們在義當中靠著祢
[00:01:36.000 --> 00:01:39.000]  我們知道祢舉起聖潔的手
[00:01:39.000 --> 00:01:42.000]  也為眾人祈禱
[00:01:42.000 --> 00:01:44.000]  以致祢的憐憫恩賜
[00:01:44.000 --> 00:01:47.000]  也因此臨到眾人
[00:01:47.000 --> 00:01:49.000]  主,願祢保守我們
[00:01:49.000 --> 00:01:51.000]  在跟隨祢的路上
[00:01:51.000 --> 00:01:54.000]  我們可以常與祢同心
[00:01:54.000 --> 00:01:56.000]  行祢自己的路
[00:01:56.000 --> 00:01:58.000]  如今我們再次思想聖經裡面
[00:01:58.000 --> 00:02:02.000]  祢自己在歷史當中曾經所作的事情
[00:02:02.000 --> 00:02:03.000]  讓我們更加明白
[00:02:03.000 --> 00:02:06.000]  祢過去如何,今天也如何
[00:02:06.000 --> 00:02:08.000]  讓我們按照祢自己的心意
[00:02:08.000 --> 00:02:10.000]  來跟隨祢
[00:02:10.000 --> 00:02:13.000]  求祢賜福,賜下祢的恩賢
[00:02:13.000 --> 00:02:15.000]  賜下祢聖靈的引導
[00:02:15.000 --> 00:02:18.000]  我們仰望祈禱,奉耶穌聖名求
[00:02:18.000 --> 00:02:23.000]  大家打開聖經創世紀第十八章
[00:02:23.000 --> 00:02:26.000]  我們一起來思想聖經的說話
[00:02:26.000 --> 00:02:33.000]  當你去讀聖經的時候
[00:02:33.000 --> 00:02:36.000]  會常常讀到聖經提及
[00:02:36.000 --> 00:02:41.000]  這位上帝是公義又公平的上帝
[00:02:41.000 --> 00:02:43.000]  我們常常讀到詩篇
[00:02:43.000 --> 00:02:46.000]  詩篇有句說話很多弟兄姊妹都記得
[00:02:46.000 --> 00:02:49.000]  就是詩篇八十九篇裡面所提
[00:02:49.000 --> 00:02:51.000]  提到上帝的寶座
[00:02:51.000 --> 00:02:54.000]  聖經就說公義和公平
[00:02:54.000 --> 00:02:57.000]  是你寶座的根基
[00:02:57.000 --> 00:03:02.000]  慈愛和誠實行在你的前面
[00:03:02.000 --> 00:03:04.000]  聖經在描述神自己的寶座
[00:03:04.000 --> 00:03:08.000]  表達祂那種的掌權,祂的審判
[00:03:08.000 --> 00:03:10.000]  但是上帝的寶座
[00:03:10.000 --> 00:03:15.000]  是以公義和公平作為根基
[00:03:15.000 --> 00:03:19.000]  神按祂的公義和公平去管理
[00:03:19.000 --> 00:03:22.000]  去掌管世界,去審判萬民
[00:03:22.000 --> 00:03:25.000]  但是同樣上帝的公義和公平
[00:03:25.000 --> 00:03:29.000]  是在慈愛和誠實當中進行
[00:03:29.000 --> 00:03:32.000]  二者之間是互相配合
[00:03:32.000 --> 00:03:34.000]  是不會抵觸的
[00:03:34.000 --> 00:03:37.000]  兩者在神的恩典裡面
[00:03:37.000 --> 00:03:40.000]  成為了對整個世界的真正的祝福
[00:03:40.000 --> 00:03:42.000]  這次當聖經提及到
[00:03:42.000 --> 00:03:44.000]  神的公義和公平的時候
[00:03:44.000 --> 00:03:47.000]  同樣看到祂的慈愛和祂的誠實
[00:03:47.000 --> 00:03:49.000]  因此你記得當主耶穌來到的時候
[00:03:49.000 --> 00:03:52.000]  聖經就說到誠育身
[00:03:52.000 --> 00:03:54.000]  來到我們中間
[00:03:54.000 --> 00:03:59.000]  充充滿滿有恩典和真理
[00:03:59.000 --> 00:04:02.000]  但是回到這一節經文的時候
[00:04:02.000 --> 00:04:06.000]  就知道要有恩典留和要有真理留
[00:04:06.000 --> 00:04:08.000]  也都被我們提醒
[00:04:08.000 --> 00:04:11.000]  神的恩典和真理互相配合
[00:04:11.000 --> 00:04:15.000]  成就了對我們的恩惠和拯救
[00:04:15.000 --> 00:04:16.000]  因此屬神的人
[00:04:16.000 --> 00:04:18.000]  當我們領受神的恩典的時候
[00:04:18.000 --> 00:04:21.000]  我們都體會到上帝同樣喜悅我們
[00:04:21.000 --> 00:04:26.000]  按祂的公義和慈愛來生活
[00:04:26.000 --> 00:04:30.000]  也都呼籲我們在公義的生命裡面
[00:04:30.000 --> 00:04:31.000]  我們舉起手
[00:04:31.000 --> 00:04:35.000]  上上來為我們身邊的很多人來祈禱
[00:04:35.000 --> 00:04:38.000]  為我們所身處的城市來祈禱
[00:04:38.000 --> 00:04:43.000]  叫自己蒙恩 其他的人都因此可以蒙恩
[00:04:43.000 --> 00:04:45.000]  當我們讀到聖經裡面提到
[00:04:45.000 --> 00:04:49.000]  神在歷史當中曾經毀滅一個城市
[00:04:49.000 --> 00:04:54.000]  在裡面他不單止去施行公義的審判
[00:04:54.000 --> 00:04:58.000]  還有你會看到上帝怎樣來熱切地渴望
[00:04:58.000 --> 00:05:01.000]  他的子民都為城市祈禱
[00:05:01.000 --> 00:05:04.000]  呼籲阿伯拉罕來祈禱
[00:05:04.000 --> 00:05:07.000]  我們在當中一起來學習
[00:05:07.000 --> 00:05:10.000]  我們看回聖經第十八章
[00:05:10.000 --> 00:05:12.000]  在第十八章的時候
[00:05:12.000 --> 00:05:14.000]  你會看到聖經說到
[00:05:14.000 --> 00:05:18.000]  上帝以人的形狀來向阿伯拉罕顯現
[00:05:18.000 --> 00:05:20.000]  連同兩位的天使
[00:05:20.000 --> 00:05:26.000]  三個人以人的形狀來向阿伯拉罕顯現自己
[00:05:26.000 --> 00:05:29.000]  當時神先前向阿伯拉罕宣告
[00:05:29.000 --> 00:05:33.000]  就是撒拉會懷孕生子
[00:05:33.000 --> 00:05:36.000]  當時沒有人相信撒拉到這個年紀可以生孩子
[00:05:36.000 --> 00:05:38.000]  但上帝按他的應許
[00:05:38.000 --> 00:05:42.000]  先來提出這個寓言
[00:05:42.000 --> 00:05:44.000]  在他要審判
[00:05:44.000 --> 00:05:47.000]  要執行公義的審判之前
[00:05:47.000 --> 00:05:50.000]  上帝同時提出一件事情
[00:05:50.000 --> 00:05:53.000]  就是生命要延伸出來
[00:05:53.000 --> 00:05:55.000]  在他的恩典裡面
[00:05:55.000 --> 00:05:58.000]  這個好像不可能的事情
[00:05:58.000 --> 00:06:03.000]  透過撒拉的生命來去懷孕生子
[00:06:03.000 --> 00:06:05.000]  成為萬俗的祝福
[00:06:05.000 --> 00:06:07.000]  在這件事情之後
[00:06:07.000 --> 00:06:10.000]  第十六節聖經就提及另一方面了
[00:06:10.000 --> 00:06:12.000]  大家看看第十六節
[00:06:12.000 --> 00:06:15.000]  三位使者就從那裡起身
[00:06:15.000 --> 00:06:17.000]  向著所多瑪觀望
[00:06:17.000 --> 00:06:19.000]  阿伯拉罕與他們同行
[00:06:19.000 --> 00:06:21.000]  要送他們一程
[00:06:21.000 --> 00:06:24.000]  當時他們正是向著所多瑪
[00:06:24.000 --> 00:06:28.000]  正是要預備來去施行審判
[00:06:28.000 --> 00:06:30.000]  在那個時候
[00:06:30.000 --> 00:06:33.000]  阿伯拉罕就知道了他們向著所多瑪前行
[00:06:33.000 --> 00:06:36.000]  他就去他們中間
[00:06:36.000 --> 00:06:38.000]  跟他們一起同行
[00:06:38.000 --> 00:06:39.000]  多走一程
[00:06:39.000 --> 00:06:42.000]  相信當時阿伯拉罕還不知道
[00:06:42.000 --> 00:06:44.000]  這三位的身份
[00:06:44.000 --> 00:06:46.000]  不知道是上帝和他的使者
[00:06:46.000 --> 00:06:48.000]  但是之前你看到
[00:06:48.000 --> 00:06:51.000]  他是很熱心地去款待這些客女
[00:06:51.000 --> 00:06:53.000]  在當時來說
[00:06:53.000 --> 00:06:56.000]  是神吩咐他的子民所作的事情
[00:06:56.000 --> 00:06:58.000]  阿伯拉罕敬畏神
[00:06:58.000 --> 00:06:59.000]  也都表達出
[00:06:59.000 --> 00:07:03.000]  對一些客女的那種接待
[00:07:03.000 --> 00:07:05.000]  而他樂意跟他們行一程
[00:07:05.000 --> 00:07:06.000]  也表示出
[00:07:06.000 --> 00:07:11.000]  他是盡量表達那種對別人的愛護
[00:07:11.000 --> 00:07:13.000]  和那種的關懷
[00:07:13.000 --> 00:07:14.000]  在那個時候
[00:07:14.000 --> 00:07:15.000]  當他這樣做的時候
[00:07:15.000 --> 00:07:18.000]  神就自己心裡面有說話
[00:07:18.000 --> 00:07:20.000]  所以接下來第十七節
[00:07:20.000 --> 00:07:23.000]  你會看到上帝心裡面的說話
[00:07:23.000 --> 00:07:24.000]  他這樣說
[00:07:24.000 --> 00:07:26.000]  「耶和華說我要作的事
[00:07:26.000 --> 00:07:28.000]  豈可門著阿伯拉罕
[00:07:28.000 --> 00:07:32.000]  阿伯拉罕必要成為強大興盛的國
[00:07:32.000 --> 00:07:37.000]  地上的萬國都必因他得福」
[00:07:37.000 --> 00:07:40.000]  上帝心裡面有一些說話
[00:07:40.000 --> 00:07:43.000]  我們今天從聖經裡面看到
[00:07:43.000 --> 00:07:46.000]  他心裡面很想讓阿伯拉罕知道
[00:07:46.000 --> 00:07:49.000]  他將要做的事情
[00:07:49.000 --> 00:07:52.000]  但是為什麼神這麼希望阿伯拉罕知道
[00:07:52.000 --> 00:07:54.000]  他要做的事呢?
[00:07:54.000 --> 00:07:57.000]  然後從他心中的說話我們明白
[00:07:57.000 --> 00:07:59.000]  第十九節說
[00:07:59.000 --> 00:08:01.000]  「我揀選了他
[00:08:01.000 --> 00:08:04.000]  是要他吩咐子孫和他的家屬
[00:08:04.000 --> 00:08:07.000]  遵守我耶和華的道
[00:08:07.000 --> 00:08:09.000]  秉公行義
[00:08:09.000 --> 00:08:14.000]  好叫我應許阿伯拉罕的說話可以實現」
[00:08:14.000 --> 00:08:17.000]  神是揀選了阿伯拉罕
[00:08:17.000 --> 00:08:20.000]  這個揀選也表明了一種
[00:08:20.000 --> 00:08:22.000]  神對人的恩情
[00:08:22.000 --> 00:08:25.000]  一種的恩典
[00:08:25.000 --> 00:08:27.000]  所以你看到
[00:08:27.000 --> 00:08:30.000]  在旁邊和合本的四方寫著
[00:08:30.000 --> 00:08:33.000]  這個揀選是一種眷顧
[00:08:33.000 --> 00:08:36.000]  原來的文字說是一種認識
[00:08:36.000 --> 00:08:38.000]  是一種的關係
[00:08:38.000 --> 00:08:41.000]  是神和人之間的關係
[00:08:41.000 --> 00:08:43.000]  神愛阿伯拉罕
[00:08:43.000 --> 00:08:46.000]  因此他眷顧他
[00:08:46.000 --> 00:08:49.000]  很想他能夠明白自己的心意
[00:08:49.000 --> 00:08:52.000]  以致能夠將他的道
[00:08:52.000 --> 00:08:55.000]  傳述給他的子子孫孫
[00:08:55.000 --> 00:08:56.000]  因此上帝就說
[00:08:56.000 --> 00:08:58.000]  我是揀選了他
[00:08:58.000 --> 00:09:00.000]  很想他能夠將真道
[00:09:00.000 --> 00:09:03.000]  一路來教導他的子孫
[00:09:03.000 --> 00:09:05.000]  然後聖經再說
[00:09:05.000 --> 00:09:07.000]  「遵守我耶和華的道
[00:09:07.000 --> 00:09:09.000]  秉公行義」
[00:09:09.000 --> 00:09:11.000]  更加具體的
[00:09:11.000 --> 00:09:13.000]  一種遵守神的道
[00:09:13.000 --> 00:09:15.000]  就是秉公行義
[00:09:15.000 --> 00:09:20.000]  或者說去實行公義和公平
[00:09:20.000 --> 00:09:22.000]  各國的翻譯可以說是
[00:09:22.000 --> 00:09:25.000]  實行神的公義和公平
[00:09:25.000 --> 00:09:28.000]  讓他們能夠真的按神的心意來生活
[00:09:28.000 --> 00:09:30.000]  實行公義和公平
[00:09:30.000 --> 00:09:32.000]  以致我的應許
[00:09:32.000 --> 00:09:36.000]  可以透過他們的家庭
[00:09:36.000 --> 00:09:40.000]  延伸到萬族
[00:09:40.000 --> 00:09:42.000]  上帝很想讓他的子民
[00:09:42.000 --> 00:09:44.000]  能夠如此遵行神的道
[00:09:44.000 --> 00:09:48.000]  以致因為臨到萬族當中
[00:09:48.000 --> 00:09:50.000]  這些神讓阿伯勒罕知道
[00:09:50.000 --> 00:09:52.000]  他將要做的事
[00:09:52.000 --> 00:09:54.000]  讓他知道他是公義的上帝
[00:09:54.000 --> 00:09:57.000]  人不願意遵從神的道
[00:09:57.000 --> 00:10:01.000]  要面對神公義的審判
[00:10:01.000 --> 00:10:03.000]  而這個索多瑪
[00:10:03.000 --> 00:10:05.000]  所要面對的事情
[00:10:05.000 --> 00:10:08.000]  正是成為了歷代的尷尬
[00:10:08.000 --> 00:10:10.000]  提醒很多的生命
[00:10:10.000 --> 00:10:12.000]  因為上帝是公義的
[00:10:12.000 --> 00:10:16.000]  他是會作審判的上帝
[00:10:16.000 --> 00:10:18.000]  我想大家都會記得
[00:10:18.000 --> 00:10:20.000]  當主耶穌在新約的時候
[00:10:20.000 --> 00:10:21.000]  當祂來到的時候
[00:10:21.000 --> 00:10:24.000]  向很多的人講述神國的道
[00:10:24.000 --> 00:10:26.000]  在他們中間行神職
[00:10:26.000 --> 00:10:28.000]  顯明神的真實
[00:10:28.000 --> 00:10:30.000]  但是有些人仍然不肯相信
[00:10:30.000 --> 00:10:32.000]  在裡面抗拒
[00:10:32.000 --> 00:10:35.000]  上帝就講起索多瑪的事情
[00:10:35.000 --> 00:10:38.000]  不如大家再看一看新約的另一處經文
[00:10:38.000 --> 00:10:43.000]  你們看一看聖經的《馬太福音》
[00:10:43.000 --> 00:10:52.000]  聖經《馬太福音》第十一章
[00:10:52.000 --> 00:10:56.000]  其中的第二十一節
[00:10:56.000 --> 00:11:01.000]  我們看和學本
[00:11:01.000 --> 00:11:07.000]  《馬太福音》第十一章第二十一節
[00:11:07.000 --> 00:11:09.000]  當時主耶穌和幾個城市說話
[00:11:09.000 --> 00:11:14.000]  哥拉遜你有和 百菜大你有和
[00:11:14.000 --> 00:11:16.000]  然後去到二十三節
[00:11:16.000 --> 00:11:20.000]  加伯隆你好像很崇高
[00:11:20.000 --> 00:11:21.000]  升到天上面
[00:11:21.000 --> 00:11:24.000]  但是你終於墮落陰間
[00:11:24.000 --> 00:11:25.000]  然後聖經說
[00:11:25.000 --> 00:11:29.000]  因為在你那裡所行的異能
[00:11:29.000 --> 00:11:30.000]  若行在索多瑪
[00:11:30.000 --> 00:11:33.000]  他還可以存到今日
[00:11:33.000 --> 00:11:34.000]  但告訴你們
[00:11:34.000 --> 00:11:35.000]  當審判的日子
[00:11:35.000 --> 00:11:42.000]  索多瑪所受的比你還容易受呢?
[00:11:42.000 --> 00:11:44.000]  聖經提到主耶穌
[00:11:44.000 --> 00:11:48.000]  很清楚地警告這些城市
[00:11:48.000 --> 00:11:49.000]  你知不知道
[00:11:49.000 --> 00:11:51.000]  當這些我行的神跡
[00:11:51.000 --> 00:11:54.000]  如果行在當日的索多瑪城
[00:11:54.000 --> 00:11:56.000]  他們會見到神的作為
[00:11:56.000 --> 00:11:59.000]  他們會謙卑悔改下來
[00:11:59.000 --> 00:12:03.000]  所以他們都會流傳到今日
[00:12:03.000 --> 00:12:06.000]  但是今日在你們中間所行的神跡異能
[00:12:06.000 --> 00:12:08.000]  你們竟然抗拒
[00:12:08.000 --> 00:12:10.000]  聖經說你們要知道
[00:12:10.000 --> 00:12:11.000]  將來審判的日子
[00:12:11.000 --> 00:12:18.000]  索多瑪城所受的刑罰比你還輕
[00:12:18.000 --> 00:12:19.000]  突然間我們體會到
[00:12:19.000 --> 00:12:23.000]  聖經描述在將來審判的刑罰裡面
[00:12:23.000 --> 00:12:26.000]  有輕和重
[00:12:26.000 --> 00:12:28.000]  同樣一個情況就是
[00:12:28.000 --> 00:12:32.000]  今天神沒有向一些犯罪的城市
[00:12:32.000 --> 00:12:34.000]  立即施行審判
[00:12:34.000 --> 00:12:37.000]  亦表達神仍然等候
[00:12:37.000 --> 00:12:39.000]  期待著人悔改
[00:12:39.000 --> 00:12:41.000]  給人機會悔改
[00:12:41.000 --> 00:12:43.000]  但是上帝仍然說
[00:12:43.000 --> 00:12:46.000]  公義的審判必然會出現
[00:12:46.000 --> 00:12:48.000]  祂盼望人會知道
[00:12:48.000 --> 00:12:50.000]  以至能夠把握機會悔改
[00:12:50.000 --> 00:12:51.000]  會回轉
[00:12:51.000 --> 00:12:53.000]  會歸向上帝
[00:12:53.000 --> 00:12:55.000]  今天當我們留心到
[00:12:55.000 --> 00:12:57.000]  很多不同的城市
[00:12:57.000 --> 00:13:00.000]  裡面有得罪神的事情的時候
[00:13:00.000 --> 00:13:02.000]  我相信你和我心裡面
[00:13:02.000 --> 00:13:03.000]  都有一些時候
[00:13:03.000 --> 00:13:06.000]  會心裡面很難過
[00:13:06.000 --> 00:13:08.000]  最近很多人都會聽到
[00:13:08.000 --> 00:13:10.000]  看新聞、看報紙
[00:13:10.000 --> 00:13:12.000]  看到在美國城市裡面
[00:13:12.000 --> 00:13:15.000]  很多槍擊的事件
[00:13:15.000 --> 00:13:17.000]  你有時候會意想不到
[00:13:17.000 --> 00:13:20.000]  一個學生十四、五歲
[00:13:20.000 --> 00:13:22.000]  帶著槍回去學校
[00:13:22.000 --> 00:13:26.000]  然後隨意去開槍擊殺那些
[00:13:26.000 --> 00:13:29.000]  得罪他的同學和老師
[00:13:29.000 --> 00:13:31.000]  你會聽到剛剛最近的消息
[00:13:31.000 --> 00:13:34.000]  在一個市區裡面
[00:13:34.000 --> 00:13:36.000]  一個男士拿著槍
[00:13:36.000 --> 00:13:37.000]  隨便去掃射
[00:13:37.000 --> 00:13:40.000]  在他所遇到的人群
[00:13:40.000 --> 00:13:42.000]  他要表達一種仇恨
[00:13:42.000 --> 00:13:44.000]  一種不忿
[00:13:44.000 --> 00:13:46.000]  而去隨便殺人
[00:13:46.000 --> 00:13:48.000]  這些事情讓我們很難過
[00:13:48.000 --> 00:13:50.000]  當然背後有很多很多
[00:13:50.000 --> 00:13:52.000]  社會的因素、政治
[00:13:52.000 --> 00:13:55.000]  和經濟的因素造成
[00:13:55.000 --> 00:14:00.000]  很多這些槍械的製造商
[00:14:00.000 --> 00:14:02.000]  很多的宣傳
[00:14:02.000 --> 00:14:05.000]  很多不同的手法在背後
[00:14:05.000 --> 00:14:06.000]  我們都會體會
[00:14:06.000 --> 00:14:08.000]  背後有很多很多
[00:14:08.000 --> 00:14:09.000]  隱藏著的罪惡
[00:14:09.000 --> 00:14:12.000]  表現在這件事上
[00:14:12.000 --> 00:14:13.000]  但是無論如何
