
[00:00:00.000 --> 00:00:02.000]  請大家再一次打開
[00:00:02.000 --> 00:00:04.000]  主席和我們讀的經文
[00:00:04.000 --> 00:00:06.000]  馬遞福音第26章
[00:00:06.000 --> 00:00:08.000]  6至13節
[00:00:08.000 --> 00:00:10.000]  6至13節
[00:00:10.000 --> 00:00:14.000]  馬遞福音第26章
[00:00:14.000 --> 00:00:16.000]  1497
[00:00:16.000 --> 00:00:24.000]  讓我再將這段經文
[00:00:24.000 --> 00:00:26.000]  慢慢讀一次
[00:00:26.000 --> 00:00:28.000]  給大家聽
[00:00:28.000 --> 00:00:30.000]  我們嘗試將自己
[00:00:30.000 --> 00:00:32.000]  投入
[00:00:32.000 --> 00:00:34.000]  這段經文裡說的
[00:00:34.000 --> 00:00:36.000]  情景
[00:00:36.000 --> 00:00:38.000]  和這個
[00:00:38.000 --> 00:00:41.000]  女人做了什麼事
[00:00:41.000 --> 00:00:43.000]  和耶穌的反應
[00:00:43.000 --> 00:00:45.000]  和門徒的反應是怎樣呢
[00:00:45.000 --> 00:00:47.000]  請聽我讀
[00:00:47.000 --> 00:00:49.000]  耶穌在伯大尼
[00:00:49.000 --> 00:00:51.000]  在患麻風的西門的家裡的時候
[00:00:51.000 --> 00:00:53.000]  有一個女人
[00:00:53.000 --> 00:00:55.000]  拿著一瓶珍貴的香膏
[00:00:55.000 --> 00:00:58.000]  前來把它敲在耶穌的頭上
[00:00:58.000 --> 00:01:00.000]  門徒看見了
[00:01:00.000 --> 00:01:02.000]  就生氣說
[00:01:02.000 --> 00:01:04.000]  為什麼這樣浪費呢
[00:01:04.000 --> 00:01:07.000]  這香膏可以賣很多錢
[00:01:07.000 --> 00:01:09.000]  周濟窮人
[00:01:09.000 --> 00:01:11.000]  耶穌知道了便說
[00:01:11.000 --> 00:01:13.000]  為什麼要難為這個女人呢
[00:01:13.000 --> 00:01:16.000]  她為我作的是一件美事
[00:01:16.000 --> 00:01:18.000]  你們時時有窮人
[00:01:18.000 --> 00:01:20.000]  跟你們在一起
[00:01:20.000 --> 00:01:22.000]  然而卻不是常有我
[00:01:22.000 --> 00:01:25.000]  祂將這個香膏敲在我身上
[00:01:25.000 --> 00:01:28.000]  是為了安葬我而做的
[00:01:28.000 --> 00:01:30.000]  我實在告訴你們
[00:01:30.000 --> 00:01:32.000]  這個福音無論傳到
[00:01:32.000 --> 00:01:34.000]  世界上什麼地方
[00:01:34.000 --> 00:01:36.000]  這個女人所做的
[00:01:36.000 --> 00:01:38.000]  都要在全港紀念祂
[00:01:38.000 --> 00:01:42.000]  這段經文記載
[00:01:42.000 --> 00:01:44.000]  主耶穌在伯大尼這個地方
[00:01:44.000 --> 00:01:48.000]  有一件事情的發生
[00:01:48.000 --> 00:01:50.000]  伯大尼其實就在耶路撒冷東面的
[00:01:50.000 --> 00:01:53.000]  一個很小的地方
[00:01:53.000 --> 00:01:55.000]  大概三公里遠
[00:01:55.000 --> 00:01:57.000]  三公里大家知道有多遠嗎
[00:01:57.000 --> 00:01:59.000]  三公里其實就等於
[00:01:59.000 --> 00:02:01.000]  跑台山走到金鐘
[00:02:01.000 --> 00:02:03.000]  跑台山地鐵站走到金鐘
[00:02:03.000 --> 00:02:05.000]  或者由尖沙咀地鐵站
[00:02:05.000 --> 00:02:07.000]  走到油麻地地鐵站
[00:02:07.000 --> 00:02:09.000]  不是太遠的地方
[00:02:09.000 --> 00:02:11.000]  這裡說到有一個女人
[00:02:11.000 --> 00:02:13.000]  這個女人在約翰福音
[00:02:13.000 --> 00:02:15.000]  這個平行經文裡面提到
[00:02:15.000 --> 00:02:17.000]  這位女士是有個名字的
[00:02:17.000 --> 00:02:18.000]  是瑪麗亞
[00:02:18.000 --> 00:02:20.000]  是馬大的妹妹
[00:02:20.000 --> 00:02:22.000]  她拿著一瓶
[00:02:22.000 --> 00:02:26.000]  很珍貴的香膏
[00:02:26.000 --> 00:02:28.000]  在馬克福音告訴我們
[00:02:28.000 --> 00:02:30.000]  這個珍貴香膏有個名字
[00:02:30.000 --> 00:02:33.000]  叫做拿達
[00:02:33.000 --> 00:02:36.000]  拿達是一種當時很珍貴
[00:02:36.000 --> 00:02:39.000]  不是在巴勒斯坦
[00:02:39.000 --> 00:02:41.000]  自己本身出的香料
[00:02:41.000 --> 00:02:43.000]  是由外地運來的
[00:02:43.000 --> 00:02:47.000]  因此是很名貴的香膏
[00:02:47.000 --> 00:02:51.000]  這個女人將這個瓶子打爛
[00:02:51.000 --> 00:02:53.000]  在其他經文裡面這樣說
[00:02:53.000 --> 00:02:58.000]  於是就繞罐在耶穌的身上
[00:02:58.000 --> 00:03:00.000]  接著大家留意
[00:03:00.000 --> 00:03:02.000]  是門徒都很識貨的
[00:03:02.000 --> 00:03:08.000]  看到這些香膏是很貴的
[00:03:08.000 --> 00:03:10.000]  可以周折很多窮人
[00:03:10.000 --> 00:03:12.000]  在馬克福音那裡甚至說
[00:03:12.000 --> 00:03:14.000]  這個香膏值多少錢呢
[00:03:14.000 --> 00:03:16.000]  值到三百多個銀幣
[00:03:16.000 --> 00:03:20.000]  三百多個銀幣大概是多少錢呢
[00:03:20.000 --> 00:03:22.000]  大家知不知道
