
[00:00:00.000 --> 00:00:03.980]  我們讀一節聖經,在四篇,七十二篇第十八節,
[00:00:03.980 --> 00:00:06.800]  我們讀一節,我們一同來念,來。
[00:00:06.800 --> 00:00:12.100]  「獨行其事的耶和華,以色列的神是應當稱頌的。」
[00:00:12.100 --> 00:00:13.440]  再讀一遍,來。
[00:00:13.440 --> 00:00:19.640]  「獨行其事的耶和華,以色列的神是應當稱頌的。」
[00:00:19.640 --> 00:00:22.620]  從2020年3月直到如今,
[00:00:22.620 --> 00:00:26.740]  我們已經經過了將近兩年的疫情了。
[00:00:26.740 --> 00:00:28.880]  本來以為疫情馬上就要結束,
[00:00:28.880 --> 00:00:34.280]  沒想到Omicron這一波,比以前傳播得更加迅速。
[00:00:34.280 --> 00:00:38.480]  回頭看這兩年的疫情,我們真的要說,
[00:00:38.480 --> 00:00:41.560]  雖然疫情是沒完沒了,
[00:00:41.560 --> 00:00:45.660]  但神的恩典也是沒完沒了。
[00:00:45.660 --> 00:00:48.400]  我們雖然經過了水火,
[00:00:48.400 --> 00:00:50.160]  但在水火當中,
[00:00:50.160 --> 00:00:52.860]  神讓我們經歷了祂豐盛的同在,
[00:00:52.860 --> 00:00:56.940]  而且超乎所求所想的恩典。
[00:00:56.940 --> 00:01:02.880]  四篇72篇18節講到我們所信的神是一位獨行其事的神。
[00:01:02.880 --> 00:01:07.280]  非常喜歡這個形容,獨行其事。
[00:01:07.280 --> 00:01:12.780]  換句話說,神的作為永遠是超乎我們所能想像。
[00:01:12.780 --> 00:01:19.920]  神所選擇用的方式也永遠不是我們所預期的到。
[00:01:19.920 --> 00:01:24.000]  多少次我們人所能夠看見就這麼有限,
[00:01:24.000 --> 00:01:27.940]  我們人所能夠想像的也是那麼有限。
[00:01:27.940 --> 00:01:32.240]  我們人常常就按照我們自己所能夠想像、
[00:01:32.240 --> 00:01:36.340]  所能看見的來限制神的作為。
[00:01:36.340 --> 00:01:42.380]  以為神一定要按照我們所想像、所看見的來工作,
[00:01:42.380 --> 00:01:47.480]  但事實上,至終神的意念還是高過我們的意念,
[00:01:47.480 --> 00:01:51.620]  神的道路還是高過我們的道路。
[00:01:51.620 --> 00:01:54.820]  面對前面新的一年,
[00:01:54.820 --> 00:01:59.100]  雖然擺在我們面前還是有許多的未知,
[00:01:59.100 --> 00:02:06.400]  但未知永遠是我們能夠經歷神新的工作的機會。
[00:02:06.400 --> 00:02:09.840]  今天也許你感覺到你是在曠野,
[00:02:09.840 --> 00:02:14.440]  但我們的神是不是在曠野為你開道路的神呢?
[00:02:14.440 --> 00:02:17.680]  也許你感覺你今天是在沙漠裡面,
[00:02:17.680 --> 00:02:22.860]  但我們的神就是能夠在你的沙漠中為你開江河的神。
[00:02:22.860 --> 00:02:24.620]  所以在這新的一年,
[00:02:24.620 --> 00:02:28.460]  讓我們真的重新向神有個偉大的期待,
[00:02:28.460 --> 00:02:33.260]  來跟隨這位獨行騎士的神。
[00:02:33.260 --> 00:02:36.540]  我們怎麼樣跟隨這獨行騎士的神呢?
[00:02:36.540 --> 00:02:40.700]  三方面,我們能夠經歷神為我們獨行騎士。
[00:02:40.700 --> 00:02:44.340]  第一個,一定要重新渴慕神。
[00:02:44.340 --> 00:02:47.980]  跟你們說要重新渴慕神。
[00:02:47.980 --> 00:02:50.380]  今天我們如果想要經歷神,
[00:02:50.380 --> 00:02:53.580]  首先一定要先來渴慕祂。
[00:02:53.580 --> 00:02:56.180]  因為如果我們的心不渴慕神,
[00:02:56.180 --> 00:02:59.720]  我們就不可能來到神面前尋求神。
[00:02:59.720 --> 00:03:03.260]  在聖經當中,我們看見每一個經歷神的人,
[00:03:03.260 --> 00:03:06.700]  都是對神有強烈的渴慕。
[00:03:06.700 --> 00:03:10.040]  四篇四十二篇第一第二節,我們看見這裡怎麼說呢?
[00:03:10.040 --> 00:03:11.340]  我們一同來唸來:
[00:03:11.340 --> 00:03:16.140]  神啊,我的心竊慕祢,如露竊慕七水。
[00:03:16.140 --> 00:03:19.240]  我的心可想神,就是永生神。
[00:03:19.240 --> 00:03:22.020]  我幾時得曹見神。
[00:03:22.020 --> 00:03:24.820]  我們看見詩篇的作者在這裡,
[00:03:24.820 --> 00:03:28.420]  就是用如露竊慕七水,
[00:03:28.420 --> 00:03:32.020]  來表達他對神的這種渴慕。
[00:03:32.020 --> 00:03:34.260]  什麼是如竊慕七水?
[00:03:34.260 --> 00:03:38.560]  那不是一種可有可無的生活點綴品,
[00:03:38.560 --> 00:03:43.700]  那是一個生命攸關,一種生命的需求。
[00:03:43.700 --> 00:03:47.340]  他知道在他生命當中,他不能夠沒有神。
[00:03:47.340 --> 00:03:50.180]  他知道他一切生命的意義,
[00:03:50.180 --> 00:03:54.140]  一切生活力量的源頭,都在於神。
[00:03:54.140 --> 00:03:59.060]  所以他一定要來到神的面前,緊緊抓住神。
[00:03:59.060 --> 00:04:01.120]  我就常常在想,
[00:04:01.120 --> 00:04:06.160]  為什麼今天缺乏這種渴慕在我們裡面?
[00:04:06.160 --> 00:04:08.960]  我相信最主要的原因,
[00:04:08.960 --> 00:04:14.960]  就是我們不大確定神真的擁有我們生命的答案嗎?
[00:04:14.960 --> 00:04:18.700]  也許我們相信,是的,主的救恩,
[00:04:18.700 --> 00:04:21.540]  能夠救我們脫離一切的罪惡,
[00:04:21.540 --> 00:04:26.880]  但祂真的擁有我們每天生活的答案嗎?
[00:04:26.880 --> 00:04:31.320]  特別是當我們處在患難的環境當中的時候。
[00:04:31.320 --> 00:04:33.780]  你知道很多時候,患難的環境,
[00:04:33.780 --> 00:04:39.420]  常常在我們的心中,疑惑神的美善,不是嗎?
[00:04:39.420 --> 00:04:43.500]  就像四十二篇第三節,你看一篇詩篇的作者,
[00:04:43.500 --> 00:04:46.120]  他遇到艱難的時候,他怎麼說呢?
[00:04:46.120 --> 00:04:49.720]  他說:「晝夜以眼淚當飲食,
[00:04:49.720 --> 00:04:54.160]  人不住對我說,你的神在哪裡了。」
[00:04:54.160 --> 00:05:00.220]  弟兄姐,你曾經經歷過這種以眼淚當飲食的日子嗎?
[00:05:00.220 --> 00:05:03.980]  在那個時候,不但人對你說,你的神在哪裡,
[00:05:03.980 --> 00:05:08.160]  你自己也對你自己問說,我的神到底在哪裡?
[00:05:08.160 --> 00:05:12.100]  但事實上,無論我們按照人的角度來看,
[00:05:12.100 --> 00:05:14.720]  這多麼不容易明白,
[00:05:14.720 --> 00:05:19.060]  無論我們按照人的能力來看,多麼不可能解決。
[00:05:19.060 --> 00:05:21.960]  但神的眼目卻從來沒有偏離,
[00:05:21.960 --> 00:05:26.180]  神的膀背卻從來沒有縮短。
[00:05:26.180 --> 00:05:30.580]  神今天仍然能夠在你每一個環境當中
[00:05:30.580 --> 00:05:35.620]  顯明祂是獨行其事的神,哈利路亞。
[00:05:35.620 --> 00:05:40.340]  就像摩西,當摩西在曠野的日子,
[00:05:40.340 --> 00:05:43.060]  我告訴你,那四十年在曠野的日子,
[00:05:43.060 --> 00:05:46.520]  可以說是他人生最低沉的日子。
[00:05:46.520 --> 00:05:49.520]  本來他在皇宮裡面是做王子,
[00:05:49.520 --> 00:05:52.500]  他過王子般的生活,
[00:05:52.500 --> 00:05:56.740]  現在卻在曠野裡面成為一個牧羊人,
[00:05:56.740 --> 00:06:00.340]  沒有人認得他,沒有人紀念他。
[00:06:00.340 --> 00:06:05.240]  而且四十年,這四十年不是短的日子,
[00:06:05.240 --> 00:06:09.780]  人生有多少個四十年可以這樣虛空地度過?
[00:06:09.780 --> 00:06:14.260]  可是我告訴你,在人生的曠野當中,
[00:06:14.260 --> 00:06:19.460]  就是在人生的曠野當中,他遇見了神。
[00:06:19.460 --> 00:06:22.940]  那一天,當他在曠野牧羊的時候,
[00:06:22.940 --> 00:06:25.880]  神讓他看見一個異象,
[00:06:25.880 --> 00:06:30.180]  荊棘被火燃燒,卻不被燒毀。
[00:06:30.180 --> 00:06:35.720]  而當摩西靠近這個荊棘的時候,神就呼召他。
[00:06:35.720 --> 00:06:40.020]  就是在他人生的曠野當中,
[00:06:40.020 --> 00:06:44.540]  摩西領受了一個改變他生命,
[00:06:44.540 --> 00:06:48.180]  改變以色列歷史的呼召,哈利路亞。
[00:06:48.180 --> 00:06:54.580]  你不能不說,我們的神真是獨行其事的真神,Amen?
[00:06:54.580 --> 00:06:57.260]  就像丹尼里三個朋友,
[00:06:57.260 --> 00:07:02.740]  當尼布賈尼薩王為他自己建立一個京像,
[00:07:02.740 --> 00:07:06.660]  要全國上下人來拜這個京像,
[00:07:06.660 --> 00:07:11.580]  我們看丹尼里三個朋友選擇不拜這個京像,
[00:07:11.580 --> 00:07:16.620]  所以尼布賈尼薩王就要把他們準備丟到火窯裡面去。
[00:07:16.620 --> 00:07:18.820]  從人的角度來想,
[00:07:18.820 --> 00:07:21.900]  如果神真的要拯救他的僕人,
[00:07:21.900 --> 00:07:23.820]  神就應該在這個時刻,
[00:07:23.820 --> 00:07:26.020]  差遣天使、天君,
[00:07:26.020 --> 00:07:31.140]  將他的僕人從這個困難的環境當中拯救出來。
[00:07:31.140 --> 00:07:33.220]  但神卻沒有這樣做,
[00:07:33.220 --> 00:07:38.380]  神卻容許他的僕人被丟進火窯裡面去。
[00:07:38.380 --> 00:07:41.580]  照在那個時刻,你可以想像,
[00:07:41.580 --> 00:07:44.820]  為什麼?
[00:07:44.820 --> 00:07:49.100]  有多少這種無奈嘆息的聲音?
[00:07:49.100 --> 00:07:53.140]  可是我告訴你,就在這個人生的火窯當中,
[00:07:53.140 --> 00:07:56.980]  這些神的僕人卻經歷了神的真實。
[00:07:56.980 --> 00:07:58.100]  Hallelujah!
[00:07:58.100 --> 00:08:03.300]  神竟然在火窯當中親自與他們同在。
[00:08:03.300 --> 00:08:07.580]  當尼布賈尼薩王往火窯裡面去看的時候,
[00:08:07.580 --> 00:08:09.460]  他沒有看見三個人,
[00:08:09.460 --> 00:08:11.660]  他看見的是四個人,
[00:08:11.660 --> 00:08:16.260]  而且神正在與他的僕人同在,Hallelujah!
[00:08:16.260 --> 00:08:19.020]  事實上當他們走出火窯的時候,
[00:08:19.020 --> 00:08:24.580]  這些三個神的僕人身上連一點火燒的味道都沒有。
[00:08:24.580 --> 00:08:25.980]  Hallelujah!
[00:08:25.980 --> 00:08:29.820]  你不能不說,我們的神是獨行其次的真神。
[00:08:29.820 --> 00:08:31.100]  Amen!
[00:08:31.100 --> 00:08:36.780]  但是很多時候,神是會容許我們經過患難,
[00:08:36.780 --> 00:08:41.580]  神是會容許我們經過生命當中火的煉金的。
[00:08:41.580 --> 00:08:45.420]  無論我們在其中有多少個不明白,
[00:08:45.420 --> 00:08:48.660]  無論我們在其中有多少個看不透,
[00:08:48.660 --> 00:08:52.940]  我們的神仍然是獨行其次的真神,Amen!
[00:08:52.940 --> 00:08:56.500]  祂仍然能夠在我們生命當中每一個環境當中,
[00:08:56.500 --> 00:09:00.580]  讓我們來遇見祂,讓我們來經歷祂。
[00:09:00.580 --> 00:09:05.180]  所以,弟兄姊妹,你一定不要停止來渴慕祂,
[00:09:05.180 --> 00:09:08.340]  不要讓你的心在你裡面幽悶,
[00:09:08.340 --> 00:09:12.220]  不要讓你的心在你裡面煩躁、疑惑,
[00:09:12.220 --> 00:09:17.500]  也不要讓你的心轉向世界,以為世界可以給你什麼。
[00:09:17.500 --> 00:09:19.100]  No!
[00:09:19.100 --> 00:09:23.140]  詩篇42篇第5節,你看見詩篇的作者怎麼說呢?
[00:09:23.140 --> 00:09:26.300]  他說,我的心啊,你為何幽悶?
[00:09:26.300 --> 00:09:28.060]  為何在我裡面煩躁?
[00:09:28.060 --> 00:09:31.980]  因祂仰望神,因祂笑臉幫助我,
[00:09:31.980 --> 00:09:34.540]  我還要稱讚祂。
[00:09:34.540 --> 00:09:39.340]  弟兄姊,今天你的心是否常常因為環境而幽悶?
[00:09:39.340 --> 00:09:41.580]  因為疫情而煩躁?
[00:09:41.580 --> 00:09:44.540]  因為前途而徬徨呢?
[00:09:44.540 --> 00:09:49.260]  我們看見詩篇的作者在這,他沒有聽他的心向他說話,
[00:09:49.260 --> 00:09:52.100]  反而他是對他的心來說話。
[00:09:52.100 --> 00:09:56.300]  他說,我的心啊,不要在我裡面幽悶,
[00:09:56.300 --> 00:09:58.220]  不要在我裡面疑惑,
[00:09:58.220 --> 00:10:01.860]  也不要一天到晚想搞自己的東西,
[00:10:01.860 --> 00:10:05.660]  因祂仰望神,因祂渴慕神。
[00:10:05.660 --> 00:10:07.580]  為什麼要渴慕?
[00:10:07.580 --> 00:10:09.620]  我們看見第5節很清楚的,
[00:10:09.620 --> 00:10:13.940]  他在說,因為祂是用笑臉幫助我們的神。
[00:10:13.940 --> 00:10:15.660]  Hallelujah!
[00:10:15.660 --> 00:10:19.340]  弟兄姊,你可知道,你以為用笑臉幫助你的神嗎?
[00:10:19.340 --> 00:10:21.060]  Amen!
[00:10:21.060 --> 00:10:23.060]  笑臉代表什麼?
[00:10:23.060 --> 00:10:26.500]  笑臉代表祂樂意來幫助。
[00:10:26.500 --> 00:10:29.580]  弟兄姊,神今天不是很勉強的,
[00:10:29.580 --> 00:10:32.860]  好像勉為其難來幫助我們,No!
[00:10:32.860 --> 00:10:37.260]  神是很樂意的來幫助我們。
[00:10:37.260 --> 00:10:42.620]  自從我女兒們長大離開家之後,
[00:10:42.620 --> 00:10:47.540]  我就特別能夠體會天父這種樂意的心。
[00:10:47.540 --> 00:10:50.700]  我相信在我們中心做父親的應該都有同樣的感受。
[00:10:50.700 --> 00:10:53.140]  自從女兒們離開家之後,
[00:10:53.140 --> 00:10:56.860]  我做這個父親的真的巴不得女兒們
[00:10:56.860 --> 00:11:01.020]  能夠打個電話回來有求於我。
[00:11:01.020 --> 00:11:02.660]  真的!
[00:11:02.660 --> 00:11:05.900]  只要一通電話說,Daddy,我有需要,
