
[00:00:00.000 --> 00:00:05.000]  我覺得人生我們做人有時候沒什麼智慧
[00:00:05.000 --> 00:00:10.000]  我覺得人生命在地上的日子
[00:00:10.000 --> 00:00:12.000]  一年過了又一年
[00:00:12.000 --> 00:00:16.000]  很多時候都好像白白而活
[00:00:16.000 --> 00:00:18.000]  有些人我不是說大家
[00:00:18.000 --> 00:00:21.000]  有些人每年重複上一年的經驗
[00:00:21.000 --> 00:00:24.000]  每年重複去年所做的事
[00:00:24.000 --> 00:00:28.000]  然後什麼都學不到
[00:00:28.000 --> 00:00:32.000]  我覺得人生需要慢慢去到一個階段
[00:00:32.000 --> 00:00:36.000]  年紀階段我們都不斷去累積智慧
[00:00:36.000 --> 00:00:40.000]  所以今年我講到的內容
[00:00:40.000 --> 00:00:47.000]  大部分集中在針研和詩篇
[00:00:47.000 --> 00:00:51.000]  有關智慧的一些詩
[00:00:51.000 --> 00:00:58.000]  如果我們數詩篇150篇裡面有多少篇是有關智慧的
[00:00:58.000 --> 00:01:02.000]  解經家會告訴你大概有九篇
[00:01:02.000 --> 00:01:05.000]  或者一些詩篇的段落都有講智慧
[00:01:05.000 --> 00:01:12.000]  詩篇第一篇作為150篇的詩篇開首的一篇
[00:01:12.000 --> 00:01:15.000]  差不多是一個引言
[00:01:15.000 --> 00:01:17.000]  一個指引
[00:01:17.000 --> 00:01:21.000]  如果我們看詩篇150篇有不同的分卷
[00:01:21.000 --> 00:01:25.000]  去講述人和神之間的關係
[00:01:25.000 --> 00:01:27.000]  可以有敬拜歌頌
[00:01:27.000 --> 00:01:30.000]  所以詩篇裡面有很多是重讚的詩
[00:01:30.000 --> 00:01:32.000]  有些是講禱告的
[00:01:32.000 --> 00:01:34.000]  有些是講感恩的
[00:01:34.000 --> 00:01:37.000]  就是和人之間的關係
[00:01:37.000 --> 00:01:40.000]  去講述人神之間的關係不同的處境
[00:01:40.000 --> 00:01:42.000]  我們人怎樣去到神的面前
[00:01:42.000 --> 00:01:45.000]  有一些是生命的體會
[00:01:45.000 --> 00:01:49.000]  生命體會就好像摩西在九十篇
[00:01:49.000 --> 00:01:53.000]  摩西在九十篇的第十二節
[00:01:53.000 --> 00:01:57.000]  告訴我們我們要懂得數算自己的日子
[00:01:57.000 --> 00:02:02.000]  以致我們能夠懂得有一顆智慧的心
[00:02:02.000 --> 00:02:11.000]  所以每一天這一張我們聖經公會印刷出的日曆的時候
[00:02:11.000 --> 00:02:16.000]  每天這一張就先看一看那節金句今天講什麼
[00:02:16.000 --> 00:02:20.000]  我就會去細意的去聆聽
[00:02:20.000 --> 00:02:26.000]  神直著聖經提醒自己
[00:02:26.000 --> 00:02:28.000]  兄姊妹
[00:02:28.000 --> 00:02:31.000]  如果詩篇第一篇是智慧篇
[00:02:31.000 --> 00:02:33.000]  智慧的詩篇
[00:02:33.000 --> 00:02:37.000]  其實講一些說話大家都很容易明白的
[00:02:37.000 --> 00:02:40.000]  很淺白的一些基本道理
[00:02:40.000 --> 00:02:45.000]  但其實一些淺白的基本道理是很難做的
[00:02:45.000 --> 00:02:47.000]  很難做
[00:02:47.000 --> 00:02:50.000]  人生的表現應該是怎樣
[00:02:50.000 --> 00:02:52.000]  我們信徒生活在神的面前
[00:02:52.000 --> 00:02:55.000]  祂對我們有什麼基本的要求和心意
[00:02:55.000 --> 00:02:57.000]  你和我都知道
[00:02:57.000 --> 00:02:59.000]  祂又告訴我們
[00:02:59.000 --> 00:03:01.000]  如果我們這樣去進行的時候
[00:03:01.000 --> 00:03:05.000]  我們的生活就很有喜悅有平安
[00:03:05.000 --> 00:03:10.000]  如果打開聖經和合本在詩篇第一篇之前
[00:03:10.000 --> 00:03:12.000]  它就說有一個標題
[00:03:12.000 --> 00:03:16.000]  叫做真正的福氣
[00:03:16.000 --> 00:03:17.000]  這裡沒有的
[00:03:17.000 --> 00:03:18.000]  PowerPoint沒有的
[00:03:18.000 --> 00:03:20.000]  所以你打開你的聖經
[00:03:20.000 --> 00:03:23.000]  或者你打開了你的手機
[00:03:23.000 --> 00:03:26.000]  打開了你的手機不是按遊戲那部分
[00:03:26.000 --> 00:03:31.000]  而是你下載了聖經那裡
[00:03:31.000 --> 00:03:33.000]  你可能會看得到
[00:03:33.000 --> 00:03:35.000]  靖姐妹
[00:03:35.000 --> 00:03:37.000]  在人生裡面
[00:03:37.000 --> 00:03:39.000]  我們應該怎樣呢
[00:03:39.000 --> 00:03:43.000]  詩人一開始第一節
[00:03:43.000 --> 00:03:45.000]  一篇的第一節
[00:03:45.000 --> 00:03:46.000]  就去講了
[00:03:46.000 --> 00:03:48.000]  講什麼呢
[00:03:48.000 --> 00:03:50.000]  原來就告訴我們
[00:03:50.000 --> 00:03:53.000]  每一個我們屬主的人就有一種政策
[00:03:53.000 --> 00:03:56.000]  這個政策是三不的政策
[00:03:56.000 --> 00:03:58.000]  不從惡人的計謀
[00:03:58.000 --> 00:04:00.000]  不站罪人的道路
[00:04:00.000 --> 00:04:04.000]  不助褻瀆萬人的座位
[00:04:04.000 --> 00:04:07.000]  然後接著怎樣
[00:04:07.000 --> 00:04:10.000]  在第二節一會兒再講
[00:04:10.000 --> 00:04:14.000]  但是這三個不就很清楚了
[00:04:14.000 --> 00:04:18.000]  不從惡人的計謀
[00:04:18.000 --> 00:04:21.000]  不站罪人的道路
[00:04:21.000 --> 00:04:24.000]  不助褻瀆萬人的座位
[00:04:24.000 --> 00:04:26.000]  和合本的修訂本
[00:04:26.000 --> 00:04:31.000]  不助傲萬人的座位
[00:04:31.000 --> 00:04:33.000]  傲萬人的座位
[00:04:33.000 --> 00:04:36.000]  詩人就很清楚
[00:04:36.000 --> 00:04:38.000]  就去講述
[00:04:38.000 --> 00:04:40.000]  我們被神祝福的人
[00:04:40.000 --> 00:04:43.000]  應該有幾樣東西我們不可以做的
[00:04:43.000 --> 00:04:45.000]  就從人的思想開始
[00:04:45.000 --> 00:04:47.000]  你想什麼
[00:04:47.000 --> 00:04:49.000]  計謀 想辦法
[00:04:49.000 --> 00:04:52.000]  有很多辦法
[00:04:52.000 --> 00:04:58.000]  其實人三歲還是八十歲都適合
[00:04:58.000 --> 00:05:01.000]  有些人想得很快
[00:05:01.000 --> 00:05:05.000]  有些人很會計算
[00:05:05.000 --> 00:05:08.000]  思考力很強
[00:05:08.000 --> 00:05:12.000]  所以如果他聰明又計謀
[00:05:12.000 --> 00:05:14.000]  而他又是惡人
[00:05:14.000 --> 00:05:17.000]  那就死定了
[00:05:17.000 --> 00:05:25.000]  又聰明又不曉得什麼在正路上有困難
[00:05:25.000 --> 00:05:30.000]  所以詩人就首先從我們的心思開始
[00:05:30.000 --> 00:05:32.000]  你想的是什麼
[00:05:32.000 --> 00:05:36.000]  然後他說不站罪人的道路
[00:05:36.000 --> 00:05:43.000]  不要站在罪人他要走或者站的地方
[00:05:43.000 --> 00:05:45.000]  道路是什麼
[00:05:45.000 --> 00:05:47.000]  行走 站立
[00:05:47.000 --> 00:05:49.000]  待會走下去等巴士
[00:05:49.000 --> 00:05:51.000]  你就站在那裡等巴士
[00:05:51.000 --> 00:05:53.000]  那條是行人路
[00:05:53.000 --> 00:05:57.000]  又或者你要從一個地點去到另一個地點
[00:05:57.000 --> 00:06:01.000]  你就要走去或者跑去
[00:06:01.000 --> 00:06:05.000]  用一個肢體的舉動去表達
[00:06:05.000 --> 00:06:08.000]  我們作為一個屬神的人
[00:06:08.000 --> 00:06:12.000]  不要站在或者走在罪人的道路
[00:06:12.000 --> 00:06:15.000]  最重要是什麼
[00:06:15.000 --> 00:06:20.000]  行得正 站得正
[00:06:20.000 --> 00:06:23.000]  行得正 站得正
[00:06:23.000 --> 00:06:25.000]  我們就不被嫌疑
[00:06:25.000 --> 00:06:29.000]  有沒有聽過瓜田李下
[00:06:29.000 --> 00:06:32.000]  瓜田李下
[00:06:32.000 --> 00:06:34.000]  曾慶明鄧憲當然聽過
[00:06:34.000 --> 00:06:38.000]  他低頭點頭
[00:06:38.000 --> 00:06:41.000]  有沒有聽過瓜田李下
[00:06:41.000 --> 00:06:44.000]  榮熙你聽過沒有
[00:06:44.000 --> 00:06:45.000]  瓜田李下聽過
[00:06:45.000 --> 00:06:49.000]  你有看成語動畫廊的
[00:06:49.000 --> 00:06:51.000]  你有看的
[00:06:51.000 --> 00:06:54.000]  瓜田李下不被嫌疑是什麼意思
[00:06:54.000 --> 00:06:57.000]  你經過一個梨樹的下面
[00:06:57.000 --> 00:06:59.000]  你就不要弄你的帽子
[00:06:59.000 --> 00:07:01.000]  你弄你的帽子一個個以為
[00:07:01.000 --> 00:07:05.000]  你想伸手去摘那棵梨樹
[00:07:05.000 --> 00:07:06.000]  不是你的東西
[00:07:06.000 --> 00:07:09.000]  你摘就是偷
[00:07:09.000 --> 00:07:11.000]  瓜田呢
[00:07:11.000 --> 00:07:13.000]  你經過一個西瓜田
[00:07:13.000 --> 00:07:14.000]  或者什麼瓜都好
[00:07:14.000 --> 00:07:15.000]  冬瓜也好 什麼瓜都好
[00:07:15.000 --> 00:07:16.000]  那個是田
[00:07:16.000 --> 00:07:18.000]  你就不要蹲下綁鞋帶
[00:07:18.000 --> 00:07:19.000]  搞你的鞋子
[00:07:19.000 --> 00:07:21.000]  有人以為你這樣蹲下
[00:07:21.000 --> 00:07:25.000]  就想偷他的瓜
[00:07:25.000 --> 00:07:27.000]  這個叫嫌疑
[00:07:27.000 --> 00:07:28.000]  雖然你不是
[00:07:28.000 --> 00:07:29.000]  你不是這樣做
[00:07:29.000 --> 00:07:30.000]  你真的不是
[00:07:30.000 --> 00:07:31.000]  我只是綁鞋帶
[00:07:31.000 --> 00:07:34.000]  你就走過一點才綁
[00:07:34.000 --> 00:07:35.000]  你明白嗎
[00:07:35.000 --> 00:07:36.000]  所以瓜田李下
[00:07:36.000 --> 00:07:39.000]  不站罪人的道路
[00:07:39.000 --> 00:07:42.000]  不坐洩萬人的座位
[00:07:42.000 --> 00:07:44.000]  不坐洩萬人的座位
[00:07:44.000 --> 00:07:48.000]  坐在這裡就代表一種權力
[00:07:48.000 --> 00:07:51.000]  坐在這裡就代表
[00:07:51.000 --> 00:07:54.000]  他能夠在一個環境裡面
[00:07:54.000 --> 00:08:00.000]  去掌握一些事情
[00:08:00.000 --> 00:08:02.000]  洩萬人
[00:08:02.000 --> 00:08:06.000]  《修訂本》說傲慢人
[00:08:06.000 --> 00:08:09.000]  其實就是距離神很遠的一些人
[00:08:09.000 --> 00:08:13.000]  你有沒有見過一些傲慢的人
[00:08:13.000 --> 00:08:15.000]  傲慢人他不放所有人在眼內
[00:08:15.000 --> 00:08:18.000]  甚至他不放神在眼內
[00:08:18.000 --> 00:08:22.000]  這些就是傲慢人
[00:08:22.000 --> 00:08:24.000]  傲慢人或者洩萬人的嘴臉
[00:08:24.000 --> 00:08:26.000]  你見過沒有
[00:08:26.000 --> 00:08:29.000]  他的眼睛這樣看
[00:08:29.000 --> 00:08:32.000]  看上面不會看你
[00:08:32.000 --> 00:08:36.000]  你跟他說話他不會看你
[00:08:36.000 --> 00:08:39.000]  一味在做事
[00:08:39.000 --> 00:08:41.000]  不看你
[00:08:41.000 --> 00:08:44.000]  這個影子是誰呢
[00:08:44.000 --> 00:08:49.000]  可能是田沖
[00:08:49.000 --> 00:08:53.000]  有些人是很傲慢
[00:08:53.000 --> 00:08:56.000]  聖經這裡有三個不
[00:08:56.000 --> 00:08:58.000]  不從惡人的計謀
[00:08:58.000 --> 00:08:59.000]  淡聚人的道路
[00:08:59.000 --> 00:09:02.000]  不坐洩萬人的座位
[00:09:02.000 --> 00:09:05.000]  詩人說從你所想所行所坐的地方
[00:09:05.000 --> 00:09:08.000]  你不要這樣去做
[00:09:08.000 --> 00:09:11.000]  丁子妹屬神的人的行為
[00:09:11.000 --> 00:09:16.000]  就不應該和一些惡人一起去同謀
[00:09:16.000 --> 00:09:19.000]  不應該和聚人一起去走那條道路
[00:09:19.000 --> 00:09:22.000]  也都是洩萬人或者傲慢人的座位
[00:09:22.000 --> 00:09:24.000]  你都不可以坐
[00:09:24.000 --> 00:09:25.000]  丁子妹在今天的社會
[00:09:25.000 --> 00:09:26.000]  在我們的工作崗位
[00:09:26.000 --> 00:09:29.000]  在這個社會的價值觀念裏面
[00:09:29.000 --> 00:09:33.000]  我們怎樣可以不同流合污呢
[00:09:33.000 --> 00:09:37.000]  怎樣可以不同流合污呢
[00:09:37.000 --> 00:09:40.000]  香港在灣仔有條道
[00:09:40.000 --> 00:09:42.000]  叫做高羅士打道
[00:09:42.000 --> 00:09:44.000]  高士打道
[00:09:44.000 --> 00:09:46.000]  講多了
[00:09:46.000 --> 00:09:47.000]  講多了
[00:09:47.000 --> 00:09:49.000]  經常都講多了
[00:09:49.000 --> 00:09:51.000]  翻譯其實可以的
[00:09:51.000 --> 00:09:54.000]  高士打道
[00:09:54.000 --> 00:09:58.000]  這個高士打道現在全世界出名了
[00:09:58.000 --> 00:10:00.000]  我那天看手機
[00:10:00.000 --> 00:10:02.000]  跌錢一千五百萬
[00:10:02.000 --> 00:10:03.000]  是真的嗎
[00:10:03.000 --> 00:10:06.000]  因為手機的資訊經常都是假的
[00:10:06.000 --> 00:10:11.000]  然後看新聞才知道是真的
[00:10:11.000 --> 00:10:12.000]  丁子妹
[00:10:12.000 --> 00:10:14.000]  天降橫財
[00:10:14.000 --> 00:10:20.000]  其實我們這裏有沒有人撿到
[00:10:20.000 --> 00:10:22.000]  有沒有人撿到
[00:10:22.000 --> 00:10:24.000]  撿到都不敢認
[00:10:24.000 --> 00:10:28.000]  或者你已經報了給警察
[00:10:28.000 --> 00:10:32.000]  到這年尾這班事
[00:10:32.000 --> 00:10:35.000]  其實有很多可以講的點子
[00:10:35.000 --> 00:10:37.000]  丁子妹
[00:10:37.000 --> 00:10:40.000]  原來在我們的生活裏面
[00:10:40.000 --> 00:10:42.000]  我們面對人性
[00:10:42.000 --> 00:10:44.000]  一堆金牛
[00:10:44.000 --> 00:10:46.000]  一百張五百元
[00:10:46.000 --> 00:10:48.000]  然後一件就五十萬
[00:10:48.000 --> 00:10:50.000]  一件就五十萬
[00:10:50.000 --> 00:10:53.000]  丁子妹你有沒有見過五十萬
[00:10:53.000 --> 00:10:54.000]  沒有
[00:10:54.000 --> 00:10:55.000]  有沒有
[00:10:55.000 --> 00:10:57.000]  你同一時間見到五十萬
[00:10:57.000 --> 00:10:58.000]  你在那裏數
[00:10:58.000 --> 00:10:59.000]  有沒有
[00:10:59.000 --> 00:11:01.000]  有做銀行的一定有
[00:11:01.000 --> 00:11:03.000]  做銀行的一定有
