
[00:00:00.000 --> 00:00:02.780]  各位帝王姐妹平安
[00:00:02.780 --> 00:00:04.660]  再次歡迎在網絡上的帝王姐妹
[00:00:04.660 --> 00:00:06.500]  跟我們一起來金牌戰美組
[00:00:06.500 --> 00:00:09.400]  一起來分享主寶貴的話語
[00:00:09.400 --> 00:00:12.740]  請問再過兩天是什麼節日啊
[00:00:12.740 --> 00:00:15.140]  好像只有少數人知道啊
[00:00:15.140 --> 00:00:18.060]  再過兩天2月14號就是情人節
[00:00:18.060 --> 00:00:21.580]  在這裏先預祝大家情人節非常快樂
[00:00:21.580 --> 00:00:24.100]  也提醒大家千萬不要忘記
[00:00:24.100 --> 00:00:25.220]  像你所關愛的人
[00:00:25.220 --> 00:00:26.420]  不論是男朋友 女朋友
[00:00:26.420 --> 00:00:28.660]  你的太太 你的丈夫
[00:00:28.660 --> 00:00:32.780]  或者是你所關愛的父母 爺爺 奶奶
[00:00:32.780 --> 00:00:34.420]  也可以向他們行動
[00:00:34.420 --> 00:00:36.980]  或者是話語上來表示你對他們的關愛
[00:00:36.980 --> 00:00:38.020]  阿門
[00:00:38.020 --> 00:00:39.740]  特別是老夫老妻呢
[00:00:39.740 --> 00:00:43.580]  更是要常常如此表示彼此的關愛
[00:00:43.580 --> 00:00:45.420]  有時候加上一點點的幽默
[00:00:45.420 --> 00:00:47.780]  可以增加婚姻裏面的樂趣
[00:00:47.780 --> 00:00:50.900]  因爲在《箴言書》第17章22節告訴我們說
[00:00:50.900 --> 00:00:52.580]  喜樂的心乃是良藥
[00:00:52.580 --> 00:00:55.420]  憂傷的靈死骨枯乾
[00:00:55.420 --> 00:00:59.220]  喜樂的心可以醫治婚姻
[00:00:59.220 --> 00:01:03.340]  喜樂的心也可以增加婚姻的健康和樂趣
[00:01:03.340 --> 00:01:06.060]  有一天老張帶着太太去看電影
[00:01:06.060 --> 00:01:08.700]  然後電影結束以後
[00:01:08.700 --> 00:01:13.300]  他的太太就緊緊地牽着老張的手
[00:01:13.300 --> 00:01:16.620]  就隨着衆人離開現場
[00:01:16.620 --> 00:01:19.340]  然後老張就對他太太說
[00:01:19.340 --> 00:01:21.100]  我們都已經老夫老妻了
[00:01:21.100 --> 00:01:23.100]  還年梯梯的
[00:01:23.100 --> 00:01:24.820]  然後他太就回答說
[00:01:24.820 --> 00:01:28.980]  你沒有看到剛剛最後螢幕上那幢畫嗎
[00:01:28.980 --> 00:01:30.260]  老張說 有嗎
[00:01:30.260 --> 00:01:32.340]  到底上面寫了什麼呢
[00:01:32.340 --> 00:01:34.420]  然後太太就笑着回答
[00:01:34.420 --> 00:01:39.780]  她說上面寫的是離席
[00:01:39.780 --> 00:01:46.020]  記得帶走你隨身的垃圾
[00:01:46.020 --> 00:01:48.940]  離席時請記得帶走你隨身的垃圾
[00:01:48.940 --> 00:01:49.780]  告訴旁邊說
[00:01:49.780 --> 00:01:54.620]  離開時請記得帶走你隨身的垃圾
[00:01:54.620 --> 00:01:55.180]  請放心
[00:01:55.180 --> 00:01:59.340]  今天不是跟大家來講如何處理你的垃圾
[00:01:59.340 --> 00:02:00.580]  要跟大家分享
[00:02:00.580 --> 00:02:04.020]  來敬拜最愛你的耶穌
[00:02:04.020 --> 00:02:07.460]  我們從啓示錄一起來思想
[00:02:07.460 --> 00:02:10.180]  天上的敬拜如何來幫助我們
[00:02:10.180 --> 00:02:12.300]  好讓我們在地上敬拜的生活
[00:02:12.300 --> 00:02:15.740]  可以被神完全來轉化
[00:02:15.740 --> 00:02:18.340]  啓示錄可以說是個非常特別的書卷
[00:02:18.340 --> 00:02:21.620]  來自神透過他的使徒約翰
[00:02:21.620 --> 00:02:25.460]  在巴摩斯島給他一個非常寶貴重要的啓示
[00:02:25.460 --> 00:02:26.500]  一共有二十二章
[00:02:26.500 --> 00:02:28.220]  我們可以說從第一章到第三章
[00:02:28.220 --> 00:02:30.780]  來自他所看見還有現在的事情
[00:02:30.780 --> 00:02:32.980]  包括七間教會的信息
[00:02:32.980 --> 00:02:34.820]  然後從第四章一直到二十二章
[00:02:34.820 --> 00:02:37.860]  來自講到將來要成就的事情
[00:02:37.860 --> 00:02:41.220]  裏面包括這裏面提到主耶穌記錄必再來
[00:02:41.220 --> 00:02:45.220]  而且他來的時候他要來以公義來審判二者
[00:02:45.220 --> 00:02:48.260]  而且義人他們要得到獎賞
[00:02:48.260 --> 00:02:50.300]  然後神爲我們預備的新天新地
[00:02:50.300 --> 00:02:51.820]  都在啓示錄裏面
[00:02:51.820 --> 00:02:53.420]  所以今天早上我們一起先來看
[00:02:53.420 --> 00:02:54.500]  啓示錄第四章
[00:02:54.500 --> 00:02:56.060]  第四章一共有十一節
[00:02:56.060 --> 00:02:57.980]  我們先來看啓示錄第四章
[00:02:57.980 --> 00:02:59.500]  第一節到第六節
[00:02:59.500 --> 00:03:00.420]  這裏聖經說
[00:03:00.420 --> 00:03:04.380]  此後我觀看見天上有門開了
[00:03:04.380 --> 00:03:08.060]  我初次聽見好像號 吹號的聲音
[00:03:08.060 --> 00:03:09.940]  對我說你上到這裏來
[00:03:09.940 --> 00:03:13.780]  我要將以後必成的事指示你
[00:03:13.780 --> 00:03:15.460]  我立刻被聖靈感動
[00:03:15.460 --> 00:03:18.300]  見有一個寶座安置在天上
[00:03:18.300 --> 00:03:21.020]  又有一位坐在寶座上的
[00:03:21.020 --> 00:03:21.820]  第三節說
[00:03:21.820 --> 00:03:25.220]  看那座座的好像碧玉和紅寶石
[00:03:25.220 --> 00:03:27.180]  又紅圍着寶座
[00:03:27.180 --> 00:03:29.020]  好像綠寶石
[00:03:29.020 --> 00:03:32.860]  寶座的周圍又有二十四個座位
[00:03:32.860 --> 00:03:35.420]  旗上坐着二十四位長老
[00:03:35.420 --> 00:03:36.940]  身穿白衣
[00:03:36.940 --> 00:03:40.100]  頭上戴着金冠冕
[00:03:40.100 --> 00:03:43.060]  有閃電聲音雷鴻從寶座中發出
[00:03:43.060 --> 00:03:46.260]  又有七盞火燈在寶座前點做
[00:03:46.260 --> 00:03:48.980]  這七燈就是神的七靈
[00:03:48.980 --> 00:03:51.740]  寶座前好像一個玻璃海
[00:03:51.740 --> 00:03:54.500]  如同水晶
[00:03:54.500 --> 00:03:56.620]  我們先來做一些重要的觀察
[00:03:56.620 --> 00:03:58.820]  首先這是使徒約翰
[00:03:58.820 --> 00:04:01.900]  他那時候應該是九十歲左右
[00:04:01.900 --> 00:04:03.860]  年老的時候
[00:04:03.860 --> 00:04:07.060]  被販毒到一個政治囚犯
[00:04:07.060 --> 00:04:10.740]  所被販毒的地方就是巴摩斯島
[00:04:10.740 --> 00:04:15.140]  巴摩斯島就是位置在現在的土耳其地震所發生的地方
[00:04:15.140 --> 00:04:17.220]  西南部的三十五里
[00:04:17.220 --> 00:04:22.020]  離開以復所在土耳其的以復所大概三十五里的地方
[00:04:22.020 --> 00:04:23.740]  其實這不是一個度假島
[00:04:23.740 --> 00:04:26.940]  這乃是一個羅馬政府
[00:04:26.940 --> 00:04:30.460]  用來販毒這些政治囚犯的地方
[00:04:30.460 --> 00:04:31.340]  這個島不是很大
[00:04:31.340 --> 00:04:33.220]  大概十里長 六里寬
[00:04:33.220 --> 00:04:35.700]  大概只有六十平方里
[00:04:35.700 --> 00:04:37.900]  而且這個島上裏面充滿石頭
[00:04:37.900 --> 00:04:39.820]  充滿寬場
[00:04:39.820 --> 00:04:42.660]  在那裏的這些囚犯都要做苦工
[00:04:42.660 --> 00:04:45.820]  所以這個使徒約翰爲什麼會販毒到巴摩斯島去呢
[00:04:45.820 --> 00:04:48.980]  因爲當時的羅馬的暴君杜米先
[00:04:48.980 --> 00:04:51.260]  他當時把自己封爲不但是國王
[00:04:51.260 --> 00:04:53.220]  也是把自己當作是神一樣
[00:04:53.220 --> 00:04:54.580]  要所有的人
[00:04:54.580 --> 00:04:55.740]  包括羅馬的公民
[00:04:55.740 --> 00:04:59.100]  包括所有人都跪拜他爲神爲王
[00:04:59.100 --> 00:05:02.540]  但是使徒約翰知道說除了耶和華以外沒有別的神
[00:05:02.540 --> 00:05:05.780]  因此他拒絕向這位杜米先王跪拜
[00:05:05.780 --> 00:05:07.500]  因此他就被審判
[00:05:07.500 --> 00:05:10.740]  就販毒到這個偏遠的一個孤島上
[00:05:10.740 --> 00:05:12.180]  巴摩斯島上
[00:05:12.180 --> 00:05:14.540]  所以我們看見在這個孤島上的時候
[00:05:14.540 --> 00:05:17.900]  神就有一天向他顯現
[00:05:17.900 --> 00:05:19.780]  也就是說有號角的聲音吹響
[00:05:19.780 --> 00:05:22.620]  號角通常是表示有重要的事情要發生
[00:05:22.620 --> 00:05:24.620]  或者歡迎重要的人物來到
[00:05:24.620 --> 00:05:28.180]  看見有聲音對他說你上到這裏來
[00:05:28.180 --> 00:05:35.300]  換句話說神把他從這個巴摩斯島這個寬場上提升到天上
