
[00:00:00.000 --> 00:00:02.000]  讓我們在聆聽主導儀先
[00:00:02.000 --> 00:00:03.600]  讓我們先同心低頭
[00:00:03.600 --> 00:00:04.760]  仰望禱告
[00:00:04.760 --> 00:00:07.000]  將我們身心靈交給我們的主
[00:00:07.000 --> 00:00:07.800]  我們的神
[00:00:07.800 --> 00:00:08.680]  帶領我們
[00:00:08.680 --> 00:00:09.800]  讓我們同心低頭
[00:00:09.800 --> 00:00:12.200]  慈悲天父多謝祢
[00:00:12.200 --> 00:00:15.560]  讓我們能夠再次回到祢寶貴說話的面前
[00:00:15.560 --> 00:00:17.480]  同心去學習
[00:00:17.480 --> 00:00:21.640]  讓祢的說話能夠成為我們眼前的燈
[00:00:21.640 --> 00:00:22.680]  路上的光
[00:00:22.680 --> 00:00:25.280]  好想我們能夠真的看得準
[00:00:25.280 --> 00:00:26.880]  上帝祢的心思意念
[00:00:26.880 --> 00:00:28.920]  在今生的地上
[00:00:28.920 --> 00:00:31.920]  活出一個合主祢心意的生命生活
[00:00:31.920 --> 00:00:33.240]  求祢永遠同在
[00:00:33.240 --> 00:00:35.920]  好想我們每一個人能夠都預備好
[00:00:35.920 --> 00:00:38.040]  有天國子民的生命
[00:00:38.040 --> 00:00:40.600]  去迎接永恆的當中
[00:00:40.600 --> 00:00:42.480]  與主祢同活的時間
[00:00:42.480 --> 00:00:43.760]  我們同心的禱告
[00:00:43.760 --> 00:00:46.560]  奉靠主耶穌基督的聖名致求
[00:00:46.560 --> 00:00:47.240]  阿們
[00:00:47.240 --> 00:00:50.400]  好,今天和大家一起分享的經文
[00:00:50.400 --> 00:00:55.480]  是《馬太福音》第五章第21節至第26節
[00:00:55.480 --> 00:01:01.200]  今天的講題是《從破損到修復的屬靈關係》
[00:01:01.200 --> 00:01:06.160]  今天的經文是《馬太福音》第五章第21節至第26節
[00:01:06.160 --> 00:01:13.720]  講題是《從破損到修復的屬靈關係》
[00:01:13.720 --> 00:01:18.320]  在解釋《馬太福音》這本福音書的時候
[00:01:18.320 --> 00:01:21.440]  其實我已經多次和大家分享到
[00:01:21.440 --> 00:01:25.760]  其實馬太在寫《馬太福音》的時候
[00:01:25.760 --> 00:01:29.520]  他有一個很強烈的舊約背景
[00:01:29.520 --> 00:01:34.080]  在他自己的編寫的過程當中
[00:01:34.080 --> 00:01:38.240]  所以如果當我們去特別留意到
[00:01:38.240 --> 00:01:40.200]  在《馬太福音》裡面
[00:01:40.200 --> 00:01:43.680]  其實很多的聖經的內容
[00:01:43.680 --> 00:01:45.160]  或者馬太的陳述
[00:01:45.160 --> 00:01:46.960]  記載回耶穌的講述
[00:01:46.960 --> 00:01:51.720]  其實都和《創世紀》有很緊密的關係
[00:01:51.720 --> 00:01:55.160]  例如在我們剛剛所看到的
[00:01:55.160 --> 00:01:57.160]  《馬太福音》的第一章的時候
[00:01:57.160 --> 00:01:59.160]  我們就已經看到
[00:01:59.160 --> 00:02:02.960]  其實這個是直接與《創世紀》
[00:02:02.960 --> 00:02:06.480]  這個背景有很直接的關係
[00:02:06.480 --> 00:02:10.280]  所以今天我們再次來看看
[00:02:10.280 --> 00:02:12.280]  我們所看的這段經文
[00:02:12.280 --> 00:02:17.400]  耶穌又如何再次利用《創世紀》的內容
[00:02:17.400 --> 00:02:19.040]  作為他的背景
[00:02:19.040 --> 00:02:21.960]  讓我們去了解一個很重要的題目
[00:02:21.960 --> 00:02:25.280]  在這段經文裡面談及到有關於
[00:02:25.280 --> 00:02:30.400]  十誡第六誡裡面所提到的
[00:02:30.400 --> 00:02:33.160]  不可殺人這條誡命
[00:02:33.160 --> 00:02:37.440]  耶穌又如何從這個不可殺人這條誡命
[00:02:37.440 --> 00:02:40.680]  引申至在這段經文裡面所說的
[00:02:40.680 --> 00:02:45.680]  向弟兄動怒屬靈的討論課題
[00:02:45.680 --> 00:02:51.560]  這正正是我們在這段聖經要集中去看的題目
[00:02:51.560 --> 00:02:55.440]  而最終其實不只是看人與人之間的關係
[00:02:55.440 --> 00:02:59.800]  更重要的是看到人與上帝的關係
[00:02:59.800 --> 00:03:01.800]  究竟狀態如何
[00:03:01.800 --> 00:03:02.400]  好了
[00:03:02.400 --> 00:03:05.000]  讓我們再次回到這段聖經
[00:03:05.000 --> 00:03:06.680]  去讀一次
[00:03:06.680 --> 00:03:09.520]  很想我們能夠熟悉一下這段經文的內容
[00:03:09.520 --> 00:03:12.480]  不過這段經文其實我相信很多弟兄姊妹
[00:03:12.480 --> 00:03:14.760]  甚至可能在你自己的
[00:03:14.760 --> 00:03:18.160]  屬靈成長過程當中也曾經背誦過
[00:03:18.160 --> 00:03:18.920]  不過
[00:03:18.920 --> 00:03:22.440]  聖經不嫌讀得多
[00:03:22.440 --> 00:03:24.160]  我們再次一起打開
[00:03:24.160 --> 00:03:28.240]  《馬太福音》第五章第二十一至二十六節
[00:03:28.240 --> 00:03:32.720]  這也可以說是在登山補訓裡面
[00:03:32.720 --> 00:03:37.920]  一個最重要最開頭耶穌要談及的教訓
[00:03:38.240 --> 00:03:40.480]  好,讓我們一起打開這段聖經
[00:03:40.480 --> 00:03:42.000]  我們一起去讀
[00:03:42.000 --> 00:03:44.520]  我會以和合本的版本去讀
[00:03:44.520 --> 00:03:46.040]  如果你用英語版本
[00:03:46.040 --> 00:03:50.120]  你可以跟著英語的經文去讀就可以了
[00:03:50.120 --> 00:03:54.160]  《馬太福音》第五章第二十一至二十六節
[00:03:54.160 --> 00:03:57.800]  你們聽見有吩咐古人的話
[00:03:57.800 --> 00:03:59.840]  說不可殺人
[00:03:59.840 --> 00:04:03.840]  又說凡殺人的難免受審判
[00:04:03.840 --> 00:04:10.920]  只是我告訴你們凡向弟兄動腦的難免受審斷
[00:04:10.920 --> 00:04:16.720]  凡罵弟兄是拉加的難免公會的審斷
[00:04:16.720 --> 00:04:21.840]  凡罵弟兄是摩利的難免地獄的火
[00:04:21.840 --> 00:04:25.920]  所以你在祭壇上獻禮物的時候
[00:04:25.920 --> 00:04:29.520]  若想起弟兄向你懷怨
[00:04:29.520 --> 00:04:35.680]  就把禮物留在壇前先去和弟兄和好
[00:04:35.680 --> 00:04:37.880]  然後來獻禮物
[00:04:37.880 --> 00:04:41.800]  你和告你的對頭還在路上
[00:04:41.800 --> 00:04:44.680]  就趕緊與他和息
[00:04:44.680 --> 00:04:48.080]  恐怕他把你送給審判官
[00:04:48.080 --> 00:04:50.680]  審判官加固牙役
[00:04:50.680 --> 00:04:53.440]  你就下在監裡了
[00:04:53.440 --> 00:04:55.640]  我實在告訴你們
[00:04:55.640 --> 00:04:58.640]  若有一文錢沒有還清
[00:04:58.640 --> 00:05:02.640]  你斷不能從那裡出來
[00:05:02.640 --> 00:05:04.640]  在這段聖經裡
[00:05:04.640 --> 00:05:09.280]  其實有一個很強烈的舊約背景
[00:05:09.280 --> 00:05:11.280]  首先我們可以看到
[00:05:11.280 --> 00:05:14.320]  一開始第21和第22節
[00:05:14.320 --> 00:05:16.960]  那裡就已經引用了一些經文
[00:05:16.960 --> 00:05:18.640]  是我們所謂熟悉的
[00:05:18.640 --> 00:05:20.880]  就是十誡經文不可殺人
[00:05:20.880 --> 00:05:25.240]  但究竟為什麼耶穌後來可以甚至將它引申到
[00:05:25.240 --> 00:05:29.280]  談論到和弟兄動怒這個題目呢?
[00:05:29.280 --> 00:05:32.760]  這個我們就要分開三個部份
[00:05:32.760 --> 00:05:36.960]  一路細緻去思想這段經文所講的內容
[00:05:36.960 --> 00:05:39.800]  第一部份我們去看的就是
[00:05:39.800 --> 00:05:43.280]  從第五章第21至22節
[00:05:43.280 --> 00:05:45.240]  講了一個很重要的題目
[00:05:45.240 --> 00:05:51.160]  就是殺人以至向弟兄動怒的屬靈破損
[00:05:51.160 --> 00:05:56.360]  spiritual bankruptcy in murdering and angering
[00:05:56.360 --> 00:06:02.000]  如果我們單單從第五章第21和第22節當中
[00:06:02.000 --> 00:06:05.360]  去看耶穌基督的引述的時候
[00:06:05.360 --> 00:06:08.880]  我們就會很容易去誤會耶穌
[00:06:08.880 --> 00:06:13.680]  甚至我們會認為耶穌祂所講的也沒有邏輯性
[00:06:13.680 --> 00:06:16.680]  祂為什麼可以由引用到
[00:06:16.680 --> 00:06:19.600]  出埃及記第20章13節
[00:06:19.600 --> 00:06:23.360]  或者生命記第5章17節
[00:06:23.360 --> 00:06:24.840]  十誡的經文
[00:06:24.840 --> 00:06:27.120]  這兩段都是十誡的經文
[00:06:27.120 --> 00:06:29.080]  不過記載上有些不同
[00:06:29.080 --> 00:06:33.560]  但是在這兩段的十誡記載當中
[00:06:33.560 --> 00:06:37.160]  耶穌同時也引用了第六誡
[00:06:37.160 --> 00:06:40.200]  不可殺人這個題目
[00:06:40.200 --> 00:06:43.800]  而稍後耶穌一下子就跳到
[00:06:43.800 --> 00:06:48.120]  談論到弟兄動怒的題目
[00:06:48.120 --> 00:06:49.960]  更嚴重的是
[00:06:49.960 --> 00:06:54.720]  耶穌似乎將殺人這個問題
[00:06:54.720 --> 00:07:00.080]  等同於一個弟兄對另一個弟兄的懷恨
[00:07:00.080 --> 00:07:04.040]  會不會耶穌這樣講法是言過其實
[00:07:04.040 --> 00:07:06.400]  甚至好像廣東人所說
[00:07:06.400 --> 00:07:08.920]  耶穌講大了呢?
[00:07:08.920 --> 00:07:12.760]  既然我們有這樣的可能性的誤會
[00:07:12.760 --> 00:07:19.320]  我們就更加需要仔細去看這段經文所講的內容
[00:07:19.320 --> 00:07:21.400]  究竟耶穌想講些什麼?
[00:07:21.400 --> 00:07:30.320]  為什麼可以從殺人引至談論到弟兄懷恨的過程
[00:07:30.320 --> 00:07:32.440]  將它等同了呢?
[00:07:32.440 --> 00:07:34.760]  我們再只是讀這兩節經文
[00:07:34.760 --> 00:07:37.000]  很想我們細緻掌握一下
[00:07:37.000 --> 00:07:40.840]  耶穌的討論是如何引伸的
[00:07:40.840 --> 00:07:43.640]  第二十一、二十二節這樣說
[00:07:43.640 --> 00:07:48.200]  「你們聽見有吩咐古人的話
[00:07:48.200 --> 00:07:50.520]  說不可殺人
[00:07:50.520 --> 00:07:55.720]  又說凡殺人的難免受審判
[00:07:55.720 --> 00:07:57.960]  只是我告訴你們
[00:07:57.960 --> 00:08:02.480]  凡向弟兄動怒的難免受審斷
[00:08:02.480 --> 00:08:08.160]  凡罵弟兄是拉加的難免公會的審斷
[00:08:08.160 --> 00:08:14.000]  凡罵弟兄是摩利的難免地獄的火」
[00:08:14.000 --> 00:08:15.680]  因為耶穌這裡說到
[00:08:15.680 --> 00:08:21.920]  當時坐在這裡聽耶穌基督的這群門徒群眾
[00:08:21.920 --> 00:08:23.640]  耶穌向著他們說
[00:08:23.640 --> 00:08:28.760]  你們都聽過曾經有吩咐古人說
[00:08:28.760 --> 00:08:31.160]  聽是很容易的
[00:08:31.160 --> 00:08:35.000]  今天教會很多信徒都很喜歡聽道理
[00:08:35.000 --> 00:08:38.640]  其實現在聽聖經的講解
[00:08:38.640 --> 00:08:40.040]  真的很容易的
[00:08:40.040 --> 00:08:42.160]  上網有部手機一按
[00:08:42.160 --> 00:08:47.160]  就已經可以聽到很多不同的講原的講道
[00:08:47.160 --> 00:08:49.120]  聽是容易的
[00:08:49.120 --> 00:08:52.200]  但是聽了能不能夠去了解
[00:08:52.200 --> 00:08:56.480]  甚至是否只是聽了一個訊息
[00:08:56.480 --> 00:08:59.480]  但是就以為自己已經得著了呢?
[00:08:59.480 --> 00:09:02.800]  耶穌在這裡其實是很強調
[00:09:02.800 --> 00:09:05.080]  告訴他這群會眾知道
[00:09:05.080 --> 00:09:07.280]  聽聽埋埋很多東西
[00:09:07.280 --> 00:09:09.560]  但是如果一知半解的話
[00:09:09.560 --> 00:09:13.160]  其實是一件危險的事情
[00:09:13.160 --> 00:09:16.160]  耶穌在這裡一開始說到聽
[00:09:16.160 --> 00:09:17.880]  聽什麼呢?
[00:09:17.880 --> 00:09:20.640]  如果從這段聖經我們單純看了
[00:09:20.640 --> 00:09:23.560]  我就聽講十誡
[00:09:23.560 --> 00:09:26.400]  講第六誡不可殺人
