
[00:00:00.000 --> 00:00:02.000]  快樂是一種選擇
[00:00:02.000 --> 00:00:05.800]  說起快樂 我想起
[00:00:05.800 --> 00:00:10.300]  我小時候很喜歡有一個童話故事
[00:00:10.300 --> 00:00:13.300]  這個故事講到有一天
[00:00:13.300 --> 00:00:17.800]  有一隻燕子在空中上飛行
[00:00:17.800 --> 00:00:19.800]  他看到有一座雕像
[00:00:19.800 --> 00:00:22.300]  雕像上鋪滿了金箔
[00:00:22.300 --> 00:00:24.800]  他兩隻眼睛是藍寶石
[00:00:25.800 --> 00:00:30.100]  他亦有一把配件 配件上有一個紅寶石
[00:00:30.100 --> 00:00:36.100]  其實這個雕像是按照一個王子的樣子來雕塑出來的
[00:00:36.100 --> 00:00:40.100]  這個王子他生前
[00:00:40.100 --> 00:00:43.100]  他在皇宮裏面很開心很快樂
[00:00:43.100 --> 00:00:46.100]  所以人人都叫他做快樂王子
[00:00:46.100 --> 00:00:48.100]  當他死了之後
[00:00:48.100 --> 00:00:53.100]  他一班朝臣人民幫他建了一個雕像
[00:00:53.100 --> 00:00:55.100]  放在一個城市高高在上的位置
[00:00:55.100 --> 00:00:58.100]  讓他能夠看盡整個城市的位置
[00:00:58.100 --> 00:01:00.100]  所有的東西
[00:01:00.100 --> 00:01:04.100]  這隻燕子一開始就飛到累了
[00:01:04.100 --> 00:01:09.100]  打算在這個雕像的腳裏躺著
[00:01:09.100 --> 00:01:13.100]  但是當他躺著的時候
[00:01:13.100 --> 00:01:18.100]  他感受到一滴一滴的水滴到他身體上
[00:01:18.100 --> 00:01:21.100]  這隻燕子抬頭望一望的時候
[00:01:21.100 --> 00:01:24.100]  原來看到這個雕像流著眼淚
[00:01:25.100 --> 00:01:27.100]  你不要問我這個雕像流著眼淚
[00:01:27.100 --> 00:01:29.100]  這是一個童話故事
[00:01:29.100 --> 00:01:33.100]  這裡說到這個快樂的王子流著眼淚
[00:01:33.100 --> 00:01:35.100]  為什麼呢?
[00:01:35.100 --> 00:01:38.100]  因為他高高在上看到整個城市的時候
[00:01:38.100 --> 00:01:41.100]  他看到很多人生活得很困苦
[00:01:41.100 --> 00:01:43.100]  很悽慘
[00:01:43.100 --> 00:01:49.100]  於是快樂王子就請這個燕子做他的使者
[00:01:49.100 --> 00:01:53.100]  將快樂傳給不同有需要的人
[00:01:53.100 --> 00:01:55.100]  首先王子見了很久
[00:01:55.100 --> 00:01:58.100]  王子就透過一個很小的窗口
[00:01:58.100 --> 00:02:00.100]  就看到一家人
[00:02:00.100 --> 00:02:02.100]  是一個女的裁縫
[00:02:02.100 --> 00:02:06.100]  女的裁縫日日夜夜都在裁衣服
[00:02:06.100 --> 00:02:08.100]  但是她的兒子病了
[00:02:08.100 --> 00:02:10.100]  沒有錢看醫生
[00:02:10.100 --> 00:02:13.100]  所以快樂王子就叫這隻燕子
[00:02:13.100 --> 00:02:16.100]  從她的配件那裏有一顆紅寶石
[00:02:16.100 --> 00:02:18.100]  就丟了一顆紅寶石給這個女裁縫
[00:02:18.100 --> 00:02:21.100]  給她有錢看醫生
[00:02:22.100 --> 00:02:23.100]  第二晚
[00:02:23.100 --> 00:02:26.100]  快樂王子又看到在一個閣樓裏面
[00:02:26.100 --> 00:02:28.100]  有一個作家
[00:02:28.100 --> 00:02:32.100]  日日夜夜都在那裏埋首寫劇本
[00:02:32.100 --> 00:02:35.100]  但是不斷在那裏震動
[00:02:35.100 --> 00:02:36.100]  很冷
[00:02:36.100 --> 00:02:41.100]  於是快樂王子就叫燕子
[00:02:41.100 --> 00:02:45.100]  在她的眼裏丟了一顆藍寶石
[00:02:45.100 --> 00:02:49.100]  第三天
[00:02:49.100 --> 00:02:51.100]  快樂王子又看到
[00:02:51.100 --> 00:02:54.100]  有一個賣火柴的女孩
[00:02:54.100 --> 00:02:56.100]  賣火柴的女孩很慘
[00:02:56.100 --> 00:02:58.100]  不小心把火柴掉在地上
[00:02:58.100 --> 00:02:59.100]  濕透了
[00:02:59.100 --> 00:03:01.100]  她回家的時候
[00:03:01.100 --> 00:03:02.100]  一定會被她爸爸罵
[00:03:02.100 --> 00:03:03.100]  被她爸爸打
[00:03:03.100 --> 00:03:06.100]  為了幫助這個賣火柴的女孩
[00:03:06.100 --> 00:03:09.100]  快樂王子就叫小燕子
[00:03:09.100 --> 00:03:13.100]  從她的另一隻眼丟了一顆藍寶石出來
[00:03:13.100 --> 00:03:14.100]  給這個女孩
[00:03:14.100 --> 00:03:16.100]  就是這樣
[00:03:16.100 --> 00:03:18.100]  快樂王子兩隻眼都沒有寶石
[00:03:18.100 --> 00:03:19.100]  看不到東西
[00:03:20.100 --> 00:03:23.100]  於是她就叫小燕子幫她看看
[00:03:23.100 --> 00:03:26.100]  到處去看看這個城市有什麼需要
[00:03:26.100 --> 00:03:27.100]  有什麼人有困苦
[00:03:27.100 --> 00:03:30.100]  繼續告訴快樂王子
[00:03:30.100 --> 00:03:32.100]  因為快樂王子她決定
[00:03:32.100 --> 00:03:36.100]  要她一生所有的東西
[00:03:36.100 --> 00:03:38.100]  包括她身上還有一些金箔
[00:03:38.100 --> 00:03:40.100]  她就叫小燕子
[00:03:40.100 --> 00:03:41.100]  每一次見到有需要的人
[00:03:41.100 --> 00:03:43.100]  就在她身上擔一塊金箔
[00:03:43.100 --> 00:03:45.100]  送給那些人
[00:03:45.100 --> 00:03:46.100]  繼續希望每一天
[00:03:46.100 --> 00:03:50.100]  都將快樂傳給每一戶有需要的人
[00:03:50.100 --> 00:03:56.100]  快樂
[00:03:56.100 --> 00:03:58.100]  當我們人長大了的時候
[00:03:58.100 --> 00:03:59.100]  我們會說
[00:03:59.100 --> 00:04:01.100]  牧師這些是童話故事
[00:04:01.100 --> 00:04:04.100]  我們這個世界哪有這麼簡單
[00:04:04.100 --> 00:04:06.100]  快樂
[00:04:06.100 --> 00:04:09.100]  哪有這麼容易快樂
[00:04:09.100 --> 00:04:13.100]  快樂
[00:04:14.100 --> 00:04:16.100]  我很想告訴大家
[00:04:16.100 --> 00:04:18.100]  今天你見到你自己
[00:04:18.100 --> 00:04:20.100]  或者你見到你身邊的人
[00:04:20.100 --> 00:04:21.100]  常常笑笑口
[00:04:21.100 --> 00:04:23.100]  好像很開心那樣
[00:04:23.100 --> 00:04:25.100]  未必一定真是快樂
[00:04:25.100 --> 00:04:27.100]  他未必一定真心
[00:04:27.100 --> 00:04:29.100]  他內心裡面有快樂
[00:04:29.100 --> 00:04:32.100]  究竟我們今天怎樣可以
[00:04:32.100 --> 00:04:34.100]  經歷到真正的快樂呢
[00:04:34.100 --> 00:04:37.100]  快樂
[00:04:37.100 --> 00:04:39.100]  是可以選擇的
[00:04:39.100 --> 00:04:42.100]  我們求天父幫助我們
[00:04:42.100 --> 00:04:44.100]  能夠從剛才讀的經文裡面
[00:04:44.100 --> 00:04:47.100]  我們明白他對我們人生的心意
[00:04:47.100 --> 00:04:49.100]  我們一起低頭再禱告
[00:04:49.100 --> 00:04:55.100]  天父我今天求你幫助我們
[00:04:55.100 --> 00:04:59.100]  能夠從你的說話
[00:04:59.100 --> 00:05:03.100]  你的寶貴的說話裡面
[00:05:03.100 --> 00:05:06.100]  讓我們有悟性去明白
[00:05:06.100 --> 00:05:09.100]  特別我們在這個地上生活的時候
[00:05:09.100 --> 00:05:11.100]  我們作為主你的門徒
[00:05:12.100 --> 00:05:13.100]  我們怎樣能夠經歷得到
[00:05:13.100 --> 00:05:14.100]  神你告訴我們
[00:05:14.100 --> 00:05:16.100]  我們人生應該是豐盛的
[00:05:16.100 --> 00:05:19.100]  是滿到寫的福份
[00:05:19.100 --> 00:05:22.100]  是快樂的 是有平安的
[00:05:22.100 --> 00:05:25.100]  求你今天就藉著你的說話
[00:05:25.100 --> 00:05:28.100]  提醒我們每一個人
[00:05:28.100 --> 00:05:31.100]  主要我們在這裡
[00:05:31.100 --> 00:05:35.100]  求你幫助我們用我們的眼
[00:05:35.100 --> 00:05:36.100]  用我們的耳
[00:05:36.100 --> 00:05:38.100]  用我們的心
[00:05:38.100 --> 00:05:41.100]  去恭聽神你自己的教導
[00:05:41.100 --> 00:05:43.100]  聖靈求你充滿我們
[00:05:43.100 --> 00:05:45.100]  聽我們祈禱
[00:05:45.100 --> 00:05:47.100]  奉耶穌基督的聖名求
[00:05:47.100 --> 00:05:48.100]  阿們
[00:05:48.100 --> 00:05:51.100]  首先我們看一下第一樣東西
[00:05:51.100 --> 00:05:53.100]  快樂
[00:05:53.100 --> 00:05:54.100]  聖經裡面
[00:05:54.100 --> 00:05:56.100]  怎樣說快樂呢
[00:05:56.100 --> 00:05:59.100]  在提摩太前書第六章六至十節
[00:05:59.100 --> 00:06:02.100]  我們請弟兄幫我們再讀一讀
[00:06:02.100 --> 00:06:03.100]  預備一二三
[00:06:03.100 --> 00:06:08.100]  然而敬虔加上知足的心便是大利了
[00:06:09.100 --> 00:06:12.100]  因為我們沒有帶什麼到世上來
[00:06:12.100 --> 00:06:14.100]  也不能帶什麼去
[00:06:14.100 --> 00:06:18.100]  只要有衣有食就當知足
[00:06:18.100 --> 00:06:21.100]  但那些想要發財的人
[00:06:21.100 --> 00:06:23.100]  就陷在迷惑
[00:06:23.100 --> 00:06:28.100]  落在網羅和許多無知有害的私獄裡
[00:06:28.100 --> 00:06:32.100]  叫人沉在敗壞和滅亡中
[00:06:32.100 --> 00:06:35.100]  貪財是萬惡之根
[00:06:36.100 --> 00:06:40.100]  有人貪戀錢財就被引誘離了真道
[00:06:40.100 --> 00:06:45.100]  用許多仇苦把自己持透了
[00:06:45.100 --> 00:06:49.100]  經文這裡說得很清楚很容易
[00:06:49.100 --> 00:06:50.100]  第六節
[00:06:50.100 --> 00:06:54.100]  敬虔加上知足
[00:06:54.100 --> 00:06:56.100]  就是大利
[00:06:56.100 --> 00:06:59.100]  對我們生命有益處
[00:06:59.100 --> 00:07:01.100]  我們經歷到神給我們的豐盛
[00:07:01.100 --> 00:07:03.100]  有意義和平安喜樂
[00:07:04.100 --> 00:07:06.100]  敬虔加上知足
[00:07:06.100 --> 00:07:11.100]  在聖經裡提摩太前書
[00:07:11.100 --> 00:07:13.100]  其實之前說過
[00:07:13.100 --> 00:07:17.100]  很多人用很多不同的方法去找快樂
[00:07:17.100 --> 00:07:20.100]  以前在以弗所的城市裡
[00:07:20.100 --> 00:07:22.100]  有很多人用了一些方法
[00:07:22.100 --> 00:07:23.100]  一些世俗的方法
[00:07:23.100 --> 00:07:24.100]  甚至一些錯誤的方法
[00:07:24.100 --> 00:07:26.100]  去追求自己人生的快樂
[00:07:26.100 --> 00:07:28.100]  在當時來說
[00:07:28.100 --> 00:07:30.100]  有很多人用一些假的偶像
[00:07:31.100 --> 00:07:34.100]  當時有一個叫大安那神廟
[00:07:34.100 --> 00:07:38.100]  那些偶像是在騙人的錢
[00:07:38.100 --> 00:07:42.100]  以致他們被人看到
[00:07:42.100 --> 00:07:45.100]  我們拜這個神很好
[00:07:45.100 --> 00:07:49.100]  其實就是透過這樣來騙人的錢
[00:07:49.100 --> 00:07:50.100]  自己賺錢
[00:07:50.100 --> 00:07:52.100]  保羅也指出
[00:07:52.100 --> 00:07:54.100]  在當時的環境教會也有些混亂
[00:07:54.100 --> 00:07:57.100]  有些假教師混入了教會
[00:07:57.100 --> 00:08:00.100]  說一些好像很好聽的道理
[00:08:01.100 --> 00:08:04.100]  但其實他們也是藉著這樣
[00:08:04.100 --> 00:08:07.100]  去騙人賺錢
[00:08:07.100 --> 00:08:09.100]  所以在當時來說
[00:08:09.100 --> 00:08:11.100]  保羅站出來提醒弟兄姊妹
[00:08:11.100 --> 00:08:13.100]  我們今天要小心
[00:08:13.100 --> 00:08:15.100]  特別要小心
[00:08:15.100 --> 00:08:17.100]  我們要提防這些
[00:08:17.100 --> 00:08:20.100]  專門騙人的人
[00:08:20.100 --> 00:08:22.100]  因為今天魔鬼撒旦
[00:08:22.100 --> 00:08:24.100]  他會藉著不同的機會
[00:08:24.100 --> 00:08:26.100]  滲入這個世界當中
[00:08:26.100 --> 00:08:29.100]  有時候我們聽起來好像很有道理
[00:08:29.100 --> 00:08:31.100]  但如果那些不是出於神的話
[00:08:31.100 --> 00:08:33.100]  我們要小心去聽
[00:08:33.100 --> 00:08:36.100]  保羅帶出真正的快樂
[00:08:36.100 --> 00:08:38.100]  是敬虔加上知足
[00:08:38.100 --> 00:08:41.100]  敬虔是什麼?
[00:08:41.100 --> 00:08:44.100]  敬虔不是我們每個星期日
[00:08:44.100 --> 00:08:46.100]  只是回來坐在這裡
[00:08:46.100 --> 00:08:48.100]  準時崇拜就是敬虔
[00:08:48.100 --> 00:08:51.100]  敬虔是我們的內心
[00:08:51.100 --> 00:08:55.100]  是我們會很專心地跟從神
[00:08:57.100 --> 00:08:59.100]  敬虔是我們的眼睛
[00:08:59.100 --> 00:09:00.100]  看得很準
[00:09:00.100 --> 00:09:02.100]  雖然這個世界上
[00:09:02.100 --> 00:09:03.100]  有很多很多的東西
[00:09:03.100 --> 00:09:05.100]  會隱瞞我們
[00:09:05.100 --> 00:09:07.100]  會吸引我們去看那些東西
[00:09:07.100 --> 00:09:08.100]  但我們的心
[00:09:08.100 --> 00:09:11.100]  仍然定精於神那裡
[00:09:11.100 --> 00:09:14.100]  敬虔是我們願意將神
[00:09:14.100 --> 00:09:16.100]  放在我們生命上的一個重要
[00:09:16.100 --> 00:09:19.100]  甚至是優先第一的位置
[00:09:19.100 --> 00:09:21.100]  敬虔
[00:09:21.100 --> 00:09:23.100]  知足呢?
[00:09:25.100 --> 00:09:27.100]  我想知足大家會很熟悉
[00:09:27.100 --> 00:09:28.100]  很知道
[00:09:28.100 --> 00:09:29.100]  知足
[00:09:29.100 --> 00:09:32.100]  神給我們什麼
[00:09:32.100 --> 00:09:34.100]  我們就心滿意足
[00:09:34.100 --> 00:09:37.100]  再聽一次
[00:09:37.100 --> 00:09:38.100]  這個知足跟我們
[00:09:38.100 --> 00:09:41.100]  世界上的知足是不同的
[00:09:41.100 --> 00:09:46.100]  我們基督徒的知足是
[00:09:46.100 --> 00:09:48.100]  神給我們什麼
[00:09:48.100 --> 00:09:53.100]  我們懂得欣賞
[00:09:53.100 --> 00:09:55.100]  懂得感恩
[00:09:55.100 --> 00:09:57.100]  懂得多謝神
[00:09:57.100 --> 00:10:00.100]  珍惜神給我們所擁有的
[00:10:00.100 --> 00:10:02.100]  這個是我們基督徒
[00:10:02.100 --> 00:10:04.100]  作主門徒的知足
[00:10:04.100 --> 00:10:06.100]  我們內心因為有神
[00:10:06.100 --> 00:10:08.100]  而感到滿足
[00:10:08.100 --> 00:10:10.100]  在詩篇二十三篇這樣說
[00:10:10.100 --> 00:10:12.100]  耶和華是我們的牧者
[00:10:12.100 --> 00:10:17.100]  我必不自缺乏
[00:10:17.100 --> 00:10:20.100]  另外一個日本就是
[00:10:20.100 --> 00:10:22.100]  神是我們的牧羊人
[00:10:22.100 --> 00:10:24.100]  我們一無所缺
[00:10:24.100 --> 00:10:26.100]  一無所缺不是我們生活上
[00:10:26.100 --> 00:10:27.100]  要一樣有那樣
[00:10:27.100 --> 00:10:28.100]  要一樣就有一樣
[00:10:28.100 --> 00:10:30.100]  要那樣就有那樣
[00:10:30.100 --> 00:10:32.100]  一無所缺是我們的內心
[00:10:32.100 --> 00:10:34.100]  因為有神
[00:10:34.100 --> 00:10:38.100]  神已經是滿足一切
[00:10:38.100 --> 00:10:48.100]  我記得十幾年前
[00:10:48.100 --> 00:10:50.100]  講電話
[00:10:50.100 --> 00:10:52.100]  我不是用很大的電話
[00:10:52.100 --> 00:10:53.100]  十幾年前
[00:10:53.100 --> 00:10:55.100]  我記得那時候在香港
[00:10:55.100 --> 00:10:57.100]  比較流行
[00:10:57.100 --> 00:11:01.100]  用HTC的電話
[00:11:01.100 --> 00:11:03.100]  有沒有用過
[00:11:03.100 --> 00:11:05.100]  有些人有用過
[00:11:05.100 --> 00:11:06.100]  有些人沒有用過
