
[00:00:00.000 --> 00:00:04.280]  當整個世界充滿災難
[00:00:04.280 --> 00:00:07.840]  幾宗兇難令到我們很不開心的時候
[00:00:07.840 --> 00:00:10.820]  其實今天的香港比較上
[00:00:10.820 --> 00:00:13.400]  和其他地方發生的事
[00:00:13.400 --> 00:00:15.400]  是小毛見大毛
[00:00:15.400 --> 00:00:17.400]  差很遠
[00:00:17.400 --> 00:00:21.420]  但是香港本來是沒有天災
[00:00:21.420 --> 00:00:23.420]  沒有什麼人禍的一個地方
[00:00:23.420 --> 00:00:25.420]  就因爲政改的問題
[00:00:25.420 --> 00:00:29.700]  我們卻見到一個撕裂分化的現象
[00:00:29.700 --> 00:00:31.700]  已經出現在我們當中
[00:00:31.700 --> 00:00:34.300]  我不希望這些分化
[00:00:34.300 --> 00:00:37.380]  繼續不斷造成香港人
[00:00:37.380 --> 00:00:40.780]  在互相攻擊
[00:00:40.780 --> 00:00:43.620]  造成一個嚴重的內耗
[00:00:43.620 --> 00:00:48.460]  上個星期講完一個政改論壇之後
[00:00:48.460 --> 00:00:51.900]  我們一班監督同工都深深感覺到
[00:00:51.900 --> 00:00:53.220]  我們要跟進
[00:00:53.220 --> 00:00:55.220]  要和大家來看一看
[00:00:55.220 --> 00:00:59.540]  從聖經來看公民抗命的問題
[00:00:59.540 --> 00:01:05.660]  首先我很想講講我個人的一些經歷
[00:01:05.660 --> 00:01:07.660]  我可以這麼說
[00:01:07.660 --> 00:01:11.540]  年輕的時候
[00:01:11.540 --> 00:01:16.900]  我都是因爲家裏的緣故
[00:01:16.900 --> 00:01:20.780]  我是成爲一個公民抗命的人
[00:01:20.780 --> 00:01:22.780]  以前我不知道這個名詞
[00:01:22.780 --> 00:01:27.060]  但卻是在做一些公民抗命的事
[00:01:27.060 --> 00:01:29.060]  主要原因是什麼呢
[00:01:29.060 --> 00:01:31.380]  就是因爲我們一家下來香港的時候
[00:01:31.380 --> 00:01:32.620]  生活有困難
[00:01:32.620 --> 00:01:35.940]  所以我媽媽就把我和最小的妹妹帶上去
[00:01:35.940 --> 00:01:37.220]  一帶上去之後
[00:01:37.220 --> 00:01:39.220]  因爲爸爸的身份不好
[00:01:39.220 --> 00:01:41.220]  他是國民黨的官
[00:01:41.220 --> 00:01:42.820]  因爲這樣
[00:01:42.820 --> 00:01:45.820]  我們一家就在上面被鬥
[00:01:45.820 --> 00:01:47.020]  特別是我媽媽
[00:01:47.020 --> 00:01:50.260]  因爲忍受不住一浪接一浪的
[00:01:50.260 --> 00:01:53.220]  土改、公審、鬥爭
[00:01:53.220 --> 00:01:57.220]  後來她就掉頸自殺死了
[00:01:57.220 --> 00:02:00.660]  而我自己本身
[00:02:00.660 --> 00:02:04.980]  就是因爲家庭是黑五類
[00:02:04.980 --> 00:02:06.740]  有意無意之間
[00:02:06.740 --> 00:02:09.740]  我有很多不同的選擇
[00:02:09.740 --> 00:02:14.020]  是很多人要我去做
[00:02:14.020 --> 00:02:19.100]  我印象中最深刻的其中一個選擇
[00:02:19.100 --> 00:02:21.100]  就是當我讀書的時候
[00:02:21.100 --> 00:02:25.220]  先後都有幾個不同的老師跟我講
[00:02:25.220 --> 00:02:30.780]  他說你應該和你的爸爸斷絕父子的關係
[00:02:30.780 --> 00:02:35.420]  以至你可以不再需要成爲黑五類
[00:02:35.420 --> 00:02:39.340]  他說他們會推薦我可以洗底
[00:02:39.340 --> 00:02:41.060]  但是當時
[00:02:41.060 --> 00:02:45.300]  一方面媽媽的死對我的影響很大
[00:02:45.300 --> 00:02:47.820]  我的心裏面很不舒服
[00:02:47.820 --> 00:02:50.500]  充滿着仇恨
[00:02:50.500 --> 00:02:52.340]  但是另一方面來講
[00:02:52.340 --> 00:02:56.060]  我也感覺到我怎麼斷絕呢?
[00:02:56.060 --> 00:02:58.940]  她說是就是,不是就不是
[00:02:58.940 --> 00:03:02.180]  我沒得斷的
[00:03:02.180 --> 00:03:05.100]  這個我現在知道
[00:03:05.100 --> 00:03:07.220]  那是叫做抗命
[00:03:07.220 --> 00:03:09.740]  我沒做到
[00:03:09.740 --> 00:03:13.460]  第二樣東西,當我去到十幾歲的時間
[00:03:13.460 --> 00:03:17.620]  有幾年的時間繼續不斷地在操水
[00:03:17.620 --> 00:03:20.060]  因爲一方面是家庭背景
[00:03:20.060 --> 00:03:21.580]  成分不好
[00:03:21.580 --> 00:03:24.500]  另一方面生活非常困難
[00:03:24.500 --> 00:03:27.460]  連喫連生存
[00:03:27.460 --> 00:03:29.300]  都是一個困難
[00:03:29.300 --> 00:03:31.340]  是因爲這樣的緣故
[00:03:31.340 --> 00:03:33.500]  我十四歲都沒到
[00:03:33.500 --> 00:03:36.740]  我已經偷渡來香港
[00:03:36.740 --> 00:03:41.780]  這個是抗命
[00:03:41.780 --> 00:03:44.300]  來到香港之後
[00:03:44.300 --> 00:03:45.940]  我很感恩
[00:03:45.940 --> 00:03:47.580]  經過六七年
[00:03:47.580 --> 00:03:49.940]  和基督徒的一些吵架
[00:03:49.940 --> 00:03:54.980]  我自己最後真正認識耶穌基督
[00:03:54.980 --> 00:03:57.820]  然後我接受祂成爲我的救主
[00:03:57.820 --> 00:04:01.340]  神就將我很多方面改變過來
[00:04:01.340 --> 00:04:03.220]  首先將我改變
[00:04:03.220 --> 00:04:06.180]  就是一個饒恕的心
[00:04:06.180 --> 00:04:07.900]  以至我的噩夢
[00:04:07.900 --> 00:04:11.180]  是從我開始饒恕的時候開始
[00:04:11.180 --> 00:04:13.260]  離開了我
[00:04:13.260 --> 00:04:14.340]  第二樣東西
[00:04:14.340 --> 00:04:17.420]  就是從聖經裏面我越來越看得見
[00:04:17.420 --> 00:04:22.020]  原來關乎到我們人生很多方面不同的抉擇
[00:04:22.020 --> 00:04:24.460]  聖經都有原則
[00:04:24.460 --> 00:04:26.540]  甚至有些絕對的命令
[00:04:26.540 --> 00:04:30.060]  你都給過我們去參考
[00:04:30.060 --> 00:04:32.340]  甚至上個星期講完
[00:04:32.340 --> 00:04:34.780]  政改論壇之後
[00:04:34.780 --> 00:04:37.780]  我們看回公民的抗命
[00:04:37.780 --> 00:04:41.500]  其實聖經都有非常清楚的原則
[00:04:41.500 --> 00:04:43.660]  去給我們參考
[00:04:43.660 --> 00:04:44.660]  首先
[00:04:44.660 --> 00:04:46.660]  請大家來看看
[00:04:46.660 --> 00:04:48.820]  舊約、新約
[00:04:48.820 --> 00:04:50.460]  整本聖經
[00:04:50.460 --> 00:04:53.820]  對做君王的、做統治者的
[00:04:53.820 --> 00:04:56.540]  做子民的、做公民的
[00:04:56.540 --> 00:05:00.140]  都有一個非常平衡的教導
[00:05:00.140 --> 00:05:02.500]  而當我們看回時間
[00:05:02.500 --> 00:05:04.460]  每日新聞發生的事
[00:05:04.460 --> 00:05:06.380]  我們歷史裏面所看到的
[00:05:06.380 --> 00:05:10.540]  完完全全是照着聖經這個規矩
[00:05:10.540 --> 00:05:13.460]  照着聖經一些教導和原則
[00:05:13.460 --> 00:05:14.860]  來去發展
[00:05:14.860 --> 00:05:18.300]  無一例外
[00:05:18.300 --> 00:05:20.660]  首先我們讀一段經文
[00:05:20.660 --> 00:05:26.020]  聖經對那些掌政者、統治者
