
[00:00:00.000 --> 00:00:01.640]  靚姊妹 麻煩你
[00:00:01.640 --> 00:00:09.320]  有一次我和我太太去吃飯
[00:00:09.320 --> 00:00:12.620]  那家店 叫什麼名字就不說了
[00:00:12.620 --> 00:00:16.080]  不過可以告訴你是吃沙嗲的
[00:00:16.080 --> 00:00:19.040]  為什麼告訴你去吃飯呢
[00:00:19.040 --> 00:00:20.820]  因為很有趣的一次經歷
[00:00:20.820 --> 00:00:22.820]  就是去那家店吃飯
[00:00:22.820 --> 00:00:25.620]  吃著吃著的時候
[00:00:25.620 --> 00:00:30.020]  隔壁桌子就有人結帳了
[00:00:30.020 --> 00:00:32.020]  那個人結帳了之後
[00:00:32.020 --> 00:00:34.020]  就不認識他了
[00:00:34.020 --> 00:00:36.020]  他過來就給了我一張東西
[00:00:36.020 --> 00:00:37.020]  是什麼來的呢
[00:00:37.020 --> 00:00:39.020]  原來是一張現金代用券
[00:00:39.020 --> 00:00:41.020]  他剛剛結帳之後
[00:00:41.020 --> 00:00:44.020]  就拿到一張現金代用券
[00:00:44.020 --> 00:00:46.020]  他就說送給我
[00:00:46.020 --> 00:00:49.020]  很開心 多幾塊錢也好
[00:00:49.020 --> 00:00:51.020]  也不錯
[00:00:51.020 --> 00:00:53.020]  不認識的 有人這樣送東西給你
[00:00:53.020 --> 00:00:55.020]  也挺有趣的
[00:00:55.020 --> 00:01:02.020]  那家店就會回贈10%的現金代用券給客人
[00:01:02.020 --> 00:01:05.020]  但這些代用券是有限期的
[00:01:05.020 --> 00:01:07.020]  通常一兩個月左右
[00:01:07.020 --> 00:01:10.020]  不過有一樣挺有趣的
[00:01:10.020 --> 00:01:12.020]  就是他沒有什麼特別的條例
[00:01:12.020 --> 00:01:16.020]  沒有說明天才可以用
[00:01:16.020 --> 00:01:18.020]  是即日可以用的
[00:01:18.020 --> 00:01:20.020]  即刻可以用
[00:01:20.020 --> 00:01:22.020]  這樣就很特別了
[00:01:22.020 --> 00:01:27.020]  其實這個人也挺有智慧的
[00:01:27.020 --> 00:01:29.020]  他剛剛結帳之後
[00:01:29.020 --> 00:01:35.020]  可能他知道短期內也未必會再回來這家店吃東西
[00:01:35.020 --> 00:01:37.020]  可能拿著也沒什麼用
[00:01:37.020 --> 00:01:39.020]  但怎樣也好
[00:01:39.020 --> 00:01:43.020]  他就將這個代用券是給客人的
[00:01:43.020 --> 00:01:45.020]  這個玩法就轉一轉
[00:01:45.020 --> 00:01:48.020]  就給了他隔壁那個不認識的
[00:01:48.020 --> 00:01:50.020]  即是我其實即刻可以用了
[00:01:50.020 --> 00:01:54.020]  他將這個遊戲稍微轉一轉之後
[00:01:54.020 --> 00:01:57.020]  這張的代用券
[00:01:57.020 --> 00:02:00.020]  你可以想像就一定不會過期了
[00:02:00.020 --> 00:02:03.020]  你可以想像如果你收起來的時候
[00:02:03.020 --> 00:02:06.020]  可能突然間發覺過期了
[00:02:06.020 --> 00:02:08.020]  又不能用了 浪費了
[00:02:08.020 --> 00:02:11.020]  但他這種玩法就絕對不會有過期的回事
[00:02:11.020 --> 00:02:17.020]  就在想 其實會不會我們也可以去延續這個遊戲呢
[00:02:17.020 --> 00:02:20.020]  但這個遊戲如果要成功
[00:02:20.020 --> 00:02:22.020]  其實有一個條件
[00:02:22.020 --> 00:02:25.020]  條件就是起碼那個人
[00:02:25.020 --> 00:02:30.020]  他也會有一個心願意付出給別人
[00:02:30.020 --> 00:02:33.020]  不可以跟計較
[00:02:33.020 --> 00:02:35.020]  這樣我會虧蝕了還是怎樣
[00:02:35.020 --> 00:02:39.020]  其實也是一個測試一下心態的遊戲
[00:02:39.020 --> 00:02:42.020]  其實很小事一樁
[00:02:42.020 --> 00:02:43.020]  小事一樁
[00:02:43.020 --> 00:02:45.020]  其實說的可能是幾塊錢
[00:02:45.020 --> 00:02:46.020]  或者十幾塊錢
[00:02:46.020 --> 00:02:49.020]  不是很多的價錢
[00:02:49.020 --> 00:02:51.020]  不過有這個遊戲
[00:02:51.020 --> 00:02:53.020]  每次去一間店舖買單
[00:02:53.020 --> 00:02:57.020]  拿到這張擋券的時候
[00:02:57.020 --> 00:02:59.020]  又會令我想起這件事
[00:02:59.020 --> 00:03:01.020]  又會有這麼多
[00:03:01.020 --> 00:03:02.020]  去想一想
[00:03:02.020 --> 00:03:04.020]  留下來用也好
[00:03:04.020 --> 00:03:06.020]  什麼時候再用
[00:03:06.020 --> 00:03:07.020]  還是給隔壁那個人用也好
[00:03:07.020 --> 00:03:09.020]  會有這樣的想法
[00:03:09.020 --> 00:03:11.020]  細心想一想
[00:03:11.020 --> 00:03:13.020]  其實我們信仰也是這樣的
[00:03:13.020 --> 00:03:16.020]  衛主耶穌在十字架上的福音
[00:03:16.020 --> 00:03:18.020]  其實也是這樣
[00:03:18.020 --> 00:03:21.020]  他就是為了我們
[00:03:21.020 --> 00:03:23.020]  給了我們
[00:03:23.020 --> 00:03:26.020]  沒有條件就給了這個恩惠給我們
[00:03:26.020 --> 00:03:27.020]  讓我們怎樣
[00:03:27.020 --> 00:03:29.020]  其實我們也可以將這個恩惠
[00:03:29.020 --> 00:03:31.020]  可以承傳下去
[00:03:31.020 --> 00:03:34.020]  如果我們跟計較
[00:03:34.020 --> 00:03:38.020]  可能我們有恩典很開心
[00:03:38.020 --> 00:03:39.020]  這樣就可以了
[00:03:39.020 --> 00:03:41.020]  但是如果我們又記得這件事
[00:03:41.020 --> 00:03:43.020]  可能我們又會有一點掙扎
[00:03:43.020 --> 00:03:47.020]  其實看的是自己的內心
[00:03:47.020 --> 00:03:49.020]  我叫這個
[00:03:49.020 --> 00:03:51.020]  這個是一個恩典的神學
[00:03:51.020 --> 00:03:52.020]  我給他一個名字
[00:03:52.020 --> 00:03:55.020]  叫他做代孔娟的神學
[00:03:55.020 --> 00:03:57.020]  我覺得挺有趣
[00:03:57.020 --> 00:03:59.020]  今天我們會去看下一段
[00:03:59.020 --> 00:04:01.020]  我相信大家平時
[00:04:01.020 --> 00:04:04.020]  未必會經常看的一段經文
[00:04:04.020 --> 00:04:06.020]  肯定裡面沒有什麼金句
[00:04:06.020 --> 00:04:08.020]  大家會去背
[00:04:08.020 --> 00:04:11.020]  如果有的話請告訴我
[00:04:11.020 --> 00:04:12.020]  第三章
[00:04:12.020 --> 00:04:14.020]  其實已經列出來
[00:04:14.020 --> 00:04:16.020]  整章的第三章
[00:04:16.020 --> 00:04:17.020]  今天的主題是
[00:04:17.020 --> 00:04:20.020]  侍奉從心開始
[00:04:20.020 --> 00:04:24.020]  侍奉上帝當然不是一個很簡單的遊戲
[00:04:24.020 --> 00:04:28.020]  而是一個從心裡面開始的一件事
[00:04:28.020 --> 00:04:30.020]  今天我們會看三樣東西
[00:04:30.020 --> 00:04:32.020]  三個的心
[00:04:32.020 --> 00:04:33.020]  敬拜的心
[00:04:33.020 --> 00:04:34.020]  謙卑的心
[00:04:34.020 --> 00:04:36.020]  和無恥的心
[00:04:36.020 --> 00:04:38.020]  不如我們在繼續之前
[00:04:38.020 --> 00:04:40.020]  我們先來一起祈禱
[00:04:40.020 --> 00:04:41.020]  親愛的主
[00:04:41.020 --> 00:04:43.020]  多謝祢讓我們有這段
