
[00:00:00.000 --> 00:00:01.440]  丁一姐妹 早晨
[00:00:01.440 --> 00:00:05.480]  讓我們一起為我們講道和聽道的服侍一同禱告
[00:00:05.480 --> 00:00:08.240]  主啊 感謝祢 讓我們能夠相聚
[00:00:08.240 --> 00:00:11.960]  又感謝祢 讓我們能夠有經文
[00:00:11.960 --> 00:00:15.640]  我們去看見上帝祢對先賢的教導
[00:00:15.640 --> 00:00:18.320]  因此今天都成為我們的教導
[00:00:18.320 --> 00:00:20.320]  圓主祢就藉著聖靈
[00:00:20.320 --> 00:00:22.320]  今天就在我們當中
[00:00:22.320 --> 00:00:24.400]  無論藉著孩子的講道
[00:00:24.400 --> 00:00:26.680]  無論藉著會眾的聽道
[00:00:26.680 --> 00:00:28.280]  叫聖靈都在當中
[00:00:28.280 --> 00:00:29.880]  叫上帝的話語
[00:00:29.880 --> 00:00:31.680]  就是這樣流通的
[00:00:31.680 --> 00:00:34.360]  去達到在我們每一個人的心裡面
[00:00:34.360 --> 00:00:36.480]  叫我們能夠知罪
[00:00:36.480 --> 00:00:38.120]  叫我們能夠悔改
[00:00:38.120 --> 00:00:40.120]  奉主耶穌的聖名祈求 阿們
[00:00:40.120 --> 00:00:43.200]  在我中學的時候
[00:00:43.200 --> 00:00:45.840]  階段有一班朋友
[00:00:45.840 --> 00:00:47.680]  一班同學
[00:00:47.680 --> 00:00:50.960]  裡面其中有一位很喜歡麻怨
[00:00:50.960 --> 00:00:52.560]  什麼他都會怨
[00:00:52.560 --> 00:00:57.000]  不過他永遠都不會在你面前去怨的
[00:00:57.000 --> 00:00:59.920]  他可能對你沒有什麼很反感
[00:00:59.920 --> 00:01:01.760]  但是他總之就是
[00:01:01.760 --> 00:01:04.200]  在你的背後就會經常都會說
[00:01:04.200 --> 00:01:06.760]  Heaven做事真的很慢
[00:01:06.760 --> 00:01:10.120]  誰誰他經常說話很快的
[00:01:10.120 --> 00:01:14.080]  誰誰吃飯真的經常都選不到他喜歡吃什麼
[00:01:14.080 --> 00:01:17.600]  他永遠都會不斷在怨這樣 怨那樣
[00:01:17.600 --> 00:01:19.080]  所以更正確一點
[00:01:19.080 --> 00:01:23.000]  其實應該是說他都挺喜歡說是非的
[00:01:23.000 --> 00:01:27.160]  你講是非的時候 最大的問題是什麼呢
[00:01:27.160 --> 00:01:30.200]  就是你讓那個人知道你講他
[00:01:30.200 --> 00:01:32.400]  所以大家知道他在他背後
[00:01:32.400 --> 00:01:34.880]  講很多人的壞話的時候
[00:01:34.880 --> 00:01:36.520]  大家就覺得 搞錯啊
[00:01:36.520 --> 00:01:39.120]  為什麼你在我面前都不是這樣的呢
[00:01:39.120 --> 00:01:41.640]  你在背後你就是不斷在講我壞話
[00:01:41.640 --> 00:01:44.200]  慢慢地疏離了他
[00:01:44.200 --> 00:01:46.680]  有一班朋友看到這個狀況
[00:01:46.680 --> 00:01:49.920]  就想怎樣可以提醒他呢
[00:01:49.920 --> 00:01:54.000]  那個年紀尚輕 不知道怎樣可以直接地講
[00:01:54.000 --> 00:01:55.600]  從哪裡講起
[00:01:55.600 --> 00:01:58.600]  所以我們就創造了一個角色
[00:01:58.600 --> 00:02:00.440]  一個都很喜歡埋怨
[00:02:00.440 --> 00:02:04.080]  很喜歡在人背後講是非的一個角色
[00:02:04.080 --> 00:02:06.920]  然後就說我們被這個人
[00:02:06.920 --> 00:02:10.080]  他給我們帶來很多的困擾
[00:02:10.080 --> 00:02:13.920]  原本我們就以為這個同學就會意識到
[00:02:13.920 --> 00:02:17.400]  講這個其實跟我的狀態都挺像的
[00:02:17.400 --> 00:02:19.160]  是我的不對
[00:02:19.160 --> 00:02:21.760]  我們以為會有一個這樣的反應
[00:02:21.760 --> 00:02:24.000]  不過他的反應竟然是
[00:02:24.000 --> 00:02:25.760]  嘩 真的很討人厭
[00:02:25.760 --> 00:02:28.360]  這個世界上怎會有這麼討人厭的人
[00:02:28.360 --> 00:02:30.920]  你們真的不應該再跟他做朋友
[00:02:30.920 --> 00:02:32.160]  真的不可以接受
[00:02:32.160 --> 00:02:35.200]  你這樣接近他 他自己拿來的
[00:02:35.200 --> 00:02:37.000]  然後我們呆了
[00:02:37.000 --> 00:02:39.040]  因為我們以為他會覺得
[00:02:39.040 --> 00:02:40.600]  這個是我的問題 是不是
[00:02:40.600 --> 00:02:41.520]  但是他沒有
[00:02:41.520 --> 00:02:43.440]  他真的覺得那個人很有問題
[00:02:43.440 --> 00:02:47.440]  他完全沒有將這兩個人放在一起
[00:02:47.440 --> 00:02:49.600]  竟然他覺得是另有其人
[00:02:49.600 --> 00:02:52.440]  完全不覺得我們在講那個他
[00:02:52.440 --> 00:02:55.680]  甚至很大肆地去批評
[00:02:55.680 --> 00:02:59.680]  這個人的行為有多不可以接受
[00:02:59.680 --> 00:03:02.440]  到最後真的聽到大家都呆了
[00:03:02.440 --> 00:03:05.040]  然後又不知道可以繼續講什麼
[00:03:05.040 --> 00:03:07.120]  又不知道怎麼講的時候
[00:03:07.120 --> 00:03:09.800]  我就很衝動也忍不住就說
[00:03:09.800 --> 00:03:11.920]  講的那個就是你
[00:03:11.920 --> 00:03:14.880]  然後在那個時候就大家靜止了
[00:03:14.880 --> 00:03:17.800]  所有空氣好像大家不懂呼吸一樣
[00:03:17.800 --> 00:03:19.880]  最終當然就是不歡而散
[00:03:19.880 --> 00:03:24.560]  因為那個人也都不會想承認自己的不是
[00:03:24.560 --> 00:03:27.840]  我們都明白當局者迷 是不是
[00:03:27.840 --> 00:03:31.880]  有時候我們都很需要人去對我們講真說話
[00:03:31.880 --> 00:03:33.600]  因為當局者迷的時候
[00:03:33.600 --> 00:03:36.760]  我們就需要真說話去提醒我們
[00:03:36.760 --> 00:03:39.680]  但是當真說話來到的時候
[00:03:39.680 --> 00:03:41.680]  我們又意不意識得到
[00:03:41.680 --> 00:03:45.480]  我們要去反思一下我們自己的生命
[00:03:45.480 --> 00:03:48.360]  檢視一下我們自己的行為呢
[00:03:48.360 --> 00:03:52.800]  還是我們都認為那個是另有其人
[00:03:52.800 --> 00:03:55.400]  而不關我事呢
[00:03:55.400 --> 00:03:57.480]  我們每次讀到先知書的時候
[00:03:57.480 --> 00:04:01.360]  我們都很容易用一個第三身去閱讀
[00:04:01.360 --> 00:04:04.000]  畢竟先知真是他寫的時候
[00:04:04.000 --> 00:04:07.040]  他不是在寫這本書給我們
[00:04:07.040 --> 00:04:09.480]  但是當我們抽離自己
[00:04:09.480 --> 00:04:13.200]  在上帝的警告之外的時候
[00:04:13.200 --> 00:04:18.200]  會不會就是讓我們犯罪而不自知的第一步呢
[00:04:18.200 --> 00:04:22.560]  要上帝再三的更大聲的跟我們說
[00:04:22.560 --> 00:04:26.120]  說的那個就是你
[00:04:26.120 --> 00:04:29.080]  我們說一下上次我們說到什麼好嗎
[00:04:29.080 --> 00:04:31.760]  我們之前說到阿摩斯先知
[00:04:31.760 --> 00:04:37.320]  去到宣 首先一開始用宣判列國做那個開首
[00:04:37.320 --> 00:04:40.320]  叫一幫以色列人聽得津津樂道
[00:04:40.320 --> 00:04:45.800]  因為上帝終於審判他們那些曾經欺負他們的列強
[00:04:45.800 --> 00:04:48.680]  但是之後阿摩斯話鋒一轉
[00:04:48.680 --> 00:04:53.360]  就說到以色列的罪和上帝的懲罰
[00:04:53.360 --> 00:04:56.040]  以色列人聽到的時候呆了
[00:04:56.040 --> 00:04:59.200]  因為他們覺得我們竟然有罪
[00:04:59.200 --> 00:05:03.200]  甚至我們跟列強的罪是不遑多讓
[00:05:03.200 --> 00:05:05.320]  五十暴笑八寶
