
[00:00:00.000 --> 00:00:01.280]  御兄姊妹祝你平安
[00:00:01.280 --> 00:00:04.480]  很快要來了一個月了
[00:00:04.480 --> 00:00:06.480]  好像我在剛纔坐在下面的時候
[00:00:06.480 --> 00:00:07.640]  我在想啊
[00:00:07.640 --> 00:00:11.280]  甚至好像不久之前再來是嗎
[00:00:11.280 --> 00:00:13.920]  一個月前的事時間過得很快
[00:00:13.920 --> 00:00:18.280]  今天我想和大家思想的題目和而爲一
[00:00:18.280 --> 00:00:20.200]  其實我的題目是合一
[00:00:20.200 --> 00:00:23.160]  但是聖經翻譯的時候有不同的版本
[00:00:23.160 --> 00:00:27.400]  翻譯的時候是和而爲一是和和本的版本
[00:00:27.400 --> 00:00:29.920]  是所以都用這個版本吧
[00:00:29.920 --> 00:00:32.520]  那其實我用的經文是
[00:00:32.520 --> 00:00:34.920]  約翰復英十七章十一節
[00:00:34.920 --> 00:00:38.760]  但是隻是下半節沒有傳解
[00:00:38.760 --> 00:00:41.440]  因爲整個十七章
[00:00:41.440 --> 00:00:45.680]  他其實是很豐富的一個的祈禱
[00:00:45.680 --> 00:00:49.400]  你聽過這個十七章的祈禱是什麼祈禱嗎
[00:00:49.400 --> 00:00:52.880]  大祭司的祈禱
[00:00:52.880 --> 00:00:57.920]  有人甚至認爲他是應該是耶穌基督的主導文
[00:00:57.920 --> 00:01:02.240]  因爲他是自己祈禱的導文
[00:01:02.240 --> 00:01:04.000]  而如果我們熟悉的
[00:01:04.000 --> 00:01:05.360]  那個我們在天上的父
[00:01:05.360 --> 00:01:09.960]  那個是什麼是主耶穌教導我們怎麼祈禱的文
[00:01:09.960 --> 00:01:10.800]  那所以呢
[00:01:10.800 --> 00:01:12.920]  如果說真正的導文
[00:01:12.920 --> 00:01:18.840]  真正的禱告最長的其實是十七章裏面提到
[00:01:18.840 --> 00:01:22.640]  而這個十七章裏面的禱告是很豐富的
[00:01:22.640 --> 00:01:24.000]  內容很豐富
[00:01:24.000 --> 00:01:27.840]  其實基本上每一章每一節
[00:01:27.840 --> 00:01:30.480]  都可以一個分享
[00:01:30.480 --> 00:01:32.000]  每一段的經文裏面
[00:01:32.000 --> 00:01:33.200]  他都有主題
[00:01:33.200 --> 00:01:35.280]  大概他分三個主題吧
[00:01:35.280 --> 00:01:39.160]  一個主題是主耶穌爲自己的使命祈禱
[00:01:39.160 --> 00:01:40.320]  一到五節
[00:01:40.320 --> 00:01:44.760]  然後我今天讀的十一節是在中間是主耶穌
[00:01:44.760 --> 00:01:47.640]  爲自己的門徒去祈禱
[00:01:47.640 --> 00:01:50.240]  而不單止爲門徒祈禱
[00:01:50.240 --> 00:01:55.680]  也爲門徒的工作果效而帶來的其他門徒祈禱
[00:01:55.680 --> 00:01:56.480]  那所以呢
[00:01:56.480 --> 00:02:00.720]  後世的所有門徒主耶穌也爲我們祈禱
[00:02:00.720 --> 00:02:04.840]  而這個祈禱其實也是臨終的祝福
[00:02:04.840 --> 00:02:09.280]  你知道他這個祈禱以後就善辭之嫁了
[00:02:09.280 --> 00:02:10.520]  那所以呢
[00:02:10.520 --> 00:02:12.840]  其實這個也是臨終的祈禱
[00:02:12.840 --> 00:02:14.440]  對猶太人來說
[00:02:14.440 --> 00:02:20.760]  他的臨終的祝福其實是有很大的委託
[00:02:20.760 --> 00:02:23.640]  也對這個受祝福的人呢
[00:02:23.640 --> 00:02:26.000]  有一個寄望期待
[00:02:26.000 --> 00:02:28.600]  那主耶穌在這段經文裏面
[00:02:28.600 --> 00:02:34.400]  其實他也希望上帝祝福的所有兒女
[00:02:34.400 --> 00:02:37.960]  都有這樣的得到了這樣福氣
[00:02:37.960 --> 00:02:42.480]  但是我們要知道主耶穌這種上帝的賜福
[00:02:42.480 --> 00:02:46.960]  其實不是一般人所想的幸福
[00:02:46.960 --> 00:02:53.320]  而是對將我們擺放在上帝這個行動的世界當中
[00:02:53.320 --> 00:02:54.920]  他的作爲當中
[00:02:54.920 --> 00:03:02.760]  所以上帝對子民的祝福不是讓我們比一般人更容易一點
[00:03:02.760 --> 00:03:05.160]  也不是讓我們更幸福一點
[00:03:05.160 --> 00:03:08.160]  也不是讓我們更快樂一點
[00:03:08.160 --> 00:03:12.440]  更不是讓我們避開所有的災難
[00:03:12.440 --> 00:03:13.840]  說真的
[00:03:13.840 --> 00:03:16.720]  你如果成爲一個認真的基督徒
[00:03:16.720 --> 00:03:21.040]  很多時候我們面對的挑戰可能更多
[00:03:21.040 --> 00:03:23.840]  我們面對的苦難不是更多
[00:03:23.840 --> 00:03:30.440]  但是有些時候我們會更怎麼說呢
[00:03:30.440 --> 00:03:34.960]  反正你會更知道這種掙扎是在我們裏面
[00:03:34.960 --> 00:03:39.240]  那所以我們說我們與其他世人有什麼不同
[00:03:39.240 --> 00:03:40.480]  那如果這樣的話
[00:03:40.480 --> 00:03:45.000]  我們爲什麼還說信耶穌是幸福的呢
[00:03:45.000 --> 00:03:47.240]  其實我們是這樣想的
[00:03:47.240 --> 00:03:48.200]  不是這樣想
[00:03:48.200 --> 00:03:50.520]  身心是這樣教導我們的
[00:03:50.520 --> 00:03:54.120]  我們每個人都是上帝所造的
[00:03:54.120 --> 00:03:57.320]  我們每個人在上帝計劃裏面
[00:03:57.320 --> 00:04:01.920]  在永恆的計劃裏面都有我們的位置
[00:04:01.920 --> 00:04:04.920]  所以如果我們找到我們這個位置
[00:04:04.920 --> 00:04:08.000]  我們仍然面對挑戰
[00:04:08.000 --> 00:04:12.120]  但是我們仍然知道上帝的祝福在哪裏
[00:04:12.120 --> 00:04:17.120]  而顏安福音十七章就是這一段的經文
[00:04:17.120 --> 00:04:20.120]  最重要的祝福的用意
[00:04:20.120 --> 00:04:24.040]  那我今天不是在談整個十七章
[00:04:24.040 --> 00:04:26.720]  我只是拿了一段經文來說
[00:04:26.720 --> 00:04:29.120]  我們一起思想這個合而爲一
[00:04:29.120 --> 00:04:32.640]  就是合一的這個題目
[00:04:32.640 --> 00:04:36.960]  合一我們基督徒基本上是常常思想
[00:04:36.960 --> 00:04:38.440]  常常談論
[00:04:38.440 --> 00:04:42.560]  甚至是應該很熟悉的是不是
[00:04:42.560 --> 00:04:46.200]  但是也應該我們最面對最困難的
[00:04:46.200 --> 00:04:47.240]  很多挑戰
[00:04:47.240 --> 00:04:48.520]  很多掙扎
[00:04:48.520 --> 00:04:51.920]  通常我們在思想合一的時候
[00:04:51.920 --> 00:04:54.760]  我不知道你有什麼想法
[00:04:54.760 --> 00:04:56.680]  有些人是這樣想的
[00:04:56.680 --> 00:04:58.040]  他認爲呢
[00:04:58.040 --> 00:05:00.760]  其實如果有足夠的方法
[00:05:00.760 --> 00:05:03.920]  或者是足夠的權力
[00:05:03.920 --> 00:05:06.680]  將所有東西都統一起來
[00:05:06.680 --> 00:05:10.440]  那這樣的情況下
[00:05:10.440 --> 00:05:13.080]  能統一口徑
[00:05:13.080 --> 00:05:16.480]  那就比較容易統一合一了
[00:05:16.480 --> 00:05:19.360]  那最起碼最基本
[00:05:19.360 --> 00:05:23.920]  如果大家今天來每個出席聚會的人
[00:05:23.920 --> 00:05:27.320]  你都穿統一的制服
[00:05:27.320 --> 00:05:32.960]  可能看起來我們合一的精神有點面貌
[00:05:32.960 --> 00:05:35.440]  是不是有這樣的想法呢
[00:05:35.440 --> 00:05:36.880]  可能會有的
[00:05:36.880 --> 00:05:39.520]  但是這種想法是很危險的
[00:05:39.520 --> 00:05:43.480]  你知道如果有這樣的想法的人很容易
[00:05:43.480 --> 00:05:46.920]  我們會出現到底這種合一是
[00:05:46.920 --> 00:05:49.840]  我主動的提出合一
[00:05:49.840 --> 00:05:51.560]  還是我被動的
[00:05:51.560 --> 00:05:54.280]  如果說我來主動
[00:05:54.280 --> 00:05:56.480]  那我提出合一
[00:05:56.480 --> 00:05:59.040]  請你放棄你的想法
[00:05:59.040 --> 00:06:00.240]  爲了合一
[00:06:00.240 --> 00:06:03.760]  麻煩你配合我一下
[00:06:03.760 --> 00:06:07.120]  那如果不信
[00:06:07.120 --> 00:06:08.440]  如果不吭
[00:06:08.440 --> 00:06:12.480]  你變成被動的被合一
[00:06:12.480 --> 00:06:19.080]  那就無論你思想是多不希望
[00:06:19.080 --> 00:06:22.520]  或者是我多不想
[00:06:22.520 --> 00:06:23.920]  多不快樂
[00:06:23.920 --> 00:06:26.560]  但是爲了配合你的合一
[00:06:26.560 --> 00:06:29.960]  那我只能放棄我的主權
[00:06:29.960 --> 00:06:32.360]  是這樣的合一嗎
[00:06:32.360 --> 00:06:33.720]  如果這樣的話
[00:06:33.720 --> 00:06:37.240]  很容易我們就會爭奪話語權
[00:06:37.240 --> 00:06:40.360]  甚至會掌握主動
[00:06:40.360 --> 00:06:43.240]  然後當然了你來配合我
[00:06:43.240 --> 00:06:47.120]  肯定是我比我配合你來的心情愉悅
[00:06:47.120 --> 00:06:49.480]  是不是是這樣的
[00:06:49.480 --> 00:06:51.360]  是人是這樣想的
[00:06:51.360 --> 00:06:55.040]  但聖經是不是這樣教導我們呢
[00:06:55.040 --> 00:06:58.880]  可能我們還要另外一個合一
[00:06:58.880 --> 00:07:00.680]  另外一種想法
[00:07:00.680 --> 00:07:03.960]  如果我不是你聽我也不是我聽你
[00:07:03.960 --> 00:07:04.720]  好了好了
[00:07:04.720 --> 00:07:06.520]  那我們和氣一點是不是
[00:07:06.520 --> 00:07:07.720]  那如果這樣的話
[00:07:07.720 --> 00:07:11.080]  不如我們各走五十步
[00:07:11.080 --> 00:07:12.720]  隔佔一半
[00:07:12.720 --> 00:07:15.560]  那這種合一有什麼問題呢
[00:07:15.560 --> 00:07:18.120]  表面上是和諧的
[00:07:18.120 --> 00:07:23.520]  表面上是好像沒有你聽我也不是我聽你的
[00:07:23.520 --> 00:07:25.680]  好像公平一點
[00:07:25.680 --> 00:07:27.000]  我不知道在家裏面
[00:07:27.000 --> 00:07:29.280]  你的夫妻關係是不是這樣
[00:07:29.280 --> 00:07:33.200]  還是在家裏還在公司裏面有同事之間
