
[00:00:00.000 --> 00:00:02.880]  今日的訊息裏我都很想讓大家看到
[00:00:02.880 --> 00:00:05.880]  當我們堅持要行神的路
[00:00:05.880 --> 00:00:07.880]  當我們堅持我們的信仰
[00:00:07.880 --> 00:00:11.640]  堅持上帝給我們的人生目標使命的時候
[00:00:11.640 --> 00:00:13.680]  同樣我們都會面對很多的難阻
[00:00:13.680 --> 00:00:14.680]  面對很多的困難
[00:00:14.680 --> 00:00:16.880]  就好像利希米
[00:00:16.880 --> 00:00:18.680]  他原本是酒政
[00:00:18.680 --> 00:00:21.280]  本來可以在波斯王的身邊
[00:00:21.280 --> 00:00:26.280]  很安逸地做一個得皇帝寵信的酒政官
[00:00:26.280 --> 00:00:28.880]  但是他聽到自己的家鄉
[00:00:28.880 --> 00:00:31.880]  耶路撒冷城牆破爛
[00:00:31.880 --> 00:00:33.880]  城門被火焚燒
[00:00:33.880 --> 00:00:36.880]  他的同胞被凌辱
[00:00:36.880 --> 00:00:41.480]  他心裏有份感動要去向上帝禱告祈求
[00:00:41.480 --> 00:00:43.480]  要回到自己的家鄉
[00:00:43.480 --> 00:00:45.080]  不單要重建城牆
[00:00:45.080 --> 00:00:46.480]  其實更加重要的
[00:00:46.480 --> 00:00:49.880]  是要重建以色列民與上帝之間的關係
[00:00:49.880 --> 00:00:52.480]  在禱告當中
[00:00:52.480 --> 00:00:54.880]  上帝的恩手幫助他
[00:00:54.880 --> 00:00:57.080]  能夠得到波斯王的恩准
[00:00:57.080 --> 00:00:58.880]  竟然能夠下詔書
[00:00:58.880 --> 00:01:01.280]  讓他成為猶太王的省長
[00:01:01.280 --> 00:01:05.480]  更加給他兵馬和建築材料
[00:01:05.480 --> 00:01:08.080]  可以奉旨回去建城牆
[00:01:08.080 --> 00:01:12.880]  但是回到耶路撒冷卻不是順利的
[00:01:12.880 --> 00:01:15.680]  原來當地人一盤散沙
[00:01:15.680 --> 00:01:19.280]  貴族在欺壓平民貧富懸殊
[00:01:19.280 --> 00:01:21.080]  又面對著饑荒
[00:01:21.080 --> 00:01:26.080]  更加加上東南西北都有不同的敵人阻攔著
[00:01:26.080 --> 00:01:28.680]  但是李米繼續持續祈禱
[00:01:28.680 --> 00:01:31.280]  堅持上帝給他的召命
[00:01:31.280 --> 00:01:34.680]  他帶領著這群百姓
[00:01:34.680 --> 00:01:36.680]  作為一個團結的核心
[00:01:36.680 --> 00:01:38.880]  一手拿兵器一手做工
[00:01:38.880 --> 00:01:40.280]  去建城牆
[00:01:40.280 --> 00:01:42.480]  去到今時今日
[00:01:42.480 --> 00:01:44.880]  今日是第七講
[00:01:44.880 --> 00:01:46.880]  李米記的第六章
[00:01:46.880 --> 00:01:51.680]  你會看到他的城牆已經差不多接近完工了
[00:01:51.680 --> 00:01:54.680]  可能是可以放鬆的時候
[00:01:54.680 --> 00:01:55.480]  不是
[00:01:55.480 --> 00:01:58.680]  魔鬼撒旦的攻擊仍然是接踵而來
[00:01:58.680 --> 00:02:01.280]  一分鬆懈都不可以
[00:02:01.280 --> 00:02:03.680]  其實在我們身邊也是
[00:02:03.680 --> 00:02:07.280]  往往當你很想做一個好的基督徒
[00:02:07.280 --> 00:02:10.880]  譬如你想每天去靈修讀經祈禱
[00:02:10.880 --> 00:02:14.080]  又或者我要做一個好的學生
[00:02:14.080 --> 00:02:16.680]  在我們學業成績上去見證主
[00:02:16.680 --> 00:02:19.880]  又或者你在工作上想做一個好的上司
[00:02:19.880 --> 00:02:22.680]  能夠體恤下屬
[00:02:22.680 --> 00:02:25.680]  又能夠和你身邊的同事有一個和睦的關係
[00:02:25.680 --> 00:02:29.480]  但往往當你想這樣做的時候就面對很多難阻
[00:02:29.480 --> 00:02:32.080]  有一次上個星期我們有義農奉獻禮
[00:02:32.080 --> 00:02:36.280]  我們有四對父母都很想做一個好的基督徒父母
[00:02:36.280 --> 00:02:37.280]  將自己的子女
[00:02:37.280 --> 00:02:39.480]  想將自己的家人帶到神的面前
[00:02:39.480 --> 00:02:41.480]  但當你立志的時候
[00:02:41.480 --> 00:02:45.080]  就好像有很多的困難周圍環繞著你
[00:02:45.080 --> 00:02:46.480]  就用我自己做例子吧
[00:02:46.480 --> 00:02:47.880]  這樣可能會方便一點
[00:02:47.880 --> 00:02:52.280]  當我上個星期本來想著有一個好的安靜退休
[00:02:52.280 --> 00:02:54.880]  我也很想做一個比較謙卑
[00:02:54.880 --> 00:02:56.480]  比較溫柔的人
[00:02:56.480 --> 00:02:58.880]  其實我的意思是我覺得自己不夠謙卑溫柔
[00:02:58.880 --> 00:03:01.480]  但當你立志行事的時候
[00:03:01.480 --> 00:03:02.880]  有很多的難處
[00:03:02.880 --> 00:03:04.480]  特別我現在家裏正在裝修
[00:03:04.480 --> 00:03:07.280]  我的子女的房間要做一個調動
[00:03:07.280 --> 00:03:08.480]  所以在裝修期間
[00:03:08.480 --> 00:03:11.880]  我的子女就搬進我和太太的房間睡
[00:03:11.880 --> 00:03:14.480]  正如你所說
[00:03:14.480 --> 00:03:16.680]  當你相處得越緊密的時候
[00:03:16.680 --> 00:03:18.080]  就有更多的事情
[00:03:18.080 --> 00:03:19.680]  經常見到子女不肯睡覺
[00:03:19.680 --> 00:03:20.480]  又不肯洗澡
[00:03:20.480 --> 00:03:21.280]  東西亂放
[00:03:21.280 --> 00:03:24.080]  吵吵鬧鬧的人就更加暴躁
[00:03:24.080 --> 00:03:30.080]  加上家裏有很多提醒
[00:03:30.080 --> 00:03:32.280]  可能你的長輩會提醒你
[00:03:32.280 --> 00:03:33.280]  你不應該這樣
[00:03:33.280 --> 00:03:34.080]  不應該那樣
[00:03:34.080 --> 00:03:35.280]  你要這樣那樣
[00:03:35.280 --> 00:03:37.680]  有時候太太有些事情忘記了要提醒她
[00:03:37.680 --> 00:03:39.480]  這樣人就很穩妥
[00:03:39.480 --> 00:03:41.080]  回到教會
[00:03:41.080 --> 00:03:44.480]  這裏教會有時候說自己的事情也不太方便
[00:03:44.480 --> 00:03:45.880]  譬如有些同事
[00:03:45.880 --> 00:03:47.080]  可能有些東西掉了
[00:03:47.080 --> 00:03:49.680]  忘記了一些事情做
[00:03:49.680 --> 00:03:52.480]  又會覺得為什麼會這樣
[00:03:52.480 --> 00:03:53.680]  這樣也忘記了
[00:03:53.680 --> 00:03:54.880]  做一些突發事件
[00:03:54.880 --> 00:03:57.480]  譬如突然有些家事
[00:03:57.480 --> 00:03:59.680]  突然有些困難需要你幫助
[00:03:59.680 --> 00:04:03.080]  整個人不僅安靜不了
[00:04:03.080 --> 00:04:04.480]  還會有更多的脾氣
[00:04:04.480 --> 00:04:05.880]  更多的激動
[00:04:05.880 --> 00:04:07.880]  我覺得有時候魔鬼就是會這樣
[00:04:07.880 --> 00:04:09.480]  會難阻你
[00:04:09.480 --> 00:04:11.480]  令你覺得害怕灰心
[00:04:11.480 --> 00:04:12.680]  會用你身邊的人
[00:04:12.680 --> 00:04:14.880]  用你家人、同事
[00:04:14.880 --> 00:04:16.680]  甚至是一些陌生人
[00:04:16.680 --> 00:04:18.480]  甚至是主內的弟兄姊妹
[00:04:18.480 --> 00:04:19.880]  令你分心
[00:04:19.880 --> 00:04:22.280]  令你忘記了一些事情
[00:04:22.280 --> 00:04:24.080]  或者令你激動
[00:04:24.080 --> 00:04:26.480]  甚至會令你害怕
[00:04:26.480 --> 00:04:28.880]  我們看尼希米第六章
[00:04:28.880 --> 00:04:31.880]  「懼怕」這個字出現了五次
[00:04:31.880 --> 00:04:33.880]  就是魔鬼撒旦用盡各種各樣的方法
[00:04:33.880 --> 00:04:35.080]  去難阻尼希米
[00:04:35.080 --> 00:04:36.480]  去重建城牆
[00:04:36.480 --> 00:04:38.280]  去行神的路
[00:04:38.280 --> 00:04:41.080]  我們看看這位屬靈的偉大的領袖
[00:04:41.080 --> 00:04:42.080]  尼希米
[00:04:42.080 --> 00:04:44.880]  他如何面對著懼怕
[00:04:44.880 --> 00:04:46.080]  能夠戰勝心魔
[00:04:46.080 --> 00:04:47.480]  持守使命
[00:04:47.480 --> 00:04:49.480]  然後我們一起宣佈禱告
[00:04:49.480 --> 00:04:51.680]  參加天賦我們求祢幫助我們
[00:04:51.680 --> 00:04:53.280]  就好像我們今天要立心
[00:04:53.280 --> 00:04:55.280]  好好去崇拜祢
[00:04:55.280 --> 00:04:57.080]  去聽神祢的話語
[00:04:57.080 --> 00:04:59.480]  可能都會有很多不同的難阻
[00:04:59.480 --> 00:05:01.480]  上帝令到魔鬼
[00:05:01.480 --> 00:05:04.480]  可能令到我們這裡的冷氣不足
[00:05:04.480 --> 00:05:06.680]  令到我們覺得很熱、分心
[00:05:06.680 --> 00:05:08.680]  或者令到我們身邊的人
[00:05:08.680 --> 00:05:11.080]  會有很多一些聲音
[00:05:11.080 --> 00:05:12.480]  令到我們分心
[00:05:12.480 --> 00:05:13.680]  又或者可能在心裡面
[00:05:13.680 --> 00:05:14.680]  想起很多其他事情
[00:05:14.680 --> 00:05:15.880]  令到我們分心
[00:05:15.880 --> 00:05:17.480]  但求主幫助我們這一刻
[00:05:17.480 --> 00:05:19.680]  能夠專注在祢的話語裡面
[00:05:19.680 --> 00:05:21.480]  更加能夠讓我們知道
[00:05:21.480 --> 00:05:23.680]  當上帝有祢的儀仗使命
[00:05:23.680 --> 00:05:24.880]  擺在我們心靈裡面
[00:05:24.880 --> 00:05:26.080]  我們如何能夠持守
[00:05:26.080 --> 00:05:27.680]  學習尼希米
[00:05:27.680 --> 00:05:30.280]  以致我們能夠靠著禱告的力量
[00:05:30.280 --> 00:05:32.480]  靠著對上帝的專注
[00:05:32.480 --> 00:05:34.680]  透過我們對上帝的敬畏
[00:05:34.680 --> 00:05:36.680]  以致能夠勝過一切
[00:05:36.680 --> 00:05:38.080]  持守使命
