
[00:00:00.000 --> 00:00:02.120]  今天繼續和大家思想到菲律賓書
[00:00:02.120 --> 00:00:06.160]  今天題目叫「基督在我身上,照常顯大」
[00:00:06.160 --> 00:00:09.360]  菲律賓書是保羅坐牢的時候
[00:00:09.360 --> 00:00:14.320]  經歷很多陰影、死亡陰影、患難的陰影的時候
[00:00:14.320 --> 00:00:16.960]  他卻擔心他所愛的教會
[00:00:16.960 --> 00:00:19.680]  菲律賓教會的信徒很多的憂愁
[00:00:19.680 --> 00:00:23.080]  坐牢這個保羅去安慰遠方的
[00:00:23.080 --> 00:00:25.360]  提醒遠方的菲律賓弟兄姊妹
[00:00:25.360 --> 00:00:28.160]  讓他們學習一個很重要的屬靈功課就是
[00:00:28.160 --> 00:00:30.000]  神給我們一份很大的恩典
[00:00:30.000 --> 00:00:34.440]  就是能夠勝過各種遭遇、各種患難的福氣
[00:00:34.440 --> 00:00:37.800]  讓我們能夠經歷各種的遭遇和患難裡面
[00:00:37.800 --> 00:00:42.000]  靠主有喜樂、靠主能夠活出基督的香氣
[00:00:42.000 --> 00:00:44.600]  基督是一份很大的生命的特質
[00:00:44.600 --> 00:00:46.320]  是與世人不同的特質
[00:00:46.320 --> 00:00:49.880]  就是能夠勝過各種患難的生命
[00:00:49.880 --> 00:00:51.800]  能夠勝過各種患難裡面
[00:00:51.800 --> 00:00:56.640]  能夠堅持喜樂、堅持活出耶穌基督良善美善的生命
[00:00:56.640 --> 00:00:59.080]  你有沒有這種特質、有沒有這種生命呢?
[00:01:26.640 --> 00:01:30.320]  多半因我受的困所就篤信不疑
[00:01:30.320 --> 00:01:34.240]  越發放膽傳神的道,無所懼怕
[00:01:34.240 --> 00:01:42.640]  這一等是出於愛心
[00:01:42.640 --> 00:01:45.640]  知道我是為辨明福音設立的
[00:01:45.640 --> 00:01:55.240]  這又何妨呢?
[00:01:55.240 --> 00:01:57.800]  或是假意,或是真心
[00:01:57.800 --> 00:02:01.040]  無論怎樣,基督究竟被傳開了
[00:02:01.040 --> 00:02:04.840]  為此我就歡喜,並且還要歡喜
[00:02:04.840 --> 00:02:14.240]  再一次一起讀
[00:02:14.240 --> 00:02:17.560]  照著我所切勿、所盼望的
[00:02:17.560 --> 00:02:20.000]  沒有一事叫我收攜
[00:02:20.000 --> 00:02:23.920]  只要凡事放膽,無論是生是死
[00:02:23.920 --> 00:02:28.240]  總叫基督在我身上照常顯大
[00:02:54.920 --> 00:02:56.920]  第十二句話,保羅說
[00:02:56.920 --> 00:03:01.200]  弟兄們,我願意你們知道我所遭遇的事
[00:03:01.200 --> 00:03:03.720]  對菲律賓的信徒來說
[00:03:03.720 --> 00:03:07.920]  他見到保羅的遭遇,可能很不順境的時候
[00:03:07.920 --> 00:03:10.520]  保羅關心的菲律賓教會
[00:03:10.520 --> 00:03:14.120]  可能有很多疑惑、擔心、憂慮
[00:03:14.120 --> 00:03:15.640]  成為一個很重要的教導
[00:03:15.640 --> 00:03:19.120]  就是教導我們用神的眼光去看人生
[00:03:19.120 --> 00:03:21.120]  看我們的遭遇
[00:03:21.120 --> 00:03:24.120]  對保羅所愛的菲律賓教會來說
[00:03:24.120 --> 00:03:27.120]  可能有深層的疑惑和掙扎
[00:03:27.120 --> 00:03:30.120]  為何他們所愛的神的僕人
[00:03:30.120 --> 00:03:34.720]  仕途保羅,竟然有一連串不斷的患難
[00:03:34.720 --> 00:03:37.120]  不斷的逆境呢?
[00:03:37.120 --> 00:03:41.320]  假如連仕途保羅都有不斷的患難、不斷的逆境
[00:03:41.320 --> 00:03:43.320]  我們一個普通的信徒
[00:03:43.320 --> 00:03:45.720]  神是否真的保守我們呢?
[00:03:45.720 --> 00:03:48.920]  有時在世上,要看報章
[00:03:48.920 --> 00:03:52.520]  有些不是基督徒的群體
[00:03:52.520 --> 00:03:53.920]  或者我們稱為迷信群體
[00:03:53.920 --> 00:03:55.520]  不同的群體
[00:03:55.520 --> 00:04:00.120]  新年裏面,甚麼簽羽、順不順境等等情況
[00:04:00.120 --> 00:04:02.320]  用一些世俗的說法
[00:04:02.320 --> 00:04:05.520]  假如一個人經歷一個逆境
[00:04:05.520 --> 00:04:07.920]  再另一個逆境,再另一個逆境
[00:04:07.920 --> 00:04:09.920]  一般世俗人怎麼說?
[00:04:09.920 --> 00:04:13.720]  這陣子你都很黑,黑完又黑,黑完又黑
[00:04:13.720 --> 00:04:15.120]  假如你有基督徒
[00:04:15.120 --> 00:04:18.720]  剛好你遭遇一些逆境、又逆境、逆境
[00:04:18.720 --> 00:04:20.720]  有些人就說,信耶穌有甚麼用呢?
[00:04:20.720 --> 00:04:23.320]  信耶穌有那麼多逆境、逆境、逆境
[00:04:23.320 --> 00:04:24.320]  黑完又黑
[00:04:24.320 --> 00:04:27.720]  信耶穌有甚麼益處、有甚麼喜樂呢?
[00:04:27.720 --> 00:04:31.520]  保羅就遭遇一段很長期的逆境
[00:04:31.520 --> 00:04:34.520]  先講到他當帶著這個捐款
[00:04:34.520 --> 00:04:37.320]  寫完羅馬書之後帶著捐款,然後失冷的時候
[00:04:37.320 --> 00:04:40.920]  結果被羅馬人監禁兩年
[00:04:40.920 --> 00:04:43.520]  好事得到惡報
[00:04:43.520 --> 00:04:46.320]  然後要坐船去到羅馬
[00:04:46.320 --> 00:04:51.120]  去上訴的時候,船又沉了
[00:04:51.120 --> 00:04:53.120]  然後去到羅馬
[00:04:53.120 --> 00:04:54.920]  寫完28章
[00:04:54.920 --> 00:04:59.720]  他要跟一個士兵鎖在一起
[00:04:59.720 --> 00:05:03.520]  他身上沒有自由,連私隱都沒有
[00:05:03.520 --> 00:05:08.520]  然後菲律賓教會看到保羅連續兩年、三年、四年都有囚禁的時候
[00:05:08.520 --> 00:05:11.320]  就差派他去一個弟兄,可能是一個僕人
[00:05:11.320 --> 00:05:14.520]  伊伯弗提,打算去照顧保羅
[00:05:14.520 --> 00:05:20.120]  伊伯弗提去到保羅那裡,結果病了,甚至死了
[00:05:20.120 --> 00:05:21.720]  差不多
[00:05:21.720 --> 00:05:24.120]  所以保羅有連串的逆境
[00:05:24.120 --> 00:05:27.520]  保羅說好像休上加休的時候
[00:05:27.520 --> 00:05:32.920]  所以保羅遭遇各樣的遭遇都是連串的逆境的遭遇
[00:05:32.920 --> 00:05:36.920]  所以在菲律賓教會,可能用熟悉的眼光看保羅
[00:05:36.920 --> 00:05:39.320]  為甚麼有連串的逆境呢?
[00:05:39.320 --> 00:05:46.720]  保羅提醒他們,這一切逆境不影響保羅的喜樂或生命的奮鬥
[00:05:46.720 --> 00:05:49.920]  菲律賓書第1章第20節,一起讀吧
[00:05:49.920 --> 00:05:56.320]  「照著我切無所盼望的,沒有一事叫我羞愧」
[00:05:56.320 --> 00:05:59.720]  保羅不但不以福音為恥
[00:05:59.720 --> 00:06:02.720]  他不以他的逆境為恥
[00:06:02.720 --> 00:06:06.120]  不以他所發生的遭遇為恥
[00:06:06.120 --> 00:06:11.720]  也不以他覺得很黑暗的遭遇為恥
[00:06:11.720 --> 00:06:13.720]  寄託一個很重要的學習
[00:06:13.720 --> 00:06:16.720]  就是靠主勝過我們的環境
[00:06:16.720 --> 00:06:21.120]  看完那一幕,4月6日會講一個課程
[00:06:21.120 --> 00:06:23.320]  講到保羅的生平和神學
[00:06:23.320 --> 00:06:25.520]  看這本書講到保羅的生平
[00:06:25.520 --> 00:06:27.520]  其中一個目者這樣說
[00:06:27.520 --> 00:06:31.720]  「一個靈魂的改變,只是一刻之間信主就改變」
[00:06:31.720 --> 00:06:37.520]  「第一個,聖徒生命的成長,是要一生的雕琢的成長」
[00:06:37.520 --> 00:06:40.320]  「在這一生的雕琢成長中,有很多的起起伏伏」
[00:06:40.320 --> 00:06:42.920]  「很多的艱難的環境」
[00:06:42.920 --> 00:06:46.120]  這個作者是有名的牧師Svindo就說
